DBN,Grade,Year,Category,Number Tested,Mean Scale Score,Level 1 #,Level 1 %,Level 2 #,Level 2 %,Level 3 #,Level 3 %,Level 4 #,Level 4 %,Level 3+4 #,Level 3+4 %
15K464,6,2011,General Ed,19,672,0,0%,13,68.4%,5,26.3%,1,5.3%,6,31.6%
15K464,6,2011,Special Ed,8,633,4,50%,4,50%,0,0%,0,0%,0,0%
15K464,7,2006,General Ed,63,631,8,12.7%,41,65.1%,14,22.2%,0,0%,14,22.2%
15K464,7,2006,Special Ed,3,s,s,s,s,s,s,s,s,s,s,s
15K464,7,2007,General Ed,43,660,2,4.7%,9,20.9%,27,62.8%,5,11.6%,32,74.4%
15K464,7,2007,Special Ed,9,626,2,22.2%,5,55.6%,2,22.2%,0,0%,2,22.2%
15K464,7,2008,General Ed,31,663,0,0%,9,29%,20,64.5%,2,6.5%,22,71%
15K464,7,2008,Special Ed,5,s,s,s,s,s,s,s,s,s,s,s
15K464,7,2009,General Ed,27,668,0,0%,4,14.8%,20,74.1%,3,11.1%,23,85.2%
15K464,7,2009,Special Ed,4,s,s,s,s,s,s,s,s,s,s,s
15K464,7,2010,General Ed,19,665,3,15.8%,8,42.1%,5,26.3%,3,15.8%,8,42.1%
15K464,7,2010,Special Ed,4,s,s,s,s,s,s,s,s,s,s,s
15K464,7,2011,General Ed,19,663,1,5.3%,10,52.6%,5,26.3%,3,15.8%,8,42.1%
15K464,7,2011,Special Ed,8,606,6,75%,2,25%,0,0%,0,0%,0,0%
15K464,8,2006,General Ed,66,636,12,18.2%,32,48.5%,20,30.3%,2,3%,22,33.3%
15K464,8,2006,Special Ed,11,598,10,90.9%,0,0%,1,9.1%,0,0%,1,9.1%
15K464,8,2007,General Ed,56,640,9,16.1%,27,48.2%,19,33.9%,1,1.8%,20,35.7%
15K464,8,2007,Special Ed,3,s,s,s,s,s,s,s,s,s,s,s
15K464,8,2008,General Ed,40,660,2,5%,14,35%,21,52.5%,3,7.5%,24,60%
15K464,8,2008,Special Ed,9,638,1,11.1%,6,66.7%,2,22.2%,0,0%,2,22.2%
15K464,8,2009,General Ed,25,668,0,0%,5,20%,18,72%,2,8%,20,80%
15K464,8,2009,Special Ed,6,628,2,33.3%,3,50%,1,16.7%,0,0%,1,16.7%
15K464,8,2010,General Ed,24,672,0,0%,19,79.2%,2,8.3%,3,12.5%,5,20.8%
15K464,8,2010,Special Ed,3,s,s,s,s,s,s,s,s,s,s,s
15K464,8,2011,General Ed,19,666,1,5.3%,12,63.2%,6,31.6%,0,0%,6,31.6%
15K464,8,2011,Special Ed,3,s,s,s,s,s,s,s,s,s,s,s
15K464,All Grades,2006,General Ed,163,,25,15.3%,80,49.1%,55,33.7%,3,1.8%,58,35.6%
15K464,All Grades,2006,Special Ed,29,,20,69%,8,27.6%,1,3.4%,0,0%,1,3.4%
15K464,All Grades,2007,General Ed,128,,14,10.9%,43,33.6%,62,48.4%,9,7%,71,55.5%
15K464,All Grades,2007,Special Ed,14,,4,28.6%,7,50%,2,14.3%,1,7.1%,3,21.4%
15K464,All Grades,2008,General Ed,100,,2,2%,30,30%,61,61%,7,7%,68,68%
15K464,All Grades,2008,Special Ed,19,,3,15.8%,9,47.4%,7,36.8%,0,0%,7,36.8%
15K464,All Grades,2009,General Ed,73,,0,0%,13,17.8%,53,72.6%,7,9.6%,60,82.2%
15K464,All Grades,2009,Special Ed,12,,3,25%,3,25%,6,50%,0,0%,6,50%
15K464,All Grades,2010,General Ed,60,,3,5%,36,60%,12,20%,9,15%,21,35%
15K464,All Grades,2010,Special Ed,19,,11,57.9%,6,31.6%,2,10.5%,0,0%,2,10.5%
15K464,All Grades,2011,General Ed,57,667,2,3.5%,35,61.4%,16,28.1%,4,7%,20,35.1%
15K464,All Grades,2011,Special Ed,19,620,11,57.9%,6,31.6%,2,10.5%,0,0%,2,10.5%
15K497,6,2006,General Ed,48,665,2,4.2%,9,18.8%,32,66.7%,5,10.4%,37,77.1%
15K497,6,2006,Special Ed,11,594,11,100%,0,0%,0,0%,0,0%,0,0%
15K497,6,2007,General Ed,41,675,1,2.4%,5,12.2%,27,65.9%,8,19.5%,35,85.4%
15K497,6,2007,Special Ed,6,638,1,16.7%,2,33.3%,3,50%,0,0%,3,50%
15K497,6,2008,General Ed,40,675,2,5%,3,7.5%,30,75%,5,12.5%,35,87.5%
15K497,6,2008,Special Ed,8,621,4,50%,0,0%,4,50%,0,0%,4,50%
15K497,6,2009,General Ed,40,679,0,0%,1,2.5%,31,77.5%,8,20%,39,97.5%
15K497,6,2009,Special Ed,14,638,2,14.3%,7,50%,5,35.7%,0,0%,5,35.7%
15K497,6,2010,General Ed,33,690,0,0%,10,30.3%,11,33.3%,12,36.4%,23,69.7%
15K497,6,2010,Special Ed,4,s,s,s,s,s,s,s,s,s,s,s
15K497,6,2011,General Ed,31,682,2,6.5%,10,32.3%,11,35.5%,8,25.8%,19,61.3%
15K497,6,2011,Special Ed,5,s,s,s,s,s,s,s,s,s,s,s
15K497,7,2006,General Ed,39,655,2,5.1%,13,33.3%,24,61.5%,0,0%,24,61.5%
15K497,7,2006,Special Ed,12,626,4,33.3%,5,41.7%,2,16.7%,1,8.3%,3,25%
15K497,7,2007,General Ed,53,672,3,5.7%,10,18.9%,25,47.2%,15,28.3%,40,75.5%
15K497,7,2007,Special Ed,7,602,4,57.1%,3,42.9%,0,0%,0,0%,0,0%
15K497,7,2008,General Ed,33,670,1,3%,5,15.2%,21,63.6%,6,18.2%,27,81.8%
15K497,7,2008,Special Ed,10,624,2,20%,3,30%,5,50%,0,0%,5,50%
15K497,7,2009,General Ed,39,674,0,0%,3,7.7%,32,82.1%,4,10.3%,36,92.3%
15K497,7,2009,Special Ed,9,640,2,22.2%,2,22.2%,5,55.6%,0,0%,5,55.6%
15K497,7,2010,General Ed,42,673,0,0%,20,47.6%,15,35.7%,7,16.7%,22,52.4%
15K497,7,2010,Special Ed,13,636,4,30.8%,9,69.2%,0,0%,0,0%,0,0%
15K497,7,2011,General Ed,37,677,0,0%,14,37.8%,15,40.5%,8,21.6%,23,62.2%
15K497,7,2011,Special Ed,6,624,4,66.7%,2,33.3%,0,0%,0,0%,0,0%
15K497,8,2006,General Ed,53,637,9,17%,25,47.2%,19,35.8%,0,0%,19,35.8%
15K497,8,2006,Special Ed,19,600,12,63.2%,3,15.8%,4,21.1%,0,0%,4,21.1%
15K497,8,2007,General Ed,50,657,6,12%,12,24%,27,54%,5,10%,32,64%
15K497,8,2007,Special Ed,6,586,5,83.3%,0,0%,1,16.7%,0,0%,1,16.7%
15K497,8,2008,General Ed,47,677,1,2.1%,4,8.5%,36,76.6%,6,12.8%,42,89.4%
15K497,8,2008,Special Ed,12,617,6,50%,3,25%,3,25%,0,0%,3,25%
15K497,8,2009,General Ed,36,673,1,2.8%,4,11.1%,25,69.4%,6,16.7%,31,86.1%
15K497,8,2009,Special Ed,10,616,3,30%,4,40%,3,30%,0,0%,3,30%
15K497,8,2010,General Ed,43,675,4,9.3%,17,39.5%,14,32.6%,8,18.6%,22,51.2%
15K497,8,2010,Special Ed,8,642,4,50%,2,25%,2,25%,0,0%,2,25%
15K497,8,2011,General Ed,45,677,2,4.4%,18,40%,21,46.7%,4,8.9%,25,55.6%
15K497,8,2011,Special Ed,11,637,7,63.6%,3,27.3%,1,9.1%,0,0%,1,9.1%
15K497,All Grades,2006,General Ed,140,,13,9.3%,47,33.6%,75,53.6%,5,3.6%,80,57.1%
15K497,All Grades,2006,Special Ed,42,,27,64.3%,8,19%,6,14.3%,1,2.4%,7,16.7%
15K497,All Grades,2007,General Ed,144,,10,6.9%,27,18.8%,79,54.9%,28,19.4%,107,74.3%
15K497,All Grades,2007,Special Ed,19,,10,52.6%,5,26.3%,4,21.1%,0,0%,4,21.1%
15K497,All Grades,2008,General Ed,120,,4,3.3%,12,10%,87,72.5%,17,14.2%,104,86.7%
15K497,All Grades,2008,Special Ed,30,,12,40%,6,20%,12,40%,0,0%,12,40%
15K497,All Grades,2009,General Ed,115,,1,0.9%,8,7%,88,76.5%,18,15.7%,106,92.2%
15K497,All Grades,2009,Special Ed,33,,7,21.2%,13,39.4%,13,39.4%,0,0%,13,39.4%
15K497,All Grades,2010,General Ed,118,,4,3.4%,47,39.8%,40,33.9%,27,22.9%,67,56.8%
15K497,All Grades,2010,Special Ed,25,,9,36%,14,56%,2,8%,0,0%,2,8%
15K497,All Grades,2011,General Ed,113,678,4,3.5%,42,37.2%,47,41.6%,20,17.7%,67,59.3%
15K497,All Grades,2011,Special Ed,22,636,13,59.1%,7,31.8%,2,9.1%,0,0%,2,9.1%
15K676,3,2010,General Ed,26,674,4,15.4%,17,65.4%,4,15.4%,1,3.8%,5,19.2%
15K676,3,2010,Special Ed,17,660,8,47.1%,7,41.2%,1,5.9%,1,5.9%,2,11.8%
15K676,3,2011,General Ed,22,683,2,9.1%,10,45.5%,8,36.4%,2,9.1%,10,45.5%
15K676,3,2011,Special Ed,13,661,6,46.2%,6,46.2%,1,7.7%,0,0%,1,7.7%
15K676,4,2011,General Ed,28,671,3,10.7%,10,35.7%,14,50%,1,3.6%,15,53.6%
15K676,4,2011,Special Ed,13,656,2,15.4%,8,61.5%,2,15.4%,1,7.7%,3,23.1%
15K676,All Grades,2010,General Ed,26,,4,15.4%,17,65.4%,4,15.4%,1,3.8%,5,19.2%
15K676,All Grades,2010,Special Ed,17,,8,47.1%,7,41.2%,1,5.9%,1,5.9%,2,11.8%
15K676,All Grades,2011,General Ed,50,676,5,10%,20,40%,22,44%,3,6%,25,50%
15K676,All Grades,2011,Special Ed,26,658,8,30.8%,14,53.8%,3,11.5%,1,3.8%,4,15.4%
15K821,6,2006,General Ed,106,669,3,2.8%,14,13.2%,74,69.8%,15,14.2%,89,84%
15K821,6,2006,Special Ed,17,619,7,41.2%,7,41.2%,3,17.6%,0,0%,3,17.6%
15K821,6,2007,General Ed,144,668,5,3.5%,29,20.1%,90,62.5%,20,13.9%,110,76.4%
15K821,6,2007,Special Ed,16,632,6,37.5%,5,31.3%,5,31.3%,0,0%,5,31.3%
15K821,6,2008,General Ed,142,679,2,1.4%,16,11.3%,89,62.7%,35,24.6%,124,87.3%
15K821,6,2008,Special Ed,25,633,9,36%,6,24%,10,40%,0,0%,10,40%
15K821,6,2009,General Ed,131,690,0,0%,2,1.5%,90,68.7%,39,29.8%,129,98.5%
15K821,6,2009,Special Ed,23,658,4,17.4%,4,17.4%,14,60.9%,1,4.3%,15,65.2%
15K821,6,2010,General Ed,134,687,0,0%,32,23.9%,72,53.7%,30,22.4%,102,76.1%
15K821,6,2010,Special Ed,26,649,9,34.6%,12,46.2%,3,11.5%,2,7.7%,5,19.2%
15K821,6,2011,General Ed,137,691,0,0%,23,16.8%,73,53.3%,41,29.9%,114,83.2%
15K821,6,2011,Special Ed,25,664,2,8%,16,64%,6,24%,1,4%,7,28%
15K821,7,2006,General Ed,125,670,1,0.8%,17,13.6%,93,74.4%,14,11.2%,107,85.6%
15K821,7,2006,Special Ed,14,592,9,64.3%,2,14.3%,3,21.4%,0,0%,3,21.4%
15K821,7,2007,General Ed,106,672,1,0.9%,17,16%,66,62.3%,22,20.8%,88,83%
15K821,7,2007,Special Ed,18,631,5,27.8%,7,38.9%,6,33.3%,0,0%,6,33.3%
15K821,7,2008,General Ed,145,675,2,1.4%,13,9%,94,64.8%,36,24.8%,130,89.7%
15K821,7,2008,Special Ed,19,639,2,10.5%,8,42.1%,9,47.4%,0,0%,9,47.4%
15K821,7,2009,General Ed,145,684,0,0%,4,2.8%,98,67.6%,43,29.7%,141,97.2%
15K821,7,2009,Special Ed,28,649,1,3.6%,9,32.1%,18,64.3%,0,0%,18,64.3%
15K821,7,2010,General Ed,133,683,2,1.5%,24,18%,71,53.4%,36,27.1%,107,80.5%
15K821,7,2010,Special Ed,18,664,3,16.7%,7,38.9%,6,33.3%,2,11.1%,8,44.4%
15K821,7,2011,General Ed,140,682,2,1.4%,33,23.6%,69,49.3%,36,25.7%,105,75%
15K821,7,2011,Special Ed,27,642,11,40.7%,10,37%,5,18.5%,1,3.7%,6,22.2%
15K821,8,2006,General Ed,75,661,1,1.3%,23,30.7%,44,58.7%,7,9.3%,51,68%
15K821,8,2006,Special Ed,5,s,s,s,s,s,s,s,s,s,s,s
15K821,8,2007,General Ed,125,676,3,2.4%,15,12%,87,69.6%,20,16%,107,85.6%
15K821,8,2007,Special Ed,13,574,8,61.5%,2,15.4%,3,23.1%,0,0%,3,23.1%
15K821,8,2008,General Ed,104,677,2,1.9%,13,12.5%,70,67.3%,19,18.3%,89,85.6%
15K821,8,2008,Special Ed,15,646,2,13.3%,5,33.3%,8,53.3%,0,0%,8,53.3%
15K821,8,2009,General Ed,142,677,1,0.7%,19,13.4%,93,65.5%,29,20.4%,122,85.9%
15K821,8,2009,Special Ed,15,630,5,33.3%,7,46.7%,3,20%,0,0%,3,20%
15K821,8,2010,General Ed,146,684,2,1.4%,44,30.1%,76,52.1%,24,16.4%,100,68.5%
15K821,8,2010,Special Ed,28,642,10,35.7%,18,64.3%,0,0%,0,0%,0,0%
15K821,8,2011,General Ed,136,692,0,0%,20,14.7%,78,57.4%,38,27.9%,116,85.3%
15K821,8,2011,Special Ed,20,669,1,5%,11,55%,7,35%,1,5%,8,40%
15K821,All Grades,2006,General Ed,306,,5,1.6%,54,17.6%,211,69%,36,11.8%,247,80.7%
15K821,All Grades,2006,Special Ed,36,,20,55.6%,10,27.8%,6,16.7%,0,0%,6,16.7%
15K821,All Grades,2007,General Ed,375,,9,2.4%,61,16.3%,243,64.8%,62,16.5%,305,81.3%
15K821,All Grades,2007,Special Ed,47,,19,40.4%,14,29.8%,14,29.8%,0,0%,14,29.8%
15K821,All Grades,2008,General Ed,391,,6,1.5%,42,10.7%,253,64.7%,90,23%,343,87.7%
15K821,All Grades,2008,Special Ed,59,,13,22%,19,32.2%,27,45.8%,0,0%,27,45.8%
15K821,All Grades,2009,General Ed,418,,1,0.2%,25,6%,281,67.2%,111,26.6%,392,93.8%
15K821,All Grades,2009,Special Ed,66,,10,15.2%,20,30.3%,35,53%,1,1.5%,36,54.5%
15K821,All Grades,2010,General Ed,413,,4,1%,100,24.2%,219,53%,90,21.8%,309,74.8%
15K821,All Grades,2010,Special Ed,72,,22,30.6%,37,51.4%,9,12.5%,4,5.6%,13,18.1%
15K821,All Grades,2011,General Ed,413,688,2,0.5%,76,18.4%,220,53.3%,115,27.8%,335,81.1%
15K821,All Grades,2011,Special Ed,72,657,14,19.4%,37,51.4%,18,25%,3,4.2%,21,29.2%
16K005,3,2006,General Ed,66,669,5,7.6%,18,27.3%,26,39.4%,17,25.8%,43,65.2%
16K005,3,2006,Special Ed,22,633,8,36.4%,5,22.7%,9,40.9%,0,0%,9,40.9%
16K005,3,2007,General Ed,54,686,0,0%,7,13%,31,57.4%,16,29.6%,47,87%
16K005,3,2007,Special Ed,15,661,3,20%,2,13.3%,8,53.3%,2,13.3%,10,66.7%
16K005,3,2008,General Ed,53,682,1,1.9%,4,7.5%,38,71.7%,10,18.9%,48,90.6%
16K005,3,2008,Special Ed,3,s,s,s,s,s,s,s,s,s,s,s
16K005,3,2009,General Ed,47,691,0,0%,4,8.5%,29,61.7%,14,29.8%,43,91.5%
16K005,3,2009,Special Ed,15,678,0,0%,0,0%,14,93.3%,1,6.7%,15,100%
16K005,3,2010,General Ed,66,672,15,22.7%,34,51.5%,16,24.2%,1,1.5%,17,25.8%
16K005,3,2010,Special Ed,8,658,3,37.5%,5,62.5%,0,0%,0,0%,0,0%
16K005,3,2011,General Ed,59,679,10,16.9%,19,32.2%,28,47.5%,2,3.4%,30,50.8%
16K005,3,2011,Special Ed,12,665,7,58.3%,4,33.3%,1,8.3%,0,0%,1,8.3%
16K005,4,2006,General Ed,57,704,1,1.8%,5,8.8%,21,36.8%,30,52.6%,51,89.5%
16K005,4,2006,Special Ed,14,640,2,14.3%,7,50%,3,21.4%,2,14.3%,5,35.7%
16K005,4,2007,General Ed,48,680,2,4.2%,10,20.8%,23,47.9%,13,27.1%,36,75%
16K005,4,2007,Special Ed,23,632,9,39.1%,5,21.7%,8,34.8%,1,4.3%,9,39.1%
16K005,4,2008,General Ed,51,686,2,3.9%,3,5.9%,29,56.9%,17,33.3%,46,90.2%
16K005,4,2008,Special Ed,16,676,1,6.3%,2,12.5%,9,56.3%,4,25%,13,81.3%
16K005,4,2009,General Ed,47,696,1,2.1%,2,4.3%,25,53.2%,19,40.4%,44,93.6%
16K005,4,2009,Special Ed,4,s,s,s,s,s,s,s,s,s,s,s
16K005,4,2010,General Ed,51,706,1,2%,6,11.8%,22,43.1%,22,43.1%,44,86.3%
16K005,4,2010,Special Ed,17,669,0,0%,11,64.7%,4,23.5%,2,11.8%,6,35.3%
16K005,4,2011,General Ed,57,677,2,3.5%,27,47.4%,25,43.9%,3,5.3%,28,49.1%
16K005,4,2011,Special Ed,11,655,2,18.2%,7,63.6%,2,18.2%,0,0%,2,18.2%
16K005,5,2006,General Ed,77,661,7,9.1%,19,24.7%,43,55.8%,8,10.4%,51,66.2%
16K005,5,2006,Special Ed,26,629,10,38.5%,9,34.6%,6,23.1%,1,3.8%,7,26.9%
16K005,5,2007,General Ed,52,658,3,5.8%,14,26.9%,34,65.4%,1,1.9%,35,67.3%
16K005,5,2007,Special Ed,8,628,4,50%,3,37.5%,0,0%,1,12.5%,1,12.5%
16K005,5,2008,General Ed,41,689,0,0%,3,7.3%,24,58.5%,14,34.1%,38,92.7%
16K005,5,2008,Special Ed,22,642,5,22.7%,7,31.8%,8,36.4%,2,9.1%,10,45.5%
16K005,5,2009,General Ed,34,684,0,0%,1,2.9%,26,76.5%,7,20.6%,33,97.1%
16K005,5,2009,Special Ed,20,645,3,15%,7,35%,8,40%,2,10%,10,50%
16K005,5,2010,General Ed,46,680,2,4.3%,18,39.1%,15,32.6%,11,23.9%,26,56.5%
16K005,5,2010,Special Ed,5,s,s,s,s,s,s,s,s,s,s,s
16K005,5,2011,General Ed,46,675,6,13%,16,34.8%,20,43.5%,4,8.7%,24,52.2%
16K005,5,2011,Special Ed,15,660,2,13.3%,10,66.7%,1,6.7%,2,13.3%,3,20%
16K005,All Grades,2006,General Ed,200,,13,6.5%,42,21%,90,45%,55,27.5%,145,72.5%
16K005,All Grades,2006,Special Ed,62,,20,32.3%,21,33.9%,18,29%,3,4.8%,21,33.9%
16K005,All Grades,2007,General Ed,154,,5,3.2%,31,20.1%,88,57.1%,30,19.5%,118,76.6%
16K005,All Grades,2007,Special Ed,46,,16,34.8%,10,21.7%,16,34.8%,4,8.7%,20,43.5%
16K005,All Grades,2008,General Ed,145,,3,2.1%,10,6.9%,91,62.8%,41,28.3%,132,91%
16K005,All Grades,2008,Special Ed,41,,6,14.6%,11,26.8%,18,43.9%,6,14.6%,24,58.5%
16K005,All Grades,2009,General Ed,128,,1,0.8%,7,5.5%,80,62.5%,40,31.3%,120,93.8%
16K005,All Grades,2009,Special Ed,39,,3,7.7%,7,17.9%,25,64.1%,4,10.3%,29,74.4%
16K005,All Grades,2010,General Ed,163,,18,11%,58,35.6%,53,32.5%,34,20.9%,87,53.4%
16K005,All Grades,2010,Special Ed,30,,5,16.7%,17,56.7%,6,20%,2,6.7%,8,26.7%
16K005,All Grades,2011,General Ed,162,677,18,11.1%,62,38.3%,73,45.1%,9,5.6%,82,50.6%
16K005,All Grades,2011,Special Ed,38,660,11,28.9%,21,55.3%,4,10.5%,2,5.3%,6,15.8%
16K021,3,2006,General Ed,93,684,5,5.4%,12,12.9%,51,54.8%,25,26.9%,76,81.7%
16K021,3,2006,Special Ed,10,665,1,10%,1,10%,7,70%,1,10%,8,80%
16K021,3,2007,General Ed,105,686,3,2.9%,13,12.4%,59,56.2%,30,28.6%,89,84.8%
16K021,3,2007,Special Ed,8,648,2,25%,2,25%,4,50%,0,0%,4,50%
16K021,3,2008,General Ed,96,696,0,0%,7,7.3%,61,63.5%,28,29.2%,89,92.7%
16K021,3,2008,Special Ed,17,662,4,23.5%,0,0%,11,64.7%,2,11.8%,13,76.5%
16K021,3,2009,General Ed,94,692,0,0%,0,0%,72,76.6%,22,23.4%,94,100%
16K021,3,2009,Special Ed,13,680,1,7.7%,1,7.7%,8,61.5%,3,23.1%,11,84.6%
16K021,3,2010,General Ed,90,698,4,4.4%,30,33.3%,29,32.2%,27,30%,56,62.2%
16K021,3,2010,Special Ed,18,672,2,11.1%,14,77.8%,1,5.6%,1,5.6%,2,11.1%
16K021,3,2011,General Ed,98,692,4,4.1%,30,30.6%,44,44.9%,20,20.4%,64,65.3%
16K021,3,2011,Special Ed,5,s,s,s,s,s,s,s,s,s,s,s
16K021,4,2006,General Ed,116,666,12,10.3%,21,18.1%,67,57.8%,16,13.8%,83,71.6%
16K021,4,2006,Special Ed,9,621,5,55.6%,3,33.3%,1,11.1%,0,0%,1,11.1%
16K021,4,2007,General Ed,94,665,2,2.1%,25,26.6%,58,61.7%,9,9.6%,67,71.3%
16K021,4,2007,Special Ed,9,657,1,11.1%,5,55.6%,2,22.2%,1,11.1%,3,33.3%
16K021,4,2008,General Ed,103,681,1,1%,13,12.6%,67,65%,22,21.4%,89,86.4%
16K021,4,2008,Special Ed,12,649,2,16.7%,4,33.3%,6,50%,0,0%,6,50%
16K021,4,2009,General Ed,100,691,4,4%,8,8%,52,52%,36,36%,88,88%
16K021,4,2009,Special Ed,17,654,6,35.3%,0,0%,9,52.9%,2,11.8%,11,64.7%
16K021,4,2010,General Ed,98,699,1,1%,14,14.3%,47,48%,36,36.7%,83,84.7%
16K021,4,2010,Special Ed,9,693,0,0%,2,22.2%,5,55.6%,2,22.2%,7,77.8%
16K021,4,2011,General Ed,93,708,1,1.1%,15,16.1%,34,36.6%,43,46.2%,77,82.8%
16K021,4,2011,Special Ed,19,677,0,0%,11,57.9%,6,31.6%,2,10.5%,8,42.1%
16K021,5,2006,General Ed,107,662,5,4.7%,36,33.6%,53,49.5%,13,12.1%,66,61.7%
16K021,5,2006,Special Ed,5,s,s,s,s,s,s,s,s,s,s,s
16K021,5,2007,General Ed,96,672,2,2.1%,15,15.6%,64,66.7%,15,15.6%,79,82.3%
16K021,5,2007,Special Ed,9,662,0,0%,3,33.3%,6,66.7%,0,0%,6,66.7%
16K021,5,2008,General Ed,85,670,1,1.2%,19,22.4%,55,64.7%,10,11.8%,65,76.5%
16K021,5,2008,Special Ed,10,666,0,0%,2,20%,7,70%,1,10%,8,80%
16K021,5,2009,General Ed,102,671,1,1%,18,17.6%,75,73.5%,8,7.8%,83,81.4%
16K021,5,2009,Special Ed,9,657,0,0%,3,33.3%,6,66.7%,0,0%,6,66.7%
16K021,5,2010,General Ed,98,678,5,5.1%,39,39.8%,37,37.8%,17,17.3%,54,55.1%
16K021,5,2010,Special Ed,16,679,0,0%,8,50%,6,37.5%,2,12.5%,8,50%
16K021,5,2011,General Ed,98,691,2,2%,25,25.5%,47,48%,24,24.5%,71,72.4%
16K021,5,2011,Special Ed,12,682,0,0%,7,58.3%,4,33.3%,1,8.3%,5,41.7%
16K021,All Grades,2006,General Ed,316,,22,7%,69,21.8%,171,54.1%,54,17.1%,225,71.2%
16K021,All Grades,2006,Special Ed,24,,6,25%,8,33.3%,9,37.5%,1,4.2%,10,41.7%
16K021,All Grades,2007,General Ed,295,,7,2.4%,53,18%,181,61.4%,54,18.3%,235,79.7%
16K021,All Grades,2007,Special Ed,26,,3,11.5%,10,38.5%,12,46.2%,1,3.8%,13,50%
16K021,All Grades,2008,General Ed,284,,2,0.7%,39,13.7%,183,64.4%,60,21.1%,243,85.6%
16K021,All Grades,2008,Special Ed,39,,6,15.4%,6,15.4%,24,61.5%,3,7.7%,27,69.2%
16K021,All Grades,2009,General Ed,296,,5,1.7%,26,8.8%,199,67.2%,66,22.3%,265,89.5%
16K021,All Grades,2009,Special Ed,39,,7,17.9%,4,10.3%,23,59%,5,12.8%,28,71.8%
16K021,All Grades,2010,General Ed,286,,10,3.5%,83,29%,113,39.5%,80,28%,193,67.5%
16K021,All Grades,2010,Special Ed,43,,2,4.7%,24,55.8%,12,27.9%,5,11.6%,17,39.5%
16K021,All Grades,2011,General Ed,289,697,7,2.4%,70,24.2%,125,43.3%,87,30.1%,212,73.4%
16K021,All Grades,2011,Special Ed,36,680,0,0%,21,58.3%,11,30.6%,4,11.1%,15,41.7%
16K025,3,2006,General Ed,90,645,15,16.7%,35,38.9%,32,35.6%,8,8.9%,40,44.4%
16K025,3,2006,Special Ed,12,620,6,50%,4,33.3%,2,16.7%,0,0%,2,16.7%
16K025,3,2007,General Ed,55,675,1,1.8%,10,18.2%,35,63.6%,9,16.4%,44,80%
16K025,3,2007,Special Ed,8,656,0,0%,2,25%,6,75%,0,0%,6,75%
16K025,3,2008,General Ed,56,688,0,0%,1,1.8%,48,85.7%,7,12.5%,55,98.2%
16K025,3,2008,Special Ed,8,644,2,25%,3,37.5%,3,37.5%,0,0%,3,37.5%
16K025,3,2009,General Ed,37,684,0,0%,3,8.1%,27,73%,7,18.9%,34,91.9%
16K025,3,2009,Special Ed,9,657,0,0%,4,44.4%,5,55.6%,0,0%,5,55.6%
16K025,3,2010,General Ed,52,694,2,3.8%,16,30.8%,23,44.2%,11,21.2%,34,65.4%
16K025,3,2010,Special Ed,1,s,s,s,s,s,s,s,s,s,s,s
16K025,3,2011,General Ed,35,682,3,8.6%,16,45.7%,12,34.3%,4,11.4%,16,45.7%
16K025,3,2011,Special Ed,2,s,s,s,s,s,s,s,s,s,s,s
16K025,4,2006,General Ed,36,641,6,16.7%,19,52.8%,8,22.2%,3,8.3%,11,30.6%
16K025,4,2006,Special Ed,11,608,8,72.7%,0,0%,3,27.3%,0,0%,3,27.3%
16K025,4,2007,General Ed,63,654,6,9.5%,21,33.3%,33,52.4%,3,4.8%,36,57.1%
16K025,4,2007,Special Ed,8,621,4,50%,2,25%,2,25%,0,0%,2,25%
16K025,4,2008,General Ed,43,671,0,0%,9,20.9%,27,62.8%,7,16.3%,34,79.1%
16K025,4,2008,Special Ed,5,s,s,s,s,s,s,s,s,s,s,s
16K025,4,2009,General Ed,58,681,0,0%,6,10.3%,42,72.4%,10,17.2%,52,89.7%
16K025,4,2009,Special Ed,12,657,2,16.7%,2,16.7%,6,50%,2,16.7%,8,66.7%
16K025,4,2010,General Ed,42,668,1,2.4%,26,61.9%,14,33.3%,1,2.4%,15,35.7%
16K025,4,2010,Special Ed,9,675,0,0%,6,66.7%,2,22.2%,1,11.1%,3,33.3%
16K025,4,2011,General Ed,50,688,1,2%,16,32%,21,42%,12,24%,33,66%
16K025,4,2011,Special Ed,6,664,1,16.7%,3,50%,2,33.3%,0,0%,2,33.3%
16K025,5,2006,General Ed,65,633,17,26.2%,31,47.7%,15,23.1%,2,3.1%,17,26.2%
16K025,5,2006,Special Ed,12,616,6,50%,4,33.3%,2,16.7%,0,0%,2,16.7%
16K025,5,2007,General Ed,40,653,2,5%,16,40%,20,50%,2,5%,22,55%
16K025,5,2007,Special Ed,9,644,1,11.1%,5,55.6%,3,33.3%,0,0%,3,33.3%
16K025,5,2008,General Ed,50,662,1,2%,16,32%,30,60%,3,6%,33,66%
16K025,5,2008,Special Ed,8,658,0,0%,2,25%,6,75%,0,0%,6,75%
16K025,5,2009,General Ed,47,671,1,2.1%,11,23.4%,25,53.2%,10,21.3%,35,74.5%
16K025,5,2009,Special Ed,7,660,1,14.3%,1,14.3%,4,57.1%,1,14.3%,5,71.4%
16K025,5,2010,General Ed,54,681,1,1.9%,19,35.2%,27,50%,7,13%,34,63%
16K025,5,2010,Special Ed,14,662,1,7.1%,10,71.4%,3,21.4%,0,0%,3,21.4%
16K025,5,2011,General Ed,39,671,1,2.6%,24,61.5%,13,33.3%,1,2.6%,14,35.9%
