DBN,School Year,Overall Rating
26Q098,SY07-08,WD
28Q099,SY07-08,WD
27Q100,SY07-08,WD
28Q101,SY07-08,WD
24Q102,SY07-08,WD
27Q104,SY07-08,WD
27Q105,SY07-08,P
27Q106,SY07-08,WD
25Q107,SY07-08,WD
27Q108,SY07-08,O
29Q109,SY07-08,UPF
30Q111,SY07-08,P
30Q112,SY07-08,WD
24Q113,SY07-08,WD
27Q114,SY07-08,WD
26Q115,SY07-08,P
29Q116,SY07-08,P
28Q117,SY07-08,WD
29Q118,SY07-08,WD
24Q119,SY07-08,P
25Q120,SY07-08,P
28Q121,SY07-08,O
30Q122,SY07-08,WD
27Q123,SY07-08,P
27Q124,SY07-08,WD
24Q125,SY07-08,WD
30Q126,SY07-08,P
30Q127,SY07-08,WD
24Q128,SY07-08,WD
25Q129,SY07-08,WD
25Q130,SY07-08,P
29Q131,SY07-08,WD
29Q132,SY07-08,WD
26Q133,SY07-08,WD
29Q134,SY07-08,WD
29Q135,SY07-08,P
29Q136,SY07-08,P
27Q137,SY07-08,WD
29Q138,SY07-08,WD
28Q139,SY07-08,WD
28Q140,SY07-08,WD
30Q141,SY07-08,WD
24Q143,SY07-08,WD
28Q144,SY07-08,WD
30Q145,SY07-08,WD
27Q146,SY07-08,WD
29Q147,SY07-08,P
30Q148,SY07-08,WD
30Q149,SY07-08,WD
30Q150,SY07-08,WD
30Q151,SY07-08,P
30Q152,SY07-08,WD
24Q153,SY07-08,WD
25Q154,SY07-08,WD
27Q155,SY07-08,WD
29Q156,SY07-08,P
28Q157,SY07-08,WD
26Q158,SY07-08,P
26Q159,SY07-08,WD
28Q160,SY07-08,P
28Q161,SY07-08,WD
26Q162,SY07-08,WD
25Q163,SY07-08,P
25Q164,SY07-08,P
25Q165,SY07-08,WD
30Q166,SY07-08,WD
25Q169,SY07-08,WD
30Q171,SY07-08,P
26Q172,SY07-08,WD
26Q173,SY07-08,WD
28Q174,SY07-08,WD
28Q175,SY07-08,WD
29Q176,SY07-08,WD
75Q177,SY07-08,P
26Q178,SY07-08,WD
29Q181,SY07-08,WD
28Q182,SY07-08,P
27Q183,SY07-08,WD
25Q184,SY07-08,WD
25Q185,SY07-08,WD
26Q186,SY07-08,P
26Q188,SY07-08,P
25Q189,SY07-08,WD
28Q190,SY07-08,P
26Q191,SY07-08,WD
29Q192,SY07-08,P
25Q193,SY07-08,P
25Q194,SY07-08,WD
29Q195,SY07-08,P
28Q196,SY07-08,WD
27Q197,SY07-08,WD
24Q199,SY07-08,WD
25Q200,SY07-08,P
25Q201,SY07-08,WD
27Q202,SY07-08,WD
26Q203,SY07-08,O
30Q204,SY07-08,P
26Q205,SY07-08,WD
28Q206,SY07-08,WD
27Q207,SY07-08,P
29Q208,SY07-08,WD
25Q209,SY07-08,WD
27Q210,SY07-08,P
30Q212,SY07-08,WD
26Q213,SY07-08,WD
25Q214,SY07-08,WD
27Q215,SY07-08,P
26Q216,SY07-08,WD
28Q217,SY07-08,WD
25Q219,SY07-08,WD
28Q220,SY07-08,WD
26Q221,SY07-08,WD
30Q222,SY07-08,P
27Q223,SY07-08,P
75Q224,SY07-08,WD
12X197,SY06-07,WD
27Q226,SY07-08,P
30Q227,SY07-08,WD
30Q228,SY07-08,O
24Q229,SY07-08,WD
30Q230,SY07-08,WD
29Q231,SY07-08,P
27Q232,SY07-08,WD
75Q233,SY07-08,WD
30Q234,SY07-08,WD
30Q235,SY07-08,WD
25Q237,SY07-08,P
29Q238,SY07-08,WD
24Q239,SY07-08,WD
25Q242,SY07-08,WD
29Q248,SY07-08,WD
25Q250,SY07-08,P
29Q251,SY07-08,P
25Q252,SY07-08,WD
27Q253,SY07-08,WD
27Q254,SY07-08,WD
75Q255,SY07-08,WD
75Q256,SY07-08,WD
29Q259,SY07-08,P
27Q260,SY07-08,WD
27Q262,SY07-08,WD
25Q263,SY07-08,WD
24Q264,SY07-08,WD
29Q265,SY07-08,WD
26Q266,SY07-08,P
24Q267,SY07-08,WD
29Q268,SY07-08,WD
29Q270,SY07-08,WD
29Q272,SY07-08,P
25Q281,SY07-08,WD
27Q282,SY07-08,WD
29Q283,SY07-08,P
28Q284,SY07-08,P
25Q285,SY07-08,WD
30Q286,SY07-08,P
27Q323,SY07-08,O
27Q333,SY07-08,WD
27Q400,SY07-08,WD
27Q410,SY07-08,P
26Q415,SY07-08,WD
25Q425,SY07-08,P
26Q430,SY07-08,WD
26Q435,SY07-08,P
28Q440,SY07-08,P
30Q445,SY07-08,P
30Q450,SY07-08,WD
24Q455,SY07-08,P
25Q460,SY07-08,P
28Q470,SY07-08,P
27Q475,SY07-08,P
27Q480,SY07-08,WD
24Q485,SY07-08,WD
29Q492,SY07-08,WD
29Q494,SY07-08,P
26Q495,SY07-08,WD
29Q496,SY07-08,P
29Q498,SY07-08,P
25Q499,SY07-08,WD
30Q501,SY07-08,WD
30Q502,SY07-08,UPF
28Q505,SY07-08,WD
24Q520,SY07-08,WD
25Q525,SY07-08,O
24Q530,SY07-08,WD
25Q540,SY07-08,P
24Q550,SY07-08,WD
30Q555,SY07-08,O
24Q560,SY07-08,P
26Q566,SY07-08,WD
30Q575,SY07-08,WD
30Q580,SY07-08,P
24Q600,SY07-08,P
24Q610,SY07-08,WD
28Q620,SY07-08,WD
27Q650,SY07-08,WD
25Q670,SY07-08,WD
28Q680,SY07-08,P
28Q687,SY07-08,P
28Q690,SY07-08,WD
75Q721,SY07-08,WD
75Q752,SY07-08,P
75Q811,SY07-08,O
24Q877,SY07-08,WD
28Q896,SY07-08,P
75Q993,SY07-08,WD
31R001,SY07-08,WD
31R002,SY07-08,WD
31R003,SY07-08,WD
31R004,SY07-08,WD
31R005,SY07-08,WD
31R006,SY07-08,WD
31R007,SY07-08,WD
31R008,SY07-08,WD
31R011,SY07-08,WD
31R013,SY07-08,WD
31R014,SY07-08,UPF
31R016,SY07-08,P
31R018,SY07-08,WD
31R019,SY07-08,WD
31R020,SY07-08,P
31R021,SY07-08,WD
31R022,SY07-08,WD
31R023,SY07-08,WD
31R024,SY07-08,WD
75R025,SY07-08,P
31R026,SY07-08,P
31R027,SY07-08,P
31R029,SY07-08,WD
31R030,SY07-08,P
31R031,SY07-08,P
31R032,SY07-08,WD
31R034,SY07-08,WD
31R035,SY07-08,P
31R036,SY07-08,P
75R037,SY07-08,WD
31R038,SY07-08,WD
31R039,SY07-08,WD
31R041,SY07-08,WD
31R042,SY07-08,WD
31R044,SY07-08,P
31R045,SY07-08,WD
31R046,SY07-08,WD
31R047,SY07-08,WD
31R048,SY07-08,WD
31R049,SY07-08,P
31R050,SY07-08,P
31R051,SY07-08,P
31R052,SY07-08,WD
31R053,SY07-08,WD
31R054,SY07-08,WD
31R055,SY07-08,WD
31R056,SY07-08,P
31R057,SY07-08,P
31R058,SY07-08,WD
31R060,SY07-08,WD
31R061,SY07-08,WD
31R069,SY07-08,WD
31R072,SY07-08,WD
31R075,SY07-08,WD
31R080,SY07-08,WD
75R373,SY07-08,WD
31R440,SY07-08,WD
31R445,SY07-08,P
31R450,SY07-08,WD
31R455,SY07-08,WD
31R460,SY07-08,WD
31R470,SY07-08,WD
31R600,SY07-08,WD
31R605,SY07-08,P
75R721,SY07-08,WD
07X001,SY07-08,P
12X197,SY07-08,WD
10X003,SY07-08,WD
09X004,SY07-08,WD
07X005,SY07-08,WD
12X006,SY07-08,P
10X007,SY07-08,WD
10X008,SY07-08,WD
10X009,SY07-08,WD
75X010,SY07-08,WD
09X011,SY07-08,WD
75X012,SY07-08,P
08X014,SY07-08,WD
10X015,SY07-08,WD
11X016,SY07-08,WD
75X017,SY07-08,WD
07X018,SY07-08,WD
11X019,SY07-08,WD
10X020,SY07-08,WD
11X021,SY07-08,P
09X022,SY07-08,WD
10X023,SY07-08,WD
10X024,SY07-08,WD
07X025,SY07-08,P
09X028,SY07-08,WD
07X029,SY07-08,WD
07X030,SY07-08,WD
07X031,SY07-08,WD
10X032,SY07-08,WD
10X033,SY07-08,WD
09X035,SY07-08,WD
08X036,SY07-08,WD
10X037,SY07-08,P
11X041,SY07-08,P
09X042,SY07-08,WD
07X043,SY07-08,WD
12X044,SY07-08,WD
10X045,SY07-08,WD
10X046,SY07-08,WD
12X047,SY07-08,WD
08X048,SY07-08,WD
07X049,SY07-08,P
12X050,SY07-08,P
10X051,SY07-08,P
09X053,SY07-08,WD
10X054,SY07-08,P
09X055,SY07-08,P
10X056,SY07-08,WD
12X057,SY07-08,WD
09X058,SY07-08,WD
10X059,SY07-08,WD
12X061,SY07-08,P
08X062,SY07-08,WD
09X063,SY07-08,WD
09X064,SY07-08,P
07X065,SY07-08,P
12X066,SY07-08,WD
12X067,SY07-08,WD
11X068,SY07-08,WD
08X069,SY07-08,WD
09X070,SY07-08,P
08X071,SY07-08,WD
08X072,SY07-08,P
09X073,SY07-08,P
08X075,SY07-08,P
11X076,SY07-08,O
11X078,SY07-08,P
10X080,SY07-08,P
10X081,SY07-08,WD
11X083,SY07-08,WD
10X085,SY07-08,P
10X086,SY07-08,WD
11X087,SY07-08,P
09X088,SY07-08,P
11X089,SY07-08,WD
12X197,SY08-09,WD
10X091,SY07-08,WD
12X092,SY07-08,WD
08X093,SY07-08,P
10X094,SY07-08,P
10X095,SY07-08,WD
11X096,SY07-08,WD
11X097,SY07-08,P
12X098,SY07-08,WD
08X100,SY07-08,WD
08X101,SY07-08,WD
12X102,SY07-08,P
11X103,SY07-08,WD
11X105,SY07-08,WD
11X106,SY07-08,P
08X107,SY07-08,WD
11X108,SY07-08,P
09X109,SY07-08,WD
09X110,SY07-08,WD
11X111,SY07-08,WD
11X112,SY07-08,P
09X114,SY07-08,P
09X117,SY07-08,P
10X118,SY07-08,WD
08X119,SY07-08,WD
11X121,SY07-08,WD
08X123,SY07-08,WD
08X125,SY07-08,P
09X126,SY07-08,P
11X127,SY07-08,WD
09X128,SY07-08,WD
12X129,SY07-08,WD
08X130,SY07-08,WD
08X131,SY07-08,P
09X132,SY07-08,P
12X134,SY07-08,P
08X138,SY07-08,P
08X140,SY07-08,WD
10X141,SY07-08,P
11X142,SY07-08,P
11X144,SY07-08,WD
09X145,SY07-08,P
08X146,SY07-08,P
12X150,SY07-08,WD
07X151,SY07-08,P
08X152,SY07-08,WD
11X153,SY07-08,WD
07X154,SY07-08,WD
07X157,SY07-08,WD
10X159,SY07-08,P
11X160,SY07-08,WD
07X161,SY07-08,WD
07X162,SY07-08,P
09X163,SY07-08,P
12X198,SY06-07,P
75X168,SY07-08,WD
09X170,SY07-08,P
11X175,SY07-08,WD
75X176,SY07-08,O
11X178,SY07-08,WD
07X179,SY07-08,WD
11X180,SY07-08,WD
11X181,SY07-08,WD
08X182,SY07-08,WD
75X186,SY07-08,WD
75X188,SY07-08,WD
12X190,SY07-08,P
11X194,SY07-08,WD
12X195,SY07-08,P
12X196,SY07-08,WD
12X198,SY07-08,WD
12X198,SY08-09,UPF
09X199,SY07-08,WD
07X203,SY07-08,P
09X204,SY07-08,WD
10X205,SY07-08,WD
10X206,SY07-08,P
10X207,SY07-08,P
10X209,SY07-08,WD
12X211,SY07-08,WD
12X212,SY07-08,P
10X213,SY07-08,WD
12X214,SY07-08,P
09X215,SY07-08,WD
08X201,SY06-07,U
12X217,SY07-08,P
09X218,SY07-08,WD
09X219,SY07-08,P
07X221,SY07-08,WD
07X223,SY07-08,WD
07X224,SY07-08,P
10X225,SY07-08,WD
10X226,SY07-08,P
09X227,SY07-08,P
10X228,SY07-08,P
09X229,SY07-08,P
09X230,SY07-08,P
09X231,SY07-08,P
09X232,SY07-08,P
09X236,SY07-08,WD
10X237,SY07-08,WD
09X239,SY07-08,WD
09X241,SY07-08,WD
12X242,SY07-08,WD
10X243,SY07-08,P
10X244,SY07-08,WD
12X245,SY07-08,P
10X246,SY07-08,P
12X248,SY07-08,WD
11X249,SY07-08,P
09X250,SY07-08,WD
12X251,SY07-08,UPF
09X252,SY07-08,WD
11X253,SY07-08,P
10X254,SY07-08,WD
09X260,SY07-08,WD
12X262,SY07-08,P
09X263,SY07-08,WD
11X265,SY07-08,WD
12X267,SY07-08,WD
10X268,SY07-08,P
08X269,SY07-08,WD
11X270,SY07-08,P
12X271,SY07-08,WD
11X272,SY07-08,WD
12X273,SY07-08,P
11X275,SY07-08,P
09X276,SY07-08,P
07X277,SY07-08,P
12X278,SY07-08,P
10X279,SY07-08,WD
10X280,SY07-08,WD
08X282,SY07-08,P
10X284,SY07-08,WD
12X286,SY07-08,WD
11X287,SY07-08,P
11X288,SY07-08,WD
11X289,SY07-08,P
11X290,SY07-08,P
10X291,SY07-08,WD
08X293,SY07-08,WD
08X295,SY07-08,P
07X296,SY07-08,P
09X297,SY07-08,P
07X298,SY07-08,P
11X299,SY07-08,P
12X300,SY07-08,WD
08X301,SY07-08,WD
08X302,SY07-08,WD
09X303,SY07-08,WD
08X304,SY07-08,WD
08X305,SY07-08,P
10X306,SY07-08,WD
10X307,SY07-08,WD
10X308,SY07-08,P
10X310,SY07-08,WD
08X312,SY07-08,WD
09X313,SY07-08,P
10X315,SY07-08,WD
12X316,SY07-08,WD
12X318,SY07-08,WD
10X319,SY07-08,WD
07X321,SY07-08,WD
11X322,SY07-08,P
09X323,SY07-08,WD
09X324,SY07-08,P
09X325,SY07-08,WD
11X326,SY07-08,P
09X327,SY07-08,WD
09X328,SY07-08,P
09X329,SY07-08,P
10X331,SY07-08,WD
08X332,SY07-08,P
08X333,SY07-08,WD
07X334,SY07-08,P
08X335,SY07-08,P
08X337,SY07-08,WD
09X339,SY07-08,P
10X340,SY07-08,WD
12X341,SY07-08,P
10X342,SY07-08,WD
07X343,SY07-08,P
75X352,SY07-08,P
10X360,SY07-08,WD
10X368,SY07-08,WD
10X390,SY07-08,WD
10X391,SY07-08,P
10X396,SY07-08,P
08X216,SY06-07,P
09X403,SY07-08,WD
09X404,SY07-08,WD
08X405,SY07-08,WD
09X412,SY07-08,WD
09X413,SY07-08,WD
09X414,SY07-08,P
11X415,SY07-08,P
11X418,SY07-08,WD
07X427,SY07-08,WD
10X433,SY07-08,P
10X434,SY07-08,P
10X437,SY07-08,P
10X438,SY07-08,P
10X439,SY07-08,WD
10X440,SY07-08,WD
10X442,SY07-08,WD
10X445,SY07-08,WD
08X452,SY07-08,UPF
11X455,SY07-08,WD
07X473,SY07-08,P
10X475,SY07-08,WD
10X477,SY07-08,O
12X480,SY07-08,P
07X495,SY07-08,WD
07X500,SY07-08,P
09X505,SY07-08,P
11X513,SY07-08,WD
11X514,SY07-08,WD
09X517,SY07-08,WD
08X519,SY07-08,WD
07X520,SY07-08,P
09X525,SY07-08,P
07X527,SY07-08,P
08X530,SY07-08,WD
08X540,SY07-08,P
11X541,SY07-08,UPF
11X542,SY07-08,WD
09X543,SY07-08,WD
11X544,SY07-08,WD
11X545,SY07-08,WD
10X546,SY07-08,WD
07X547,SY07-08,P
07X548,SY07-08,P
10X549,SY07-08,WD
12X550,SY07-08,WD
07X551,SY07-08,WD
08X560,SY07-08,P
07X600,SY07-08,WD
08X650,SY07-08,WD
07X655,SY07-08,P
10X660,SY07-08,P
07X670,SY07-08,P
12X682,SY07-08,WD
12X684,SY07-08,WD
12X690,SY07-08,P
12X691,SY07-08,P
12X692,SY07-08,P
10X696,SY07-08,WD
75X721,SY07-08,WD
75X723,SY07-08,P
75X754,SY07-08,P
75X811,SY07-08,P
75K004,SY08-09,P
13K008,SY08-09,P
13K009,SY08-09,P
17K012,SY08-09,P
14K019,SY08-09,P
13K020,SY08-09,P
08X216,SY07-08,UPF
15K029,SY08-09,P
75K036,SY08-09,WD
15K038,SY08-09,UPF
23K041,SY08-09,UPF
14K050,SY08-09,P
75K053,SY08-09,WD
13K054,SY08-09,P
18K066,SY08-09,WD
13K067,SY08-09,P
23K073,SY08-09,P
75K077,SY08-09,WD
22K078,SY08-09,P
13K093,SY08-09,P
21K095,SY08-09,UPF
21K096,SY08-09,UPF
21K099,SY08-09,UPF
22K109,SY08-09,P
18K114,SY08-09,U
14K126,SY08-09,P
22K134,SY08-09,WD
75K140,SY08-09,P
75K141,SY08-09,WD
14K147,SY08-09,WD
23K156,SY08-09,P
19K159,SY08-09,P
17K161,SY08-09,P
19K171,SY08-09,P
23K178,SY08-09,P
20K179,SY08-09,UPF
19K190,SY08-09,P
22K198,SY08-09,UPF
20K200,SY08-09,P
19K202,SY08-09,P
22K206,SY08-09,P
19K214,SY08-09,P
21K215,SY08-09,P
17K221,SY08-09,WD
19K224,SY08-09,P
21K225,SY08-09,P
21K226,SY08-09,P
75K231,SY08-09,P
18K233,SY08-09,P
17K249,SY08-09,WD
13K256,SY08-09,P
19K260,SY08-09,P
15K261,SY08-09,P
22K278,SY08-09,P
23K284,SY08-09,P
18K285,SY08-09,P
13K287,SY08-09,UPF
23K298,SY08-09,P
13K301,SY08-09,P
19K302,SY08-09,P
13K305,SY08-09,WD
19K306,SY08-09,P
17K316,SY08-09,P
14K319,SY08-09,WD
14K322,SY08-09,P
22K326,SY08-09,WD
23K327,SY08-09,P
21K329,SY08-09,P
23K332,SY08-09,P
17K334,SY08-09,UPF
21K337,SY08-09,WD
17K340,SY08-09,P
21K344,SY08-09,UPF
19K345,SY08-09,P
32K347,SY08-09,P
21K348,SY08-09,P
13K350,SY08-09,UPF
22K361,SY08-09,P
75K368,SY08-09,P
75K369,SY08-09,P
75K370,SY08-09,P
75K371,SY08-09,P
75K372,SY08-09,P
75K373,SY08-09,P
17K382,SY08-09,UPF
16K393,SY08-09,U
17K398,SY08-09,P
32K403,SY08-09,UPF
19K404,SY08-09,P
17K408,SY08-09,P
21K410,SY08-09,P
13K412,SY08-09,P
15K429,SY08-09,P
15K448,SY08-09,P
14K449,SY08-09,WD
19K452,SY08-09,P
14K454,SY08-09,P
15K462,SY08-09,P
15K463,SY08-09,P
14K474,SY08-09,P
14K477,SY08-09,P
13K483,SY08-09,WD
14K488,SY08-09,P
23K493,SY08-09,WD
15K497,SY08-09,P
19K502,SY08-09,P
20K503,SY08-09,P
19K504,SY08-09,UPF
23K518,SY08-09,UPF
15K519,SY08-09,P
07X220,SY06-07,P
23K522,SY08-09,P
17K528,SY08-09,P
15K530,SY08-09,U
17K533,SY08-09,P
16K534,SY08-09,P
21K540,SY08-09,UPF
17K543,SY08-09,WD
32K545,SY08-09,UPF
14K558,SY08-09,P
21K559,SY08-09,P
18K563,SY08-09,P
18K566,SY08-09,P
18K567,SY08-09,U
17K568,SY08-09,WD
18K569,SY08-09,P
13K571,SY08-09,P
21K572,SY08-09,P
18K576,SY08-09,P
18K578,SY08-09,WD
18K581,SY08-09,P
14K582,SY08-09,P
19K583,SY08-09,WD
14K586,SY08-09,WD
17K587,SY08-09,UPF
18K588,SY08-09,UPF
18K589,SY08-09,P
17K590,SY08-09,P
15K592,SY08-09,UPF
16K594,SY08-09,P
13K595,SY08-09,WD
13K596,SY08-09,UPF
18K598,SY08-09,WD
13K605,SY08-09,WD
20K609,SY08-09,P
17K625,SY08-09,P
15K656,SY08-09,P
19K659,SY08-09,P
19K660,SY08-09,P
13K670,SY08-09,UPF
15K698,SY08-09,P
75K721,SY08-09,P
21K728,SY08-09,WD
75K753,SY08-09,WD
75K771,SY08-09,P
75K811,SY08-09,P
01M015,SY08-09,P
01M020,SY08-09,P
75M035,SY08-09,WD
05M036,SY08-09,P
04M038,SY08-09,WD
02M047,SY08-09,UPF
03M054,SY08-09,P
02M059,SY08-09,WD
01M063,SY08-09,P
01M064,SY08-09,P
02M077,SY08-09,P
75M079,SY08-09,P
75M094,SY08-09,P
04M096,SY08-09,P
01M110,SY08-09,WD
04M112,SY08-09,WD
02M116,SY08-09,P
75M138,SY08-09,P
04M146,SY08-09,P
03M149,SY08-09,P
06M153,SY08-09,WD
04M155,SY08-09,UPF
03M165,SY08-09,P
03M166,SY08-09,P
75M169,SY08-09,WD
06M173,SY08-09,UPF
05M175,SY08-09,P
06M178,SY08-09,WD
06M178,SY08-09,P
03M185,SY08-09,P
05M195,SY08-09,P
05M197,SY08-09,UPF
02M217,SY08-09,P
02M225,SY08-09,WD
75M226,SY08-09,P
03M241,SY08-09,UPF
03M242,SY08-09,P
03M283,SY08-09,P
05M285,SY08-09,P
01M292,SY08-09,P
02M296,SY08-09,UPF
03M299,SY08-09,UPF
02M300,SY08-09,P
01M301,SY08-09,UPF
05M302,SY08-09,UPF
02M303,SY08-09,P
02M305,SY08-09,P
02M308,SY08-09,WD
02M312,SY08-09,UPF
02M313,SY08-09,WD
06M314,SY08-09,P
02M316,SY08-09,P
10X399,SY06-07,P
05M318,SY08-09,P
03M333,SY08-09,WD
10X399,SY07-08,P
02M347,SY08-09,P
06M349,SY08-09,UPF
05M362,SY08-09,WD
01M363,SY08-09,WD
06M366,SY08-09,P
05M367,SY08-09,P
06M368,SY08-09,P
05M369,SY08-09,P
02M407,SY08-09,WD
04M409,SY08-09,P
02M416,SY08-09,WD
02M425,SY08-09,UPF
02M429,SY08-09,P
02M460,SY08-09,P
06M463,SY08-09,WD
05M469,SY08-09,P
05M499,SY08-09,P
02M500,SY08-09,P
02M520,SY08-09,P
02M580,SY08-09,P
04M610,SY08-09,WD
02M615,SY08-09,P
02M620,SY08-09,P
02M625,SY08-09,P
04M635,SY08-09,UPF
02M655,SY08-09,P
05M670,SY08-09,P
04M680,SY08-09,P
75M721,SY08-09,UPF
75M751,SY08-09,P
75M811,SY08-09,P
01M839,SY08-09,P
04M964,SY08-09,P
75Q004,SY08-09,WD
24Q007,SY08-09,P
75Q009,SY08-09,P
25Q020,SY08-09,WD
75Q023,SY08-09,WD
25Q025,SY08-09,P
24Q028,SY08-09,P
25Q029,SY08-09,P
28Q030,SY08-09,UPF
29Q037,SY08-09,UPF
29Q038,SY08-09,P
28Q040,SY08-09,P
27Q042,SY08-09,P
27Q043,SY08-09,P
27Q051,SY08-09,WD
27Q065,SY08-09,P
28Q072,SY08-09,WD
75Q075,SY08-09,P
30Q076,SY08-09,P
25Q079,SY08-09,P
27Q104,SY08-09,P
27Q105,SY08-09,P
27Q106,SY08-09,P
29Q109,SY08-09,P
27Q114,SY08-09,P
24Q119,SY08-09,P
30Q122,SY08-09,P
30Q126,SY08-09,UPF
30Q127,SY08-09,P
24Q128,SY08-09,UPF
25Q130,SY08-09,P
29Q134,SY08-09,P
29Q138,SY08-09,P
30Q145,SY08-09,WD
30Q151,SY08-09,UPF
75Q177,SY08-09,WD
26Q178,SY08-09,P
29Q181,SY08-09,P
28Q182,SY08-09,P
27Q183,SY08-09,P
25Q193,SY08-09,P
27Q197,SY08-09,P
24Q199,SY08-09,P
25Q200,SY08-09,P
27Q202,SY08-09,P
26Q205,SY08-09,P
30Q222,SY08-09,UPF
75Q224,SY08-09,WD
27Q226,SY08-09,P
29Q231,SY08-09,P
75Q233,SY08-09,P
25Q237,SY08-09,P
29Q238,SY08-09,P
25Q242,SY08-09,P
29Q248,SY08-09,P
25Q250,SY08-09,UPF
29Q251,SY08-09,P
75Q255,SY08-09,WD
75Q256,SY08-09,P
29Q259,SY08-09,P
27Q262,SY08-09,P
24Q264,SY08-09,WD
24Q267,SY08-09,UPF
29Q268,SY08-09,P
25Q281,SY08-09,WD
29Q283,SY08-09,P
25Q285,SY08-09,P
25Q294,SY08-09,WD
29Q295,SY08-09,U
27Q323,SY08-09,WD
27Q410,SY08-09,P
26Q415,SY08-09,P
26Q430,SY08-09,WD
28Q440,SY08-09,P
30Q445,SY08-09,P
28Q470,SY08-09,P
27Q475,SY08-09,P
27Q480,SY08-09,P
24Q485,SY08-09,P
29Q494,SY08-09,P
26Q495,SY08-09,WD
29Q496,SY08-09,UPF
25Q499,SY08-09,P
30Q502,SY08-09,P
25Q525,SY08-09,WD
26Q566,SY08-09,WD
27Q650,SY08-09,P
28Q690,SY08-09,P
75Q721,SY08-09,P
75Q752,SY08-09,P
25Q792,SY08-09,P
28Q896,SY08-09,P
75Q993,SY08-09,WD
31R002,SY08-09,WD
31R004,SY08-09,P
31R005,SY08-09,P
31R016,SY08-09,P
75R025,SY08-09,P
31R027,SY08-09,P
31R030,SY08-09,UPF
31R032,SY08-09,P
31R035,SY08-09,UPF
31R036,SY08-09,P
75R037,SY08-09,P
31R044,SY08-09,UPF
31R045,SY08-09,P
31R047,SY08-09,P
31R052,SY08-09,P
31R056,SY08-09,P
75R373,SY08-09,P
75R721,SY08-09,P
07X001,SY08-09,P
12X006,SY08-09,P
10X007,SY08-09,P
75X010,SY08-09,WD
09X011,SY08-09,P
75X012,SY08-09,P
08X014,SY08-09,WD
11X016,SY08-09,P
75X017,SY08-09,P
11X019,SY08-09,WD
09X022,SY08-09,P
10X023,SY08-09,WD
07X025,SY08-09,P
09X028,SY08-09,WD
07X029,SY08-09,P
07X030,SY08-09,P
07X031,SY08-09,P
10X037,SY08-09,P
10X045,SY08-09,P
10X046,SY08-09,P
09X053,SY08-09,P
10X054,SY08-09,P
10X056,SY08-09,WD
10X059,SY08-09,WD
09X064,SY08-09,UPF
07X065,SY08-09,UPF
12X067,SY08-09,P
09X073,SY08-09,UPF
11X078,SY08-09,P
10X081,SY08-09,WD
10X085,SY08-09,P
11X087,SY08-09,UPF
09X088,SY08-09,P
11X089,SY08-09,P
10X091,SY08-09,P
12X092,SY08-09,UPF
10X094,SY08-09,UPF
11X097,SY08-09,P
11X103,SY08-09,P
09X114,SY08-09,P
10X118,SY08-09,P
08X130,SY08-09,P
09X132,SY08-09,P
12X134,SY08-09,P
10X141,SY08-09,P
11X142,SY08-09,UPF
75X168,SY08-09,P
09X170,SY08-09,P
11X175,SY08-09,P
75X186,SY08-09,P
75X188,SY08-09,WD
11X189,SY08-09,P
12X196,SY08-09,P
10X430,SY06-07,U
08X450,SY06-07,U
09X199,SY08-09,P
10X207,SY08-09,P
10X209,SY08-09,P
12X212,SY08-09,P
12X214,SY08-09,P
12X217,SY08-09,P
09X218,SY08-09,P
09X219,SY08-09,P
07X221,SY08-09,WD
10X225,SY08-09,P
09X227,SY08-09,UPF
10X228,SY08-09,WD
09X230,SY08-09,UPF
09X231,SY08-09,P
09X232,SY08-09,P
09X236,SY08-09,UPF
10X237,SY08-09,P
09X241,SY08-09,WD
10X243,SY08-09,P
12X245,SY08-09,P
12X248,SY08-09,P
09X250,SY08-09,P
12X251,SY08-09,P
09X252,SY08-09,WD
09X260,SY08-09,WD
12X262,SY08-09,P
09X263,SY08-09,WD
12X267,SY08-09,P
10X268,SY08-09,P
11X270,SY08-09,P
11X272,SY08-09,P
09X276,SY08-09,UPF
07X277,SY08-09,P
10X279,SY08-09,P
08X282,SY08-09,P
11X287,SY08-09,UPF
11X289,SY08-09,P
08X293,SY08-09,WD
07X296,SY08-09,P
10X310,SY08-09,P
09X313,SY08-09,P
12X318,SY08-09,P
09X324,SY08-09,P
11X326,SY08-09,P
09X328,SY08-09,P
09X329,SY08-09,P
10X331,SY08-09,WD
08X332,SY08-09,P
08X333,SY08-09,P
07X334,SY08-09,UPF
08X335,SY08-09,P
10X340,SY08-09,P
12X341,SY08-09,P
10X342,SY08-09,WD
10X344,SY08-09,P
75X352,SY08-09,P
09X365,SY08-09,P
08X366,SY08-09,P
08X367,SY08-09,P
11X370,SY08-09,P
08X371,SY08-09,WD
12X372,SY08-09,P
10X374,SY08-09,WD
08X375,SY08-09,P
08X376,SY08-09,P
08X377,SY08-09,UPF
07X379,SY08-09,UPF
10X391,SY08-09,P
10X396,SY08-09,P
08X405,SY08-09,P
11X415,SY08-09,P
07X427,SY08-09,P
10X438,SY08-09,P
10X440,SY08-09,P
08X452,SY08-09,P
07X473,SY08-09,P
10X475,SY08-09,P
12X480,SY08-09,P
09X505,SY08-09,UPF
09X517,SY08-09,P
08X519,SY08-09,P
11X541,SY08-09,UPF
07X551,SY08-09,WD
08X560,SY08-09,P
