"Borough, Block, Lot #",Street Address,Zip Code,Borough,Utility,Building Manager,Owner,Owner Telephone,DEP Boiler Application #,#6 Deadline,Boiler Model,# of Identical Boilers,Boiler Capacity (Gross  BTU),Boiler Installation Date,Boiler Age Range,Est. Retirement Year,Burner Model,Primary Fuel,Total Gallons (High),Total Gallons (Low),Total MMBTU (High),Total MMBTU (low),Greener Greater Buildings,GGB Deadline,Building Type,City Council District,City Community Board,Bldg Sqft,# of Bldgs,# of Floors,# of Res. Units,Total Units,Year Built,Condo?,Coop?,Location 1,Owner Address
2031930021,2073 DAVIDSON AVENUE,10453,Bronx,Con Edison,MD MGMT LLC.,MD MGMT LLC.,212-231-2022,CA240786K,9/12/13,ROCKMILLS MP60,1,2.30,1986,21 to 26 years old,2021,ICI-MMG28,#4,28202,19741,4107,2875,No,NA,Walk-Up Apartments,14,205,27100,1,5,32,32,1923,NO,NO,"2073 DAVIDSON AVENUE
Bronx, New York 10453
(40.85456555604503, -73.90786464360616)","1373 CONEY ISLAND AVE, BROOKLYN  NY 11230"
2031930024,2065 DAVIDSON AVENUE,10453,Bronx,Con Edison,DOUGERT MGMT,DOUGERT MGMT,718 828-0261,CA204193R,1/3/15,FEDERAL  FST-90,1,3.57,1993,16 to 20 years old,2028,HEVE  DEG-42 (P),#6,32850,22995,4928,3449,No,NA,Walk-Up Apartments,14,205,31945,1,5,43,43,1925,NO,NO,"2065 DAVIDSON AVENUE
Bronx, New York 10453
(40.854331732317405, -73.90807148767294)","2811 ZULETTE AVENUE, BRONX NY 10461"
2031940001,2084 GRAND AVENUE,10453,Bronx,Con Edison,M & D MANAGEMENT L.LC.,"2084 Grand Ave., LLC  C/O Affirmative Arco",845 368-2400,CA298586H,10/16/13,ROCKMILLS MP80,1,3.40,1986,21 to 26 years old,2021,ICI MEG 34P,#6,35040,24528,5250,3675,No,NA,Walk-Up Apartments,14,205,33900,1,5,48,48,1922,NO,NO,"2084 GRAND AVENUE
Bronx, New York 10453
(40.85528501366849, -73.9081883995367)","4 EXECUTIVE BLVD. STE. 100, SUFFERN NY 10901"
2031950061,10 WEST 182 STREET,10453,Bronx,Con Edison,LOUIS SACHS PROP. ASSOC.,10  W 182ND STREET REALTY LLC,845-354-9236,CA143282M,10/25/12,ROCKMILLS MP80,1,3.40,1982,26 to 30 years old,2017,ICI DEG 42P,#6,44968,31478,6750,4725,No,NA,Walk-Up Apartments,14,205,47000,1,5,46,46,1927,NO,NO,"10 WEST 182 STREET
Bronx, New York 10453
(40.85720956281119, -73.90522063684006)","P.O. BOX D1800, POMONA  NY 10970"
2031960001,2200 GRAND AVENUE,10453,Bronx,Con Edison,ANTHONY GAZIVODA 22OO GRAND LLC.,2200 GRAND LLC.,718 519-1300,CA223482R,11/23/12,ROCKMILLS  MP 90,1,3.60,1982,26 to 30 years old,2017,I.C.I.  DEG42 (P),#6,35040,24528,5250,3675,No,NA,Elevator Apartments,14,205,45387,1,6,49,49,1932,NO,NO,"2200 GRAND AVENUE
Bronx, New York 10453
(40.85787506111285, -73.90636277581723)","3200 CRVGER AVE #201 , BRONX NY 10467"
2031960023,17 WEST 182 STREET,10453,Bronx,Con Edison,ANTHONY GAZIVADA /17 WEST 182 LLC.,17 WEST 182 LLC.,718-519-1300,CA219383J,9/13/13,ROCKMILLS  MP-100,1,4.20,1983,26 to 30 years old,2018,I.C.I.  DEG-42 (P),#6,29952,20966,4493,3145,Yes,2016,Elevator Apartments,14,205,51858,1,6,64,64,1936,NO,NO,"17 WEST 182 STREET
Bronx, New York 10453
(40.857326474675006, -73.90534654192413)","3200 CRUGER AVE STE 201, BRONX NY 10467"
2031960029,2232 DAVIDSON AVENUE,10453,Bronx,Con Edison,PRANA ASSOCIATES 21 LP,PRANA ASSO.TWENTY ONE LP,212-923-4840,CA167687R,7/1/14,ROCKMILLS MP 100,1,3.79,1987,21 to 26 years old,2022,ICI DEG 42 P,#6,44968,31478,6750,4725,Yes,2016,Walk-Up Apartments,14,205,51000,1,5,65,65,1923,NO,NO,"2232 DAVIDSON AVENUE
Bronx, New York 10453
(40.85780019042825, -73.90533002318882)","507 WEST 186 STREET, STE.A-4, NEW YORK NY 10033-2817"
2031960038,1 WEST 182 STREET,10453,Bronx,Con Edison,JOHN NEUSTEIN,1071 HOME CORP.,718 796 3200,CA068094H,6/14/15,FEDERAL  FST 100,1,4.20,1994,16 to 20 years old,2029,HEVE  MMG 42 (P),#4,39420,27594,5716,4001,Yes,2016,Elevator Apartments,14,205,58600,1,6,61,65,1941,NO,NO,"1 WEST 182 STREET
Bronx, New York 10453
(40.857116637679795, -73.90468860146444)","P.O.B  590, BRONX NY 10463"
2031960074,2264 DAVIDSON AVENUE,10453,Bronx,Con Edison,HIGHBRIDGE REALTY LLC.,HIGHBRIDGE REALTY LLC,914 804-3423,CA440189Z,4/6/14,FEDERAL FST 60,1,2.59,1989,21 to 26 years old,2024,ICI MMG-28,#4,21353,14947,3096,2167,No,NA,Walk-Up Apartments,14,205,22475,1,5,26,29,1924,NO,NO,"2264 DAVIDSON AVENUE
Bronx, New York 10453
(40.858468852661915, -73.90492449533599)","P.O.BOX 620, AMAWALK  NY 10501"
2031960086,5 BUCHANAN PLACE,10453,Bronx,Con Edison,"J J,A, HOLDING CORP.",J J.A. HOLDING CORP.`,x,CA619686J,3/17/14,ROCKMILLS MP 90,1,3.57,1986,21 to 26 years old,2021,ICI DEG 42 P,#6,35040,24528,5250,3675,Yes,2016,Elevator Apartments,14,205,54000,1,6,51,51,1941,NO,NO,"5 BUCHANAN PLACE
Bronx, New York 10453
(40.857848081452005, -73.9045911114195)","P.O.B 817, YONKERS NY 10704"
2031960093,2254 DAVIDSON AVENUE,10453,Bronx,Con Edison,DAVIDSON REALTY CORP.,DAVIDSON REALTY CORP,718 377-6400,CA047789L,10/27/13,BEST BOILER 4B-60,1,2.59,1989,21 to 26 years old,2024,ICI MMG28,#4,25112,17578,3625,2538,No,NA,Walk-Up Apartments,14,205,26590,1,5,37,37,1922,NO,NO,"2254 DAVIDSON AVENUE
Bronx, New York 10453
(40.85823478992461, -73.9051127181965)","P.O.BOX 1679, WHITE PLAINS NY 10602"
2031970005,2284 GRAND AVENUE,10468,Bronx,Con Edison,M.P.REALTY LLC.,MP REALTY LLC.,718-515-9424,CA058882J,12/16/12,FEDERAL MODEL FST-125-SP,1,4.81,1982,26 to 30 years old,2017,INDUSTRIAL COMBUSTION MODEL MEG-54-P,#6,102680,71876,15034,10524,No,NA,Walk-Up Apartments,14,207,46285,1,5,51,51,1924,NO,NO,"2284 GRAND AVENUE
Bronx, New York 10468
(40.859412901782946, -73.90541848768646)","271 E. 205th STREET, BRONX NY 10467"
2031970009,2285 DAVIDSON AVENUE,10468,Bronx,Con Edison,METRO PARK HDFC,METRO PARK HDFC,718 367-3200,CB196406Z,5/2/15,BEST 5B - 90 (NEW),1,3.00,2006,Fewer than 5 years old,2041,ICI MMG - 42 (P)   (NEW),#4,27104,18973,3930,2751,No,NA,Walk-Up Apartments,14,207,46285,1,5,51,51,1923,NO,NO,"2285 DAVIDSON AVENUE
Bronx, New York 10468
(40.85911612551331, -73.90464507074131)","2751 GRAND CONCOURSE, BRONX NY 10468"
2031970014,2275 DAVIDSON AVENUE,10468,Bronx,Con Edison,CHATAN MANAGEMENT CO.INC.,CHATAM MANAGEMENT CO. INC.,718-824-5001,CA332290P,11/21/14,FEDERAL FST 60,1,2.60,1990,16 to 20 years old,2025,ICI MMG-28,#4,28361,19852,4112,2879,No,NA,Walk-Up Apartments,14,207,31500,1,5,31,36,1927,NO,NO,"2275 DAVIDSON AVENUE
Bronx, New York 10468
(40.858909773628014, -73.90481755395261)","2123 WILLIAMSBRIDGE ROAD, BRONX NY 10461"
2031970023,2290 DAVIDSON AVENUE,10468,Bronx,Con Edison,2290 DAVIDSON ASSOCIATE,2290 DAVIDSON ASSOCIATE,718 436-0900,CA248685H,7/25/12,FEDERAL FST-100,1,4.20,1985,21 to 26 years old,2020,RAY PAEOR 144 SIZE 100,#4,68985,48290,5716,4001,Yes,2017,Elevator Apartments,14,207,62100,1,6,55,55,1927,NO,NO,"2290 DAVIDSON AVENUE
Bronx, New York 10468
(40.85912511873357, -73.90456413175866)","CS 18-9012 KERSINGTON STATION, BROOKLYN NY 11218"
2031980055,2344 DAVIDSON AVENUE,10468,Bronx,Con Edison,2344 OWNERS LLC,2344 OWNERS LLC,718 972 9652,CA063282M,9/25/12,ROCKMILLS MP 100,1,4.20,1982,26 to 30 years old,2017,ICI DEG 42 P,#6,69241,48468,13797,9658,Yes,2018,Elevator Apartments,14,207,63000,2,6,59,59,1936,NO,NO,"2344 DAVIDSON AVENUE
Bronx, New York 10468
(40.859772630594705, -73.90416843006574)","PO BOX 189012 KENSINGTON STATION, BROOKLYN NY 11218-9012"
2031980092,15 NORTH STREET,10468,Bronx,Con Edison,NORTH MGMT  LLC.,NORTH MANAGEMENT LLC,718-944-6700,CA150487L,10/1/14,FEDERAL FST 70,1,2.80,1987,21 to 26 years old,2022,ICI MM 28,#4,30405,21283,4409,3086,No,NA,Elevator Apartments,14,207,36700,1,6,38,38,1936,NO,NO,"15 NORTH STREET
Bronx, New York 10468
(40.85988954245852, -73.90370078261054)","P.O.B. 117, BRONX NY 10470"
2031980110,15 EVELYN PLACE,10468,Bronx,Con Edison,MMIKP BRONX REALTY LLC.,MMIKP BRONX REALTY LLC,212 258-8800,CB116701N,12/21/13,ROCKMILLS MP-50,1,2.10,2001,5 to 10 years old,2036,INDUSTRIAL  COMB.  MMG-22,#4,15878,11114,2302,1612,No,NA,Elevator Apartments,14,207,29892,1,6,30,30,1931,NO,NO,"15 EVELYN PLACE
Bronx, New York 10468
(40.85923303737712, -73.90408749108309)","P.O.B.  513  (MIDWOOD STATION), BROOKLYN N.Y. 11230"
2031990021,42 WEST FORDHAM ROAD,10468,Bronx,Con Edison,"SCHMIDT, JOHN E.",2426 GRAND OPERTING CORP.,718-367-2040,CA269088M,1/6/13,FEDERAL FST 70,1,2.94,1988,21 to 26 years old,2023,HEVE MMG 30,#4,24638,17246,3572,2501,No,NA,Walk-Up Apartments,14,207,23255,1,5,19,25,1912,NO,NO,"42 WEST FORDHAM ROAD
Bronx, New York 10468
(40.86270442041018, -73.90313420973206)","2735 WEBSTER AVE, BRONX NY 10458"
2031990031,2419 DAVIDSON AVENUE,10468,Bronx,Con Edison,EUROPA RLTY LLC % SOLAR RLTY MGT.,EUROPA REALTY LLC % SOLAR RLTY MGT.,212 633-9985,CB083808H,10/8/12,ROCKMILLS MP -50 (NEW),1,1.60,2008,Fewer than 5 years old,2043,ICI MMG - 22 (NEW),#4,15878,11114,2302,1612,No,NA,Walk-Up Apartments,14,207,26500,1,5,33,33,1922,NO,NO,"2419 DAVIDSON AVENUE
Bronx, New York 10468
(40.862128854311436, -73.90276548770004)","57 WEST 38 STREET, NEW YORK NY 10018"
2031990034,2415 DAVIDSON AVENUE,10468,Bronx,Con Edison,DODONI REALTY INC.,J & R 2415 REALTY LLC,x,CA356686H,1/27/14,FEDERAL FST-70,1,2.80,1986,21 to 26 years old,2021,IND. COMB. MM-28,#4,30405,21283,4409,3086,No,NA,Walk-Up Apartments,14,207,26730,1,5,37,37,1922,NO,NO,"2415 DAVIDSON AVENUE
Bronx, New York 10468
(40.861939996685294, -73.90291837244501)","44 CHESTNUT ST., GARDEN CITY NY 11530"
2031990038,2401 DAVIDSON AVENUE,10468,Bronx,Con Edison,K2402 DAVIDSON,K2402 DAVIDSON,718 258-4288,CB222303L,6/25/13,FEDERAL FST-150 (NEW),1,6.30,2003,5 to 10 years old,2038,INDUSTRIAL COMBUSTION MMG-63P (NEW),#4,48728,34109,7066,4946,Yes,2019,Elevator Apartments,14,207,63108,1,6,62,62,1926,NO,NO,"2401 DAVIDSON AVENUE
Bronx, New York 10468
(40.8616432204156, -73.90310723007116)","P.O. BOX 30065, BROOKLYN NY 11230"
2031990053,2386 DAVIDSON AVENUE,10468,Bronx,Con Edison,JED MAMAGEMENT REALTY LLC,JED MGMT REALTY LLC.,718 944-6700,CA159189Y,4/6/14,FEDERAL FST70,1,2.59,1989,21 to 26 years old,2024,ICI MMG-30,#4,20258,14180,2900,2030,No,NA,Elevator Apartments,14,207,37200,1,6,37,37,1938,NO,NO,"2386 DAVIDSON AVENUE
Bronx, New York 10468
(40.861256511943054, -73.90326910803645)","P.O.B. 117 WOODLAWN STA., BRONX NY 10470"
2031990059,2390 DAVIDSON AVENUE,10468,Bronx,Con Edison,PHOBOS REALTY LLC,PHOBOS RLTY. LLC,x,CA279591Z,12/6/12,ROCKMILLS  MP 70 (NEW),1,2.59,1991,16 to 20 years old,2026,ICI  MMG-30 (NEW),#4,25112,17578,3625,2538,No,NA,Walk-Up Apartments,14,207,26780,1,5,38,38,1938,NO,NO,"2390 DAVIDSON AVENUE
Bronx, New York 10468
(40.86138241702713, -73.9031881690538)","57 WEST 38th STREET, NEW YORK NY 10118"
2031990066,2410 DAVIDSON AVENUE,10468,Bronx,Con Edison,NYC DEPT OF HSG PREV &DEV,NYC DEPT OF HPD,718 367 3200,CA043990P,1/3/15,ROCKMILLS; MOD. MP-100,1,4.20,1990,16 to 20 years old,2025,INDUSTRIAL COMBUSTION; MOD. MM 42P,#4,x,x,x,x,No,NA,Walk-Up Apartments,14,207,40000,1,5,51,51,1923,NO,NO,"2410 DAVIDSON AVENUE
Bronx, New York 10468
(40.86192201024471, -73.90284642668269)","150 WILLIAM STREET, MANHATTAN NY 10038"
2032000007,2474 DAVIDSON AVENUE,10468,Bronx,Con Edison,2474 DAVIDSON ASSOCIATES,WAVECREST MGMT. TEAM,718-463-1200,CA103386K,7/2/14,FEDERAL FST-60,1,2.32,1986,21 to 26 years old,2021,I.C.I. MMG 28,#4,15148,10603,2196,1537,No,NA,Walk-Up Apartments,14,207,29000,1,5,33,33,1921,NO,NO,"2474 DAVIDSON AVENUE
Bronx, New York 10468
(40.86350481701629, -73.90165032838371)","87-14 116TH STREET, RICHMOND HILL NY 11418"
2032010003,2506 DAVIDSON AVENUE,10468,Bronx,Con Edison,BRUDAVA COPRORATION,METRO PROPERTY GROUP LLC.,914 694-6070,CA197480R,7/23/14,FEDERAL FST-60,1,2.60,1980,26 to 30 years old,2015,I.C.I. MMG-34P,#4,24638,17246,3572,2501,No,NA,Elevator Apartments,14,207,37000,1,6,42,42,1941,NO,NO,"2506 DAVIDSON AVENUE
Bronx, New York 10468
(40.86444910514706, -73.90093087076025)","1 WEST RED ORK LANE, WHITE PLAINS NY 10604"
2032010030,2575 JEROME AVENUE,10468,Bronx,Con Edison,MIRLANDA REALTY,2575 JEROME LLC.,718 733-4729,CA181984Y,7/1/13,FEDERAL FST-150,1,6.30,1984,26 to 30 years old,2019,INDUST COMB DEG-63(P),#4,68730,48111,9966,6976,Yes,2021,Elevator Apartments,14,207,93000,1,6,89,89,1940,NO,NO,"2575 JEROME AVENUE
Bronx, New York 10468
(40.86523151531253, -73.89918618602343)","2575 JEROME AVENUE, BRONX NY 10468"
2032020055,2607 JEROME AVENUE,10468,Bronx,Con Edison,NEW START MGMT.IV LLC,NEW START MGMT.,212 355-7915,CB063801J,8/30/13,FEDERAL FST 60,1,2.52,2001,5 to 10 years old,2036,INDUSTRIAL  COMB  MMG-28,#4,20258,14180,2937,2056,No,NA,Walk-Up Apartments,14,207,32000,1,5,26,26,1915,NO,NO,"2607 JEROME AVENUE
Bronx, New York 10468
(40.86608587124039, -73.89851169450145)","P.O.B  155, HARTSDALE N.Y. 10530"
2032020060,3 WEST 192 STREET,10468,Bronx,Con Edison,ROBERT E. WEISS,ROBERT E. WEISS,x,CA228882Z,1/5/13,ROCKMILLS MP 60,1,2.60,1982,26 to 30 years old,2017,ICI MMG 34 P,#4,25112,17578,3625,2538,No,NA,Walk-Up Apartments,14,207,39384,1,5,32,37,1915,NO,NO,"3 WEST 192 STREET
Bronx, New York 10468
(40.865701390229596, -73.89894525494434)","P.O.BOX 198, BRONX NY 10461"
2032030026,30 WEST 190 STREET,10468,Bronx,Con Edison,GRAND WEST 190 LLC,GRAND WEST 190 LLC,718 633-3939,CB538303M,9/9/14,FEDERAL FST-150 (NEW),1,5.02,2003,5 to 10 years old,2038,ICI DEG-63P (NEW),#6,45443,31810,6816,4772,Yes,2013,Elevator Apartments,14,207,93180,1,6,85,85,1936,NO,NO,"30 WEST 190 STREET
Bronx, New York 10468
(40.864332193283246, -73.90158737584164)","P.O. BOX 190361, BROOKLYN NY 11219"
2032030047,2461 DAVIDSON AVENUE,10468,Bronx,Con Edison,COMMUNITY REALTY GROUP LLC,COMMUNITY REALTY GROUP LLC,718 944-6700,CB049108R,12/12/14,ROCKMILLS MP - 100 (EXSTG),1,3.30,2008,Fewer than 5 years old,2043,ICI MMG 42P (NEW),#4,31755,22229,4604,3223,Yes,2013,Elevator Apartments,14,207,52500,1,6,48,48,1941,NO,NO,"2461 DAVIDSON AVENUE
Bronx, New York 10468
(40.863115269320694, -73.90206907092183)","P.O.B. 117 WOODLAWN STATION, BRONX NY 10470"
2032040046,2515 DAVIDSON AVENUE,10468,Bronx,Con Edison,MARK N. NIKAC,MARK NIKAC,718 515 3700,CA355984L,7/2/13,FEDERAL FST-100,1,4.20,1984,26 to 30 years old,2019,IRON FIREMAN AGO 6-4.2 RK,#6,65700,45990,4928,3449,Yes,2014,Elevator Apartments,14,207,58000,1,6,49,49,1941,NO,NO,"2515 DAVIDSON AVENUE
Bronx, New York 10468
(40.86483581361966, -73.90072402669352)","372 EAST 204 STREET, BRONX NY 10467"
2032060066,55 WEST 180 STREET,10453,Bronx,Con Edison,519W 180 STREET CORP.,55 INC,718-432-1700,CA022087X,4/15/14,FEDERAL FST 70,1,2.80,1987,21 to 26 years old,2022,HEV E MMG 28,#4,49645,34752,7145,5002,No,NA,Walk-Up Apartments,14,205,32050,1,5,33,33,1923,NO,NO,"55 WEST 180 STREET
Bronx, New York 10453
(40.85532238935096, -73.9085841997859)","2600A BROADWAY, BRONX NY 10463"
2032070023,2155 GRAND AVENUE,10453,Bronx,Con Edison,M & D MANAGEMENT LLC,AFFIRMATIVE ARCO,718 829-0277,CA030285R,7/23/14,FEDERAL FST-125,1,5.00,1985,21 to 26 years old,2020,ICI MM 54-P,#4,49275,34493,7145,5001,No,NA,Walk-Up Apartments,14,205,48500,1,6,46,48,1922,NO,NO,"2155 GRAND AVENUE
Bronx, New York 10453
(40.85658903061096, -73.90722612496535)","4 EXECUTIVE BLVD STE. 100, NEW YORK N.Y. 10901"
2032070056,50 WEST 182 STREET,10453,Bronx,Con Edison,TOTAL RLTY /50 W. 182 ST. AS,"RIVER PROPERTIES,LLC C/O SOLAR RLTY.MGMT.",212-633-9985,CA081787R,6/26/14,FEDERAL FST 60,1,2.32,1987,21 to 26 years old,2022,ICI MMG 28,#4,24820,17374,3625,2538,No,NA,Elevator Apartments,14,205,29274,1,6,30,30,1935,NO,NO,"50 WEST 182 STREET
Bronx, New York 10453
(40.85777613568962, -73.906785457171)","P.O.B. 1969 JAF STATION, NEW YORK NY 10116"
2032080001,79 WEST 182 STREET,10453,Bronx,Con Edison,AQUEDUCT REALTY CORP,AQUEDUCT REALTY CO LLC.,718 645-4403,CA237686X,7/18/13,ROCKMILLS MP100,1,4.20,1986,21 to 26 years old,2021,ICI DEG 42 P,#6,44968,31478,6750,4725,Yes,2018,Walk-Up Apartments,14,205,57500,1,5,56,56,1924,NO,NO,"79 WEST 182 STREET
Bronx, New York 10453
(40.85803489810626, -73.90728787043695)","P.O.BOX 300791, BROOKLYN NY 11230"
2032090021,2320 AQUEDUCT AVENUE,10468,Bronx,Con Edison,FINKELSTEIN & MORGAN REAL ESTA,2320 INC.,914 472-4900,CA172186P,2/5/15,ROCKMILLS MP-100,1,4.20,1986,21 to 26 years old,2021,I.C.I. DEG-42P,#6,74351,52045,4500,3150,Yes,2019,Elevator Apartments,14,207,58000,1,6,61,61,1931,NO,NO,"2320 AQUEDUCT AVENUE
Bronx, New York 10468
(40.8602402780499, -73.90595808090404)","2855 GRAND CONCOURSE, BRONX NY 10468"
2032100059,2055 HARRISON AVENUE,10453,Bronx,Con Edison,CONCOURSE REALTY ASSOC,HARRISON HILLS 55 LLC.,212 643-2063,CA147580Z,7/1/13,ROCKMILLS #MP-4-133,1,5.10,1980,26 to 30 years old,2015,I C I DEG 54P,#6,105997,74198,15900,11130,Yes,2020,Walk-Up Apartments,14,205,72000,1,5,69,69,1912,NO,NO,"2055 HARRISON AVENUE
Bronx, New York 10453
(40.85497924417854, -73.90967228088505)","36 WEST 37TH ST., NEW YORK NY 10018"
2032100080,2114 AQUEDUCT AVENUE,10453,Bronx,Con Edison,2114 AQUEDUCT REALTY LLC,2114 AQUEDUCT REALTY LLC,718 863-2300,CB555203X,6/30/14,FEDERAL FST-125 (NEW),1,4.18,2003,5 to 10 years old,2038,ICI  MMG-54P (NEW),#4,41063,28744,5954,4168,Yes,2020,Walk-Up Apartments,14,205,50890,2,5,72,72,1924,NO,NO,"2114 AQUEDUCT AVENUE
Bronx, New York 10453
(40.856265274680425, -73.90952838936039)","1919 WILLIAMSBRIDGE ROAD, BRONX NY 10461"
2032110035,2230 DR M L KING JR BOULEVARD,10453,Bronx,Con Edison,NALEA REALTY CORP,NALEA REALTY CORP,201 567-5057,CA050095Y,8/18/14,SPENCER  5 M 85,1,4.20,1995,11 to 15 years old,2030,INDUSTRIAL COMBUSTION  MMG-42 (P),#4,27132,18992,3934,2754,Yes,2021,Elevator Apartments,14,205,75085,1,6,84,84,1951,NO,NO,"2230 DR M L KING JR BOULEVARD
Bronx, New York 10453
(40.85228999978381, -73.91097999972703)","32 STEPHEN DRIVE, ENGLEWOOD CLIFF NJ 07632"
2032110035,2230 DR M L KING JR BOULEVARD,10453,Bronx,Con Edison,NALEA REALTY CORP,NALEA REALTY CORP,201 567-5057,CA141670P,3/6/15,SPENCER 5M85,2,4.20,1970,36 - 40 year old,2010,TODD B,#4,37960,26572,5504,3853,Yes,2021,Elevator Apartments,14,205,75085,1,6,84,84,1951,NO,NO,"2230 DR M L KING JR BOULEVARD
Bronx, New York 10453
(40.85228999978381, -73.91097999972703)","33 STEPHENS DDRIVE, ENGLEWOOD CLIFF NJ 07632"
2032110042,2240 DR M L KING JR BOULEVARD,10453,Bronx,Con Edison,2240   LLC,2240 LLC % CHESTNUT HOLDINGS,718-543-8200EX300,CA392087Y,12/22/14,FEDERAL FST 60,1,2.59,1987,21 to 26 years old,2022,ICI MMG 28P,#4,20258,14180,2900,2030,No,NA,Elevator Apartments,14,205,30000,1,6,32,32,1942,NO,NO,"2240 DR M L KING JR BOULEVARD
Bronx, New York 10453
(40.85228999978381, -73.91097999972703)","5676 RIVERDALE AVE, BRONX NY 10471"
2032120005,2260 DR M L KING JR BOULEVARD,10468,Bronx,Con Edison,VED PARKASH,VED PARKASH,x,CA181887M,3/4/15,ROCKMILLS MP 175,1,7.40,1987,21 to 26 years old,2022,HEVE DEG 84 P,#6,82125,57487,12319,8623,Yes,2022,Elevator Apartments,14,207,122883,1,6,110,110,1959,NO,NO,"2260 DR M L KING JR BOULEVARD
Bronx, New York 10468
(40.866349999752856, -73.89991999960813)","172-14 89TH AVENUE, JAMAICA NY 11432"
2032120015,2270 DR M L KING JR BOULEVARD,10468,Bronx,Con Edison,UNIVERSAL MGMT AGENCY,PBP REALTY FUNE LLC,646 596-5819,CA101680M,5/23/14,ROCKMILLS MP4-122,1,5.10,1980,26 to 30 years old,2015,HEV-E-OIL DEG 54-S,#6,105614,73930,15463,10824,No,NA,Walk-Up Apartments,14,207,49600,1,5,62,62,1924,NO,NO,"2270 DR M L KING JR BOULEVARD
Bronx, New York 10468
(40.866349999752856, -73.89991999960813)","P.O.BOX 630103, LITTLE NECK NY 11367"
2032120026,2294 DR M L KING JR BOULEVARD,10468,Bronx,Con Edison,O RAGOO,2300-2294 LLC. FINKELSTEIN  MORGAN,914  472-4900,CA113086H,8/19/13,FEDERAL FST 60,1,2.52,1986,21 to 26 years old,2021,HEVE MMG 28  ( I.C.I. ),#4,24638,17246,3573,2501,No,NA,Walk-Up Apartments,14,207,27330,1,5,27,27,1923,NO,NO,"2294 DR M L KING JR BOULEVARD
Bronx, New York 10468
(40.866349999752856, -73.89991999960813)","111 BROOK ST. 2ND FL., SCARSDALE NY 10583"
2032120028,2300 DR M L KING JR BOULEVARD,10468,Bronx,Con Edison,SOVEREING SERVING SYSTEM,2294-2300 UNIVERSITY AVE LLC c/o FINKELSTEIN MORGA,x,CA019986M,4/5/13,FEDERAL FST60,1,2.30,1986,21 to 26 years old,2021,HEVEOIL MMG-28 ( I.C.I. ),#4,24638,17246,3573,2501,No,NA,Walk-Up Apartments,14,207,27330,1,5,27,27,1923,NO,NO,"2300 DR M L KING JR BOULEVARD
Bronx, New York 10468
(40.866349999752856, -73.89991999960813)","111 BROOK ST. 2nd fl., SCARSDALE  NY 10583"
2032120031,2308 DR M L KING JR BOULEVARD,10468,Bronx,Con Edison,BB & BB  MANAGEMENT CORP.,BB & BB MANAGEMENT OF NEW YORK CORP.,718-731-2383,CA176381Z,11/28/14,ROCKMILLS MP4-133,1,4.80,1981,26 to 30 years old,2016,ICI ME54,#6,42048,29434,6300,4410,Yes,2022,Walk-Up Apartments,14,207,52200,1,5,53,53,1925,NO,NO,"2308 DR M L KING JR BOULEVARD
Bronx, New York 10468
(40.866349999752856, -73.89991999960813)","1624 WEBSTER AVENUE, BRONX NY 10457"
2032120088,2385 GRAND AVENUE,10468,Bronx,Con Edison,GRANDBORN REALTY. CORP.,UNIVERSAL MANAGEMENT AGENCY,914-699-9121,CA007587R,5/19/15,FEDERAL FST 90,1,3.40,1987,21 to 26 years old,2022,HEVE MMG 42 P,#4,32850,22995,4763,3334,Yes,2022,Elevator Apartments,14,207,50000,1,6,51,51,1961,NO,NO,"2385 GRAND AVENUE
Bronx, New York 10468
(40.861526308551845, -73.90422238938748)","825 E. 233RD ST, BRONX NY 10466"
2032130001,2406 UNIVERSITY AVENUE,10468,Bronx,Con Edison,UNIVERSITY AVENUE REALTY LLC. ,UNIVERSITY AVENUE REALTY LLC.,516 466-9440,CA324786Z,7/2/15,FEDERAL FST 100,1,4.20,1986,21 to 26 years old,2021,ICI MMG42P,#4,45625,31937,5954,4168,No,NA,Walk-Up Apartments,14,207,49614,1,5,45,59,1920,NO,NO,"2406 UNIVERSITY AVENUE
Bronx, New York 10468
(40.86315408142485, -73.90464507074131)","P.O.BOX 1053, GREAT NECK NY 11023"
2032130018,2446 DR M L KING JR BOULEVARD,10468,Bronx,Con Edison,F. M. WEISS RLTY CORP.,WEISS REALTY LLC,x,CA211394Z,3/1/13,BEST  4 B 100,1,4.20,1994,16 to 20 years old,2029,INDUSTRIAL COMB. MEG-42 (P),#4,29100,20370,4220,2954,Yes,2013,Walk-Up Apartments,14,207,56388,1,5,54,54,1922,NO,NO,"2446 DR M L KING JR BOULEVARD
Bronx, New York 10468
(40.866349999752856, -73.89991999960813)","P.O. BOX 198 WESTCHESTER STA., BRONX NY 10461"
2032130030,2477 GRAND AVENUE,10468,Bronx,Con Edison,EDITH OPPENHEIMEN,EK REALTY & EUPPENHIMER,212-957-1770,CA448887M,2/10/15,FEDERAL FST 60,1,2.30,1987,21 to 26 years old,2022,HEVE MMG 28,#4,24638,17246,3572,2501,No,NA,Walk-Up Apartments,14,207,23890,1,5,30,30,1920,NO,NO,"2477 GRAND AVENUE
Bronx, New York 10468
(40.86367568820185, -73.90264857583622)","939 8TH AVE ROOM #301, MANHATTAN NY 10019"
