Entity Type,License Number,Entity Name,Camis Trade Name,Address Street Name,Street Address,Address Location,Address Zip Code,Telephone Number,Location 1
LAUNDRY,1215726,"KONGS LAUNDRY, INC",,AVENUE U,1244 AVENUE U,,11229,7189985038,"1244 AVENUE
BROOKLYN, NY 11229
(40.60123350732056, -73.94436854117521)"
LAUNDRY,1216305,"LIU, SHU KWONG T",ONE STOP LAUNDROMAT,AMSTERDAM AVENUE,590 AMSTERDAM AVENUE,,10024,2127217313,"590 AMSTERDAM AVENUE
NEW YORK, NY 10024
(40.78938269536138, -73.97376696191327)"
LAUNDRY,1217863,HIGH TECH LAUNDROMAT SERVICE CORP,,REMSEN AVENUE,628 REMSEN AVENUE,,11236,7184987324,"628 REMSEN AVENUE
BROOKLYN, NY 11236
(40.651523854295824, -73.91859887701204)"
LAUNDRY,1218040,"K & Y AMERICA, LLC.",,WHITE PLAINS ROAD,3211 WHITE PLAINS ROAD,,10467,7185471192,"3211 WHITE PLAINS ROAD
BRONX, NY 10467
(40.87163034789253, -73.8672278494406)"
LAUNDRY,1220361,"DING, LE ZHEN",DING'S LAUNDROMAT,UNION TURNPIKE,271-18 UNION TURNPIKE,,11040,7183475534,"271 18 UNION TURNPIKE
QUEENS, NY 11040
(40.74529996182383, -73.6796319322678)"
LAUNDRY,1221268,"NG, SHUI KING",COOKIE LAUNDRY,EAST  181 STREET,51 EAST  181 STREET,,10453,9177701099,"51 181 STREET
BRONX, NY 10453
(40.85537678643407, -73.90468250193135)"
LAUNDRY,1222947,LI'S LAUNDROMAT (NY) INC.,,31ST AVENUE,96-10 31ST AVENUE,,11369,3478866260,"96 10 31ST AVENUE
EAST ELMHURST, NY 11369
(40.76341327370369, -73.8723788986672)"
LAUNDRY,1223204,NICE BUNDLES INC.,,IRVING AVENUE,176 IRVING AVENUE,,11237,7184435131,"176 IRVING AVENUE
BROOKLYN, NY 11237
(40.70186328443053, -73.91945597057409)"
LAUNDRY,1224513,"DONG, LIN",48 LAUNDROMAT,HESTER STREET,48 HESTER STREET,,10002,7187908870,"48 HESTER STREET
NEW YORK, NY 10002
(40.71575520082257, -73.9904403923365)"
LAUNDRY,1227062,"ROMY'S LAUNDRY CENTER, INC.",,MYRTLE AVENUE,79-27 MYRTLE AVENUE,,11385,7188458856,"79 27 MYRTLE AVENUE
QUEENS, NY 11385
(40.70122489161548, -73.88334858436963)"
LAUNDRY,1227131,BUCKET OF SUDS LLC,,MEEKER AVENUE,729 MEEKER AVENUE,,11222,9179218478,"729 MEEKER AVENUE
BROOKLYN, NY 11222
(40.72367883624475, -73.93881267583147)"
LAUNDRY,1228472,THANG QUAY LAM,LAM EAST SIDE LAUNDRY,1 AVENUE,1689 1 AVENUE,,10128,2128761580,"1689 1 AVENUE
NEW YORK, NY 10128
(40.777965646771314, -73.94860113066623)"
LAUNDRY,1232785,"NANCY'S LAUNDRY SERVICES, INC.",,JAMAICA AVENUE,102-18 JAMAICA AVENUE,,11418,7188472005,"102 18 JAMAICA AVENUE
RICHMOND HILL, NY 11418
(40.69637041236467, -73.84031024991805)"
LAUNDRY,1233190,MASPETH LAUNDROMAT INC.,,56 ROAD,60-47 56 ROAD,,11378,7183763831,"60 47 56 ROAD
QUEENS, NY 11378
(40.72145310497689, -73.90854350068196)"
LAUNDRY,1235473,"1755 CONEY ISLAND AVENUE CENTER, INC.",,CONEY ISLAND AVENUE,1755 CONEY ISLAND AVENUE,,11230,7187872100,"1755 CONEY ISLAND AVENUE
BROOKLYN, NY 11230
(40.61456848235545, -73.96314980948472)"
LAUNDRY,1237162,PAS SOLUTIONS INC,,SOUTHERN BOULEVARD,2241 SOUTHERN BOULEVARD,,10460,7185622240,"2241 SOUTHERN BOULEVARD
BRONX, NY 10460
(40.84864017256362, -73.88304874592659)"
LAUNDRY,1237878,"KING 11 LAUNDROMAT, INC",,CHURCH AVENUE,4718 CHURCH AVENUE,,11203,7187038679,"4718 CHURCH AVENUE
BROOKLYN, NY 11203
(40.65158831249403, -73.93308944634272)"
LAUNDRY,1238805,NATALIE'S LAUNDROMAT INC.,,BATHGATE AVENUE,2281-85 BATHGATE AVENUE,,,7185626255,"2281 85 BATHGATE AVENUE
BRONX, NY
(40.82557699997852, -73.91844899972153)"
LAUNDRY,1240346,"RASHINI, YAHYA SALEH",WASH RITE LAUNDROMAT,PROSPECT PARK SOUTHWEST,152 PROSPECT PARK SOUTHWEST,,11218,3472474907,"152 PROSPECT PARK
NEW YORK, NY 11218
(40.65510333900376, -73.97347951075565)"
LAUNDRY,1240458,"ZHENG, SHOU TONG",NICE BUBBLE LAUNDRY,COURT STREET,510 COURT STREET,,11231,6467093507,"510 COURT STREET
BROOKLYN, NY 11231
(40.6763967391853, -73.99881899682096)"
LAUNDRY,1240517,"S & D WHITNEY LAUNDROMAT, INC.",,WHITNEY AVENUE,86-14 WHITNEY AVENUE,,11373,7185659222,"86 14 WHITNEY AVENUE
QUEENS, NY 11373
(40.73871040256307, -73.87835115518163)"
LAUNDRY,1240633,"FU RONG LAUNDROMAT, INC.",,JAMAICA AVENUE,114-15 JAMAICA AVENUE,,11418,9177708782,"114 15 JAMAICA AVENUE
RICHMOND HILL, NY 11418
(40.69637041236467, -73.84031024991805)"
LAUNDRY,1240785,LOLITA'S CORPORATION,,EASTCHESTER ROAD,2426 EASTCHESTER ROAD,,10469,7189944042,"2426 EASTCHESTER ROAD
BRONX, NY 10469
(40.861421995246076, -73.84323649761679)"
LAUNDRY,1241169,THE LAUNDRY ON GRAHAM LTD,,GRAHAM AVENUE,423 GRAHAM AVENUE,,11211,7183892554,"423 GRAHAM AVENUE
BROOKLYN, NY 11211
(40.717679212833346, -73.94494096712208)"
LAUNDRY,1241475,QU LAUNDROMAT CORP.,,BRADDOCK AVENUE,222-13 BRADDOCK AVENUE,,11428,7187405004,"222 13 BRADDOCK AVENUE
QUEENS VILLAGE, NY 11428
(40.721396964798146, -73.74193729726841)"
LAUNDRY,1241602,BLUE STAR LAUNDROMAT INC.,,GUNTON PLACE,55 GUNTON PLACE,,10309,7189844213,"55 GUNTON PLACE
STATEN ISLAND, NY 10309
(40.55061923083984, -74.21034701378879)"
LAUNDRY,1242332,"BRITE CITY LAUNDROMAT, INC",,UTICA AVENUE,1809 UTICA AVENUE,,11234,7182099800,"1809 UTICA AVENUE
BROOKLYN, NY 11234
(40.62812869759727, -73.927824975937)"
LAUNDRY,1244020,VA QUICK LAUNDRY INC.,,BEACH   14 STREET,289 BEACH   14 STREET,,11691,7183372663,"289 BEACH 14 STREET
FAR ROCKAWAY, NY 11691
(40.597849202575006, -73.7482064751448)"
LAUNDRY,1246129,"LAUNDRY LADY,INC",,PARSONS BOULEVARD,75-05 PARSONS BOULEVARD,,11366,7183803658,"75 05 PARSONS BOULEVARD
FLUSHING, NY 11366
(40.72816440726166, -73.79226817393703)"
LAUNDRY,1246216,"CHEN, YONG XIN",KANGWEI LAUNDROMAT,6TH AVENUE,5409 6TH AVENUE,,11220,7189724838,"5409 6TH AVENUE
BROOKLYN, NY 11220
(40.641457737801545, -74.01047430815382)"
LAUNDRY,1248091,76-07 LAUNDRY (NY) CORP.,,JAMAICA AVENUE,76-07 JAMAICA AVENUE,,11421,7185210462,"76 07 JAMAICA AVENUE
WOODHAVEN, NY 11421
(40.69176458756573, -73.85702228584978)"
LAUNDRY,1248406,"STUDS & SUDS, INC.",,14 AVENUE,6517 14 AVENUE,,11219,7182326600,"6517 14 AVENUE
BROOKLYN, NY 11219
(40.62454144477884, -73.99941976822463)"
LAUNDRY,1249664,CENTRAL CITY LAUNDROMAT INC.,,SPRINGFIELD BOULEVARD,110-50 SPRINGFIELD BOULEVARD,,11429,7183617350,"110 50 SPRINGFIELD BOULEVARD
QUEENS VILLAGE, NY 11429
(40.70991312049415, -73.73864031609764)"
LAUNDRY,1251033,"AQUAPURA, INC",,FULTON STREET,3402 FULTON STREET,,11208,7182775292,"3402 FULTON STREET
BROOKLYN, NY 11208
(40.6842068086133, -73.87011369368737)"
LAUNDRY,1097249,5101 AVENUE D LAUNDRY CORPORATION,,AVENUE D,5101 AVENUE D,,11203,7186296680,"5101 AVENUE
BROOKLYN, NY 11203
(40.649721601170995, -73.93427608567276)"
LAUNDRY,1098069,"GARCIA, RAFAEL A.",VESINO LAUNDROMAT,WOODBINE STREET,280 WOODBINE STREET,,11221,7185747455,"280 WOODBINE STREET
BROOKLYN, NY 11221
(40.69590950275343, -73.91337393653959)"
LAUNDRY,1099315,"3 LUCKY STARS LAUNDRY & DRY CLEANING CENTEE, INC.",AVENUE X LAUNDRY & DRY CLEANING CENTER,AVENUE X,381 AVENUE X,,11223,7186457620,"381 AVENUE
BROOKLYN, NY 11223
(40.596939623165156, -73.97331147204676)"
LAUNDRY,1099334,"WU, JIAN WEI",THERESA LAUNDROMAT,HILLSIDE AVENUE,169-24 HILLSIDE AVENUE,,11432,7185236407,"169 24 HILLSIDE AVENUE
JAMAICA, NY 11432
(40.71311535449007, -73.79282099978928)"
LAUNDRY,1100275,"BARDENSHTEYN, OSKAR & SHMOLSVSKY,FAINA",VIN'S LAUNDROMAT CO,QUENTIN ROAD,3221 QUENTIN ROAD,,11234,7183828393,"3221 QUENTIN ROAD
BKLYN, NY 11234
(40.612891230960706, -73.93954679778838)"
LAUNDRY,1101213,"OM SAI RAM LAUNDROMAT, INC",,GRAVESEND NECK ROAD,224 GRAVESEND NECK ROAD,(CORNER OF EAST 3RD STREET),11223,7186274867,"224 GRAVESEND NECK ROAD
BROOKLYN, NY 11223
(40.59478175019586, -73.96889608842964)"
LAUNDRY,1102740,CLEAN RITE CENTER-621 4TH AVE LLC,,4 AVENUE,621 4 AVENUE,,11232,7183534430,"621 4 AVENUE
BROOKLYN, NY 11232
(40.66433765802881, -73.99385202624265)"
LAUNDRY,1116905,MASPETH WASH RITE CORPORATION,MASPETH WASH RITE LAUNDROMAT,GRAND AVENUE,73-50 GRAND AVENUE,,11378,7184649689,"73 50 GRAND AVENUE
QUEENS, NY 11378
(40.72145310497689, -73.90854350068196)"
LAUNDRY,1123445,"GRAND DRY CLEANERS, INC.",,CENTRAL AVENUE,64-05 CENTRAL AVENUE,,11385,7186283884,"64 05 CENTRAL AVENUE
QUEENS, NY 11385
(40.70122489161548, -73.88334858436963)"
LAUNDRY,1125472,HSU HSIN MIN,DORIS LAUNDROMAT,21 STREET,30-74 21 STREET,,11102,7187283888,"30 74 21 STREET
QUEENS, NY 11102
(40.77152402451418, -73.92643545073543)"
LAUNDRY,1127928,BEST WASH LAUNDROMAT CORP.,,NEW UTRECHT AVENUE,3901 NEW UTRECHT AVENUE,,11219,7186862668,"3901 NEW UTRECHT AVENUE
BROOKLYN, NY 11219
(40.64557244538586, -73.9944887410506)"
LAUNDRY,1130938,"CRYSTAL LAUNDROMAT, INC",,UNION STREET,34-20 UNION STREET,,11354,9175671197,"34 20 UNION STREET
FLUSHING, NY 11354
(40.76862022064671, -73.82719028070687)"
LAUNDRY,1133437,DAISY FRESH LAUNDROMAT INC,,JAMAICA AVENUE,204-05 JAMAICA AVENUE,,11423,7187761160,"204 05 JAMAICA AVENUE
HOLLIS, NY 11423
(40.71722229567246, -73.7671414999802)"
LAUNDRY,1134181,MR. BUBBLES LAUNDROMAT INC.,,35 AVENUE,95-04 35 AVENUE,,11372,9999999999,"95 04 35 AVENUE
JACKSON HEIGHTS, NY 11372
(40.75163073936716, -73.88361254528269)"
LAUNDRY,1139048,OCEANWAVE LAUNDROMAT INC,,NORTHERN BOULEVARD,89-08 NORTHERN BOULEVARD,,11372,7188032093,"89 08 NORTHERN BOULEVARD
QUEENS, NY 11372
(40.75163073936716, -73.88361254528269)"
LAUNDRY,1140398,2025 LAUNDROMAT CORP,,PITMAN AVENUE,2025 PITMAN AVENUE,,10466,7188606486,"2025 PITMAN AVENUE
BRONX, NY 10466
(40.896937142812604, -73.84415150870413)"
LAUNDRY,1141543,"SKY BLUE LAUNDROMAT,INC.",,EAST  204 STREET,243 EAST  204 STREET,,10458,7183296883,"243 204 STREET
BRONX, NY 10458
(40.87430335497695, -73.88453389001062)"
LAUNDRY,1142089,"H.F. LAUNDROMAT, INC.",,20 AVENUE,7523 20 AVENUE,,11214,7182344200,"7523 20 AVENUE
BROOKLYN, NY 11214
(40.61068516491092, -73.99189234485962)"
LAUNDRY,1144711,COTTON WHITE LAUNDROMAT INC,,WEST   15 STREET,256 WEST   15 STREET,,10011,2126278327,"256 15 STREET
NEW YORK, NY 10011
(40.74019877357898, -74.00144809397511)"
LAUNDRY,1145599,"JORGE'S LAUNDRY, INC.",,AMSTERDAM AVENUE,1645 AMSTERDAM AVENUE,,10031,2122814113,"1645 AMSTERDAM AVENUE
NEW YORK, NY 10031
(40.82309393741007, -73.94914013714524)"
LAUNDRY,1147722,"WU, SHU SEN",TIP TOP LAUNDROMAT,RALPH AVENUE,370 RALPH AVENUE,,11233,7189537886,"370 RALPH AVENUE
BROOKLYN, NY 11233
(40.67624549334609, -73.92192942255201)"
LAUNDRY,1148300,"MA, XUE MING",MAHS(I) LAUNDROMAT,BAY PARKWAY,7110 BAY PARKWAY,,11204,7182595838,"7110 BAY PARKWAY
BROOKLYN, NY 11204
(40.61023021196388, -73.98523732315994)"
LAUNDRY,1154904,NABI CLEANERS INC,,2 AVENUE,335 2 AVENUE,,10003,2124750818,"335 2 AVENUE
NEW YORK, NY 10003
(40.735693526928955, -73.98255105286695)"
LAUNDRY,1155193,"HAL'S LAUNDROMAT, INC",,LIBERTY AVENUE,114-14 LIBERTY AVENUE,,11419,7185293828,"114 14 LIBERTY AVENUE
RICHMOND HILLS, NY 11419
(40.68871379040917, -73.82288833053201)"
LAUNDRY,1157251,"LARBI, MARTIN",M'S J WALTON LAUNDROMAT,WALTON AVENUE,1295 WALTON AVENUE,,10452,7185880933,"1295 WALTON AVENUE
BRONX, NY 10452
(40.83730550047568, -73.917783039536)"
LAUNDRY,1157839,"ARIRANG CLEANERS, INC.",,EAST   61 STREET,172 EAST   61 STREET,,10021,2126885354,"172 61 STREET
NEW YORK, NY 10021
(40.64212093554232, -74.02218027872358)"
LAUNDRY,1158072,"DEKHKANOV, NISON",DEKHKANOV'S LAUNDRY,EAST   21 STREET,346 EAST   21 STREET,,10010,2122286950,"346 21 STREET
NEW YORK, NY 10010
(40.73571369822285, -73.97981389037945)"
LAUNDRY,1158130,PARK'S NY CLEANERS INC,,WEST   17 STREET,104 WEST   17 STREET,,10011,2122430433,"104 17 STREET
NEW YORK, NY 10011
(40.73932222318946, -73.99565245713092)"
LAUNDRY,1158134,ON TIME EAST CLEANERS INC.,,3 AVENUE,477 3 AVENUE,,10016,2126851889,"477 3 AVENUE
NEW YORK, NY 10016
(40.74502363144751, -73.9785867780177)"
LAUNDRY,1158142,"SUNNY CLEAN USA, INC",,65 STREET,2407 65 STREET,,11204,7189983768,"2407 65 STREET
BROOKLYN, NY 11204
(40.61110002030842, -73.97682908377863)"
LAUNDRY,1158214,39TH AVE LAUNDROMATE INC,,39 AVENUE,63-08 39 AVENUE,,11377,9178227113,"63 08 39 AVENUE
WOODSIDE, NY 11377
(40.74519376448069, -73.9048471440804)"
LAUNDRY,1158381,OCEANSIDE GOLD CROWN INC,THE KLEEN MACHINE LAUNDROMAT,5 AVENUE,309 5 AVENUE,,11215,7188328576,"309 5 AVENUE
NEW YORK, NY 11215
(40.7468087904943, -73.98573693812324)"
LAUNDRY,1158447,"CLASSIC LAUNDRY CENTER JEROME, INC.",,JEROME AVENUE,2371 JEROME AVENUE,,10468,7183646287,"2371 JEROME AVENUE
BRONX, NY 10468
(40.86051585058009, -73.9026253606483)"
LAUNDRY,1158449,"CLASSIC LAUNDRY CENTER MORRIS, INC.",,MORRIS AVENUE,1037 MORRIS AVENUE,,10456,7185373727,"1037 MORRIS AVENUE
BRONX, NY 10456
(40.82947998130889, -73.9163505557102)"
LAUNDRY,1159266,SUPER LAUNDRY OF OGDEN INC,,WEST  162 STREET,96 WEST  162 STREET,,10452,7189370707,"96 162 STREET
BRONX, NY 10452
(40.82902747485242, -73.92481305370308)"
LAUNDRY,1162260,CROWN CLEANERS INC,METRO CLEANERS,METROPOLITAN AVENUE,568 METROPOLITAN AVENUE,,11211,7185993555,"568 METROPOLITAN AVENUE
BROOKLYN, NY 11211
(40.71402807079696, -73.950069158236)"
LAUNDRY,1164610,"ALL AMERICAN SUDS, INC",,25TH AVENUE,77-15 25TH AVENUE,,11370,7188996363,"77 15 25TH AVENUE
JACKSON HEIGHTS, NY 11370
(40.75935377085989, -73.89184400040028)"
LAUNDRY,1167578,THE LAUNDRY LOUNGE INC,COBBLE HILL CLEANERS & LAUNDRY,COURT STREET,226 COURT STREET,,11201,7185220001,"226 COURT STREET
BROOKLYN, NY 11201
(40.68629368419737, -73.99404472164132)"
LAUNDRY,1172184,NEW GIANT LAUNDER CENTER CORP,,JAMAICA AVENUE,113-20 JAMAICA AVENUE,,11418,7188053033,"113 20 JAMAICA AVENUE
RICHMOND HILL, NY 11418
(40.69637041236467, -73.84031024991805)"
LAUNDRY,1173648,"BARRERA, GLADYS",PEARLS LAUNDROMAT,CRESCENT STREET,162 CRESCENT STREET,,11208,7188271315,"162 CRESCENT STREET
BROOKLYN, NY 11208
(40.685387461611036, -73.8727781967358)"
LAUNDRY,1175210,"RIDGEWOOD BUBBLES, CORP",,SENECA AVENUE,1039 SENECA AVENUE,,11385,9175824365,"1039 SENECA AVENUE
RIDGEWOOD, NY 11385
(40.69851352477041, -73.90037205773588)"
LAUNDRY,1175322,ARLYNNE & PARTNERS LLC,,NOSTRAND AVENUE,886 NOSTRAND AVENUE,,11225,7189532639,"886 NOSTRAND AVENUE
BROOKLYN, NY 11225
(40.66777523973008, -73.9507362161596)"
LAUNDRY,1181571,"CLEAN LAUNDRYLAND, INC.",,WHITE PLAINS ROAD,4027 WHITE PLAINS ROAD,,10466,7183245070,"4027 WHITE PLAINS ROAD
BRONX, NY 10466
(40.889327809044254, -73.85967259936182)"
LAUNDRY,1183166,"JIANG, JIN XIA",STARS LAUNDROMAT,3RD AVENUE,7202 3RD AVENUE,,11209,7187454345,"7202 3RD AVENUE
BROOKLYN, NY 11209
(40.633486690657854, -74.02700108347005)"
LAUNDRY,1183642,"HAPPY GOLDEN LAUNDROMAT, INC.",,BROAD STREET,250 BROAD STREET,,10304,7188769001,"250 BROAD STREET
STATEN ISLAND, NY 10304
(40.62350335246843, -74.08280047946634)"
LAUNDRY,1273675,TSN SUPER WASH LAUNDROMAT INC.,,PITKIN AVENUE,84-12 PITKIN AVENUE,,11417,7188431979,"84 12 PITKIN AVENUE
OZONE PARK, NY 11417
(40.6763637308016, -73.84454275534387)"
LAUNDRY,1274130,"LIN, MEI GUAN",NEW BIG WASH LAUNDROMAT,GATES AVENUE,1189 GATES AVENUE,,11221,7184436178,"1189 GATES AVENUE
BROOKLYN, NY 11221
(40.69208341312722, -73.91956507046719)"
LAUNDRY,1274140,5804 LAUNDROMAT CORP,,FORT HAMILTON PARKWAY,5804 FORT HAMILTON PARKWAY,,11219,7188546533,"5804 FORT HAMILTON PARKWAY
BROOKLYN, NY 11219
(40.63404896122102, -74.00417448296295)"
LAUNDRY,1274176,"PAZ, DENIS",PROGRESO LAUNDROMAT,14 AVENUE,4112 14 AVENUE,,11219,7188714176,"4112 14 AVENUE
BROOKLYN, NY 11219
(40.638114369873435, -73.98537356057149)"
LAUNDRY,1274416,"MAX J. CLEANERS, INC",,EAST   73 STREET,503 EAST   73 STREET,,10021,2125850550,"503 73 STREET
NEW YORK, NY 10021
(40.76729534632176, -73.95268685354648)"
LAUNDRY,1274899,B&L FAMILY LAUNDRY INC.,,SAINT ANNS AVENUE,215 SAINT ANNS AVENUE,,10454,6464042140,"215 SAINT ANNS AVENUE
BRONX, NY 10454
(40.80648734730323, -73.91775756606876)"
LAUNDRY,1274956,EZ LAUNDRY OF PARK SLOPE INC,,4 AVENUE,530 4 AVENUE,,11215,7188325445,"530 4 AVENUE
BROOKLYN, NY 11215
(40.667363892908575, -73.99134525874102)"
LAUNDRY,1274966,57TH STREET LAUNDROMAT INC.,N/A,NEW UTRECHT AVENUE,5706 NEW UTRECHT AVENUE,,11219,7184370490,"5706 NEW UTRECHT AVENUE
BROOKLYN, NY 11219
(40.62995095484116, -73.99594453238898)"
LAUNDRY,1275064,ST. MARY'S ULTRA WASH LAUNDROMAT INC,,TIEBOUT AVENUE,2356 TIEBOUT AVENUE,2356-58-54,10458,7185286379,"2356 TIEBOUT AVENUE
BRONX, NY 10458
(40.8581309050993, -73.89643904915353)"
LAUNDRY,1275084,"JYH PROMISE, INC.",CLEAN CITY LAUNDROMAT,BOSTON ROAD,2811 BOSTON ROAD,,10469,7185475434,"2811 BOSTON ROAD
BRONX, NY 10469
(40.867118624056694, -73.86041878934616)"
LAUNDRY,1275334,MAY LAUNDROMAT INC,,BRIGHTON AVENUE,52 BRIGHTON AVENUE,,10301,6466101242,"52 BRIGHTON AVENUE
STATEN ISLAND, NY 10301
(40.63699994342106, -74.08857697943785)"
LAUNDRY,1275429,"CHONG, LIAN WAH",ONE STOP DO ALL LAUNDROMAT,NATIONAL STREET,43-06 NATIONAL STREET,,11368,9178862882,"43 06 NATIONAL STREET
CORONA, NY 11368
(40.749678220373596, -73.85304068857687)"
LAUNDRY,1275526,FREDY SANDERS,EASY LAUNDROMAT,GLENMORE AVENUE,981 GLENMORE AVENUE,,11208,7182770455,"981 GLENMORE AVENUE
BROOKLYN, NY 11208
(40.67648501416131, -73.8737370408342)"
LAUNDRY,1275620,"NEW 4122 LAUNDROMAT, INC",,10 AVENUE,4122 10 AVENUE,,11219,7189721692,"4122 10 AVENUE
BROOKLYN, NY 11219
(40.643233517904825, -73.99438015918061)"
LAUNDRY,1275660,LIN SUNSHINE LAUNDROMAT INC,,CHURCH AVENUE,4111 CHURCH AVENUE,,11203,6462362669,"4111 CHURCH AVENUE
BROOKLYN, NY 11203
(40.651360793199025, -73.93894202496398)"
LAUNDRY,1275749,"DONG & JING, CORP",,126 STREET,85-23 126 STREET,,11415,3479921879,"85 23 126 STREET
RICHMOND HILL, NY 11415
(40.708286075142325, -73.82855612156771)"
LAUNDRY,1275829,GUY R CORPORATION,SUPERCLEAN LAUNDROMAT,GUY R BREWER BOULEVARD,117-09 GUY R BREWER BOULEVARD,,11434,5163650738,"117 09 GUY R BREWER BOULEVARD
JAMAICA, NY 11434
(40.6769452621142, -73.77530690169215)"
LAUNDRY,1276201,CANARSIE BEST LAUNDRY INC,,FLATLAND AVENUE,8901 FLATLAND AVENUE,,11236,3476128414,"8901 FLATLAND AVENUE
BROOKLYN, NY 11236
(40.63981523384108, -73.90678717777584)"
LAUNDRY,1277155,"CLEAN RITE CENTERS-128-01 MERRICK BLVD., LLC",,MERRICK BOULEVARD,128-03 MERRICK BOULEVARD,AKA 128-01 MERRICK BOULEVARD,11434,7184381118,"128 03 MERRICK BOULEVARD
JAMAICA, NY 11434
(40.6769452621142, -73.77530690169215)"
LAUNDRY,1277422,"ABC LAUNDROMAT, LLC",,WHITE PLAINS ROAD,1975 WHITE PLAINS ROAD,,10462,9736154568,"1975 WHITE PLAINS ROAD
BRONX, NY 10462
(40.84890488529174, -73.86747743432917)"
LAUNDRY,1277908,PROMEX MULTISERVICES INC,CONNIE'S LAUNDROMAT,BEDFORD PARK BOULEVARD,35 BEDFORD PARK BOULEVARD,,10468,6466337199,"35 BEDFORD PARK BOULEVARD
BRONX, NY 10468
(40.8728128721427, -73.88860405371965)"
LAUNDRY,1278100,"D & J SUPREME CLEANERS, INC.",,ST NICHOLAS AVENUE,754 ST NICHOLAS AVENUE,,10031,2122343202,"754 ST NICHOLAS AVENUE
NEW YORK, NY 10031
(40.825916959932954, -73.94334335895995)"
LAUNDRY,1278627,"PRECIOUS 2 NY, INC.",,AVENUE C,124 AVENUE C,,10009,9176202258,"124 AVENUE
NEW YORK, NY 10009
(40.72664935898081, -73.97911148500697)"
LAUNDRY,1279026,LORRY CORPORATION,,SUTTER AVENUE,569 SUTTER AVENUE,,11207,9175188508,"569 SUTTER AVENUE
BROOKLYN, NY 11207
(40.668996967302, -73.89792703197837)"
LAUNDRY,1280112,ASTORIA LAUNDROMAT OF NY INC,,BROADWAY,21-13 BROADWAY,,11106,6462263780,"21 13
QUEENS, NY 11106
(40.761699790013324, -73.9316632529567)"
LAUNDRY,1280229,"DDK CLEANING, INC.",,EAST   21 STREET,15 EAST   21 STREET,,10010,2129792222,"15 21 STREET
NEW YORK, NY 10010
(40.74073836679656, -73.99163649063547)"
LAUNDRY,1280355,"SILVER COIN NEIGHBORHOOD LAUNDROMAT, INC",,LIBERTY AVENUE,147-01 LIBERTY AVENUE,,11435,7182063402,"147 01 LIBERTY AVENUE
JAMAICA, NY 11435
(40.70119264912154, -73.80979665579099)"
LAUNDRY,1280778,LKK BRIGHTNESS LAUNDRY CORP.,,AVENUE S,129 AVENUE S,,11223,9999999999,"129 AVENUE
BROOKLYN, NY 11223
(40.596939623165156, -73.97331147204676)"
LAUNDRY,1281422,"LEWIS, DORIS O",MONSTER WASH 2,18 AVENUE,8122 18 AVENUE,,11214,7182320004,"8122 18 AVENUE
BROOKLYN, NY 11214
(40.60954024559965, -73.99992255496389)"
LAUNDRY,1282174,NEW M & K LAUNDROMAT INC,,MONTGOMERY AVENUE,1797 MONTGOMERY AVENUE,,10453,9175574441,"1797 MONTGOMERY AVENUE
BRONX, NY 10453
(40.85171190312955, -73.91673795369539)"
LAUNDRY,1282454,"BRIGHT & SUNNY LAUNDRY, LLC",,EAST GUNHILL ROAD,1348 EAST GUNHILL ROAD,,10469,7186541247,"1348 GUNHILL ROAD
BRONX, NY 10469
(40.870604499465436, -73.84656152667971)"
LAUNDRY,1282937,GRAND YI LI LAUNDRY INC.,,METROPOLITAN AVENUE,56-23 METROPOLITAN AVENUE,,11385,9176741660,"56 23 METROPOLITAN AVENUE
RIDGEWOOD, NY 11385
(40.70122489161548, -73.88334858436963)"
LAUNDRY,1283156,ANA V. CALDELARIO,VICTORIA'S LAUNDROMAT,JEROME AVENUE,1171 JEROME AVENUE,,10452,6463190089,"1171 JEROME AVENUE
BRONX, NY 10452
(40.83579474083479, -73.92293432500519)"
LAUNDRY,1283222,NYC FAMILY LAUNDROMAT INC.,,SHERMAN AVENUE,110 SHERMAN AVENUE,,10034,2125691600,"110 SHERMAN AVENUE
NEW YORK, NY 10034
(40.86397189163509, -73.92503107368525)"
LAUNDRY,1285724,UPTOWN LAUNDROMAT II INC,,FORT INDEPENDENCE STREET,3320 FORT INDEPENDENCE STREET,,10463,9174060048,"3320 FORT INDEPENDENCE STREET
BRONX, NY 10463
(40.8791052446306, -73.8995534684841)"
LAUNDRY,1286107,THANK YOU & GOOD LUCK CORP,,1 AVENUE,2234 1 AVENUE,,10029,2128315263,"2234 1 AVENUE
NEW YORK, NY 10029
(40.79520130889097, -73.93601342312326)"
LAUNDRY,1286669,"ESTRELLA LAUNDROMAT, CORP",,NOSTRAND AVENUE,1500 NOSTRAND AVENUE,,11226,3477872104,"1500 NOSTRAND AVENUE
BROOKLYN, NY 11226
(40.649526804661775, -73.94946918606608)"
LAUNDRY,1286998,SOUTH SHORE LAUNDROMAT INC.,,SNEDEN AVENUE,30 SNEDEN AVENUE,,10312,7186088616,"30 SNEDEN AVENUE
STATEN ISLAND, NY 10312
(40.540751772209404, -74.17578971646087)"
LAUNDRY,1289198,"STRATFORD AVE. LAUNDROMAT, INC.",,STRATFORD AVENUE,1215 STRATFORD AVENUE,,10472,6468810700,"1215 STRATFORD AVENUE
BRONX, NY 10472
(40.82922522055942, -73.8755535392561)"
