Trade Code,Trade Description,Vendor Name,Address,City,State,Zip,Phone,Fax,Contact Person,MBE,WBE,LBE,>1M,Prequalified Date
09250,GYPSUM BOARD,"Prince Carpentry, Inc.",1615 Northern Blvd.,Manhasset,NY,10030,516-365-3232,516-365-3434,KENNETH VOSS,N,N,N,Y,09/08/2014
09250,GYPSUM BOARD,QuinnCo Of NY Inc.,22-11  128th Street,College Point,NY,11356,917-337-4606,718-321-0334,John Quinn,N,N,N,N,10/28/2013
09250,GYPSUM BOARD,REALITY CONSTRUCTION INC.,496 East 51st Street,Brooklyn,NY,11203,718-342-5073,718-342-5072,Yvonne Johnson,Y,N,Y,N,04/26/2013
09250,GYPSUM BOARD,S & K Construction,539  E 89st,Brooklyn,NY,11236,347-247-5609,718-629-6222,Eric Pascal,Y,N,N,N,07/10/2015
09250,GYPSUM BOARD,TAJ ASSOCIATES USA INC,335  CLIFTON AVE,STATEN ISLAND,NY,10305,718-415-4555,718-442-2567,AMIR IQBAL,Y,N,Y,N,10/19/2013
09250,GYPSUM BOARD,The wits contracting Inc,735 coney island ave,Brooklyn,NY,11218,646-643-9675,347-295-0360,kamran ahmad,Y,N,N,N,01/16/2016
09250,GYPSUM BOARD,"Triton Restoration, Inc.",2521  49th street,Astoria,NY,11103,718-932-7983,718-932-7984,Stavros Feggaros,N,N,N,N,06/09/2014
09250,GYPSUM BOARD,V.I.V. CONTRACTING CORP.,166-36 15th Drive,Whitestone,NY,11357,718-229-1173,718-229-1174,VIVI GRILLIAS,N,Y,N,Y,07/28/2014
09250,GYPSUM BOARD,Valsen Construction Corp,95  Brightside Ave,Central Islip,NY,11722,631-582-6888,631-582-6312,Cathy Killourhy,N,N,N,N,10/20/2013
09250,GYPSUM BOARD,"VRK CONSTRUCTION SERVICES, INC.",5623  226TH STREET,OAKLAND GARDENS,NY,11364,516-462-6278,718-224-8456,IMTIAZ AHMAD,Y,N,Y,N,12/16/2013
09250,GYPSUM BOARD,"Walker Contractors, Inc.",8 Blue Bird Road,Chestnut Ridge,NY,10952,917-446-2843,845-426-0202,Garfield Walker,N,N,N,N,03/08/2013
09250,GYPSUM BOARD,Zapata Construction Inc.,620 5th Avenue,Pelham,NY,10803,914-738-5400,914-738-5934,Lester Napach,N,N,N,Y,12/06/2014
,,,,,,,,,,,,,,
09300,TILE,2 SAAB CONSTRUCTION INC.,3084 Coney Island Ave.,Brooklyn,NY,11235,212-920-7620,718-332-3169,Imram  Alam,Y,N,N,N,12/12/2014
09300,TILE,Allstate Home Remodeling and General Construction,2914 Jerome Ave,Bronx,NY,10468,347-664-3404,718-584-7022,Jusuf (JOE),N,N,N,N,06/09/2014
09300,TILE,AMADEUS MARBLE & GRANITE CORP.,12-14 38th AVENUE,LONG ISLAND CITY,NY,11101,718-472-4300,718-472-5515,C. Morogiannis,N,Y,N,N,05/11/2013
09300,TILE,AMB Contractors Inc,2111 5th street,East Meadow,NY,11554,516-647-4482,516-612-0073,Aslam Baig,Y,N,N,N,09/08/2013
09300,TILE,Approved General Contracting Inc.,431 East 82nd Street,New York,NY,10028,646-706-3564,212-734-1387,Jose Fernando Garc,Y,N,N,N,04/14/2013
09300,TILE,ARCHITECTURAL FLOORING RESOURCE INC,135 West 27th Street,New York,NY,10001,212-290-0200,212-290-2855,Selina Ramoutar,N,N,N,N,04/06/2013
09300,TILE,ARTISAN STONEWORKS CORP.,211 Brook Avenue,Deer Park,NY,11729,631-242-9819,631-242-9412,Michael Gusman,N,N,N,N,07/22/2014
09300,TILE,"Ashnic Mechanical, Inc.",1306 Caffrey Avenue,Far Rockaway,NY,11691,347-338-3100,718-471-8633,Andre Watts,Y,N,N,N,03/09/2015
09300,TILE,BAYBRENT CONSTRUCTION CORP.,1637 SYCAMORE AVENUE,BOHEMIA,NY,11716,631-563-4500,631-563-1764,Richard Hoshino,Y,N,N,Y,10/31/2015
09300,TILE,"BENCHMARK CARPETS, INC.",465 Shore Rd,Long Beach,NY,11561,516-670-0000,516-670-0004,SCOTT SANDERS,N,N,N,N,11/07/2015
09300,TILE,"BITA, INC.",150 West End Avenue,New York,NY,10023,212-316-9000,212-380-6300,Fatemeh Modarres,N,Y,N,N,08/27/2013
09300,TILE,CAESAR MAX CONSTRUCTION INC.,120 Glen Head Road,Glen Head,NY,11545,917-337-2853,516-609-2081,Salvatore Bonifati,N,N,N,N,10/13/2013
09300,TILE,Central Home Improvement 2 Corp,4440  Bedford Avenue,Brooklyn,NY,11229,646-372-1570,718-263-3117,Benyamin Waknin,N,N,Y,N,05/06/2013
09300,TILE,"Continental Marble, Inc.",1361 Lincoln Ave,Holbrook,NY,11741,631-285-7265,631-285-6569,Louise Sumrall,N,N,N,N,06/03/2014
09300,TILE,"Design and Direct Source, LLC",1532 SW Morrrsion Street,Portland,OR,97205,503-525-0600,503-228-7170,Suzanne Sanning,N,Y,N,Y,10/11/2014
09300,TILE,Dynamic Construction Company,"1149 East 34th Street, 2nd Flo",Brooklyn,NY,11210,646-236-5359,718-758-2767,Ziaur Bhuiyan,Y,N,N,N,08/18/2014
09300,TILE,Eastern Empire Contracting Inc.,79-26 256 Street,Floral Park,NY,11004,718-470-9806,718-831-5458,Pritan Singh,Y,N,N,N,07/01/2013
09300,TILE,"Easy Group Contracting, Inc.",8 Lincoln Blvd,Bethpage,NY,11714,516-554-9389,516-558-1158,Antoine Nassour,N,N,Y,N,11/16/2013
09300,TILE,Elite Partitions Plus Inc.,761-13 Coates Avenue,Holbrook,NY,11741,631-285-7222,212-532-6678,Catherine Guida,N,N,N,N,12/13/2015
09300,TILE,EUROPEAN CRAFT INC.,48 Rose Avenue,Great Neck,NY,11201,718-366-6466,718-366-6454,Alireza Moslem,N,N,Y,N,06/22/2014
09300,TILE,Foxy Floors Corp,9 Kulick Road,Fairfield,NJ,07004,973-287-6216,973-287-6261,Lois Hatton,N,N,N,N,06/07/2014
09300,TILE,"GARCIA MARBLE & TILE, INC.",18-59 DITMARS BOULEVARD,ASTORIA,NY,11105,718-932-5141,718-932-6322,JUAN C. GARCIA,Y,N,N,N,01/27/2015
09300,TILE,"Goal Enterprises, Inc.",37-37 57th Street,Woodside,NY,11377,718-335-4625,718-899-7238,Mary Zimand,N,N,N,N,10/11/2015
09300,TILE,"Harman Contracting Services, Inc.",11 Spruce Place,Melville,NY,11747,917-592-3875,516-342-5333,Amarjit Malhi,Y,N,N,N,05/25/2013
09300,TILE,"Innovators Service Company, LLC",2504 Olinville Ave,Bronx,NY,10467,718-369-7411,718-228-6547,Edward Canfield,Y,N,Y,N,05/29/2015
09300,TILE,IVERAGH CONSTRUCTION CORP.,63-16 Bourton Street,Rego Park,NY,11374,718-476-7980,718-476-1906,Caroline Kelly,N,Y,N,N,07/27/2015
09300,TILE,"Keystone Construction & Development, Inc.",372  N. Main St.,Lodi,NJ,07644,201-803-4500,973-777-6021,Andy Alvarez,Y,N,N,N,06/10/2013
09300,TILE,"KRISSTONE, LLC",472 E. Westfield Avenue,Roselle Park,NJ,07204,908-620-9700,908-620-9764,Michelle Miranda,N,N,N,Y,09/24/2015
09300,TILE,L & H CONSTRUCTION INC.,106 Louisiana Avenue,Brooklyn,NY,11207,718-649-3114,718-495-4576,Lloyd Slowe,Y,N,Y,N,10/25/2014
09300,TILE,L. KANNER FLOORING SYSTEMS INC.,224 West 35th Street,NEW YORK,NY,10001,212-564-6004,212-564-5399,LARRY KANNER,N,N,N,Y,08/05/2014
09300,TILE,LASHAY'S CONSTR & DEVLPMNT. CO. INC,470  NEPPERHAN AVE,Yonkers,NY,10701,914-290-2365,914-207-0464,Andrew F. Simmons,Y,N,N,N,05/21/2013
09300,TILE,M I T BROTHERS CONSTRUCTION INC,42-32A  162nd STREET,FLUSHING,NY,11358,917-416-5577,718-886-6797,Frank Huang,Y,N,Y,N,04/16/2015
09300,TILE,"M.B. DIN Construction, Inc.",8831 20th Avenue,Brooklyn,NY,11214,347-254-9046,718-928-9752,Mohammed N. Chatha,Y,N,Y,N,[NULL]
09300,TILE,MAMAIS CONTRACTING CORP.,256  West 124th Street,NEW YORK,NY,10027,212-865-1666,212-316-3921,Stavroula Mamais-L,N,Y,N,N,08/05/2013
09300,TILE,Minhas Construction Corp,156 Canal Street,Staten Island,NY,10304,917-517-0366,718-370-7008,Waqas Mahmood,Y,N,N,N,04/10/2015
09300,TILE,"Nemo Tile Company, Inc",177-02  Jamaica Avenue,Jamaica,NY,11432,718-291-5969,718-291-7896,Yogishwar Singh,N,N,N,N,10/03/2015
09300,TILE,NEWTON CONTRACTING CO.,601 40th  Street,Brooklyn,NY,11232,917-365-1394,718-871-7688,Newton Decampos,Y,N,Y,N,06/10/2013
09300,TILE,"NORTH-EAST CONSTRUCTION & MANAGEMENT SERVICES, INC.",830 Coney Island Avenue,Brooklyn,NY,11218,718-826-6700,718-826-6704,Abdul K. Sageer,Y,N,N,N,06/30/2013
09300,TILE,NYC Design Group Inc.,57-23 163 Street,Fresh Meadows,NY,11365,646-533-3301,718-359-1731,Raymond Saavedra,Y,N,N,N,09/12/2015
09300,TILE,PMY CONSTRUCTION CORP.,718 Columbia Avenue,North Bergen,NJ,07047,201-526-8350,201-526-8350,Dilip Patel,Y,Y,Y,N,06/23/2013
09300,TILE,QuinnCo Of NY Inc.,22-11  128th Street,College Point,NY,11356,917-337-4606,718-321-0334,John Quinn,N,N,N,N,10/28/2013
09300,TILE,Red & Blue Construction Corp.,677 Ashford Street,Brooklyn,NY,11207,718-484-0188,718-715-0502,Muhammad Sajid,Y,N,N,N,12/07/2014
09300,TILE,"RUKH ENTERPRISES, INC.",965 TYRUS COURT,NORTH MERRICK,NY,11566,516-564-4352,516-565-3856,HARJEET SINGH,Y,N,Y,N,12/23/2013
09300,TILE,"SHERLAND & FARRINGTON, INC.",253 W 28th Street,NEW YORK,NY,10001,212-206-7500,212-206-7517,Rachel Eschenasy,N,N,N,Y,03/11/2013
09300,TILE,"SIG CONTRACTING, CORP",1019 38th Street,Brooklyn,NY,11219,718-855-4756,347-823-2249,Izzy Goldberg,N,N,N,N,08/24/2014
09300,TILE,Sirrye Construction Corporation,27-20  40th Avenue,Long Island City,NY,11101,917-406-2690,212-202-4583,Perpetua Pierre,Y,Y,N,N,05/19/2014
09300,TILE,The Williamsburg Company,225  Third Ave,Brooklyn,NY,11217,917-440-4523,718-923-1603,Keith A. Williams,Y,N,N,N,05/04/2015
09300,TILE,"V.A.L. FLOORS, INC.",555 Gotham Parkway,Carlstadt,NJ,07072,201-617-7900,201-617-0508,VITO LUPPINO,N,N,N,N,11/19/2015
09300,TILE,"Walker Contractors, Inc.",8 Blue Bird Road,Chestnut Ridge,NY,10952,917-446-2843,845-426-0202,Garfield Walker,N,N,N,N,03/08/2013
09300,TILE,WEBNEST CONSTRUCTION COMPANY,345 Litchfield Ave,Elmont,NY,11003,516-326-4515,516-328-2559,Shazia Anjum,Y,N,N,N,03/30/2015
,,,,,,,,,,,,,,
09400,TERRAZZO,AMADEUS MARBLE & GRANITE CORP.,12-14 38th AVENUE,LONG ISLAND CITY,NY,11101,718-472-4300,718-472-5515,C. Morogiannis,N,Y,N,N,05/11/2013
09400,TERRAZZO,BAYBRENT CONSTRUCTION CORP.,1637 SYCAMORE AVENUE,BOHEMIA,NY,11716,631-563-4500,631-563-1764,Richard Hoshino,Y,N,N,Y,10/31/2015
09400,TERRAZZO,"D. MAGNAN & CO., INC.",32 CORTLANDTSTREET,MOUNT VERNON,NY,10550,914-664-0700,914-664-4499,MICHAEL MAGNAN,N,N,N,N,08/25/2014
09400,TERRAZZO,"KRISSTONE, LLC",472 E. Westfield Avenue,Roselle Park,NJ,07204,908-620-9700,908-620-9764,Michelle Miranda,N,N,N,Y,09/24/2015
09400,TERRAZZO,"SPECIALTY FLOORING SYSTEMS, INC.",600 Montrose Avenue,South Plainfield,NJ,07080,732-316-2000,732-316-2424,Michelle Vilardi,N,N,N,Y,09/30/2014
,,,,,,,,,,,,,,
09510,ACOUSTICAL TREATMENT,711 NEW YORK PAINTING & DECORATING,41-12 24th Street,LONG ISLAND CITY,NY,11101,718-784-7775,718-784-1222,George Zelaya,N,N,N,N,07/19/2014
09510,ACOUSTICAL TREATMENT,"AARCO Restoration and Construction Services, Inc.",50 Gear Avenue,Lindenhurst,NY,11757,631-586-5900,631-586-5910,Christine Scalice,N,N,N,N,02/26/2016
09510,ACOUSTICAL TREATMENT,"AC DRYWALL SYSTEMS, INC.",9 Windingwood Road North,Rye Brook,NY,10573,914-937-2260,914-937-2294,Larry Pomara,N,N,N,N,10/14/2013
09510,ACOUSTICAL TREATMENT,Arata Construction Ltd.,28 May Walk,Long Beach,NY,11561,516-889-2686,516-889-9179,Edward Arata,N,Y,N,N,12/30/2013
09510,ACOUSTICAL TREATMENT,ATO CONTRACTING CORPORATION,921 71ST STREET,Brooklyn,NY,11228,718-259-1730,718-259-0480,Annette Kraljev,N,Y,N,N,06/22/2015
09510,ACOUSTICAL TREATMENT,BDW WALL CORP.,423 95TH STREET,BROOKLYN,NY,11209,718-745-7920,718-745-4438,Dennis Kakeh,N,N,N,Y,01/07/2014
09510,ACOUSTICAL TREATMENT,CAPABLE CONSTRUCTION CORP,538  East 21 Street,Brooklyn,NY,11226,718-826-0877,718-826-0877,Fritz Jean Pierre,Y,N,N,N,10/20/2014
09510,ACOUSTICAL TREATMENT,CCC Custom Carpentry Corporation,50 Bethpage Road,Hicksville,NY,11801,516-931-5200,516-931-5240,MaryRose Rafferty,N,N,N,Y,07/18/2014
09510,ACOUSTICAL TREATMENT,"Ceiling Solutions, Inc.",171 N Ethel Ave,Hawthorne,NJ,07506,973-423-1655,973-423-0338,Todd Abrams,N,N,N,N,07/08/2013
09510,ACOUSTICAL TREATMENT,"CERTIFIED INTERIORS, INC.",25 ANDREA ROAD,HOLBROOK,NY,11741,631-225-1300,631-225-1482,ROBERT A. LEVEY,N,N,N,Y,03/30/2013
09510,ACOUSTICAL TREATMENT,CITIZEN GENERAL CONTRACTORS INC.,2081 East 57 Street,BROOKLYN,NY,11234,347-922-4800,718-377-3315,Mustansar Bhatti,Y,N,N,N,09/21/2013
09510,ACOUSTICAL TREATMENT,Combined Resources Interiors Inc.,101 Sheer Plaza,Plainview,NY,11803,516-777-1159,516-777-1083,Susan Postel,N,N,N,Y,07/12/2014
09510,ACOUSTICAL TREATMENT,CORPORATE CONSTRUCTION & PROJECT,1034 Sipp Avenue,Medford,NY,11763,631-730-6249,646-349-3050,Catherine Jallim,Y,Y,N,N,06/27/2015
09510,ACOUSTICAL TREATMENT,Crossroads Construction Corp.,646 Middle Country Road,St. James,NY,11780,631-366-3006,631-366-3008,Terrence Revere,N,N,N,N,05/17/2014
09510,ACOUSTICAL TREATMENT,CURTIS PARTITION CORPORATION,505 Eighth Avenue,New York,NY,10018,646-315-6719,646-315-6701,Ajay Narula,Y,N,N,Y,04/17/2013
09510,ACOUSTICAL TREATMENT,"DONALDSON INTERIORS, INC.",150 Wireless Blvd.,Hauppauge,NY,11788,631-952-0800,631-952-7800,Douglas Donaldson,N,N,N,Y,12/10/2013
09510,ACOUSTICAL TREATMENT,"Easy Group Contracting, Inc.",8 Lincoln Blvd,Bethpage,NY,11714,516-554-9389,516-558-1158,Antoine Nassour,N,N,Y,N,11/16/2013
09510,ACOUSTICAL TREATMENT,Elite Partitions Plus Inc.,761-13 Coates Avenue,Holbrook,NY,11741,631-285-7222,212-532-6678,Catherine Guida,N,N,N,N,12/13/2015
09510,ACOUSTICAL TREATMENT,"ESS & VEE ACOUSTICAL CONTRACTORS, INC",23-30   50  TH  AVE,long  Island  CIty,NY,11101,718-786-1100,718-361-5327,Anthony  J Verdera,N,N,N,N,12/15/2013
09510,ACOUSTICAL TREATMENT,EUROTECH CONSTRUCTION CORP.,532 WEST 30TH STREET,NEW YORK,NY,10001,212-594-7474,212-594-1849,ROSEMARY DEVLIN,N,Y,N,Y,03/23/2013
09510,ACOUSTICAL TREATMENT,Golden Development & Construction Corp.,26 Court Street,Brooklyn,NY,11242,718-875-1690,718-404-0176,Anthony Clouden,Y,N,N,N,02/26/2016
09510,ACOUSTICAL TREATMENT,"Greenebuild, LLC",390A Lafayette Avenue,Brooklyn,NY,11238,917-562-0556,917-562-0556,Winston Greene,N,N,N,N,06/20/2015
09510,ACOUSTICAL TREATMENT,"Hannah Services, Inc.",247 West 37th,New York,NY,10018,917-295-8731,917-677-7133,Mark B. Rogers,Y,N,N,N,05/24/2014
09510,ACOUSTICAL TREATMENT,ISLAND ACOUSTICS LLC,518 Johnson Ave.,Bohemia,NY,11716,631-234-4500,631-234-4511,Laura Hamilton,N,N,N,Y,03/31/2013
09510,ACOUSTICAL TREATMENT,"ISLAND DIVERSIFIED, INC.",1191 Scott Avenue,CALVERTON,NY,11933,631-953-6990,631-953-6990,Alba E. Haase,N,N,N,N,04/26/2013
09510,ACOUSTICAL TREATMENT,JACOBSON & COMPANY INC,1079 E. GRAND STREET,ELIZABETH,NJ,07207,908-355-5200,908-355-8680,Jonathan Burt,N,N,N,Y,04/04/2014
09510,ACOUSTICAL TREATMENT,JD Consulting LLC,199 Broadway,Huntington Station,NY,11746,631-549-1338,631-549-1309,Christine Boccia,N,Y,N,Y,12/06/2014
09510,ACOUSTICAL TREATMENT,"KAPRIS, INC",56 Spring Street,Edison,NJ,08820,732-494-2333,848-260-0184,Inderjeet Singh,Y,N,N,N,08/10/2013
09510,ACOUSTICAL TREATMENT,"KNIGHT CONSTRUCTION, INC.",1921 Pilgrim Avenue,Bronx,NY,10465,347-400-1929,718-828-0466,Raul Javier,Y,N,Y,N,11/08/2013
09510,ACOUSTICAL TREATMENT,NATIONAL ACOUSTICS INC.,515 WEST 36TH STREET,NEW YORK,NY,10018,212-695-1252,212-695-4539,Bill Jessop,N,N,N,Y,04/17/2013
09510,ACOUSTICAL TREATMENT,"NATIONAL INTERIORS, INC.",145 PALISADE STREET,DOBBS FERRY,NY,10522,914-478-9200,914-478-9199,Steve Keriakos,N,N,N,Y,09/07/2013
09510,ACOUSTICAL TREATMENT,Nikhi Contracting Corp,324 Gill Lane,Iselin,NJ,08830,917-340-4701,908-450-4619,Vijay Kamarajugadd,Y,N,N,N,10/17/2015
09510,ACOUSTICAL TREATMENT,"O'KANE CONSTRUCTION, INC.",55 WEST RAILROAD AVENUE,GARNERVILLE,NY,10923,845-786-3226,845-786-7241,Christine Smith,N,N,N,N,07/21/2013
09510,ACOUSTICAL TREATMENT,"Phoenix Interior Contracting Co., Inc.",1713 Eighth Ave,Brooklyn,NY,11215,718-788-5600,718-788-5601,Thomas DiMarco,N,N,N,N,01/11/2016
09510,ACOUSTICAL TREATMENT,Pisgah Builders Inc.,8829  Ft. Hamilton Parkway,Brooklyn,NY,11209,917-687-5841,347-492-0175,Mark T. Choice Sr.,Y,N,N,N,01/18/2016
09510,ACOUSTICAL TREATMENT,"Prince Carpentry, Inc.",1615 Northern Blvd.,Manhasset,NY,10030,516-365-3232,516-365-3434,KENNETH VOSS,N,N,N,Y,09/08/2014
09510,ACOUSTICAL TREATMENT,"SAI SERVICES, INC.",265 U.S. Highway 46,Totowa,NJ,07512,732-355-1395,973-837-8402,Babu Sanji,Y,N,N,N,04/08/2014
09510,ACOUSTICAL TREATMENT,SESSA PLASTERING CORP.,139 Toledo Street,Farmingdale,NY,11735,631-752-8667,631-752-3921,Antonio Sessa,N,N,N,N,12/01/2014
09510,ACOUSTICAL TREATMENT,"T. STEELE CONSTRUCTION, INC.",109 Herricks Road,Garden City Park,NY,11040,516-568-2809,516-775-5641,Pam DiMarco,N,N,N,N,07/26/2014
09510,ACOUSTICAL TREATMENT,Valsen Construction Corp,95  Brightside Ave,Central Islip,NY,11722,631-582-6888,631-582-6312,Cathy Killourhy,N,N,N,N,10/20/2013
09510,ACOUSTICAL TREATMENT,"VIBRATION PRODUCTS, INC.",1783  Kenny Road,Columbus,OH,43212,614-486-5961,614-486-6961,Hesper Stover,N,N,N,N,10/22/2015
,,,,,,,,,,,,,,
09545,SPECIAL SURFACES,"HANOVER SPECIALITIES, INC.",35 Feldland Street,Bohemia,NY,11716,631-231-1300,631-231-1329,Steve Noskin,N,N,N,N,01/04/2014
09545,SPECIAL SURFACES,M7 Corporation,3134 Route 82,Verbank,NY,12585,845-677-8873,845-677-3878,David Mongon,Y,Y,N,N,05/31/2014
09545,SPECIAL SURFACES,"PIONEER LANDSCAPING & ASPHALT PAVING ,Inc",168 TownLine Rd,Kings Park,NY,11754,631-269-4300,631-269-5827,Elsie Wilmer,N,N,N,Y,04/15/2014
09545,SPECIAL SURFACES,PlaySafe Turf & Track Ltd.,309 E. Lincoln Street,Ithaca,NY,14850,607-277-0024,607-277-0027,Jill Humiston,N,N,N,N,04/05/2014
09545,SPECIAL SURFACES,Pro Grass LLC,960 Penn Ave,Pittsburgh,PA,15222,412-434-6003,412-391-2270,William F. McLay,N,N,N,Y,01/25/2014
09545,SPECIAL SURFACES,SAFETY 1ST PLAYGROUNDS INC.,23 WASHINGTON AVENUE,HICKSVILLE,NY,11801,516-582-4877,516-622-4499,RAMON RODRIGUEZ,N,N,N,N,06/08/2014
,,,,,,,,,,,,,,
09600,STONE FLOORING,AMADEUS MARBLE & GRANITE CORP.,12-14 38th AVENUE,LONG ISLAND CITY,NY,11101,718-472-4300,718-472-5515,C. Morogiannis,N,Y,N,N,05/11/2013
09600,STONE FLOORING,ARTISAN STONEWORKS CORP.,211 Brook Avenue,Deer Park,NY,11729,631-242-9819,631-242-9412,Michael Gusman,N,N,N,N,07/22/2014
09600,STONE FLOORING,"Berardi Stone Setting, Inc.",20  Haarlem Avenue,White Plains,NY,10603,914-644-8444,914-682-6794,Isabel Infante,N,Y,N,Y,01/25/2014
09600,STONE FLOORING,"KRISSTONE, LLC",472 E. Westfield Avenue,Roselle Park,NJ,07204,908-620-9700,908-620-9764,Michelle Miranda,N,N,N,Y,09/24/2015
09600,STONE FLOORING,"MGC STONE CO., INC.",740 Washington Ave. REAR,Belleville,NJ,07109,973-751-5882,973-751-0788,Paula Moliterno,N,N,N,Y,07/29/2013
,,,,,,,,,,,,,,
09610,FLOOR TREATMENT,Re:Source New Jersey Inc,ReSource New Jersey Inc 66 For,Denville,NJ,07834,973-625-0715,973-625-1487,Peter DeBenedetto,N,N,N,Y,11/09/2015
,,,,,,,,,,,,,,
09620,SPECIAL FLOORING,"CLASSIC FLOOR FINISHING, INC.",150 Cooper Road,West Berlin,NJ,08091,856-719-1919,856-719-9393,Doug Harvey,N,N,N,N,01/26/2015
09620,SPECIAL FLOORING,"DYNAMIC SPORTS CONSTRUCTION, INC.",301 Sonny Drive,Leander,TX,78641,512-260-6722,512-260-9118,Melissa lowdermilk,N,N,N,N,02/11/2016
09620,SPECIAL FLOORING,ELITE FLOORS INC,691 SAW MILL RIVER ROAD,YONKERS,NY,10710,914-965-2515,914-965-1235,Carol Duffy,N,N,N,N,06/15/2015
09620,SPECIAL FLOORING,HOFFMAN FLOOR COVERING CORP.,2 COMMERCE DRIVE,FARMINGDALE,NY,11735,631-454-8011,631-454-8013,Andrew Hoffman,N,N,N,N,03/29/2015
09620,SPECIAL FLOORING,"MATHUSEK, INCORPORATED",25 IRON HORSE ROAD,OAKLAND,NJ,07436,201-405-0004,201-405-0044,H. Warren Mathusek,N,N,N,N,02/01/2014
,,,,,,,,,,,,,,
09630,UNIT MASONRY FLOORING,EUROTECH CONSTRUCTION CORP.,532 WEST 30TH STREET,NEW YORK,NY,10001,212-594-7474,212-594-1849,ROSEMARY DEVLIN,N,Y,N,Y,03/23/2013
,,,,,,,,,,,,,,
09640,WOOD FLOORING,"147TH STREET HOMES, INC",115-38 222nd Street,Cambria Heights,NY,11411,718-712-1862,888-818-3237,Geraldean Sartor,Y,Y,Y,N,04/29/2013
09640,WOOD FLOORING,A.M.P. CONSTRUCTION CORP.,22  Illinois Avenue,Bronxville,NY,10708,914-319-3989,914-346-5927,Patrick O'Neill,N,N,Y,N,11/23/2014
09640,WOOD FLOORING,Approved General Contracting Inc.,431 East 82nd Street,New York,NY,10028,646-706-3564,212-734-1387,Jose Fernando Garc,Y,N,N,N,04/14/2013
09640,WOOD FLOORING,ARCHITECTURAL FLOORING RESOURCE INC,135 West 27th Street,New York,NY,10001,212-290-0200,212-290-2855,Selina Ramoutar,N,N,N,N,04/06/2013
09640,WOOD FLOORING,"BITA, INC.",150 West End Avenue,New York,NY,10023,212-316-9000,212-380-6300,Fatemeh Modarres,N,Y,N,N,08/27/2013
09640,WOOD FLOORING,"Books 4 My Children.com, Inc",1940  Deer Park Ave,Deer Park,NY,11729,631-236-9783,631-546-5399,Vanessa Braxton,Y,Y,N,N,08/05/2013
09640,WOOD FLOORING,CARPET FASHIONS FLOOR COVERINGS,501 Fifth Avenue,NEW YORK,NY,10017,212-683-1888,212-683-4074,William Seyler,N,N,N,N,06/15/2013
09640,WOOD FLOORING,"CLASSIC FLOOR FINISHING, INC.",150 Cooper Road,West Berlin,NJ,08091,856-719-1919,856-719-9393,Doug Harvey,N,N,N,N,01/26/2015
09640,WOOD FLOORING,DK Construction & Unique Wood Floor Specialist Inc.,135-34  ROCKAWAY BLVD,SOUTH OZONE PARK,NY,11420,718-641-2878,718-641-2807,MAHARANI KHEMRAJ,Y,Y,Y,N,06/01/2014
09640,WOOD FLOORING,Floor Expo LTD,3500  hampton Road,Oceanside,NY,11572,516-887-6824,516-809-7022,Jodi Albanese,N,N,N,N,09/25/2015
09640,WOOD FLOORING,Foxy Floors Corp,9 Kulick Road,Fairfield,NJ,07004,973-287-6216,973-287-6261,Lois Hatton,N,N,N,N,06/07/2014
09640,WOOD FLOORING,"HAYWOOD BERK FLOOR CO., INC.",414-416 WEST BROADWAY,NEW YORK,NY,10012,212-242-0047,212-242-0995,ROGER BERK,N,N,N,N,12/20/2015
09640,WOOD FLOORING,"J.J. CURRAN & SON, INC.",501 SOUTH PEARL STREET,ALBANY,NY,12202,518-434-8110,518-434-8249,Sherry McClenahan,N,N,N,N,11/15/2015
09640,WOOD FLOORING,"Keystone Construction & Development, Inc.",372  N. Main St.,Lodi,NJ,07644,201-803-4500,973-777-6021,Andy Alvarez,Y,N,N,N,06/10/2013
09640,WOOD FLOORING,KLEPP WOOD FLOORING CORP.,19 HOBBY STREET,PLEASANTVILLE,NY,10570,914-773-0100,914-741-0101,Evelyn Brown,N,N,N,N,09/13/2013
09640,WOOD FLOORING,MAMAIS CONTRACTING CORP.,256  West 124th Street,NEW YORK,NY,10027,212-865-1666,212-316-3921,Stavroula Mamais-L,N,Y,N,N,08/05/2013
09640,WOOD FLOORING,"MATHUSEK, INCORPORATED",25 IRON HORSE ROAD,OAKLAND,NJ,07436,201-405-0004,201-405-0044,H. Warren Mathusek,N,N,N,N,02/01/2014
09640,WOOD FLOORING,"NATIONAL INTERIORS, INC.",145 PALISADE STREET,DOBBS FERRY,NY,10522,914-478-9200,914-478-9199,Steve Keriakos,N,N,N,Y,09/07/2013
09640,WOOD FLOORING,Nikhi Contracting Corp,324 Gill Lane,Iselin,NJ,08830,917-340-4701,908-450-4619,Vijay Kamarajugadd,Y,N,N,N,10/17/2015
09640,WOOD FLOORING,"PYRAMID FLOOR COVERING, INC.",38 HARBOR PARK DRIVE,PORT WASHINGTON,NY,11050,516-932-7200,516-932-7216,Tammy Dreher,N,N,N,N,04/19/2014
09640,WOOD FLOORING,"R & R FLOORS, LLC",48 Ithaca Ave,Atlantic Beach,NY,11509,516-239-6822,516-371-2006,Richard Diamond,N,N,Y,N,04/14/2013
09640,WOOD FLOORING,Re:Source New Jersey Inc,ReSource New Jersey Inc 66 For,Denville,NJ,07834,973-625-0715,973-625-1487,Peter DeBenedetto,N,N,N,Y,11/09/2015
