BORO,BLOCK,LOT,PARCEL_NAME,PARCEL_ADDRESS,JURIS,Jurisdiction Description,RPAD,RPAD_DESCRIPTION,PROP_FRONT,PROP_DEPTH,PROP_SQFT,IRREG,BLD_FRONT,BLD_DEPTH,BLD_SQFT,NUM_BLD,FLOORS,CD,COUNCIL_DISTRICT,COUNCILMEMBER_NAME,PR_ZONE,OV_ZONE,SD_ZONE,BBL,WATERFRONT,URBAN RENEWAL SITE,Agency,Owned/Leased,Primary Use Text,Final Commitment Text,Agreement (Lease-Out)
4,12331,449,,115 AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V0,VACANT LAND,,60,36,,,,,,,12,27,"LEROY G. COMRIE, JR",R3-2,,,4123310449,,,DCAS,O,NO USE-VACANT LAND,,
4,12332,154,,11438 169 STREET,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,B3,TWO FAM/CONVERT FROM ONE FAM,26,100,2625,,16,36,1449,1,2,12,27,"LEROY G. COMRIE, JR",R3-2,,,4123320154,,,HPD,O,IN USE-RES STRUCTURE,FINAL COMMITMNT-DISP,SHORT-TERM AGREEMENT
4,12335,49,HS FOR LAW ENF. & PUB. SAFETY,11601 GUY R BREWER BOULEVARD,EDUC,DEPT OF EDUCATION,W1,PUBLIC ELEMENTARY JR & SR HS,584,307,91800,I,150,150,189693,1,6,12,27,"LEROY G. COMRIE, JR",R3-2,C1-2,,4123350049,,,EDUC,O,ACADEMIC HIGH SCHOOL,,
4,12341,14,PLGD ADDITION TO PS 140,167 STREET,EDUC,DEPT OF EDUCATION,V9,VACANT LAND/MISC,50,200,15000,I,,,,,,12,27,"LEROY G. COMRIE, JR",R3-2,,,4123410014,,,EDUC,O,PLAYGROUND,,
4,12341,31,PS 140 & PLAYGROUND,0  116 AVENUE,EDUC,DEPT OF EDUCATION,W1,PUBLIC ELEMENTARY JR & SR HS,200,410,75000,I,78,180,50800,2,3,12,27,"LEROY G. COMRIE, JR",R3-2,,,4123410031,,,EDUC,O,ELEMENTARY SCHOOL,,
4,12357,41,,SMITH STREET,DOT,DEPT OF TRANSPORTATION,V9,VACANT LAND/MISC,87,58,3500,I,,,,,,12,27,"LEROY G. COMRIE, JR",R3-2,,,4123570041,,,DOT,O,ROAD/HIGHWAY,,
4,12363,101,,118 ROAD,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,50,39,800,I,,,,,,12,27,"LEROY G. COMRIE, JR",R3-2,,,4123630101,,,DCAS,O,NO USE-VACANT LAND,,
4,12374,33,,VICTORIA DRIVE,DOT,DEPT OF TRANSPORTATION,V9,VACANT LAND/MISC,33,159,5247,I,,,,,,12,27,"LEROY G. COMRIE, JR",R3-2,,,4123740033,,,DOT,O,ROAD/HIGHWAY,,
4,12375,62,LOCUST MANOR CIVIC ASSOC GDN,120 AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,38,65,1050,I,,,,,,12,27,"LEROY G. COMRIE, JR",R3-2,,,4123750062,,,PARKS,O,COMMUNITY GARDEN,,
4,12375,220,LOCUST MANOR CIVIC ASSOC GARD,120 AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,74,63,3000,I,,,,,,12,27,"LEROY G. COMRIE, JR",R3-2,,,4123750220,,,PARKS,O,COMMUNITY GARDEN,,
4,12382,29,,BAISLEY BOULEVARD,DOT,DEPT OF TRANSPORTATION,V9,VACANT LAND/MISC,74,89,6586,,,,,,,12,27,"LEROY G. COMRIE, JR",R3-2,,,4123820029,,,DOT,O,ROAD/HIGHWAY,,
4,12388,325,,172 STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,12,15,96,I,,,,,,12,27,"LEROY G. COMRIE, JR",R3-2,,,4123880325,,,DCAS,O,NO USE-VACANT LAND,,
4,12406,1,ST ALBANS PLAYGROUND,175 PLACE,PARKS,DEPT OF PARKS & RECREATION,Q1,PARKS,281,475,154540,I,10,15,400,1,1,12,27,"LEROY G. COMRIE, JR",PARK,,,4124060001,,,PARKS,O,PLAYGRND/SPORTS AREA,,
4,12406,20,ROY WILKINS-SOUTHERN QNS PARK,17256 BAISLEY BOULEVA,PARKS,DEPT OF PARKS & RECREATION,I1,"HOSP, SANITARIUMS, MENTAL INST",103,187,25000,I,,,,,,12,27,"LEROY G. COMRIE, JR",PARK,,,4124060020,,,PARKS,O,COMMUNITY PARK,,
4,12406,116,ROY WILKINS SOUTHERN QNS.PARK,116 AVENUE,PARKS,DEPT OF PARKS & RECREATION,V1,VACANT LAND,23,100,5741,I,,,,,,12,27,"LEROY G. COMRIE, JR",PARK,,,4124060116,,,PARKS,O,COMMUNITY PARK,,
4,12406,180,ROY WILKINS-SOUTHERN QNS PARK,11705 MERRICK BOULEVA,PARKS,DEPT OF PARKS & RECREATION,Q1,PARKS,725,1218,2284900,I,50,60,50000,2,5,12,27,"LEROY G. COMRIE, JR",PARK,,,4124060180,,,PARKS,O,COMMUNITY PARK,,
4,12406,181,ROY WILKINS-SOUTHERN QNS. PARK,0  116 AVENUE,PARKS,DEPT OF PARKS & RECREATION,V1,VACANT LAND,167,54,3006,I,,,,,,12,27,"LEROY G. COMRIE, JR",PARK,,,4124060181,,,PARKS,O,COMMUNITY PARK,,
4,12406,182,ROY WILKINS-SOUTHERN QNS. PARK,116 AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,34,66,2272,,,,,,,12,27,"LEROY G. COMRIE, JR",PARK,,,4124060182,,,PARKS,O,COMMUNITY PARK,,
4,12437,75,,LOVINGHAM PLACE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,31,56,1740,I,,,,,,12,27,"LEROY G. COMRIE, JR",R3-2,,,4124370075,,,DCAS,O,NO USE-VACANT LAND,,
4,12439,25,PLGD FOR PS 36,LINDEN BLVD,EDUC,DEPT OF EDUCATION,V5,VACANT LAND/SCHOOL SITE OR YARD,94,65,3120,,,,,,,12,27,"LEROY G. COMRIE, JR",R5D,C1-3,,4124390025,,,EDUC,O,PLAYGROUND,,
4,12439,32,PS 36 MINI-SCHOOL,187-01 FOCH BOULEVARD,EDUC,DEPT OF EDUCATION,W1,PUBLIC ELEMENTARY JR & SR HS,258,213,74693,I,170,59,36750,2,3,12,27,"LEROY G. COMRIE, JR",R3-2,C1-3,,4124390032,,,EDUC,O,ELEMENTARY SCHOOL,,
4,12455,202,,119 DRIVE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,6,100,607,,,,,,,12,27,"LEROY G. COMRIE, JR",R3-2,,,4124550202,,,DCAS,O,NO USE-VACANT LAND,,
4,12458,368,,180 STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,5,90,450,,,,,,,12,27,"LEROY G. COMRIE, JR",R3-2,,,4124580368,,,DCAS,O,NO USE-VACANT LAND,,
4,12470,70,,BAISLEY BOULEVA,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,28,16,199,I,,,,,,12,27,"LEROY G. COMRIE, JR",R3A,,,4124700070,,,DCAS,O,NO USE-VACANT LAND,,
4,12476,146,,ZOLLER ROAD,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V1,VACANT LAND,5,280,1400,,,,,,,12,27,"LEROY G. COMRIE, JR",R4,,,4124760146,,,DCAS,O,NO USE-VACANT LAND,,
4,12477,63,,EVELETH ROAD,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V1,VACANT LAND,77,100,5000,I,,,,,,12,27,"LEROY G. COMRIE, JR",R3-2,,,4124770063,,,DCAS,O,NO USE-VACANT LAND,,
4,12495,45,P.D. 113TH PCT. STATION HOUSE,16702 BAISLEY BOULEVARD,NYPD,POLICE DEPARTMENT,Y2,GOV'T INSTALLATIONS/POLICE DEPT,311,418,43560,I,89,125,22250,1,1,12,28,RUBEN WILLS,R6,,,4124950045,,,NYPD,O,POLICE STATION,,
4,12495,65,PS 30 AND PLAYGROUND (JOP),126-10 BEDELL STREET,JOP,JOINTLY OWNED PLAYGROUND,W1,PUBLIC ELEMENTARY JR & SR HS,260,323,92060,I,184,300,165600,1,3,12,28,RUBEN WILLS,R6,,,4124950065,,,PARKS,O,PLAYGRND/SPORTS AREA,,
4,12495,65,PS 30 AND PLAYGROUND (JOP),126-10 BEDELL STREET,JOP,JOINTLY OWNED PLAYGROUND,W1,PUBLIC ELEMENTARY JR & SR HS,260,323,92060,I,184,300,165600,1,3,12,28,RUBEN WILLS,R6,,,4124950065,,,EDUC,O,ELEMENTARY SCHOOL,,
4,12495,166,PS 80 AND PLAYGROUND (JOP),171-05  137 AVENUE,JOP,JOINTLY OWNED PLAYGROUND,W1,PUBLIC ELEMENTARY JR & SR HS,273,367,108900,I,243,288,94794,1,3,12,28,RUBEN WILLS,R6,C2-2,,4124950166,,,PARKS,O,PARK,,
4,12495,166,PS 80 AND PLAYGROUND (JOP),171-05  137 AVENUE,JOP,JOINTLY OWNED PLAYGROUND,W1,PUBLIC ELEMENTARY JR & SR HS,273,367,108900,I,243,288,94794,1,3,12,28,RUBEN WILLS,R6,C2-2,,4124950166,,,EDUC,O,ELEMENTARY SCHOOL,,
4,12495,175,ROCHDALE VILLAGE BRANCH LIBRAR,169-09  137 AVENUE,QPL,QUEENS PUBLIC LIBRARY,P8,LIBRARY,220,169,21780,I,147,86,6688,1,1,12,28,RUBEN WILLS,R6,C2-2,,4124950175,,,QPL,O,BRANCH LIBRARY,,
4,12495,260,ROCHDALE PARK,133-39 GUY R BREWER BOULEVARD,PARKS,DEPT OF PARKS & RECREATION,Q1,PARKS,167,635,362461,I,65,65,3025,1,1,12,28,RUBEN WILLS,PARK,,,4124950260,,,PARKS,O,RECREATIONL FACILITY,,
4,12495,270,JHS 72 & PLAYGROUND,133-25 GUY BREWER BOULEVARD,JOP,JOINTLY OWNED PLAYGROUND,W1,PUBLIC ELEMENTARY JR & SR HS,263,494,161277,I,198,384,304128,1,4,12,28,RUBEN WILLS,R6,,,4124950270,,,EDUC,O,INTERMEDIATE SCHOOL,,
4,12495,270,JHS 72 & PLAYGROUND,133-25 GUY BREWER BOULEVARD,JOP,JOINTLY OWNED PLAYGROUND,W1,PUBLIC ELEMENTARY JR & SR HS,263,494,161277,I,198,384,304128,1,4,12,28,RUBEN WILLS,R6,,,4124950270,,,PARKS,O,PARK,,
4,12516,145,,MERRICK BLVD,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,10,17,170,,,,,,,12,27,"LEROY G. COMRIE, JR",C8-1,,,4125160145,,,DCAS,O,NO USE-VACANT LAND,,
4,12524,66,,128 AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V1,VACANT LAND,1,8,7,I,,,,,,12,27,"LEROY G. COMRIE, JR",R3-2,,,4125240066,,,DCAS,O,NO USE-VACANT LAND,,
4,12525,30,,126 AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V1,VACANT LAND,56,77,4312,,,,,,,12,27,"LEROY G. COMRIE, JR",R3-2,,,4125250030,,,DCAS,O,NO USE-VACANT LAND,,
4,12529,182,RAILROAD PARK,176 STREET,PARKS,DEPT OF PARKS & RECREATION,Q1,PARKS,477,77,686900,I,,,,,,12,27,"LEROY G. COMRIE, JR",PARK,,,4125290182,,,PARKS,O,PARK,,
4,12535,60,,130 AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V0,VACANT LAND,46,79,1817,I,,,,,,12,27,"LEROY G. COMRIE, JR",R3-2,,,4125350060,,,DCAS,O,NO USE-VACANT LAND,,
4,12537,60,,177 STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V1,VACANT LAND,48,100,4867,,,,,,,12,27,"LEROY G. COMRIE, JR",R3-2,,,4125370060,,,DCAS,O,NO USE-VACANT LAND,,
4,12540,80,,178 PLACE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V1,VACANT LAND,30,200,9037,I,,,,,,12,27,"LEROY G. COMRIE, JR",R3-2,,,4125400080,,,DCAS,O,NO USE-VACANT LAND,,
4,12546,59,,FARMERS BOULEVA,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V1,VACANT LAND,10,60,600,,,,,,,12,27,"LEROY G. COMRIE, JR",R3-2,,,4125460059,,,DCAS,O,NO USE-VACANT LAND,,
4,12598,1,,FARMERS BOULEVARD,JOINT,JOINT JURIS AMONG CITY AGENCIES,U9,UTILITY BUREAU PROPS/MISC,349,959,,I,,,,,,12,31,"JAMES SANDERS, JR",R3-2,,,4125980001,,,DOT,O,OTHER TRANS FACILITY,,
4,12598,1,,FARMERS BOULEVARD,JOINT,JOINT JURIS AMONG CITY AGENCIES,U9,UTILITY BUREAU PROPS/MISC,349,959,,I,,,,,,12,31,"JAMES SANDERS, JR",R3-2,,,4125980001,,,DEP,O,WATER SUPPLY FACIL,,
4,12599,6,,LINDEN BOULEVAR,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,50,85,4273,,,,,,,12,27,"LEROY G. COMRIE, JR",R5D,C1-3,,4125990006,,,PARKS,O,COMMUNITY GARDEN,,
4,12607,118,,192 STREET,DOT,DEPT OF TRANSPORTATION,V9,VACANT LAND/MISC,34,51,885,I,,,,,,12,27,"LEROY G. COMRIE, JR",R3A,,,4126070118,,,DOT,O,ROAD/HIGHWAY,,
4,12617,40,"ENG 317, LAD 165, BAT 54",117-11 196 STREET,FIRE,FIRE DEPARTMENT,Y1,GOV'T INSTALLATIONS/FIRE DEPT,50,114,5700,,36,90,6480,1,2,12,27,"LEROY G. COMRIE, JR",R4A,C1-3,,4126170040,,,FIRE,O,FIREHOUSE,,
4,12641,38,,NASHVILLE BLVD,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,2,2,,I,,,,,,12,27,"LEROY G. COMRIE, JR",,,,4126410038,,,DCAS,O,NO USE-VACANT LAND,,
4,12642,49,,FRANCIS LEWIS B,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,12,68,810,I,,,,,,13,27,"LEROY G. COMRIE, JR",R3-1,,,4126420049,,,DCAS,O,NO USE-VACANT LAND,,
4,12642,70,,FRANCIS LEWIS B,DOT,DEPT OF TRANSPORTATION,V0,VACANT LAND,47,61,2910,I,,,,,,13,27,"LEROY G. COMRIE, JR",R3-1,,,4126420070,,,DOT,O,ROAD/HIGHWAY,,
4,12645,45,,120 STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V1,VACANT LAND,25,101,2525,,,,,,,12,27,"LEROY G. COMRIE, JR",R3A,,,4126450045,,,DCAS,O,NO USE-VACANT LAND,,
4,12646,32,,191 STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V0,VACANT LAND,1,54,43,I,,,,,,12,27,"LEROY G. COMRIE, JR",R3A,,,4126460032,,,DCAS,O,NO USE-VACANT LAND,,
4,12646,43,,120 AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V1,VACANT LAND,1,51,77,I,,,,,,12,27,"LEROY G. COMRIE, JR",R3A,,,4126460043,,,DCAS,O,NO USE-VACANT LAND,,
4,12647,35,,120 AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V0,VACANT LAND,3,100,358,,,,,,,12,27,"LEROY G. COMRIE, JR",R3A,,,4126470035,,,DCAS,O,NO USE-VACANT LAND,,
4,12654,39,,120 AVENUE,DOT,DEPT OF TRANSPORTATION,V1,VACANT LAND,50,100,5000,,,,,,,12,27,"LEROY G. COMRIE, JR",R3A,,,4126540039,,,DOT,O,ROAD/HIGHWAY,,
4,12655,25,,200 STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V1,VACANT LAND,20,100,2000,,,,,,,12,27,"LEROY G. COMRIE, JR",R3A,,,4126550025,,,DCAS,O,NO USE-VACANT LAND,,
4,12659,33,,120 AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V1,VACANT LAND,9,83,394,I,,,,,,12,27,"LEROY G. COMRIE, JR",R3A,,,4126590033,,,DCAS,O,NO USE-VACANT LAND,,
4,12663,168,,NASHVILLE BOULE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V1,VACANT LAND,5,80,400,,,,,,,12,27,"LEROY G. COMRIE, JR",R3A,,,4126630168,,,DCAS,O,NO USE-VACANT LAND,,
4,12672,1,J. ROBINSON SCH (PS 15) & PLGD,121-15 LUCAS STREET,JOP,JOINTLY OWNED PLAYGROUND,W1,PUBLIC ELEMENTARY JR & SR HS,359,250,138964,I,183,90,49410,2,3,12,27,"LEROY G. COMRIE, JR",R3A,,,4126720001,,,PARKS,O,PARK,,
4,12672,1,J. ROBINSON SCH (PS 15) & PLGD,121-15 LUCAS STREET,JOP,JOINTLY OWNED PLAYGROUND,W1,PUBLIC ELEMENTARY JR & SR HS,359,250,138964,I,183,90,49410,2,3,12,27,"LEROY G. COMRIE, JR",R3A,,,4126720001,,,EDUC,O,ELEMENTARY SCHOOL,,
4,12675,59,PUMPING STATION #46,193 STREET,DEP,DEPT OF ENVIRONMENTAL PROTECTION,U9,UTILITY BUREAU PROPS/MISC,100,100,10000,,,,,1,,12,27,"LEROY G. COMRIE, JR",R3A,,,4126750059,,,DEP,O,PUMPING STATION,,
4,12690,103,,120 AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V0,VACANT LAND,5,100,500,,,,,,,12,27,"LEROY G. COMRIE, JR",R3A,,,4126900103,,,DCAS,O,NO USE-VACANT LAND,,
4,12701,11,,NASHVILLE BLVD,DOT,DEPT OF TRANSPORTATION,V9,VACANT LAND/MISC,60,100,,,,,,,,12,31,"JAMES SANDERS, JR",,,,4127010011,,,DOT,O,ROAD/HIGHWAY,,
4,12704,69,,NASHVILLE BOULE,DOT,DEPT OF TRANSPORTATION,V0,VACANT LAND,80,100,8000,,,,,,,12,27,"LEROY G. COMRIE, JR",R2,,,4127040069,,,DOT,O,ROAD/HIGHWAY,,
4,12723,76,IS 59 & PLAYGROUND,132-55 RIDGEDALE STREET,EDUC,DEPT OF EDUCATION,W1,PUBLIC ELEMENTARY JR & SR HS,487,302,122200,I,436,70,122080,1,4,12,27,"LEROY G. COMRIE, JR",R2,,,4127230076,,,EDUC,O,INTERMEDIATE SCHOOL,,
4,12728,41,PUMPING STATION #59,13202 SPRINGFIELD BLVD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,U9,UTILITY BUREAU PROPS/MISC,100,105,10592,,,,,,,12,27,"LEROY G. COMRIE, JR",R2,,,4127280041,,,DEP,O,PUMPING STATION,,
4,12790,141,,230 STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,3,100,340,,,,,,,13,31,"JAMES SANDERS, JR",R2A,,,4127900141,,,DCAS,O,NO USE-VACANT LAND,,
4,12802,88,FREDERICK CABBELL PARK,FRANCIS LEWIS BOULEVARD,PARKS,DEPT OF PARKS & RECREATION,Q2,PLAYGROUNDS,520,560,201265,I,20,24,488,1,1,13,27,"LEROY G. COMRIE, JR",PARK,,,4128020088,,,PARKS,O,PLAYGRND/SPORTS AREA,,
4,12820,1,PS 176 & PLAYGROUND.(JOP),120-45  235 STREET,JOP,JOINTLY OWNED PLAYGROUND,W1,PUBLIC ELEMENTARY JR & SR HS,460,460,211600,I,202,206,83224,1,2,13,31,"JAMES SANDERS, JR",R2A,,,4128200001,,,PARKS,O,PLAYGROUND,,
4,12820,1,PS 176 & PLAYGROUND.(JOP),120-45  235 STREET,JOP,JOINTLY OWNED PLAYGROUND,W1,PUBLIC ELEMENTARY JR & SR HS,460,460,211600,I,202,206,83224,1,2,13,31,"JAMES SANDERS, JR",R2A,,,4128200001,,,EDUC,O,ELEMENTARY SCHOOL,,
4,12869,54,PUMPING STATION #60,,DEP,DEPT OF ENVIRONMENTAL PROTECTION,U9,UTILITY BUREAU PROPS/MISC,25,128,,I,,,,,,13,31,"JAMES SANDERS, JR",R2A,,,4128690054,,,DEP,O,PUMPING STATION,,
4,12890,2,PUMPING STATION #36,HOOK CREEK BOULEVARD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,U9,UTILITY BUREAU PROPS/MISC,333,255,,I,,,,,,13,27,"LEROY G. COMRIE, JR",R2,,,4128900002,,,DEP,O,PUMPING STATION,,
4,12891,23,,130 AVENUE,DOT,DEPT OF TRANSPORTATION,V0,VACANT LAND,55,78,4290,,,,,,,13,31,"JAMES SANDERS, JR",R2,,,4128910023,,,DOT,O,ROAD/HIGHWAY,,
4,12901,313,,223 STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,4,39,78,I,,,,,,13,31,"JAMES SANDERS, JR",R2A,,,4129010313,,,DCAS,O,NO USE-VACANT LAND,,
4,12912,38,,233 STREET,DOT,DEPT OF TRANSPORTATION,V9,VACANT LAND/MISC,20,100,2000,,,,,,,13,31,"JAMES SANDERS, JR",R2A,,,4129120038,,,DOT,O,ROAD/HIGHWAY,,
4,12913,38,,130 AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,20,100,2000,,,,,,,13,31,"JAMES SANDERS, JR",R2A,,,4129130038,,,DCAS,O,NO USE-VACANT LAND,,
4,12913,51,BED OF 235 STREET,BED OF 235 STREET,DOT,DEPT OF TRANSPORTATION,V9,VACANT LAND/MISC,45,100,4532,I,,,,,,13,31,"JAMES SANDERS, JR",R2A,,,4129130051,,,DOT,O,ROAD/HIGHWAY,,
4,12913,51,BED OF 235 STREET,BED OF 235 STREET,DOT,DEPT OF TRANSPORTATION,V9,VACANT LAND/MISC,45,100,4532,I,,,,,,13,31,"JAMES SANDERS, JR",R2A,,,4129130051,,,DCAS,O,IN USE-TENANTED,,SHORT-TERM AGREEMENT
4,12917,292,,LAURELTON PARKW,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V1,VACANT LAND,5,17,43,I,,,,,,13,31,"JAMES SANDERS, JR",R2,,,4129170292,,,DCAS,O,NO USE-VACANT LAND,,
4,12919,300,,24315 130 ROAD,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,20,90,1800,,,,,,,13,31,"JAMES SANDERS, JR",R2,,,4129190300,,,DCAS,O,NO USE-VACANT LAND,,
4,12919,310,,243 STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,1,101,102,,,,,,,13,31,"JAMES SANDERS, JR",R2,,,4129190310,,,DCAS,O,NO USE-VACANT LAND,,
4,12924,20,,132 ROAD,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,9,95,800,I,,,,,,13,31,"JAMES SANDERS, JR",R2,,,4129240020,,,DCAS,O,NO USE-VACANT LAND,,
4,12927,28,PS 132 & PLAYGROUND,218-02 132 AVENUE,EDUC,DEPT OF EDUCATION,W1,PUBLIC ELEMENTARY JR & SR HS,314,191,60280,,179,182,53100,1,3,13,31,"JAMES SANDERS, JR",R2,,,4129270028,,,EDUC,O,ELEMENTARY SCHOOL,,
4,12928,38,,132 ROAD,DOT,DEPT OF TRANSPORTATION,V9,VACANT LAND/MISC,25,97,2425,,,,,,,13,31,"JAMES SANDERS, JR",R2,,,4129280038,,,DOT,O,ROAD/HIGHWAY,,
4,12929,39,,219 STREET,DOT,DEPT OF TRANSPORTATION,V9,VACANT LAND/MISC,25,97,2425,I,,,,,,13,31,"JAMES SANDERS, JR",R2,,,4129290039,,,DOT,O,ROAD/HIGHWAY,,
4,12929,141,,219 STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V0,VACANT LAND,1,50,50,,,,,,,13,31,"JAMES SANDERS, JR",R2,,,4129290141,,,DCAS,O,NO USE-VACANT LAND,,
4,12953,250,,131 AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,10,28,140,I,,,,,,13,31,"JAMES SANDERS, JR",R2,,,4129530250,,,DCAS,O,NO USE-VACANT LAND,,
4,12956,11,,SPRINGFIELD BLV,DOT,DEPT OF TRANSPORTATION,V9,VACANT LAND/MISC,2,99,198,,,,,,,13,31,"JAMES SANDERS, JR",R5D,C2-3,,4129560011,,,DOT,O,ROAD/HIGHWAY,,
4,12957,47,,133 ROAD,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,13,200,2617,,,,,,,13,31,"JAMES SANDERS, JR",R2,,,4129570047,,,DCAS,O,NO USE-VACANT LAND,,
4,12961,10,EMS ST. 54,222-15 MERRICK BOULEVARD,FIRE,FIRE DEPARTMENT,E9,WAREHOUSES/MISCELLANEOUS,140,107,14250,I,140,42,5990,2,1,13,31,"JAMES SANDERS, JR",R5D,C2-3,,4129610010,,,FIRE,O,EMERGENCY MEDICL STN,,
4,12973,1,PS/IS 270,233-15 MERRICK BOULEVARD,EDUC,DEPT OF EDUCATION,W1,PUBLIC ELEMENTARY JR & SR HS,225,213,36900,I,,,78380,2,4,13,31,"JAMES SANDERS, JR",R3-2,C1-3,,4129730001,,,EDUC,O,ELEMENTARY SCHOOL,,
4,12973,123,,133 AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,49,60,1090,I,,,,,,13,31,"JAMES SANDERS, JR",R2A,,,4129730123,,,DCAS,O,NO USE-VACANT LAND,,
4,12981,122,,HOOK CREEK BLVD,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,9,59,270,I,,,,,,13,31,"JAMES SANDERS, JR",R2,,,4129810122,,,DCAS,O,NO USE-VACANT LAND,,
4,12983,55,,MERRICK BOULEVA,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,1,145,145,,,,,,,12,31,"JAMES SANDERS, JR",R3-2,,,4129830055,,,DCAS,O,NO USE-VACANT LAND,,
4,12986,107,,134 AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,1,92,93,,,,,,,12,31,"JAMES SANDERS, JR",R3-2,,,4129860107,,,DCAS,O,NO USE-VACANT LAND,,
4,12993,118,PS 37 & PLAYGROUND,179-37  137 AVENUE,EDUC,DEPT OF EDUCATION,W1,PUBLIC ELEMENTARY JR & SR HS,200,360,72000,,175,60,99000,1,3,12,31,"JAMES SANDERS, JR",R3-2,,,4129930118,,,EDUC,O,ELEMENTARY SCHOOL,,
4,13022,167,,WESTGATE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,20,25,500,,,,,,,12,31,"JAMES SANDERS, JR",R3-2,C1-2,,4130220167,,,DCAS,O,NO USE-VACANT LAND,,
4,13028,1,ALBERT MONTBELLIER PARK,13802 SPRINGFIELD BOULEVARD,PARKS,DEPT OF PARKS & RECREATION,Q1,PARKS,936,202,179000,I,20,30,600,1,1,12,31,"JAMES SANDERS, JR",PARK,,,4130280001,,,PARKS,O,PARK,,
