TYPE,BUS NAME,MAILING OFFICE,MAIL CITY,MSTAT,COMP PHONE,Location 1
CL.2-EXEMPT,"ASQ TRUCKING, LLC.",171 CEDAR HILL AVENUE,BELLEVILLE,NJ,(973) 844-0774,"171 CEDAR HILL AVENUE
BELLEVILLE, NJ 07109
(40.79399621737167, -74.15875750334027)"
CL.2-EXEMPT,ASTORIA CARTING CO. INC.,538 STEWART AVENUE,BROOKLYN,NY,(718) 387-2077,"538 STEWART AVENUE
BROOKLYN, NY 11222
(40.725488183953736, -73.93314239321997)"
CL.2-EXEMPT,ATLANTIC CARTING LLC.,1141 RT. 23,WAYNE,NJ,(973) 305-9400,"1141 RT
WAYNE, NJ 07470
(40.946466877644355, -74.24777693965399)"
CL.2-EXEMPT,ATLANTIC CONTRACTING SERVICE INC.,26 RAILROAD AVE. #192,BABYLON,NY,(631) 661-2242,"26 RAILROAD AVE
BABYLON, NY 11702
(40.70002605853011, -73.32357512117)"
CL.2-EXEMPT,ATLAS ROLL-OFF CORP.,95-11 147 PLACE,JAMAICA,NY,(718) 523-3000,"95 11 147 PLACE
JAMAICA, NY 11435
(40.70119264912154, -73.80979665579099)"
CL.2-EXEMPT,AUGUSIEWICZ CONTRACTING INC.,15 WASHINGTON AVE,BAYSHORE,NY,(631) 254-0032,"15 WASHINGTON AVE
BAYSHORE, NY 11706
(40.7696599123073, -73.29003018833264)"
CL.2-EXEMPT,AVALANCHE CONTRACTING INC.,46-26 METROPOLITAN AVENUE,RIDGEWOOD,NY,(718) 381-1134,"46 26 METROPOLITAN AVENUE
RIDGEWOOD, NY 11385
(40.70122489161548, -73.88334858436963)"
CL.2-EXEMPT,B R M TRUCKING II INC,2036 EAST 71ST STREET,BROOKLYN,NY,(917) 731-4596,"2036 71ST STREET
BROOKLYN, NY 11234
(40.620640520795035, -73.9083998081337)"
CL.2-EXEMPT,B.M.Y. CARTING INC.,929 DEAR STREET,BROOKLYN,NY,(718) 534-0052,"929 DEAR STREET
BROOKLYN, NY 11238
(40.67886241346963, -73.9638204696389)"
CL.2-EXEMPT,BANNER CONSTRUCTION CORP.,47 SPRUCE AVE,RIDGEFIELD PK,NJ,(201) 229-1769,"47 SPRUCE AVE
RIDGEFIELD PK, NJ 07660
(40.85624728823984, -74.02616146334032)"
CL.2-EXEMPT,BANTA  HOMES  CORP.,P.O.BOX 650454,FRESH MEADOWS,NY,(718) 264-1420,"650454 FRESH MEADOWS
NY 11365-0454
(40.73987184371066, -73.79462153515567)"
CL.2-EXEMPT,BANU CONSTRUCTION CORP.,107-35 76TH STREET,OZONE PARK QNS,NY,(718) 845-0718,"107 35 76TH STREET
OZONE PARK QNS, NY 11417
(40.6763637308016, -73.84454275534387)"
CL.2-EXEMPT,BARNUM ISLE LEASING CORP,4 PETTIT PLACE,ISLAND PARK,NY,(516) 889-4714,"4 PETTIT PLACE
ISLAND PARK, NY 11558
(40.59902786566153, -73.65440078594992)"
CL.2-EXEMPT,BAROCO CONTRACTING CORP.,577  SAW MILL RIVER ROAD,YONKERS,NY,(914) 965-5830,"577 SAW MILL RIVER ROAD
YONKERS, NY 10701
(40.95515066582327, -73.8721290895049)"
CL.2-EXEMPT,BARROCA TOOL & EQUIPMENT RENTAL CORP.,64-05 34TH AVE,WOODSIDE,NY,(718) 429-4022,"64 05 34TH AVE
WOODSIDE, NY 11377
(40.74519376448069, -73.9048471440804)"
CL.2-EXEMPT,BARRY'S CONTRACTING INC.,3917 AVENUE I,BROOKLYN,NY,(718) 377-3906,"3917 AVENUE
BROOKLYN, NY 11210
(40.62772226387142, -73.946537919989)"
CL.2-EXEMPT,BASCHNAGEL BROS INC.,P.O. BOX 160,WHITESTONE,NY,(718) 767-1919,"160 WHITESTONE
NY 11357
(40.78628404147537, -73.81123206101074)"
CL.2-EXEMPT,"BAYSTONE TRUCKING, INC",14-34 150TH STREET,WHITESTONE,NY,(718) 359-0337,"14 34 150TH STREET
WHITESTONE, NY 11357
(40.78628404147537, -73.81123206101074)"
CL.2-EXEMPT,BEDROC CONTRACTING LLC,"1000 PAGE AVENUE, 3RD FLOOR",LYNDHURST,NJ,(201) 935-6600,"1000 PAGE AVENUE
LYNDHURST, NJ 07071
(40.801396777603685, -74.1168552109515)"
CL.2-EXEMPT,BEDZET VEJSELOVSKI d/b/a EV MASONRY,169 RATHBUN AVENUE,STATEN ISLAND,NY,(718) 948-6762,"169 RATHBUN AVENUE
STATEN ISLAND, NY 10312
(40.546202052366, -74.1830093562319)"
CL.2-EXEMPT,BELLMAR CONSTRUCTION & MAINTENANCE CORP.,54-60 44TH STREET,MASPETH,NY,(718) 349-6645,"54 60 44TH STREET
MASPETH, NY 11378
(40.72145310497689, -73.90854350068196)"
CL.2-EXEMPT,BELLOSA EQUIPMENT LLC,PO BOX 235,FRANKLIN SQUARE,NY,(516) 538-5581,"235 FRANKLIN SQUARE
NY 11010
(40.70171023920788, -73.68023997990885)"
CL.2-EXEMPT,BELTOP PAVING INC.,54 LOCKWOOD AVENUE,BRONXVILLE,NY,(914) 738-2232,"54 LOCKWOOD AVENUE
BRONXVILLE, NY 10708
(40.93096296243408, -73.80636715937936)"
CL.2-EXEMPT,BENI CONSTRUCTION CO. INC.,40 - 48 JUNCTION BLVD,CORONA,NY,(718) 424-6220,"40 48 JUNCTION BLVD
CORONA, NY 11368
(40.749678220373596, -73.85304068857687)"
CL.2-EXEMPT,BERNARD VENDITTI MASONS,25 CRANFORD AVENUE,STATEN ISLAND,NY,(741) 866-7239,"25 CRANFORD AVENUE
STATEN ISLAND, NY 10306
(40.57447444962427, -74.12763973728474)"
CL.2-EXEMPT,BERWEN CONTRACTING CO. INC.,741 EAST 136 STREET,BRONX,NY,(718) 402-3800,"741 136 STREET
BRONX, NY 10454
(40.80324955437576, -73.91294865227202)"
CL.2-EXEMPT,BIG APPLE CHIMNEY LLC,54 ASTER CT,BROOKLYN,NY,(718) 648-3998,"54 ASTER CT
BROOKLYN, NY 11229
(40.59400898072821, -73.92718584080646)"
CL.2-EXEMPT,"BIG CITY PAVING & CONSTRUCTION, INC.",299 MANHATTAN STREET,STATEN ISLAND,NY,(718) 967-2700,"299 MANHATTAN STREET
STATEN ISLAND, NY 10307
(40.50304773037928, -74.2419347031907)"
CL.2-EXEMPT,BIG JOE MAURICE RUBBISH REMOVAL,926 BOYNTON AVENUE,BRONX,NY,(718) 893-8595,"926 BOYNTON AVENUE
BRONX, NY 10473
(40.822317479477896, -73.87671825313944)"
CL.2-EXEMPT,BIG MEL TRUCKING INC.,390 VERNON AVENUE APT.4A,BROOKLYN,NY,(718) 443-3312,"390 VERNON AVENUE
BROOKLYN, NY 11206
(40.69619672439676, -73.93524366975424)"
CL.2-EXEMPT,"BILTMORE CONTRACTING, INC.",38 STRINGHAM AVENUE,VALLEY STREAM,NY,(516) 256-2030,"38 STRINGHAM AVENUE
VALLEY STREAM, NY 11580
(40.66821703835376, -73.70665932599087)"
CL.2-EXEMPT,"BOVE INDUSTRIES, INC",16 HULSE ROAD,EAST SETAUKET,NY,(631) 331-8500,"16 HULSE ROAD
EAST SETAUKET, NY 11733
(40.93161698378977, -73.07959538737579)"
CL.2-EXEMPT,BRANDENBURG INDUSTRIAL SERVICE COMPANY,2625 SOUTH LOOMIS STREET,CHICAGO,IL,(312) 326-5800,"2625 LOOMIS STREET
CHICAGO, IL 60608
(41.844805841318326, -87.66020879801407)"
CL.2-EXEMPT,BRIAN & CO GENERAL CONTRACTING INC.,P.O. BOX 150-717 VAN BRUNT STATION,BROOKLYN,NY,(718) 369-2476,"717 VAN BRUNT STATION
BROOKLYN, NY 11215
(40.665557251366124, -73.97968153557434)"
CL.2-EXEMPT,BRIDGE DEMOLITION CORP.,P.O. BOX 190297,SOUTH RICHMOND HILL,NY,(718) 322-3534,"190297 RICHMOND HILL
NY 11419
(40.68871379040917, -73.82288833053201)"
CL.2-EXEMPT,BRITE CARTING INC,63 MONTGOMERY AVENUE,STATEN ISLAND,NY,(718) 720-0885,"63 MONTGOMERY AVENUE
STATEN ISLAND, NY 10301
(40.64031827332281, -74.07840633244166)"
CL.2-EXEMPT,BRONX CITY RECYCLING INC,1390 VIELE AVENUE,BRONX,NY,(718) 860-6071,"1390 VIELE AVENUE
BRONX, NY 10474
(40.80744874564538, -73.88027704665319)"
CL.2-EXEMPT,BROOK BROTHERS ENTERPRISES LLC,237 COLONIAL AVE,SADDLE BROOK,NJ,(201) 679-1555,"237 COLONIAL AVE
SADDLE BROOK, NJ 07663
(40.90995479982962, -74.10437550022851)"
CL.2-EXEMPT,BROOKSIDE ENVIRONMENTAL INC.,7 WILLIS COURT,HICKSVILLE,NY,(516) 377-6300,"7 WILLIS COURT
HICKSVILLE, NY 11801
(40.74565765829681, -73.50465361176953)"
CL.2-EXEMPT,BUSY BEE EXCAVATING INC.,37-21 62ND STREET,WOODSIDE,NY,(407) 209-7632,"37 21 62ND STREET
WOODSIDE, NY 11377
(40.74519376448069, -73.9048471440804)"
CL.2-EXEMPT,"C & A SENECA CONSTRUCTION, LLC.",1874 CLOVE ROAD,STATEN ISLAND,NY,(718) 447-6689,"1874 CLOVE ROAD
STATEN ISLAND, NY 10304
(40.607065011909285, -74.08841957694388)"
CL.2-EXEMPT,C & M TRUCKING CO.,P.O. BOX 461,PORT WASHINGTON,NY,(516) 883-5754,"461 PORT
WASHINGTON, NY 11050
(40.83900953666085, -73.69143830133652)"
CL.2-EXEMPT,C. FRANCIS CONSTRUCTION CORP.,501 E 93RD STREET,BROOKLYN,NY,(718) 922-6631,"501 93RD STREET
BROOKLYN, NY 11212
(40.654948800213724, -73.91854282986114)"
CL.2-EXEMPT,CALCON GROUP INC.,55-18 NURGE AVENUE,MASPETH,NY,(718) 497-5150,"55 18 NURGE AVENUE
MASPETH, NY 11378
(40.72145310497689, -73.90854350068196)"
CL.2-EXEMPT,CALISI LANDSCAPING CORP.,154-14 28TH AVENUE,FLUSHING,NY,(718) 746-5146,"154 14 28TH AVENUE
FLUSHING, NY 11354
(40.76862022064671, -73.82719028070687)"
CL.2-EXEMPT,CAPTAIN CONTRACTING INC.,1347 63RD STREET,BROOKLYN,NY,(718) 234-0669,"1347 63RD STREET
BROOKLYN, NY 11219
(40.62653413218601, -73.99925595033407)"
CL.2-EXEMPT,CARDELLA TRUCKING CO. INC.,2400 TONNELLE AVENUE,NO. BERGEN,NJ,(201) 867-7903,"2400 TONNELLE AVENUE
NO BERGEN, NJ 07047
(40.772250610703225, -74.04228630732564)"
CL.2-EXEMPT,CARLOS CASTILLO,19 GRANT AVENUE,KEARNY,NJ,(973) 489-3380,"19 GRANT AVENUE
KEARNY, NJ 07032
(40.75384148876344, -74.16026836434952)"
CL.2-EXEMPT,CARLOS RASOILO,96 BRIARHEATH LA,CLARK,NJ,(732) 921-5517,"96 BRIARHEATH LA
CLARK, NJ 07066
(40.609374397976694, -74.32997043127841)"
CL.2-EXEMPT,CAROLINA PIZARRO d/b/a CP TRUCKING,1045 RICHFORD TERRACE,ELIZABETH,NJ,(908) 209-4205,"1045 RICHFORD TERRACE
ELIZABETH, NJ 07202
(40.65281888783197, -74.22941272963955)"
CL.2-EXEMPT,CARULLO CONSTRUCTION CORP.,1944 STEINWAY STREET,ASTORIA,NY,(718) 204-9799,"1944 STEINWAY STREET
ASTORIA, NY 11105
(40.77746870327396, -73.90046766370672)"
CL.2-EXEMPT,CASTLE CONTRACTING CORP,35 CALLAN AVENUE,STATEN ISLAND,NY,(718) 979-6633,"35 CALLAN AVENUE
STATEN ISLAND, NY 10304
(40.599398396169875, -74.10853318667284)"
CL.2-EXEMPT,CERTIFIED CARTING INC.,123 JAMIE STREET,ISLIP TERRACE,NY,(631) 224-1383,"123 JAMIE STREET
ISLIP TERRACE, NY 11752
(40.76788889886109, -73.17197640669087)"
CL.2-EXEMPT,CERTIFIED MANAGEMENT & MAINTENANCE CORP.,5318 AVENUE N,BROOKLYN,NY,(718) 859-1800,"5318 AVENUE
BROOKLYN, NY 11234
(40.61636866748006, -73.92773224974349)"
CL.2-EXEMPT,CF & BROS TRANSPORTATION INC.,69 WEST SECOND STREET,BOUND BROOK,NJ,(732) 563-0901,"69 SECOND STREET
BOUND BROOK, NJ 08805
(40.56382373719265, -74.53734509801473)"
CL.2-EXEMPT,CITY & COUNTY PAVING CORP.,1475 E. 222 STREET,BRONX,NY,(718) 767-1555,"1475 222 STREET
BRONX, NY 10469
(40.87658780022536, -73.8372046901006)"
CL.2-EXEMPT,CITY-ISLAND MATERIALS CORP.,11 SYCAMORE LANE,COMMACK,NY,(516) 807-9311,"11 SYCAMORE LANE
COMMACK, NY 11725
(40.84980814251003, -73.27575816887207)"
CL.2-EXEMPT,"CIVETTA COUSINS JV, LLC.",1100 EAST 156TH STREET,BRONX,NY,(718) 991-5100,"1100 156TH STREET
BRONX, NY 10474
(40.81352846048231, -73.89527963969779)"
CL.2-EXEMPT,CLAIRCO INDUSTRIES INC.,2 RASPBERRY LANE,NESCONSET,NY,(631) 543-0967,"2 RASPBERRY LANE
NESCONSET, NY 11767
(40.854575857801876, -73.14352067597866)"
CL.2-EXEMPT,CLEAN-UP SERVICE INC.,38-30 DOUGLASTON PKWY 3D,DOUGLASTON,NY,(718) 224-6137,"38 30 DOUGLASTON PKWY
DOUGLASTON, NY 11363
(40.772398418252465, -73.74679788741253)"
CL.2-EXEMPT,"CLIFFCO II, INC.",505 HOLLOW ROAD,STAATSBURG,NY,(917) 642-2182,"505 HOLLOW ROAD
STAATSBURG, NY 12580
(41.837344669664105, -73.84551464731481)"
CL.2-EXEMPT,"CLIFFORD BROMAN & SON, INC.",170 CABOT STREET,WEST BABYLON,NY,(631) 249-4108,"170 CABOT STREET
WEST BABYLON, NY 11704
(40.733480838020114, -73.39311969369572)"
CL.2-EXEMPT,CLIFFSIDE INDUSTRIES INC.,163 - 30 25TH DRIVE,FLUSHING,NY,(917) 328-5471,"163 30 25TH DRIVE
FLUSHING, NY 11358
(40.760350968822195, -73.79632645819947)"
CL.2-EXEMPT,CLYNCH LANDSCAPING LLC,16 CROWELL AVE,STATEN ISLAND,NY,(718) 727-1385,"16 CROWELL AVE
STATEN ISLAND, NY 10314
(40.615928640673836, -74.1237353090724)"
CL.2-EXEMPT,CODI TRANSPORT LTD.,72 ALLEN BOULEVARD,FARMINGDALE,NY,(631) 694-6001,"72 ALLEN BOULEVARD
FARMINGDALE, NY 11735
(40.715701241500824, -73.42105263592578)"
CL.2-EXEMPT,COLARUSSO CONSTRUCTION CORP.,138-63  62 RD.,FLUSHING,NY,(718) 961-4663,"138 63 62 RD
FLUSHING, NY 11367
(40.730323085042414, -73.82610630716033)"
CL.2-EXEMPT,COMPAC INDUSTRIES INC.,61-15 84TH STREET,MIDDLE VILLAGE,NY,(718) 429-5100,"61 15 84TH STREET
MIDDLE VILLAGE, NY 11379
(40.71679766547993, -73.87933421310339)"
CL.2-EXEMPT,COMPLETE CONCRETE CORP.,5 FIFTH STREET,GARDEN CITY PARK,NY,(516) 746-4462,"5 FIFTH STREET
GARDEN CITY PARK, NY 11040
(40.741520776962034, -73.67047960075217)"
CL.2-EXEMPT,CONSOLIDATED EDISON COMPANY OF NEW YORK INC.,"3101 20TH AVENUE, BLDG 137",LONG ISLAND  CITY,NY,(718) 204-4061,"3101 20TH AVENUE
LONG ISLAND CITY, NY 11105
(40.779677823589225, -73.90617346033603)"
CL.2-EXEMPT,CONTROLLED DISMANTLING CORP,"5718 2ND AVENUE, SUITE A",BROOKLYN,NY,(718) 532-1104,"5718 2ND AVENUE
BROOKLYN, NY 11220
(40.64507665977002, -74.02115708503881)"
CL.2-EXEMPT,CONWOOD CORP.,1108 CYPRESS AVENUE,RIDGEWOOD,NY,(718) 389-8311,"1108 CYPRESS AVENUE
RIDGEWOOD, NY 11385
(40.69604892182274, -73.89971099737522)"
CL.2-EXEMPT,"COOK AND KRUPA, LLC",81 JERICHO TPKE,MINEOLA,NY,(516) 478-4110,"81 JERICHO TPKE
MINEOLA, NY 11501
(40.750010376918624, -73.63842776362787)"
CL.2-EXEMPT,COPPOLA PAVING & LANDSCAPING CORP.,3830 BOSTON ROAD,BRONX,NY,(718) 325-8815,"3830 BOSTON ROAD
BRONX, NY 10475
(40.881692673860805, -73.83748176310185)"
CL.2-EXEMPT,"CORZO CONTRACTING CO., INC.",78 RICHFIELD STREET,PLAINVIEW,NY,(718) 349-3580,"78 RICHFIELD STREET
PLAINVIEW, NY 11803
(40.795965732615855, -73.47694550004678)"
CL.2-EXEMPT,COSMOS WASTE MANAGEMENT INC.,166-08 69TH AVENUE,FRESH MEADOW,N Y,(718) 591-0391,"166 08 69TH AVENUE
N Y 11365
(40.73987184371066, -73.79462153515567)"
CL.2-EXEMPT,COUSINS CONTRACTING CORP.,1100 EAST 156 STREET,BRONX,NY,(718) 991-5100,"1100 156 STREET
BRONX, NY 10474
(40.81352846048231, -73.89527963969779)"
CL.2-EXEMPT,"CPS CONTRACTING CO., INC.",225 DELAWARE AVENUE,STATEN ISLAND,NY,(718) 980-4008,"225 DELAWARE AVENUE
STATEN ISLAND, NY 10305
(40.59053353286205, -74.09271950570057)"
CL.2-EXEMPT,CRESCENT STREET CONSTRUCTION CORP.,36-44 13TH STREET,LIC,NY,(718) 706-8500,"36 44 13TH STREET
LIC, NY 11106
(40.761699790013324, -73.9316632529567)"
CL.2-EXEMPT,CROWN SANITATION INC.,P.O. BOX 215,CALVERTON,NY,(631) 727-3939,"215 CALVERTON
NY 11933
(40.92733133966965, -72.75443158944626)"
CL.2-EXEMPT,CUENCA CORONEL TRUCKING INC.,275 NORTH 12TH STREET,NEWARK,NJ,(973) 583-3523,"275 12TH STREET
NEWARK, NJ 07107
(40.76597334293871, -74.18962223538585)"
CL.2-EXEMPT,CUSTOMLINE INC.,1640 SUMMERFIELD STREET,RIDGEWOOD,NY,(718) 326-6969,"1640 SUMMERFIELD STREET
RIDGEWOOD, NY 11385
(40.69552110923943, -73.90164771742127)"
CL.2-EXEMPT,CV TRUCKING INC.,182 CALCUTTA STREET,NEWARK,NJ,(973) 465-1272,"182 CALCUTTA STREET
NEWARK, NJ 07114
(40.68756379677972, -74.14426039327772)"
CL.2-EXEMPT,D & D ENTERPRISES,297 OCEAN AVENUE APT#5B,BROOKLYN,NY,(347) 425-1090,"297 OCEAN AVENUE
BROOKLYN, NY 11225
(40.65453811165215, -73.96181574654877)"
CL.2-EXEMPT,D & G DEMOLITION & CARTING INC.,780 EAST 135TH STREET,BRONX,NY,(718) 585-5222,"780 135TH STREET
BRONX, NY 10454
(40.802214669550594, -73.91259608431679)"
CL.2-EXEMPT,D J DEMA PAINTING CORP,232-18 88TH AVENUE,QUEENS VILLAGE,NY,(718) 468-8198,"232 18 88TH AVENUE
QUEENS VILLAGE, NY 11427
(40.72931057432362, -73.75067602128132)"
CL.2-EXEMPT,D P CONSULTING CORP,303 FIFTH AVENUE STE 1005,NEW YORK,NY,(212) 481-1880,"303 FIFTH AVENUE
NEW YORK, NY 10016
(40.746601946427575, -73.98588082964795)"
CL.2-EXEMPT,"D. NATALE MASONRY CONTRACTING, INC.",53 RENE DRIVE,STATEN ISLAND,NY,(718) 980-1443,"53 RENE DRIVE
STATEN ISLAND, NY 10306
(40.56521679776909, -74.13320512673502)"
CL.2-EXEMPT,D. PINO TRUCKING CORP.,P.O. BOX 680,YONKERS,NY,(914) 227-1874,"680 YONKERS
NY 10710
(40.96800743479531, -73.84691481076987)"
CL.2-EXEMPT,D.B.  DEMOLITION INC.,129 LOUISIANA AVENUE,BROOKLYN,NY,(718) 451-4200,"129 LOUISIANA AVENUE
BROOKLYN, NY 11207
(40.65631887625785, -73.89430728842342)"
CL.2-EXEMPT,D.S.A. SERVICES INC.,800 EAST ELIZABETH AVENUE,LINDEN,NJ,(908) 925-5855,"800 ELIZABETH AVENUE
LINDEN, NJ 07036
(40.63796384528814, -74.24469671646023)"
CL.2-EXEMPT,DA SILVA CONSTRUCTION INC.,355  IVY AVENUE,WESTBURY,NY,(516) 997-2367,"355 IVY AVENUE
WESTBURY, NY 11590
(40.759309366701586, -73.59758055705709)"
CL.2-EXEMPT,"D'AMICO CONSTRUCTION, INC.",151-26 6THROAD,WHITESTONE,NY,(718) 463-5096,"151 26
WHITESTONE, NY 11357
(40.78628404147537, -73.81123206101074)"
CL.2-EXEMPT,DAN O'S MATERIALS LLC.,31 FIELEK TERRACE,PARLIN,NJ,(732) 721-3166,"31 FIELEK TERRACE
PARLIN, NJ 08859
(40.45837822925722, -74.28745048573313)"
CL.2-EXEMPT,"DANA CONTRACTING, INC.",114-15  149  AVENUE,WAKEFIELD,NY,(718) 323-1787,"114 15 149 AVENUE
WAKEFIELD, NY 11420
(40.67334524268887, -73.81770717164864)"
CL.2-EXEMPT,DANIEL FINLEY ALLEN & CO INC.,114 SYLVESTER STREET,WESTBURY,NY,(516) 333-5711,"114 SYLVESTER STREET
WESTBURY, NY 11590
(40.75907554297396, -73.56169760808802)"
CL.2-EXEMPT,DANNY FORTE INC.,475 GOWER ST,STATEN ISLAND,NY,(718) 981-8980,"475 GOWER ST
STATEN ISLAND, NY 10314
(40.60041370426348, -74.12329947671951)"
CL.2-EXEMPT,DATTOLI CONSTRUCTION CORP.,11 ROMAN AVENUE,STATEN ISLAND,NY,(718) 494-8190,"11 ROMAN AVENUE
STATEN ISLAND, NY 10314
(40.6148396434731, -74.16077518485321)"
CL.2-EXEMPT,DAVID'S CONSTRUCTION AND HOME IMPROVEMENT CORP,130-42 VAN WYCK EXPRESSWAY,SOUTH OZONE PARK,NY,(347) 234-7296,"130 42 VAN WYCK EXPRESSWAY
SOUTH OZONE PARK, NY 11420
(40.67334524268887, -73.81770717164864)"
CL.2-EXEMPT,DAWN TRUCKING INC.,194-19 115 AVENUE,ST ALBANS,NY,(718) 464-5752,"194 19 115 AVENUE
ST ALBANS, NY 11412
(40.69812711747255, -73.75923519834566)"
CL.2-EXEMPT,DE PINO TRANSPORTATION INC.,P.O. BOX 680,YONKERS,NY,(845) 223-3965,"680 YONKERS
NY 10710
(40.96800743479531, -73.84691481076987)"
CL.2-EXEMPT,DECHIARO CONTRACTING CORP.,305-2 KNICKERBOCKER AVENUE,BOHEMIA,NY,(631) 563-9232,"305 2 KNICKERBOCKER AVENUE
BOHEMIA, NY 11716
(40.770401992557936, -73.12924258088037)"
CL.2-EXEMPT,DEDONA CONTRACTING CORP.,2500 WATERBURY AVENUE,BRONX,NY,(718) 792-5858,"2500 WATERBURY AVENUE
BRONX, NY 10462
(40.83538235005518, -73.84211655254765)"
CL.2-EXEMPT,DEER PARK RECYCLING INC.,51 KINKEL STREET,WESTBURY,NY,(516) 333-6145,"51 KINKEL STREET
WESTBURY, NY 11590
(40.75446202096367, -73.56185948605332)"
CL.2-EXEMPT,DELGADO 2 TRUCKING LLC,227 59TH STREET,WEST NEW YORK,NJ,(973) 445-9826,"227 59TH STREET
WEST NEW YORK, NJ 07093
(40.786235068258804, -74.0126806261211)"
CL.2-EXEMPT,DELIDAKIS CONSTRUCTION CO. INC.,118 15 STREET,BROOKLYN,NY,(718) 768-2304,"118 15 STREET
BROOKLYN, NY 11215
(40.66720380422612, -73.99276389116166)"
CL.2-EXEMPT,"DELTA DEMO OF NEW YORK, INC.",71-22 CALAMUS AVE,WOODSIDE,NY,(718) 672-6311,"71 22 CALAMUS AVE
WOODSIDE, NY 11377
(40.74519376448069, -73.9048471440804)"
CL.2-EXEMPT,DEMO EQUIPMENT CORP.,134-22 32ND AVENUE,FLUSHING,NY,(718) 359-1400,"134 22 32ND AVENUE
FLUSHING, NY 11354
(40.76862022064671, -73.82719028070687)"
CL.2-EXEMPT,DEPENDABLE POOL CONSTRUCTION INC,83 CARTERET ST.,STATEN ISLAND,NY,(718) 356-4520,"83 CARTERET ST
STATEN ISLAND, NY 10307
(40.506434120184544, -74.24788797823379)"
CL.2-EXEMPT,DEPENDABLE SCRAP CO. INC.,57 35 FLUSHING AVENUE,MASPETH,NY,(718) 821-2924,"57 35 FLUSHING AVENUE
MASPETH, NY 11378
(40.72145310497689, -73.90854350068196)"
CL.2-EXEMPT,DEPOSITS ONLY INC,3425 HAMPTON RD,OCEANSIDE,NY,(516) 889-1529,"3425 HAMPTON RD
OCEANSIDE, NY 11572
(40.62291789740448, -73.65479240226217)"
CL.2-EXEMPT,DERMODY CONTRACTING INC.,40-35 172ND STREET,FLUSHING,NY,(718) 461-0230,"40 35 172ND STREET
FLUSHING, NY 11358
(40.760350968822195, -73.79632645819947)"
CL.2-EXEMPT,DINEEN CONSTRUCTION CORP.,389 9 STREET,BROOKLYN,NY,(718) 965-2364,"389 9 STREET
BROOKLYN, NY 11215
(40.667799737856676, -73.98338968586653)"
CL.2-EXEMPT,DISALVO TRUCKING INC,24-39 169TH STREET,WHITESTONE,NY,(347) 245-4835,"24 39 169TH STREET
WHITESTONE, NY 11357
(40.78628404147537, -73.81123206101074)"
CL.2-EXEMPT,DISANO TRUCKING INC.,31-07 FARRINGTON STREET,FLUSHING,NY,(718) 961-3600,"31 07 FARRINGTON STREET
FLUSHING, NY 11354
(40.76862022064671, -73.82719028070687)"
CL.2-EXEMPT,DISANTO & FAMILY CONSTRUCTION CORP.,253 ROCKAWAY TURNPIKE,LAWRENCE,NY,(516) 239-3594,"253 ROCKAWAY TURNPIKE
LAWRENCE, NY 11559
(40.62185698774334, -73.73380086483519)"
CL.2-EXEMPT,DITTA MALITO CONTRACTING INC.,31 LANSING ST.,STATEN ISLAND,NY,(718) 531-8446,"31 LANSING ST
STATEN ISLAND, NY 10305
(40.59206683951364, -74.06940788900006)"
CL.2-EXEMPT,DOMINICK SIANO GENERAL CONTRACTING,186 CONSELYEA STREET,BROOKLYN,NY,(718) 388-4754,"186 CONSELYEA STREET
BROOKLYN, NY 11211
(40.715298788049346, -73.94348220270817)"
CL.2-EXEMPT,DOUBLE A CONTRACTING INC.,78 SADLER ROAD,BLOOMFIELD,NJ,(973) 338-6009,"78 SADLER ROAD
BLOOMFIELD, NJ 07003
(40.82391666128649, -74.17385712021223)"
CL.2-EXEMPT,DUTCHESS EQUIPMENT LEASING INC,4 DELAVERGNE AVENUE,WAPPINGER FALLS,NY,(845) 297-0963,"4 DELAVERGNE AVENUE
WAPPINGER FALLS, NY 12590
(41.60788265388817, -73.92150735879068)"
CL.2-EXEMPT,E - THREE DEMOLITION INC.,2435 FENTON AVENUE,BRONX,NY,(646) 732-3046,"2435 FENTON AVENUE
BRONX, NY 10469
(40.8615875199972, -73.8445360006965)"
CL.2-EXEMPT,E ABBEY CONSTRUCTION,7429 AMBOY ROAD,STATEN ISLAND,NY,(718) 356-6871,"7429 AMBOY ROAD
STATEN ISLAND, NY 10307
(40.50992480581317, -74.24407199817155)"
CL.2-EXEMPT,E.C.C.O. III ENTERPRISES INC.,201 SAW MILL RIVER ROAD,YONKERS,NY,(914) 963-3600,"201 SAW MILL RIVER ROAD
YONKERS, NY 10701
(40.945174242998725, -73.88008732078464)"
CL.2-EXEMPT,EASTERN RENTAL CORP.,109 STATE ST.,WESTBURY,NY,(516) 338-4598,"109 STATE ST
WESTBURY, NY 11590
(40.7589356697141, -73.55899931572887)"
CL.2-EXEMPT,"EDWARD BURKE CONTRACTING, INC.",3 ALSTON PLACE,DOUGLASTON,NY,(718) 224-8215,"3 ALSTON PLACE
DOUGLASTON, NY 11363
(40.77346662802678, -73.7527418769525)"
CL.2-EXEMPT,ELMM TRUCKING INC.,123 SIMONE DR,POUGHKEEPSIE,NY,(845) 486-5117,"123 SIMONE DR
POUGHKEEPSIE, NY 12603
(41.65265090450674, -73.84439948799849)"
