Category,Type of Business,Business,Parsed Address,City/State,Zip Code,Phone Number,Location 1
Food and Drink,Restaurants,The Redhead Restaurant,349,"New York, NY",10003,212-533-6212,"349 13th Street
New York, NY 10003
(40.730845824474216, -73.98350661949058)"
Food and Drink,Restaurants,Tocqueville,1,"New York, NY",10003,212-647-1515,"1 15th Street
New York, NY 10003
(40.73668261571757, -73.99303762489357)"
Food and Drink,Restaurants,Union Square Café,21,"New York, NY",10003,212-243-4020,"21 16th Street
New York, NY 10003
(40.7371623533065, -73.99221321310647)"
Food and Drink,Restaurants,Veritas,43,"New York, NY",10003,212-353-3700,"43 20th Street
New York, NY 10003
(40.73893850370949, -73.98917843817357)"
Food and Drink,Restaurants,'wichcraft,11,"New York, NY",10003,212-780-0577,"11 20th Street
New York, NY 10003
(40.73796591727275, -73.98698203155526)"
Food and Drink,Restaurants,Wildwood BBQ,225,"New York, NY",10003,212-533-2500,"225 Park Avenue
New York, NY 10003
(40.737320943085194, -73.98838993810972)"
Food and Drink,Restaurants,Zen Palate,115,"New York, NY",10003,212-387-8885,"115 18th Street
New York, NY 10003
(40.73676214868195, -73.98761500461134)"
Food and Drink,Restaurants,Zio Ristorante,17,"New York, NY",10011,212-352-1700,"17 19th Street
New York, NY 10011
(40.739331905881755, -73.99189784226954)"
Parking,Parking,17 Street Parking Corporation,6,"New York, NY",10003,212-242-9173,"6 17th Street
New York, NY 10003
(40.73774636340224, -73.9919101105563)"
Parking,Parking,6 East 17 Street Parking Corporation,6,"New York, NY",10003,212-242-9173,"6 17th Street
New York, NY 10003
(40.73774636340224, -73.9919101105563)"
Parking,Parking,Central Parking System,21,"New York, NY",10003,212-741-5163,"21 15th Street
New York, NY 10003
(40.73653079547766, -73.9926787770538)"
Parking,Parking,Champion Parking,101,"New York, NY",10003,212-358-1476,"101 16th Street
New York, NY 10003
(40.73595329332415, -73.98934469855897)"
Parking,Parking,East 12th Street Garage,17,"New York, NY",10003,212-929-9879,"17 12th Street
New York, NY 10003
(40.73414633632177, -73.99333620927086)"
Parking,Parking,Hertz Parking Garage,,"New York, NY",10003,212-486-5915,"12 16 East 13th Street
New York, NY 10003
(40.73194394755518, -73.98887214913032)"
Parking,Parking,Icon Parking Systems,16,"New York, NY",10011,212-242-9635,"16 15th Street
New York, NY 10011
(40.73687513406374, -73.99363677261755)"
Parking,Parking,Icon Parking Systems,55,"New York, NY",10011,212-242-9218,"55 14th Street
New York, NY 10011
(40.73676288704266, -73.99535654390279)"
Parking,Parking,Icon Parking Systems,65,"New York, NY",10011,212-243-7275,"65 15th Street
New York, NY 10011
(40.73759539192714, -73.99518275617945)"
Parking,Parking,Imperial Parking Garage,7,"New York, NY",10003,212-691-3070,"7 14th Street
New York, NY 10003
(40.73588023182016, -73.99327322372638)"
Parking,Parking,Irving Place Garage ,100,"New York, NY",10003,212-677-2026,"100 15th Street
New York, NY 10003
(40.73528009504962, -73.98984390021158)"
Parking,Parking,Kinney System Parking Garage,20,"New York, NY",10011,212-243-9327,"20 13th Street
New York, NY 10011
(40.73556818494954, -73.99480114193321)"
Parking,Parking,Metropolitan Parking ,69,"New York, NY",10003,212-627-5805,"69 5th Avenue
New York, NY 10003
(40.736286722751515, -73.99339916181287)"
Parking,Parking,Ronel Parking Corporation,25,"New York, NY",10011,212-229-0548,"25 13th Street
New York, NY 10011
(40.735688637061806, -73.99494030503068)"
Points of Interest,Arts and Leisure,Bowlmor and Carnival,110,"New York, NY",10003,212-255-8188,"110 University Place
New York, NY 10003
(40.7342649148321, -73.99251709573225)"
Points of Interest,Arts and Leisure,Collaborative Arts Project 21,18,"New York, NY",10011,212-807-0202,"18 18th Street
New York, NY 10011
(40.7390836142626, -73.99321030418673)"
Points of Interest,Arts and Leisure,Dance Forum NY,20,"New York, NY",10003,212-633-7202,"20 17th Street
New York, NY 10003
(40.73735489545888, -73.99095875241487)"
Points of Interest,Arts and Leisure,Forbes Galleries,62,"New York, NY",10011,212-206-5548,"62 5th Avenue
New York, NY 10011
(40.735102681978354, -73.99430511163888)"
Points of Interest,Arts and Leisure,Lawrence A. Wien Center for Dance & Theatre,890,"New York, NY",10003,212-477-3030,"890 Broadway
New York, NY 10003
(40.738495874447906, -73.98989591520055)"
Points of Interest,Arts and Leisure,Manhattan Art Gallery,568,"New York, NY",10011,212-366-6290,"568 6th Avenue
New York, NY 10011
(40.73854402104507, -73.9959712228167)"
Points of Interest,Arts and Leisure,National Arts Club,15,"New York, NY",10003,212-475-3424,"15 Gramercy Park
New York, NY 10003
(40.73789650918394, -73.98673518557581)"
Points of Interest,Arts and Leisure,Peridance Capezio Center,126,"New York, NY",10003,212-505-0886,"126 13th Street
New York, NY 10003
(40.73323659463594, -73.9892679371943)"
Points of Interest,Arts and Leisure,Tenri Cultural Institute,43A,"New York, NY",10011,212-645-2800,"43 A New
York, NY 10011
(40.74471526669623, -74.00460000028977)"
Points of Interest,Arts and Leisure,The New School - Aronson Gallery,2,"New York, NY",10011,212-229-8919,"2 14th Street
New York, NY 10011
(40.73600705846937, -73.99372903824292)"
Points of Interest,Education,14th Street Y of the Educational Alliance,344,"New York, NY",10011,212-780-0800,"344 14th Street
New York, NY 10011
(40.73969805112593, -74.00245101235654)"
Points of Interest,Education,Apex Technical School,635,"New York, NY",10011,212-645-3300,"635 6th Avenue
New York, NY 10011
(40.740576488831266, -73.99449633468862)"
Points of Interest,Education,Benjamin N. Cardozo School of Law,55,"New York, NY",10003,212-790-0200,"55 5th Avenue
New York, NY 10003
(40.73486579394523, -73.99443338214661)"
Points of Interest,Education,Center for Jewish History,15,"New York, NY",10011,212-294-8301,"15 16th Street
New York, NY 10011
(40.73756045232821, -73.99315649140466)"
Points of Interest,Education,Creative Pier,833,"New York, NY",10003,212-674-7437,"833 Broadway
New York, NY 10003
(40.73390351937388, -73.99095300589323)"
Points of Interest,Education,Lee Strasberg Institute,115,"New York, NY",10003,212-533-5500,"115 15th Street
New York, NY 10003
(40.73489277360608, -73.9888755720055)"
Points of Interest,Education,Legacy School,34,"New York, NY",10011,212-645-1980,"34 14th Street
New York, NY 10011
(40.73677235664735, -73.9954496160397)"
Points of Interest,Education,New School - Sheila F. Johnson Design Center,70,"New York, NY",10011,212-229-8950,"70 5th Avenue
New York, NY 10011
(40.735349187679645, -73.99413499662236)"
Points of Interest,Education,New York Film Academy,100,"New York, NY",10003,212-674-4300,"100 17th Street
New York, NY 10003
(40.736497586442574, -73.98895543525)"
Points of Interest,Education,New York Public Library - Andrew Heiskell Braille and Talking Book Library,40,"New York, NY",10011,212-206-5400,"40 20th Street
New York, NY 10011
(40.740657427813915, -73.9932462770679)"
Points of Interest,Education,Parsons School of Constructed Environments,25,"New York, NY",10003,212-229-8950,"25 13th Street
New York, NY 10003
(40.73475767946585, -73.9927326455616)"
Points of Interest,Education,"Parson's, The New School for Design",66,"New York, NY",10011,212-229-5600,"66 5th Avenue
New York, NY 10011
(40.735239818590124, -73.99421118245273)"
Points of Interest,Education,Preschool of America,600,"New York, NY",10011,212-255-6911,"600 6th Avenue
New York, NY 10011
(40.739471155967024, -73.99525162328676)"
Points of Interest,Education,The New School,65,"New York, NY",10003,212-229-5600,"65 5th Avenue
New York, NY 10003
(40.7356392027467, -73.99383532347201)"
Points of Interest,Education,The New School - Arnold Hall,55,"New York, NY",10011,212-229-5896,"55 13th Street
New York, NY 10011
(40.736358668513844, -73.99660974145752)"
Points of Interest,Education,The New School- Eugene Lang College for Liberal Arts,66,"New York, NY",10011,212-229-5600,"66 12th Street
New York, NY 10011
(40.73572014987303, -73.99705940247213)"
Points of Interest,Education,Washington Irving School,40,"New York, NY",10003,212-674-5000,"40 Irving Place
New York, NY 10003
(40.735537114027146, -73.98760494227764)"
Points of Interest,Education,Xavier High School,30,"New York, NY",10011,212-924-2087,"30 16th Street
New York, NY 10011
(40.737703807501454, -73.99364340065819)"
Points of Interest,Landmarks,Church of Stant Francis Xavier,55,"New York, NY",10011,212-627-2100,"55 15th Street
New York, NY 10011
(40.73746041043439, -73.99486580443882)"
Points of Interest,Landmarks,Con Edison,4,"New York, NY",10003,212-243-1900,"4 Irving Place
New York, NY 10003
(40.734106908087384, -73.98864446892128)"
Points of Interest,Landmarks,First Presbyterian Church of the City of New York,12,"New York, NY",10011,212-675-6150,"12 12th Street
New York, NY 10011
(40.73484780750465, -73.99501794146562)"
Points of Interest,Landmarks,Greenmarket,,"New York, NY",10003,212-788-7476,
Points of Interest,Landmarks,The Village Temple,33,"New York, NY",10003,212-674-2340,"33 12th Street
New York, NY 10003
(40.733723654968, -73.99231098215745)"
Points of Interest,Landmarks,Theodore Roosevelt Birthplace,28,"New York, NY",10003,212-260-1616,"28 20th Street
New York, NY 10003
(40.73903609296, -73.98956056963154)"
Points of Interest,Theaters and Cinemas,13th Street Repertory Theatre,50,"New York, NY",10011,212-675-6677,"50 13th Street
New York, NY 10011
(40.735963450780744, -73.99574782566324)"
Points of Interest,Theaters and Cinemas,Cinema Village,22,"New York, NY",10003,212-924-3363,"22 12th Street
New York, NY 10003
(40.73413734310145, -73.99331822283028)"
Points of Interest,Theaters and Cinemas,Classic Stage Company,136,"New York, NY",10003,212-677-4210,"136 13th Street
New York, NY 10003
(40.73314860789777, -73.98906004695999)"
Points of Interest,Theaters and Cinemas,Daryl Roth Theater,101,"New York, NY",10003,212-239-6200,"101 15th Street
New York, NY 10003
(40.73532779222617, -73.98980823070505)"
Points of Interest,Theaters and Cinemas,Irving Plaza,17,"New York, NY",10003,212-777-6800,"17 Irving Place
New York, NY 10003
(40.734883780385815, -73.98811114828061)"
Points of Interest,Theaters and Cinemas,Loews 19th Street Cinema,890,"New York, NY",10003,212-260-8000,"890 Broadway
New York, NY 10003
(40.738495874447906, -73.98989591520055)"
Points of Interest,Theaters and Cinemas,Quad Cinema,34,"New York, NY",10011,212-255-8800,"34 13th Street
New York, NY 10011
(40.73602591936299, -73.99582733129199)"
Points of Interest,Theaters and Cinemas,Union Square Ballroom,27,"New York, NY",10011,212-243-7969,"27 Union Square
New York, NY 10011
(40.73609986230614, -73.989431800902)"
Points of Interest,Theaters and Cinemas,Union Square Theatre,100,"New York, NY",10003,212-307-4100,"100 17th Street
New York, NY 10003
(40.736497586442574, -73.98895543525)"
Points of Interest,Theaters and Cinemas,Village East Cinema,181,"New York, NY",10003,212-529-6998,"181 2nd Avenue
New York, NY 10003
(40.73080985159305, -73.98605170083351)"
Points of Interest,Theaters and Cinemas,Vineyard Theatre,108,"New York, NY",10003,212-353-3366,"108 15th Street
New York, NY 10003
(40.735023104786514, -73.98924538341463)"
Points of Interest,Theatres and Cinemas,Uniter Artists Cinema,1,"New York, NY",10003,212-253-6266,"1 Union Square
New York, NY 10003
(40.735387400722175, -73.99159152453399)"
Retail,Apparel and Footwear,7 For all Mankind,73,"New York, NY",10003,212-924-4146,"73 5th Avenue
New York, NY 10003
(40.736799336308195, -73.99303043978091)"
Retail,Apparel and Footwear,Accessorize,41,"New York, NY",10003,212-243-3027,"41 14th Street
New York, NY 10003
(40.73525508609795, -73.99175706571043)"
Retail,Apparel and Footwear,Aerosoles,12,"New York, NY",10003,212-627-0970,"12 14th Street
New York, NY 10003
(40.73574885312781, -73.99310596422853)"
Retail,Apparel and Footwear,Aldo,97,"New York, NY",10003,212-229-9865,"97 5th Avenue
New York, NY 10003
(40.738013421047754, -73.99214011097189)"
Retail,Apparel and Footwear,American Apparel,142,"New York, NY",10011,212-620-4960,"142 5th Avenue
New York, NY 10011
(40.73926347866848, -73.99124978216287)"
Retail,Apparel and Footwear,American Eagle Outfitters,19,"New York, NY",10011,212-645-2086,"19 Union Square
New York, NY 10011
(40.73607087844216, -73.98945319375397)"
Retail,Apparel and Footwear,Anthrolpologie ,85,"New York, NY",10003,212-627-5885,"85 5th Avenue
New York, NY 10003
(40.73746483460991, -73.99253581266476)"
Retail,Apparel and Footwear,Apt 141,141,"New York, NY",10003,212- 982-4227,"141 13th Street
New York, NY 10003
(40.73282433293872, -73.98821906692416)"
Retail,Apparel and Footwear,Arden B.,104,"New York, NY",10011,646-638-0361,"104 5th Avenue
New York, NY 10011
(40.73713743707631, -73.99281488297905)"
Retail,Apparel and Footwear,Area Kids,55,"New York, NY",10011,212-229-1700,"55 14th Street
New York, NY 10011
(40.73676288704266, -73.99535654390279)"
Retail,Apparel and Footwear,Armani Exchange,129,"New York, NY",10003,212-254-7230,"129 5th Avenue
New York, NY 10003
(40.73947931595552, -73.99110589063821)"
Retail,Apparel and Footwear,Babies 'R' Us,24-30,"New York, NY",10003,212-798-9905,"24 30 Union Square
New York, NY 10003
(40.73194394755518, -73.98887214913032)"
Retail,Apparel and Footwear,babyGap,122,"New York, NY",10011,917-408-5580,"122 5th Avenue
New York, NY 10011
(40.73822026511448, -73.99198722622691)"
Retail,Apparel and Footwear,Banana Republic Men,114,"New York, NY",10011,212-366-4691,"114 5th Avenue
New York, NY 10011
(40.73771664477812, -73.99235594825893)"
Retail,Apparel and Footwear,Banana Republic Women,89,"New York, NY",10003,212-366-4630,"89 5th Avenue
New York, NY 10003
(40.73763556232365, -73.99237217282291)"
Retail,Apparel and Footwear,Beacon's Closet,10,"New York, NY",10011,917.261.4863,"10 13th Street
New York, NY 10011
(40.73543679532254, -73.9944853829909)"
Retail,Apparel and Footwear,Beads of Paradise,16,"New York, NY",10003,212-620-0642,"16 17th Street
New York, NY 10003
(40.73753678037224, -73.9913217279252)"
Retail,Apparel and Footwear,Bebe,100,"New York, NY",10011,212-675-2323,"100 5th Avenue
New York, NY 10011
(40.73696836452512, -73.99294047973135)"
Retail,Apparel and Footwear,Brooklyn Industries,801,"New York, NY",10003,646-478-8871,"801 Broadway
New York, NY 10003
(40.73280634649814, -73.9912138092817)"
Retail,Apparel and Footwear,Brooks Brothers,899,"New York, NY",10003,opening soon,"899 Broadway
New York, NY 10003
(40.73903508375777, -73.9898259431464)"
Retail,Apparel and Footwear,Callalilai,827,"New York, NY",10003,212-477-7377,"827 Broadway
New York, NY 10003
(40.73361573632451, -73.99102495165556)"
Retail,Apparel and Footwear,Coach,79,"New York, NY",10003,212-675-6403,"79 5th Avenue
New York, NY 10003
(40.73708711935757, -73.99281460249387)"
Retail,Apparel and Footwear,Coup De Coeur,163,"New York, NY",10003,212-982-8366,"163 3rd Avenue
New York, NY 10003
(40.73452344449286, -73.98624752703505)"
Retail,Apparel and Footwear,Cure Thrift Shop,111,"New York, NY",10003,212-505-7467,"111 12th Street
New York, NY 10003
(40.73247359734728, -73.98937019912165)"
Retail,Apparel and Footwear,Daffy's,3,"New York, NY",10003,212-529-4477,"3 18th Street
New York, NY 10003
(40.73842911872225, -73.99160682472579)"
Retail,Apparel and Footwear,Dave's Army Navy Store,581,"New York, NY",10011,212-989-6444,"581 6th Avenue
New York, NY 10011
(40.738993682059686, -73.99563847366585)"
Retail,Apparel and Footwear,David Z,821-823,"New York, NY",10003,212-253-5511,"821 823
New York, NY 10003
(40.73194394755518, -73.98887214913032)"
Retail,Apparel and Footwear,Diesel,1,"New York, NY",10011,646-336-8552,"1 Union Square
New York, NY 10011
(40.735387400722175, -73.99159152453399)"
Retail,Apparel and Footwear,DSW Shoes,40,"New York, NY",10003,212-674-2146,"40 14th Street
New York, NY 10003
(40.73520693114469, -73.99179164769473)"
Retail,Apparel and Footwear,Eisenberg & Eisenberg,16,"New York, NY",10011,212-627-1290,"16 17th Street
New York, NY 10011
(40.73810960810919, -73.99277584554045)"
Retail,Apparel and Footwear,Estella,493,"New York, NY",10011,212-255-3553,"493 6th Avenue
New York, NY 10011
(40.73628242718051, -73.99766348506238)"
Retail,Apparel and Footwear,Express,130,"New York, NY",10011,212-633-9414,"130 5th Avenue
New York, NY 10011
(40.738651939688566, -73.99168145673696)"
Retail,Apparel and Footwear,Fabco Shoes,54,"New York, NY",10011,212-242-4196,"54 14th Street
New York, NY 10011
(40.73703316003582, -73.99607014823994)"
Retail,Apparel and Footwear,Fight Club,812,"New York, NY",10003,888-937-8020,"812 Broadway
New York, NY 10003
(40.732689434634324, -73.9912407889426)"
Retail,Apparel and Footwear,Filene's Basement,40,"New York, NY",10003,212-358-0169,"40 14th Street
New York, NY 10003
(40.73520693114469, -73.99179164769473)"
Retail,Apparel and Footwear,Footlocker,58,"New York, NY",10011,212-243-5641,"58 14th Street
New York, NY 10011
(40.73712309223873, -73.99626799908634)"
Retail,Apparel and Footwear,Forever 21,40,"New York, NY",10003,212-228-0598,"40 14th Street
New York, NY 10003
(40.73520693114469, -73.99179164769473)"
Retail,Apparel and Footwear,Free People,79,"New York, NY",10003,212-647-1293,"79 5th Avenue
New York, NY 10003
(40.73708711935757, -73.99281460249387)"
Retail,Apparel and Footwear,Gap,122,"New York, NY",10011,917-408-5580,"122 5th Avenue
New York, NY 10011
(40.73822026511448, -73.99198722622691)"
Retail,Apparel and Footwear,GapKids,122,"New York, NY",10011,917-408-5580,"122 5th Avenue
New York, NY 10011
(40.73822026511448, -73.99198722622691)"
Retail,Apparel and Footwear,Geox,862,"New York, NY",10003,212-533-2088,"862 Broadway
New York, NY 10003
(40.73728497020403, -73.99025153471035)"
Retail,Apparel and Footwear,Gramercy Project,240,"New York, NY",10003,212-533-4017,"240 3rd Avenue
New York, NY 10003
(40.7368866820383, -73.9846080428862)"
Retail,Apparel and Footwear,G-Star Raw,873,"New York, NY",10003,212-253-1115,"873 Broadway
New York, NY 10003
(40.73808536681008, -73.99003569742331)"
Retail,Apparel and Footwear,H & M,111,"New York, NY",10003,212-539-1741,"111 5th Avenue
New York, NY 10003
(40.73871283686668, -73.99160380783802)"
Retail,Apparel and Footwear,Ibiza Kidz,830,"New York, NY",10003,212-228-7990,"830 Broadway
New York, NY 10003
(40.73350781768096, -73.9910519313164)"
Retail,Apparel and Footwear,Ibiza NYC,825,"New York, NY",10003,212-533-4616,"825 Broadway
New York, NY 10003
(40.73355278378244, -73.99104293809614)"
Retail,Apparel and Footwear,Intermix,125,"New York, NY",10003,212-533-9720,"125 5th Avenue
New York, NY 10003
(40.73938039053229, -73.99116884318022)"
Retail,Apparel and Footwear,J. Crew,91,"New York, NY",10003,212-255-4848,"91 5th Avenue
New York, NY 10003
(40.737689665117216, -73.99237393469951)"
Retail,Apparel and Footwear,J. Crew Men's Shop,91,"New York, NY",10003,212-255-4848,"91 5th Avenue
New York, NY 10003
(40.737689665117216, -73.99237393469951)"
Retail,Apparel and Footwear,Jack Rabbit,42,"New York, NY",10011,212-727-2980,"42 14th Street
New York, NY 10011
(40.736542454867156, -73.99498651530875)"
Retail,Apparel and Footwear,Jellyfish New York,244,"New York, NY",10003,212-260-4960,"244 13th
New York, NY 10003
(40.73215272723941, -73.98669778743172)"
Retail,Apparel and Footwear,Journelle,3,"New York, NY",10003,212-255-7800,"3 17th Street
New York, NY 10003
(40.7377076515578, -73.9917354160587)"
Retail,Apparel and Footwear,Journey's,28,"New York, NY",10003,212-645-1213,"28 14th Street
New York, NY 10003
(40.73543236682366, -73.99226601605596)"
Retail,Apparel and Footwear,Juicy Couture,103,"New York, NY",10003,212-727-8029,"103 5th Avenue
New York, NY 10003
(40.73822026511448, -73.99199621944717)"
Retail,Apparel and Footwear,Kate Spade,135,"New York, NY",10003,212-358-0420,"135 5th Avenue
New York, NY 10003
(40.73879520659752, -73.99162796649753)"
Retail,Apparel and Footwear,Kenneth Cole,95,"New York, NY",10003,212-675-2550,"95 5th Avenue
New York, NY 10003
(40.73781557020129, -73.99228400249655)"
Retail,Apparel and Footwear,Levis Store,25,"New York, NY",10011,212-242-2128,"25 14th Street
New York, NY 10011
(40.73636953461515, -73.99443268326714)"
Retail,Apparel and Footwear,LF Stores,148,"New York, NY",10011,212-645-1334,"148 5th Avenue
New York, NY 10011
(40.7394973023961, -73.99108790419763)"
Retail,Apparel and Footwear,Lululemon Athletica,15,"New York, NY",10011,212-362-1559,"15 Union Square
New York, NY 10011
(40.73605638650679, -73.98946389018246)"
Retail,Apparel and Footwear,Madewell,115,"New York, NY",10003,212-228-5172,"115 5th Avenue
New York, NY 10003
(40.73893939407228, -73.991444879649)"
Retail,Apparel and Footwear,Mandee,48,"New York, NY",10011,212-255-2129,"48 14th Street
New York, NY 10011
(40.73695222105317, -73.99587229739348)"
Retail,Apparel and Footwear,Marshalls,620,"New York, NY",10011,212-741-0621,"620 6th Avenue
New York, NY 10011
(40.73998098469299, -73.99488336487511)"
Retail,Apparel and Footwear,Mavi Jeans,832,"New York, NY",10003,212-979-6128,"832 Broadway
New York, NY 10003
(40.73367265155502, -73.99097615314669)"
Retail,Apparel and Footwear,Men's Warehouse,650,"New York, NY",10011,212-243-3517,"650 6th Avenue
New York, NY 10011
(40.741047429248916, -73.9941282956127)"
Retail,Apparel and Footwear,Michael Kors,133,"New York, NY",10003,212-228-2043,"133 5th Avenue
New York, NY 10003
(40.73957824137875, -73.99103394487582)"
Retail,Apparel and Footwear,Modell's Sporting Goods,607,"New York, NY",10011,212-989-1110,"607 6th Avenue
New York, NY 10011
(40.7397000756659, -73.99517082095942)"
Retail,Apparel and Footwear,New Balance,150,"New York, NY",10003,212-727-2520,"150 5th Avenue
New York, NY 10003
(40.73968973484038, -73.99099785775785)"
Retail,Apparel and Footwear,New York Costumes,808,"New York, NY",10003,212-673-4546,"808 Broadway
New York, NY 10003
(40.73259545605105, -73.99122717460521)"
Retail,Apparel and Footwear,Nordstrom Rack,60,"New York, NY",10003,212.220.2080,"60 14th Street
New York, NY 10003
(40.734694554873066, -73.99059674763612)"
Retail,Apparel and Footwear,O.M.G. The Jeans Store,12,"New York, NY",10003,212-366-6501,"12 14th Street
New York, NY 10003
(40.73574885312781, -73.99310596422853)"
Retail,Apparel and Footwear,Old Navy,610,"New York, NY",10011,212-645-0663,"610 6th Avenue
New York, NY 10011
(40.739724764792825, -73.99507102306232)"
Retail,Apparel and Footwear,Paragon Sporting Goods ,867,"New York, NY",10003,212-255-8036,"867 Broadway
New York, NY 10003
(40.737671678676634, -73.99014361606686)"
Retail,Apparel and Footwear,Paul Smith,108,"New York, NY",10011,212-627-9771,"108 5th Avenue
New York, NY 10011
(40.73716805834022, -73.9927516499518)"
Retail,Apparel and Footwear,Payless Shoe Source,40,"New York, NY",10011,212-242-3670,"40 14th Street
New York, NY 10011
(40.736515685015405, -73.99492364138064)"
Retail,Apparel and Footwear,Payless Shoe Source,600,"New York, NY",10011,212-645-1401,"600 6th Avenue
New York, NY 10011
(40.739471155967024, -73.99525162328676)"
Retail,Apparel and Footwear,Peoria Emporium,25,"New York, NY",10003,212-777-3140,"25 20th Street
New York, NY 10003
(40.73912564648702, -73.98962470171998)"
Retail,Apparel and Footwear,Perfume Square,853,"New York, NY",10003,212-529-0330,"853 Broadway
New York, NY 10003
(40.73466560856657, -73.99083754405508)"
Retail,Apparel and Footwear,Puma,33,"New York, NY",10011,212-206-7761,"33 Union Square
New York, NY 10011
(40.73673638376613, -73.99062924996264)"
Retail,Apparel and Footwear,Remix Shoe Store,52,"New York, NY",10011,212-367-3717,"52 14th Street
New York, NY 10011
(40.73700618037492, -73.99598920925729)"
Retail,Apparel and Footwear,Rothman's,200,"New York, NY",10003,212-777-7400,"200 Park Avenue
New York, NY 10003
(40.73677235664735, -73.98892053810698)"
Retail,Apparel and Footwear,Rugby,99,"New York, NY",10003,212-677-1895,"99 University Place
New York, NY 10003
(40.73387881458761, -73.99275561743725)"
Retail,Apparel and Footwear,Run by Footlocker,34,"New York, NY",10003,212-243-5641,"34 14th Street
New York, NY 10003
(40.73534243462075, -73.99203219232834)"
Retail,Apparel and Footwear,Season Clothing,343,"New York, NY",10003,,"343 1st Avenue
New York, NY 10003
(40.734946732927824, -73.97991832459371)"
Retail,Apparel and Footwear,Shoe Mania,853,"New York, NY",10003,212-253-8744,"853 Broadway
New York, NY 10003
(40.73466560856657, -73.99083754405508)"
Retail,Apparel and Footwear,Skechers,15,"New York, NY",10011,212-647-8891,"15 Union Square
New York, NY 10011
(40.73605638650679, -73.98946389018246)"
Retail,Apparel and Footwear,Sports Authority,636,"New York, NY",10011,212-929-8971,"636 6th Avenue
New York, NY 10011
(40.74056749561095, -73.99450532790894)"
Retail,Apparel and Footwear,Steve Madden,861,"New York, NY",10003,212-206-1682,"861 Broadway
New York, NY 10003
(40.73742886172869, -73.99020656860887)"
Retail,Apparel and Footwear,Stock Vintage,143,"New York, NY",10003,212-505-2505,"143 13th Street
New York, NY 10003
(40.732779366837235, -73.98812014150093)"
Retail,Apparel and Footwear,Strawberry,38,"New York, NY",10003,212-353-2700,"38 14th Street
New York, NY 10003
(40.735245639878805, -73.99188552749817)"
Retail,Apparel and Footwear,Strut of NY,2,"New York, NY",10011,212-255-5111,"2 14th Street
New York, NY 10011
(40.73600705846937, -73.99372903824292)"
Retail,Apparel and Footwear,T.J. Maxx,620,"New York, NY",10011,212-229-0875,"620 6th Avenue
New York, NY 10011
(40.73998098469299, -73.99488336487511)"
Retail,Apparel and Footwear,The Children's Place,36,"New York, NY",10003,212-529-2201,"36 Union Square
New York, NY 10003
(40.73612484478622, -73.98925328725784)"
Retail,Apparel and Footwear,True Religion Brand Jeans,863,"New York, NY",10003,212-741-1401,"863 Broadway
New York, NY 10003
(40.73748282105049, -73.9901975753886)"
Retail,Apparel and Footwear,Unlimited Jeans Co.,492,"New York, NY",10011,212-645-4021,"492 6th Avenue
New York, NY 10011
(40.736313469929826, -73.99755739814955)"
Retail,Apparel and Footwear,Urban Outfitters,526,"New York, NY",10011,646-638-1646,"526 6th Avenue
New York, NY 10011
(40.73725763894471, -73.99685759079813)"
Retail,Apparel and Footwear,Victoria's Secret,115,"New York, NY",10003,212-477-4118,"115 5th Avenue
New York, NY 10003
(40.73893939407228, -73.991444879649)"
Retail,Apparel and Footwear,Walid Menswear,230,"New York, NY",10003,212-673-5638,"230 14th Street
New York, NY 10003
(40.73276138039665, -73.98592579574944)"
Retail,Apparel and Footwear,Wet Seal,42B,"New York, NY",10011,646-336-6914,"42B 14th Street
New York, NY 10011
(40.736542454867156, -73.99498651530875)"
Retail,Apparel and Footwear,White House Black Market,136,"New York, NY",10011,212-741-8685,"136 5th Avenue
New York, NY 10011
(40.738831804094445, -73.99156454487314)"
Retail,Apparel and Footwear,Zara,101,"New York, NY",10003,212-741-0555,"101 5th Avenue
New York, NY 10003
(40.738112346470984, -73.99206816520956)"
Retail,Beauty,Aveda,140,"New York, NY",10011,212-645-4797,"140 5th Avenue
New York, NY 10011
(40.73895770917852, -73.99146561944991)"
Retail,Beauty,Essentials Skin Care,123,"New York, NY",10003,212-228-8141,"123 5th Avenue
New York, NY 10003
(40.73929945154964, -73.99123179572229)"
Retail,Beauty,Essentials Skin Care,207,"New York, NY",10003,212-253-9693,"207 14th Street
New York, NY 10003
(40.733022183785124, -73.98653733472935)"
Retail,Beauty,Fresh,872,"New York, NY",10003,212-477-1100,"872 Broadway
New York, NY 10003
(40.737599732914305, -73.99016160250744)"
Retail,Beauty,GapBody,122,"New York, NY",10011,917-408-5580,"122 5th Avenue
New York, NY 10011
(40.73822026511448, -73.99198722622691)"
Retail,Beauty,Kiehl's,109,"New York, NY",10003,212-677-3171,"109 3rd Avenue
New York, NY 10003
(40.73283991206738, -73.98746320895758)"
Retail,Beauty,Lush,7,"New York, NY",10003,212-255-5133,"7 14th Street
New York, NY 10003
(40.73588023182016, -73.99327322372638)"
Retail,Beauty,Make Up Forever,8,"New York, NY",10003,212-941-9337,"8 12th Street
New York, NY 10003
(40.73433519394791, -73.99377687706522)"
Retail,Beauty,Ricky's NYC,111,"New York, NY",10003,212-674-9640,"111 3rd Avenue
New York, NY 10003
(40.73289831893867, -73.98741863529264)"
Retail,Beauty,Royal Wigs,229,"New York, NY",10003,212-228-1442,"229 14th Street
New York, NY 10003
(40.7327883600575, -73.98599774151177)"
