MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Address,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Total Units,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Year Built,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
1-01717-0002,"162 LENOX AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D4-ELEVATOR,35,1930,27709,392359,14.16,1110000,40.1,1-01755-0050,"2071 MADISON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D5-ELEVATOR,39,1926,27176,459600,16.91,1410000,52,0.65,1-01767-0047,"166 119 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D9-ELEVATOR,24,1920,26400,373747,14.16,1150000,43.6,0.45
1-01717-0041,"8 119 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,C6-WALK-UP,20,1920,11180,138073,12.35,390000,34.9,1-01771-0052,"146 123 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,C7-WALK-UP,17,1910,16800,239865,14.28,951000,57,0.5,1-01717-0042,"10 119 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,C4-WALK-UP,20,1920,11180,141755,12.68,533000,47.7,0
1-01717-0045,"16 119 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,C6-WALK-UP,20,1930,13925,198849,14.28,562000,40.4,1-01771-0052,"146 123 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,C7-WALK-UP,17,1910,16800,239865,14.28,951000,57,0.5,1-01717-0042,"10 119 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,C4-WALK-UP,20,1920,11180,141755,12.68,533000,47.7,0
1-01717-0058,"56 119 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D4-ELEVATOR,44,1920,29715,420764,14.16,1190000,40,1-01767-0047,"166 119 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D9-ELEVATOR,24,1920,26400,373747,14.16,1150000,43.6,0.45,1-01755-0050,"2071 MADISON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D5-ELEVATOR,39,1926,27176,459600,16.91,1410000,52,0.65
1-01718-0035,"1486 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,C6-WALK-UP,12,1909,10005,107653,10.76,304000,30.4,1-01729-0047,"28 132 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,C4-WALK-UP,30,1910,12150,130767,10.76,369000,30.4,0.6,1-01753-0064,"16 129 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,C5-WALK-UP,11,1900,2813,45047,16.01,182000,65,0.45
1-01721-0056,"35 MT MORRIS PARK
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D4-ELEVATOR,32,1900,50500,502475,9.95,1420000,28.1,1-01594-0042,"8 111 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D1-ELEVATOR,50,1920,50536,622728,12.32,1760000,34.8,0.65,1-01721-0014,"22 MT MORRIS PARK
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D1-ELEVATOR,21,1900,34692,310493,8.95,877000,25.3,0.05
1-01724-0033,"2042 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D4-ELEVATOR,48,1940,39888,491420,12.32,1390000,34.8,1-01594-0042,"8 111 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D1-ELEVATOR,50,1920,50536,622728,12.32,1760000,34.8,0.8,1-01767-0047,"166 119 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D9-ELEVATOR,24,1920,26400,373747,14.16,1150000,43.6,0.6
1-01725-0055,"38 128 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D4-ELEVATOR,12,1920,16695,205682,12.32,581000,34.8,1-01594-0042,"8 111 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D1-ELEVATOR,50,1920,50536,622728,12.32,1760000,34.8,0.85,1-01721-0014,"22 MT MORRIS PARK
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D1-ELEVATOR,21,1900,34692,310493,8.95,877000,25.3,0.25
1-01728-0001,"73 130 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,C6-WALK-UP,13,1900,11246,124718,11.09,352000,31.3,1-01753-0064,"16 129 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,C5-WALK-UP,11,1900,2813,45047,16.01,182000,65,0.15,1-01729-0047,"28 132 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,C4-WALK-UP,30,1910,12150,130767,10.76,369000,30.4,0.05
1-01744-0001,"700 ESPLANADE GDNS PLAZA
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D4-ELEVATOR,584,1966,756400,8570012,11.33,24200000,32,1-01760-0001,"2225 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D9-ELEVATOR,914,1947,714600,9241876,12.93,34700000,48.6,0.65,1-01740-0007,"646 LENOX AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D1-ELEVATOR,134,1970,129386,1173531,9.07,3310000,25.6,0.3
1-01746-0021,"1831 MADISON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D4-ELEVATOR,129,2001,138050,3379464,24.48,15100000,109,1-01775-0020,"2089 LEXINGTON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D1-ELEVATOR,40,1990,36000,881436,24.48,2910000,81,0.4,1-01672-0017,"327 100 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-EAST,D6-ELEVATOR,236,2003,250090,5506000,22.02,24600000,98,1.05
1-01748-0001,"51 122 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D4-ELEVATOR,135,1994,168963,4578897,27.1,22200000,131,1-01219-0001,"581 AMSTERDAM AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D9-ELEVATOR,159,1965,149610,4380581,29.3,21200000,142,1.95,1-01775-0020,"2089 LEXINGTON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D1-ELEVATOR,40,1990,36000,881436,24.48,2910000,81,0.3
1-01748-0035,"1911 MADISON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D4-ELEVATOR,156,1997,194030,5277616,27.2,25600000,132,1-01775-0020,"2089 LEXINGTON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D1-ELEVATOR,40,1990,36000,881436,24.48,2910000,81,0.25,1-01672-0017,"327 100 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-EAST,D6-ELEVATOR,236,2003,250090,5506000,22.02,24600000,98,1.25
1-01749-0021,"1931 MADISON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D4-ELEVATOR,28,1920,23380,395355,16.91,1120000,47.9,1-01755-0050,"2071 MADISON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D5-ELEVATOR,39,1926,27176,459600,16.91,1410000,52,0.3,1-01767-0047,"166 119 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D9-ELEVATOR,24,1920,26400,373747,14.16,1150000,43.6,0.35
1-01751-0044,"70 127 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,C6-WALK-UP,18,1921,10962,121568,11.09,343000,31.3,1-01753-0064,"16 129 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,C5-WALK-UP,11,1900,2813,45047,16.01,182000,65,0.15,1-01729-0047,"28 132 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,C4-WALK-UP,30,1910,12150,130767,10.76,369000,30.4,0.35
1-01756-0056,"2090 MADISON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,C6-WALK-UP,24,1900,25893,335314,12.95,947000,36.6,1-01788-0022,"2401 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-EAST,C4-WALK-UP,18,1920,7524,97416,12.95,366000,48.6,0.55,1-01771-0052,"146 123 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,C7-WALK-UP,17,1910,16800,239865,14.28,951000,57,0.55
1-01756-0060,"18 132 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,C6-WALK-UP,11,1900,10460,135457,12.95,383000,36.6,1-01788-0022,"2401 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-EAST,C4-WALK-UP,18,1920,7524,97416,12.95,366000,48.6,0.55,1-01771-0052,"146 123 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,C7-WALK-UP,17,1910,16800,239865,14.28,951000,57,0.55
1-01763-0001,"2289 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D4-ELEVATOR,634,1970,370814,4965199,13.39,14000000,37.8,1-01675-0011,"324 104 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-EAST,D1-ELEVATOR,100,1971,49203,792168,16.1,2240000,45.5,1.85,1-01760-0001,"2225 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D9-ELEVATOR,914,1947,714600,9241876,12.93,34700000,48.6,0.1
1-01764-0001,"2301 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D4-ELEVATOR,329,1970,449973,6025138,13.39,17000000,37.8,1-01675-0011,"324 104 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-EAST,D1-ELEVATOR,100,1971,49203,792168,16.1,2240000,45.5,1.95,1-01760-0001,"2225 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D9-ELEVATOR,914,1947,714600,9241876,12.93,34700000,48.6,0.2
1-01786-0017,"237 121 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-EAST,C6-WALK-UP,12,1920,8000,167680,20.96,474000,59,1-01796-0028,"2333 1 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-EAST,C1-WALK-UP,14,1900,8838,193584,21.9,865000,98,0.15,1-01708-0045,"2234 1 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-EAST,C7-WALK-UP,19,1900,14720,290276,19.72,1300000,88,0.45
1-01789-0005,"205 124 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-EAST,C6-WALK-UP,20,1930,17400,192966,11.09,545000,31.3,1-01753-0064,"16 129 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,C5-WALK-UP,11,1900,2813,45047,16.01,182000,65,0.45,1-01729-0047,"28 132 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,C4-WALK-UP,30,1910,12150,130767,10.76,369000,30.4,0.65
1-01795-0035,"342 119 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-EAST,D4-ELEVATOR,41,2004,59411,1295159,21.8,8400000,141,1-01246-0001,"125 RIVERSIDE DRIVE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D6-ELEVATOR,64,1907,70328,1533127,21.8,6850000,97,2.45,1-01216-0054,"156 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,38,1916,76302,1267154,16.61,5150000,67,2.15
1-01796-0020,"333 119 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-EAST,D4-ELEVATOR,70,2005,98107,3393521,34.6,17100000,174,1-01242-0010,"2521 BROADWAY
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D9-ELEVATOR,60,2001,69000,2056788,29.8,9970000,144,2.05,1-01196-0003,"465 COLUMBUS AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D6-ELEVATOR,21,1988,19303,708692,36.7,3560000,184,2.25
1-01806-0039,"420 119 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-EAST,C6-WALK-UP,17,1900,12876,269880,20.96,1210000,94,1-01796-0028,"2333 1 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-EAST,C1-WALK-UP,14,1900,8838,193584,21.9,865000,98,0.15,1-01708-0045,"2234 1 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-EAST,C7-WALK-UP,19,1900,14720,290276,19.72,1300000,88,0.2
1-01820-0061,"1809 ADAM
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D4-ELEVATOR,36,1904,51456,746112,14.5,2110000,41,1-01820-0017,"131 CENTRAL PARK
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D7-ELEVATOR,48,1920,47446,718740,15.15,2920000,62,0,1-01828-0034,"200 113 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D1-ELEVATOR,84,1920,43946,652119,14.84,2590000,59,0.2
1-01821-0022,"103 111 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,C6-WALK-UP,14,1900,13493,168662,12.5,476000,35.3,1-01822-0017,"47 ST NICHOLAS AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,C4-WALK-UP,20,1920,14835,211247,14.24,837000,56,0.05,1-01827-0031,"1838 ADAM
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,C7-WALK-UP,16,1900,12985,280156,21.58,1250000,96,0.15
1-01822-0042,"52 ST NICHOLAS AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D4-ELEVATOR,30,1925,24355,426212,17.5,1730000,71,1-01823-0058,"124 114 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D7-ELEVATOR,27,1920,27141,507277,18.69,1430000,53,0.1,1-01823-0061,"1871 ADAM
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D3-ELEVATOR,35,1925,31220,531027,17.01,1500000,48,0.1
1-01823-0001,"1855 ADAM
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D4-ELEVATOR,24,1915,47534,784311,16.5,2210000,46.5,1-01822-0029,"45 LENOX AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D1-ELEVATOR,60,1920,65681,939037,14.3,2650000,40.3,0.1,1-01823-0061,"1871 ADAM
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D3-ELEVATOR,35,1925,31220,531027,17.01,1500000,48,0
1-01823-0010,"133 113 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D4-ELEVATOR,52,1904,57516,862740,15,2440000,42.4,1-01822-0029,"45 LENOX AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D1-ELEVATOR,60,1920,65681,939037,14.3,2650000,40.3,0.1,1-01823-0061,"1871 ADAM
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D3-ELEVATOR,35,1925,31220,531027,17.01,1500000,48,0
1-01823-0056,"67 ST NICHOLAS AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D4-ELEVATOR,28,1904,31752,555660,17.5,1570000,49.4,1-01823-0058,"124 114 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D7-ELEVATOR,27,1920,27141,507277,18.69,1430000,53,0,1-01823-0061,"1871 ADAM
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D3-ELEVATOR,35,1925,31220,531027,17.01,1500000,48,0
1-01823-0063,"1867 ADAM
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D4-ELEVATOR,34,1925,26059,456032,17.5,1290000,49.5,1-01823-0058,"124 114 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D7-ELEVATOR,27,1920,27141,507277,18.69,1430000,53,0,1-01823-0061,"1871 ADAM
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D3-ELEVATOR,35,1925,31220,531027,17.01,1500000,48,0
1-01824-0003,"1885 ADAM
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D4-ELEVATOR,35,1900,50760,634500,12.5,1790000,35.3,1-01822-0001,"1845 ADAM
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D1-ELEVATOR,48,1915,47692,694256,14.56,2750000,58,0.1,1-01830-0036,"1890 ADAM
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D7-ELEVATOR,31,1920,47168,461292,9.78,1560000,33.1,0.1
1-01824-0014,"80 ST NICHOLAS AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D4-ELEVATOR,48,1921,33873,592777,17.5,1670000,49.3,1-01823-0058,"124 114 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D7-ELEVATOR,27,1920,27141,507277,18.69,1430000,53,0.1,1-01823-0061,"1871 ADAM
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D3-ELEVATOR,35,1925,31220,531027,17.01,1500000,48,0.1
1-01824-0055,"92 ST NICHOLAS AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D4-ELEVATOR,56,1926,64869,973035,15,2750000,42.4,1-01822-0029,"45 LENOX AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D1-ELEVATOR,60,1920,65681,939037,14.3,2650000,40.3,0.1,1-01823-0061,"1871 ADAM
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D3-ELEVATOR,35,1925,31220,531027,17.01,1500000,48,0.1
1-01825-0001,"100 ST NICHOLAS AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D4-ELEVATOR,37,1921,49951,749265,15,2120000,42.4,1-01820-0017,"131 CENTRAL PARK
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D7-ELEVATOR,48,1920,47446,718740,15.15,2920000,62,0.25,1-01828-0034,"200 113 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D1-ELEVATOR,84,1920,43946,652119,14.84,2590000,59,0.25
1-01825-0010,"135 115 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D4-ELEVATOR,21,1920,18530,231625,12.5,654000,35.3,1-01820-0041,"108 111 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D1-ELEVATOR,24,1915,21588,234293,10.85,826000,38.3,0.25,1-01828-0032,"1858 ADAM
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D1-ELEVATOR,26,1920,21624,300285,13.89,1190000,55,0.25
1-01827-0012,"241 111 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D4-ELEVATOR,18,1920,21408,278304,13,786000,36.7,1-01822-0001,"1845 ADAM
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D1-ELEVATOR,48,1915,47692,694256,14.56,2750000,58,0.15,1-01827-0016,"233 111 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D1-ELEVATOR,25,1920,21024,220725,10.5,746000,35.5,0
1-01827-0032,"1840 ADAM
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,C6-WALK-UP,16,1925,12985,246715,19,697000,54,1-01822-0018,"49 ST NICHOLAS AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,C4-WALK-UP,20,1900,11495,211247,18.38,859000,75,0.15,1-01822-0050,"53 ST NICHOLAS AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,C4-WALK-UP,20,1900,10830,223910,20.67,1000000,92,0.15
1-01827-0036,"200 112 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,C6-WALK-UP,44,1900,29269,278640,9.52,787000,26.9,1-01827-0020,"217 111 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,C1-WALK-UP,25,1920,20976,220725,10.52,746000,35.6,0,1-01827-0022,"213 111 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,C1-WALK-UP,24,1920,20976,239736,11.43,677000,32.3,0
1-01827-0052,"242 112 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,C6-WALK-UP,16,1900,11630,220970,19,624000,54,1-01822-0018,"49 ST NICHOLAS AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,C4-WALK-UP,20,1900,11495,211247,18.38,859000,75,0.15,1-01822-0050,"53 ST NICHOLAS AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,C4-WALK-UP,20,1900,10830,223910,20.67,1000000,92,0.15
1-01828-0040,"226 113 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D4-ELEVATOR,18,1920,23050,288125,12.5,814000,35.3,1-01820-0041,"108 111 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D1-ELEVATOR,24,1915,21588,234293,10.85,826000,38.3,0.2,1-01828-0032,"1858 ADAM
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D1-ELEVATOR,26,1920,21624,300285,13.89,1190000,55,0
1-01829-0029,"1864 ADAM
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D4-ELEVATOR,35,1920,55917,838755,15,3320000,59,1-01822-0029,"45 LENOX AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D1-ELEVATOR,60,1920,65681,939037,14.3,2650000,40.3,0.25,1-01823-0061,"1871 ADAM
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D3-ELEVATOR,35,1925,31220,531027,17.01,1500000,48,0.1
1-01829-0033,"1878 ADAM
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D4-ELEVATOR,51,1925,61710,925650,15,2610000,42.3,1-01822-0029,"45 LENOX AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D1-ELEVATOR,60,1920,65681,939037,14.3,2650000,40.3,0.25,1-01823-0061,"1871 ADAM
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D3-ELEVATOR,35,1925,31220,531027,17.01,1500000,48,0.1
1-01832-0006,"49 96 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MANHATTAN VALLEY,D4-ELEVATOR,40,1941,34692,815262,23.5,3640000,105,1-01832-0013,"35 96 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MANHATTAN VALLEY,D3-ELEVATOR,128,1907,36264,1049132,28.9,5080000,140,0,1-01840-0003,"77 104 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MANHATTAN VALLEY,D6-ELEVATOR,26,1926,32981,620239,18.81,2520000,76,0.4
1-01832-0010,"41 96 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MANHATTAN VALLEY,D4-ELEVATOR,61,1926,93857,1877140,20,8390000,89,1-01832-0016,"27 96 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MANHATTAN VALLEY,D3-ELEVATOR,92,1927,133915,2536802,18.94,10300000,77,0,1-01843-0020,"152 MANHATTAN AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MANHATTAN VALLEY,D3-ELEVATOR,81,1900,75164,1574013,20.94,4450000,59,0.55
