TITLE,DESCR,SFFX,SFX DESCR,STD HRS,ASG LVL,JOBCODE,UNION CD,UNION DESCR,BARG UNIT,BARG DESCR,MIN RATE,MAX RATE
21744,CITY RESEARCH SCIENTIST,9,CITY RESEARCH SCIENTIST (CWW 10 HR/DAY) - 4B HMH ONLY,35,,12949,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$93834.00,$118597.00
56093,*COMMUNITY LIAISON WORKER,2,*COMMUNITY LIAISON WORKER (CWW-8HR/DAY),35,1,13153,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$31584.00,$38626.00
56093,*COMMUNITY LIAISON WORKER,2,*COMMUNITY LIAISON WORKER (CWW-8HR/DAY),35,2,13154,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$40224.00,$53788.00
56093,*COMMUNITY LIAISON WORKER,2,*COMMUNITY LIAISON WORKER (CWW-8HR/DAY),35,3,13155,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$45014.00,$58307.00
56093,*COMMUNITY LIAISON WORKER,2,*COMMUNITY LIAISON WORKER (CWW-8HR/DAY),35,4,13156,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$58307.00,$71340.00
56093,*COMMUNITY LIAISON WORKER,3,*COMMUNITY LIAISON WORKER (CWW-8 3/4 HR/DAY),35,0,5464,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$40224.00,$53788.00
56093,*COMMUNITY LIAISON WORKER,3,*COMMUNITY LIAISON WORKER (CWW-8 3/4 HR/DAY),35,1,13157,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$31584.00,$38626.00
56093,*COMMUNITY LIAISON WORKER,3,*COMMUNITY LIAISON WORKER (CWW-8 3/4 HR/DAY),35,2,13158,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$40224.00,$53788.00
56093,*COMMUNITY LIAISON WORKER,3,*COMMUNITY LIAISON WORKER (CWW-8 3/4 HR/DAY),35,3,13159,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$45014.00,$58307.00
56093,*COMMUNITY LIAISON WORKER,3,*COMMUNITY LIAISON WORKER (CWW-8 3/4 HR/DAY),35,4,13160,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$58307.00,$71340.00
20245,TELECOMMUNICATIONS SPECIALIST,0,TELECOMMUNICATIONS SPECIALIST,35,0,3363,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$70456.00,$95630.00
20245,TELECOMMUNICATIONS SPECIALIST,1,TELECOMMUNICATIONS SPECIALIST (CWW-8 3/4 HR/DAY),35,0,3364,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$70456.00,$95630.00
20245,TELECOMMUNICATIONS SPECIALIST,2,TELECOMMUNICATIONS SPECIALIST,35,0,3365,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$70456.00,$95630.00
20245,TELECOMMUNICATIONS SPECIALIST,3,TELECOMMUNICATIONS SPECIALIST (CWW-8 HR/DAY),35,0,3366,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$70456.00,$95630.00
20245,TELECOMMUNICATIONS SPECIALIST,4,TELECOMMUNICATIONS SPECIALIST (CWW-12HR/DAY),35,0,3367,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$70456.00,$95630.00
20245,TELECOMMUNICATIONS SPECIALIST,42,TELECOMMUNICATIONS SPECIALIST (CUNY),35,0,3368,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$70456.00,$95630.00
20248,TELECOMMUNICATIONS SPECIALIST,0,TELECOMMUNICATIONS SPECIALIST (DATA),35,0,3393,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$70456.00,$95630.00
20248,TELECOMMUNICATIONS SPECIALIST,1,TELECOMMUNICATIONS SPECIALIST (DATA) CWW 8 HR/DAY,35,0,3394,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$70456.00,$95630.00
20248,TELECOMMUNICATIONS SPECIALIST,2,TELECOMMUNICATIONS SPECIALIST (DATA) CWW 8 3/4HR/DAY,35,0,3395,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$70456.00,$95630.00
20248,TELECOMMUNICATIONS SPECIALIST,3,TELECOMMUNICATIONS SPECIALIST (DATA) CWW 12 HR/DAY,35,0,3396,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$70456.00,$95630.00
20249,TELECOMMUNICATIONS SPECIALIST,0,TELECOMMUNICATIONS SPECIALIST (VOICE),35,0,3397,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$70456.00,$95630.00
20249,TELECOMMUNICATIONS SPECIALIST,1,TELECOMMUNICATIONS SPECIALIST (VOICE)CWW 8HR/DAY,35,0,3398,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$70456.00,$95630.00
20249,TELECOMMUNICATIONS SPECIALIST,2,TELECOMMUNICATIONS SPECIALIST (VOICE) CWW 8 3/4HR/DAY,35,0,3399,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$70456.00,$95630.00
20249,TELECOMMUNICATIONS SPECIALIST,3,TELECOMMUNICATIONS SPECIALIST (VOICE) CWW 12HR/DAY,35,0,3400,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$70456.00,$95630.00
13641,CERTIFIED IT ADMINISTRATOR LAN,0,CERTIFIED IT ADMINISTRATOR  (LAN),35,1,3176,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$79462.00,$93867.00
13641,CERTIFIED IT ADMINISTRATOR LAN,0,CERTIFIED IT ADMINISTRATOR  (LAN),35,2,3177,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$82779.00,$101080.00
13641,CERTIFIED IT ADMINISTRATOR LAN,0,CERTIFIED IT ADMINISTRATOR  (LAN),35,3,3178,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$89393.00,$109925.00
13641,CERTIFIED IT ADMINISTRATOR LAN,0,CERTIFIED IT ADMINISTRATOR  (LAN),35,4,3179,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$95896.00,$125864.00
13641,CERTIFIED IT ADMINISTRATOR LAN,1,CERTIFIED IT ADMINISTRATOR LAN(CWW 8 3/4),35,1,11839,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$79462.00,$93867.00
13641,CERTIFIED IT ADMINISTRATOR LAN,1,CERTIFIED IT ADMINISTRATOR LAN(CWW 8 3/4),35,2,11840,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$82779.00,$101080.00
13641,CERTIFIED IT ADMINISTRATOR LAN,1,CERTIFIED IT ADMINISTRATOR LAN(CWW 8 3/4),35,3,11841,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$89393.00,$109925.00
13641,CERTIFIED IT ADMINISTRATOR LAN,1,CERTIFIED IT ADMINISTRATOR LAN(CWW 8 3/4),35,4,11842,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$95896.00,$125864.00
13641,CERTIFIED IT ADMINISTRATOR LAN,2,CERTIFIED IT ADMINISTRATOR LAN (CWW 12 HOURS),35,1,11885,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$79462.00,$93867.00
13641,CERTIFIED IT ADMINISTRATOR LAN,2,CERTIFIED IT ADMINISTRATOR LAN (CWW 12 HOURS),35,2,11886,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$82779.00,$101080.00
13641,CERTIFIED IT ADMINISTRATOR LAN,2,CERTIFIED IT ADMINISTRATOR LAN (CWW 12 HOURS),35,3,11887,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$89393.00,$109925.00
13641,CERTIFIED IT ADMINISTRATOR LAN,2,CERTIFIED IT ADMINISTRATOR LAN (CWW 12 HOURS),35,4,11888,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$95896.00,$125864.00
13642,CERT. IT ADMINISTRATOR WAN,0,CERTIFIED IT ADMINISTRATOR (WAN),35,1,3180,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$79462.00,$93867.00
13642,CERT. IT ADMINISTRATOR WAN,0,CERTIFIED IT ADMINISTRATOR (WAN),35,2,3181,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$82779.00,$101080.00
13642,CERT. IT ADMINISTRATOR WAN,0,CERTIFIED IT ADMINISTRATOR (WAN),35,3,3182,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$89393.00,$109925.00
13642,CERT. IT ADMINISTRATOR WAN,0,CERTIFIED IT ADMINISTRATOR (WAN),35,4,3183,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$95896.00,$125864.00
13642,CERT. IT ADMINISTRATOR WAN,1,CERTIFIED IT ADMINISTRATOR-WAN (CWW-8 HR),35,1,11833,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$79462.00,$93867.00
13642,CERT. IT ADMINISTRATOR WAN,1,CERTIFIED IT ADMINISTRATOR-WAN (CWW-8 HR),35,2,11834,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$82779.00,$101080.00
13642,CERT. IT ADMINISTRATOR WAN,1,CERTIFIED IT ADMINISTRATOR-WAN (CWW-8 HR),35,3,11835,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$89393.00,$109925.00
13642,CERT. IT ADMINISTRATOR WAN,1,CERTIFIED IT ADMINISTRATOR-WAN (CWW-8 HR),35,4,11836,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$95896.00,$125864.00
13642,CERT. IT ADMINISTRATOR WAN,2,CERT IT ADMIN (WAN) CWW-12 HRS,35,1,12963,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$79462.00,$93867.00
13642,CERT. IT ADMINISTRATOR WAN,2,CERT IT ADMIN (WAN) CWW-12 HRS,35,2,12964,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$82779.00,$101080.00
13642,CERT. IT ADMINISTRATOR WAN,2,CERT IT ADMIN (WAN) CWW-12 HRS,35,3,12965,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$89393.00,$109925.00
13642,CERT. IT ADMINISTRATOR WAN,2,CERT IT ADMIN (WAN) CWW-12 HRS,35,4,12966,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$95896.00,$125864.00
13643,CERT IT DEVELOPER (APP),0,CERTIFIED IT DEVELOPER (APPLICATIONS),35,1,3184,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$79462.00,$93867.00
13643,CERT IT DEVELOPER (APP),0,CERTIFIED IT DEVELOPER (APPLICATIONS),35,2,3185,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$82779.00,$101080.00
13643,CERT IT DEVELOPER (APP),0,CERTIFIED IT DEVELOPER (APPLICATIONS),35,3,3186,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$89393.00,$109925.00
13643,CERT IT DEVELOPER (APP),0,CERTIFIED IT DEVELOPER (APPLICATIONS),35,4,3187,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$95896.00,$125864.00
52438,SENIOR HOUSEPARENT,0,SENIOR HOUSEPARENT,60,0,5180,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$49528.00,$62819.00
52438,SENIOR HOUSEPARENT,1,SENIOR HOUSEPARENT (DJJ),60,0,5181,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$49528.00,$62819.00
54612,CHAPLAIN (JUVENILE DETENTION C,0,CHAPLAIN (JUVENILE DETENTION CENTER),35,0,5358,1,CHAPLAINS,DC37,District Council 37,$49471.00,$61159.00
13643,CERT IT DEVELOPER (APP),1,CERTIFIED IT DEVELOPER (APPLICATIONS) (CWW 8 3/4 HRS),35,1,3188,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$79462.00,$93867.00
13643,CERT IT DEVELOPER (APP),1,CERTIFIED IT DEVELOPER (APPLICATIONS) (CWW 8 3/4 HRS),35,2,3189,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$82779.00,$101080.00
13643,CERT IT DEVELOPER (APP),1,CERTIFIED IT DEVELOPER (APPLICATIONS) (CWW 8 3/4 HRS),35,3,3190,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$89393.00,$109925.00
13643,CERT IT DEVELOPER (APP),1,CERTIFIED IT DEVELOPER (APPLICATIONS) (CWW 8 3/4 HRS),35,4,3191,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$95896.00,$125864.00
13644,CERT IT ADMINISTRATOR (DB),0,CERTIFIED IT ADMINISTRATOR (DATABASE),35,1,3192,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$79462.00,$93867.00
13644,CERT IT ADMINISTRATOR (DB),0,CERTIFIED IT ADMINISTRATOR (DATABASE),35,2,3193,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$82779.00,$101080.00
13644,CERT IT ADMINISTRATOR (DB),0,CERTIFIED IT ADMINISTRATOR (DATABASE),35,3,3194,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$89393.00,$109925.00
13644,CERT IT ADMINISTRATOR (DB),0,CERTIFIED IT ADMINISTRATOR (DATABASE),35,4,3195,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$95896.00,$125864.00
13644,CERT IT ADMINISTRATOR (DB),1,Certified IT Administrator (Database) (CWW 83/4),35,1,11899,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$79462.00,$93867.00
13644,CERT IT ADMINISTRATOR (DB),1,Certified IT Administrator (Database) (CWW 83/4),35,2,11900,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$82779.00,$101080.00
13644,CERT IT ADMINISTRATOR (DB),1,Certified IT Administrator (Database) (CWW 83/4),35,3,11901,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$89393.00,$109925.00
13644,CERT IT ADMINISTRATOR (DB),1,Certified IT Administrator (Database) (CWW 83/4),35,4,11902,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$95896.00,$125864.00
40523,CITY TAX AUDITOR,0,CITY TAX AUDITOR,35,1,4592,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$44048.00,$57533.00
40523,CITY TAX AUDITOR,0,CITY TAX AUDITOR,35,2,4593,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$54312.00,$75555.00
40523,CITY TAX AUDITOR,1,CITY TAX AUDITOR (CWW-8 HR/DAY),35,1,4594,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$44048.00,$57533.00
40523,CITY TAX AUDITOR,1,CITY TAX AUDITOR (CWW-8 HR/DAY),35,2,4595,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$54312.00,$75555.00
91011,WATERSHED MAINTAINER,0,WATERSHED MAINTAINER,40,0,6433,132,"NON SUPERVISORY MAINTENANCE, S",DC37,District Council 37,$39787.00,$50605.00
10252,SECRETARY,0,"SECRETARY (LEVELS 1A,2A,3A&04 ONLY)",35,4,2412,128,CLERICAL TITLES DC37,DC37,District Council 37,$38801.00,$52966.00
10252,SECRETARY,0,"SECRETARY (LEVELS 1A,2A,3A&04 ONLY)",35,,2413,128,CLERICAL TITLES DC37,DC37,District Council 37,$28588.00,$34624.00
10252,SECRETARY,0,"SECRETARY (LEVELS 1A,2A,3A&04 ONLY)",35,,2414,128,CLERICAL TITLES DC37,DC37,District Council 37,$31852.00,$41263.00
10252,SECRETARY,0,"SECRETARY (LEVELS 1A,2A,3A&04 ONLY)",35,,2415,128,CLERICAL TITLES DC37,DC37,District Council 37,$35285.00,$49707.00
10252,SECRETARY,1,"SECRETARY (LEVELS 1B,2B & 3B ONLY)",35,,2416,128,CLERICAL TITLES DC37,DC37,District Council 37,$29548.00,$40274.00
13631,COMPUTER ASSOC (SOFTWARE),0,COMPUTER ASSOCIATE (SOFTWARE),35,1,3130,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$64574.00,$77844.00
13631,COMPUTER ASSOC (SOFTWARE),0,COMPUTER ASSOCIATE (SOFTWARE),35,2,3131,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$69529.00,$84151.00
13631,COMPUTER ASSOC (SOFTWARE),0,COMPUTER ASSOCIATE (SOFTWARE),35,3,3132,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$74257.00,$94528.00
13631,COMPUTER ASSOC (SOFTWARE),1,COMPUTER ASSOCIATE (SOFTWARE)-(CWW-12 HR/DAY),35,1,3133,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$64574.00,$77844.00
13631,COMPUTER ASSOC (SOFTWARE),1,COMPUTER ASSOCIATE (SOFTWARE)-(CWW-12 HR/DAY),35,2,3134,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$69529.00,$84151.00
13631,COMPUTER ASSOC (SOFTWARE),1,COMPUTER ASSOCIATE (SOFTWARE)-(CWW-12 HR/DAY),35,3,3135,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$74257.00,$94528.00
13631,COMPUTER ASSOC (SOFTWARE),2,COMPUTER ASSOCIATE (SOFTWARE)-(CWW-8 3/4 HR/DAY),35,1,3136,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$64574.00,$77844.00
13631,COMPUTER ASSOC (SOFTWARE),2,COMPUTER ASSOCIATE (SOFTWARE)-(CWW-8 3/4 HR/DAY),35,2,3137,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$69529.00,$84151.00
13631,COMPUTER ASSOC (SOFTWARE),2,COMPUTER ASSOCIATE (SOFTWARE)-(CWW-8 3/4 HR/DAY),35,3,3138,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$74257.00,$94528.00
13631,COMPUTER ASSOC (SOFTWARE),3,COMPUTER ASSOCIATE (SOFTWARE)-(CWW-8 HR/DAY),35,1,3139,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$64574.00,$77844.00
13631,COMPUTER ASSOC (SOFTWARE),3,COMPUTER ASSOCIATE (SOFTWARE)-(CWW-8 HR/DAY),35,2,3140,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$69529.00,$84151.00
13631,COMPUTER ASSOC (SOFTWARE),3,COMPUTER ASSOCIATE (SOFTWARE)-(CWW-8 HR/DAY),35,3,3141,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$74257.00,$94528.00
13631,COMPUTER ASSOC (SOFTWARE),4,COMPUTER ASSOCIATE (SOFTWARE)-(CWW-9HR/DAY),35,1,3142,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$64574.00,$77844.00
13631,COMPUTER ASSOC (SOFTWARE),4,COMPUTER ASSOCIATE (SOFTWARE)-(CWW-9HR/DAY),35,2,3143,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$69529.00,$84151.00
13631,COMPUTER ASSOC (SOFTWARE),4,COMPUTER ASSOCIATE (SOFTWARE)-(CWW-9HR/DAY),35,3,3144,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$74257.00,$94528.00
13631,COMPUTER ASSOC (SOFTWARE),42,COMPUTER ASSOCIATE (SOFTWARE) (CUNY),35,1,3145,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$64574.00,$77844.00
13631,COMPUTER ASSOC (SOFTWARE),42,COMPUTER ASSOCIATE (SOFTWARE) (CUNY),35,2,3146,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$69529.00,$84151.00
13631,COMPUTER ASSOC (SOFTWARE),42,COMPUTER ASSOCIATE (SOFTWARE) (CUNY),35,3,3147,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$74257.00,$94528.00
13651,COMPUTER PROGRAMMER ANALYST,0,COMPUTER PROGRAMMER ANALYST,35,1,3201,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$49676.00,$59642.00
13651,COMPUTER PROGRAMMER ANALYST,0,COMPUTER PROGRAMMER ANALYST,35,2,3202,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$57952.00,$70607.00
13651,COMPUTER PROGRAMMER ANALYST,1,COMPUTER PRGRAMMER ANALYST (CWW-12HR/DAY),35,1,3203,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$49676.00,$59642.00
13651,COMPUTER PROGRAMMER ANALYST,1,COMPUTER PRGRAMMER ANALYST (CWW-12HR/DAY),35,2,3204,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$57952.00,$70607.00
13651,COMPUTER PROGRAMMER ANALYST,2,COMPUTER PROGRAMMER ANALYST (CWW - 8 3/4 HR/DAY),35,1,3205,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$49676.00,$59642.00
13651,COMPUTER PROGRAMMER ANALYST,2,COMPUTER PROGRAMMER ANALYST (CWW - 8 3/4 HR/DAY),35,2,3206,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$57952.00,$70607.00
13651,COMPUTER PROGRAMMER ANALYST,3,COMPUTER PROGRAMMER ANALYST (CWW-8HR/DAY),35,1,3207,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$49676.00,$59642.00
13651,COMPUTER PROGRAMMER ANALYST,3,COMPUTER PROGRAMMER ANALYST (CWW-8HR/DAY),35,2,3208,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$57952.00,$70607.00
13651,COMPUTER PROGRAMMER ANALYST,4,COMPUTER PROGRAMMER ANALYST (CWW-9 HR/DAY),35,1,3209,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$49676.00,$59642.00
13651,COMPUTER PROGRAMMER ANALYST,4,COMPUTER PROGRAMMER ANALYST (CWW-9 HR/DAY),35,2,3210,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$57952.00,$70607.00
13651,COMPUTER PROGRAMMER ANALYST,42,COMPUTER PROGRAMMER ANALYST,35,1,3211,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$49676.00,$59642.00
13651,COMPUTER PROGRAMMER ANALYST,42,COMPUTER PROGRAMMER ANALYST,35,2,3212,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$57952.00,$70607.00
90311,TELEVISON EQUIPMENT OPERATOR,0,TELEVISON EQUIPMENT OPERATOR,35,0,6219,62,RADIO AND TV TITLES MGRTVT,DC37,District Council 37,$39392.00,$46491.00
90311,TELEVISON EQUIPMENT OPERATOR,1,TV EQUIP OPERATOR CWW 10 HOURS,35,0,11884,62,RADIO AND TV TITLES MGRTVT,DC37,District Council 37,$39392.00,$46491.00
90310,TELEVISION LIGHTING TECHNICIAN,0,TELEVISION LIGHTING TECHNICIAN,35,0,6218,62,RADIO AND TV TITLES MGRTVT,DC37,District Council 37,$39392.00,$46491.00
52437,HOUSEPARENT,0,HOUSEPARENT,60,0,5178,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$41820.00,$58296.00
52437,HOUSEPARENT,1,HOUSEPARENT (DJJ),60,0,5179,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$41820.00,$58296.00
31661,FIRE PROTECTION INSPECTOR,0,FIRE PROTECTION INSPECTOR,35,0,4278,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$43928.00,$53640.00
31661,FIRE PROTECTION INSPECTOR,1,FIRE PROTECTION INSPECTOR (CWW-8HR/DAY),35,0,4279,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$43928.00,$53640.00
91001,INSTRUMENTATION SPECIALIST,0,INSTRUMENTATION SPECIALIST,35,1,6421,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$46885.00,$46885.00
91001,INSTRUMENTATION SPECIALIST,0,INSTRUMENTATION SPECIALIST,35,2,6422,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$57024.00,$57024.00
91001,INSTRUMENTATION SPECIALIST,0,INSTRUMENTATION SPECIALIST,35,3,6423,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$64627.00,$64627.00
91001,INSTRUMENTATION SPECIALIST,1,INSTRUMENTATION SPECIALIST (CWW-8 HR/DAY),35,1,6424,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$46885.00,$46885.00
91001,INSTRUMENTATION SPECIALIST,1,INSTRUMENTATION SPECIALIST (CWW-8 HR/DAY),35,2,6425,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$57024.00,$57024.00
91001,INSTRUMENTATION SPECIALIST,1,INSTRUMENTATION SPECIALIST (CWW-8 HR/DAY),35,3,6426,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$64627.00,$64627.00
91001,INSTRUMENTATION SPECIALIST,2,INSTRUMENTATION SPECIALIST (CWW-8 HR/DAY),35,2,6427,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$57024.00,$57024.00
91001,INSTRUMENTATION SPECIALIST,3,INSTRUMENTATION SPECIALIST (CWW-8 HR/DAY),35,3,6428,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$64627.00,$64627.00
91001,INSTRUMENTATION SPECIALIST,4,INSTRUMENTATION SPECIALIST (CWW - 9 HR/DAY),35,1,6429,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$46885.00,$46885.00
91001,INSTRUMENTATION SPECIALIST,4,INSTRUMENTATION SPECIALIST (CWW - 9 HR/DAY),35,2,6430,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$57024.00,$57024.00
91001,INSTRUMENTATION SPECIALIST,4,INSTRUMENTATION SPECIALIST (CWW - 9 HR/DAY),35,3,6431,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$64627.00,$64627.00
91000,INSTRUMENTAL SPECIALIST TRAINE,0,INSTRUMENTAL SPECIALIST TRAINEE,35,0,6420,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$31524.00,$41117.00
31315,AIR POLLUTION INSPECTOR,0,AIR POLLUTION INSPECTOR,35,0,4212,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$41892.00,$51156.00
31315,AIR POLLUTION INSPECTOR,0,AIR POLLUTION INSPECTOR,35,1,4213,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$30938.00,$37355.00
31315,AIR POLLUTION INSPECTOR,0,AIR POLLUTION INSPECTOR,35,2,4214,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$45311.00,$55330.00
31315,AIR POLLUTION INSPECTOR,1,AIR POLLUTION INSPECTOR (CWW-8 3/4 HR/DAY),35,0,4215,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$0.00,$0.00
31315,AIR POLLUTION INSPECTOR,1,AIR POLLUTION INSPECTOR (CWW-8 3/4 HR/DAY),35,1,4216,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$30938.00,$37355.00
31315,AIR POLLUTION INSPECTOR,1,AIR POLLUTION INSPECTOR (CWW-8 3/4 HR/DAY),35,2,4217,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$45311.00,$55330.00
31315,AIR POLLUTION INSPECTOR,2,AIR POLLUTION INSPECTOR (CWW-9HR/DAY),35,0,4218,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$0.00,$0.00
