MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Address,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Total Units,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Year Built,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
1-00263-0008,"453 F D R DRIVE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D4-ELEVATOR,836,1955,923000,20306000,22,88200000,96,1-00972-0001,"240 1 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",KIPS BAY,D7-ELEVATOR,8800,1945,8942176,191842531,21.45,833000000,93,1.3,1-00247-0001,"251 CHERRY STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D6-ELEVATOR,491,1979,627895,13931109,22.19,32600000,52,0.55
1-00267-0001,"305 MADISON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D4-ELEVATOR,143,1964,136070,2245155,16.5,8890000,65,1-01868-0001,"740 END AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (96-116),D3-ELEVATOR,107,1915,135463,2513951,18.56,9950000,73,5.6,1-02237-0001,"4761 BROADWAY
Manhattan, NY
(40.74988399964684, -73.98797699993861)",INWOOD,D7-ELEVATOR,130,1928,136060,1979301,14.55,7220000,53,10.9
1-00289-9001,"1 BOWERY
Manhattan, NY
(40.74988399964684, -73.98797699993861)",CHINATOWN,D4-ELEVATOR,790,1977,1217600,35310400,29,169000000,139,1-01549-0001,"1660 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,698,1964,690703,19385377,28.1,92900000,135,4.9,,,,,,,,,,,,
1-00299-0027,"25 ORCHARD STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C8-WALK-UP,15,1900,12325,349413,28.3,1670000,135,1-00349-0019,"165 STANTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,20,1920,11620,356235,30.7,1710000,147,0.45,1-00417-0019,"201 ALLEN STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,30,1900,12456,324500,26.1,1410000,113,0.5
1-00311-0013,"357 GRAND STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D4-ELEVATOR,893,1960,986641,18746179,19,74200000,75,1-00934-0001,"500 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",KIPS BAY,D6-ELEVATOR,900,1975,829024,28328264,34.2,123000000,148,1.8,1-02001-9005,"3301 BROADWAY
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-WEST,D3-ELEVATOR,1193,1975,1443724,20638677,14.3,48300000,33.5,7.4
1-00315-0001,"409 GRAND STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D4-ELEVATOR,880,1960,1034940,19663860,19,77800000,75,1-00966-0001,"606 1 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",KIPS BAY,D7-ELEVATOR,707,1985,835279,29112548,34.9,139000000,166,2.1,1-02001-9005,"3301 BROADWAY
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-WEST,D3-ELEVATOR,1193,1975,1443724,20638677,14.3,48300000,33.5,7.4
1-00321-0001,"570 GRAND STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D4-ELEVATOR,1684,1955,1231250,23393750,19,92600000,75,1-00972-0001,"240 1 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",KIPS BAY,D7-ELEVATOR,8800,1945,8942176,191842531,21.45,833000000,93,1.2,1-00247-0001,"251 CHERRY STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D6-ELEVATOR,491,1979,627895,13931109,22.19,32600000,52,0.6
1-00331-0001,"504 GRAND STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D4-ELEVATOR,240,1929,216200,5794160,26.8,25200000,117,1-00427-0001,"10 STANTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D3-ELEVATOR,145,1900,167453,4571132,27.3,10700000,64,0.75,1-00927-0001,"362 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",KIPS BAY,D6-ELEVATOR,211,1930,185127,4868938,26.3,21100000,114,1.45
1-00331-0065,"484 GRAND STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D4-ELEVATOR,274,1949,299510,7592578,25.3,33000000,110,1-00873-0040,"150 18 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D6-ELEVATOR,223,1960,235264,6301515,26.8,27400000,116,1.4,1-00872-0035,"166 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D6-ELEVATOR,242,1963,236064,5652622,23.95,24500000,104,1.4
1-00331-0120,"530 GRAND STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D4-ELEVATOR,533,1949,532006,13300150,25,57700000,108,1-00873-0040,"150 18 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D6-ELEVATOR,223,1960,235264,6301515,26.8,27400000,116,1.45,1-00872-0035,"166 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D6-ELEVATOR,242,1963,236064,5652622,23.95,24500000,104,1.45
1-00333-0001,"87 DELANCEY STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D4-ELEVATOR,1139,1966,1191180,19058880,16,44600000,37.4,1-00934-0001,"500 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",KIPS BAY,D6-ELEVATOR,900,1975,829024,28328264,34.2,123000000,148,1.55,1-02001-9005,"3301 BROADWAY
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-WEST,D3-ELEVATOR,1193,1975,1443724,20638677,14.3,48300000,33.5,7.1
1-00341-0070,"131 BROOME STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D4-ELEVATOR,201,1972,228000,3716400,16.3,8700000,38.2,1-02043-0029,"2 BRADHURST AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-CENTRAL,D3-ELEVATOR,177,1980,198624,3281589,16.52,7680000,38.7,7.6,1-01852-0020,"790 COLUMBUS AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (96-116),D3-ELEVATOR,287,1963,257760,4147193,16.09,16400000,64,5.5
1-00343-0062,"63 PITT STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C6-WALK-UP,16,1920,10070,317205,31.5,1520000,151,1-00350-0020,"293 HOUSTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C4-WALK-UP,19,1920,11620,366040,31.5,1750000,151,0.2,1-00355-0038,"166 NORFOLK STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C4-WALK-UP,24,1930,8898,316219,35.5,1510000,170,0.25
1-00344-0017,"129 RIDGE STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D4-ELEVATOR,28,1925,27299,600578,22,1410000,52,1-00411-0045,"144 LUDLOW STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D1-ELEVATOR,52,1900,34904,825340,23.65,3580000,103,0.2,1-00345-0020,"155 RIDGE STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D1-ELEVATOR,56,1940,35045,761991,21.74,3310000,94,0.1
1-00344-0154,"141 ATTORNEY STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C6-WALK-UP,21,1920,18753,309424,16.5,724000,38.6,1-00410-0046,"101 RIVINGTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,28,1910,20580,366288,17.8,1450000,70,0.25,1-00283-0049,"19 PIKE STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,27,1910,18936,372743,19.68,1620000,86,0.55
1-00344-0173,"72 CLINTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C6-WALK-UP,22,1925,14425,461600,32,2210000,153,1-00344-0069,"210 RIVINGTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,24,1920,14096,452574,32.1,2170000,154,0.05,1-00415-0072,"127 ORCHARD STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,21,1920,15240,575928,37.8,2890000,190,0.3
1-00348-0002,"98 SUFFOLK STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C6-WALK-UP,20,1920,9519,257013,27,1230000,129,1-00343-0060,"67 PITT STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C4-WALK-UP,20,1920,9570,307000,32.1,1470000,154,0.15,1-00420-0043,"146 FORSYTH STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C4-WALK-UP,24,1910,10675,243716,22.83,1060000,99,0.3
1-00348-0003,"100 SUFFOLK STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C6-WALK-UP,20,1920,9858,330243,33.5,1580000,160,1-00355-0038,"166 NORFOLK STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C4-WALK-UP,24,1930,8898,316219,35.5,1510000,170,0.2,1-00411-0007,"158 ORCHARD STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C1-WALK-UP,40,1890,8950,359337,40.1,1800000,201,0.2
1-00348-0007,"110 SUFFOLK STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C6-WALK-UP,14,1920,11652,326256,28,1560000,134,1-00285-0011,"199 HENRY STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C4-WALK-UP,21,1900,8360,249599,29.9,1200000,144,0.35,1-00286-0011,"229 HENRY STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C4-WALK-UP,24,1900,10620,277033,26.1,1200000,113,0.3
1-00348-0009,"114 SUFFOLK STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C6-WALK-UP,16,1920,8750,179375,20.5,420000,48,1-00348-0031,"105 CLINTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C4-WALK-UP,22,1920,12630,262817,20.81,1140000,90,0,1-00294-0021,"2 ORCHARD STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,14,1900,9916,203004,20.47,881000,89,0.4
1-00348-0011,"118 SUFFOLK STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C6-WALK-UP,13,1910,7200,230400,32,1100000,153,1-00355-0038,"166 NORFOLK STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C4-WALK-UP,24,1930,8898,316219,35.5,1510000,170,0.2,1-00285-0011,"199 HENRY STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C4-WALK-UP,21,1900,8360,249599,29.9,1200000,144,0.35
1-00348-0030,"103 CLINTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C6-WALK-UP,18,1920,9850,219162,22.25,513000,52,1-00285-0016,"219 BROADWAY
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,16,1910,10129,225521,22.26,979000,97,0.35,1-00418-0047,"109 ELDRIDGE STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,29,1900,11562,259115,22.41,1130000,98,0.35
1-00348-0053,"173 RIVINGTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C6-WALK-UP,28,1920,14701,338123,23,792000,54,1-00348-0021,"163 RIVINGTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,21,1920,13211,314557,23.81,1370000,104,0.05,1-00409-0043,"101 DELANCEY STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,25,1920,16312,371806,22.79,1610000,99,0.2
1-00348-0073,"172 DELANCEY STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C6-WALK-UP,14,1920,12180,219240,18,513000,42.1,1-00284-0025,"171 BROADWAY
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,14,1920,12943,240262,18.56,951000,73,0.4,1-00310-0040,"61 HESTER STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,24,1915,14898,281350,18.89,1110000,75,0.3
1-00349-0014,"153 STANTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C6-WALK-UP,12,1920,8085,153615,19,360000,44.5,1-00354-0014,"125 STANTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C4-WALK-UP,12,1910,7826,157314,20.1,683000,87,0.1,1-00415-0071,"131 ORCHARD STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,12,1910,9282,182384,19.65,792000,85,0.25
1-00350-0057,"309 HOUSTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C6-WALK-UP,32,1920,20837,593854,28.5,2840000,136,1-00411-0075,"100 RIVINGTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,24,1900,21120,608624,28.8,2920000,138,0.2,1-00344-0076,"106 RIDGE STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,24,1914,22370,712500,31.9,3410000,152,0.15
1-00351-0001,"62 ESSEX STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D4-ELEVATOR,182,1972,198260,5154760,26,12100000,61,1-01170-0012,"2200 BROADWAY
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (59-79),D6-ELEVATOR,117,1905,202586,5782939,28.5,27700000,137,4.55,1-01868-0061,"752 END AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (96-116),D3-ELEVATOR,179,1931,198248,4480972,22.6,19500000,98,5.4
1-00354-0027,"139 NORFOLK STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C6-WALK-UP,20,1920,10255,328160,32,1570000,153,1-00350-0020,"293 HOUSTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C4-WALK-UP,19,1920,11620,366040,31.5,1750000,151,0.1,1-00416-0066,"149 ORCHARD STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,19,1900,10593,368127,34.8,1760000,166,0.15
1-00354-0031,"128 RIVINGTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C6-WALK-UP,24,1920,19405,329885,17,772000,39.8,1-00410-0046,"101 RIVINGTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,28,1910,20580,366288,17.8,1450000,70,0.1,1-00283-0049,"19 PIKE STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,27,1910,18936,372743,19.68,1620000,86,0.5
1-00355-0039,"168 NORFOLK STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C6-WALK-UP,21,1920,7300,182500,25,427000,58,1-00349-0015,"157 STANTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C4-WALK-UP,20,1910,8255,211811,25.7,920000,111,0.1,1-00310-0004,"40 LUDLOW STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,17,1910,7350,179081,24.36,778000,106,0.4
1-00355-0040,"170 NORFOLK STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C6-WALK-UP,23,1900,10610,350130,33,1680000,158,1-00411-0007,"158 ORCHARD STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C1-WALK-UP,40,1890,8950,359337,40.1,1800000,201,0.15,1-00286-0011,"229 HENRY STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C4-WALK-UP,24,1900,10620,277033,26.1,1200000,113,0.5
1-00372-0055,"290 2 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C6-WALK-UP,20,1920,17990,454247,25.2,1060000,59,1-00391-0059,"299 8 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C1-WALK-UP,30,1900,18732,486489,26,2110000,113,0.3,1-00405-0005,"182 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C1-WALK-UP,32,1920,15392,378880,24.62,1650000,107,0.5
1-00373-0021,"336 4 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,D4-ELEVATOR,18,1920,16914,372108,22,871000,51,1-00398-0022,"184 3 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,D9-ELEVATOR,47,1920,21600,476401,22.06,2070000,96,0.3,1-00378-0035,"119 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,D6-ELEVATOR,20,1900,20671,481190,23.28,2090000,101,0.25
1-00373-0040,"327 3 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C6-WALK-UP,29,1920,17610,352200,20,825000,46.8,1-00386-0053,"233 3 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C1-WALK-UP,29,1910,17754,368418,20.75,1600000,90,0.15,1-00406-0011,"510 13 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C7-WALK-UP,29,1900,16002,380880,23.8,1650000,103,0.5
1-00373-0046,"317 3 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C6-WALK-UP,35,1925,20076,441672,22,1030000,51,1-00391-0059,"299 8 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C1-WALK-UP,30,1900,18732,486489,26,2110000,113,0.25,1-00386-0053,"233 3 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C1-WALK-UP,29,1910,17754,368418,20.75,1600000,90,0.15
1-00373-0049,"311 3 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C6-WALK-UP,38,1920,20076,441672,22,1030000,51,1-00407-0029,"232 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C7-WALK-UP,30,1900,17986,467617,26,2030000,113,0.55,1-00395-0001,"195 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C7-WALK-UP,18,1910,27000,551897,20.44,1290000,47.8,0.45
1-00374-0006,"64 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C6-WALK-UP,18,1910,16872,375402,22.25,879000,52,1-00406-0011,"510 13 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C7-WALK-UP,29,1900,16002,380880,23.8,1650000,103,0.45,1-00386-0053,"233 3 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C1-WALK-UP,29,1910,17754,368418,20.75,1600000,90,0.15
1-00374-0065,"307 4 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C6-WALK-UP,20,1900,19354,425788,22,997000,52,1-00391-0059,"299 8 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C1-WALK-UP,30,1900,18732,486489,26,2110000,113,0.25,1-00386-0053,"233 3 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C1-WALK-UP,29,1910,17754,368418,20.75,1600000,90,0.15
1-00375-0030,"742 6 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C6-WALK-UP,19,1902,17556,438900,25,1910000,109,1-00391-0045,"327 8 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C4-WALK-UP,12,1900,17669,412217,23.33,1790000,101,0.2,1-00405-0005,"182 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C1-WALK-UP,32,1920,15392,378880,24.62,1650000,107,0.4
1-00376-0005,"98 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C6-WALK-UP,24,1900,15086,377150,25,883000,59,1-00407-0029,"232 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C7-WALK-UP,30,1900,17986,467617,26,2030000,113,0.45,1-00406-0011,"510 13 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C7-WALK-UP,29,1900,16002,380880,23.8,1650000,103,0.4
1-00376-0014,"246 7 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C6-WALK-UP,24,1928,16776,553608,33,2650000,158,1-00372-0056,"286 2 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C9-WALK-UP,20,1920,18062,704894,39,3540000,196,0.2,1-00407-0029,"232 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C7-WALK-UP,30,1900,17986,467617,26,2030000,113,0.45
1-00376-0016,"248 7 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C6-WALK-UP,12,1928,11802,377664,32,1810000,153,1-00372-0056,"286 2 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C9-WALK-UP,20,1920,18062,704894,39,3540000,196,0.2,1-00405-0013,"510 12 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C4-WALK-UP,20,1920,9290,240141,25.8,1040000,112,0.35
1-00376-0018,"250 7 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C6-WALK-UP,12,1928,11802,377664,32,1810000,153,1-00372-0056,"286 2 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C9-WALK-UP,20,1920,18062,704894,39,3540000,196,0.2,1-00405-0013,"510 12 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C4-WALK-UP,20,1920,9290,240141,25.8,1040000,112,0.35
1-00376-0019,"254 7 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C6-WALK-UP,20,1910,14508,464256,32,2220000,153,1-00372-0056,"286 2 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C9-WALK-UP,20,1920,18062,704894,39,3540000,196,0.2,1-00405-0013,"510 12 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C4-WALK-UP,20,1920,9290,240141,25.8,1040000,112,0.35
1-00377-0016,"368 8 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C6-WALK-UP,32,1923,19632,706752,36,3540000,180,1-00376-0007,"102 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C4-WALK-UP,23,1900,16679,614726,36.9,3080000,185,0.05,1-00398-0006,"36 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C7-WALK-UP,25,1900,15605,543104,34.8,2600000,167,0.35
1-00377-0026,"388 8 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,D4-ELEVATOR,36,1900,30018,630378,21,1480000,49.3,1-00405-0017,"518 12 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,D9-ELEVATOR,41,1930,31500,753024,23.91,3270000,104,0.35,1-00399-0044,"183 3 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,D1-ELEVATOR,44,1950,35550,803467,22.6,3490000,98,0.35
1-00377-0059,"257 7 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C6-WALK-UP,12,1900,8655,328890,38,1650000,191,1-00392-0042,"641 9 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C4-WALK-UP,13,1900,8160,337811,41.4,1690000,207,0.15,1-00385-0054,"232 2 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C4-WALK-UP,24,1910,9049,315543,34.9,1510000,167,0.3
