Agency,Indicator ID,Indicator Name,Indicator Sequence,Sub-Indicator,Subindicator Sequence,Record Type,Desired Direction,Critical Flag,Geography,Measure Type,Fiscal Year,Conditional Format,Raw Value,Format Type,Value Percent,Value Number,Value Currency,Value Time,Value Ratio
DSNY,1559,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 02,44,IND,Up,N,Community Board Queens 02,,2011,,15.08,N,,15,,,
DSNY,1559,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 02,44,IND,Up,N,Community Board Queens 02,,2012,,15.540000000000001,N,,16,,,
DSNY,1560,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 03,45,IND,Up,N,Community Board Queens 03,,2010,,15.55,N,,16,,,
DSNY,1560,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 03,45,IND,Up,N,Community Board Queens 03,,2011,,15.46,N,,15,,,
DSNY,1560,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 03,45,IND,Up,N,Community Board Queens 03,,2012,,15.47,N,,15,,,
DSNY,1561,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 04,46,IND,Up,N,Community Board Queens 04,,2010,,14.76,N,,15,,,
DSNY,1561,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 04,46,IND,Up,N,Community Board Queens 04,,2011,,14.8,N,,15,,,
DSNY,1561,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 04,46,IND,Up,N,Community Board Queens 04,,2012,,14.8,N,,15,,,
DSNY,1562,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 05,47,IND,Up,N,Community Board Queens 05,,2012,,27.53,N,,28,,,
DSNY,1562,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 05,47,IND,Up,N,Community Board Queens 05,,2011,,28.62,N,,29,,,
DSNY,1562,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 05,47,IND,Up,N,Community Board Queens 05,,2010,,28.5,N,,29,,,
DSNY,1563,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 06,48,IND,Up,N,Community Board Queens 06,,2012,,18.18,N,,18,,,
DSNY,1563,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 06,48,IND,Up,N,Community Board Queens 06,,2011,,18.17,N,,18,,,
DSNY,1563,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 06,48,IND,Up,N,Community Board Queens 06,,2010,,18.29,N,,18,,,
DSNY,1551,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 07,49,IND,Up,N,Community Board Queens 07,,2012,,34.96,N,,35,,,
DSNY,1551,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 07,49,IND,Up,N,Community Board Queens 07,,2011,,35.84,N,,36,,,
DSNY,1551,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 07,49,IND,Up,N,Community Board Queens 07,,2010,,36.63,N,,37,,,
DSNY,1552,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 08,50,IND,Up,N,Community Board Queens 08,,2012,,21.72,N,,22,,,
DSNY,1552,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 08,50,IND,Up,N,Community Board Queens 08,,2011,,21.81,N,,22,,,
DSNY,1552,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 08,50,IND,Up,N,Community Board Queens 08,,2010,,21.86,N,,22,,,
DSNY,1564,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 09,51,IND,Up,N,Community Board Queens 09,,2012,,17.45,N,,17,,,
DSNY,1564,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 09,51,IND,Up,N,Community Board Queens 09,,2011,,17.69,N,,18,,,
DSNY,1564,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 09,51,IND,Up,N,Community Board Queens 09,,2010,,17.88,N,,18,,,
DSNY,1553,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 10,52,IND,Up,N,Community Board Queens 10,,2010,,17.79,N,,18,,,
DSNY,1553,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 10,52,IND,Up,N,Community Board Queens 10,,2011,,17.16,N,,17,,,
DSNY,1553,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 10,52,IND,Up,N,Community Board Queens 10,,2012,,17.26,N,,17,,,
DSNY,1554,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 11,53,IND,Up,N,Community Board Queens 11,,2010,,24.01,N,,24,,,
DSNY,1554,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 11,53,IND,Up,N,Community Board Queens 11,,2011,,23.44,N,,23,,,
DSNY,1554,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 11,53,IND,Up,N,Community Board Queens 11,,2012,,22.740000000000002,N,,23,,,
DSNY,1555,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 12,54,IND,Up,N,Community Board Queens 12,,2010,,20.8,N,,21,,,
DSNY,1555,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 12,54,IND,Up,N,Community Board Queens 12,,2011,,20.56,N,,21,,,
DSNY,1555,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 12,54,IND,Up,N,Community Board Queens 12,,2012,,19.85,N,,20,,,
DSNY,1556,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 13,55,IND,Up,N,Community Board Queens 13,,2010,,25.93,N,,26,,,
DSNY,1556,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 13,55,IND,Up,N,Community Board Queens 13,,2011,,25.25,N,,25,,,
DSNY,1556,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 13,55,IND,Up,N,Community Board Queens 13,,2012,,24.71,N,,25,,,
DSNY,1557,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 14,56,IND,Up,N,Community Board Queens 14,,2012,,12.08,N,,12,,,
DSNY,1557,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 14,56,IND,Up,N,Community Board Queens 14,,2011,,12.32,N,,12,,,
DSNY,1557,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Queens 14,56,IND,Up,N,Community Board Queens 14,,2010,,12.81,N,,13,,,
DSNY,1565,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Staten Island 1,57,IND,Up,N,Community Board Staten Island 01,,2010,,29.5,N,,30,,,
DSNY,1565,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Staten Island 1,57,IND,Up,N,Community Board Staten Island 01,,2011,,28.42,N,,28,,,
DSNY,1565,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Staten Island 1,57,IND,Up,N,Community Board Staten Island 01,,2012,,27.650000000000002,N,,28,,,
DSNY,1566,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Staten Island 2,58,IND,Up,N,Community Board Staten Island 02,,2010,,27.240000000000002,N,,27,,,
DSNY,1566,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Staten Island 2,58,IND,Up,N,Community Board Staten Island 02,,2011,,26.36,N,,26,,,
DSNY,1566,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Staten Island 2,58,IND,Up,N,Community Board Staten Island 02,,2012,,25.560000000000002,N,,26,,,
DSNY,1567,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Staten Island 3,59,IND,Up,N,Community Board Staten Island 03,,2010,,37.59,N,,38,,,
DSNY,1567,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Staten Island 3,59,IND,Up,N,Community Board Staten Island 03,,2011,,36.12,N,,36,,,
DSNY,1567,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day - Staten Island 3,59,IND,Up,N,Community Board Staten Island 03,,2012,,35.15,N,,35,,,
DSNY,1528,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day -Bronx 08,20,IND,Up,N,Community Board Bronx 08,,2010,,14.59,N,,15,,,
DSNY,1528,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day -Bronx 08,20,IND,Up,N,Community Board Bronx 08,,2011,,14.52,N,,15,,,
DSNY,1528,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day -Bronx 08,20,IND,Up,N,Community Board Bronx 08,,2012,,14.36,N,,14,,,
DSNY,1529,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day -Bronx 09,21,IND,Up,N,Community Board Bronx 09,,2010,,9.24,N,,9,,,
DSNY,1529,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day -Bronx 09,21,IND,Up,N,Community Board Bronx 09,,2011,,9.040000000000001,N,,9,,,
DSNY,1529,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day -Bronx 09,21,IND,Up,N,Community Board Bronx 09,,2012,,8.69,N,,9,,,
DSNY,1530,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day -Bronx 10,22,IND,Up,N,Community Board Bronx 10,,2012,,14.71,N,,15,,,
DSNY,1530,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day -Bronx 10,22,IND,Up,N,Community Board Bronx 10,,2011,,15.08,N,,15,,,
DSNY,1530,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day -Bronx 10,22,IND,Up,N,Community Board Bronx 10,,2010,,15.27,N,,15,,,
DSNY,1531,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day -Bronx 11,23,IND,Up,N,Community Board Bronx 11,,2012,,12.89,N,,13,,,
DSNY,1531,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day -Bronx 11,23,IND,Up,N,Community Board Bronx 11,,2011,,13.19,N,,13,,,
DSNY,1531,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day -Bronx 11,23,IND,Up,N,Community Board Bronx 11,,2010,,13.4,N,,13,,,
DSNY,1533,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day -Brooklyn 01,25,IND,Up,N,Community Board Brooklyn 01,,2012,,20.900000000000002,N,,21,,,
DSNY,1533,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day -Brooklyn 01,25,IND,Up,N,Community Board Brooklyn 01,,2011,,19.76,N,,20,,,
DSNY,1533,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day -Brooklyn 01,25,IND,Up,N,Community Board Brooklyn 01,,2010,,18.53,N,,19,,,
DSNY,1541,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day -Brooklyn 09,33,IND,Up,N,Community Board Brooklyn 09,,2012,,9.07,N,,9,,,
DSNY,1541,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day -Brooklyn 09,33,IND,Up,N,Community Board Brooklyn 09,,2011,,8.83,N,,9,,,
DSNY,1541,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day -Brooklyn 09,33,IND,Up,N,Community Board Brooklyn 09,,2010,,8.86,N,,9,,,
DSNY,1549,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day -Brooklyn 17,41,IND,Up,N,Community Board Brooklyn 17,,2012,,13.07,N,,13,,,
DSNY,1549,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day -Brooklyn 17,41,IND,Up,N,Community Board Brooklyn 17,,2011,,13.120000000000001,N,,13,,,
DSNY,1549,Curbside and containerized mixed paper recycled tons per day,0,Curbside and containerized mixed paper recycled tons per day -Brooklyn 17,41,IND,Up,N,Community Board Brooklyn 17,,2010,,13.33,N,,13,,,
HRA,4096,Current and former cash assistance cases that retained employment income 180 days after being placed in a job (calendar year-to-date average) (%),3,Current and former cash assistance cases that retained employment income 180 days after being placed in a job (calendar year-to-date average) (%),0,IND,Up,Y,Citywide,Target,2013,,75,P,75%,,,,
HRA,4096,Current and former cash assistance cases that retained employment income 180 days after being placed in a job (calendar year-to-date average) (%),3,Current and former cash assistance cases that retained employment income 180 days after being placed in a job (calendar year-to-date average) (%),0,IND,Up,Y,Citywide,,2012,,80.8,P,80.8%,,,,
HRA,4096,Current and former cash assistance cases that retained employment income 180 days after being placed in a job (calendar year-to-date average) (%),3,Current and former cash assistance cases that retained employment income 180 days after being placed in a job (calendar year-to-date average) (%),0,IND,Up,Y,Citywide,Target,2014,,75,P,75%,,,,
HRA,4096,Current and former cash assistance cases that retained employment income 180 days after being placed in a job (calendar year-to-date average) (%),3,Current and former cash assistance cases that retained employment income 180 days after being placed in a job (calendar year-to-date average) (%),0,IND,Up,Y,Citywide,,2011,,80,P,80%,,,,
HRA,4096,Current and former cash assistance cases that retained employment income 180 days after being placed in a job (calendar year-to-date average) (%),3,Current and former cash assistance cases that retained employment income 180 days after being placed in a job (calendar year-to-date average) (%),0,IND,Up,Y,Citywide,,2010,,80.4,P,80.4%,,,,
HRA,4096,Current and former cash assistance cases that retained employment income 180 days after being placed in a job (calendar year-to-date average) (%),3,Current and former cash assistance cases that retained employment income 180 days after being placed in a job (calendar year-to-date average) (%),0,IND,Up,Y,Citywide,PMMR,2013,,81.10000000000001,P,81.1%,,,,
HRA,4096,Current and former cash assistance cases that retained employment income 180 days after being placed in a job (calendar year-to-date average) (%),3,Current and former cash assistance cases that retained employment income 180 days after being placed in a job (calendar year-to-date average) (%),0,IND,Up,Y,Citywide,PMMR,2012,,80.10000000000001,P,80.1%,,,,
DOI,3314,Current investigations,12,Current investigations,0,IND,Neutral,N,Citywide,,2010,,2258,N,,2258,,,
DOI,3314,Current investigations,12,Current investigations,0,IND,Neutral,N,Citywide,,2011,,1955,N,,1955,,,
DOI,3314,Current investigations,12,Current investigations,0,IND,Neutral,N,Citywide,,2012,,1917,N,,1917,,,
DOI,3314,Current investigations,12,Current investigations,0,IND,Neutral,N,Citywide,Target,2013,,,N,,,,,
DOI,3314,Current investigations,12,Current investigations,0,IND,Neutral,N,Citywide,Target,2014,,,N,,,,,
DOI,3314,Current investigations,12,Current investigations,0,IND,Neutral,N,Citywide,PMMR,2012,,1086,N,,1086,,,
DOI,3314,Current investigations,12,Current investigations,0,IND,Neutral,N,Citywide,PMMR,2013,,982,N,,982,,,
DCA,3445,Current number of DCA-issued licenses (includes both DCA and DOHMH licensees),36,Current number of DCA-issued licenses (includes both DCA and DOHMH licensees),0,IND,Up,N,Citywide,Target,2013,,,N,,,,,
DCA,3445,Current number of DCA-issued licenses (includes both DCA and DOHMH licensees),36,Current number of DCA-issued licenses (includes both DCA and DOHMH licensees),0,IND,Up,N,Citywide,PMMR,2013,,137303,N,,137303,,,
DCA,3445,Current number of DCA-issued licenses (includes both DCA and DOHMH licensees),36,Current number of DCA-issued licenses (includes both DCA and DOHMH licensees),0,IND,Up,N,Citywide,PMMR,2012,,136162,N,,136162,,,
DCA,3445,Current number of DCA-issued licenses (includes both DCA and DOHMH licensees),36,Current number of DCA-issued licenses (includes both DCA and DOHMH licensees),0,IND,Up,N,Citywide,Target,2014,,,N,,,,,
DCA,3445,Current number of DCA-issued licenses (includes both DCA and DOHMH licensees),36,Current number of DCA-issued licenses (includes both DCA and DOHMH licensees),0,IND,Up,N,Citywide,,2010,,130114,N,,130114,,,
DCA,3445,Current number of DCA-issued licenses (includes both DCA and DOHMH licensees),36,Current number of DCA-issued licenses (includes both DCA and DOHMH licensees),0,IND,Up,N,Citywide,,2011,,138451,N,,138451,,,
DCA,3445,Current number of DCA-issued licenses (includes both DCA and DOHMH licensees),36,Current number of DCA-issued licenses (includes both DCA and DOHMH licensees),0,IND,Up,N,Citywide,,2012,,135786,N,,135786,,,
HRA,4054,Current obligations collected (%),54,Current obligations collected (%),0,IND,Up,Y,Citywide,Target,2013,,69,P,69%,,,,
HRA,4054,Current obligations collected (%),54,Current obligations collected (%),0,IND,Up,Y,Citywide,,2012,,68.5,P,68.5%,,,,
HRA,4054,Current obligations collected (%),54,Current obligations collected (%),0,IND,Up,Y,Citywide,Target,2014,,69,P,69%,,,,
HRA,4054,Current obligations collected (%),54,Current obligations collected (%),0,IND,Up,Y,Citywide,,2011,,69.10000000000001,P,69.1%,,,,
HRA,4054,Current obligations collected (%),54,Current obligations collected (%),0,IND,Up,Y,Citywide,,2010,,69.3,P,69.3%,,,,
HRA,4054,Current obligations collected (%),54,Current obligations collected (%),0,IND,Up,Y,Citywide,PMMR,2012,,78.60000000000001,P,78.6%,,,,
HRA,4054,Current obligations collected (%),54,Current obligations collected (%),0,IND,Up,Y,Citywide,PMMR,2013,,88.2,P,88.2%,,,,
DOF,10311,Current property tax documents available online (%),45,Current property tax documents available online (%),0,IND,Up,Y,Citywide,,2010,,,P,,,,,
DOF,10311,Current property tax documents available online (%),45,Current property tax documents available online (%),0,IND,Up,Y,Citywide,,2011,,100,P,100%,,,,
DOF,10311,Current property tax documents available online (%),45,Current property tax documents available online (%),0,IND,Up,Y,Citywide,,2012,,100,P,100%,,,,
DOF,10311,Current property tax documents available online (%),45,Current property tax documents available online (%),0,IND,Up,Y,Citywide,PMMR,2012,,,P,,,,,
DOF,10311,Current property tax documents available online (%),45,Current property tax documents available online (%),0,IND,Up,Y,Citywide,PMMR,2013,,,P,,,,,
DOF,10311,Current property tax documents available online (%),45,Current property tax documents available online (%),0,IND,Up,Y,Citywide,Target,2014,,,P,,,,,
DOF,10311,Current property tax documents available online (%),45,Current property tax documents available online (%),0,IND,Up,Y,Citywide,Target,2013,,,P,,,,,
DCAS,2213,DCAS-managed fleet,49,DCAS-managed fleet,0,IND,Neutral,N,Citywide,PMMR,2012,,2228,N,,2228,,,
DCAS,2213,DCAS-managed fleet,49,DCAS-managed fleet,0,IND,Neutral,N,Citywide,PMMR,2013,,2443,N,,2443,,,
DCAS,2213,DCAS-managed fleet,49,DCAS-managed fleet,0,IND,Neutral,N,Citywide,Target,2013,,,N,,,,,
DCAS,2213,DCAS-managed fleet,49,DCAS-managed fleet,0,IND,Neutral,N,Citywide,Target,2014,,,N,,,,,
DCAS,2213,DCAS-managed fleet,49,DCAS-managed fleet,0,IND,Neutral,N,Citywide,,2012,,2551,N,,2551,,,
DCAS,2213,DCAS-managed fleet,49,DCAS-managed fleet,0,IND,Neutral,N,Citywide,,2011,,2215,N,,2215,,,
DCAS,2213,DCAS-managed fleet,49,DCAS-managed fleet,0,IND,Neutral,N,Citywide,,2010,,2247,N,,2247,,,
DEP,912,DEP-issued violations - Air violations,58,DEP-issued violations - Air violations,0,IND,Neutral,N,Citywide,,2012,,11174,N,,5587,,,
DEP,912,DEP-issued violations - Air violations,58,DEP-issued violations - Air violations,0,IND,Neutral,N,Citywide,,2011,,11710,N,,5855,,,
DEP,912,DEP-issued violations - Air violations,58,DEP-issued violations - Air violations,0,IND,Neutral,N,Citywide,,2010,,9966,N,,4983,,,
DEP,912,DEP-issued violations - Air violations,58,DEP-issued violations - Air violations,0,IND,Neutral,N,Citywide,PMMR,2013,,3208,N,,1604,,,
DEP,912,DEP-issued violations - Air violations,58,DEP-issued violations - Air violations,0,IND,Neutral,N,Citywide,Target,2014,,,N,,,,,
DEP,912,DEP-issued violations - Air violations,58,DEP-issued violations - Air violations,0,IND,Neutral,N,Citywide,PMMR,2012,,3838,N,,1919,,,
DEP,912,DEP-issued violations - Air violations,58,DEP-issued violations - Air violations,0,IND,Neutral,N,Citywide,Target,2013,,,N,,,,,
DEP,911,DEP-issued violations - Asbestos violations,60,DEP-issued violations - Asbestos violations,0,IND,Neutral,N,Citywide,Target,2013,,,N,,,,,
DEP,911,DEP-issued violations - Asbestos violations,60,DEP-issued violations - Asbestos violations,0,IND,Neutral,N,Citywide,PMMR,2012,,1770,N,,885,,,
DEP,911,DEP-issued violations - Asbestos violations,60,DEP-issued violations - Asbestos violations,0,IND,Neutral,N,Citywide,PMMR,2013,,1922,N,,961,,,
DEP,911,DEP-issued violations - Asbestos violations,60,DEP-issued violations - Asbestos violations,0,IND,Neutral,N,Citywide,Target,2014,,,N,,,,,
DEP,911,DEP-issued violations - Asbestos violations,60,DEP-issued violations - Asbestos violations,0,IND,Neutral,N,Citywide,,2010,,4074,N,,2037,,,
DEP,911,DEP-issued violations - Asbestos violations,60,DEP-issued violations - Asbestos violations,0,IND,Neutral,N,Citywide,,2011,,7468,N,,3734,,,
DEP,911,DEP-issued violations - Asbestos violations,60,DEP-issued violations - Asbestos violations,0,IND,Neutral,N,Citywide,,2012,,5618,N,,2809,,,
DEP,913,DEP-issued violations - Noise violations,59,DEP-issued violations - Noise violations,0,IND,Neutral,N,Citywide,,2010,,2446,N,,2446,,,
DEP,913,DEP-issued violations - Noise violations,59,DEP-issued violations - Noise violations,0,IND,Neutral,N,Citywide,,2011,,2582,N,,2582,,,
DEP,913,DEP-issued violations - Noise violations,59,DEP-issued violations - Noise violations,0,IND,Neutral,N,Citywide,,2012,,2233,N,,2233,,,
DEP,913,DEP-issued violations - Noise violations,59,DEP-issued violations - Noise violations,0,IND,Neutral,N,Citywide,Target,2013,,,N,,,,,
DEP,913,DEP-issued violations - Noise violations,59,DEP-issued violations - Noise violations,0,IND,Neutral,N,Citywide,PMMR,2012,,875,N,,875,,,
DEP,913,DEP-issued violations - Noise violations,59,DEP-issued violations - Noise violations,0,IND,Neutral,N,Citywide,PMMR,2013,,684,N,,684,,,
DEP,913,DEP-issued violations - Noise violations,59,DEP-issued violations - Noise violations,0,IND,Neutral,N,Citywide,Target,2014,,,N,,,,,
DEP,910,DEP-issued violations - Total,57,DEP-issued violations - Total,0,IND,Neutral,N,Citywide,Target,2013,,,N,,,,,
DEP,910,DEP-issued violations - Total,57,DEP-issued violations - Total,0,IND,Neutral,N,Citywide,Target,2014,,,N,,,,,
DEP,910,DEP-issued violations - Total,57,DEP-issued violations - Total,0,IND,Neutral,N,Citywide,PMMR,2012,,3679,N,,3679,,,
DEP,910,DEP-issued violations - Total,57,DEP-issued violations - Total,0,IND,Neutral,N,Citywide,PMMR,2013,,3249,N,,3249,,,
DEP,910,DEP-issued violations - Total,57,DEP-issued violations - Total,0,IND,Neutral,N,Citywide,,2012,,10629,N,,10629,,,
DEP,910,DEP-issued violations - Total,57,DEP-issued violations - Total,0,IND,Neutral,N,Citywide,,2011,,12171,N,,12171,,,
DEP,910,DEP-issued violations - Total,57,DEP-issued violations - Total,0,IND,Neutral,N,Citywide,,2010,,9466,N,,9466,,,
OCME,3991,DNA matches with profiles in database,24,DNA matches with profiles in database,0,IND,Neutral,N,Citywide,Target,2014,,,N,,,,,
OCME,3991,DNA matches with profiles in database,24,DNA matches with profiles in database,0,IND,Neutral,N,Citywide,,2012,,1791,N,,1791,,,
OCME,3991,DNA matches with profiles in database,24,DNA matches with profiles in database,0,IND,Neutral,N,Citywide,Target,2013,,,N,,,,,
OCME,3991,DNA matches with profiles in database,24,DNA matches with profiles in database,0,IND,Neutral,N,Citywide,,2011,,1629,N,,1629,,,
OCME,3991,DNA matches with profiles in database,24,DNA matches with profiles in database,0,IND,Neutral,N,Citywide,,2010,,1264,N,,1264,,,
OCME,3991,DNA matches with profiles in database,24,DNA matches with profiles in database,0,IND,Neutral,N,Citywide,PMMR,2012,,598,N,,598,,,
OCME,3991,DNA matches with profiles in database,24,DNA matches with profiles in database,0,IND,Neutral,N,Citywide,PMMR,2013,,533,N,,533,,,
DOB,10144,DOB violations issued,44,DOB violations issued,0,IND,Neutral,N,Citywide,,2012,,82606,N,,82606,,,
DOB,10144,DOB violations issued,44,DOB violations issued,0,IND,Neutral,N,Citywide,,2011,,56299,N,,56299,,,
DOB,10144,DOB violations issued,44,DOB violations issued,0,IND,Neutral,N,Citywide,,2010,,68016,N,,68016,,,
DOB,10144,DOB violations issued,44,DOB violations issued,0,IND,Neutral,N,Citywide,PMMR,2013,,19325,N,,19325,,,
DOB,10144,DOB violations issued,44,DOB violations issued,0,IND,Neutral,N,Citywide,PMMR,2012,,16826,N,,16826,,,
DOB,10144,DOB violations issued,44,DOB violations issued,0,IND,Neutral,N,Citywide,Target,2014,,,N,,,,,
DOB,10144,DOB violations issued,44,DOB violations issued,0,IND,Neutral,N,Citywide,Target,2013,,,N,,,,,
NYPD,10202,DWI arrests,49,DWI arrests,0,IND,Neutral,N,Citywide,,2012,,,N,,,,,
NYPD,10202,DWI arrests,49,DWI arrests,0,IND,Neutral,N,Citywide,Target,2013,,,N,,,,,
NYPD,10202,DWI arrests,49,DWI arrests,0,IND,Neutral,N,Citywide,,2011,,,N,,,,,
NYPD,10202,DWI arrests,49,DWI arrests,0,IND,Neutral,N,Citywide,Target,2014,,,N,,,,,
NYPD,10202,DWI arrests,49,DWI arrests,0,IND,Neutral,N,Citywide,,2010,,,N,,,,,
NYPD,10202,DWI arrests,49,DWI arrests,0,IND,Neutral,N,Citywide,PMMR,2013,,2827,N,,2827,,,
NYPD,10202,DWI arrests,49,DWI arrests,0,IND,Neutral,N,Citywide,PMMR,2012,,,N,,,,,
DOITT,9180,Data sets available for download on NYC.gov/OpenData,38,Data sets available for download on NYC.gov/OpenData,0,IND,Up,Y,Citywide,,2012,,778,N,,778,,,
DOITT,9180,Data sets available for download on NYC.gov/OpenData,38,Data sets available for download on NYC.gov/OpenData,0,IND,Up,Y,Citywide,PMMR,2012,,776,N,,776,,,
DOITT,9180,Data sets available for download on NYC.gov/OpenData,38,Data sets available for download on NYC.gov/OpenData,0,IND,Up,Y,Citywide,,2011,,361,N,,361,,,
DOITT,9180,Data sets available for download on NYC.gov/OpenData,38,Data sets available for download on NYC.gov/OpenData,0,IND,Up,Y,Citywide,PMMR,2013,,781,N,,781,,,
DOITT,9180,Data sets available for download on NYC.gov/OpenData,38,Data sets available for download on NYC.gov/OpenData,0,IND,Up,Y,Citywide,,2010,,194,N,,194,,,
DOITT,9180,Data sets available for download on NYC.gov/OpenData,38,Data sets available for download on NYC.gov/OpenData,0,IND,Up,Y,Citywide,Target,2013,,,N,,,,,
DOITT,9180,Data sets available for download on NYC.gov/OpenData,38,Data sets available for download on NYC.gov/OpenData,0,IND,Up,Y,Citywide,Target,2014,,859,N,,859,,,
