BROOKLYN CONDOMINIUM PROPERTY Boro-Block-Lot,BROOKLYN CONDOMINIUM PROPERTY Condo Section,BROOKLYN CONDOMINIUM PROPERTY Address,BROOKLYN CONDOMINIUM PROPERTY Neighborhood,BROOKLYN CONDOMINIUM PROPERTY Building Classification,BROOKLYN CONDOMINIUM PROPERTY Total Units,BROOKLYN CONDOMINIUM PROPERTY Year Built,BROOKLYN CONDOMINIUM PROPERTY Gross SqFt,BROOKLYN CONDOMINIUM PROPERTY Est. Gross Income,BROOKLYN CONDOMINIUM PROPERTY Gross Income per SqFt,BROOKLYN CONDOMINIUM PROPERTY Full Market Value,BROOKLYN CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
3-01960-7501,1305-R1,"430 CLINTON AVENUE
Brooklyn, New York
(40.685444981091074, -73.96731949158249)",CLINTON HILL,R4-ELEVATOR,48,1930,38056,578451,15.2,2349992,62,3-06782-0026,"2120 OCEAN AVENUE
Brooklyn, New York
(40.61008174755378, -73.95353517549691)",MADISON,C1-WALK-UP,20,2005,26750,556400,20.8,2490000,93,5.3,,,,,,,,,,,,
3-01966-7502,1646-R1,"252 GREENE AVENUE
Brooklyn, New York
(40.68724687594984, -73.9609447659265)",CLINTON HILL,R2-WALK-UP,12,1930,9280,141056,15.2,574001,62,3-01946-0004,"379 WASHINGTON AVENUE
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",CLINTON HILL,D5-ELEVATOR,86,1905,113924,1709714,15.01,6780000,60,0.2,,,,,,,,,,,,
3-01966-7503,1956-R1,"242 GREENE AVENUE
Brooklyn, New York
(40.68719543721924, -73.96138885363402)",CLINTON HILL,R2-WALK-UP,13,1930,20857,0,0,2105005,101,3-00384-0072,"15 WYCKOFF STREET
Brooklyn, New York
(40.686924910400215, -73.99299551472282)",BOERUM HILL,C1-WALK-UP,40,1900,26084,581511,22.29,2600000,100,1.65,3-06683-0052,"1965 7 STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,5.7
3-01969-7501,256-R1,"319 GRAND AVENUE
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",CLINTON HILL,R2-WALK-UP,48,1957,59400,772200,13,2900016,48.8,3-01971-0055,"377 QUINCY STREET
Brooklyn, New York
(40.68759189086636, -73.94536959840092)",BEDFORD STUYVESANT,C1-WALK-UP,12,2006,12228,159453,13.04,588000,48.1,0.35,,,,,,,,,,,,
3-01984-7501,1678-R1,"13 IRVING PLACE
Brooklyn, New York
(40.68469836332694, -73.96010502233545)",CLINTON HILL,R2-WALK-UP,16,2006,11725,321265,27.4,1560002,133,3-01149-0006,"677 CLASSON AVENUE
Brooklyn, New York
(40.677105851113765, -73.95922605156505)",CROWN HEIGHTS,C1-WALK-UP,16,1990,6100,166917,27.4,809000,133,0.5,,,,,,,,,,,,
3-02000-7501,1101-R1,"124 BEDFORD AVENUE
Brooklyn, New York
(40.71952996279502, -73.95594382150524)",BEDFORD STUYVESANT,R4-ELEVATOR,36,0,32500,435500,13.4,1640014,50,3-08723-0400,"1182 BRIGHTON BEACH AVENU
Brooklyn, New York
(40.57725917658101, -73.95463190723147)",BRIGHTON BEACH,D1-ELEVATOR,24,2005,33408,616044,18.44,2510000,75,7.3,,,,,,,,,,,,
3-02013-7502,1483-R1,"1838 13 STREET
Brooklyn, New York
(40.60186302107048, -73.9852317895332)",CLINTON HILL,R2-WALK-UP,11,2005,12942,670602,52,2779998,215,3-01925-0007,"213 TAAFFE PLACE
Brooklyn, New York
(40.6921260857635, -73.95974625971935)",BEDFORD STUYVESANT,D1-ELEVATOR,90,1935,108000,1812951,16.79,7370000,68,0.7,,,,,,,,,,,,
3-02049-7501,1278-R1,"176 JOHNSON STREET
Brooklyn, New York
(40.69476521539295, -73.9830049292874)",DOWNTOWN-METROTECH,R4-ELEVATOR,56,1926,58179,1262484,21.7,5640000,97,3-00171-0049,"337 STATE STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",DOWNTOWN-FULTON MALL,D1-ELEVATOR,60,1930,39770,750520,18.87,3050000,77,0.45,,,,,,,,,,,,
3-02073-7501,132-R1,"159 CARLTON AVENUE
Brooklyn, New York
(40.69291466829142, -73.97275847548191)",FORT GREENE,R2-WALK-UP,12,1987,22750,329875,14.5,1310001,58,3-02073-0035,"162 ADELPHI STREET
Brooklyn, New York
(40.692770978090124, -73.97183144651785)",FORT GREENE,C1-WALK-UP,16,1915,14604,211199,14.46,837000,57,0,,,,,,,,,,,,
3-02095-7501,54-R1,"1 ROCKWELL PLACE
Brooklyn, New York
(40.68981872804833, -73.97947851447687)",FORT GREENE,R2-WALK-UP,30,1900,34820,442214,12.7,1659998,47.7,3-00825-0001,"5419 6 AVENUE
Brooklyn, New York
(40.64140425566658, -74.01052951551894)",SUNSET PARK,C1-WALK-UP,32,1911,24452,311584,12.74,1050000,42.9,3.7,3-01203-0001,"55 BROOKLYN AVENUE
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",CROWN HEIGHTS,C1-WALK-UP,16,1915,9600,119681,12.47,422000,44,2.05
3-02101-7501,226-R1,"69 OXFORD STREET
Brooklyn, New York
(40.57999333575048, -73.93798558300116)",FORT GREENE,R4-ELEVATOR,22,1931,21120,316800,15,1260004,60,3-03168-0001,"1226 FLUSHING AVENUE
Brooklyn, New York
(40.707369042582876, -73.92415496818066)",WYCKOFF HEIGHTS,D1-ELEVATOR,99,1931,65402,1173311,17.94,4770000,73,2.95,,,,,,,,,,,,
3-02111-7501,1777-R1,"1 HANSON PLACE
Brooklyn, New York
(40.68516069711521, -73.97785982305061)",FORT GREENE,R4-ELEVATOR,190,1927,206022,3032527,14.72,11999995,58,3-02893-0017,"234 SKILLMAN AVENUE
Brooklyn, New York
(40.7162066703493, -73.94151247988643)",WILLIAMSBURG-EAST,D7-ELEVATOR,63,2004,61118,1271254,20.8,5680000,93,2.8,,,,,,,,,,,,
3-02120-7501,1366-R1,"381 CARLTON AVENUE
Brooklyn, New York
(40.68628765811934, -73.97144576683019)",FORT GREENE,R4-ELEVATOR,27,2003,38798,1276454,32.9,6179995,159,3-00051-0012,"65 WASHINGTON STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",DOWNTOWN-FULTON FERRY,D7-ELEVATOR,59,2000,50457,1657235,32.8,8030000,159,1.4,,,,,,,,,,,,
3-02129-7501,795-R1,"53 61 SOUTH 8 STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,R2-WALK-UP,24,1999,47988,487558,10.16,1650004,34.4,3-07104-0275,"23 WHITNEY PLACE
Brooklyn, New York
(40.59785726151488, -73.97272397388815)",OCEAN PARKWAY-SOUTH,C1-WALK-UP,84,1949,65268,636892,9.76,2100000,32.2,7.7,,,,,,,,,,,,
3-02129-7502,867-R1,"42 BROADWAY
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,R2-WALK-UP,31,2000,60569,841909,13.9,3340004,55,3-02132-0016,"158 BROADWAY
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,D7-ELEVATOR,13,2002,24949,347290,13.92,1380000,55,0.25,,,,,,,,,,,,
3-02129-7507,1850-R1,"26 BROADWAY
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,R0-CONDOMINIUM,30,2006,33036,644202,19.5,2879996,87,3-02235-0039,"232 LEE AVENUE
Brooklyn, New York
(40.7009351501259, -73.95463655800357)",WILLIAMSBURG-CENTRAL,D7-ELEVATOR,14,1931,26070,534435,20.5,2390000,92,0.9,3-03157-0101,"63 CENTRAL AVENUE
Brooklyn, New York
(40.70127509392739, -73.93072815542604)",BUSHWICK,D1-ELEVATOR,38,2005,56547,1181832,20.9,3340000,59,2.05
3-02130-7501,1248-R1,"60 BROADWAY
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,R4-ELEVATOR,130,0,147926,2927252,19.79,13146977,89,3-01925-0007,"213 TAAFFE PLACE
Brooklyn, New York
(40.6921260857635, -73.95974625971935)",BEDFORD STUYVESANT,D1-ELEVATOR,90,1935,108000,1812951,16.79,7370000,68,1.35,,,,,,,,,,,,
3-02131-7502,908-R1,"416 BEDFORD AVENUE
Brooklyn, New York
(40.70964092269535, -73.96404027459285)",WILLIAMSBURG-SOUTH,R4-ELEVATOR,11,2001,11178,155374,13.9,616003,55,3-02132-0016,"158 BROADWAY
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,D7-ELEVATOR,13,2002,24949,347290,13.92,1380000,55,0.1,,,,,,,,,,,,
3-02132-7501,798-R1,"401 BEDFORD AVENUE
Brooklyn, New York
(40.709723450911945, -73.96395061902143)",WILLIAMSBURG-SOUTH,R4-ELEVATOR,27,1999,36290,672817,18.54,2739993,76,3-08723-0400,"1182 BRIGHTON BEACH AVENU
Brooklyn, New York
(40.57725917658101, -73.95463190723147)",BRIGHTON BEACH,D1-ELEVATOR,24,2005,33408,616044,18.44,2510000,75,9.3,,,,,,,,,,,,
3-02132-7502,933-R1,"138 BROADWAY
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,R4-ELEVATOR,40,0,73295,1018800,13.9,4040001,55,3-02132-0016,"158 BROADWAY
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,D7-ELEVATOR,13,2002,24949,347290,13.92,1380000,55,0,,,,,,,,,,,,
3-02132-7503,1207-R1,"170 BROADWAY
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,R4-ELEVATOR,12,2003,11981,406155,33.9,2040000,170,3-06782-0026,"2120 OCEAN AVENUE
Brooklyn, New York
(40.61008174755378, -73.95353517549691)",MADISON,C1-WALK-UP,20,2005,26750,556400,20.8,2490000,93,6.9,,,,,,,,,,,,
3-02134-7501,1396-R1,"446 KENT AVENUE
Brooklyn, New York
(40.70920640811631, -73.9685249024448)",WILLIAMSBURG-SOUTH,R4-ELEVATOR,75,2003,83525,2831497,33.9,14200000,170,3-02145-0018,"440 BERRY STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,D9-ELEVATOR,66,1995,58430,2208654,37.8,11100000,190,0.15,,,,,,,,,,,,
3-02134-7503,1649-R1,"440 KENT AVENUE
Brooklyn, New York
(40.70940929516612, -73.96853124266511)",WILLIAMSBURG-SOUTH,R4-ELEVATOR,135,2003,191889,3837780,20,17200014,90,3-00171-0001,"65 HOYT STREET
Brooklyn, New York
(40.688592323151916, -73.98640201880994)",DOWNTOWN-FULTON MALL,D1-ELEVATOR,158,2005,195296,3601258,18.44,14600000,75,1.65,,,,,,,,,,,,
3-02137-7503,1200-R1,"407 BERRY STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,R4-ELEVATOR,12,2004,10001,139013,13.9,551004,55,3-02132-0016,"158 BROADWAY
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,D7-ELEVATOR,13,2002,24949,347290,13.92,1380000,55,0.1,,,,,,,,,,,,
3-02147-7501,21-R1,"131 DIVISION AVENUE
Brooklyn, New York
(40.707756007451415, -73.96335693779834)",WILLIAMSBURG-SOUTH,R4-ELEVATOR,19,1900,29440,541696,18.4,2200000,75,3-02409-0008,"260 1 STREET
Brooklyn, New York
(40.674749910326796, -73.98388334435609)",WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1915,15836,289957,18.31,890000,56,0.45,3-02409-0009,"262 1 STREET
Brooklyn, New York
(40.67471947728384, -73.98382006294929)",WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1915,15836,290907,18.37,893000,56,0.45
3-02147-7503,444-R1,"908 DRIGGS AVENUE
Brooklyn, New York
(40.708393863199994, -73.962642998307)",WILLIAMSBURG-SOUTH,R2-WALK-UP,19,1917,21746,380555,17.5,1549998,71,3-02409-0003,"252 1 STREET
Brooklyn, New York
(40.67487164255959, -73.98413647010997)",WILLIAMSBURG-SOUTH,C1-WALK-UP,23,1920,6000,110400,18.4,449000,75,0.45,,,,,,,,,,,,
3-02147-7505,628-R1,"134 9 STREET
Brooklyn, New York
(40.6724354520137, -73.99311447054986)",WILLIAMSBURG-SOUTH,R4-ELEVATOR,36,1997,45801,801517,17.5,3259995,71,3-02139-0014,"190 8 STREET
Brooklyn, New York
(40.6713805485146, -73.98916035446884)",WILLIAMSBURG-SOUTH,C1-WALK-UP,41,1917,25924,452373,17.45,1840000,71,0.1,,,,,,,,,,,,
3-02147-7506,656-R1,"150 9 STREET
Brooklyn, New York
(40.672158391201755, -73.99254071469521)",WILLIAMSBURG-SOUTH,R4-ELEVATOR,12,1924,38800,686760,17.7,2790009,72,3-02409-0027,"271 2 STREET
Brooklyn, New York
(40.67583015648056, -73.98767428412886)",WILLIAMSBURG-SOUTH,D9-ELEVATOR,35,1914,22308,394182,17.67,1210000,54,0.45,,,,,,,,,,,,
3-02165-7501,881-R1,"525 KENT AVENUE
Brooklyn, New York
(40.70565552890445, -73.96788156292196)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,66,2001,85046,1777461,20.9,7939989,93,3-02145-0018,"440 BERRY STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,D9-ELEVATOR,66,1995,58430,2208654,37.8,11100000,190,0.2,,,,,,,,,,,,
3-02165-7502,872-R1,"580 WYTHE AVENUE
Brooklyn, New York
(40.705543122416, -73.96675591080192)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,68,0,83403,1734782,20.8,7749996,93,3-02175-0030,"70 CLYMER STREET
Brooklyn, New York
(40.70479778311794, -73.96630837787764)",WILLIAMSBURG-CENTRAL,D1-ELEVATOR,103,1974,100020,1645329,16.45,6690000,67,0.15,3-02175-0060,"30 TAYLOR STREET
Brooklyn, New York
(40.703897184789604, -73.96616980756775)",WILLIAMSBURG-CENTRAL,D1-ELEVATOR,88,1974,78050,1233190,15.8,5020000,64,0.15
3-02165-7503,901-R1,"570 WYTHE AVENUE
Brooklyn, New York
(40.70595287355277, -73.96692444727906)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,48,0,67712,1415180,20.9,6320001,93,3-02145-0018,"440 BERRY STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,D9-ELEVATOR,66,1995,58430,2208654,37.8,11100000,190,0.2,,,,,,,,,,,,
3-02173-7501,143-R1,"149 TAYLOR STREET
Brooklyn, New York
(40.70621523700496, -73.96268739565858)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,13,1900,25704,280687,10.92,988999,38.5,3-00714-0044,"4018 5 AVENUE
Brooklyn, New York
(40.65063216036745, -74.00464238076827)",SUNSET PARK,C7-WALK-UP,32,1906,25600,398000,15.55,1620000,63,4.45,,,,,,,,,,,,
3-02173-7504,1411-R1,"177 TAYLOR STREET
Brooklyn, New York
(40.70665613632786, -73.96199465373996)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,14,2004,14884,206887,13.9,819999,55,3-02132-0016,"158 BROADWAY
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,D7-ELEVATOR,13,2002,24949,347290,13.92,1380000,55,0.2,,,,,,,,,,,,
3-02183-7501,1132-R1,"202 DIVISION AVENUE
Brooklyn, New York
(40.707325135849814, -73.95947730746458)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,12,1998,25203,526742,20.9,2350001,93,3-02264-0063,"563 FLUSHING AVENUE
Brooklyn, New York
(40.699577374022034, -73.95222756470679)",WILLIAMSBURG-CENTRAL,D1-ELEVATOR,14,2004,28158,386844,13.74,1530000,54,0.6,,,,,,,,,,,,
3-02201-7502,892-R1,"266 KEAP STREET
Brooklyn, New York
(40.70648923958726, -73.95611581741477)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,13,1915,25980,272790,10.5,921999,35.5,3-01766-0052,"618 MARCY AVENUE
Brooklyn, New York
(40.69327798600743, -73.94883179032742)",BEDFORD STUYVESANT,D1-ELEVATOR,50,2001,30270,337813,11.16,1190000,39.3,0.95,,,,,,,,,,,,
3-02223-7502,1449-R1,"790 WYTHE AVENUE
Brooklyn, New York
(40.699961543932, -73.95961820183672)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,12,0,16950,296625,17.5,1210002,71,3-00714-0044,"4018 5 AVENUE
Brooklyn, New York
(40.65063216036745, -74.00464238076827)",SUNSET PARK,C7-WALK-UP,32,1906,25600,398000,15.55,1620000,63,4.15,,,,,,,,,,,,
3-02223-7503,1450-R1,"796 WYTHE AVENUE
Brooklyn, New York
(40.69978401774988, -73.95942095052325)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,12,2005,16950,296625,17.5,1210002,71,3-03333-0033,"1349 GATES AVENUE
Brooklyn, New York
(40.695282660522736, -73.91642982596275)",BUSHWICK,D9-ELEVATOR,62,2004,53853,575688,10.69,1630000,30.3,2.25,,,,,,,,,,,,
3-02224-7502,718-R1,"29 HEYWARD STREET
Brooklyn, New York
(40.69991661341603, -73.95891600878474)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,12,1999,22844,358650,15.7,1459998,64,3-00814-0020,"334 53 STREET
Brooklyn, New York
(40.6454937052338, -74.01554322862926)",SUNSET PARK,C1-WALK-UP,12,1983,9180,70686,7.7,200000,21.79,4.85,,,,,,,,,,,,
3-02224-7504,733-R1,"35 HEYWARD STREET
Brooklyn, New York
(40.700033454609915, -73.958737576884)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,12,0,22704,261096,11.5,919998,40.5,3-00714-0044,"4018 5 AVENUE
Brooklyn, New York
(40.65063216036745, -74.00464238076827)",SUNSET PARK,C7-WALK-UP,32,1906,25600,398000,15.55,1620000,63,4.2,,,,,,,,,,,,
3-02224-7505,882-R1,"23 HEYWARD STREET
Brooklyn, New York
(40.69979977220655, -73.9590944407093)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,19,2000,53792,720812,13.4,2710002,50,3-08688-0079,"3094 BRIGHTON 5 STREET
Brooklyn, New York
(40.57710681365216, -73.96232776761524)",BRIGHTON BEACH,D1-ELEVATOR,43,1929,52200,388920,7.45,1190000,22.8,8.6,,,,,,,,,,,,
3-02230-7504,1113-R1,"15 LYNCH STREET
Brooklyn, New York
(40.699962411198655, -73.95733619080886)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,12,2003,16569,346292,20.9,1550003,94,3-06782-0026,"2120 OCEAN AVENUE
Brooklyn, New York
(40.61008174755378, -73.95353517549691)",MADISON,C1-WALK-UP,20,2005,26750,556400,20.8,2490000,93,6.2,,,,,,,,,,,,
3-02230-7505,1196-R1,"5 LYNCH STREET
Brooklyn, New York
(40.699735219971, -73.95766905237497)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,11,2004,32400,560520,17.3,2279999,70,3-02181-0025,"86 ROSS STREET
Brooklyn, New York
(40.70361229523267, -73.96365637793559)",WILLIAMSBURG-CENTRAL,C1-WALK-UP,38,1993,91200,1746480,19.15,7810000,86,0.4,,,,,,,,,,,,
3-02234-7501,378-R2,"210 LYNCH STREET
Brooklyn, New York
(40.70406515297006, -73.95087799034525)",WILLIAMSBURG-CENTRAL,R2-WALK-UP,21,1990,38358,631756,16.47,2570004,67,3-03511-0046,"598 HOWARD AVENUE
Brooklyn, New York
(40.66746073791933, -73.91998378671055)",BROWNSVILLE,C1-WALK-UP,24,1990,22959,348747,15.19,1420000,62,3.05,,,,,,,,,,,,
3-02234-7502,885-R1,"262 HEYWARD STREET
Brooklyn, New York
(40.705096673784006, -73.95079438949304)",WILLIAMSBURG-CENTRAL,R2-WALK-UP,12,1999,25904,316028,12.2,1189995,45.9,3-01798-0077,"305 LEXINGTON AVENUE
Brooklyn, New York
(40.68778749042468, -73.95019528239375)",BEDFORD STUYVESANT,C1-WALK-UP,30,1994,28680,435649,15.19,1770000,62,1.15,,,,,,,,,,,,
3-02237-7511,893-R1,"118 HARRISON AVENUE
Brooklyn, New York
(40.7033550161776, -73.95075672445437)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,14,2001,26819,321828,12,1129997,42.1,3-01766-0052,"618 MARCY AVENUE
Brooklyn, New York
(40.69327798600743, -73.94883179032742)",BEDFORD STUYVESANT,D1-ELEVATOR,50,2001,30270,337813,11.16,1190000,39.3,0.65,,,,,,,,,,,,
3-02238-7504,1376-R1,"532 BROADWAY
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-EAST,R4-ELEVATOR,35,0,61764,1445277,23.4,6459990,105,3-02145-0018,"440 BERRY STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,D9-ELEVATOR,66,1995,58430,2208654,37.8,11100000,190,0.95,,,,,,,,,,,,
3-02240-7507,1019-R1,"51 LORIMER STREET
Brooklyn, New York
(40.701181844939114, -73.95245042646185)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,16,2003,21020,439318,20.9,1960001,93,3-02249-0005,"429 MARCY AVENUE
Brooklyn, New York
(40.70092850601137, -73.95124026961379)",WILLIAMSBURG-CENTRAL,D1-ELEVATOR,14,2005,31000,775000,25,3474000,112,0.15,,,,,,,,,,,,
3-02240-7509,1018-R1,"57 LORIMER STREET
Brooklyn, New York
(40.70129088252763, -73.95227956343655)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,16,0,24787,518048,20.9,2319996,94,3-02249-0005,"429 MARCY AVENUE
Brooklyn, New York
(40.70092850601137, -73.95124026961379)",WILLIAMSBURG-CENTRAL,D1-ELEVATOR,14,2005,31000,775000,25,3474000,112,0.15,,,,,,,,,,,,
3-02240-7516,1137-R1,"5 UNKNOWN
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,12,2002,28727,465377,16.2,1890001,66,3-00714-0044,"4018 5 AVENUE
Brooklyn, New York
(40.65063216036745, -74.00464238076827)",SUNSET PARK,C7-WALK-UP,32,1906,25600,398000,15.55,1620000,63,4.4,,,,,,,,,,,,
3-02240-7518,1104-R1,"13 LORIMER STREET
Brooklyn, New York
(40.70049196338087, -73.95353314508507)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,12,2003,16524,345351,20.9,1540006,93,3-06782-0026,"2120 OCEAN AVENUE
Brooklyn, New York
(40.61008174755378, -73.95353517549691)",MADISON,C1-WALK-UP,20,2005,26750,556400,20.8,2490000,93,6.3,,,,,,,,,,,,
3-02241-7528,1235-R1,"115 LORIMER STREET
Brooklyn, New York
(40.70231394487055, -73.95069019396492)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,14,2004,25452,391960,15.4,1590000,62,3-05424-0080,"229 PARKVILLE AVENUE
Brooklyn, New York
(40.63141555357741, -73.97038995525058)",OCEAN PARKWAY-NORTH,D8-ELEVATOR,41,2004,43018,664347,15.44,2700000,63,4.95,,,,,,,,,,,,
3-02241-7529,1237-R1,"119 LORIMER STREET
Brooklyn, New York
(40.70238157393875, -73.95058536890922)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,14,2004,26950,415030,15.4,1906758,71,3-06782-0026,"2120 OCEAN AVENUE
Brooklyn, New York
(40.61008174755378, -73.95353517549691)",MADISON,C1-WALK-UP,20,2005,26750,556400,20.8,2490000,93,6.4,,,,,,,,,,,,
3-02241-7530,1242-R1,"146 MIDDLETON STREET
Brooklyn, New York
(40.70288787769466, -73.95118572499919)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,14,2004,23692,364856,15.4,1480000,62,3-00714-0044,"4018 5 AVENUE
Brooklyn, New York
(40.65063216036745, -74.00464238076827)",SUNSET PARK,C7-WALK-UP,32,1906,25600,398000,15.55,1620000,63,4.55,,,,,,,,,,,,
3-02241-7531,1246-R1,"150 MIDDLETON STREET
Brooklyn, New York
(40.70296438619506, -73.95107096224858)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,14,2004,25452,341056,13.4,1279997,50,3-00714-0044,"4018 5 AVENUE
Brooklyn, New York
(40.65063216036745, -74.00464238076827)",SUNSET PARK,C7-WALK-UP,32,1906,25600,398000,15.55,1620000,63,4.55,,,,,,,,,,,,
3-02242-7503,1815-R1,"218 MIDDLETON STREET
Brooklyn, New York
(40.703857640652764, -73.94971128337198)",WILLIAMSBURG-EAST,R4-ELEVATOR,18,2005,32189,531118,16.5,2160000,67,3-04571-0001,"1101 FORBELL STREET
Brooklyn, New York
(40.66329267111185, -73.86029961823196)",EAST NEW YORK,C9-WALK-UP,48,2002,37765,623259,16.5,2470000,65,5.5,3-06499-0013,"198 FOSTER AVENUE
Brooklyn, New York
(40.62798263193589, -73.97566076272118)",OCEAN PARKWAY-NORTH,C7-WALK-UP,12,1999,17520,315053,17.98,1280000,73,5.4
3-02244-7501,663-R1,"2 LEE AVENUE
Brooklyn, New York
(40.70758553663819, -73.96192015761147)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,115,1998,200632,3049606,15.2,12400005,62,3-01799-0044,"429 LEXINGTON AVENUE
Brooklyn, New York
(40.688388239508306, -73.94499834469876)",BEDFORD STUYVESANT,C1-WALK-UP,123,1970,101440,1037731,10.23,3510000,34.6,0.9,,,,,,,,,,,,
3-02250-7501,873-R1,"165 HARRISON AVENUE
Brooklyn, New York
(40.70175868030487, -73.94888699340407)",WILLIAMSBURG-EAST,R4-ELEVATOR,32,2000,39000,768300,19.7,3429984,88,3-03113-0022,"31 GRAHAM AVENUE
Brooklyn, New York
(40.70236391737481, -73.94242000307676)",WILLIAMSBURG-EAST,C7-WALK-UP,40,1973,27480,540088,19.65,2410000,88,0.25,,,,,,,,,,,,
3-02251-7502,1699-R1,"37 THROOP AVENUE
Brooklyn, New York
(40.703199376130364, -73.94732135672602)",WILLIAMSBURG-EAST,R4-ELEVATOR,18,2006,23938,0,0,3179140,133,3-02235-0039,"232 LEE AVENUE
Brooklyn, New York
(40.7009351501259, -73.95463655800357)",WILLIAMSBURG-CENTRAL,D7-ELEVATOR,14,1931,26070,534435,20.5,2390000,92,0.5,3-02418-0040,"145 3 STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,D1-ELEVATOR,66,2005,59983,1553559,25.9,4390000,73,1
