BORO,CSD,SCHOOL CODE,SCHOOL NAME,GRADE ,PROGRAM TYPE,CORE SUBJECT (MS CORE and 9-12 ONLY),CORE COURSE (MS CORE and 9-12 ONLY),SERVICE CATEGORY(K-9* ONLY),NUMBER OF CLASSES,TOTAL REGISTER,AVERAGE CLASS SIZE,SIZE OF SMALLEST CLASS,SIZE OF LARGEST CLASS,DATA SOURCE,SCHOOLWIDE PUPIL-TEACHER RATIO
X,12,X690,MONROE ACADEMY FOR BUSINESS/LAW,,,,,,,,,,,,14.7
X,12,X691,BRONX LITTLE SCHOOL,0K,GEN ED,-,-,-,2,47,23.5,23,24,ATS,
X,12,X691,BRONX LITTLE SCHOOL,01,GEN ED,-,-,-,2,41,20.5,20,21,ATS,
X,12,X691,BRONX LITTLE SCHOOL,02,GEN ED,-,-,-,1,25,25,25,25,ATS,
X,12,X691,BRONX LITTLE SCHOOL,03,GEN ED,-,-,-,1,19,19,19,19,ATS,
X,12,X691,BRONX LITTLE SCHOOL,04,GEN ED,-,-,-,1,21,21,21,21,ATS,
X,12,X691,BRONX LITTLE SCHOOL,05,GEN ED,-,-,-,1,24,24,24,24,ATS,
X,12,X691,BRONX LITTLE SCHOOL,0K-09,SPEC ED,-,-,12:1,1,9,9,9,9,ATS,
X,12,X691,BRONX LITTLE SCHOOL,0K-09,SPEC ED,-,-,12:1:1,1,11,11,11,11,ATS,
X,12,X691,BRONX LITTLE SCHOOL,,,,,,,,,,,,13.8
X,12,X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,09-12,GEN ED,ENGLISH,ENGLISH 9,-,4,115,28.8,28,29,STARS,
X,12,X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,09-12,GEN ED,ENGLISH,ENGLISH 10,-,3,64,21.3,16,24,STARS,
X,12,X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,09-12,GEN ED,ENGLISH,ENGLISH 11,-,4,84,21,14,29,STARS,
X,12,X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,09-12,GEN ED,ENGLISH,ENGLISH 12,-,3,55,18.3,15,21,STARS,
X,12,X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,09-12,CTT,ENGLISH,ENGLISH 9,-,1,21,21,21,21,STARS,
X,12,X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,09-12,CTT,ENGLISH,ENGLISH 10,-,1,26,26,26,26,STARS,
X,12,X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,09-12,CTT,ENGLISH,ENGLISH 12,-,2,41,20.5,13,28,STARS,
X,12,X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,09-12,GEN ED,MATH,ALGEBRA,-,10,232,23.2,11,31,STARS,
X,12,X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,09-12,GEN ED,MATH,GEOMETRY,-,3,87,29,25,32,STARS,
X,12,X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,09-12,GEN ED,MATH,MATH B,-,1,28,28,28,28,STARS,
X,12,X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,09-12,CTT,MATH,ALGEBRA,-,3,79,26.3,21,34,STARS,
X,12,X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,09-12,GEN ED,SCIENCE,EARTH SCIENCE,-,4,104,26,25,27,STARS,
X,12,X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,-,10,258,25.8,10,30,STARS,
X,12,X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,09-12,GEN ED,SCIENCE,CHEMISTRY,-,8,164,20.5,16,32,STARS,
X,12,X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,09-12,CTT,SCIENCE,EARTH SCIENCE,-,4,118,29.5,27,32,STARS,
X,12,X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,09-12,CTT,SCIENCE,LIVING ENVIRONMENT,-,2,48,24,24,24,STARS,
X,12,X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,09-12,CTT,SCIENCE,OTHER,-,1,29,29,29,29,STARS,
X,12,X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,6,143,23.8,10,31,STARS,
X,12,X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,3,75,25,15,32,STARS,
X,12,X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,-,3,82,27.3,19,32,STARS,
X,12,X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,-,1,32,32,32,32,STARS,
X,12,X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,09-12,GEN ED,SOCIAL STUDIES,OTHER,-,1,33,33,33,33,STARS,
X,12,X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,09-12,CTT,SOCIAL STUDIES,GLOBAL HISTORY 9,-,1,22,22,22,22,STARS,
X,12,X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,09-12,CTT,SOCIAL STUDIES,GLOBAL HISTORY 10,-,1,15,15,15,15,STARS,
X,12,X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,09-12,CTT,SOCIAL STUDIES,US HISTORY,-,1,29,29,29,29,STARS,
X,12,X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,09-12,CTT,SOCIAL STUDIES,US GOVERNMENT,-,2,42,21,16,26,STARS,
X,12,X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,09-12,CTT,SOCIAL STUDIES,OTHER,-,2,47,23.5,21,26,STARS,
X,12,X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,,,,,,,,,,,,12.1
K,13,K003,P.S. 003 THE BEDFORD VILLAGE,0K,GEN ED,-,-,-,4,76,19,18,20,ATS,
K,13,K003,P.S. 003 THE BEDFORD VILLAGE,0K,CTT,-,-,-,1,12,12,12,12,ATS,
K,13,K003,P.S. 003 THE BEDFORD VILLAGE,0K,G&T,-,-,-,1,20,20,20,20,ATS,
K,13,K003,P.S. 003 THE BEDFORD VILLAGE,01,GEN ED,-,-,-,3,62,20.7,20,21,ATS,
K,13,K003,P.S. 003 THE BEDFORD VILLAGE,01,CTT,-,-,-,1,16,16,16,16,ATS,
K,13,K003,P.S. 003 THE BEDFORD VILLAGE,01,G&T,-,-,-,1,17,17,17,17,ATS,
K,13,K003,P.S. 003 THE BEDFORD VILLAGE,02,GEN ED,-,-,-,4,75,18.8,18,19,ATS,
K,13,K003,P.S. 003 THE BEDFORD VILLAGE,02,G&T,-,-,-,1,28,28,28,28,ATS,
K,13,K003,P.S. 003 THE BEDFORD VILLAGE,03,GEN ED,-,-,-,3,71,23.7,23,24,ATS,
K,13,K003,P.S. 003 THE BEDFORD VILLAGE,03,G&T,-,-,-,1,22,22,22,22,ATS,
K,13,K003,P.S. 003 THE BEDFORD VILLAGE,04,GEN ED,-,-,-,3,75,25,25,25,ATS,
K,13,K003,P.S. 003 THE BEDFORD VILLAGE,04,G&T,-,-,-,1,24,24,24,24,ATS,
K,13,K003,P.S. 003 THE BEDFORD VILLAGE,05,GEN ED,-,-,-,2,52,26,26,26,ATS,
K,13,K003,P.S. 003 THE BEDFORD VILLAGE,05,G&T,-,-,-,1,28,28,28,28,ATS,
K,13,K003,P.S. 003 THE BEDFORD VILLAGE,0K-09,SPEC ED,-,-,12:1:1,2,19,9.5,8,11,ATS,
K,13,K003,P.S. 003 THE BEDFORD VILLAGE,,,,,,,,,,,,14.7
K,13,K008,P.S. 008 ROBERT FULTON,0K,GEN ED,-,-,-,4,73,18.3,17,19,ATS,
K,13,K008,P.S. 008 ROBERT FULTON,0K,CTT,-,-,-,1,18,18,18,18,ATS,
K,13,K008,P.S. 008 ROBERT FULTON,01,GEN ED,-,-,-,4,88,22,21,23,ATS,
K,13,K008,P.S. 008 ROBERT FULTON,01,CTT,-,-,-,1,25,25,25,25,ATS,
K,13,K008,P.S. 008 ROBERT FULTON,02,GEN ED,-,-,-,3,60,20,20,20,ATS,
K,13,K008,P.S. 008 ROBERT FULTON,02,CTT,-,-,-,1,18,18,18,18,ATS,
K,13,K008,P.S. 008 ROBERT FULTON,03,GEN ED,-,-,-,2,52,26,25,27,ATS,
K,13,K008,P.S. 008 ROBERT FULTON,03,CTT,-,-,-,1,20,20,20,20,ATS,
K,13,K008,P.S. 008 ROBERT FULTON,04,GEN ED,-,-,-,2,45,22.5,22,23,ATS,
K,13,K008,P.S. 008 ROBERT FULTON,04,CTT,-,-,-,1,23,23,23,23,ATS,
K,13,K008,P.S. 008 ROBERT FULTON,05,GEN ED,-,-,-,2,50,25,24,26,ATS,
K,13,K008,P.S. 008 ROBERT FULTON,05,CTT,-,-,-,1,25,25,25,25,ATS,
K,13,K008,P.S. 008 ROBERT FULTON,,,,,,,,,,,,12.6
K,13,K009,P.S. 009 TEUNIS G. BERGEN,0K,GEN ED,-,-,-,3,68,22.7,21,24,ATS,
K,13,K009,P.S. 009 TEUNIS G. BERGEN,0K,G&T,-,-,-,1,18,18,18,18,ATS,
K,13,K009,P.S. 009 TEUNIS G. BERGEN,01,GEN ED,-,-,-,2,38,19,18,20,ATS,
K,13,K009,P.S. 009 TEUNIS G. BERGEN,01,CTT,-,-,-,1,24,24,24,24,ATS,
K,13,K009,P.S. 009 TEUNIS G. BERGEN,01,G&T,-,-,-,1,13,13,13,13,ATS,
K,13,K009,P.S. 009 TEUNIS G. BERGEN,02,GEN ED,-,-,-,2,29,14.5,13,16,ATS,
K,13,K009,P.S. 009 TEUNIS G. BERGEN,02,CTT,-,-,-,1,13,13,13,13,ATS,
K,13,K009,P.S. 009 TEUNIS G. BERGEN,02,G&T,-,-,-,1,21,21,21,21,ATS,
K,13,K009,P.S. 009 TEUNIS G. BERGEN,03,GEN ED,-,-,-,2,38,19,17,21,ATS,
K,13,K009,P.S. 009 TEUNIS G. BERGEN,03,CTT,-,-,-,1,16,16,16,16,ATS,
K,13,K009,P.S. 009 TEUNIS G. BERGEN,03,G&T,-,-,-,1,23,23,23,23,ATS,
K,13,K009,P.S. 009 TEUNIS G. BERGEN,04,GEN ED,-,-,-,1,27,27,27,27,ATS,
K,13,K009,P.S. 009 TEUNIS G. BERGEN,04,CTT,-,-,-,1,26,26,26,26,ATS,
K,13,K009,P.S. 009 TEUNIS G. BERGEN,04,G&T,-,-,-,1,26,26,26,26,ATS,
K,13,K009,P.S. 009 TEUNIS G. BERGEN,05,GEN ED,-,-,-,1,24,24,24,24,ATS,
K,13,K009,P.S. 009 TEUNIS G. BERGEN,05,CTT,-,-,-,1,23,23,23,23,ATS,
K,13,K009,P.S. 009 TEUNIS G. BERGEN,05,G&T,-,-,-,1,26,26,26,26,ATS,
K,13,K009,P.S. 009 TEUNIS G. BERGEN,0K-09,SPEC ED,-,-,12:1,1,12,12,12,12,ATS,
K,13,K009,P.S. 009 TEUNIS G. BERGEN,0K-09,SPEC ED,-,-,12:1:1,2,18,9,8,10,ATS,
K,13,K009,P.S. 009 TEUNIS G. BERGEN,,,,,,,,,,,,12.4
K,13,K011,P.S. 011 PURVIS J. BEHAN,0K,GEN ED,-,-,-,6,115,19.2,18,22,ATS,
K,13,K011,P.S. 011 PURVIS J. BEHAN,01,GEN ED,-,-,-,4,88,22,20,24,ATS,
K,13,K011,P.S. 011 PURVIS J. BEHAN,02,GEN ED,-,-,-,4,83,20.8,20,21,ATS,
K,13,K011,P.S. 011 PURVIS J. BEHAN,03,GEN ED,-,-,-,3,78,26,25,28,ATS,
K,13,K011,P.S. 011 PURVIS J. BEHAN,04,GEN ED,-,-,-,3,77,25.7,25,26,ATS,
K,13,K011,P.S. 011 PURVIS J. BEHAN,05,GEN ED,-,-,-,2,56,28,27,29,ATS,
K,13,K011,P.S. 011 PURVIS J. BEHAN,0K-09,SPEC ED,-,-,12:1:1,2,19,9.5,8,11,ATS,
K,13,K011,P.S. 011 PURVIS J. BEHAN,,,,,,,,,,,,15.8
K,13,K020,P.S. 020 CLINTON HILL,0K,CTT,-,-,-,1,22,22,22,22,ATS,
K,13,K020,P.S. 020 CLINTON HILL,0K,G&T,-,-,-,1,23,23,23,23,ATS,
K,13,K020,P.S. 020 CLINTON HILL,01,GEN ED,-,-,-,2,52,26,26,26,ATS,
K,13,K020,P.S. 020 CLINTON HILL,02,GEN ED,-,-,-,3,65,21.7,20,23,ATS,
K,13,K020,P.S. 020 CLINTON HILL,03,GEN ED,-,-,-,3,67,22.3,22,23,ATS,
K,13,K020,P.S. 020 CLINTON HILL,04,GEN ED,-,-,-,3,58,19.3,18,21,ATS,
K,13,K020,P.S. 020 CLINTON HILL,05,GEN ED,-,-,-,2,48,24,24,24,ATS,
K,13,K020,P.S. 020 CLINTON HILL,0K-09,SPEC ED,-,-,12:1:1,2,18,9,7,11,ATS,
K,13,K020,P.S. 020 CLINTON HILL,,,,,,,,,,,,13.8
K,13,K044,P.S. 044 MARCUS GARVEY,0K,GEN ED,-,-,-,3,61,20.3,19,21,ATS,
K,13,K044,P.S. 044 MARCUS GARVEY,01,GEN ED,-,-,-,3,56,18.7,18,19,ATS,
K,13,K044,P.S. 044 MARCUS GARVEY,02,GEN ED,-,-,-,3,60,20,19,21,ATS,
K,13,K044,P.S. 044 MARCUS GARVEY,03,GEN ED,-,-,-,3,63,21,21,21,ATS,
K,13,K044,P.S. 044 MARCUS GARVEY,04,GEN ED,-,-,-,4,78,19.5,19,20,ATS,
K,13,K044,P.S. 044 MARCUS GARVEY,05,GEN ED,-,-,-,3,78,26,25,27,ATS,
K,13,K044,P.S. 044 MARCUS GARVEY,0K-09,SPEC ED,-,-,12:1:1,3,28,9.3,7,11,ATS,
K,13,K044,P.S. 044 MARCUS GARVEY,,,,,,,,,,,,13.4
K,13,K046,P.S. 046 EDWARD C. BLUM,0K,GEN ED,-,-,-,3,48,16,13,20,ATS,
K,13,K046,P.S. 046 EDWARD C. BLUM,01,GEN ED,-,-,-,3,48,16,14,17,ATS,
K,13,K046,P.S. 046 EDWARD C. BLUM,02,GEN ED,-,-,-,3,49,16.3,13,19,ATS,
K,13,K046,P.S. 046 EDWARD C. BLUM,03,GEN ED,-,-,-,3,48,16,15,17,ATS,
K,13,K046,P.S. 046 EDWARD C. BLUM,04,GEN ED,-,-,-,2,42,21,16,26,ATS,
K,13,K046,P.S. 046 EDWARD C. BLUM,05,GEN ED,-,-,-,2,39,19.5,17,22,ATS,
K,13,K046,P.S. 046 EDWARD C. BLUM,0K-09,SPEC ED,-,-,12:1,1,9,9,9,9,ATS,
K,13,K046,P.S. 046 EDWARD C. BLUM,0K-09,SPEC ED,-,-,12:1:1,3,33,11,7,13,ATS,
K,13,K046,P.S. 046 EDWARD C. BLUM,,,,,,,,,,,,11
K,13,K054,P.S. 054 SAMUEL C. BARNES,0K,GEN ED,-,-,-,1,20,20,20,20,ATS,
K,13,K054,P.S. 054 SAMUEL C. BARNES,0K,CTT,-,-,-,1,18,18,18,18,ATS,
K,13,K054,P.S. 054 SAMUEL C. BARNES,01,GEN ED,-,-,-,1,18,18,18,18,ATS,
K,13,K054,P.S. 054 SAMUEL C. BARNES,01,CTT,-,-,-,1,18,18,18,18,ATS,
K,13,K054,P.S. 054 SAMUEL C. BARNES,02,GEN ED,-,-,-,1,19,19,19,19,ATS,
K,13,K054,P.S. 054 SAMUEL C. BARNES,02,CTT,-,-,-,1,22,22,22,22,ATS,
K,13,K054,P.S. 054 SAMUEL C. BARNES,03,GEN ED,-,-,-,2,33,16.5,15,18,ATS,
K,13,K054,P.S. 054 SAMUEL C. BARNES,04,GEN ED,-,-,-,1,18,18,18,18,ATS,
K,13,K054,P.S. 054 SAMUEL C. BARNES,04,CTT,-,-,-,1,18,18,18,18,ATS,
K,13,K054,P.S. 054 SAMUEL C. BARNES,05,GEN ED,-,-,-,2,31,15.5,15,16,ATS,
K,13,K054,P.S. 054 SAMUEL C. BARNES,05,CTT,-,-,-,1,17,17,17,17,ATS,
K,13,K054,P.S. 054 SAMUEL C. BARNES,0K-09,SPEC ED,-,-,12:1:1,2,16,8,7,9,ATS,
K,13,K054,P.S. 054 SAMUEL C. BARNES,,,,,,,,,,,,8.7
K,13,K056,P.S. 056 LEWIS H. LATIMER,0K,GEN ED,-,-,-,2,36,18,16,20,ATS,
K,13,K056,P.S. 056 LEWIS H. LATIMER,01,GEN ED,-,-,-,3,42,14,13,16,ATS,
K,13,K056,P.S. 056 LEWIS H. LATIMER,02,GEN ED,-,-,-,2,40,20,19,21,ATS,
K,13,K056,P.S. 056 LEWIS H. LATIMER,03,GEN ED,-,-,-,3,45,15,13,17,ATS,
K,13,K056,P.S. 056 LEWIS H. LATIMER,04,GEN ED,-,-,-,1,27,27,27,27,ATS,
K,13,K056,P.S. 056 LEWIS H. LATIMER,04,CTT,-,-,-,1,25,25,25,25,ATS,
K,13,K056,P.S. 056 LEWIS H. LATIMER,05,GEN ED,-,-,-,2,41,20.5,20,21,ATS,
K,13,K056,P.S. 056 LEWIS H. LATIMER,0K-09,SPEC ED,-,-,12:1:1,3,28,9.3,9,10,ATS,
K,13,K056,P.S. 056 LEWIS H. LATIMER,,,,,,,,,,,,10.9
K,13,K067,P.S. 067 CHARLES A. DORSEY,0K,GEN ED,-,-,-,1,25,25,25,25,ATS,
K,13,K067,P.S. 067 CHARLES A. DORSEY,01,GEN ED,-,-,-,1,30,30,30,30,ATS,
K,13,K067,P.S. 067 CHARLES A. DORSEY,02,GEN ED,-,-,-,2,32,16,16,16,ATS,
K,13,K067,P.S. 067 CHARLES A. DORSEY,03,GEN ED,-,-,-,1,27,27,27,27,ATS,
K,13,K067,P.S. 067 CHARLES A. DORSEY,04,GEN ED,-,-,-,2,44,22,22,22,ATS,
K,13,K067,P.S. 067 CHARLES A. DORSEY,05,GEN ED,-,-,-,2,36,18,17,19,ATS,
K,13,K067,P.S. 067 CHARLES A. DORSEY,0K-09,SPEC ED,-,-,12:1,1,8,8,8,8,ATS,
K,13,K067,P.S. 067 CHARLES A. DORSEY,0K-09,SPEC ED,-,-,12:1:1,2,16,8,5,11,ATS,
K,13,K067,P.S. 067 CHARLES A. DORSEY,,,,,,,,,,,,12.6
K,13,K093,P.S. 093 WILLIAM H. PRESCOTT,0K,GEN ED,-,-,-,3,65,21.7,21,23,ATS,
K,13,K093,P.S. 093 WILLIAM H. PRESCOTT,01,GEN ED,-,-,-,3,61,20.3,20,21,ATS,
K,13,K093,P.S. 093 WILLIAM H. PRESCOTT,02,GEN ED,-,-,-,3,57,19,17,20,ATS,
K,13,K093,P.S. 093 WILLIAM H. PRESCOTT,03,GEN ED,-,-,-,3,66,22,22,22,ATS,
K,13,K093,P.S. 093 WILLIAM H. PRESCOTT,04,GEN ED,-,-,-,2,47,23.5,23,24,ATS,
K,13,K093,P.S. 093 WILLIAM H. PRESCOTT,05,GEN ED,-,-,-,3,65,21.7,20,23,ATS,
K,13,K093,P.S. 093 WILLIAM H. PRESCOTT,0K-09,SPEC ED,-,-,12:1,1,5,5,5,5,ATS,
K,13,K093,P.S. 093 WILLIAM H. PRESCOTT,0K-09,SPEC ED,-,-,12:1:1,1,12,12,12,12,ATS,
K,13,K093,P.S. 093 WILLIAM H. PRESCOTT,,,,,,,,,,,,13.5
K,13,K103,SATELLITE THREE,06,GEN ED,-,-,-,3,81,27,26,28,ATS,
K,13,K103,SATELLITE THREE,07,GEN ED,-,-,-,3,82,27.3,25,30,ATS,
K,13,K103,SATELLITE THREE,08,GEN ED,-,-,-,3,85,28.3,27,30,ATS,
K,13,K103,SATELLITE THREE,0K-09,SPEC ED,-,-,12:1:1,1,12,12,12,12,ATS,
K,13,K103,SATELLITE THREE,MS Core,GEN ED,ENGLISH,-,-,10,273,27.3,21,33,STARS,
K,13,K103,SATELLITE THREE,MS Core,GEN ED,MATH,-,-,10,245,24.5,18,29,STARS,
K,13,K103,SATELLITE THREE,MS Core,GEN ED,SCIENCE,-,-,9,241,26.8,23,30,STARS,
K,13,K103,SATELLITE THREE,MS Core,GEN ED,SOCIAL STUDIES,-,-,7,196,28,25,30,STARS,
K,13,K103,SATELLITE THREE,MS Core,SPEC ED,ENGLISH,-,-,2,26,13,12,14,STARS,
K,13,K103,SATELLITE THREE,MS Core,SPEC ED,MATH,-,-,1,26,26,26,26,STARS,
K,13,K103,SATELLITE THREE,MS Core,SPEC ED,SCIENCE,-,-,1,26,26,26,26,STARS,
K,13,K103,SATELLITE THREE,MS Core,SPEC ED,SOCIAL STUDIES,-,-,1,26,26,26,26,STARS,
K,13,K103,SATELLITE THREE,,,,,,,,,,,,14.1
K,13,K113,J.H.S. 113/OLD 294 EDMONDS CENTER,06,GEN ED,-,-,-,10,276,27.6,25,30,ATS,
K,13,K113,J.H.S. 113/OLD 294 EDMONDS CENTER,06,CTT,-,-,-,2,55,27.5,27,28,ATS,
K,13,K113,J.H.S. 113/OLD 294 EDMONDS CENTER,07,GEN ED,-,-,-,9,232,25.8,21,30,ATS,
K,13,K113,J.H.S. 113/OLD 294 EDMONDS CENTER,07,CTT,-,-,-,1,26,26,26,26,ATS,
K,13,K113,J.H.S. 113/OLD 294 EDMONDS CENTER,08,GEN ED,-,-,-,9,216,24,18,28,ATS,
K,13,K113,J.H.S. 113/OLD 294 EDMONDS CENTER,08,CTT,-,-,-,2,49,24.5,24,25,ATS,
K,13,K113,J.H.S. 113/OLD 294 EDMONDS CENTER,0K-09,SPEC ED,-,-,12:1,3,35,11.7,11,12,ATS,
K,13,K113,J.H.S. 113/OLD 294 EDMONDS CENTER,0K-09,SPEC ED,-,-,12:1:1,3,34,11.3,10,12,ATS,
K,13,K113,J.H.S. 113/OLD 294 EDMONDS CENTER,MS Core,GEN ED,ENGLISH,-,-,29,715,24.7,15,30,STARS,
K,13,K113,J.H.S. 113/OLD 294 EDMONDS CENTER,MS Core,GEN ED,MATH,-,-,29,715,24.7,15,30,STARS,
K,13,K113,J.H.S. 113/OLD 294 EDMONDS CENTER,MS Core,GEN ED,SCIENCE,-,-,28,693,24.8,15,30,STARS,
K,13,K113,J.H.S. 113/OLD 294 EDMONDS CENTER,MS Core,GEN ED,SOCIAL STUDIES,-,-,28,693,24.8,15,30,STARS,
K,13,K113,J.H.S. 113/OLD 294 EDMONDS CENTER,MS Core,CTT,ENGLISH,-,-,1,26,26,26,26,STARS,
K,13,K113,J.H.S. 113/OLD 294 EDMONDS CENTER,MS Core,CTT,MATH,-,-,1,26,26,26,26,STARS,
K,13,K113,J.H.S. 113/OLD 294 EDMONDS CENTER,MS Core,CTT,SCIENCE,-,-,1,26,26,26,26,STARS,
K,13,K113,J.H.S. 113/OLD 294 EDMONDS CENTER,MS Core,CTT,SOCIAL STUDIES,-,-,1,26,26,26,26,STARS,
K,13,K113,J.H.S. 113/OLD 294 EDMONDS CENTER,MS Core,SPEC ED,ENGLISH,-,-,3,33,11,10,12,STARS,
K,13,K113,J.H.S. 113/OLD 294 EDMONDS CENTER,MS Core,SPEC ED,MATH,-,-,3,33,11,10,12,STARS,
K,13,K113,J.H.S. 113/OLD 294 EDMONDS CENTER,MS Core,SPEC ED,SCIENCE,-,-,4,44,11,10,12,STARS,
K,13,K113,J.H.S. 113/OLD 294 EDMONDS CENTER,MS Core,SPEC ED,SOCIAL STUDIES,-,-,3,33,11,10,12,STARS,
K,13,K113,J.H.S. 113/OLD 294 EDMONDS CENTER,09-12,GEN ED,ENGLISH,ENGLISH 9,-,3,75,25,21,28,STARS,
K,13,K113,J.H.S. 113/OLD 294 EDMONDS CENTER,09-12,GEN ED,MATH,ALGEBRA,-,3,75,25,21,28,STARS,
K,13,K113,J.H.S. 113/OLD 294 EDMONDS CENTER,09-12,GEN ED,SCIENCE,EARTH SCIENCE,-,4,97,24.3,21,28,STARS,
K,13,K113,J.H.S. 113/OLD 294 EDMONDS CENTER,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,4,97,24.3,21,28,STARS,
K,13,K113,J.H.S. 113/OLD 294 EDMONDS CENTER,,,,,,,,,,,,14.7
K,13,K133,P.S. 133 WILLIAM A. BUTLER,0K,GEN ED,-,-,-,1,22,22,22,22,ATS,
K,13,K133,P.S. 133 WILLIAM A. BUTLER,0K,CTT,-,-,-,1,18,18,18,18,ATS,
K,13,K133,P.S. 133 WILLIAM A. BUTLER,01,GEN ED,-,-,-,1,23,23,23,23,ATS,
K,13,K133,P.S. 133 WILLIAM A. BUTLER,01,CTT,-,-,-,1,20,20,20,20,ATS,
K,13,K133,P.S. 133 WILLIAM A. BUTLER,02,GEN ED,-,-,-,1,16,16,16,16,ATS,
K,13,K133,P.S. 133 WILLIAM A. BUTLER,02,CTT,-,-,-,1,19,19,19,19,ATS,
K,13,K133,P.S. 133 WILLIAM A. BUTLER,03,GEN ED,-,-,-,1,17,17,17,17,ATS,
K,13,K133,P.S. 133 WILLIAM A. BUTLER,03,CTT,-,-,-,1,24,24,24,24,ATS,
K,13,K133,P.S. 133 WILLIAM A. BUTLER,04,GEN ED,-,-,-,1,18,18,18,18,ATS,
K,13,K133,P.S. 133 WILLIAM A. BUTLER,04,CTT,-,-,-,1,16,16,16,16,ATS,
K,13,K133,P.S. 133 WILLIAM A. BUTLER,05,GEN ED,-,-,-,1,17,17,17,17,ATS,
K,13,K133,P.S. 133 WILLIAM A. BUTLER,05,CTT,-,-,-,1,21,21,21,21,ATS,
K,13,K133,P.S. 133 WILLIAM A. BUTLER,0K-09,SPEC ED,-,-,12:1,1,12,12,12,12,ATS,
K,13,K133,P.S. 133 WILLIAM A. BUTLER,,,,,,,,,,,,8.6
K,13,K256,P.S. 256 BENJAMIN BANNEKER,0K,GEN ED,-,-,-,2,54,27,27,27,ATS,
K,13,K256,P.S. 256 BENJAMIN BANNEKER,01,GEN ED,-,-,-,3,57,19,19,19,ATS,
K,13,K256,P.S. 256 BENJAMIN BANNEKER,02,GEN ED,-,-,-,3,71,23.7,23,24,ATS,
K,13,K256,P.S. 256 BENJAMIN BANNEKER,03,GEN ED,-,-,-,3,54,18,17,19,ATS,
K,13,K256,P.S. 256 BENJAMIN BANNEKER,04,GEN ED,-,-,-,2,41,20.5,20,21,ATS,
K,13,K256,P.S. 256 BENJAMIN BANNEKER,05,GEN ED,-,-,-,3,65,21.7,20,24,ATS,
K,13,K256,P.S. 256 BENJAMIN BANNEKER,0K-09,SPEC ED,-,-,12:1:1,4,33,8.3,6,12,ATS,
K,13,K256,P.S. 256 BENJAMIN BANNEKER,,,,,,,,,,,,14.2
K,13,K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL O,06,GEN ED,-,-,-,2,52,26,26,26,ATS,
K,13,K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL O,07,GEN ED,-,-,-,1,30,30,30,30,ATS,
K,13,K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL O,07,CTT,-,-,-,1,28,28,28,28,ATS,
K,13,K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL O,08,GEN ED,-,-,-,2,63,31.5,30,33,ATS,
K,13,K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL O,0K-09,SPEC ED,-,-,12:1:1,2,24,12,12,12,ATS,
K,13,K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL O,MS Core,GEN ED,ENGLISH,-,-,1,21,21,21,21,STARS,
K,13,K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL O,09-12,GEN ED,ENGLISH,ENGLISH 9,-,5,125,25,15,32,STARS,
