District,Grade,Year,Category,Number Tested,Mean Scale Score,Level 1 #,Level 1 %,Level 2 #,Level 2 %,Level 3 #,Level 3 %,Level 4 #,Level 4 %,Level 3+4 #,Level 3+4 %
14,7,2007,Asian,45,690,4,8.9%,2,4.4%,14,31.1%,25,55.6%,39,86.7%
14,7,2007,Black,349,636,72,20.6%,148,42.4%,119,34.1%,10,2.9%,129,37%
14,7,2007,Hispanic,1096,647,129,11.8%,439,40.1%,463,42.2%,65,5.9%,528,48.2%
14,7,2007,White,123,670,6,4.9%,27,22%,59,48%,31,25.2%,90,73.2%
14,7,2008,Asian,39,701,3,7.7%,2,5.1%,10,25.6%,24,61.5%,34,87.2%
14,7,2008,Black,300,648,30,10%,119,39.7%,133,44.3%,18,6%,151,50.3%
14,7,2008,Hispanic,985,658,64,6.5%,290,29.4%,514,52.2%,117,11.9%,631,64.1%
14,7,2008,White,113,690,0,0%,10,8.8%,56,49.6%,47,41.6%,103,91.2%
14,7,2009,Asian,44,698,2,4.5%,2,4.5%,12,27.3%,28,63.6%,40,90.9%
14,7,2009,Black,257,660,14,5.4%,75,29.2%,146,56.8%,22,8.6%,168,65.4%
14,7,2009,Hispanic,912,669,23,2.5%,171,18.8%,581,63.7%,137,15%,718,78.7%
14,7,2009,White,161,692,3,1.9%,8,5%,74,46%,76,47.2%,150,93.2%
14,7,2010,Asian,59,702,3,5.1%,6,10.2%,10,16.9%,40,67.8%,50,84.7%
14,7,2010,Black,295,659,44,14.9%,148,50.2%,84,28.5%,19,6.4%,103,34.9%
14,7,2010,Hispanic,890,663,131,14.7%,380,42.7%,274,30.8%,105,11.8%,379,42.6%
14,7,2010,White,124,691,4,3.2%,20,16.1%,44,35.5%,56,45.2%,100,80.6%
14,7,2011,Asian,53,691,2,3.8%,9,17%,16,30.2%,26,49.1%,42,79.2%
14,7,2011,Black,295,662,55,18.6%,131,44.4%,80,27.1%,29,9.8%,109,36.9%
14,7,2011,Hispanic,900,666,122,13.6%,363,40.3%,266,29.6%,149,16.6%,415,46.1%
14,7,2011,White,114,697,2,1.8%,13,11.4%,37,32.5%,62,54.4%,99,86.8%
14,8,2006,Asian,54,673,4,7.4%,9,16.7%,25,46.3%,16,29.6%,41,75.9%
14,8,2006,Black,323,620,122,37.8%,131,40.6%,67,20.7%,3,0.9%,70,21.7%
14,8,2006,Hispanic,1049,626,350,33.4%,431,41.1%,245,23.4%,23,2.2%,268,25.5%
14,8,2006,White,124,644,23,18.5%,49,39.5%,42,33.9%,10,8.1%,52,41.9%
14,8,2007,Asian,75,677,6,8%,11,14.7%,40,53.3%,18,24%,58,77.3%
14,8,2007,Black,288,630,84,29.2%,135,46.9%,66,22.9%,3,1%,69,24%
14,8,2007,Hispanic,987,643,182,18.4%,398,40.3%,366,37.1%,41,4.2%,407,41.2%
14,8,2007,White,102,662,4,3.9%,35,34.3%,49,48%,14,13.7%,63,61.8%
14,8,2008,Asian,51,700,1,2%,4,7.8%,23,45.1%,23,45.1%,46,90.2%
14,8,2008,Black,291,647,46,15.8%,108,37.1%,117,40.2%,20,6.9%,137,47.1%
14,8,2008,Hispanic,1018,654,110,10.8%,340,33.4%,477,46.9%,91,8.9%,568,55.8%
14,8,2008,White,116,676,5,4.3%,23,19.8%,58,50%,30,25.9%,88,75.9%
14,8,2009,Asian,43,681,5,11.6%,3,7%,19,44.2%,16,37.2%,35,81.4%
14,8,2009,Black,286,655,21,7.3%,101,35.3%,156,54.5%,8,2.8%,164,57.3%
14,8,2009,Hispanic,977,663,43,4.4%,248,25.4%,598,61.2%,88,9%,686,70.2%
14,8,2009,White,115,686,0,0%,6,5.2%,84,73%,25,21.7%,109,94.8%
14,8,2010,Asian,55,701,2,3.6%,6,10.9%,22,40%,25,45.5%,47,85.5%
14,8,2010,Black,258,660,48,18.6%,141,54.7%,49,19%,20,7.8%,69,26.7%
14,8,2010,Hispanic,939,667,132,14.1%,433,46.1%,295,31.4%,79,8.4%,374,39.8%
14,8,2010,White,158,686,11,7%,47,29.7%,62,39.2%,38,24.1%,100,63.3%
14,8,2011,Asian,55,695,5,9.1%,3,5.5%,17,30.9%,30,54.5%,47,85.5%
14,8,2011,Black,294,661,46,15.6%,137,46.6%,95,32.3%,16,5.4%,111,37.8%
14,8,2011,Hispanic,884,664,120,13.6%,451,51%,253,28.6%,60,6.8%,313,35.4%
14,8,2011,White,126,693,7,5.6%,26,20.6%,42,33.3%,51,40.5%,93,73.8%
14,All Grades,2006,Asian,293,689,12,4.1%,30,10.2%,132,45.1%,119,40.6%,251,85.7%
14,All Grades,2006,Black,1793,635,493,27.5%,628,35%,582,32.5%,90,5%,672,37.5%
14,All Grades,2006,Hispanic,6157,647,1130,18.4%,1989,32.3%,2507,40.7%,531,8.6%,3038,49.3%
14,All Grades,2006,White,809,677,65,8%,143,17.7%,347,42.9%,254,31.4%,601,74.3%
14,All Grades,2007,Asian,292,697,13,4.5%,21,7.2%,118,40.4%,140,47.9%,258,88.4%
14,All Grades,2007,Black,1684,648,291,17.3%,585,34.7%,688,40.9%,120,7.1%,808,48%
14,All Grades,2007,Hispanic,5859,659,642,11%,1634,27.9%,2857,48.8%,726,12.4%,3583,61.2%
14,All Grades,2007,White,814,687,20,2.5%,105,12.9%,392,48.2%,297,36.5%,689,84.6%
14,All Grades,2008,Asian,279,708,6,2.2%,8,2.9%,101,36.2%,164,58.8%,265,95%
14,All Grades,2008,Black,1639,657,180,11%,457,27.9%,837,51.1%,165,10.1%,1002,61.1%
14,All Grades,2008,Hispanic,5588,666,387,6.9%,1212,21.7%,3128,56%,861,15.4%,3989,71.4%
14,All Grades,2008,White,775,694,10,1.3%,64,8.3%,390,50.3%,311,40.1%,701,90.5%
14,All Grades,2009,Asian,281,705,13,4.6%,10,3.6%,85,30.2%,173,61.6%,258,91.8%
14,All Grades,2009,Black,1522,667,79,5.2%,369,24.2%,886,58.2%,188,12.4%,1074,70.6%
14,All Grades,2009,Hispanic,5386,674,191,3.5%,891,16.5%,3309,61.4%,995,18.5%,4304,79.9%
14,All Grades,2009,White,816,700,8,1%,33,4%,386,47.3%,389,47.7%,775,95%
14,All Grades,2010,Asian,308,705,11,3.6%,40,13%,86,27.9%,171,55.5%,257,83.4%
14,All Grades,2010,Black,1609,666,262,16.3%,759,47.2%,431,26.8%,157,9.8%,588,36.5%
14,All Grades,2010,Hispanic,5318,673,664,12.5%,2170,40.8%,1742,32.8%,742,14%,2484,46.7%
14,All Grades,2010,White,815,697,29,3.6%,152,18.7%,328,40.2%,306,37.5%,634,77.8%
14,All Grades,2011,Asian,286,702,11,3.8%,30,10.5%,93,32.5%,152,53.1%,245,85.7%
14,All Grades,2011,Black,1598,667,262,16.4%,716,44.8%,513,32.1%,107,6.7%,620,38.8%
14,All Grades,2011,Hispanic,5258,672,664,12.6%,2119,40.3%,1868,35.5%,607,11.5%,2475,47.1%
14,All Grades,2011,White,798,699,17,2.1%,137,17.2%,295,37%,349,43.7%,644,80.7%
15,3,2006,Asian,290,693,10,3.4%,15,5.2%,144,49.7%,121,41.7%,265,91.4%
15,3,2006,Black,381,668,34,8.9%,71,18.6%,209,54.9%,67,17.6%,276,72.4%
15,3,2006,Hispanic,1098,668,108,9.8%,190,17.3%,618,56.3%,182,16.6%,800,72.9%
15,3,2006,White,536,695,16,3%,35,6.5%,247,46.1%,238,44.4%,485,90.5%
15,3,2007,Asian,304,700,4,1.3%,11,3.6%,147,48.4%,142,46.7%,289,95.1%
15,3,2007,Black,358,679,21,5.9%,41,11.5%,207,57.8%,89,24.9%,296,82.7%
15,3,2007,Hispanic,1090,679,47,4.3%,153,14%,657,60.3%,233,21.4%,890,81.7%
15,3,2007,White,497,704,9,1.8%,16,3.2%,215,43.3%,257,51.7%,472,95%
15,3,2008,Asian,307,704,3,1%,9,2.9%,159,51.8%,136,44.3%,295,96.1%
15,3,2008,Black,302,675,16,5.3%,31,10.3%,215,71.2%,40,13.2%,255,84.4%
15,3,2008,Hispanic,1057,679,38,3.6%,114,10.8%,726,68.7%,179,16.9%,905,85.6%
15,3,2008,White,520,707,4,0.8%,13,2.5%,253,48.7%,250,48.1%,503,96.7%
15,3,2009,Asian,348,709,1,0.3%,7,2%,185,53.2%,155,44.5%,340,97.7%
15,3,2009,Black,305,684,4,1.3%,29,9.5%,215,70.5%,57,18.7%,272,89.2%
15,3,2009,Hispanic,1032,686,11,1.1%,63,6.1%,760,73.6%,198,19.2%,958,92.8%
15,3,2009,White,560,707,0,0%,5,0.9%,342,61.1%,213,38%,555,99.1%
15,3,2010,Asian,405,700,12,3%,92,22.7%,166,41%,135,33.3%,301,74.3%
15,3,2010,Black,278,686,35,12.6%,110,39.6%,88,31.7%,45,16.2%,133,47.8%
15,3,2010,Hispanic,1020,689,110,10.8%,401,39.3%,321,31.5%,188,18.4%,509,49.9%
15,3,2010,White,618,706,16,2.6%,127,20.6%,248,40.1%,227,36.7%,475,76.9%
15,3,2011,Asian,442,692,22,5%,112,25.3%,221,50%,87,19.7%,308,69.7%
15,3,2011,Black,272,685,21,7.7%,85,31.3%,143,52.6%,23,8.5%,166,61%
15,3,2011,Hispanic,1136,683,133,11.7%,418,36.8%,491,43.2%,94,8.3%,585,51.5%
15,3,2011,White,649,700,18,2.8%,75,11.6%,340,52.4%,216,33.3%,556,85.7%
15,4,2006,Asian,292,691,12,4.1%,23,7.9%,144,49.3%,113,38.7%,257,88%
15,4,2006,Black,365,665,31,8.5%,78,21.4%,201,55.1%,55,15.1%,256,70.1%
15,4,2006,Hispanic,1099,660,143,13%,233,21.2%,581,52.9%,142,12.9%,723,65.8%
15,4,2006,White,428,693,15,3.5%,24,5.6%,211,49.3%,178,41.6%,389,90.9%
15,4,2007,Asian,291,694,10,3.4%,17,5.8%,143,49.1%,121,41.6%,264,90.7%
15,4,2007,Black,355,673,21,5.9%,59,16.6%,205,57.7%,70,19.7%,275,77.5%
15,4,2007,Hispanic,1040,670,85,8.2%,177,17%,610,58.7%,168,16.2%,778,74.8%
15,4,2007,White,505,699,11,2.2%,26,5.1%,223,44.2%,245,48.5%,468,92.7%
15,4,2008,Asian,305,700,4,1.3%,14,4.6%,137,44.9%,150,49.2%,287,94.1%
15,4,2008,Black,340,676,19,5.6%,46,13.5%,198,58.2%,77,22.6%,275,80.9%
15,4,2008,Hispanic,1053,676,62,5.9%,141,13.4%,618,58.7%,232,22%,850,80.7%
15,4,2008,White,487,706,8,1.6%,16,3.3%,194,39.8%,269,55.2%,463,95.1%
15,4,2009,Asian,290,710,3,1%,13,4.5%,107,36.9%,167,57.6%,274,94.5%
15,4,2009,Black,300,687,9,3%,27,9%,169,56.3%,95,31.7%,264,88%
15,4,2009,Hispanic,1032,683,47,4.6%,115,11.1%,595,57.7%,275,26.6%,870,84.3%
15,4,2009,White,500,713,5,1%,11,2.2%,161,32.2%,323,64.6%,484,96.8%
15,4,2010,Asian,394,706,3,0.8%,68,17.3%,135,34.3%,188,47.7%,323,82%
15,4,2010,Black,301,681,20,6.6%,97,32.2%,123,40.9%,61,20.3%,184,61.1%
15,4,2010,Hispanic,1028,681,60,5.8%,409,39.8%,368,35.8%,191,18.6%,559,54.4%
15,4,2010,White,565,710,5,0.9%,71,12.6%,185,32.7%,304,53.8%,489,86.5%
15,4,2011,Asian,413,702,6,1.5%,61,14.8%,170,41.2%,176,42.6%,346,83.8%
15,4,2011,Black,298,681,21,7%,104,34.9%,114,38.3%,59,19.8%,173,58.1%
15,4,2011,Hispanic,1024,681,65,6.3%,371,36.2%,402,39.3%,186,18.2%,588,57.4%
15,4,2011,White,605,712,10,1.7%,53,8.8%,172,28.4%,370,61.2%,542,89.6%
15,5,2006,Asian,281,688,12,4.3%,22,7.8%,131,46.6%,116,41.3%,247,87.9%
15,5,2006,Black,404,656,46,11.4%,117,29%,197,48.8%,44,10.9%,241,59.7%
15,5,2006,Hispanic,1136,657,152,13.4%,310,27.3%,532,46.8%,142,12.5%,674,59.3%
15,5,2006,White,410,684,16,3.9%,56,13.7%,203,49.5%,135,32.9%,338,82.4%
15,5,2007,Asian,284,691,5,1.8%,21,7.4%,153,53.9%,105,37%,258,90.8%
15,5,2007,Black,342,666,25,7.3%,75,21.9%,190,55.6%,52,15.2%,242,70.8%
15,5,2007,Hispanic,1056,665,89,8.4%,256,24.2%,534,50.6%,177,16.8%,711,67.3%
15,5,2007,White,431,697,7,1.6%,32,7.4%,199,46.2%,193,44.8%,392,91%
15,5,2008,Asian,288,693,6,2.1%,23,8%,137,47.6%,122,42.4%,259,89.9%
15,5,2008,Black,350,672,19,5.4%,52,14.9%,212,60.6%,67,19.1%,279,79.7%
15,5,2008,Hispanic,1008,670,58,5.8%,169,16.8%,605,60%,176,17.5%,781,77.5%
15,5,2008,White,481,697,7,1.5%,18,3.7%,230,47.8%,226,47%,456,94.8%
15,5,2009,Asian,304,697,3,1%,14,4.6%,140,46.1%,147,48.4%,287,94.4%
15,5,2009,Black,327,680,15,4.6%,33,10.1%,183,56%,96,29.4%,279,85.3%
15,5,2009,Hispanic,1032,679,28,2.7%,120,11.6%,597,57.8%,287,27.8%,884,85.7%
15,5,2009,White,460,705,4,0.9%,12,2.6%,168,36.5%,276,60%,444,96.5%
15,5,2010,Asian,317,699,9,2.8%,59,18.6%,132,41.6%,117,36.9%,249,78.5%
15,5,2010,Black,288,682,21,7.3%,88,30.6%,118,41%,61,21.2%,179,62.2%
15,5,2010,Hispanic,1007,679,79,7.8%,365,36.2%,378,37.5%,185,18.4%,563,55.9%
15,5,2010,White,496,706,9,1.8%,61,12.3%,179,36.1%,247,49.8%,426,85.9%
15,5,2011,Asian,395,702,4,1%,58,14.7%,164,41.5%,169,42.8%,333,84.3%
15,5,2011,Black,306,683,18,5.9%,89,29.1%,150,49%,49,16%,199,65%
15,5,2011,Hispanic,1005,681,72,7.2%,341,33.9%,418,41.6%,174,17.3%,592,58.9%
15,5,2011,White,554,706,7,1.3%,61,11%,215,38.8%,271,48.9%,486,87.7%
15,6,2006,Asian,139,676,7,5%,16,11.5%,84,60.4%,32,23%,116,83.5%
15,6,2006,Black,409,637,113,27.6%,119,29.1%,152,37.2%,25,6.1%,177,43.3%
15,6,2006,Hispanic,866,643,189,21.8%,261,30.1%,372,43%,44,5.1%,416,48%
15,6,2006,White,332,674,24,7.2%,40,12%,183,55.1%,85,25.6%,268,80.7%
15,6,2007,Asian,154,690,5,3.2%,17,11%,67,43.5%,65,42.2%,132,85.7%
15,6,2007,Black,355,652,53,14.9%,104,29.3%,164,46.2%,34,9.6%,198,55.8%
15,6,2007,Hispanic,869,652,131,15.1%,233,26.8%,435,50.1%,70,8.1%,505,58.1%
15,6,2007,White,284,682,14,4.9%,33,11.6%,148,52.1%,89,31.3%,237,83.5%
15,6,2008,Asian,154,699,3,1.9%,12,7.8%,58,37.7%,81,52.6%,139,90.3%
15,6,2008,Black,364,660,29,8%,99,27.2%,190,52.2%,46,12.6%,236,64.8%
15,6,2008,Hispanic,857,662,76,8.9%,188,21.9%,483,56.4%,110,12.8%,593,69.2%
15,6,2008,White,293,695,8,2.7%,20,6.8%,132,45.1%,133,45.4%,265,90.4%
15,6,2009,Asian,171,695,1,0.6%,10,5.8%,76,44.4%,84,49.1%,160,93.6%
15,6,2009,Black,309,672,17,5.5%,48,15.5%,182,58.9%,62,20.1%,244,79%
15,6,2009,Hispanic,796,668,40,5%,155,19.5%,482,60.6%,119,14.9%,601,75.5%
15,6,2009,White,333,696,6,1.8%,17,5.1%,157,47.1%,153,45.9%,310,93.1%
15,6,2010,Asian,165,698,3,1.8%,27,16.4%,50,30.3%,85,51.5%,135,81.8%
15,6,2010,Black,282,675,21,7.4%,113,40.1%,82,29.1%,66,23.4%,148,52.5%
15,6,2010,Hispanic,854,671,96,11.2%,331,38.8%,303,35.5%,124,14.5%,427,50%
15,6,2010,White,313,698,7,2.2%,49,15.7%,107,34.2%,150,47.9%,257,82.1%
15,6,2011,Asian,154,699,0,0%,26,16.9%,49,31.8%,79,51.3%,128,83.1%
15,6,2011,Black,220,675,25,11.4%,66,30%,90,40.9%,39,17.7%,129,58.6%
15,6,2011,Hispanic,833,675,80,9.6%,300,36%,305,36.6%,148,17.8%,453,54.4%
15,6,2011,White,309,703,6,1.9%,35,11.3%,92,29.8%,176,57%,268,86.7%
15,7,2006,Asian,137,667,7,5.1%,30,21.9%,72,52.6%,28,20.4%,100,73%
15,7,2006,Black,437,631,98,22.4%,183,41.9%,153,35%,3,0.7%,156,35.7%
15,7,2006,Hispanic,967,634,199,20.6%,427,44.2%,319,33%,22,2.3%,341,35.3%
15,7,2006,White,266,660,22,8.3%,64,24.1%,141,53%,39,14.7%,180,67.7%
15,7,2007,Asian,139,687,5,3.6%,14,10.1%,63,45.3%,57,41%,120,86.3%
15,7,2007,Black,388,647,53,13.7%,152,39.2%,147,37.9%,36,9.3%,183,47.2%
15,7,2007,Hispanic,862,651,91,10.6%,310,36%,390,45.2%,71,8.2%,461,53.5%
15,7,2007,White,315,684,9,2.9%,38,12.1%,143,45.4%,125,39.7%,268,85.1%
15,7,2008,Asian,150,692,2,1.3%,14,9.3%,61,40.7%,73,48.7%,134,89.3%
15,7,2008,Black,356,657,22,6.2%,112,31.5%,186,52.2%,36,10.1%,222,62.4%
15,7,2008,Hispanic,856,660,49,5.7%,215,25.1%,490,57.2%,102,11.9%,592,69.2%
15,7,2008,White,265,682,6,2.3%,25,9.4%,138,52.1%,96,36.2%,234,88.3%
15,7,2009,Asian,156,696,1,0.6%,8,5.1%,65,41.7%,82,52.6%,147,94.2%
15,7,2009,Black,341,671,9,2.6%,59,17.3%,216,63.3%,57,16.7%,273,80.1%
15,7,2009,Hispanic,835,669,14,1.7%,136,16.3%,560,67.1%,125,15%,685,82%
15,7,2009,White,278,698,2,0.7%,11,4%,120,43.2%,145,52.2%,265,95.3%
15,7,2010,Asian,186,689,7,3.8%,24,12.9%,65,34.9%,90,48.4%,155,83.3%
15,7,2010,Black,313,673,34,10.9%,111,35.5%,93,29.7%,75,24%,168,53.7%
15,7,2010,Hispanic,834,667,93,11.2%,332,39.8%,289,34.7%,120,14.4%,409,49%
15,7,2010,White,339,694,17,5%,42,12.4%,100,29.5%,180,53.1%,280,82.6%
15,7,2011,Asian,161,697,5,3.1%,18,11.2%,43,26.7%,95,59%,138,85.7%
15,7,2011,Black,275,674,23,8.4%,82,29.8%,107,38.9%,63,22.9%,170,61.8%
15,7,2011,Hispanic,884,670,101,11.4%,297,33.6%,322,36.4%,164,18.6%,486,55%
15,7,2011,White,310,698,10,3.2%,41,13.2%,67,21.6%,192,61.9%,259,83.5%
15,8,2006,Asian,112,669,10,8.9%,23,20.5%,54,48.2%,25,22.3%,79,70.5%
15,8,2006,Black,449,628,153,34.1%,165,36.7%,125,27.8%,6,1.3%,131,29.2%
15,8,2006,Hispanic,878,628,276,31.4%,363,41.3%,227,25.9%,12,1.4%,239,27.2%
15,8,2006,White,252,659,27,10.7%,63,25%,133,52.8%,29,11.5%,162,64.3%
15,8,2007,Asian,134,678,5,3.7%,24,17.9%,74,55.2%,31,23.1%,105,78.4%
15,8,2007,Black,398,641,81,20.4%,151,37.9%,154,38.7%,12,3%,166,41.7%
15,8,2007,Hispanic,908,643,163,18%,360,39.6%,349,38.4%,36,4%,385,42.4%
15,8,2007,White,245,667,15,6.1%,50,20.4%,142,58%,38,15.5%,180,73.5%
15,8,2008,Asian,140,693,6,4.3%,6,4.3%,62,44.3%,66,47.1%,128,91.4%
15,8,2008,Black,365,653,40,11%,114,31.2%,181,49.6%,30,8.2%,211,57.8%
15,8,2008,Hispanic,811,656,74,9.1%,256,31.6%,419,51.7%,62,7.6%,481,59.3%
15,8,2008,White,310,684,9,2.9%,38,12.3%,163,52.6%,100,32.3%,263,84.8%
15,8,2009,Asian,152,691,3,2%,7,4.6%,83,54.6%,59,38.8%,142,93.4%
15,8,2009,Black,373,663,21,5.6%,90,24.1%,232,62.2%,30,8%,262,70.2%
15,8,2009,Hispanic,830,661,39,4.7%,221,26.6%,511,61.6%,59,7.1%,570,68.7%
15,8,2009,White,259,683,8,3.1%,26,10%,153,59.1%,72,27.8%,225,86.9%
15,8,2010,Asian,163,703,3,1.8%,31,19%,50,30.7%,79,48.5%,129,79.1%
15,8,2010,Black,343,667,49,14.3%,155,45.2%,103,30%,36,10.5%,139,40.5%
15,8,2010,Hispanic,863,665,133,15.4%,414,48%,247,28.6%,69,8%,316,36.6%
15,8,2010,White,293,692,14,4.8%,65,22.2%,108,36.9%,106,36.2%,214,73%
15,8,2011,Asian,170,696,6,3.5%,21,12.4%,79,46.5%,64,37.6%,143,84.1%
15,8,2011,Black,295,672,32,10.8%,108,36.6%,116,39.3%,39,13.2%,155,52.5%
15,8,2011,Hispanic,869,669,94,10.8%,352,40.5%,355,40.9%,68,7.8%,423,48.7%
15,8,2011,White,330,692,13,3.9%,56,17%,146,44.2%,115,34.8%,261,79.1%
15,All Grades,2006,Asian,1251,685,58,4.6%,129,10.3%,629,50.3%,435,34.8%,1064,85.1%
15,All Grades,2006,Black,2445,646,475,19.4%,733,30%,1037,42.4%,200,8.2%,1237,50.6%
15,All Grades,2006,Hispanic,6044,650,1067,17.7%,1784,29.5%,2649,43.8%,544,9%,3193,52.8%
15,All Grades,2006,White,2224,681,120,5.4%,282,12.7%,1118,50.3%,704,31.7%,1822,81.9%
15,All Grades,2007,Asian,1306,692,34,2.6%,104,8%,647,49.5%,521,39.9%,1168,89.4%
15,All Grades,2007,Black,2196,659,254,11.6%,582,26.5%,1067,48.6%,293,13.3%,1360,61.9%
15,All Grades,2007,Hispanic,5825,661,606,10.4%,1489,25.6%,2975,51.1%,755,13%,3730,64%
15,All Grades,2007,White,2277,692,65,2.9%,195,8.6%,1070,47%,947,41.6%,2017,88.6%
15,All Grades,2008,Asian,1344,698,24,1.8%,78,5.8%,614,45.7%,628,46.7%,1242,92.4%
15,All Grades,2008,Black,2077,665,145,7%,454,21.9%,1182,56.9%,296,14.3%,1478,71.2%
15,All Grades,2008,Hispanic,5642,668,357,6.3%,1083,19.2%,3341,59.2%,861,15.3%,4202,74.5%
15,All Grades,2008,White,2356,697,42,1.8%,130,5.5%,1110,47.1%,1074,45.6%,2184,92.7%
15,All Grades,2009,Asian,1421,701,12,0.8%,59,4.2%,656,46.2%,694,48.8%,1350,95%
15,All Grades,2009,Black,1955,676,75,3.8%,286,14.6%,1197,61.2%,397,20.3%,1594,81.5%
15,All Grades,2009,Hispanic,5557,675,179,3.2%,810,14.6%,3505,63.1%,1063,19.1%,4568,82.2%
15,All Grades,2009,White,2390,702,25,1%,82,3.4%,1101,46.1%,1182,49.5%,2283,95.5%
15,All Grades,2010,Asian,1630,700,37,2.3%,301,18.5%,598,36.7%,694,42.6%,1292,79.3%
15,All Grades,2010,Black,1805,677,180,10%,674,37.3%,607,33.6%,344,19.1%,951,52.7%
15,All Grades,2010,Hispanic,5606,676,571,10.2%,2252,40.2%,1906,34%,877,15.6%,2783,49.6%
15,All Grades,2010,White,2624,703,68,2.6%,415,15.8%,927,35.3%,1214,46.3%,2141,81.6%
15,All Grades,2011,Asian,1735,698,43,2.5%,296,17.1%,726,41.8%,670,38.6%,1396,80.5%
15,All Grades,2011,Black,1666,678,140,8.4%,534,32.1%,720,43.2%,272,16.3%,992,59.5%
15,All Grades,2011,Hispanic,5751,677,545,9.5%,2079,36.2%,2293,39.9%,834,14.5%,3127,54.4%
15,All Grades,2011,White,2757,703,64,2.3%,321,11.6%,1032,37.4%,1340,48.6%,2372,86%
16,3,2006,Asian,8,702,0,0%,1,12.5%,3,37.5%,4,50%,7,87.5%
16,3,2006,Black,866,657,144,16.6%,200,23.1%,411,47.5%,111,12.8%,522,60.3%
16,3,2006,Hispanic,126,653,22,17.5%,36,28.6%,55,43.7%,13,10.3%,68,54%
16,3,2006,White,6,668,1,16.7%,1,16.7%,3,50%,1,16.7%,4,66.7%
16,3,2007,Asian,5,s,s,s,s,s,s,s,s,s,s,s
16,3,2007,Black,787,672,57,7.2%,153,19.4%,442,56.2%,135,17.2%,577,73.3%
16,3,2007,Hispanic,120,671,6,5%,24,20%,75,62.5%,15,12.5%,90,75%
16,3,2007,White,11,675,1,9.1%,3,27.3%,4,36.4%,3,27.3%,7,63.6%
16,3,2008,Asian,5,s,s,s,s,s,s,s,s,s,s,s
16,3,2008,Black,717,678,30,4.2%,75,10.5%,498,69.5%,114,15.9%,612,85.4%
16,3,2008,Hispanic,125,672,6,4.8%,21,16.8%,84,67.2%,14,11.2%,98,78.4%
16,3,2008,White,5,s,s,s,s,s,s,s,s,s,s,s
16,3,2009,Asian,19,703,0,0%,1,5.3%,11,57.9%,7,36.8%,18,94.7%
16,3,2009,Black,651,685,10,1.5%,56,8.6%,455,69.9%,130,20%,585,89.9%
16,3,2009,Hispanic,119,687,2,1.7%,7,5.9%,86,72.3%,24,20.2%,110,92.4%
16,3,2009,White,5,s,s,s,s,s,s,s,s,s,s,s
16,3,2010,Asian,11,700,0,0%,2,18.2%,4,36.4%,5,45.5%,9,81.8%
16,3,2010,Black,728,681,119,16.3%,321,44.1%,192,26.4%,96,13.2%,288,39.6%
16,3,2010,Hispanic,149,684,19,12.8%,65,43.6%,45,30.2%,20,13.4%,65,43.6%
16,3,2010,White,12,679,3,25%,4,33.3%,3,25%,2,16.7%,5,41.7%
16,3,2011,Asian,9,687,0,0%,3,33.3%,5,55.6%,1,11.1%,6,66.7%
16,3,2011,Black,627,681,91,14.5%,226,36%,262,41.8%,48,7.7%,310,49.4%
16,3,2011,Hispanic,145,683,23,15.9%,47,32.4%,62,42.8%,13,9%,75,51.7%
16,3,2011,White,8,676,3,37.5%,2,25%,2,25%,1,12.5%,3,37.5%
16,4,2006,Asian,9,675,1,11.1%,0,0%,6,66.7%,2,22.2%,8,88.9%
16,4,2006,Black,758,654,121,16%,213,28.1%,346,45.6%,78,10.3%,424,55.9%
16,4,2006,Hispanic,121,652,18,14.9%,40,33.1%,52,43%,11,9.1%,63,52.1%
16,4,2006,White,7,635,3,42.9%,2,28.6%,2,28.6%,0,0%,2,28.6%
16,4,2007,Asian,6,706,0,0%,0,0%,3,50%,3,50%,6,100%
16,4,2007,Black,752,658,91,12.1%,208,27.7%,384,51.1%,69,9.2%,453,60.2%
16,4,2007,Hispanic,104,660,14,13.5%,24,23.1%,57,54.8%,9,8.7%,66,63.5%
16,4,2007,White,5,s,s,s,s,s,s,s,s,s,s,s
16,4,2008,Asian,3,s,s,s,s,s,s,s,s,s,s,s
16,4,2008,Black,735,669,53,7.2%,130,17.7%,435,59.2%,117,15.9%,552,75.1%
16,4,2008,Hispanic,116,678,5,4.3%,15,12.9%,72,62.1%,24,20.7%,96,82.8%
16,4,2008,White,7,685,0,0%,3,42.9%,1,14.3%,3,42.9%,4,57.1%
16,4,2009,Asian,9,705,0,0%,0,0%,4,44.4%,5,55.6%,9,100%
16,4,2009,Black,714,683,47,6.6%,74,10.4%,380,53.2%,213,29.8%,593,83.1%
16,4,2009,Hispanic,125,680,6,4.8%,20,16%,69,55.2%,30,24%,99,79.2%
16,4,2009,White,4,s,s,s,s,s,s,s,s,s,s,s
16,4,2010,Asian,14,705,1,7.1%,4,28.6%,2,14.3%,7,50%,9,64.3%
16,4,2010,Black,711,679,58,8.2%,241,33.9%,278,39.1%,134,18.8%,412,57.9%
16,4,2010,Hispanic,149,680,9,6%,57,38.3%,58,38.9%,25,16.8%,83,55.7%
16,4,2010,White,7,675,0,0%,5,71.4%,1,14.3%,1,14.3%,2,28.6%
16,4,2011,Asian,5,s,s,s,s,s,s,s,s,s,s,s
16,4,2011,Black,720,681,43,6%,285,39.6%,250,34.7%,142,19.7%,392,54.4%
16,4,2011,Hispanic,147,678,15,10.2%,53,36.1%,54,36.7%,25,17%,79,53.7%
