ID,Business Name,Trade Name,Facility Type,License Number,Full Address,Address Building,Address Street Name,City,State,ZIP Code,Borough,Address Location,Phone Number,Number of Spaces,Number of Bike Spaces
1041,JTE SERVICE STATION INC,,Parking Lot,1251238,"242 DYCKMAN STREET, NEW YORK, NY 10034",242,DYCKMAN STREET,NEW YORK,NY,10034,Manhattan,,(212) 569-4700,24,
1042,JUSLEA II INC.,,Parking Lot,1348170,"2724 HEATH AVENUE, BRONX, NY 10463",2724,HEATH AVENUE,BRONX,NY,10463,Bronx,,(347) 923-2609,22,
1043,K & F PARKING CORP.,,Parking Lot,1348505,"3604 JEROME AVE, BRONX, NY 10456",3604,JEROME AVE,BRONX,NY,10456,Bronx,,(646) 404-7585,125,12
1044,K & N PARKING CORP,,Parking Lot,1181623,"1250 EDWARD L GRANT HIGHWAY, BRONX, NY 10452",1250,EDWARD L GRANT HIGHWAY,BRONX,NY,10452,Bronx,,(914) 997-1380,150,15
1045,K & R PARKING CORP,,Garage - Parking Lot Combo,1390556,"1855 EAST TREMONT AVENUE, BRONX, NY 10460",1855,EAST TREMONT AVENUE,BRONX,NY,10460,Bronx,,(646) 837-4721,99,9
1046,K K ENTERPRISE GROUP INC,,Parking Lot,1389592,"2125 JEROME AVE, BRONX, NY 10453",2125,JEROME AVE,BRONX,NY,10453,Bronx,,(347) 961-5933,75,7
1047,K PARK GROUP LLC,,Parking Lot,1186413,"680 12 AVENUE, NEW YORK, NY 10019",680,  12 AVENUE,NEW YORK,NY,10019,Manhattan,,(999) 999-9999,170,17
1048,K R W OPERATING CORP,,Parking Garage,427235,"205 WEST  101 STREET, NEW YORK, NY 10025",205,WEST  101 STREET,NEW YORK,NY,10025,Manhattan,,(212) 866-1000,300,21
1049,K R W OPERATING CORP,,Parking Garage,427236,"204 WEST  101 STREET, NNEW YORK, NY 10025",204,WEST  101 STREET,NNEW YORK,NY,10025,Manhattan,,(212) 866-1000,300,21
1050,K-SHER CORP,,Parking Lot,1402377,"851 MAIDEN LANE, NEW YORK, NY 10038",851,MAIDEN LANE,NEW YORK,NY,10038,Manhattan,,(516) 792-6468,18,
1051,K.J.L. PROPERTY MANAGEMENT CORP.,,Parking Lot,1334946,"147-37 ARCHER AVENUE, JAMAICA, NY 11435",147-37,ARCHER AVENUE,JAMAICA,NY,11435,Queens,,(718) 297-1049,50,
1052,K.J.L. PROPERTY MANAGEMENT CORP.,,Parking Lot,1334951,"92-15 147 PLACE, JAMAICA, NY 11435",92-15, 147 PLACE,JAMAICA,NY,11435,Queens,,(718) 297-1049,50,
1053,"KALLENBERG, BARRY W",HILL PARKING LOT,Parking Lot,1077409,"130 EAST  165 STREET, BRONX, NY 10452",130,EAST  165 STREET,BRONX,NY,10452,Bronx,,(347) 298-8000,25,
1054,KAUFMAN ASTORIA STUDIOS INC,,Parking Garage,1424752,"3539 37TH ST, ASTORIA, NY 11106",3539,37TH ST,ASTORIA,NY,11106,Queens,,(718) 392-5600,150,15
1055,KAUFMAN ASTORIA STUDIOS INC,,Parking Lot,1385721,"3411 36TH ST, ASTORIA, NY 11106",3411,36TH ST,ASTORIA,NY,11106,Queens,,(718) 392-5600,99,9
1056,KAYLEE OPERATING LLC,,Parking Garage,1422823,"148 MADISON AVENUE, NEW YORK, NY 10016",148,MADISON AVENUE,NEW YORK,NY,10016,Manhattan,,(212) 929-9404,66,6
1057,KELLY ST PARKING LLC,,Parking Garage,1348612,"950 WESTCHESTER AVE, BRONX, NY 10459",950,WESTCHESTER AVE,BRONX,NY,10459,Bronx,,(718) 343-6262,80,8
1058,KENNEE PARKING CORP,,Parking Lot,427071,"114 MULBERRY STREET, NEW YORK, NY 10013",114,MULBERRY STREET,NEW YORK,NY,10013,Manhattan,,(212) 643-5702,42,
1059,KENSINGTON ENTERPRISES LLC,,Parking Garage,691393,"50 WEST   97 STREET, NEW YORK, NY 10025",50,WEST   97 STREET,NEW YORK,NY,10025,Manhattan,AKA 28-68 WEST 97 STREET,(212) 686-9800,114,11
1060,"KENT GARAGE, CORP",,Parking Garage,1244304,"444 KENT AVENUE, BROOKLYN, NY 11211",444,KENT AVENUE,BROOKLYN,NY,11211,Brooklyn,,(212) 736-7171,146,14
1061,"KEY PARKING MGMT, LLC",,Parking Garage,1257992,"115 EAST 9 STREET, NEW YORK, NY 10003",115,EAST 9 STREET,NEW YORK,NY,10003,Manhattan,,(212) 581-0535,87,8
1062,KIDS PARKING CORP,,Parking Garage,1342832,"105 DUANE STREET, NEW YORK, NY 10007",105,DUANE STREET,NEW YORK,NY,10007,Manhattan,,(212) 490-3460,72,7
1063,KING 67 LLC,,Parking Garage,1377930,"150 AMSTERDAM AVE, NEW YORK, NY 10023",150,AMSTERDAM AVE,NEW YORK,NY,10023,Manhattan,,(212) 686-9800,115,11
1064,KINGS HIGHWAY REALTY CORP,,Parking Garage,369771,"5455 KINGS HIGHWAY, BKLYN, NY 11203",5455,KINGS HIGHWAY,BKLYN,NY,11203,Brooklyn,,(718) 629-0197,16,
1065,KINGSBRIDGE PARKING CORPORATION,,Parking Lot,894142,"2686 JEROME AVENUE, BRONX, NY 10468",2686,JEROME AVENUE,BRONX,NY,10468,Bronx,1ST FLOOR,(718) 364-1819,57,5
1066,KINNEY PARKING SYSTEM INC,,Parking Garage,1199957,"146 WEST 57TH STREET, NEW YORK, NY 10019",146,WEST 57TH STREET,NEW YORK,NY,10019,Manhattan,,(212) 502-5490,89,8
1067,KINNEY PARKING SYSTEM INC,,Parking Garage,1382313,"1189-1199 1ST AVE, NEW YORK, NY 10065",1189-1199,1ST AVE,NEW YORK,NY,10065,Manhattan,,(212) 502-5490,69,6
1068,KINNEY PARKING SYSTEM INC,CENTRAL PARKIMG SYSTEM,Parking Garage,1211996,"135-139 EAST   33 STREET, NEW YORK, NY 10016",135-139,EAST   33 STREET,NEW YORK,NY,10016,Manhattan,AKA 220-226 LEXINGTON AVE,(212) 502-5490,125,12
1069,KINNEY PARKING SYSTEM INC,CENTRAL PARKING SYSTEM,Parking Garage,1137946,"153-161 WEST   48 STREET, NEW YORK, NY 10036",153-161,WEST   48 STREET,NEW YORK,NY,10036,Manhattan,,(212) 629-6602,213,20
1070,KINNEY PARKING SYSTEM INC,CENTRAL PARKING SYSTEM,Parking Garage,1196436,"109-123 WEST   56 STREET, NEW YORK, NY 10019",109-123,WEST   56 STREET,NEW YORK,NY,10019,Manhattan,AKA 118 WEST 57 STREET,(212) 502-5490,87,8
1071,KINNEY PARKING SYSTEM INC,CENTRAL PARKING SYSTEM,Parking Garage,1196437,"301 EAST   66 STREET, NEW YORK, NY 10021",301,EAST   66 STREET,NEW YORK,NY,10021,Manhattan,,(212) 502-5490,70,7
1072,KINNEY PARKING SYSTEM INC,CENTRAL PARKING SYSTEM,Parking Garage,1198509,"12 WEST 13TH STREET, NEW YORK, NY 10011",12,WEST 13TH STREET,NEW YORK,NY,10011,Manhattan,12-28 WEST 13 STREET,(212) 502-5490,55,5
1073,KINNEY PARKING SYSTEM INC,CENTRAL PARKING SYSTEM,Parking Garage,1199914,"870 8 AVENUE, NEW YORK, NY 10019",870,   8 AVENUE,NEW YORK,NY,10019,Manhattan,870-888 8TH AVENUE,(212) 502-5490,170,17
1074,KINNEY PARKING SYSTEM INC,CENTRAL PARKING SYSTEM,Parking Garage,1199924,"23 WEST   55 STREET, NEW YORK, NY 10019",23,WEST   55 STREET,NEW YORK,NY,10019,Manhattan,23-25,(212) 502-5490,150,15
1075,KINNEY PARKING SYSTEM INC,CENTRAL PARKING SYSTEM,Parking Garage,1199939,"213 EAST   43 STREET, NEW YORK, NY 10017",213,EAST   43 STREET,NEW YORK,NY,10017,Manhattan,213-15 EAST 43 STREET,(212) 502-5490,250,20
1076,KINNEY PARKING SYSTEM INC,CENTRAL PARKING SYSTEM,Parking Garage,1199948,"416 WEST   36 STREET, NEW YORK, NY 10018",416,WEST   36 STREET,NEW YORK,NY,10018,Manhattan,,(212) 502-5490,28,
1077,KINNEY PARKING SYSTEM INC,CENTRAL PARKING SYSTEM,Parking Garage,1200258,"252 WEST   40 STREET, NEW YORK, NY 10018",252,WEST   40 STREET,NEW YORK,NY,10018,Manhattan,252-262 W 40 STREET,(212) 502-5490,302,21
1078,KINNEY PARKING SYSTEM INC,CENTRAL PARKING SYSTEM,Parking Garage,1202746,"58 WEST   58 STREET, NEW YORK, NY 10019",58,WEST   58 STREET,NEW YORK,NY,10019,Manhattan,,(212) 502-5490,160,16
1079,KINNEY PARKING SYSTEM INC,CENTRAL PARKING SYSTEM,Parking Garage,1204138,"107-36 QUEENS BOULEVARD, FOREST HILLS, NY 11375",107-36,QUEENS BOULEVARD,FOREST HILLS,NY,11375,Queens,,(712) 502-5490,69,6
1080,KINNEY PARKING SYSTEM INC,CENTRAL PARKING SYSTEM,Parking Garage,1204604,"211-15 WEST   87 STREET, NEW YORK, NY 10024",211-15,WEST   87 STREET,NEW YORK,NY,10024,Manhattan,A/K/A 214-16 WEST 88 STREET,(212) 502-5490,131,13
1081,KINNEY PARKING SYSTEM INC,CENTRAL PARKING SYSTEM,Parking Garage,1204606,"14-18 CHARLTON STREET, NEW YORK, NY 10014",14-18,CHARLTON STREET,NEW YORK,NY,10014,Manhattan,,(212) 502-5490,63,6
1082,KINNEY PARKING SYSTEM INC,CENTRAL PARKING SYSTEM,Parking Garage,1206084,"515 7TH AVENUE, NEW YORK, NY 10018",515,7TH AVENUE,NEW YORK,NY,10018,Manhattan,,(212) 502-5490,450,22
1083,KINNEY PARKING SYSTEM INC,CENTRAL PARKING SYSTEM,Parking Garage,1456713,"699-717 WEST END AVE, NEW YORK, NY 10025",699-717,WEST END AVE,NEW YORK,NY,10025,Manhattan,,(212) 502-5490,54,
1084,KINNEY PARKING SYSTEM INC.,CENTRAL PARKING SYSTEM,Parking Garage,1137035,"1153-67 YORK AVENUE, NEW YORK, NY 10021",1153-67,YORK AVENUE,NEW YORK,NY,10021,Manhattan,420 EAST 63RD STREET,(212) 629-6602,433,22
1085,KINNEY PARKING SYSTEM INC.,CENTRAL PARKING SYSTEM,Parking Garage,1206731,"65-75 SAUNDERS STREET, REGO PARK, NY 11374",65-75,SAUNDERS STREET,REGO PARK,NY,11374,Queens,,(212) 502-5490,132,13
1086,"KINNEY PARKING SYSTEM, INC",CENTRAL PARKING SYSTEM,Parking Garage,1137052,"56 NORTH MOORE STREET, NEW YORK, NY 10013",56,NORTH MOORE STREET,NEW YORK,NY,10013,Manhattan,,(212) 629-6602,220,20
1087,"KINNEY PARKING SYSTEM, INC",CENTRAL PARKING SYSTEM,Parking Garage,1137167,"33 WEST   28 STREET, NEW YORK, NY 10001",33,WEST   28 STREET,NEW YORK,NY,10001,Manhattan,,(212) 629-6602,224,20
1088,"KINNEY PARKING SYSTEM, INC",CENTRAL PARKING SYSTEM,Parking Garage,1137171,"38-42 WEST   46 STREET, NEW YORK, NY 10036",38-42,WEST   46 STREET,NEW YORK,NY,10036,Manhattan,,(212) 629-6602,225,20
1089,"KINNEY PARKING SYSTEM, INC",CENTRAL PARKING SYSTEM,Parking Garage,1137953,"838-852 11 AVENUE, NEW YORK, NY 10019",838-852,  11 AVENUE,NEW YORK,NY,10019,Manhattan,543-65 WEST 57 ST,(212) 629-6602,84,8
1090,"KINNEY PARKING SYSTEM, INC",CENTRAL PARKING SYSTEM,Parking Lot,1204269,"47-01 111 STREET, CORONA, NY 11368",47-01, 111 STREET,CORONA,NY,11368,Queens,,(212) 502-5490,390,21
1091,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,Parking Garage,1196453,"29 EAST 50 STREET, NEW YORK, NY 10022",29,EAST 50 STREET,NEW YORK,NY,10022,Manhattan,29-33,(212) 502-5490,94,9
1092,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,Parking Garage,1225037,"2500 JOHNSON AVENUE, BRONX, NY 10463",2500,JOHNSON AVENUE,BRONX,NY,10463,Bronx,,(718) 432-5834,189,18
1093,KINNEY SYSTEM INC,,Parking Garage,469824,"211 EAST   53 STREET, NEW YORK, NY 10022",211,EAST   53 STREET,NEW YORK,NY,10022,Manhattan,,(212) 889-4444,90,9
1094,KINNEY SYSTEM INC,,Parking Garage,898076,"120 EAST  210 STREET, BRONX, NY 10467",120,EAST  210 STREET,BRONX,NY,10467,Bronx,,(212) 629-6602,862,26
1095,KINNEY SYSTEM INC,KINNEY SYSTEM,Parking Garage,898077,"3414 WAYNE AVENUE, BRONX, NY 10467",3414,WAYNE AVENUE,BRONX,NY,10467,Bronx,MONTEFIORE HOSPITAL,(212) 889-4444,662,24
1096,KINNEY SYSTEMS INC,,Parking Garage,766654,"222 EAST   65 STREET, NEW YORK, NY 10021",222,EAST   65 STREET,NEW YORK,NY,10021,Manhattan,,(212) 884-4444,300,21
1097,KINNEY SYSTEMS INC,,Parking Garage,947321,"3450 BAINBRIDGE AVENUE, BRONX, NY 10467",3450,BAINBRIDGE AVENUE,BRONX,NY,10467,Bronx,,(212) 889-4444,390,21
1098,KINNEY SYSTEMS INC,OIL MARKET GARAGE,Parking Garage,367614,"575 11 AVENUE, NEW YORK, NY 10036",575,  11 AVENUE,NEW YORK,NY,10036,Manhattan,,(212) 889-4444,300,21
1099,KINNEY WEST 83RD STREET INC.,,Parking Garage,954109,"147 WEST   83 STREET, NEW YORK, NY 10024",147,WEST   83 STREET,NEW YORK,NY,10024,Manhattan,,(212) 889-4444,182,18
1100,KINNEY WEST 83RD STREET INC.,,Parking Garage,954111,"157 161 WEST 83RD STREET, NEW YORK, NY 10024",157 161,WEST 83RD STREET,NEW YORK,NY,10024,Manhattan,,(212) 867-6300,182,18
1101,KIPS BAY 27 PARKING LLC,,Parking Garage,1283493,"236-246 EAST   27 STREET, NEW YORK, NY 10016",236-246,EAST   27 STREET,NEW YORK,NY,10016,Manhattan,AKA-463/79 2 AVE/239-43 E 26 ST,(212) 686-9800,65,6
1102,KNICKERBOCKER GARAGE CORP,GGMC,Parking Garage,733235,"1601-1619 3 AVENUE, NEW YORK, NY 10128",1601-1619,   3 AVENUE,NEW YORK,NY,10128,Manhattan,,(212) 996-6363,220,20
1103,KO HYONG INC,KO HYONG TRUCK PARKING,Parking Lot,1359316,"5004 73RD PL, WOODSIDE, NY 11377",5004,73RD PL,WOODSIDE,NY,11377,Queens,,(718) 786-7844,100,10
1104,KRD REALTY CO INC,,Parking Garage,368610,"330 WEST   45 STREET, NEW YORK, NY 10036",330,WEST   45 STREET,NEW YORK,NY,10036,Manhattan,330-342,(212) 265-8189,58,5
1105,KRM GARAGE CORP,,Parking Garage,1088937,"1900 JEROME AVENUE, BRONX, NY 10453",1900,JEROME AVENUE,BRONX,NY,10453,Bronx,,(718) 901-3696,40,
1106,KTJ MANAGEMENT CORP,,Parking Lot,1449828,"430 ALBEE SQ, BROOKLYN, NY 11201",430,ALBEE SQ,BROOKLYN,NY,11201,Brooklyn,,(718) 596-0140,51,5
1107,KURA RIVER MANAGEMENT LTD,KRM LTD,Parking Garage,954597,"2 BROADWAY /9 STONE ST., NEW YORK, NY 10004",2, BROADWAY /9 STONE ST.,NEW YORK,NY,10004,Manhattan,,(212) 363-7700,56,5
1108,L & X PARKING LOT CORP.,,Parking Lot,1336016,"133-12 37 AVENUE, FLUSHING, NY 11354",133-12,  37 AVENUE,FLUSHING,NY,11354,Queens,AKA 133-12/14 37 AVENUE,(917) 815-9323,20,
1109,L NEW HIGH INSTALLATION INC,,Parking Lot,911193,"320 EAST  165 STREET, BRONX, NY 10456",320,EAST  165 STREET,BRONX,NY,10456,Bronx,,(718) 588-7227,63,6
1110,L PARK 30 LLC,,Parking Lot,1249180,"405 WEST   38 STREET, NEW YORK, NY 10018",405,WEST   38 STREET,NEW YORK,NY,10018,Manhattan,,(917) 215-8632,30,
1111,LAFAYETTE PLACE PARKING LLC,,Parking Garage,1232463,"445 LAFAYETTE STREET, NEW YORK, NY 10003",445,LAFAYETTE STREET,NEW YORK,NY,10003,Manhattan,,(212) 686-9800,14,
1112,"LAFAYETTE STREET PARKING, LLC",,Parking Lot,1187631,"410 LAFAYETTE STREET, NEW YORK, NY 10003",410,LAFAYETTE STREET,NEW YORK,NY,10003,Manhattan,,(212) 929-9404,53,5
1113,LAGUARDIA MARRIOTT HOTEL CORP,,Parking Garage,784363,"102-05 DITMARS BOULEVARD, QUEENS, NY 11369",102-05,DITMARS BOULEVARD,QUEENS,NY,11369,Queens,,(718) 533-3027,410,22
1114,"LAR WEN ASSOCIATES, INC",,Parking Lot,1407209,"10-40 BORDEN AVENUE, LONG ISLND CITY, NY 11101",10-40,BORDEN AVENUE,LONG ISLND CITY,NY,11101,Queens,,(718) 784-0825,140,14
1115,"LARDON 1330, LLC",,Parking Lot,1195622,"53 BOERUM PLACE, BROOKLYN, NY 11201",53,BOERUM PLACE,BROOKLYN,NY,11201,Brooklyn,,(212) 490-3460,80,8
1116,"LARDON 1350, LLC.",,Parking Garage,1187231,"395 FLATBUSH AVENUE, BROOKLYN, NY 11238",395,FLATBUSH AVENUE,BROOKLYN,NY,11238,Brooklyn,,(212) 490-3460,140,14
1117,"LARDON 575, LLC.",,Parking Garage,1202982,"300 WEST  145 STREET, NEW YORK, NY 10039",300,WEST  145 STREET,NEW YORK,NY,10039,Manhattan,,(212) 490-3460,158,15
1118,"LARDON WEST 66TH, LLC",,Parking Lot,1187204,"141 DYCKMAN STREET, NEW YORK, NY 10040",141,DYCKMAN STREET,NEW YORK,NY,10040,Manhattan,AKA 133 DYCKMAN STREET,(212) 490-3460,63,6
1119,"LASALLE PARKING, LLC","HOWARD, LANCE",Parking Garage,1409708,"220 EAST 9TH ST, NEW YORK, NY 10003",220,EAST 9TH ST,NEW YORK,NY,10003,Manhattan,,(212) 714-3571,174,17
1120,"LAURENCE TOWERS GARAGE CO., LLC",,Parking Garage,1230569,"200 EAST   33 STREET, NEW YORK, NY 10016",200,EAST   33 STREET,NEW YORK,NY,10016,Manhattan,,(718) 896-9600,157,15
1121,LAZ PARKING NEW YORK/ NEW JERSEY LLC,"LAZ PARKING/ NJ, LLC",Parking Garage,1422491,"839 6TH AVE, NEW YORK, NY 10001",839,6TH AVE,NEW YORK,NY,10001,Manhattan,,(212) 265-2239,529,23
1122,LAZ PARKING NEW YORK/NEW JERSEY LLC,,Parking Garage,1431566,"360 E 65TH ST, NEW YORK, NY 10065",360,E 65TH ST,NEW YORK,NY,10065,Manhattan,,(212) 265-2239,69,6
1123,LAZ PARKING NEW YORK/NEW JERSEY LLC,,Parking Garage,1452247,"159-02 JAMAICA AVE, QUEENS, NY 11432",159-02,JAMAICA AVE,QUEENS,NY,11432,Queens,,(212) 239-2265,351,
1124,LAZ PARKING NEW YORK/NEW JERSEY LLC,LAZ PARKING NY/NJ LLC,Parking Lot,1435944,"97-103 DEKALB AVE, BROOKLYN, NY 11201",97-103,DEKALB AVE,BROOKLYN,NY,11201,Brooklyn,,(212) 265-2239,155,15
1125,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,Parking Garage,1290457,"3804 NOSTRAND AVENUE, BROOKLYN, NY 11235",3804,NOSTRAND AVENUE,BROOKLYN,NY,11235,Brooklyn,,(860) 522-7641,69,6
1126,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,Parking Garage,1300931,"1 FORDHAM PLAZA, BRONX, NY 10458",1,FORDHAM PLAZA,BRONX,NY,10458,Bronx,,(860) 522-7641,766,25
1127,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,Parking Garage,1382731,"56 GREENWICH ST, NEW YORK, NY 10006",56,GREENWICH ST,NEW YORK,NY,10006,Manhattan,TO 80 GREENWICH ST,(212) 265-2239,2127,39
1128,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,Parking Garage,1450684,"247 W 46TH ST, NEW YORK, NY 10036",247,W 46TH ST,NEW YORK,NY,10036,Manhattan,,(212) 265-2239,101,
1129,"LAZ PARKING NEW YORK/NEW JERSEY, LLC","LAZ PARKING NY/NJ, LLC",Parking Garage,1424525,"15 WILLIAM ST, NEW YORK, NY 10004",15,WILLIAM ST,NEW YORK,NY,10004,Manhattan,,(212) 265-2239,166,16
1130,"LAZ PARKING NEW YORK/NEW JERSEY, LLC","LAZ PARKING NY/NJ, LLC",Parking Garage,1455450,"89-14 PARSONS BOULEVARD, JAMAICA, NY 11432",89-14,PARSONS BOULEVARD,JAMAICA,NY,11432,Queens,,(212) 265-2239,496,
1131,LEASE PARKING LOT INC.,,Parking Lot,1249153,"158 E 108 STREET, NEW YORK, NY 10029",158,E 108 STREET,NEW YORK,NY,10029,Manhattan,,(212) 860-6718,38,
1132,LEMAR PARKING CORP,,Parking Garage,1381379,"519 W 161ST ST, NEW YORK, NY 10032",519,W 161ST ST,NEW YORK,NY,10032,Manhattan,,(718) 681-7406,149,14
1133,LET'S PARK CORP.,,Parking Lot,910347,"119-125 EAST   28 STREET, NEW YORK, NY 10016",119-125,EAST   28 STREET,NEW YORK,NY,10016,Manhattan,,(212) 473-0135,125,12
1134,"LEXFORD PROPERTIES, L.P.",,Parking Garage,1400004,"420 E 80TH ST, NEW YORK, NY 10075",420,E 80TH ST,NEW YORK,NY,10075,Manhattan,,(212) 396-3900,28,
1135,LEXINGTON 55TH GARAGE INC,,Parking Garage,469374,"136 EAST   55 STREET, NEW YORK, NY 10022",136,EAST   55 STREET,NEW YORK,NY,10022,Manhattan,,(212) 407-2516,101,10
1136,LEXINGTON 58 PARKING LLC,,Parking Garage,1298768,"150 EAST   58 STREET, NEW YORK, NY 10022",150,EAST   58 STREET,NEW YORK,NY,10022,Manhattan,,(212) 686-9800,260,20
1137,LIBERTY STREET REALTY LLC,,Parking Garage,1184438,"10 LIBERTY STREET, NEW YORK, NY 10005",10,LIBERTY STREET,NEW YORK,NY,10005,Manhattan,,(212) 535-8670,200,20
1138,LIBERTY VIEW PARKING LLC,,Parking Garage,1307224,"2 RIVER TERRACE, NEW YORK, NY 10282",2,RIVER TERRACE,NEW YORK,NY,10282,Manhattan,,(212) 686-9800,369,21
1139,"LIC LOT, LLC",,Parking Lot,1283038,"23-02 42ND ROAD, LONG ISLND CITY, NY 11101",23-02,42ND ROAD,LONG ISLND CITY,NY,11101,Queens,,(212) 575-5335,85,8
1140,LIC OPERATING 49 LLC,,Parking Lot,1247511,"30-15 48 AVENUE, LONG ISLND CITY, NY 11101",30-15,  48 AVENUE,LONG ISLND CITY,NY,11101,Queens,,(212) 575-5335,30,
1141,LIC OPERATING 49 LLC,,Parking Lot,1454365,"47-20 30TH PL, LIC, NY 11101",47-20,30TH PL,LIC,NY,11101,Queens,,(212) 575-5335,144,
1142,LIC OPERATING LLC,,Parking Garage,1262963,"27-28 THOMPSON AVENUE, LONG ISLND CITY, NY 11101",27-28,THOMPSON AVENUE,LONG ISLND CITY,NY,11101,Queens,,(718) 729-6055,200,20
1143,"LINCOLN 63 PARKING, LLC",,Parking Lot,1411167,"1886-1896 BROADWAY, NEW YORK, NY 10023",1886-1896,BROADWAY,NEW YORK,NY,10023,Manhattan,,(212) 686-9800,75,7
1144,LITTLE LIBERTY 1 LLC,,Parking Garage,1373957,"211 NORTH END AVE, NEW YORK, NY 10282",211,NORTH END AVE,NEW YORK,NY,10282,Manhattan,,(212) 686-9800,25,
1145,"LIVINGSTON CAR PARK, LLC",22 SMITH,Parking Lot,1230768,"22 SMITH STREET, BROOKLYN, NY 11201",22,SMITH STREET,BROOKLYN,NY,11201,Brooklyn,,(212) 996-6363,50,
1146,"LIVINGSTON CAR PARK, LLC.",GGMC,Parking Garage,1230769,"141 LIVINGSTON STREET, NEW YORK, NY 11201",141,LIVINGSTON STREET,NEW YORK,NY,11201,Brooklyn,,(212) 996-6363,18,
1147,LIVINGSTON STREET PARKING LLC,,Parking Garage,1100843,"111 LIVINGSTON STREET, BROOKLYN, NY 11201",111,LIVINGSTON STREET,BROOKLYN,NY,11201,Brooklyn,,(212) 686-9800,150,15
1148,LM NORTH 12TH GARAGE LLC,,Parking Garage,1427222,"135 NORTH 11TH ST, BROOKLYN, NY 11249",135,NORTH 11TH ST,BROOKLYN,NY,11249,Brooklyn,,(212) 714-3571,97,9
1149,LONG ISLAND JEWISH MEDICAL CENTER,,Parking Garage,1247739,"271-17 76 AVENUE, NEW HYDE PARK, NY 11040",271-17,  76 AVENUE,NEW HYDE PARK,NY,11040,Queens,,(718) 470-7764,921,27
1150,LOS TAXITAS PARKING LOT CORP.,,Parking Lot,1330321,"3835 10 AVENUE, NEW YORK, NY 10034",3835,  10 AVENUE,NEW YORK,NY,10034,Manhattan,,(917) 697-2889,30,
1151,LOUIS PROVENZANO INC,,Parking Garage,427264,"24 LEONARD STREET, NEW YORK, NY 10013",24,LEONARD STREET,NEW YORK,NY,10013,Manhattan,30 BROADWAY,(212) 776-6836,217,20
1152,LPARK 1 LLC,LAZ PARKING,Parking Lot,1181102,"432-436 BROOME STREET, NEW YORK, NY 10013",432-436,BROOME STREET,NEW YORK,NY,10013,Manhattan,,(860) 522-7641,40,
1153,LR PARKING CORP.,,Parking Lot,1380469,"1150 RIVER AVENUE, BRONX, NY 10452",1150,RIVER AVENUE,BRONX,NY,10452,Bronx,,(718) 681-7406,74,7
1154,LTG PARKING CORP,,Parking Garage,901085,"205 WEST END AVENUE, NEW YORK, NY 10023",205,WEST END AVENUE,NEW YORK,NY,10023,Manhattan,,(212) 999-9999,320,21
1155,LTG PARKING CORP,,Parking Garage,901086,"185 WEST END AVENUE, NEW YORK, NY 10023",185,WEST END AVENUE,NEW YORK,NY,10023,Manhattan,,(212) 999-9999,411,22
1156,LTG PARKING CORP,,Parking Garage,901087,"165 WEST END AVENUE, NEW YORK, NY 10023",165,WEST END AVENUE,NEW YORK,NY,10023,Manhattan,,(212) 999-9999,445,22
1157,LTG PARKING CORP,,Parking Garage,901088,"150 WEST END AVENUE, NEW YORK, NY 10023",150,WEST END AVENUE,NEW YORK,NY,10023,Manhattan,,(212) 999-9999,163,16
1158,"LUCKY CAR PARK, LLC",,Parking Garage,1273538,"380 LENOX AVENUE, NEW YORK, NY 10027",380,LENOX AVENUE,NEW YORK,NY,10027,Manhattan,,(212) 221-6111,77,7
1159,"LUPOLI REALTY, LLC",POP'S GARAGE,Parking Garage,1438089,"2915 40TH RD, LIC, NY 11101",2915,40TH RD,LIC,NY,11101,Queens,,(516) 987-5082,55,5
1160,LUX PARK LLC,,Parking Lot,1358925,"348 EASTERN PKWY, BROOKLYN, NY 11225",348,EASTERN PKWY,BROOKLYN,NY,11225,Brooklyn,AKA 352 EASTERN PKWY,(718) 522-5111,20,
1161,M & N GROUP PARKING INC,,Garage - Parking Lot Combo,1328126,"3158-60 JEROME AVENUE, BRONX, NY 10468",3158-60,JEROME AVENUE,BRONX,NY,10468,Bronx,,(646) 399-6961,120,12
1162,M AND B PARKING LLC,,Parking Garage,1413540,"315 EAST  102 STREET, NEW YORK, NY 10029",315,EAST  102 STREET,NEW YORK,NY,10029,Manhattan,,(212) 348-2174,196,19
1163,M H M PARKING LLC,,Parking Garage,731394,"560 3 AVENUE, NEW YORK, NY 10016",560,   3 AVENUE,NEW YORK,NY,10016,Manhattan,AKA 560-576 3 AVENUE,(212) 686-9800,300,21
1164,M&N GROUP PAKING INC.,,Parking Garage,1343233,"407 EAST  157 STREET, BRONX, NY 10451",407,EAST  157 STREET,BRONX,NY,10451,Bronx,,(718) 292-9302,60,6
1165,M.A.R. PARKING LOT CORP,,Parking Lot,1144266,"761 EAST  168 STREET, BRONX, NY 10456",761,EAST  168 STREET,BRONX,NY,10456,Bronx,,(718) 861-1644,100,10
