Facility Type,License Number,Entity Name,Trade Name,Address,Address Zip Code,Telephone Number,Number of Spaces
Parking Garage,1285331,WHITEHALL TENANTS CORP.,,"3333 HENRY HUDSON PARKWAY
BRONX, NY 10463
(40.88562728678762, -73.9136846122522)",10463,7187963383,403
Parking Garage,1290045,STANDARD PARKING CORPORATION,,"89 35 162 STREET
JAMAICA, NY 11432
(40.71311535449007, -73.79282099978928)",11432,2129163480,405
Parking Garage,1300930,ALLIANCE E 69TH PARKING LLC,,"301 69 STREET
NEW YORK, NY 10021
(40.76671978022301, -73.95944975520683)",10021,2125810535,40
Parking Garage,1300931,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,"1 FORDHAM PLAZA
BRONX, NY 10458
(40.86260132868841, -73.88479001504714)",10458,2122652239,766
Parking Garage,1302964,CENTRAL PARKING SYSTEM OF NEW YORK INC,,"156 08 RIVERSIDE DRIVE
NEW YORK, NY 10032
(40.83693034905639, -73.94917852197119)",10032,2125025490,67
Parking Garage,1303101,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,"528 162 STREET
NEW YORK, NY 10032
(40.8366240815605, -73.94127445699468)",10032,2125025490,171
Parking Garage,1304957,"QUIK PARK BROOKLYN BRIDGE, LLC",,"360 FURMAN STREET
BROOKLYN, NY 11201
(40.693247458345965, -73.99956284741049)",11201,2128322066,312
Parking Garage,1305162,"CHELSEA CAR PARK, LLC",,"160 24 STREET
NEW YORK, NY 10011
(40.744258528199225, -73.99406675989415)",10011,2122216111,93
Parking Garage,1306379,PLATT PARKING LLC,,"90 JOHN STREET
NEW YORK, NY 10038
(40.70820612566048, -74.00652765264859)",10038,2126869800,47
Parking Garage,1306466,REALITY PARKING LLC,,"900 8 AVENUE
NEW YORK, NY 10019
(40.764800675657035, -73.98425245140209)",10019,2126869800,355
Parking Garage,1308597,"HOME HOSPITAL PARKING, LLC",,"2621 AQUEDUCT AVENUE
BRONX, NY 10468
(40.86704252468264, -73.9009243928936)",10468,2126279822,100
Parking Garage,1308680,305 EAST 80TH PARKING LLC,,"305 80 STREET
NEW YORK, NY 10075
(40.773779458153, -73.95399087048895)",10075,2126283121,233
Parking Garage,1308709,BELMONT PARKING LLC,,"113 115 EAST 84 STREET
NEW YORK, NY 10028
(40.776344978837756, -73.95296667956859)",10028,2122889170,125
Parking Garage,1308946,BRG CHARLES LLC,,"140 CHARLES STREET
NEW YORK, NY 10014
(40.73413340709843, -74.00802584613726)",10014,5164989100,20
Parking Garage,1310036,MP 17 LLC,,"450 17 STREET
NEW YORK, NY 10011
(40.743849521526045, -74.00638851451532)",10011,2124903460,206
Parking Garage,1310483,CENTRAL PARKING SYSTEM OF NEW YORK INC,,"2 PLATT STREET
NEW YORK, NY 10038
(40.70720167057485, -74.00597409702956)",10038,2125025490,17
Parking Garage,1310684,MP BTM LLC,,"651 RIVER AVENUE
BRONX, NY 10451
(40.82250545198904, -73.92893104271035)",10451,2124903460,2332
Parking Garage,1311251,2000 PARKING INC.,,"2000 WHITE PLAINS ROAD
BRONX, NY 10462
(40.850019173302215, -73.86783323379984)",10462,7185978232,100
Parking Garage,1311252,BRADY PARKING INC.,,"800 BRADY AVENUE
BRONX, NY 10462
(40.852325283707415, -73.86390842056261)",10462,7185973232,100
Parking Garage,1312449,STELLMAR PARKING LLC,,"30 65 STREET
NEW YORK, NY 10065
(40.767178434457946, -73.96829009075486)",10065,2128798798,31
Parking Garage,1312936,"QUIK PARK 82ND STREET, LLC",,"350 82 STREET
NEW YORK, NY 10028
(40.774746285889066, -73.95242072689805)",10028,2128322066,53
Parking Garage,1313004,TWO FIFTH PARKING LLC,,"2 5 AVENUE
NEW YORK, NY 10011
(40.73183507870647, -73.99660974145752)",10011,2125338312,146
Parking Garage,1313013,WEST 122ND STREET GARAGE LLC,,"532 122 STREET
NEW YORK, NY 10027
(40.811541990163335, -73.96042102299845)",10027,2129611091,180
Parking Garage,1313397,PARK KWIK LLC,,"20 JAY STREET
BROOKLYN, NY 11201
(40.70439619254292, -73.98661051423608)",11201,7182549141,20
Parking Garage,1314513,"INWOOD NY GARAGE, LLC",,"4501 BROADWAY
NEW YORK, NY 10040
(40.85786265409568, -73.93209141572459)",10040,6467969466,117
Parking Garage,1316344,"HUDSON TOWER NEWCO, LLC.",,"350 ALBANY STREET
NEW YORK, NY 10280
(40.71018931396815, -74.01702130300646)",10280,2129453646,49
Parking Garage,1323991,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,"40 57 STREET
NEW YORK, NY 10019
(40.76349098589568, -73.97528454757497)",10019,2125025490,140
Parking Garage,1329614,"QUIK PARK EAST 67TH STREET, LLC",,"400 67 STREET
NEW YORK, NY 10065
(40.76456287259668, -73.95826716259896)",10065,2128322066,142
Parking Garage,1331651,TOWER 25 PARKING LLC,,"305 24 STREET
NEW YORK, NY 10010
(40.73848031386485, -73.9801787779757)",10010,2126869800,146
Parking Garage,1333128,2721 NEIGHBORHOOD PARKING LOT CORP,,"2721 BRONXWOOD AVENUE
BRONX, NY 10469
(40.86633758522916, -73.86158230252187)",10469,3474277606,50
Parking Garage,1338636,HARL PARKING CORP.,,"1481 5 AVENUE
NEW YORK, NY 10035
(40.80289051224145, -73.94482677901038)",10035,2129299404,152
Parking Garage,1345530,STANDARD PARKING CORPORATION,,"61 35 JUNCTION BOULEVARD
REGO PARK, NY 11374
(40.72646491702238, -73.86148084756303)",11374,7188974833,1356
Parking Garage,1251237,"125 VERTICAL PARKING GROUP, LLC",,"123 129 BAXTER STREET
NEW YORK, NY 10013
(40.721242188776046, -74.00888900022716)",10013,2129562280,68
Parking Garage,1254915,"SEELIG, MARTIN A SEELIG, HOWARD L",3300 COMPANY,"3300 NETHERLAND AVENUE
BRONX, NY 10463
(40.884527192657444, -73.91130831822178)",10463,4254540885,32
Parking Garage,1260274,SILVER TOWERS GARAGE LLC,,"125 10 QUEENS BOULEVARD
QUEENS, NY 11415
(40.708286075142325, -73.82855612156771)",11415,7187937498,400
Parking Garage,1262560,"HAPPY MEN PARKING, INC.",,"1556 JEROME AVENUE
BRONX, NY 10452
(40.84305216706856, -73.91563775110981)",10452,7185796823,150
Parking Garage,1263702,MAGIC PARKING LLC,,"225 ST NICHOLAS AVENUE
NEW YORK, NY 10027
(40.807929561119444, -73.95296758003273)",10027,2122893800,160
Parking Garage,1266227,PRIME CAR PARK LLC,,"951 HOE AVENUE
BRONX, NY 10459
(40.822104510465735, -73.89036488905197)",10459,2122216111,139
Parking Garage,1266254,GARDEN LOTS LLC,,"125 31 STREET
NEW YORK, NY 10001
(40.748355624384715, -73.99024254149003)",10001,2128322066,120
Parking Garage,1267813,3896 PARKING CORP,,"3896 10 AVENUE
NEW YORK, NY 10034
(40.86534842717634, -73.91833275202725)",10034,2125696508,195
Parking Garage,1272748,PEACH PARKING CORP,,"346 354 WEST 40 STREET
NEW YORK, NY 10018
(40.756840774582145, -73.99669149981281)",10018,9736228888,250
Parking Garage,1275681,QUIK PARK WEST 58TH LLC,,"116 CENTRAL PARK
NEW YORK, NY 10019
(40.766126227683685, -73.97726532460723)",10019,2128322066,58
Parking Garage,1280325,MP JAY LLC,,"100 JAY STREET
BROOKLYN, NY 11201
(40.701791568338315, -73.98677048382758)",11201,2124903460,424
Parking Garage,1280462,SYLVAN ELM GARAGE LLC,,"94 31 60 AVENUE
ELMHURST, NY 11373
(40.73871040256307, -73.87835115518163)",11373,7185759440,40
Parking Garage,1290976,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,"22 1 STREET
NEW YORK, NY 10003
(40.72447650121938, -73.99119297418468)",10003,2125025490,50
Parking Garage,1291190,SYLVAN REGENCY GARAGE LLC,,"132 03 SANFORD AVENUE
FLUSHING, NY 11355
(40.7512997969481, -73.82147854789662)",11355,7185759440,105
Parking Garage,1291722,"COVE CAR PARK, LLC",,"30 85 VERNON BOULEVARD
LONG ISLAND CTY, NY 11102
(40.77152402451418, -73.92643545073543)",11102,2122216111,73
Parking Garage,1296822,"2027 EMMONS GARAGE, LLC",,"2027 EMMONS AVENUE
BROOKLYN, NY 11235
(40.58377324812981, -73.94813795943328)",11235,6464951661,182
Parking Garage,1298776,PARK AVENUE 39 PARKING LLC.,,"90 PARK AVENUE
NEW YORK, NY 10016
(40.750522990475304, -73.97893806358178)",10016,2126869800,150
Parking Garage,1299171,"FULL HOUSE PARKING, LLC",,"135 11 40 ROAD
QUEENS, NY 11354
(40.76862022064671, -73.82719028070687)",11354,7183534700,83
Parking Garage,1303088,CENTRAL PARKING SYSTEM OF NEW YORK INC,,"215 END AVENUE
NEW YORK, NY 10280
(40.709594512276965, -74.02022453553383)",10280,2125025490,46
Parking Garage,1308491,171 EAST 84TH STREET NEWCO LLC,,"167 84 STREET
NEW YORK, NY 10028
(40.777917320450015, -73.95586110138669)",10028,2126284550,75
Parking Garage,1309011,ENTERPRISE 38 LLC,,"453 37 STREET
NEW YORK, NY 10018
(40.75627865146282, -73.99726624653891)",10018,2126270012,163
Parking Garage,1310420,216-10 NY PARKING CORP.,,"4055 10 AVENUE
NEW YORK, NY 10034
(40.87047456274337, -73.91459157238535)",10034,2123400315,143
Parking Garage,1310681,SBC PARKING LLG,,"50 56 EAST 89 STREET
NEW YORK, NY 10128
(40.781770000585084, -73.95062814906976)",10128,2128318816,153
Parking Garage,1312446,STELLMAR PARKING LLC,,"27 65 STREET
NEW YORK, NY 10065
(40.76721440733911, -73.96836203651719)",10065,2128798798,31
Parking Garage,1312507,"PHF ENTERPRISES, INC.",,"1981 SEDGWICK AVENUE
BRONX, NY 10453
(40.85725737076833, -73.916078888922)",10453,7185831368,88
Parking Garage,1313248,QUIK PARK FG LLC,,"500 62 STREET
NEW YORK, NY 10065
(40.76040653957733, -73.95804681284113)",10065,2128322066,120
Parking Garage,1331482,38TH STREET GARAGE LLC,,"35 38 STREET
NEW YORK, NY 10016
(40.74987547861423, -73.98010718221985)",10016,2128661000,21
Parking Garage,1333376,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,"58 17 JUNCTION BOULEVARD
ELMHURST, NY 11373
(40.73871040256307, -73.87835115518163)",11373,2125025490,870
Parking Garage,1338540,CENTRAL PARKING SYSTEM OF NEW YORK INC,,"587 89 AVENUE
NEW YORK, NY 10011
(40.74471526669623, -74.00460000028977)",10011,2125025490,42
Parking Garage,1341899,CHAMPION PARK 85 LLC,,"234 85 STREET
NEW YORK, NY 10028
(40.77745768525284, -73.95287571117262)",10028,2123085959,280
Parking Garage,1342356,"SESSANTA PARKINGB CO, LLC",,"229 60 STREET
NEW YORK, NY 10023
(40.77165605954614, -73.98851868175599)",10023,7188969600,200
Parking Garage,1343233,M&N GROUP PAKING INC.,,"407 157 STREET
BRONX, NY 10451
(40.821603912064205, -73.91487790757573)",10451,7182929302,60
Parking Garage,1343452,"ST NICHOLAS PARKING MGMT, LLC",,"673 ST NICHOLAS AVENUE
NEW YORK, NY 10030
(40.82294234276535, -73.94534139579804)",10030,2122341217,180
Parking Garage,1343912,PHOENIX REALTY GROUP LLC,,"41 02 QUEENS BOULEVARD
SUNNYSIDE, NY 11104
(40.74489336663561, -73.92054134530679)",11104,3472423710,29
Parking Garage,1347469,STANDARD PARKING CORPORATION,,"200 79 STREET
NEW YORK, NY 10024
(40.78315447522133, -73.97839025785137)",10024,2129163491,95
Parking Garage,1351985,CHAMPION PARKING 76 ST LLC.,,"205 76 STREET
NEW YORK, NY 10023
(40.7812906498155, -73.97990866633852)",10023,2123085959,58
Parking Garage,1357137,FRIEND 54 MANAGEMENT LLC,,"234 240 E 54 STREET
NEW YORK, NY 10022
(40.758630224005685, -73.96809182217982)",10022,2126869800,188
Parking Garage,1360546,ATLANTIC PARKING MGMT LLC,,"238 ATLANTIC AVE
BROOKLYN, NY 11201
(40.68927849018419, -73.9911953862283)",11201,2127957275,130
Parking Lot,366728,STANLEY MAURER & LAURIE MAURER,176-8 COURT PARKING ASSOC,"176 178 COURT STREET
BROOKLYN, NY 11201
(40.69467825879468, -73.98992086835335)",11201,7186245226,16
Parking Lot,369661,CIRCLE LINE SIGHTSEEING YACHTS INC,,"0 12 AVENUE
NEW YORK, NY 10036
(40.76251544973604, -74.00033293465881)",10036,2126308810,160
Parking Lot,369751,CORNELL UNIVERSITY MEDICAL COLLEGE,,"404 430 EAST 70 STREET
NEW YORK, NY 10021
(40.76920532766377, -73.959183941086)",10021,2127466080,180
Parking Lot,800582,"SIRULNICK, JOSEPH & SANFORD",SEMINOLE REALTY CO,"72 38 113 STREET
FOREST HILLS, NY 11375
(40.720707263029794, -73.84628429608335)",11375,5163747000,31
Parking Lot,882717,PARK RIGHT CORP,,"600 11 AVENUE
NEW YORK, NY 10036
(40.76274100940686, -73.99680721992199)",10036,2124597003,350
Parking Lot,892932,W. 26 ST. PARKING CORP.,,"279 283 10 AVENUE
NEW YORK, NY 10001
(40.75025902143676, -73.99688630375988)",10001,2126432062,160
Parking Lot,894142,KINGSBRIDGE PARKING CORPORATION,,"2686 JEROME AVENUE
BRONX, NY 10468
(40.86794065900791, -73.89699560548539)",10468,7183641819,57
Parking Garage,1323851,MIDTOWN AUTO CARE SERVICE INC,,"413 45 STREET
NEW YORK, NY 10036
(40.76061735226878, -73.99179533902671)",10036,2127378850,100
Parking Garage,1326466,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,"304 6 WEST 49 STREET
NEW YORK, NY 10019
(40.76761164715987, -73.99180550022362)",10019,2125025490,205
Parking Garage,1326545,QUIK PARK BPC LLC,,"70 LITTLE WEST STREET
NEW YORK, NY 10004
(40.740496327270584, -74.00849579591247)",10004,2128322066,100
Parking Garage,1328826,"556 STATE STREET ,LLC",,"556 STATE STREET
BROOKLYN, NY 11217
(40.68559878645437, -73.97941365857436)",11217,7182374087,25
Parking Garage,1330557,QUIK PARK EAST 87 LLC,,"501 87 STREET
NEW YORK, NY 10128
(40.776606577031444, -73.94655807527958)",10128,2128322066,66
Parking Garage,1335085,NASSAU ST. GARAGE CORP.,,"150 NASSAU STREET
NEW YORK, NY 10038
(40.71130021887583, -74.00632341850147)",10038,2122435900,25
Parking Garage,1338875,MANHATTAN PARKING - GOLD CORP,,"220 54 STREET
NEW YORK, NY 10022
(40.75795139043731, -73.96807425346782)",10022,2124903460,30
Parking Garage,1339065,MANHATTAN PARKING E 35 ST CORP,,"246 35 STREET
NEW YORK, NY 10016
(40.745680932869256, -73.97603839333011)",10016,2124903460,25
Parking Garage,1342832,KIDS PARKING CORP,,"105 DUANE STREET
NEW YORK, NY 10007
(40.71548247405623, -74.00590152613283)",10007,2124903460,72
Parking Garage,1346431,"PARK ON BROADWAY, INC.",,"250 43 STREET
NEW YORK, NY 10036
(40.757528709083545, -73.98842591099088)",10036,7186109192,50
Parking Garage,1346593,ENTERPRISE 38 LLC,,"505 37 STREET
NEW YORK, NY 10018
(40.7566149091675, -73.99797535824811)",10018,2125648123,289
Parking Garage,1347585,REX PARKING CORP,,"532 53 STREET
NEW YORK, NY 10019
(40.76708745148033, -73.99173320507428)",10019,2127571343,78
Parking Garage,1351758,STANDARD PARKING CORPORATION,,"10460 QUEENS BLVD
FOREST HILLS, NY 11375
(40.72340146614122, -73.84889132457322)",11375,7188971220,176
Parking Garage,1356253,EAST 124 GARAGE CORP.,,"245 124 STREET
NEW YORK, NY 10035
(40.80226998004122, -73.9345295417749)",10035,2127367171,135
Parking Garage,1360070,WELCOME PARKING LIMITED LIABILITY COMPANY,,"128 42ND ST
NEW YORK, NY 10036
(40.75552423095945, -73.98579313228247)",10036,2016807129,14
Parking Garage,1361354,EAST 61ST STREET PARKING GARAGE CORP,,"150 61TH ST
NEW YORK, NY 10021
(40.76920532766377, -73.959183941086)",10021,2127367171,69
Parking Lot,365559,"BARDOUILLE, LILLIE",M & V PARKING,"2702 2716 PITKIN AVENUE
BROOKLYN, NY 11208
(40.67401318266229, -73.87206493005243)",11208,7188277662,90
Parking Lot,366200,"ATTARA, PATRICIA &  ATTARA, THERESA",,"165 PACIFIC STREET
BROOKLYN, NY 11201
(40.689453592452836, -73.99409468524269)",11201,7188753312,30
Parking Lot,366601,"TRACHTMAN, WILLIAM",,"152 INDIA STREET
BROOKLYN, NY 11222
(40.73236868520694, -73.95389811876164)",11222,7184499472,20
Parking Lot,368585,MEMORIAL SLOAN KETTERING CANCER,,"430 67 STREET
NEW YORK, NY 10065
(40.764288561018304, -73.95762278917427)",10065,2125397711,176
Parking Lot,428456,EDISON 9TH AVE PARKING CORP,,"401 9TH AVE
NEW YORK, NY 10001
(40.75275961213268, -73.9968241803441)",10001,2016432088,115
Parking Lot,429693,SEVENTEEN STREET PARKING CORP,,"7 17 STREET
NEW YORK, NY 10011
(40.73804889732263, -73.9924848113924)",10011,2122493344,25
Parking Lot,469518,ATRIUM PARKING LLC,,"155 167 WEST 36 STREET
NEW YORK, NY 10018
(40.756840774582145, -73.99669149981281)",10018,2126869800,149
Parking Lot,469630,395 PARKING CORP,,"395 BROOME STREET
NEW YORK, NY 10013
(40.720670844387, -73.99735736472348)",10013,2126438631,85
Parking Lot,808036,WHITE MEMORIAL CHAPEL'S INC,,"519 CLINTON AVENUE
BKLYN, NY 11238
(40.68305132983965, -73.96676754331065)",11238,7187833737,30
Parking Lot,816312,T R PARKING STATION INC,,"31 73 31 STREET
ASTORIA, NY 11106
(40.761699790013324, -73.9316632529567)",11106,7187213032,175
Parking Lot,832169,"SIRULNICK, SANFORD &SIRULNICK, JOSEPH",EMINOLE REALTY CO,"69 81 108 STREET
FOREST HILLS, NY 11375
(40.720707263029794, -73.84628429608335)",11375,5163747000,13
Parking Lot,889631,TRIPLE P PARKING LOT LTD,,"2232 NOSTRAND AVENUE
BROOKLYN, NY 11210
(40.63055478315673, -73.94749727768667)",11210,7188595778,200
Parking Lot,896444,RELIABLE PARKING CORP,,"585 169 STREET
BRONX, NY 10456
(40.832096197210184, -73.90295728646174)",10456,2127536116,240
Parking Lot,920084,514 WEST CORP,,"510 23 STREET
NEW YORK, NY 10011
(40.74793682164781, -74.00484543713571)",10011,2126432062,81
Parking Lot,922831,J&D SERVICES INC,,"430 WESTCHESTER AVENUE
BRONX, NY 10455
(40.81637582985815, -73.91568306401936)",10455,7185478463,74
Parking Lot,924211,CHINATOWN PARKING CORP,,"88 WALKER STREET
NEW YORK, NY 10013
(40.71808444487846, -74.00131319567072)",10013,2122748302,35
Parking Lot,924435,ALBRO PARKING CORP,,"146 148 WOOSTER STREET
NEW YORK, NY 10012
(40.72553802086304, -73.99789641059084)",10012,2124732660,38
Parking Lot,950394,RM PROPERTY MANAGEMENT INC,,"3120 HEATH AVENUE
BRONX, NY 10463
(40.87862225170706, -73.90051697772792)",10463,7189333149,50
Parking Lot,955802,VANDAM PARKING INC,,"47 11 VAN DAM STREET
LONG ISLAND CTY, NY 11101
(40.74570244980828, -73.93866902925225)",11101,7184330623,47
Parking Lot,962013,CENTRAL PARKING SYSTEM OF NEW YORK INC,,"1241 1251
NEW YORK, NY 10001
(40.75025902143676, -73.99688630375988)",10001,2126296602,80
Parking Lot,962316,"MULZAC, JOHN I",HALSEY PARKING LOT,"625 HALSEY STREET
BROOKLYN, NY 11233
(40.684423140366334, -73.92734229957664)",11233,7184434433,30
Parking Lot,974657,"PYRAMID CAR PARK, INC",,"2520 FLATBUSH AVENUE
BROOKLYN, NY 11234
(40.6088507438749, -73.92169196755542)",11234,2122246111,99
Parking Lot,986471,AMBER CAR PARK LLC,GGMC,"63 ROCKWELL PLACE
BROOKLYN, NY 11217
(40.68820257191256, -73.97922882978166)",11217,2129966363,77
Parking Lot,994675,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,"250 50 STREET
NEW YORK, NY 10019
(40.761838432985854, -73.98511745853158)",10019,2126296602,120
Parking Lot,1006043,"MEDICI, IMMACULATE A",,"382 384 HUMBOLT STREET
BROOKLYN, NY 11211
(40.711589765255496, -73.95817675075642)",11211,2127140004,8
Parking Lot,1014335,TUNNEL PARKING CORP.,,"425 31 STREET
NEW YORK, NY 10001
(40.75202222208354, -73.99888074486806)",10001,2127367171,145
Parking Lot,1019609,"BHC CAR PARK, LLC",GGMC,"97 103 DEKALB AVENUE
BROOKLYN, NY 11201
(40.69467825879468, -73.98992086835335)",11201,2129966363,155
Parking Lot,1026540,METROPOLITAN STORAGE CORP,,"1918 1 AVENUE
NEW YORK, NY 10029
(40.78577114143014, -73.94283022674638)",10029,2127533100,233
Parking Lot,1026759,FULTON CAR PARK LLC,GGMC,"622 FULTON STREET
BROOKLYN, NY 11217
(40.68751154598512, -73.97752352923483)",11217,2129966363,95
Parking Lot,1230602,ALBANY STREET PARKING LLC,,"90 WEST STREET
NEW YORK, NY 10006
(40.7100534991568, -74.0146321549247)",10006,2126869800,65
Parking Lot,1241978,COLTRO PARKING LOT CORP,,"1160 EVEGREEN AVENUE
BRONX, NY 10472
(40.829730432513486, -73.87013213139272)",10472,9177769490,48
Parking Lot,1244858,"WEBSTER PETROLEUM, LLC",,"3059 WEBSTER AVENUE
BRONX, NY 10467
(40.870224009087245, -73.87864679821395)",10467,7189441590,26
Parking Lot,1245066,"MP NORTHERN, LLC",,"2916 28 NORTHERN BOULEVARD
LONG ISLND CITY, NY 11101
(40.74570244980828, -73.93866902925225)",11101,2124903490,100
Parking Lot,1246956,E-Z QUEENS PARKING CORP.,,"88 22
HOLLIS, NY 11423
(40.71722229567246, -73.7671414999802)",11423,7185267874,100
Parking Lot,1262199,21ST GARAGE LLC,,"436 438 WEST 36 STREET
NEW YORK, NY 10018
(40.756840774582145, -73.99669149981281)",10018,2126270012,25
Parking Lot,1263239,SOUTH BRONX PARKING LOT INC.,,"530 BERGEN AVENUE
BRONX, NY 10455
(40.81538930519098, -73.91728072754296)",10455,6465307631,62
Parking Lot,1270805,"PARKING COMPANY OF AMERICA AIRPORTS, LLC",,"149 15 130 STREET
JAMAICA, NY 11430
(40.64722932617252, -73.78637495254196)",11430,7183222221,225
Parking Lot,1276437,"X & Y GROUP, INC.",,"42 27 UNION STREET
FLUSHING, NY 11355
(40.7512997969481, -73.82147854789662)",11355,7182885797,16
Parking Lot,1277629,NORTH CAROLINA LEASING LIMITED PARTNERSHIP.,,"70 95 STREET
NEW YORK, NY 10025
(40.79184967969348, -73.96727588837864)",10025,9999999999,142
Parking Lot,1279742,"169TH STREET PARKING LOT, INC",,"232 169 STREET
BRONX, NY 10456
(40.83579881240351, -73.91438508328717)",10456,9173372172,34
Parking Lot,1290660,175 PARKING CORP,,"175 11 HILLSIDE AVENUE
JAMAICA, NY 11432
(40.71311535449007, -73.79282099978928)",11432,7185235714,141
Parking Lot,1295921,ARBERIA LLC,,"3051 DECATUR AVENUE
BRONX, NY 10467
(40.87082767836169, -73.87940668280983)",10467,9147880959,25
Parking Lot,1298303,OASIS AUTO REPAIR & GARAGE CORP.,,"431 202 STREET
NEW YORK, NY 10034
(40.86080063613452, -73.91995888500655)",10034,2125942833,100
Parking Lot,1299968,"BROOK AUTO,LLC",,"975 BROOK AVENUE
BRONX, NY 10451
(40.82601180314126, -73.91168405466526)",10451,7182926324,223
Parking Lot,1306191,"HORACE HARDING OPERATING, LLC",,"99 49
CORONA, NY 11368
(40.749678220373596, -73.85304068857687)",11368,7185921247,16
Parking Lot,1315732,PELHAM PARKWAY SERVICES INC.,,"600 PELHAM PARKWAY
BRONX, NY 10462
(40.856586860837595, -73.86907930231008)",10462,7189315452,25
Parking Lot,1318653,160 EAST 84TH STREET ASSOCIATES LLC,,"160 84 STREET
NEW YORK, NY 10028
(40.777938834158256, -73.95606234805335)",10028,2122797600,21
Parking Lot,1322133,R V P GAS CORPORATION,,"1379 HALSEY STREET
BROOKLYN, NY 11237
(40.69531443713883, -73.90584827135515)",11237,7183811089,25
Parking Lot,1336405,"G.F. PARKING, INC.",,"65 AUDUBON AVENUE
NEW YORK, NY 10032
(40.84072273823158, -73.93815353863022)",10032,2019869816,22
Parking Lot,1338416,SM OBAMA PARKING INC,,"1325 BOSTON ROAD
BRONX, NY 10456
(40.83180375331506, -73.89943245004814)",10456,7188422018,160
Parking Lot,1339380,"SODEXO, INC.",,"139 24 BOOTH MEMORIAL AVENUE
QUEENS, NY 11355
(40.7512997969481, -73.82147854789662)",11355,7186701252,372
Parking Lot,1341974,DKBK PARKING LLC,,"358 LAFAYETTE STREET
NEW YORK, NY 10012
(40.72684384144384, -73.9939567414711)",10012,6462462162,25
Parking Lot,1347499,STANDARD PARKING CORPORATION,,"222 14 STREET
NEW YORK, NY 10011
(40.739164553245246, -74.00112433804458)",10011,2129163491,80
Parking Lot,1348882,QUIK PARK WEST 42ND ST. LLC,,"600 42 STREET
NEW YORK, NY 10036
(40.76076687272053, -73.99836936992358)",10036,2128322066,194
Parking Lot,1358956,1423 BRUCKNER BLVD PARKING LOT CORP,,"1425 BRUCKNER BLVD
BRONX, NY 10472
(40.82326883558468, -73.88271921467829)",10472,6463775301,90
Parking Garage,1345812,CHELSEA ENCLAVE GARAGE LLC,,"177 9 AVENUE
NEW YORK, NY 10011
(40.74492423652695, -74.00250066653904)",10011,2149562280,36
Parking Garage,1350858,"787 HOLDINGS, LLC.",,"787 7 AVENUE
NEW YORK, NY 10019
(40.76205229889092, -73.98258931102072)",10019,2125548879,86
Parking Garage,1352450,REYER PARKING CORP.,,"1872 TREMONT AVENUE
BRONX, NY 10460
(40.84094659766025, -73.86499030211185)",10460,2125416050,100
Parking Garage,1353287,89 SUTPHIN GARAGE  CORP,,"89 36 SUTPHIN BOULEVARD
JAMAICA, NY 11435
(40.70119264912154, -73.80979665579099)",11435,2127367171,118
Parking Garage,1356319,F & R PARKING LOT CORP,,"65 NEW YORK AVENUE
BROOKLYN, NY 11216
(40.677902520420595, -73.94692331625689)",11216,7183295670,90
Parking Garage,1356689,MP WEST 12 LLC,,"469 WEST STREET
NEW YORK, NY 10014
(40.737464389223526, -74.00977083264232)",10014,2124903460,60
Parking Lot,366315,"VOMVOLAKIS, ANGELA",,"287 PACIFIC STREET
BROOKLYN, NY 11201
(40.68783411450889, -73.98911606558731)",11201,7188336404,20
Parking Lot,369548,WINTON REALTY CO INC,,"310 48 STREET
NEW YORK, NY 10036
(40.761147844489, -73.98735263073792)",10036,2122658185,12
Parking Lot,469319,AFFILIATED PARKING LLC,,"23 38 STREET
NEW YORK, NY 10016
(40.750115484306946, -73.98057065282552)",10016,2126869800,25
Parking Lot,469964,REX PARKING CORP,,"10 153 STREET
BRONX, NY 10451
(40.82641524266162, -73.92970306220512)",10451,2127571353,42
Parking Lot,469978,DRAYNIB CORP,,"25 174 STREET
BRONX, NY 10453
(40.84499748984083, -73.9128631071019)",10453,7187169482,20
Parking Lot,691929,"CASTALDO, CHARLES",,"2804 JEROME AVENUE
BRONX, NY 10468
(40.870779003537926, -73.89427478688405)",10468,7187338398,10
Parking Lot,733100,VANBRIDGE ASSOCIATES LLC,VANBRIDGE HOLDING CO,"3201 BAINBRIDGE AVENUE
BRONX, NY 10467
(40.875757360901964, -73.87960387517272)",10467,7188823304,44
Parking Lot,734552,JONAS BRONCK HOUSING COMPANY INC.,,"230 179 STREET
BRONX, NY 10457
(40.850932139823, -73.90396112056916)",10457,7182995636,22
Parking Lot,765883,MARGARET E PESCATORE PARKING INC,,"98 100 BAYARD STREET
NEW YORK, NY 10013
(40.721242188776046, -74.00888900022716)",10013,6462506784,12
Parking Lot,767674,"ENGLANDER, SOL &    ENGLANDER, GERTRUDE",SOGE ASSOCIATES,"145 20 JAMAICA AVENUE
JAMAICA, NY 11435
(40.70119264912154, -73.80979665579099)",11435,7185262601,56
Parking Lot,881123,AIR PARK LGA INC,,"99 11 DITMARS BOULEVARD
EAST ELMHURST, NY 11369
(40.76341327370369, -73.8723788986672)",11369,7188988400,139
