BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Address,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
3-05100-0080,"1911 ALBEMARLE ROAD
Brooklyn, NY
(40.64715405434638, -73.96152461050512)",FLATBUSH-CENTRAL,D4-ELEVATOR,84,1927,85200,711285,8.35,1840000,21.6,3-05670-0047,"1379 54 STREET
Brooklyn, NY
(40.63122567215465, -73.99328411654614)",BOROUGH PARK,C7-WALK-UP,11,1916,22500,382764,17.01,1520000,68,2.05,3-05024-0063,"526 FLATBUSH AVENUE
Brooklyn, NY
(40.661320254034536, -73.96121417309222)",FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,135817,17.88,538000,71,0.95
3-05101-0029,"575 OCEAN AVENUE
Brooklyn, NY
(40.64874245056678, -73.96071657745375)",FLATBUSH-CENTRAL,D4-ELEVATOR,63,1926,67084,634830,9.46,1490000,22.21,3-05670-0047,"1379 54 STREET
Brooklyn, NY
(40.63122567215465, -73.99328411654614)",BOROUGH PARK,C7-WALK-UP,11,1916,22500,382764,17.01,1520000,68,2.1,3-05024-0063,"526 FLATBUSH AVENUE
Brooklyn, NY
(40.661320254034536, -73.96121417309222)",FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,135817,17.88,538000,71,0.9
3-05122-0021,"150 19 STREET
Brooklyn, NY
(40.60405783823241, -74.00517628373903)",FLATBUSH-CENTRAL,D4-ELEVATOR,48,1935,44178,495531,11.22,1540000,34.9,3-05424-0080,"229 PARKVILLE AVENUE
Brooklyn, NY
(40.63141555357741, -73.97038995525058)",OCEAN PARKWAY-NORTH,D8-ELEVATOR,41,2004,43018,655953,15.25,2600000,60,1.05,3-02104-0008,"299 ADELPHI STREET
Brooklyn, NY
(40.688581219041616, -73.97090721994414)",FORT GREENE,D9-ELEVATOR,71,1927,44046,767666,17.43,3040000,69,3
3-05122-0056,"221 18 STREET
Brooklyn, NY
(40.663426086383545, -73.99227115658091)",FLATBUSH-CENTRAL,D4-ELEVATOR,60,1940,67500,816919,12.1,2820000,41.8,3-01208-0001,"77 NEW YORK AVENUE
Brooklyn, NY
(40.67748117306909, -73.94696053754437)",CROWN HEIGHTS,D1-ELEVATOR,103,1975,67582,835706,12.37,1960000,29,2.3,3-01322-0001,"501 NEW YORK AVENUE
Brooklyn, NY
(40.66288122622102, -73.94792558051833)",FLATBUSH-NORTH,D7-ELEVATOR,89,1952,68220,878710,12.88,3210000,47.1,1.45
3-05147-0004,"1616 BEVERLY ROAD
Brooklyn, NY
(40.64440297081849, -73.96389087215069)",FLATBUSH-CENTRAL,D4-ELEVATOR,36,1935,47250,535343,11.33,1660000,35.1,3-03908-0010,"2 ELTON STREET
Brooklyn, NY
(40.68369933827606, -73.88570120083374)",CYPRESS HILLS,D1-ELEVATOR,53,1928,47505,548835,11.55,1280000,26.9,4.9,3-00220-0016,"35 ORANGE STREET
Brooklyn, NY
(40.69926512445069, -73.99416551586926)",BROOKLYN HEIGHTS,D1-ELEVATOR,48,1924,47136,600152,12.73,2070000,43.9,4.25
3-05151-0010,"2022 BEVERLY ROAD
Brooklyn, NY
(40.64485151127223, -73.95976426312208)",FLATBUSH-CENTRAL,C6-WALK-UP,13,1909,16520,321935,19.49,1400000,85,3-03044-0029,"165 MESEROLE STREET
Brooklyn, NY
(40.70816905731563, -73.94254129452746)",WILLIAMSBURG-EAST,C1-WALK-UP,39,1930,17460,386540,22.14,1680000,96,4.5,,,,,,,,,,,,
3-05154-0035,"1115 DORCHESTER ROAD
Brooklyn, NY
(40.63770137858007, -73.96739838158874)",FLATBUSH-CENTRAL,C6-WALK-UP,28,1930,16500,299792,18.17,1190000,72,3-00975-0017,"390 2 STREET
Brooklyn, NY
(40.672989449654544, -73.98200742688056)",PARK SLOPE,C1-WALK-UP,16,1920,16752,360679,21.53,1570000,94,2.45,,,,,,,,,,,,
3-05156-0015,"390 RUGBY ROAD
Brooklyn, NY
(40.640215747683435, -73.9652259790718)",FLATBUSH-CENTRAL,D4-ELEVATOR,50,1962,43200,533952,12.36,1840000,42.6,3-03908-0010,"2 ELTON STREET
Brooklyn, NY
(40.68369933827606, -73.88570120083374)",CYPRESS HILLS,D1-ELEVATOR,53,1928,47505,548835,11.55,1280000,26.9,5.1,3-00220-0016,"35 ORANGE STREET
Brooklyn, NY
(40.69926512445069, -73.99416551586926)",BROOKLYN HEIGHTS,D1-ELEVATOR,48,1924,47136,600152,12.73,2070000,43.9,4.4
3-05156-0048,"415 ARGYLE ROAD
Brooklyn, NY
(40.63918333356314, -73.96590535526909)",FLATBUSH-CENTRAL,D4-ELEVATOR,114,1961,110377,1145978,10.38,3560000,32.3,3-07688-0041,"2702 KINGS HIGHWAY
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",MADISON,D1-ELEVATOR,107,1937,113820,1189137,10.45,3070000,27,2.1,,,,,,,,,,,,
3-05156-0058,"385 ARGYLE ROAD
Brooklyn, NY
(40.63992080129539, -73.96604550750779)",FLATBUSH-CENTRAL,D4-ELEVATOR,60,1941,59640,608763,10.21,1890000,31.7,3-03908-0010,"2 ELTON STREET
Brooklyn, NY
(40.68369933827606, -73.88570120083374)",CYPRESS HILLS,D1-ELEVATOR,53,1928,47505,548835,11.55,1280000,26.9,5.1,3-06770-0001,"2302 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",MIDWOOD,D1-ELEVATOR,42,1936,47300,423828,8.96,1090000,23.04,2
3-05159-0013,"400 17 STREET
Brooklyn, NY
(40.66037017959492, -73.98580760633484)",FLATBUSH-CENTRAL,D4-ELEVATOR,81,1962,72534,1038250,14.31,3790000,52,3-07011-0011,"2828 28 STREET
Brooklyn, NY
(40.57569398823283, -73.9943594918602)",CONEY ISLAND,D1-ELEVATOR,122,1972,102000,1499696,14.7,3510000,34.4,4.75,3-01170-0005,"36 PLAZA ST
Brooklyn, NY
(40.67406956957062, -73.97144654162025)",PROSPECT HEIGHTS,D6-ELEVATOR,85,1926,75535,1459271,19.32,6340000,84,2.4
3-05159-0061,"385 16 STREET
Brooklyn, NY
(40.66187831700059, -73.98336099398091)",FLATBUSH-CENTRAL,D4-ELEVATOR,51,1956,48702,492100,10.1,1400000,28.7,3-03908-0010,"2 ELTON STREET
Brooklyn, NY
(40.68369933827606, -73.88570120083374)",CYPRESS HILLS,D1-ELEVATOR,53,1928,47505,548835,11.55,1280000,26.9,5,3-06770-0001,"2302 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",MIDWOOD,D1-ELEVATOR,42,1936,47300,423828,8.96,1090000,23.04,2.05
3-05161-0056,"385 18 STREET
Brooklyn, NY
(40.66039534102839, -73.986871217768)",FLATBUSH-CENTRAL,D4-ELEVATOR,71,1940,76446,1102351,14.42,4020000,53,3-07011-0011,"2828 28 STREET
Brooklyn, NY
(40.57569398823283, -73.9943594918602)",CONEY ISLAND,D1-ELEVATOR,122,1972,102000,1499696,14.7,3510000,34.4,4.85,3-01170-0005,"36 PLAZA ST
Brooklyn, NY
(40.67406956957062, -73.97144654162025)",PROSPECT HEIGHTS,D6-ELEVATOR,85,1926,75535,1459271,19.32,6340000,84,2.35
3-05162-0046,"1901 DORCHESTER ROAD
Brooklyn, NY
(40.6409884680895, -73.96048684485541)",FLATBUSH-CENTRAL,D4-ELEVATOR,40,1956,47620,588583,12.36,2030000,42.6,3-03908-0010,"2 ELTON STREET
Brooklyn, NY
(40.68369933827606, -73.88570120083374)",CYPRESS HILLS,D1-ELEVATOR,53,1928,47505,548835,11.55,1280000,26.9,4.8,3-00220-0016,"35 ORANGE STREET
Brooklyn, NY
(40.69926512445069, -73.99416551586926)",BROOKLYN HEIGHTS,D1-ELEVATOR,48,1924,47136,600152,12.73,2070000,43.9,4.35
3-05197-0040,"570 WESTMINSTER ROAD
Brooklyn, NY
(40.634893431187486, -73.96609206737169)",FLATBUSH-CENTRAL,D4-ELEVATOR,192,1935,222000,1254125,5.65,2940000,13.24,3-05190-0003,"2408 CLARENDON ROAD
Brooklyn, NY
(40.642871539155315, -73.95442465248588)",FLATBUSH-CENTRAL,C1-WALK-UP,16,1931,12960,249488,19.25,1080000,83,0.85,3-05190-0009,"310 25 STREET
Brooklyn, NY
(40.66001541543222, -73.99731516334913)",FLATBUSH-CENTRAL,C1-WALK-UP,16,1931,14400,74527,5.18,216000,15,0.85
3-05208-0025,"2215 NEWKIRK AVENUE
Brooklyn, NY
(40.63873235369141, -73.95672389575793)",FLATBUSH-CENTRAL,D4-ELEVATOR,77,1927,117564,858434,7.3,2010000,17.1,3-05193-0058,"1157 ROGERS AVENUE
Brooklyn, NY
(40.641717021862966, -73.9514861704346)",FLATBUSH-CENTRAL,C1-WALK-UP,15,1931,13200,110819,8.4,286000,21.67,0.35,3-05212-0043,"2516 NEWKIRK AVENUE
Brooklyn, NY
(40.63967310802402, -73.95304886165688)",FLATBUSH-CENTRAL,C1-WALK-UP,16,1931,16000,162574,10.16,381000,23.81,0.2
3-05209-0022,"2323 NEWKIRK AVENUE
Brooklyn, NY
(40.63945189907687, -73.95521646175682)",FLATBUSH-CENTRAL,C6-WALK-UP,16,1934,15600,129026,8.27,302000,19.36,3-05212-0043,"2516 NEWKIRK AVENUE
Brooklyn, NY
(40.63967310802402, -73.95304886165688)",FLATBUSH-CENTRAL,C1-WALK-UP,16,1931,16000,162574,10.16,381000,23.81,0.15,3-05213-0062,"2617 FOSTER AVENUE
Brooklyn, NY
(40.63844991091335, -73.95196411248142)",FLATBUSH-CENTRAL,C1-WALK-UP,16,1931,13400,132358,9.88,378000,28.2,0.2
3-05213-0024,"411 26 STREET
Brooklyn, NY
(40.640397372941734, -73.95230404916546)",FLATBUSH-CENTRAL,D4-ELEVATOR,82,1962,76416,661508,8.66,1710000,22.38,3-05213-0062,"2617 FOSTER AVENUE
Brooklyn, NY
(40.63844991091335, -73.95196411248142)",FLATBUSH-CENTRAL,C1-WALK-UP,16,1931,13400,132358,9.88,378000,28.2,0.1,3-05212-0043,"2516 NEWKIRK AVENUE
Brooklyn, NY
(40.63967310802402, -73.95304886165688)",FLATBUSH-CENTRAL,C1-WALK-UP,16,1931,16000,162574,10.16,381000,23.81,0.1
3-05214-0024,"2701 NEWKIRK AVENUE
Brooklyn, NY
(40.63983665777135, -73.95127553612038)",FLATBUSH-CENTRAL,D4-ELEVATOR,51,1931,41400,358193,8.65,924000,22.32,3-05213-0062,"2617 FOSTER AVENUE
Brooklyn, NY
(40.63844991091335, -73.95196411248142)",FLATBUSH-CENTRAL,C1-WALK-UP,16,1931,13400,132358,9.88,378000,28.2,0.1,3-05212-0043,"2516 NEWKIRK AVENUE
Brooklyn, NY
(40.63967310802402, -73.95304886165688)",FLATBUSH-CENTRAL,C1-WALK-UP,16,1931,16000,162574,10.16,381000,23.81,0.15
3-05217-0018,"620 18 STREET
Brooklyn, NY
(40.65476000956288, -73.97811689625878)",FLATBUSH-CENTRAL,D4-ELEVATOR,76,1961,98955,856159,8.65,2210000,22.33,3-05213-0062,"2617 FOSTER AVENUE
Brooklyn, NY
(40.63844991091335, -73.95196411248142)",FLATBUSH-CENTRAL,C1-WALK-UP,16,1931,13400,132358,9.88,378000,28.2,0.55,3-05212-0043,"2516 NEWKIRK AVENUE
Brooklyn, NY
(40.63967310802402, -73.95304886165688)",FLATBUSH-CENTRAL,C1-WALK-UP,16,1931,16000,162574,10.16,381000,23.81,0.5
3-05218-0001,"1802 NEWKIRK AVENUE
Brooklyn, NY
(40.63680068933531, -73.9606011876402)",FLATBUSH-CENTRAL,D4-ELEVATOR,134,1958,152466,1615941,10.6,5020000,32.9,3-05212-0043,"2516 NEWKIRK AVENUE
Brooklyn, NY
(40.63967310802402, -73.95304886165688)",FLATBUSH-CENTRAL,C1-WALK-UP,16,1931,16000,162574,10.16,381000,23.81,0.45,3-05213-0062,"2617 FOSTER AVENUE
Brooklyn, NY
(40.63844991091335, -73.95196411248142)",FLATBUSH-CENTRAL,C1-WALK-UP,16,1931,13400,132358,9.88,378000,28.2,0.5
3-05218-0026,"1815 FOSTER AVENUE
Brooklyn, NY
(40.63546660611899, -73.96028168918609)",FLATBUSH-CENTRAL,D4-ELEVATOR,54,1931,60282,419848,6.96,983000,16.31,3-05212-0043,"2516 NEWKIRK AVENUE
Brooklyn, NY
(40.63967310802402, -73.95304886165688)",FLATBUSH-CENTRAL,C1-WALK-UP,16,1931,16000,162574,10.16,381000,23.81,0.45,3-05213-0062,"2617 FOSTER AVENUE
Brooklyn, NY
(40.63844991091335, -73.95196411248142)",FLATBUSH-CENTRAL,C1-WALK-UP,16,1931,13400,132358,9.88,378000,28.2,0.5
3-05219-0040,"601 19 STREET
Brooklyn, NY
(40.65436509571609, -73.9791246571537)",FLATBUSH-CENTRAL,D4-ELEVATOR,108,1942,132000,702924,5.33,1650000,12.5,3-05219-0004,"1908 NEWKIRK AVENUE
Brooklyn, NY
(40.63725275957438, -73.95963477453923)",FLATBUSH-CENTRAL,C1-WALK-UP,22,1921,29133,325875,11.19,1010000,34.7,0,3-05213-0062,"2617 FOSTER AVENUE
Brooklyn, NY
(40.63844991091335, -73.95196411248142)",FLATBUSH-CENTRAL,C1-WALK-UP,16,1931,13400,132358,9.88,378000,28.2,0.4
3-05233-0001,"1212 NEWKIRK AVENUE
Brooklyn, NY
(40.63429570132466, -73.96580177801052)",FLATBUSH-CENTRAL,D4-ELEVATOR,66,1931,78600,557801,7.1,1310000,16.67,3-05220-0069,"1051 OCEAN AVENUE
Brooklyn, NY
(40.6368372758391, -73.95845164245651)",FLATBUSH-CENTRAL,C5-WALK-UP,16,1931,17100,159660,9.34,455000,26.6,0.45,3-05220-0072,"1045 OCEAN AVENUE
Brooklyn, NY
(40.6369733791831, -73.95847869405283)",FLATBUSH-CENTRAL,C5-WALK-UP,16,1931,17100,159660,9.34,455000,26.6,0.45
3-05240-0025,"1150 OCEAN AVENUE
Brooklyn, NY
(40.63433055331052, -73.95811458119826)",FLATBUSH-CENTRAL,D4-ELEVATOR,67,1931,80690,572633,7.1,1340000,16.61,3-05220-0069,"1051 OCEAN AVENUE
Brooklyn, NY
(40.6368372758391, -73.95845164245651)",FLATBUSH-CENTRAL,C5-WALK-UP,16,1931,17100,159660,9.34,455000,26.6,0.2,3-05220-0072,"1045 OCEAN AVENUE
Brooklyn, NY
(40.6369733791831, -73.95847869405283)",FLATBUSH-CENTRAL,C5-WALK-UP,16,1931,17100,159660,9.34,455000,26.6,0.2
3-05241-0006,"1199 OCEAN AVENUE
Brooklyn, NY
(40.63311457809324, -73.95768814783493)",FLATBUSH-CENTRAL,D4-ELEVATOR,63,1958,81000,551472,6.81,1290000,15.93,3-05220-0069,"1051 OCEAN AVENUE
Brooklyn, NY
(40.6368372758391, -73.95845164245651)",FLATBUSH-CENTRAL,C5-WALK-UP,16,1931,17100,159660,9.34,455000,26.6,0.2,3-05220-0072,"1045 OCEAN AVENUE
Brooklyn, NY
(40.6369733791831, -73.95847869405283)",FLATBUSH-CENTRAL,C5-WALK-UP,16,1931,17100,159660,9.34,455000,26.6,0.2
3-05241-0023,"1155 OCEAN AVENUE
Brooklyn, NY
(40.63418393272071, -73.95786844599886)",FLATBUSH-CENTRAL,D4-ELEVATOR,59,1931,77484,452734,5.84,1060000,13.68,3-05220-0069,"1051 OCEAN AVENUE
Brooklyn, NY
(40.6368372758391, -73.95845164245651)",FLATBUSH-CENTRAL,C5-WALK-UP,16,1931,17100,159660,9.34,455000,26.6,0.2,3-05220-0072,"1045 OCEAN AVENUE
Brooklyn, NY
(40.6369733791831, -73.95847869405283)",FLATBUSH-CENTRAL,C5-WALK-UP,16,1931,17100,159660,9.34,455000,26.6,0.2
3-05241-0031,"1111 OCEAN AVENUE
Brooklyn, NY
(40.63530205407102, -73.95815432897764)",FLATBUSH-CENTRAL,D4-ELEVATOR,104,1954,157493,1072260,6.81,2510000,15.94,3-05220-0069,"1051 OCEAN AVENUE
Brooklyn, NY
(40.6368372758391, -73.95845164245651)",FLATBUSH-CENTRAL,C5-WALK-UP,16,1931,17100,159660,9.34,455000,26.6,0.2,3-05220-0072,"1045 OCEAN AVENUE
Brooklyn, NY
(40.6369733791831, -73.95847869405283)",FLATBUSH-CENTRAL,C5-WALK-UP,16,1931,17100,159660,9.34,455000,26.6,0.2
3-05246-0001,"2515 GLENWOOD ROAD
Brooklyn, NY
(40.633459543074274, -73.952823788604)",FLATBUSH-CENTRAL,D4-ELEVATOR,55,1931,64800,459866,7.1,1080000,16.67,3-05240-0110,"1086 OCEAN AVENUE
Brooklyn, NY
(40.63611876807774, -73.9583871979702)",FLATBUSH-CENTRAL,C1-WALK-UP,35,1931,37500,327598,8.74,845000,22.53,0.3,3-05240-0001,"1204 OCEAN AVENUE
Brooklyn, NY
(40.63298890095155, -73.95786963221984)",FLATBUSH-CENTRAL,C1-WALK-UP,59,1917,57600,524018,9.1,1490000,25.9,0.3
3-05246-0006,"2835 BEDFORD AVENUE
Brooklyn, NY
(40.63346625296141, -73.95295028341188)",FLATBUSH-CENTRAL,D4-ELEVATOR,47,1931,47322,527947,11.16,1640000,34.7,3-05240-0001,"1204 OCEAN AVENUE
Brooklyn, NY
(40.63298890095155, -73.95786963221984)",FLATBUSH-CENTRAL,C1-WALK-UP,59,1917,57600,524018,9.1,1490000,25.9,0.3,3-05240-0110,"1086 OCEAN AVENUE
Brooklyn, NY
(40.63611876807774, -73.9583871979702)",FLATBUSH-CENTRAL,C1-WALK-UP,35,1931,37500,327598,8.74,845000,22.53,0.3
3-05247-0001,"2601 GLENWOOD ROAD
Brooklyn, NY
(40.63356032763607, -73.95199670880083)",FLATBUSH-CENTRAL,D4-ELEVATOR,90,1940,100000,1116520,11.17,3470000,34.7,3-05240-0001,"1204 OCEAN AVENUE
Brooklyn, NY
(40.63298890095155, -73.95786963221984)",FLATBUSH-CENTRAL,C1-WALK-UP,59,1917,57600,524018,9.1,1490000,25.9,0.35,3-05240-0110,"1086 OCEAN AVENUE
Brooklyn, NY
(40.63611876807774, -73.9583871979702)",FLATBUSH-CENTRAL,C1-WALK-UP,35,1931,37500,327598,8.74,845000,22.53,0.35
3-05247-0006,"657 26 STREET
Brooklyn, NY
(40.634565773878556, -73.95218846082368)",FLATBUSH-CENTRAL,D4-ELEVATOR,113,1941,118398,1321937,11.17,4110000,34.7,3-05240-0110,"1086 OCEAN AVENUE
Brooklyn, NY
(40.63611876807774, -73.9583871979702)",FLATBUSH-CENTRAL,C1-WALK-UP,35,1931,37500,327598,8.74,845000,22.53,0.35,3-05240-0001,"1204 OCEAN AVENUE
Brooklyn, NY
(40.63298890095155, -73.95786963221984)",FLATBUSH-CENTRAL,C1-WALK-UP,59,1917,57600,524018,9.1,1490000,25.9,0.35
3-05247-0016,"645 26 STREET
Brooklyn, NY
(40.63484007320366, -73.95224239608423)",FLATBUSH-CENTRAL,D4-ELEVATOR,66,1931,78660,878254,11.17,2730000,34.7,3-05240-0001,"1204 OCEAN AVENUE
Brooklyn, NY
(40.63298890095155, -73.95786963221984)",FLATBUSH-CENTRAL,C1-WALK-UP,59,1917,57600,524018,9.1,1490000,25.9,0.35,3-05240-0110,"1086 OCEAN AVENUE
Brooklyn, NY
(40.63611876807774, -73.9583871979702)",FLATBUSH-CENTRAL,C1-WALK-UP,35,1931,37500,327598,8.74,845000,22.53,0.35
3-05248-0012,"50 KENILWORTH PLACE
Brooklyn, NY
(40.634730384576066, -73.95101848232181)",FLATBUSH-CENTRAL,D4-ELEVATOR,73,1955,87027,592505,6.81,1390000,15.97,3-05240-0001,"1204 OCEAN AVENUE
Brooklyn, NY
(40.63298890095155, -73.95786963221984)",FLATBUSH-CENTRAL,C1-WALK-UP,59,1917,57600,524018,9.1,1490000,25.9,0.4,3-05240-0110,"1086 OCEAN AVENUE
Brooklyn, NY
(40.63611876807774, -73.9583871979702)",FLATBUSH-CENTRAL,C1-WALK-UP,35,1931,37500,327598,8.74,845000,22.53,0.4
3-05257-0035,"310 WINDSOR PLACE
Brooklyn, NY
(40.657056768676966, -73.97525418331064)",WINDSOR TERRACE,C6-WALK-UP,21,1914,31200,275727,8.84,711000,22.79,3-05240-0001,"1204 OCEAN AVENUE
Brooklyn, NY
(40.63298890095155, -73.95786963221984)",FLATBUSH-CENTRAL,C1-WALK-UP,59,1917,57600,524018,9.1,1490000,25.9,1.75,3-05240-0110,"1086 OCEAN AVENUE
Brooklyn, NY
(40.63611876807774, -73.9583871979702)",FLATBUSH-CENTRAL,C1-WALK-UP,35,1931,37500,327598,8.74,845000,22.53,1.75
3-05257-0045,"135 PROSPECT PARK
Brooklyn, NY
(40.70062638776047, -73.98540140045351)",WINDSOR TERRACE,D4-ELEVATOR,87,1929,97884,616192,6.3,1440000,14.71,3-05240-0001,"1204 OCEAN AVENUE
Brooklyn, NY
(40.63298890095155, -73.95786963221984)",FLATBUSH-CENTRAL,C1-WALK-UP,59,1917,57600,524018,9.1,1490000,25.9,1.7,3-05240-0110,"1086 OCEAN AVENUE
Brooklyn, NY
(40.63611876807774, -73.9583871979702)",FLATBUSH-CENTRAL,C1-WALK-UP,35,1931,37500,327598,8.74,845000,22.53,1.7
3-05268-0002,"166 SEELEY STREET
Brooklyn, NY
(40.654565837348144, -73.97626541620481)",WINDSOR TERRACE,D4-ELEVATOR,55,1938,65640,734235,11.19,2280000,34.7,3-05240-0001,"1204 OCEAN AVENUE
Brooklyn, NY
(40.63298890095155, -73.95786963221984)",FLATBUSH-CENTRAL,C1-WALK-UP,59,1917,57600,524018,9.1,1490000,25.9,1.6,3-05240-0110,"1086 OCEAN AVENUE
Brooklyn, NY
(40.63611876807774, -73.9583871979702)",FLATBUSH-CENTRAL,C1-WALK-UP,35,1931,37500,327598,8.74,845000,22.53,1.6
3-05268-0018,"202 SEELEY STREET
Brooklyn, NY
(40.65495301301139, -73.9752705899675)",WINDSOR TERRACE,D4-ELEVATOR,42,1931,44424,496002,11.17,1540000,34.7,3-05240-0001,"1204 OCEAN AVENUE
Brooklyn, NY
(40.63298890095155, -73.95786963221984)",FLATBUSH-CENTRAL,C1-WALK-UP,59,1917,57600,524018,9.1,1490000,25.9,1.6,3-05240-0110,"1086 OCEAN AVENUE
Brooklyn, NY
(40.63611876807774, -73.9583871979702)",FLATBUSH-CENTRAL,C1-WALK-UP,35,1931,37500,327598,8.74,845000,22.53,1.6
3-05268-0033,"651 VANDERBILT STREET
Brooklyn, NY
(40.65447911894219, -73.97381356958229)",WINDSOR TERRACE,D4-ELEVATOR,155,1963,162439,1400501,8.62,3610000,22.22,3-05240-0001,"1204 OCEAN AVENUE
Brooklyn, NY
(40.63298890095155, -73.95786963221984)",FLATBUSH-CENTRAL,C1-WALK-UP,59,1917,57600,524018,9.1,1490000,25.9,1.6,3-05240-0110,"1086 OCEAN AVENUE
Brooklyn, NY
(40.63611876807774, -73.9583871979702)",FLATBUSH-CENTRAL,C1-WALK-UP,35,1931,37500,327598,8.74,845000,22.53,1.6
3-05268-0084,"250 SEELEY STREET
Brooklyn, NY
(40.655404779648926, -73.97413637998243)",WINDSOR TERRACE,C6-WALK-UP,16,1931,17453,154239,8.84,398000,22.8,3-05240-0001,"1204 OCEAN AVENUE
Brooklyn, NY
(40.63298890095155, -73.95786963221984)",FLATBUSH-CENTRAL,C1-WALK-UP,59,1917,57600,524018,9.1,1490000,25.9,1.6,3-05240-0110,"1086 OCEAN AVENUE
Brooklyn, NY
(40.63611876807774, -73.9583871979702)",FLATBUSH-CENTRAL,C1-WALK-UP,35,1931,37500,327598,8.74,845000,22.53,1.6
3-05268-0087,"147 PROSPECT PARK
Brooklyn, NY
(40.70062134220593, -73.9852954438078)",WINDSOR TERRACE,C6-WALK-UP,16,1931,18360,162255,8.84,419000,22.82,3-05240-0001,"1204 OCEAN AVENUE
Brooklyn, NY
(40.63298890095155, -73.95786963221984)",FLATBUSH-CENTRAL,C1-WALK-UP,59,1917,57600,524018,9.1,1490000,25.9,1.6,3-05240-0110,"1086 OCEAN AVENUE
Brooklyn, NY
(40.63611876807774, -73.9583871979702)",FLATBUSH-CENTRAL,C1-WALK-UP,35,1931,37500,327598,8.74,845000,22.53,1.6
3-05268-0089,"149 PROSPECT PARK
Brooklyn, NY
(40.70062050127989, -73.98527778436113)",WINDSOR TERRACE,C6-WALK-UP,16,1931,18240,161194,8.84,416000,22.81,3-05240-0001,"1204 OCEAN AVENUE
Brooklyn, NY
(40.63298890095155, -73.95786963221984)",FLATBUSH-CENTRAL,C1-WALK-UP,59,1917,57600,524018,9.1,1490000,25.9,1.6,3-05240-0110,"1086 OCEAN AVENUE
Brooklyn, NY
(40.63611876807774, -73.9583871979702)",FLATBUSH-CENTRAL,C1-WALK-UP,35,1931,37500,327598,8.74,845000,22.53,1.6
3-05275-0036,"47 REEVE PLACE
Brooklyn, NY
(40.65331471051777, -73.97468276680353)",WINDSOR TERRACE,C6-WALK-UP,16,1931,9916,87631,8.84,226000,22.79,3-05240-0001,"1204 OCEAN AVENUE
Brooklyn, NY
(40.63298890095155, -73.95786963221984)",FLATBUSH-CENTRAL,C1-WALK-UP,59,1917,57600,524018,9.1,1490000,25.9,1.55,3-05240-0110,"1086 OCEAN AVENUE
Brooklyn, NY
(40.63611876807774, -73.9583871979702)",FLATBUSH-CENTRAL,C1-WALK-UP,35,1931,37500,327598,8.74,845000,22.53,1.55
