Entity Type,License Number,Entity Name,Camis Trade Name,Address Bldg,Address Street Name,Address Location,Address City,Address State,Address Zip Code,Telephone Number,Location
ELECTRONICS STORE,1343408,T MOBILE NORTHEAST LLC,,1252,ST NICHOLAS AVENUE,,NEW YORK,NY,10032,2129270493,"ST NICHOLAS AVENUE
NEW YORK, NY 10032
(40.8387015154481, -73.9398175553073)"
ELECTRONICS STORE,1343418,T MOBILE NORTHEAST LLC,,304,FLATBUSH AVENUE,,BROOKLYN,NY,11238,7182307682,"FLATBUSH AVENUE
BROOKLYN, NY 11238
(40.6721290891811, -73.9687937110914)"
ELECTRONICS STORE,1343446,T MOBILE NORTHEAST LLC,,115,CHURCH AVENUE,,BROOKLYN,NY,11219,7188542714,"CHURCH AVENUE
BROOKLYN, NY 11219
(40.6322711368426, -73.9967716194229)"
ELECTRONICS STORE,1343733,STAR COMMUNICATIONS TWO INC,,3832B,DYRE AVENUE,,BRONX,NY,10466,9175605011,"DYRE AVENUE
BRONX, NY 10466
(40.8875526880797, -73.8312783795911)"
ELECTRONICS STORE,1344415,MOBILITY SQUARED INC,,368,KINGSTON AVENUE,,BROOKLYN,NY,11213,7187737701,"KINGSTON AVENUE
BROOKLYN, NY 11213
(40.6692872315685, -73.9422097519052)"
ELECTRONICS STORE,1344719,NEW UNLIMITED WIRELESS INC.,,627,EAST  169 STREET,,BRONX,NY,10456,7188235394,"EAST  169 STREET
BRONX, NY 10456
(40.820742054523, -73.9081434334354)"
ELECTRONICS STORE,1344890,BEDFORD EXPEDITING SERVICES INC,SPENCER STATIONERY CENTER,694,MYRTLE AVE,,BROOKLYN,NY,11205,7186242012,"MYRTLE AVE
BROOKLYN, NY 11205
(40.6934250348349, -73.9777779381641)"
ELECTRONICS STORE,1344930,SCK INC,RSOLUTIONS2U,96-05,QUEENS BOULEVARD,,REGO PARK,NY,11374,8174150771,"QUEENS BOULEVARD
REGO PARK, NY 11374
(40.7270776651714, -73.8537974032048)"
ELECTRONICS STORE,1345248,HARLEM METRO PLAZA INC,,111,EAST 125 STREET,,NEW YORK,NY,10035,7189087121,"EAST 125 STREET
NEW YORK, NY 10035
(40.7922875055159, -73.9247718977571)"
ELECTRONICS STORE,1345273,COM PLUS ALPHA INC,,166,COURT ST,,BROOKLYN,NY,11201,9176085452,"COURT ST
BROOKLYN, NY 11201
(40.6936138924611, -73.9904134126758)"
ELECTRONICS STORE,1345358,"DNA WIRELESS, INC.",,3189,FULTON STREET,,BROOKLYN,NY,11208,3476639452,"FULTON STREET
BROOKLYN, NY 11208
(40.6849444280987, -73.8675480370327)"
ELECTRONICS STORE,1345440,T-MOBILE NORTHEAST LLC,T-MOBILE,253,8TH AVENUE,,NEW YORK,NY,10011,2123665253,"8TH AVENUE
NEW YORK, NY 10011
(40.7423751328898, -74.0015380261782)"
ELECTRONICS STORE,1346694,GAMES-CELLPHONES STOP CORP,,135,W. KINGSBRIDGE ROAD,1ST FLOOR,BRONX,NY,10468,7187960700,"W. KINGSBRIDGE ROAD
BRONX, NY 10468
(40.8733703796776, -73.9064976741217)"
ELECTRONICS STORE,1346815,TRIPLE FIVE WIRELESS CORP.,,463,FULTON STREET,,BROOKLYN,NY,11201,7187971790,"FULTON STREET
BROOKLYN, NY 11201
(40.6889194314682, -73.9809705313681)"
ELECTRONICS STORE,1346908,HD DIGITAL CAMERA & COMPUTERS INC,,681,8 AVENUE,,NEW YORK,NY,10036,2127642980,"8 AVENUE
NEW YORK, NY 10036
(40.7593273531421, -73.9898738194582)"
ELECTRONICS STORE,1347234,ZEE WIRELESS CORNER INC.,,8507A,JAMAICA AVE,,WOODHAVEN,NY,11421,9179398390,"JAMAICA AVE
WOODHAVEN, NY 11421
(40.6935869128002, -73.852331508297)"
ELECTRONICS STORE,1347424,JAGDEEP WIRELESS INC.,,134-11,ROCKAWAY BLVD,,S. OZONE PARK,NY,114203020,7184506864,"ROCKAWAY BLVD
S. OZONE PARK, NY 114203020
(40.6747910823879, -73.8057196475184)"
ELECTRONICS STORE,1347866,LET'S GO WIRELESS INC,,404A,JAY ST,,BROOKLYN,NY,11201,7187222939,"JAY ST
BROOKLYN, NY 11201
(40.6961769602446, -73.9871578669297)"
ELECTRONICS STORE,1348561,"GAMESTOP, INC",GAMESTOP 6266,517,EAST  117 STREET,SUITE 302,NEW YORK,NY,10035,2124273894,"EAST  117 STREET
NEW YORK, NY 10035
(40.7922875055159, -73.9247718977571)"
ELECTRONICS STORE,1349456,I Z WIRELESS INC,,3469,BROADWAY,,NEW YORK,NY,10031,2128621111,"BROADWAY
NEW YORK, NY 10031
(40.8264887222902, -73.9505464671169)"
ELECTRONICS STORE,1350964,QUICK MOBILE INC,,64-13,ROOSEVELT AVENUE,,WOODSIDE,NY,11377,7185337171,"ROOSEVELT AVENUE
WOODSIDE, NY 11377
(40.7465210074448, -73.8945007182509)"
ELECTRONICS STORE,1353634,EVOLUTION AUTO SOUND,,1102,EAST TREMONT AVENUE,,BRONX,NY,10460,3472136130,"EAST TREMONT AVENUE
BRONX, NY 10460
(40.8399965391703, -73.8771168234245)"
ELECTRONICS STORE,1353882,"CELLNATION OF FLUSHNING WIRELESS, INC.",,136-21,ROOSEVELT AVENUE,,QUEENS,NY,11354,7188869885,"ROOSEVELT AVENUE
QUEENS, NY 11354
(40.767520176829, -73.8270335796128)"
ELECTRONICS STORE,1353886,ZGI 164TH INC,,162-14,UNION TURNPIKE,,FRESH MEADOWS,NY,11366,7185755555,"UNION TURNPIKE
FRESH MEADOWS, NY 11366
(40.7215288482506, -73.8045235492194)"
ELECTRONICS STORE,1354695,L2 COMPUTER INC.,,726,10TH AVE,,NEW YORK,NY,10019,2123151688,"10TH AVE
NEW YORK, NY 10019
(40.7663420649706, -73.9887856398027)"
ELECTRONICS STORE,1354734,NIJJAR AUDIO VIDEO INSTALLATION CORP,,26318,HILLSIDE AVE,,FLORAL PARK,NY,11004,7183536556,"HILLSIDE AVE
FLORAL PARK, NY 11004
(40.7362147769891, -73.7135841056166)"
ELECTRONICS STORE,1278919,UPTOWN COMMUNICATIONS INC,WIRELESS CHOICE,1701,SHEEPSHEAD BAY ROAD,,BROOKLYN,NY,11235,7186761010,"SHEEPSHEAD BAY ROAD
BROOKLYN, NY 11235
(40.584526130307, -73.9509871349112)"
ELECTRONICS STORE,1280345,COMPUSTAR AVE U INC.,,1306,AVENUE U,,BROOKLYN,NY,11229,7186806130,"AVENUE U
BROOKLYN, NY 11229
(40.5993829302311, -73.9514008230447)"
ELECTRONICS STORE,1280422,A & M BEST WIRELESS LLC,,82-25,153 AVENUE,,HOWARD BEACH,NY,11414,7188458000,"153 AVENUE
HOWARD BEACH, NY 11414
(40.6571194045121, -73.8449750540973)"
ELECTRONICS STORE,1281817,"VEACELL, INC",,3069,BRIGHTON    5 STREET,,BROOKLYN,NY,11235,7186480081,"BRIGHTON    5 STREET
BROOKLYN, NY 11235
(40.5773585337335, -73.9623545653616)"
ELECTRONICS STORE,1281819,VEACELL INC,,6812,18 AVENUE,,BROOKLYN,NY,11204,7182361080,"18 AVENUE
BROOKLYN, NY 11204
(40.618502516574, -73.9869060567615)"
ELECTRONICS STORE,1282029,"KING JEWELRY OF KNICKERBOCKER, INC",,396,KNICKERBOCKER AVENUE,,BROOKLYN,NY,11237,7189195555,"KNICKERBOCKER AVENUE
BROOKLYN, NY 11237
(40.698829960231, -73.9183777181288)"
ELECTRONICS STORE,1283879,MAINSTREAM WIRELESS INC.,,277,GRAND STREET,AKA (277-279 GRAND ST),NEW YORK,NY,10002,6463358457,"GRAND STREET
NEW YORK, NY 10002
(40.7151796347237, -73.9842800364359)"
ELECTRONICS STORE,1284182,D & H WIRELESS INC.,STAY CONNECTED,5305,5 AVENUE,,BROOKLYN,NY,11220,7184924404,"5 AVENUE
BROOKLYN, NY 11220
(40.6399963130742, -74.0183553481261)"
ELECTRONICS STORE,1286882,"SMINJA, INC",DIGITAL ON SIXTH,1027,6 AVENUE,,NEW YORK,NY,10018,2123983236,"6 AVENUE
NEW YORK, NY 10018
(40.7555771802799, -73.99392076859)"
ELECTRONICS STORE,1287021,"PURE WIRELESS, INC.",,140,WEST   72 STREET,,NEW YORK,NY,10023,2122801600,"WEST   72 STREET
NEW YORK, NY 10023
(40.7737794581529, -73.9787941720572)"
ELECTRONICS STORE,1287158,"GAMESTOP, INC.",GAMESTOP,1210,KINGS HIGHWAY,,BROOKLYN,NY,11229,7183764814,"KINGS HIGHWAY
BROOKLYN, NY 11229
(40.6113169335599, -73.9517425654158)"
ELECTRONICS STORE,1289096,CELL TECHNOLOGY OF ROSEDALE INC.,,247-22,SOUTH CONDUIT AVENUE,,ROSEDALE,NY,11422,7187124900,"SOUTH CONDUIT AVENUE
ROSEDALE, NY 11422
(40.6653751807411, -73.7327846309421)"
ELECTRONICS STORE,1289541,3E ENTERPRISE LLC,,32-63,87 STREET,,EAST ELMHURST,NY,11369,7187798436,"87 STREET
EAST ELMHURST, NY 11369
(40.7643635565061, -73.8712352573529)"
ELECTRONICS STORE,1290066,SMARTALK IX INC.,CELLULAR PLUS,993B,6 AVENUE,,NEW YORK,NY,10018,2122683939,"6 AVENUE
NEW YORK, NY 10018
(40.7555771802799, -73.99392076859)"
ELECTRONICS STORE,1290914,LORNA H. HARP,DHARP CONNECTIONS USA,5511,CHURCH AVENUE,FIRST FLOOR,BROOKLYN,NY,11203,7183426956,"CHURCH AVENUE
BROOKLYN, NY 11203
(40.65245192318, -73.9227574164115)"
ELECTRONICS STORE,1291025,NEW E-Z WIRELESS INC,,2395,WESTCHESTER AVENUE,,BRONX,NY,10461,7189241201,"WESTCHESTER AVENUE
BRONX, NY 10461
(40.8408508950981, -73.8417374947919)"
ELECTRONICS STORE,1291036,"NEW EZ WIRELESS, INC",,2168,WHITE PLAINS ROAD,,BRONX,NY,10462,7189241201,"WHITE PLAINS ROAD
BRONX, NY 10462
(40.8416872645853, -73.8647691319622)"
ELECTRONICS STORE,1293620,"LI, YU FUN",86 COMPUTER,2853,86 STREET,GROUND FLOOR,BROOKLYN,NY,11223,7183330206,"86 STREET
BROOKLYN, NY 11223
(40.5956327573689, -73.9740727314033)"
ELECTRONICS STORE,1294594,"IT MAX SOLUTIONS, INC.",,471,54 STREET,,BROOKLYN,NY,11220,7188336133,"54 STREET
BROOKLYN, NY 11220
(40.6399963130742, -74.0183553481261)"
ELECTRONICS STORE,1294656,LUCKY CORONA INC.,,103-01,ROOSEVELT AVENUE,,CORONA,NY,11368,7183356978,"ROOSEVELT AVENUE
CORONA, NY 11368
(40.7569981090862, -73.8387067795531)"
ELECTRONICS STORE,1294720,S.E. TECHNOLOGY INC.,,4805,8 AVENUE,,BROOKLYN,NY,11220,7188513839,"8 AVENUE
BROOKLYN, NY 11220
(40.6399963130742, -74.0183553481261)"
ELECTRONICS STORE,1296954,WHITESTONE WIRELESS INC,,150-55C,14 AVENUE,1 FLOOR,WHITESTONE,NY,11357,7187461210,"14 AVENUE
WHITESTONE, NY 11357
(40.7863609733428, -73.8111425593551)"
ELECTRONICS STORE,1298029,"GAMES STOP, INC",,153,7 AVENUE,,NEW YORK,NY,11215,7183985928,"7 AVENUE
NEW YORK, NY 11215
(40.6665353061589, -73.9802780534055)"
ELECTRONICS STORE,1298869,GUAN JIAN ZHENG & QIN MING ZOU,QQ COMPUTER,5024,8 AVENUE,REAR STORE,BROOKLYN,NY,11220,6463393389,"8 AVENUE
BROOKLYN, NY 11220
(40.6399963130742, -74.0183553481261)"
ELECTRONICS STORE,1299350,CELL TELL OF 86TH STREET INC.,,541,86 STREET,,BROOKLYN,NY,11209,7182380300,"86 STREET
BROOKLYN, NY 11209
(40.6207238419863, -74.0291112395965)"
ELECTRONICS STORE,1299545,WIRELESS DIRECT OF SMITH INC.,,158,SMITH STREET,,BROOKLYN,NY,11201,7189359501,"SMITH STREET
BROOKLYN, NY 11201
(40.6940365738149, -73.9904403923366)"
ELECTRONICS STORE,1299908,"NETI SYSTEMS, LLC",,94-14,ROOSEVELT AVENUE,,JACKSON HEIGHTS,NY,11372,7185655102,"ROOSEVELT AVENUE
JACKSON HEIGHTS, NY 11372
(40.7465210074448, -73.8945007182509)"
ELECTRONICS STORE,1300585,"GAMESTOP, INC",GAME STOP,5252,KINGS PLAZA,SPACE B1C,BROOKLYN,NY,11234,7183774577,"KINGS PLAZA
BROOKLYN, NY 11234
(40.6130346386358, -73.9175053757604)"
ELECTRONICS STORE,1301455,RGA MECHANICAL CORP.,,742,EAST    9 STREET,,NEW YORK,NY,10009,2122282306,"EAST    9 STREET
NEW YORK, NY 10009
(40.7275722922874, -73.9800802025591)"
ELECTRONICS STORE,1301939,FHA OF NY INC,PAGING ZONE,1524,KINGS HIGHWAY,,BROOKLYN,NY,11229,7183362640,"KINGS HIGHWAY
BROOKLYN, NY 11229
(40.6113169335599, -73.9517425654158)"
ELECTRONICS STORE,1303073,"GAMESTOP, INC",GAMESTOP,30,ROCKEFELLER PLAZA,,NEW YORK,NY,10020,2127653857,"ROCKEFELLER PLAZA
NEW YORK, NY 10020
(40.7589046717883, -73.9790279957848)"
ELECTRONICS STORE,1303250,"GAMESTOP, INC.",GAMESTOP,96-33,QUEENS BOULEVARD,,REGO PARK,NY,11374,7188303760,"QUEENS BOULEVARD
REGO PARK, NY 11374
(40.7270776651714, -73.8537974032048)"
ELECTRONICS STORE,1303253,"GAMESTOP, INC",GAMESTOP,30-15,STEINWAY STREET,,LONG ISLND CITY,NY,11103,7186261981,"STEINWAY STREET
LONG ISLND CITY, NY 11103
(40.7543990684215, -73.9120554842629)"
ELECTRONICS STORE,1303284,"GAMESTOP, INC.",GAMESTOP,90-15,QUEENS BOULEVARD,SUITE 1105,ELMHURST,NY,11373,8177227365,"QUEENS BOULEVARD
ELMHURST, NY 11373
(40.7342542549652, -73.8732767183594)"
ELECTRONICS STORE,1303539,DANNY'S WIRELESS INC,,569,WEST  207 STREET,,NEW YORK,NY,10034,2125691515,"WEST  207 STREET
NEW YORK, NY 10034
(40.8668053288637, -73.9224066808201)"
ELECTRONICS STORE,1304044,THIRD AVENUE AUTO SOUND INC,,4615,3 AVENUE,,BRONX,NY,10458,7187371467,"3 AVENUE
BRONX, NY 10458
(40.8650516509065, -73.8847520674533)"
ELECTRONICS STORE,1304464,I STAR WIRELESS CORP.,,104-02,113 STREET,,S RICHMOND HILL,NY,11419,7188480400,"113 STREET
S RICHMOND HILL, NY 11419
(40.688730573842, -73.8227707931939)"
ELECTRONICS STORE,1304847,RADIOSHACK CORPORATION,RADIOSHACK,87-09,ROCKAWAY BEACH BOULEVARD,STORE# 01-2882,ROCKAWAY PARK,NY,11693,7186340657,"ROCKAWAY BEACH BOULEVARD
ROCKAWAY PARK, NY 11693
(40.597170598039, -73.826179223685)"
ELECTRONICS STORE,1305108,ITC COMPUTER GROUP INC,,79-37,COOPER AVENUE,,QUEENS,NY,11385,7183268888,"COOPER AVENUE
QUEENS, NY 11385
(40.707238621205, -73.8741400675075)"
ELECTRONICS STORE,1305358,INTELITECH ZONE INC.,,15,WEST   39 STREET,,NEW YORK,NY,10018,2123021111,"WEST   39 STREET
NEW YORK, NY 10018
(40.7555771802799, -73.99392076859)"
ELECTRONICS STORE,1305401,"NEW CINGULAR WIRELESS PCS, LLC",A T & T MOBILITY,144,DELANCEY STREET,,NEW YORK,NY,10002,9737751275,"DELANCEY STREET
NEW YORK, NY 10002
(40.7179765262349, -73.9873107516747)"
ELECTRONICS STORE,1305413,"NEW CINGULAR WIRELESS PCS, LLC",AT&T MOBILITY,171,WEST   71 STREET,,NEW YORK,NY,10023,9737751275,"WEST   71 STREET
NEW YORK, NY 10023
(40.7737794581529, -73.9787941720572)"
ELECTRONICS STORE,1305415,"NEW CINGULAR WIRELESS PCS, LLC",AT&T MOBILITY,37-12,JUNCTION BOULEVARD,,CORONA,NY,11368,9737751275,"JUNCTION BOULEVARD
CORONA, NY 11368
(40.7491919938718, -73.8694096336334)"
ELECTRONICS STORE,1292233,MV ELECTRONICS CORP.,,93-05,ROOSEVELT AVENUE,,JACKSON HEIGHTS,NY,11372,7187794575,"ROOSEVELT AVENUE
JACKSON HEIGHTS, NY 11372
(40.7465210074448, -73.8945007182509)"
ELECTRONICS STORE,1292832,"WIRELESS DIRECT OF AVE P, INC",,418,AVENUE P,,BROOKLYN,NY,11223,7186456222,"AVENUE P
BROOKLYN, NY 11223
(40.6088168183184, -73.9730115314088)"
ELECTRONICS STORE,1293123,MIKEY'S HOOK UP INC,,88-90,NORTH    6 STREET,,BROOKLYN,NY,11211,7185998906,"NORTH    6 STREET
BROOKLYN, NY 11211
(40.7149548042164, -73.9464455586632)"
ELECTRONICS STORE,1294713,GET ONE WIRELESS CORP,,58-46,MAIN STREET,,QUEENS,NY,11355,7183210300,"MAIN STREET
QUEENS, NY 11355
(40.7509546650493, -73.8227348203127)"
ELECTRONICS STORE,1296222,"BAKARA COMMUNICATIONS, LLC",ACE COMMUNICATIONS,50,EAST  125 STREET,,NEW YORK,NY,10035,5166441940,"EAST  125 STREET
NEW YORK, NY 10035
(40.7922875055159, -73.9247718977571)"
ELECTRONICS STORE,1296438,MOBILE 22 INC,,87,GRAHAM AVENUE,,BROOKLYN,NY,11206,7183878500,"GRAHAM AVENUE
BROOKLYN, NY 11206
(40.7009613534405, -73.9422727044473)"
ELECTRONICS STORE,1298023,"GAMESTOP, INC",GAMESTOP,89,SOUTH STREET,PIER 17 PAVILION #2120,NEW YORK,NY,10038,2122271945,"SOUTH STREET
NEW YORK, NY 10038
(40.7082638483184, -73.9995505244934)"
ELECTRONICS STORE,1298039,GAMESTOP INC.,GAMESTOP,5302,5 AVENUE,,BROOKLYN,NY,11220,7185674309,"5 AVENUE
BROOKLYN, NY 11220
(40.6399963130742, -74.0183553481261)"
ELECTRONICS STORE,1299030,"K WIRELESS, INC.",,1171,BROADWAY,,NEW YORK,NY,10001,7185364393,"BROADWAY
NEW YORK, NY 10001
(40.749686620988, -73.9961510872227)"
ELECTRONICS STORE,1299332,786 WIRELESS WORLD INC,,1061,CONEY ISLAND AVENUE,,BROOKLYN,NY,11230,7184342786,"CONEY ISLAND AVENUE
BROOKLYN, NY 11230
(40.6319563741323, -73.9667522500849)"
ELECTRONICS STORE,1299799,NY ELECTRONIC CENTER CORP,,1513,MYRTLE AVENUE,,NEW YORK,NY,11237,7183665635,"MYRTLE AVENUE
NEW YORK, NY 11237
(40.7019775873336, -73.9184676503318)"
ELECTRONICS STORE,1299883,"GAMESTOP, INC.",GAMESTOP,1317,AVENUE J,,BROOKLYN,NY,11230,7183570894,"AVENUE J
BROOKLYN, NY 11230
(40.6235926792598, -73.9758174161402)"
ELECTRONICS STORE,1300203,GRAMEEN WIRELESS INC,,64-01,BROADWAY,,WOODSIDE,NY,11377,7184781200,"BROADWAY
WOODSIDE, NY 11377
(40.7467997972739, -73.89171281996)"
ELECTRONICS STORE,1301160,315 DISCOUNT UNLIMITED INC.,,315,EAST KINGSBRIDGE ROAD,,BRONX,NY,10458,3472045626,"EAST KINGSBRIDGE ROAD
BRONX, NY 10458
(40.8655372848024, -73.8937183080854)"
ELECTRONICS STORE,1301268,NEW YORK SMSA LIMITED PARTNERSHIP,VERIZON WIRELESS,1623,KINGS HIGHWAY,,BROOKLYN,NY,11229,5165211699,"KINGS HIGHWAY
BROOKLYN, NY 11229
(40.6113169335599, -73.9517425654158)"
ELECTRONICS STORE,1301274,NEW YORK SMSA LIMITED PARTNERSHIP,VERIZON WIRELESS,416,WESTCHESTER AVENUE,,BRONX,NY,10455,5165211699,"WESTCHESTER AVENUE
BRONX, NY 10455
(40.8159576613271, -73.9095014096996)"
ELECTRONICS STORE,1301402,"GIVNEY, MARGHERITA & FLORES, NILSA",THE GAMERZ DEN,59-08,WOODSIDE AVENUE,,NEW YORK,NY,11377,7186720801,"WOODSIDE AVENUE
NEW YORK, NY 11377
(40.7515931836901, -73.9098251656301)"
ELECTRONICS STORE,1301588,DYCKMAN AUDIO VIDEO ELECTRONICS CORP,,151,DYCKMAN STREET,,NEW YORK,NY,10040,2123041177,"DYCKMAN STREET
NEW YORK, NY 10040
(40.8614543627893, -73.9246549858933)"
ELECTRONICS STORE,1301598,74 WIRELESS INC.,,37-13,74 STREET,,QUEENS,NY,11372,7184262222,"74 STREET
QUEENS, NY 11372
(40.7518000277568, -73.882962416615)"
ELECTRONICS STORE,1301748,"JAGDEEP GLOBAL PRODUCTS, INC.",JK GLOBAL EXIM,138-40A,84 DRIVE,,JAMAICA,NY,11435,3478371936,"84 DRIVE
JAMAICA, NY 11435
(40.7018426890292, -73.8099644474967)"
ELECTRONICS STORE,1302317,STAR SATELLITES & COMMUNICATIONS INC,,119-19,101 AVENUE,,JAMAICA,NY,11419,7184413033,"101 AVENUE
JAMAICA, NY 11419
(40.688730573842, -73.8227707931939)"
ELECTRONICS STORE,1302797,"WIRELESS DIRECT OF MYRTLE, INC",,408,MYRTLE AVENUE,,BROOKLYN,NY,11205,7182220080,"MYRTLE AVENUE
BROOKLYN, NY 11205
(40.6934250348349, -73.9777779381641)"
ELECTRONICS STORE,1303074,"GAMESTOP, INC",GAMESTOP,116,COURT STREET,,BROOKLYN,NY,11201,7184880641,"COURT STREET
BROOKLYN, NY 11201
(40.6936138924611, -73.9904134126758)"
ELECTRONICS STORE,1303818,RANDALL VARIETY CORP.,,3727B,EAST TREMONT AVENUE,,BRONX,NY,10465,3472088901,"EAST TREMONT AVENUE
BRONX, NY 10465
(40.8216863426537, -73.8187957898244)"
ELECTRONICS STORE,1304021,NEW EXCLUSIVE INC.,,63-25,ROOSEVELT AVENUE,,WOODSIDE,NY,11377,7183130979,"ROOSEVELT AVENUE
WOODSIDE, NY 11377
(40.7465210074448, -73.8945007182509)"
ELECTRONICS STORE,1304450,"MANN, RUPINDER",,114-06,101 AVENUE,,RICHMOND HILL,NY,11419,7188475786,"101 AVENUE
RICHMOND HILL, NY 11419
(40.688730573842, -73.8227707931939)"
ELECTRONICS STORE,1304841,"HOME THEATRE WHOLESALE, INC",PROLINE TOTAL ENTERTAINMENT,1683,UTICA AVENUE,,BROOKLYN,NY,11234,7183380022,"UTICA AVENUE
BROOKLYN, NY 11234
(40.6262186995854, -73.9276587214712)"
ELECTRONICS STORE,1305623,AUTO SOUND & SECURITY CORP,,2066,ATLANTIC AVENUE,,BROOKLYN,NY,11233,3472952679,"ATLANTIC AVENUE
BROOKLYN, NY 11233
(40.6773631433916, -73.9299340062053)"
ELECTRONICS STORE,1305852,CHAMPION CAR & LIMO SVC. INC.,,40-33,JUNCTION BOULEVARD,,CORONA,NY,11368,7187794163,"JUNCTION BOULEVARD
CORONA, NY 11368
(40.7491919938718, -73.8694096336334)"
ELECTRONICS STORE,1306206,33 STREET CAMERA LLC,,43,WEST   33 STREET,,NEW YORK,NY,10001,9173194362,"WEST   33 STREET
NEW YORK, NY 10001
(40.749686620988, -73.9961510872227)"
ELECTRONICS STORE,1306701,DIGITAL ONE USA INC.,,72-30,ROOSEVELT AVENUE,,JACKSON HEIGHTS,NY,11372,7183964367,"ROOSEVELT AVENUE
JACKSON HEIGHTS, NY 11372
(40.7465210074448, -73.8945007182509)"
ELECTRONICS STORE,1306846,BEST MOBILE SIX INC.,,387,EAST FORDHAM ROAD,,BRONX,NY,10458,7188235394,"EAST FORDHAM ROAD
BRONX, NY 10458
(40.8582617695853, -73.8847700538939)"
ELECTRONICS STORE,1307146,"DOWNTOWN WIRELESS, INC.",,515,FULTON STREET,,BROOKLYN,NY,11201,7186453719,"FULTON STREET
BROOKLYN, NY 11201
(40.6889194314682, -73.9809705313681)"
ELECTRONICS STORE,1307664,B'H WIRELESS OF N Y CORP,HORIZON WIRELESS,100,EAST FORDHAM ROAD,,BRONX,NY,10468,7183629644,"EAST FORDHAM ROAD
BRONX, NY 10468
(40.8624436170216, -73.8972616368808)"
ELECTRONICS STORE,1307672,CELL NATION AT 112 INC,METROPCS,227,BEACH  116 STREET,,FAR ROCKAWAY,NY,11694,9174185593,"BEACH  116 STREET
FAR ROCKAWAY, NY 11694
(40.5766210896695, -73.8507756811863)"
ELECTRONICS STORE,1307749,"METROPCS NEW YORK, LLC",,309,EAST FORDHAM ROAD,,BRONX,NY,10458,9145938529,"EAST FORDHAM ROAD
BRONX, NY 10458
(40.8582617695853, -73.8847700538939)"
ELECTRONICS STORE,1307760,CELL NATION INC,CELL NATION,40-34,NATIONAL STREET,,CORONA,NY,11368,9172951664,"NATIONAL STREET
CORONA, NY 11368
(40.7487243464166, -73.8534106947322)"
ELECTRONICS STORE,1307780,"METROPCS NEW YORK, LLC",,162-01,JAMAICA AVENUE,,QUEENS,NY,11432,9145938529,"JAMAICA AVENUE
QUEENS, NY 11432
(40.7131921330389, -73.7928233696182)"
ELECTRONICS STORE,1307823,"METROPCS NEW YORK, LLC",METROPCS,2040,FOREST AVENUE,,STATEN ISLAND,NY,10303,9145938529,"FOREST AVENUE
STATEN ISLAND, NY 10303
(40.6249506555241, -74.146283906794)"
ELECTRONICS STORE,1307833,"NEW CINGULAR WIRELESS PCS, LLC",AT&T MOBILITY,128,WEST   32 STREET,,NEW YORK,NY,10001,9737751275,"WEST   32 STREET
NEW YORK, NY 10001
(40.749686620988, -73.9961510872227)"
ELECTRONICS STORE,1308038,METROPOLITAN WIRELESS BK128 INC,,1345,ROCKAWAY PARKWAY,,BROOKLYN,NY,11236,8882945938,"ROCKAWAY PARKWAY
BROOKLYN, NY 11236
(40.6541426485952, -73.9122803147702)"
ELECTRONICS STORE,1308109,"METROPOLITAN WIRELESS BK119, INC",,1113,RUTLAND ROAD,,BROOKLYN,NY,11212,8882945938,"RUTLAND ROAD
BROOKLYN, NY 11212
(40.6617419197427, -73.9153290164495)"
ELECTRONICS STORE,1308493,"PRONTO BASIC, INC.",,316,5 AVENUE,STORE 6,NEW YORK,NY,10001,2122684040,"5 AVENUE
NEW YORK, NY 10001
(40.749686620988, -73.9961510872227)"
ELECTRONICS STORE,1294102,PRIMO NY WIRELESS INC,,1493-95,ST NICHOLAS AVENUE,,NEW YORK,NY,10033,9544712546,"ST NICHOLAS AVENUE
NEW YORK, NY 10033
(40.8491876103097, -73.9337831044907)"
ELECTRONICS STORE,1299353,RANDY PAGE CORP,,88,EAST BROADWAY,A/K/A 59-77 DIVISION ST UNIT 108,NEW YORK,NY,10002,2129622217,"EAST BROADWAY
NEW YORK, NY 10002
(40.7148288991323, -73.9830029991543)"
ELECTRONICS STORE,1299880,"GAMESTOP, INC.",GAMESTOP,1242,FULTON STREET,SUITE 106,BROOKLYN,NY,11216,7186232151,"FULTON STREET
BROOKLYN, NY 11216
(40.6811672755756, -73.9476596434028)"
ELECTRONICS STORE,1300325,ANS DIGITAL INC.,NY ELECTRONICS,1375,BROADWAY,,NEW YORK,NY,10018,2123540014,"BROADWAY
NEW YORK, NY 10018
(40.7555771802799, -73.99392076859)"
ELECTRONICS STORE,1300592,"GAMESTOP, INC.",GAMESTOP,1622,PITKIN AVENUE,STORE #6311,BKLYN,NY,11212,7184985910,"PITKIN AVENUE
BKLYN, NY 11212
(40.6617419197427, -73.9153290164495)"
ELECTRONICS STORE,1301266,NEW YORK SMSA LIMITED PARTNERSHIP,VERIZON WIRELESS,2150,WHITE PLAINS ROAD,,BRONX,NY,10462,5165211699,"WHITE PLAINS ROAD
BRONX, NY 10462
(40.8416872645853, -73.8647691319622)"
ELECTRONICS STORE,1301337,SKY GLOBAL TELECOM LLC,,82-49,BROADWAY,,NEW YORK,NY,11373,7182058200,"BROADWAY
NEW YORK, NY 11373
(40.7462422176158, -73.890390816577)"
