BRONX – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Address,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
2-02582-0061,"823 147 STREET
Bronx, NY
(40.81109679995666, -73.90614202693932)",MOTT HAVEN/PORT MORRIS,C6-WALK-UP,38,1920,25980,168870,6.5,477000,18.36,2-02265-0048,"215 ST ANN'S AVENUE
Bronx, NY
(40.80648734730323, -73.91775756606876)",MOTT HAVEN/PORT MORRIS,C7-WALK-UP,11,1920,12540,103917,8.29,343000,27.4,0.75,,,,,,,,,,,,
2-02603-0024,"590 SOUTHERN BOULEVARD
Bronx, NY
(40.81254573251176, -73.90260323770909)",MORRISANIA/LONGWOOD,C6-WALK-UP,29,1924,26742,280791,10.5,793000,29.7,2-02505-0011,"1088 ANDERSON AVENUE
Bronx, NY
(40.8344252906469, -73.92544378244473)",HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,41,1924,35814,380628,10.63,1290000,36,1.9,,,,,,,,,,,,
2-02608-0019,"1109 FRANKLIN AVENUE
Bronx, NY
(40.828015136085305, -73.90614659452487)",MORRISANIA/LONGWOOD,C6-WALK-UP,25,1917,24750,269775,10.9,762000,30.8,2-02439-0022,"275 168 STREET
Bronx, NY
(40.83363492298151, -73.91358574377372)",MELROSE/CONCOURSE,C7-WALK-UP,23,1914,18936,202615,10.7,685000,36.2,0.55,2-02418-0001,"299 158 STREET
Bronx, NY
(40.8232941753595, -73.91799700102091)",MELROSE/CONCOURSE,C7-WALK-UP,15,1931,11815,127245,10.77,430000,36.4,0.65
2-02608-0022,"1103 FRANKLIN AVENUE
Bronx, NY
(40.82794822762804, -73.90622370935696)",MORRISANIA/LONGWOOD,C6-WALK-UP,25,1917,24750,269775,10.9,762000,30.8,2-02418-0001,"299 158 STREET
Bronx, NY
(40.8232941753595, -73.91799700102091)",MELROSE/CONCOURSE,C7-WALK-UP,15,1931,11815,127245,10.77,430000,36.4,0.65,2-02609-0049,"1171 FULTON AVENUE
Bronx, NY
(40.82958408806506, -73.90525964314735)",MORRISANIA/LONGWOOD,C1-WALK-UP,16,1910,9964,84703,8.5,279000,28,0.2
2-02609-0051,"1165 FULTON AVENUE
Bronx, NY
(40.829458029583236, -73.90534542258764)",MORRISANIA/LONGWOOD,C6-WALK-UP,40,1927,36560,292480,8,898000,24.56,2-02433-0057,"320 166 STREET
Bronx, NY
(40.829935747998604, -73.91395076514198)",MELROSE/CONCOURSE,C1-WALK-UP,15,1928,15925,170397,10.7,576000,36.2,0.45,2-02418-0001,"299 158 STREET
Bronx, NY
(40.8232941753595, -73.91799700102091)",MELROSE/CONCOURSE,C7-WALK-UP,15,1931,11815,127245,10.77,430000,36.4,0.8
2-02615-0055,"1225 BOSTON ROAD
Bronx, NY
(40.82992767025238, -73.90190545696247)",MORRISANIA/LONGWOOD,C6-WALK-UP,25,1905,24930,206919,8.3,584000,23.43,2-02669-0042,"991 UNION AVENUE
Bronx, NY
(40.82377785437397, -73.90146942766143)",MORRISANIA/LONGWOOD,C1-WALK-UP,21,1905,20855,198540,9.52,561000,26.9,0.45,2-02399-0006,"652 COURTLANDT AVENUE
Bronx, NY
(40.819036917852024, -73.9183839178524)",MELROSE/CONCOURSE,C7-WALK-UP,47,1926,38875,414976,10.67,1400000,36,1.15
2-02627-0005,"902 EAGLE AVENUE
Bronx, NY
(40.822373041470385, -73.90830957384752)",MORRISANIA/LONGWOOD,C6-WALK-UP,25,1914,21295,212950,10,601000,28.2,2-02427-0001,"391 168 STREET
Bronx, NY
(40.83246316219535, -73.91007687887051)",MELROSE/CONCOURSE,C7-WALK-UP,16,1923,11055,116955,10.58,395000,35.7,0.7,,,,,,,,,,,,
2-02627-0007,"906 EAGLE AVENUE
Bronx, NY
(40.82245109533786, -73.90827704806941)",MORRISANIA/LONGWOOD,C6-WALK-UP,25,1914,21295,234245,11,662000,31.1,2-02427-0001,"391 168 STREET
Bronx, NY
(40.83246316219535, -73.91007687887051)",MELROSE/CONCOURSE,C7-WALK-UP,16,1923,11055,116955,10.58,395000,35.7,0.7,,,,,,,,,,,,
2-02638-0001,"872 TRINITY AVENUE
Bronx, NY
(40.82175554801533, -73.9064010294727)",MORRISANIA/LONGWOOD,D4-ELEVATOR,320,1960,292000,3737600,12.8,10600000,36.3,2-02487-0010,"1065 GERARD AVENUE
Bronx, NY
(40.832045940709975, -73.92231880218833)",MELROSE/CONCOURSE,D1-ELEVATOR,126,1999,96774,1031000,10.65,3480000,36,1.2,2-02373-0006,"1240 WASHINGTON AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",MORRISANIA/LONGWOOD,D1-ELEVATOR,14,2003,15492,425410,27.5,2060000,133,0.7
2-02663-0004,"1218 BOSTON ROAD
Bronx, NY
(40.829839156022466, -73.90191380884619)",MORRISANIA/LONGWOOD,C6-WALK-UP,13,1905,14516,159676,11,451000,31.1,2-02669-0042,"991 UNION AVENUE
Bronx, NY
(40.82377785437397, -73.90146942766143)",MORRISANIA/LONGWOOD,C1-WALK-UP,21,1905,20855,198540,9.52,561000,26.9,0.45,2-02399-0006,"652 COURTLANDT AVENUE
Bronx, NY
(40.819036917852024, -73.9183839178524)",MELROSE/CONCOURSE,C7-WALK-UP,47,1926,38875,414976,10.67,1400000,36,1.15
2-02663-0011,"1230 BOSTON ROAD
Bronx, NY
(40.8300927648154, -73.90160947829469)",MORRISANIA/LONGWOOD,C6-WALK-UP,20,1909,21500,215000,10,607000,28.2,2-02399-0006,"652 COURTLANDT AVENUE
Bronx, NY
(40.819036917852024, -73.9183839178524)",MELROSE/CONCOURSE,C7-WALK-UP,47,1926,38875,414976,10.67,1400000,36,1.15,2-02399-0027,"645 MELROSE AVENUE
Bronx, NY
(40.81835561278484, -73.91678098858318)",MELROSE/CONCOURSE,C7-WALK-UP,14,1906,11409,187639,16.45,763000,67,1.15
2-02669-0050,"975 UNION AVENUE
Bronx, NY
(40.82340142841953, -73.90161621010908)",MORRISANIA/LONGWOOD,C6-WALK-UP,35,1912,33790,371690,11,1050000,31.1,2-02669-0042,"991 UNION AVENUE
Bronx, NY
(40.82377785437397, -73.90146942766143)",MORRISANIA/LONGWOOD,C1-WALK-UP,21,1905,20855,198540,9.52,561000,26.9,0,2-02399-0027,"645 MELROSE AVENUE
Bronx, NY
(40.81835561278484, -73.91678098858318)",MELROSE/CONCOURSE,C7-WALK-UP,14,1906,11409,187639,16.45,763000,67,0.9
2-02683-0041,"571 SOUTHERN BOULEVARD
Bronx, NY
(40.812451395449806, -73.90313388148654)",MORRISANIA/LONGWOOD,C6-WALK-UP,42,1907,25926,311112,12,879000,33.9,2-02669-0042,"991 UNION AVENUE
Bronx, NY
(40.82377785437397, -73.90146942766143)",MORRISANIA/LONGWOOD,C1-WALK-UP,21,1905,20855,198540,9.52,561000,26.9,0.75,2-02399-0027,"645 MELROSE AVENUE
Bronx, NY
(40.81835561278484, -73.91678098858318)",MELROSE/CONCOURSE,C7-WALK-UP,14,1906,11409,187639,16.45,763000,67,0.85
2-02683-0052,"547 SOUTHERN BOULEVARD
Bronx, NY
(40.81225559124173, -73.90380614260093)",MORRISANIA/LONGWOOD,C6-WALK-UP,19,1906,16875,168750,10,477000,28.3,2-02669-0042,"991 UNION AVENUE
Bronx, NY
(40.82377785437397, -73.90146942766143)",MORRISANIA/LONGWOOD,C1-WALK-UP,21,1905,20855,198540,9.52,561000,26.9,0.75,2-02399-0027,"645 MELROSE AVENUE
Bronx, NY
(40.81835561278484, -73.91678098858318)",MELROSE/CONCOURSE,C7-WALK-UP,14,1906,11409,187639,16.45,763000,67,0.85
2-02683-0100,"1021 AVENUE ST
Bronx, NY
(40.82557699997852, -73.91844899972153)",MORRISANIA/LONGWOOD,C6-WALK-UP,79,1925,61878,488836,7.9,1380000,22.3,2-02532-0033,"1343 MERRIAM AVENUE
Bronx, NY
(40.84145663467567, -73.92573290369027)",HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,61,1917,66399,505005,7.61,1550000,23.34,2.3,2-02427-0001,"391 168 STREET
Bronx, NY
(40.83246316219535, -73.91007687887051)",MELROSE/CONCOURSE,C7-WALK-UP,16,1923,11055,116955,10.58,395000,35.7,1.45
2-02684-0074,"986 LEGGETT AVENUE
Bronx, NY
(40.814631976912494, -73.89993608514311)",MORRISANIA/LONGWOOD,C6-WALK-UP,21,1916,16950,167805,9.9,474000,28,2-02651-0052,"735 166 STREET
Bronx, NY
(40.82662533699226, -73.90296007334787)",MORRISANIA/LONGWOOD,C7-WALK-UP,17,1915,15510,146750,9.46,484000,31.2,0.9,2-02746-0015,"940 HOE AVENUE
Bronx, NY
(40.8219057051178, -73.89027383298013)",MORRISANIA/LONGWOOD,C1-WALK-UP,62,1913,49475,489483,9.89,1380000,27.9,0.8
2-02691-0117,"883 165 STREET
Bronx, NY
(40.82387499335147, -73.89822327862164)",MORRISANIA/LONGWOOD,C6-WALK-UP,38,1907,29664,312361,10.53,882000,29.7,2-03249-0108,"2769 UNIVERSITY AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",KINGSBRIDGE/JEROME PARK,C1-WALK-UP,38,1923,31875,362579,11.38,1280000,40.2,3.15,2-04655-0011,"630 221 STREET
Bronx, NY
(40.88559924509169, -73.86399116859955)",WILLIAMSBRIDGE,C1-WALK-UP,38,1931,32780,345109,10.53,1060000,32.3,4.5
2-02698-0063,"941 ROGERS PLACE
Bronx, NY
(40.82195378327424, -73.89791233464382)",MORRISANIA/LONGWOOD,C6-WALK-UP,20,1925,16950,193060,11.39,545000,32.2,2-05042-0025,"676 NEREID AVENUE
Bronx, NY
(40.898755050968795, -73.8551512406037)",WAKEFIELD,C1-WALK-UP,22,1924,17952,204395,11.39,721000,40.2,5.7,2-02785-0048,"1369 COLLEGE AVENUE
Bronx, NY
(40.83678222415456, -73.91105976552018)",MELROSE/CONCOURSE,C1-WALK-UP,21,1924,16000,183252,11.45,646000,40.4,1.2
2-02700-0053,"1061 INTERVALE AVENUE
Bronx, NY
(40.824954497084995, -73.89688610387776)",MORRISANIA/LONGWOOD,C6-WALK-UP,31,1925,20825,206851,9.93,682000,32.7,2-02716-0034,"900 167 STREET
Bronx, NY
(40.82606139642748, -73.89537299839637)",MORRISANIA/LONGWOOD,C7-WALK-UP,31,1924,22770,217466,9.55,735000,32.3,0.1,2-02948-0018,"1795 CLINTON AVENUE
Bronx, NY
(40.84222759896924, -73.89260503711543)",CROTONA PARK,C1-WALK-UP,30,1924,20785,196723,9.46,648000,31.2,1.2
2-02711-0021,"921 TIFFANY STREET
Bronx, NY
(40.820144051175625, -73.89494965318585)",MORRISANIA/LONGWOOD,C6-WALK-UP,18,1989,14000,143220,10.23,484000,34.6,2-02700-0001,"911 165 STREET
Bronx, NY
(40.8238811201347, -73.89687133112004)",MORRISANIA/LONGWOOD,C9-WALK-UP,18,1989,12730,121062,9.51,399000,31.3,0.35,2-04305-0004,"1110 LYDIG AVENUE
Bronx, NY
(40.85485360990503, -73.85658728786413)",PELHAM PARKWAY SOUTH,C1-WALK-UP,15,1952,14400,126474,8.78,417000,29,3.1
2-02717-0048,"1049 FOX STREET
Bronx, NY
(40.82502897040945, -73.89392720984351)",MORRISANIA/LONGWOOD,D4-ELEVATOR,42,1915,42000,428400,10.2,1210000,28.8,2-03172-0011,"2324 MORRIS AVENUE
Bronx, NY
(40.858867944165475, -73.90138611632005)",FORDHAM,D1-ELEVATOR,43,1937,41910,405280,9.67,1370000,32.7,2.35,2-03324-0055,"3450 GATES PLACE
Bronx, NY
(40.88261229638404, -73.88390524265346)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,43,1937,41610,452061,10.86,1590000,38.2,3.95
2-02717-0070,"1020 TIFFANY STREET
Bronx, NY
(40.82397579103741, -73.89483294669691)",MORRISANIA/LONGWOOD,C6-WALK-UP,13,1931,10055,83758,8.33,237000,23.57,2-02690-0105,"954 PROSPECT AVENUE
Bronx, NY
(40.822659392537716, -73.9003299074023)",MORRISANIA/LONGWOOD,C4-WALK-UP,12,1904,12495,104110,8.33,343000,27.5,0.35,2-03334-0022,"3070 BAINBRIDGE AVENUE
Bronx, NY
(40.87341748130874, -73.8796601551116)",BEDFORD PARK/NORWOOD, ,11,1920,9000,100287,11.14,354000,39.3,3.35
2-02720-0041,"1025 LEGGETT AVENUE
Bronx, NY
(40.813635277583515, -73.89934547520724)",MORRISANIA/LONGWOOD,C6-WALK-UP,57,1924,41010,438807,10.7,1240000,30.2,2-02855-0020,"8 169 STREET
Bronx, NY
(40.837701864034806, -73.91934350137474)",HIGHBRIDGE/MORRIS HEIGHTS,C7-WALK-UP,54,1928,38288,421877,11.02,1490000,38.9,1.95,2-03305-0001,"2851 VALENTINE AVENUE
Bronx, NY
(40.86958795286466, -73.88987797626623)",BEDFORD PARK/NORWOOD,C7-WALK-UP,59,1922,53000,549005,10.36,1860000,35.1,3.9
2-02721-0020,"829 SOUTHERN BOULEVARD
Bronx, NY
(40.81728936848532, -73.8952736104896)",MORRISANIA/LONGWOOD,C6-WALK-UP,49,1925,31335,280448,8.95,792000,25.3,2-03196-0058,"2265 DAVIDSON AVENUE
Bronx, NY
(40.858550044674125, -73.90500430430119)",KINGSBRIDGE HTS/UNIV HTS,C7-WALK-UP,56,1926,38920,504304,12.96,1900000,48.8,2.85,2-03923-0009,"1565 WHITE PLAINS ROAD
Bronx, NY
(40.8397468445477, -73.8639148344914)",PARKCHESTER,C1-WALK-UP,49,1927,31282,374132,11.96,1320000,42.2,2.25
2-02721-0042,"1019 LONGWOOD AVENUE
Bronx, NY
(40.816607228366905, -73.89665312146003)",MORRISANIA/LONGWOOD,C6-WALK-UP,16,1931,18300,184647,10.09,624000,34.1,2-02426-0002,"1100 CLAY AVENUE
Bronx, NY
(40.82976158999511, -73.91201608211026)",MELROSE/CONCOURSE,C1-WALK-UP,16,1929,14355,140095,9.76,473000,33,1.2,2-03071-0039,"2220 ADAMS PLACE
Bronx, NY
(40.85207470465805, -73.88931571490217)",BELMONT,C1-WALK-UP,16,1931,14652,145670,9.94,447000,30.5,2.45
2-02721-0043,"1015 LONGWOOD AVENUE
Bronx, NY
(40.81670867188794, -73.89682595116254)",MORRISANIA/LONGWOOD,C6-WALK-UP,23,1931,20580,215472,10.47,609000,29.6,2-04839-0017,"765 225 STREET
Bronx, NY
(40.88758993969684, -73.85967333727753)",WILLIAMSBRIDGE,C1-WALK-UP,23,1927,19080,199707,10.47,675000,35.4,5.2,2-02522-0124,"1345 PLIMPTON AVENUE
Bronx, NY
(40.84125909419022, -73.92394266359884)",HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,23,1917,20800,217776,10.47,615000,29.6,2.25
2-02722-0001,"854 INTERVALE AVENUE
Bronx, NY
(40.8179554688546, -73.89555179464249)",MORRISANIA/LONGWOOD,C6-WALK-UP,18,1931,10220,153300,15,433000,42.4,2-02410-0001,"271 150 STREET
Bronx, NY
(40.81805396470726, -73.92234340859706)",MELROSE/CONCOURSE,C7-WALK-UP,20,1910,10587,159131,15.03,631000,60,1.35,2-03080-0038,"2037 BELMONT AVENUE
Bronx, NY
(40.84787590368671, -73.89042106701291)",EAST TREMONT,C1-WALK-UP,17,1909,11629,125433,10.79,354000,30.4,2.1
2-02723-0028,"906 SIMPSON STREET
Bronx, NY
(40.82003469796446, -73.89365241335457)",MORRISANIA/LONGWOOD,C6-WALK-UP,31,1925,34875,355725,10.2,1000000,28.7,2-04833-0058,"636 231 STREET
Bronx, NY
(40.88322407498513, -73.91453554898627)",WILLIAMSBRIDGE,C1-WALK-UP,31,1929,32710,256506,7.84,788000,24.09,5.2,2-03301-0066,"2821 BRIGGS AVENUE
Bronx, NY
(40.868564581595635, -73.88967303562967)",BEDFORD PARK/NORWOOD,C1-WALK-UP,31,1916,30780,340097,11.05,1200000,39,3.35
2-02723-0029,"914 SIMPSON STREET
Bronx, NY
(40.82024702173242, -73.89342078742588)",MORRISANIA/LONGWOOD,C6-WALK-UP,31,1925,34875,355725,10.2,1000000,28.7,2-04833-0058,"636 231 STREET
Bronx, NY
(40.88322407498513, -73.91453554898627)",WILLIAMSBRIDGE,C1-WALK-UP,31,1929,32710,256506,7.84,788000,24.09,5.2,2-03301-0066,"2821 BRIGGS AVENUE
Bronx, NY
(40.868564581595635, -73.88967303562967)",BEDFORD PARK/NORWOOD,C1-WALK-UP,31,1916,30780,340097,11.05,1200000,39,3.35
2-02727-0039,"1111 SOUTHERN BOULEVARD
Bronx, NY
(40.82592956390337, -73.89199186179843)",MORRISANIA/LONGWOOD,C6-WALK-UP,26,1925,21917,178623,8.15,504000,23,2-02699-0048,"993 INTERVALE AVENUE
Bronx, NY
(40.822960584513964, -73.8969085571462)",MORRISANIA/LONGWOOD,C7-WALK-UP,25,1925,21995,176620,8.03,499000,22.69,0.3,2-02740-0007,"887 HUNT'S POINT AVENUE
Bronx, NY
(40.81903014357878, -73.8895316271308)",HUNTS POINT,C7-WALK-UP,25,1925,22120,180315,8.15,554000,25,0.55
2-02732-0021,"850 SOUTHERN BOULEVARD
Bronx, NY
(40.817723033952014, -73.89473420662962)",MORRISANIA/LONGWOOD,C6-WALK-UP,58,1923,41874,318242,7.6,899000,21.47,2-02532-0033,"1343 MERRIAM AVENUE
Bronx, NY
(40.84145663467567, -73.92573290369027)",HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,61,1917,66399,505005,7.61,1550000,23.34,2.3,2-02427-0001,"391 168 STREET
Bronx, NY
(40.83246316219535, -73.91007687887051)",MELROSE/CONCOURSE,C7-WALK-UP,16,1923,11055,116955,10.58,395000,35.7,1.35
2-02740-0071,"874 MANIDA STREET
Bronx, NY
(40.818208731316, -73.88999056603153)",HUNTS POINT,C6-WALK-UP,19,1910,14880,163680,11,462000,31,2-02663-0029,"1272 BOSTON ROAD
Bronx, NY
(40.83090880687115, -73.90052051011277)",MORRISANIA/LONGWOOD,C7-WALK-UP,14,1913,11000,74096,6.74,209000,19,1.05,2-02399-0006,"652 COURTLANDT AVENUE
Bronx, NY
(40.819036917852024, -73.9183839178524)",MELROSE/CONCOURSE,C7-WALK-UP,47,1926,38875,414976,10.67,1400000,36,1.5
2-02744-0060,"1116 HOE AVENUE
Bronx, NY
(40.826113736018925, -73.89087593093079)",MORRISANIA/LONGWOOD,C6-WALK-UP,24,1914,21025,189225,9,534000,25.4,2-02439-0022,"275 168 STREET
Bronx, NY
(40.83363492298151, -73.91358574377372)",MELROSE/CONCOURSE,C7-WALK-UP,23,1914,18936,202615,10.7,685000,36.2,1.3,2-02418-0001,"299 158 STREET
Bronx, NY
(40.8232941753595, -73.91799700102091)",MELROSE/CONCOURSE,C7-WALK-UP,15,1931,11815,127245,10.77,430000,36.4,1.4
2-02746-0021,"946 HOE AVENUE
Bronx, NY
(40.82202729050957, -73.89028510579791)",MORRISANIA/LONGWOOD,C6-WALK-UP,20,1913,17550,166725,9.5,471000,26.8,2-02646-0036,"751 156 STREET
Bronx, NY
(40.81819275306702, -73.90624895084154)",MORRISANIA/LONGWOOD,C7-WALK-UP,25,1906,21834,180142,8.25,594000,27.2,0.9,2-02746-0015,"940 HOE AVENUE
Bronx, NY
(40.8219057051178, -73.89027383298013)",MORRISANIA/LONGWOOD,C1-WALK-UP,62,1913,49475,489483,9.89,1380000,27.9,0
2-02746-0023,"950 HOE AVENUE
Bronx, NY
(40.82210834748791, -73.89029262101445)",MORRISANIA/LONGWOOD,C6-WALK-UP,20,1913,17550,166725,9.5,471000,26.8,2-02746-0015,"940 HOE AVENUE
Bronx, NY
(40.8219057051178, -73.89027383298013)",MORRISANIA/LONGWOOD,C1-WALK-UP,62,1913,49475,489483,9.89,1380000,27.9,0,,,,,,,,,,,,
2-02751-0008,"1096 FARMS ROAD
Bronx, NY
(40.82637954008869, -73.89028008260792)",MORRISANIA/LONGWOOD,C6-WALK-UP,15,1910,14575,126802,8.7,358000,24.56,2-02762-0023,"817 FAILE STREET
Bronx, NY
(40.81721958544094, -73.88723670945143)",HUNTS POINT,C1-WALK-UP,11,1910,10200,87516,8.58,269000,26.4,0.6,2-02427-0052,"1225 WEBSTER AVENUE
Bronx, NY
(40.83263008554581, -73.90955249919276)",MELROSE/CONCOURSE,C7-WALK-UP,15,1928,12960,118905,9.17,392000,30.2,1.15
2-02763-0227,"750 FAILE STREET
Bronx, NY
(40.81564596217016, -73.8868975936805)",HUNTS POINT,D4-ELEVATOR,111,1965,108306,1424223,13.15,4020000,37.1,2-02398-0027,"395 151 STREET
Bronx, NY
(40.81759320900292, -73.91732677202516)",MELROSE/CONCOURSE,D7-ELEVATOR,39,1931,36360,399132,10.98,1350000,37.1,1.65,2-02456-0163,"1188 GRAND
Bronx, NY
(40.82557699997852, -73.91844899972153)",MELROSE/CONCOURSE,D7-ELEVATOR,107,1938,117080,966350,8.25,3190000,27.2,2.05
2-02765-0140,"1230 SPOFFORD AVENUE
Bronx, NY
(40.81393876463469, -73.88968686782661)",HUNTS POINT,C6-WALK-UP,68,1928,56400,428640,7.6,1210000,21.45,2-02532-0033,"1343 MERRIAM AVENUE
Bronx, NY
(40.84145663467567, -73.92573290369027)",HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,61,1917,66399,505005,7.61,1550000,23.34,2.7,,,,,,,,,,,,
2-02765-0146,"645 BARRETTO STREET
Bronx, NY
(40.81280074773447, -73.88895490075504)",HUNTS POINT,C6-WALK-UP,48,1927,38720,355062,9.17,1000000,25.8,2-02427-0052,"1225 WEBSTER AVENUE
Bronx, NY
(40.83263008554581, -73.90955249919276)",MELROSE/CONCOURSE,C7-WALK-UP,15,1928,12960,118905,9.17,392000,30.2,1.75,2-02427-0001,"391 168 STREET
Bronx, NY
(40.83246316219535, -73.91007687887051)",MELROSE/CONCOURSE,C7-WALK-UP,16,1923,11055,116955,10.58,395000,35.7,1.75
2-02791-0052,"1695 TOPPING AVENUE
Bronx, NY
(40.84394803638615, -73.90587932110851)",MOUNT HOPE/MOUNT EDEN,C6-WALK-UP,27,1926,17000,190400,11.2,538000,31.6,2-02792-0014,"1665 MONROE AVENUE
Bronx, NY
(40.84345965805986, -73.90683447034547)",MOUNT HOPE/MOUNT EDEN,C1-WALK-UP,48,1926,28000,451086,16.11,1830000,65,0.1,2-02795-0026,"1796 GRAND
Bronx, NY
(40.82557699997852, -73.91844899972153)",MOUNT HOPE/MOUNT EDEN,C1-WALK-UP,24,1911,24500,274400,11.2,842000,34.4,0.2
2-02791-0054,"1685 TOPPING AVENUE
Bronx, NY
(40.843712542500725, -73.90590146155928)",MOUNT HOPE/MOUNT EDEN,D4-ELEVATOR,43,1931,33000,379500,11.5,1070000,32.4,2-02833-0030,"1403 GRAND
Bronx, NY
(40.82557699997852, -73.91844899972153)",MOUNT HOPE/MOUNT EDEN,D7-ELEVATOR,30,1916,31950,366028,11.46,1120000,35.1,0.5,2-02849-0024,"1735 TOWNSEND AVENUE
Bronx, NY
(40.84699708234273, -73.91174628208402)",MOUNT HOPE/MOUNT EDEN,D1-ELEVATOR,53,1927,43905,302505,6.89,929000,21.16,0.35
2-02794-0062,"221 173 STREET
Bronx, NY
(40.84376950406947, -73.90882595240157)",MOUNT HOPE/MOUNT EDEN,D4-ELEVATOR,26,1939,32150,356865,11.1,1010000,31.4,2-02791-0005,"1654 MONROE AVENUE
Bronx, NY
(40.84332106455025, -73.90677224793878)",MOUNT HOPE/MOUNT EDEN,D1-ELEVATOR,50,1940,44000,320963,7.29,985000,22.39,0.15,2-02794-0054,"1691 EASTBURN AVENUE
Bronx, NY
(40.844036234794814, -73.90857787821714)",MOUNT HOPE/MOUNT EDEN,D1-ELEVATOR,36,1937,26000,288600,11.1,1020000,39.2,0
2-02799-0022,"1776 TOPPING AVENUE
Bronx, NY
(40.846179276639454, -73.90560393202543)",MOUNT HOPE/MOUNT EDEN,D4-ELEVATOR,25,1931,21080,236096,11.2,832000,39.5,2-02810-0050,"219 ECHO PLACE
Bronx, NY
(40.84981715406876, -73.90493871556718)",MOUNT HOPE/MOUNT EDEN,D1-ELEVATOR,31,1939,21600,241272,11.17,851000,39.4,0.3,2-02877-0458,"1759 MONTGOMERY AVENUE
Bronx, NY
(40.850763453976974, -73.91812980381792)",HIGHBRIDGE/MORRIS HEIGHTS,D9-ELEVATOR,21,1921,21250,246075,11.58,695000,32.7,0.8
2-02802-0005,"1854 MONROE AVENUE
Bronx, NY
(40.8479757483753, -73.90614330052148)",MOUNT HOPE/MOUNT EDEN,C6-WALK-UP,26,1915,22500,252000,11.2,712000,31.6,2-02792-0014,"1665 MONROE AVENUE
Bronx, NY
(40.84345965805986, -73.90683447034547)",MOUNT HOPE/MOUNT EDEN,C1-WALK-UP,48,1926,28000,451086,16.11,1830000,65,0.35,2-02795-0026,"1796 GRAND
Bronx, NY
(40.82557699997852, -73.91844899972153)",MOUNT HOPE/MOUNT EDEN,C1-WALK-UP,24,1911,24500,274400,11.2,842000,34.4,0.25
2-02809-0022,"240 ECHO PLACE
Bronx, NY
(40.849661699860654, -73.90444877292784)",MOUNT HOPE/MOUNT EDEN,D4-ELEVATOR,42,1931,45700,454258,9.94,1280000,28,2-02797-0025,"1790 WEEKS AVENUE
Bronx, NY
(40.84660760986333, -73.90738466486383)",MOUNT HOPE/MOUNT EDEN,D1-ELEVATOR,45,1936,40000,426704,10.67,1440000,36,0.25,2-02814-0065,"2000 ANTHONY AVENUE
Bronx, NY
(40.85141184199903, -73.90283825381383)",MOUNT HOPE/MOUNT EDEN,D7-ELEVATOR,55,1939,48600,510624,10.51,1730000,35.6,0.15
