District,Bldg Level,Bldg I.D.,Building Name,Bldg Enroll,Bldg Adjusted Capacity(Historical),Bldg Over/Under(Historical),Bldg Utilization(Historical),Bldg Capacity(Target),Bldg Over/Under(Target),Bldg Utilization(Target),Org ID,Organization Name,Org Enroll,Org Adjusted Capacity (Historical),Org Over/Under(Historical),Org Utilization(Historical),Org Adjusted Capacity(Target),Org Over Under(Target),Org Utilization(Target),No. of Actual Cluster Rms Used,No. of Historical Method Cluster Rms ,No. of Target Method Cluster Rms,Pre K Cap,No. of Special Rms Used,Inclusionary
17,MIDDLE,K390,I.S. 390 - BROOKLYN,0,0,0,0,0,0,0,KG12,DISTRICT OFFICE # 17 - BROOKLYN,,,0,,,0,,0,0,0,0,0,
17,MIDDLE,K391,I.S. 391 - BROOKLYN,0,0,0,0,0,0,0,K356,ACHIEV FIRST CROWN HGHTS CHARTER-K,695,994,-299,70,903,-208,77,1,3,4,0,0,
17,MIDDLE,K391,I.S. 391 - BROOKLYN,0,0,0,0,0,0,0,K587,I.S. 587 - BROOKLYN               ,342,731,-389,47,736,-394,46,0,0,0,0,8,
17,MIDDLE,K391,I.S. 391 - BROOKLYN,1037,1725,-688,60,1639,-602,63,KG16,CAMBA - K                         ,,,0,,,0,,0,0,0,0,0,
18,PS,K066,P.S. 66 - BROOKLYN,769,924,-155,83,888,-119,87,K066,P.S. 66 - BROOKLYN                ,769,924,-155,83,888,-119,87,8,3,4,18,0,
18,PS,K114,P.S. 114 - BROOKLYN,906,1111,-205,82,969,-63,93,K114,P.S. 114 - BROOKLYN               ,663,832,-169,80,749,-86,89,6,3,3,18,0,
18,PS,K114,P.S. 114 - BROOKLYN,0,0,0,0,0,0,0,K379,EXPLORE EXCEL CHARTER SCHOOL - BROOKLYN,243,279,-36,87,220,23,110,0,1,2,0,0,
18,PS,K115,P.S. 115 - BROOKLYN,1259,1301,-42,97,1169,90,108,K115,P.S. 115 - BROOKLYN,1259,1301,-42,97,1169,90,108,6,5,5,54,0,
18,PS,K135,P.S. 135 - BROOKLYN,481,674,-193,71,612,-131,79,K135,P.S. 135 - BROOKLYN               ,481,674,-193,71,612,-131,79,4,4,4,26,0,
18,PS,K208,P.S. 208 - BROOKLYN,556,868,-312,64,723,-167,77,K208,P.S. 208 - BROOKLYN               ,556,868,-312,64,723,-167,77,4,3,3,18,0,
18,PS,K219,P.S. 219 - BROOKLYN,550,1217,-667,45,1062,-512,52,K219,P.S. 219 - BROOKLYN               ,550,1217,-667,45,1062,-512,52,4,3,3,0,0,
18,PS,K233,P.S. 233 - BROOKLYN,644,1151,-507,56,942,-298,68,K233,P.S. 233 - BROOKLYN               ,644,1151,-507,56,942,-298,68,11,3,3,36,0,
18,PS,K233,P.S. 233 - BROOKLYN,0,0,0,0,0,0,0,KG16,BROOKLYN CENTER PSYCHOTHERAPY-K   ,,,0,,,0,,0,0,0,0,0,
18,PS,K235,P.S. 235 - BROOKLYN,521,772,-251,67,681,-160,77,K235,P.S. 235 - BROOKLYN               ,521,772,-251,67,681,-160,77,11,5,5,18,0,
18,PS,K242,P.S. 235 ANNEX - BROOKLYN,573,948,-375,60,945,-372,61,K235,P.S. 235 - BROOKLYN               ,370,632,-262,59,649,-279,57,0,0,0,0,0,
18,PS,K242,P.S. 235 ANNEX - BROOKLYN,0,0,0,0,0,0,0,K635,OLYMPUS ACADEMY - BROOKLYN        ,203,316,-113,64,296,-93,69,0,0,0,0,0,
18,PS,K244,P.S. 244 - BROOKLYN,801,1481,-680,54,1180,-379,68,K244,P.S. 244 - BROOKLYN               ,801,1481,-680,54,1180,-379,68,6,4,4,68,0,
18,PS,K244,P.S. 244 - BROOKLYN,0,0,0,0,0,0,0,KG05,UFT USE - K                       ,,,0,,,0,,0,0,0,0,0,
18,PS,K244,P.S. 244 - BROOKLYN,0,0,0,0,0,0,0,KG16,BROOKLYN CENTER FOR PSYCHIATRY-K  ,,,0,,,0,,0,0,0,0,0,
18,PS,K268,P.S. 268 - BROOKLYN,496,711,-215,70,637,-141,78,K268,P.S. 268 - BROOKLYN               ,496,711,-215,70,637,-141,78,5,3,3,36,0,
18,PS,K272,P.S. 272 - BROOKLYN,0,0,0,0,0,0,0,K272,P.S. 272 - BROOKLYN               ,583,895,-312,65,773,-190,75,3,3,3,0,0,
18,PS,K272,P.S. 272 - BROOKLYN,583,895,-312,65,773,-190,75,KG05,UFT USE - K                       ,,,0,,,0,,0,0,0,0,0,
18,PS,K276,P.S. 276 - BROOKLYN,721,822,-101,88,722,-1,100,K276,P.S. 276 - BROOKLYN               ,721,822,-101,88,722,-1,100,10,4,4,0,0,
18,PS,K279,P.S. 279 - BROOKLYN,594,1262,-668,47,1096,-502,54,K279,P.S. 279 - BROOKLYN               ,594,1262,-668,47,1096,-502,54,6,3,3,17,0,
18,PS,K366,SHIRLEY CHISHOLM CAMPUS - K,0,0,0,0,0,0,0,K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL - K,256,309,-53,83,312,-56,82,0,0,0,0,4,
18,PS,K366,SHIRLEY CHISHOLM CAMPUS - K,459,551,-92,83,567,-108,81,K673,EAST BKLN COMMUNITY HS - K,203,242,-39,84,255,-52,80,0,0,0,0,1,
18,PS,K835,P.S. 235 MINISCHOOL - BROOKLYN,210,240,-30,88,209,1,100,K235,P.S. 235 - BROOKLYN               ,210,240,-30,88,209,1,100,0,0,0,13,0,
18,PS,K855,P.S. 135/P.S. 235 ANNEX - K,428,429,-1,100,375,53,114,K135,P.S. 135 - BROOKLYN               ,230,235,-5,98,207,23,111,0,0,0,0,0,
18,PS,K855,P.S. 135/P.S. 235 ANNEX - K,0,0,0,0,0,0,0,K235,P.S. 235 - BROOKLYN               ,198,194,4,102,168,30,118,0,0,0,0,0,
18,PS,K860,P.S. 219 ANNEX - BROOKLYN,125,313,-188,40,307,-182,41,K219,P.S. 219 - BROOKLYN               ,125,313,-188,40,307,-182,41,0,0,0,36,0,
18,PS,K922,P.S. 272 TRANSPORTABLE - K,80,91,-11,88,91,-11,88,K272,P.S. 272 - BROOKLYN               ,80,91,-11,88,91,-11,88,0,0,0,64,0,
18,PS,K923,P.S. 276 TRANSPORTABLE - K,64,273,-209,23,273,-209,23,K276,P.S. 276 - BROOKLYN               ,64,273,-209,23,273,-209,23,0,0,0,48,0,
18,PS,K953,P.S. 135 TRANSPORTABLE - K,64,101,-37,63,101,-37,63,K135,P.S. 135 - BROOKLYN               ,64,101,-37,63,101,-37,63,0,0,0,0,0,
18,PS,K972,P.S. 208 TRANSPORTABLE - K,0,224,-224,0,224,-224,0,K208,P.S. 208 - BROOKLYN               ,0,224,-224,0,224,-224,0,0,0,0,0,0,
18,PS,K973,P.S. 219 TRANSPORTABLE - K        ,0,56,-56,0,56,-56,0,K219,P.S. 219 - BROOKLYN               ,0,56,-56,0,56,-56,0,0,0,0,0,0,
18,PS,K980,P.S. 235 TRANSPORTABLE - K,0,151,-151,0,168,-168,0,K235,P.S. 235 - BROOKLYN               ,0,151,-151,0,168,-168,0,0,0,0,0,0,
18,PS,K981,P.S. 268 TRANSPORTABLE - K,38,48,-10,79,48,-10,79,K268,P.S. 268 - BROOKLYN               ,38,48,-10,79,48,-10,79,0,0,0,0,0,
18,MIDDLE,K068,I.S. 68 - BROOKLYN,0,0,0,0,0,0,0,K068,I.S. 68 - BROOKLYN                ,894,1485,-591,60,1481,-587,60,0,0,0,0,12,
18,MIDDLE,K068,I.S. 68 - BROOKLYN,0,0,0,0,0,0,0,KG06,PARK SLOPE CHILD AND FAMILY - K   ,,,0,,,0,,0,0,0,0,0,
18,MIDDLE,K068,I.S. 68 - BROOKLYN,894,1485,-591,60,1481,-587,60,KG13,SESAME FLYERS BEACON PROGRAM - K  ,,,0,,,0,,0,0,0,0,0,
18,MIDDLE,K068,I.S. 68 - BROOKLYN,0,0,0,0,0,0,0,KG18,CAMBA - BROOKLYN                  ,,,0,,,0,,0,0,0,0,0,
18,MIDDLE,K211,I.S. 211 - BROOKLYN,0,0,0,0,0,0,0,K211,I.S. 211 - BROOKLYN               ,769,1424,-655,54,1499,-730,51,0,0,0,0,1,
18,MIDDLE,K211,I.S. 211 - BROOKLYN,0,0,0,0,0,0,0,KG05,UFT USE - K                       ,,,0,,,0,,0,0,0,0,0,
18,MIDDLE,K211,I.S. 211 - BROOKLYN,0,0,0,0,0,0,0,KG10,MEDIA/TV - BROOKLYN               ,,,0,,,0,,0,0,0,0,0,
18,MIDDLE,K211,I.S. 211 - BROOKLYN,769,1424,-655,54,1499,-730,51,KG14,C.S.E. - BROOKLYN                 ,,,0,,,0,,0,0,0,0,0,
18,MIDDLE,K232,I.S. 232 - BROOKLYN,932,1381,-449,67,1413,-481,66,K581,EAST FLATBUSH COMMUNITY RESCH - K ,282,390,-108,72,413,-131,68,0,0,0,0,1,
18,MIDDLE,K232,I.S. 232 - BROOKLYN,0,0,0,0,0,0,0,K589,ARTS & MEDIA PREP ACADEMY - K     ,293,496,-203,59,490,-197,60,0,0,0,0,1,
18,MIDDLE,K232,I.S. 232 - BROOKLYN,0,0,0,0,0,0,0,K598,MIDDLE SCHOOL OF MKTG - K         ,357,495,-138,72,510,-153,70,0,0,0,0,2,
18,MIDDLE,K232,I.S. 232 - BROOKLYN,0,0,0,0,0,0,0,KG06,FOOD SERVICES - K                 ,,,0,,,0,,0,0,0,0,0,
18,MIDDLE,K232,I.S. 232 - BROOKLYN,0,0,0,0,0,0,0,KG13,CANARSIE DEV. BEACON - BROOKLYN   ,,,0,,,0,,0,0,0,0,0,
18,MIDDLE,K252,I.S. 252 - BROOKLYN,688,1054,-366,65,960,-272,72,K588,MIDDLE SCHOOL FOR ART & PHILOS - K,375,497,-122,75,514,-139,73,0,0,0,0,2,
18,MIDDLE,K252,I.S. 252 - BROOKLYN,0,0,0,0,0,0,0,K608,THINK COLLEGIATE CHARTER SCHL - K,313,557,-244,56,446,-133,70,0,1,3,0,0,
18,MIDDLE,K285,I.S. 285 - BROOKLYN,933,1140,-207,82,1131,-198,82,K285,I.S. 285 - BROOKLYN               ,933,1140,-207,82,1131,-198,82,0,0,0,0,10,
19,PS,K007,P.S. 7 - BROOKLYN,0,0,0,0,0,0,0,K004,K004 SPED - BROOKLYN              ,8,0,8,0,0,8,0,0,0,0,0,0,Some
19,PS,K007,P.S. 7 - BROOKLYN,749,815,-66,92,657,92,114,K007,P.S. 7 - BROOKLYN                 ,741,815,-74,91,657,84,113,2,4,4,0,0,
19,PS,K013,P.S. 13 - BROOKLYN,933,1287,-354,72,1106,-173,84,K013,P.S. 13 - BROOKLYN                ,516,959,-443,54,834,-318,62,6,3,3,36,0,
19,PS,K013,P.S. 13 - BROOKLYN,0,0,0,0,0,0,0,K358,FIRST EAST NY  CHARTER SCHOOL - K ,417,328,89,127,272,145,153,3,3,3,0,0,
19,PS,K013,P.S. 13 - BROOKLYN,0,0,0,0,0,0,0,KG04,ICL INSTITUTE - BROOKLYN          ,,,0,,,0,,0,0,0,0,0,
19,PS,K065,P.S. 65 - BROOKLYN,246,315,-69,78,340,-94,72,K358,FIRST EAST NY  CHARTER SCHOOL - K ,246,315,-69,78,340,-94,72,0,0,0,0,0,
19,PS,K072,P.S. 72 - BROOKLYN,0,0,0,0,0,0,0,K004,K004 SPED - BROOKLYN              ,47,48,-1,98,48,-1,98,0,0,0,0,0,Some
19,PS,K072,P.S. 72 - BROOKLYN,778,1086,-308,72,1002,-224,78,K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,517,585,-68,88,511,6,101,4,3,3,35,0,
19,PS,K072,P.S. 72 - BROOKLYN,0,0,0,0,0,0,0,K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE - K,214,453,-239,47,443,-229,48,0,0,0,0,1,
19,PS,K108,P.S. 108 - BROOKLYN,884,924,-40,96,822,62,108,K108,P.S. 108 - BROOKLYN               ,884,924,-40,96,822,62,108,1,4,4,17,0,
19,PS,K149,P.S. 149 - BROOKLYN,0,0,0,0,0,0,0,K149,P.S. 149 - BROOKLYN               ,689,897,-208,77,790,-101,87,5,3,4,0,0,
19,PS,K149,P.S. 149 - BROOKLYN,689,897,-208,77,790,-101,87,KG05,UFT USE - K                       ,,,0,,,0,,0,0,0,0,0,
19,PS,K158,P.S. 158 - BROOKLYN,575,856,-281,67,761,-186,76,K158,P.S. 158 - BROOKLYN               ,575,856,-281,67,761,-186,76,4,3,3,18,0,
19,PS,K159,P.S. 159 - BROOKLYN,578,744,-166,78,676,-98,86,K159,P.S. 159 - BROOKLYN               ,578,744,-166,78,676,-98,86,2,4,4,0,0,
19,PS,K174,P.S. 174 - BROOKLYN,0,0,0,0,0,0,0,K174,P.S. 174 - BROOKLYN               ,473,846,-373,56,740,-267,64,3,3,3,32,0,
19,PS,K174,P.S. 174 - BROOKLYN,473,846,-373,56,740,-267,64,KG12,CSD 19                            ,,,0,,,0,,0,0,0,0,0,
19,PS,K174,P.S. 174 - BROOKLYN,0,0,0,0,0,0,0,KG16,CEC - K                           ,,,0,,,0,,0,0,0,0,0,
19,PS,K190,P.S. 190 - BROOKLYN,413,834,-421,50,813,-400,51,K190,P.S. 190 - BROOKLYN               ,231,408,-177,57,373,-142,62,4,2,2,17,0,
19,PS,K190,P.S. 190 - BROOKLYN,0,0,0,0,0,0,0,K311,I.S. 311 - BROOKLYN               ,182,426,-244,43,440,-258,41,0,0,0,0,1,
19,PS,K190,P.S. 190 - BROOKLYN,0,0,0,0,0,0,0,KG05,UFT USE - K                       ,,,0,,,0,,0,0,0,0,0,
19,PS,K202,P.S. 202 - BROOKLYN,883,1269,-386,70,1152,-269,77,K202,P.S. 202 - BROOKLYN               ,883,1269,-386,70,1152,-269,77,16,4,4,54,0,
19,PS,K213,P.S. 213 - BROOKLYN,483,736,-253,66,613,-130,79,K213,P.S. 213 - BROOKLYN               ,483,736,-253,66,613,-130,79,5,3,3,18,0,
19,PS,K214,P.S. 214 - BROOKLYN,751,870,-119,86,746,5,101,K214,P.S. 214 - BROOKLYN               ,751,870,-119,86,746,5,101,1,4,4,0,0,
19,PS,K224,P.S. 224 - BROOKLYN,855,999,-144,86,888,-33,96,K224,P.S. 224 - BROOKLYN               ,855,999,-144,86,888,-33,96,2,4,4,54,0,
19,PS,K260,P.S. 260 - BROOKLYN,0,0,0,0,0,0,0,K260,P.S. 260 - BROOKLYN               ,104,328,-224,32,282,-178,37,3,1,1,0,0,
19,PS,K260,P.S. 260 - BROOKLYN,236,563,-327,42,458,-222,52,K325,THE FRESH CREEK SCHOOL - BROOKLYN,132,235,-103,56,176,-44,75,1,1,1,18,0,
19,PS,K260,P.S. 260 - BROOKLYN,0,0,0,0,0,0,0,KG18,"GROUNDWORKS, INC.                 ",,,0,,,0,,0,0,0,0,0,
19,PS,K273,P.S. 273 - BROOKLYN,404,757,-353,53,650,-246,62,K273,P.S. 273 - BROOKLYN               ,404,757,-353,53,650,-246,62,3,3,3,0,0,
19,PS,K290,P.S. 290 - BROOKLYN,549,639,-90,86,575,-26,95,K290,P.S. 290 - BROOKLYN               ,549,639,-90,86,575,-26,95,3,3,3,17,0,
19,PS,K306,P.S. 306 - BROOKLYN,0,0,0,0,0,0,0,K306,P.S. 306 - BROOKLYN               ,678,983,-305,69,972,-294,70,3,3,3,72,0,
19,PS,K306,P.S. 306 - BROOKLYN,678,983,-305,69,972,-294,70,KG18,JET'S ACADEMY - K                 ,,,0,,,0,,0,0,0,0,0,
19,PS,K328,P.S. 328 - BROOKLYN,697,992,-295,70,875,-178,80,K328,P.S. 328 - BROOKLYN               ,489,803,-314,61,744,-255,66,1,3,3,36,0,
19,PS,K328,P.S. 328 - BROOKLYN,0,0,0,0,0,0,0,K769,HYDE LEADERSHIP CHARTER SCHOOL - K,208,189,19,110,131,77,159,0,1,2,0,0,
19,PS,K345,P.S. 345 - BROOKLYN,706,1073,-367,66,948,-242,74,K345,P.S. 345 - BROOKLYN               ,706,1073,-367,66,948,-242,74,4,3,3,36,0,
19,PS,K346,P.S. 346 - BROOKLYN,0,0,0,0,0,0,0,K346,P.S. 346 - BROOKLYN               ,716,1109,-393,65,987,-271,73,4,3,3,54,0,
19,PS,K346,P.S. 346 - BROOKLYN,987,1393,-406,71,1283,-296,77,K452,I.S. 452,271,284,-13,95,296,-25,92,0,0,0,0,1,
19,PS,K346,P.S. 346 - BROOKLYN,0,0,0,0,0,0,0,KG05,UFT USE - K                       ,,,0,,,0,,0,0,0,0,0,
19,PS,K798,CESIAH TORO MULLANE SCHOOL - K,724,712,12,102,658,66,110,K004,K004 SPED - BROOKLYN,36,38,-2,95,38,-2,95,0,0,0,0,0,Some
19,PS,K798,CESIAH TORO MULLANE SCHOOL - K,0,0,0,0,0,0,0,K065,P.S. 65 - BROOKLYN,688,674,14,102,620,68,111,2,3,3,0,0,
19,PS,K814,CYPRESS HILLS COMMUNITY SCHOOL - BROOKLYN,377,540,-163,70,467,-90,81,K089,P.S. 89 - BROOKLYN                ,377,540,-163,70,467,-90,81,4,3,3,18,0,
19,PS,K814,CYPRESS HILLS COMMUNITY SCHOOL - BROOKLYN,0,0,0,0,0,0,0,KG18,CYPRESS HILLS DEVELOPMENT - K     ,,,0,,,0,,0,0,0,0,0,
19,PS,K848,P.S. 149 ANNEX - BROOKLYN,72,77,-5,94,75,-3,96,K149,P.S. 149 - BROOKLYN               ,72,77,-5,94,75,-3,96,0,0,0,72,0,
19,PS,K851,P.S. 159 MINISCHOOL - BROOKLYN,157,250,-93,63,202,-45,78,K159,P.S. 159 - BROOKLYN               ,157,250,-93,63,202,-45,78,0,0,0,0,0,
19,PS,K948,P.S. 290 TRANSPORTABLE - K,54,39,15,138,29,25,186,K290,P.S. 290 - BROOKLYN               ,54,39,15,138,29,25,186,0,0,0,0,0,
19,PS,K949,P.S. 214 TRANSPORTABLE - K,322,237,85,136,233,89,138,K214,P.S. 214 - BROOKLYN               ,322,237,85,136,233,89,138,0,0,0,96,0,
19,PS,K958,P.S. 202 TRANSPORTABLE - K,0,151,-151,0,168,-168,0,K202,P.S. 202 - BROOKLYN               ,0,151,-151,0,168,-168,0,0,0,0,0,0,
19,PS,K991,P.S. 7 TRANSPORTABLE - K,158,130,28,122,127,31,124,K007,P.S. 7 - BROOKLYN                 ,158,130,28,122,127,31,124,0,0,0,72,0,
19,PS,K998,P.S. 159 TRANSPORTABLE - K,97,47,50,206,48,49,202,K159,P.S. 159 - BROOKLYN               ,97,47,50,206,48,49,202,0,0,0,0,0,
19,MIDDLE,K166,I.S. 166 - BROOKLYN,0,0,0,0,0,0,0,K166,I.S. 166 - BROOKLYN               ,445,703,-258,63,725,-280,61,0,0,0,0,5,
19,MIDDLE,K166,I.S. 166 - BROOKLYN,0,0,0,0,0,0,0,K359,UFT CHARTER SCHOOL - BROOKLYN,508,629,-121,81,595,-87,85,0,3,4,0,0,
19,MIDDLE,K166,I.S. 166 - BROOKLYN,953,1332,-379,72,1320,-367,72,KG05,UFT USE - K                       ,,,0,,,0,,0,0,0,0,0,
19,MIDDLE,K166,I.S. 166 - BROOKLYN,0,0,0,0,0,0,0,KG12,E. N. Y. DEVELOPMENT CORP - K     ,,,0,,,0,,0,0,0,0,0,
19,MIDDLE,K166,I.S. 166 - BROOKLYN,0,0,0,0,0,0,0,KG16,E.N.Y. DIAGNOSTIC CENTER - K      ,,,0,,,0,,0,0,0,0,0,
19,MIDDLE,K171,I.S. 171 - BROOKLYN,0,0,0,0,0,0,0,K171,I.S. 171 - BROOKLYN               ,871,1230,-359,71,1140,-269,76,5,4,4,0,0,
19,MIDDLE,K171,I.S. 171 - BROOKLYN,871,1230,-359,71,1140,-269,76,KG18,CYPRESS HILLS LDC - K             ,,,0,,,0,,0,0,0,0,0,
19,MIDDLE,K218,I.S. 218 - BROOKLYN,0,0,0,0,0,0,0,K218,I.S. 218 - BROOKLYN               ,583,736,-153,79,753,-170,77,0,0,0,0,4,
19,MIDDLE,K218,I.S. 218 - BROOKLYN,997,1300,-303,77,1253,-256,80,K386,INVICTUS PREPARATORY CHARTER SCHOOL - K,103,155,-52,66,112,-9,92,0,0,1,0,0,
19,MIDDLE,K218,I.S. 218 - BROOKLYN,0,0,0,0,0,0,0,K683,SCHOOL FOR CLASSICS - K,311,409,-98,76,388,-77,80,0,0,0,0,6,
19,MIDDLE,K292,I.S. 292 - BROOKLYN,0,0,0,0,0,0,0,K292,I.S. 292 - BROOKLYN               ,783,1274,-491,61,1279,-496,61,0,0,0,0,10,
19,MIDDLE,K292,I.S. 292 - BROOKLYN,1200,1771,-571,68,1730,-530,69,K359,UFT CHARTER SCHOOL - BROOKLYN,417,497,-80,84,451,-34,92,0,0,0,0,0,
19,MIDDLE,K292,I.S. 292 - BROOKLYN,0,0,0,0,0,0,0,KG05,UFT USE - K                       ,,,0,,,0,,0,0,0,0,0,
19,MIDDLE,K292,I.S. 292 - BROOKLYN,0,0,0,0,0,0,0,KG06,FOOD SERVICES - K                 ,,,0,,,0,,0,0,0,0,0,
19,MIDDLE,K292,I.S. 292 - BROOKLYN,0,0,0,0,0,0,0,KG16,DEPARTMENT OF HEALTH - K          ,,,0,,,0,,0,0,0,0,0,
19,MIDDLE,K302,I.S. 302 - BROOKLYN,0,0,0,0,0,0,0,K302,I.S. 302 - BROOKLYN               ,924,1196,-272,77,1244,-320,74,0,0,0,0,5,
19,MIDDLE,K302,I.S. 302 - BROOKLYN,1104,1529,-425,72,1537,-433,72,K774,ACHIEVEMENT FIRST APOLLO CHARTER SCHL - K,180,333,-153,54,293,-113,61,1,1,2,0,0,
19,MIDDLE,K302,I.S. 302 - BROOKLYN,0,0,0,0,0,0,0,KG05,UFT USE - K                       ,,,0,,,0,,0,0,0,0,0,
19,MIDDLE,K302,I.S. 302 - BROOKLYN,0,0,0,0,0,0,0,KG13,CYPRESS HILL - BEACON CT. - K     ,,,0,,,0,,0,0,0,0,0,
19,MIDDLE,K302,I.S. 302 - BROOKLYN,0,0,0,0,0,0,0,KG18,ENY DIAGNOSTIC CENTER - BROOKLYN  ,,,0,,,0,,0,0,0,0,0,
19,MIDDLE,K364,I.S. 364 - BROOKLYN,196,222,-26,88,239,-43,82,K364,I.S. 364 - BROOKLYN               ,196,222,-26,88,239,-43,82,0,0,0,0,0,
19,MIDDLE,K866,I.S. 364 AX (POOL&GYM)-BROOKLYN,0,0,0,0,0,0,0,K364,I.S. 364 - BROOKLYN               ,0,,0,,0,0,,0,0,0,0,0,
19,MIDDLE,K872,I.S. 364 ANNEX - BROOKLYN,196,233,-37,84,252,-56,78,K364,I.S. 364 - BROOKLYN               ,196,233,-37,84,252,-56,78,0,0,0,0,1,
19,MIDDLE,K974,I.S. 302 TRANSPORTABLE - K,69,153,-84,45,120,-51,58,K774,ACHIEVEMENT FIRST APOLLO CHAR - K,69,153,-84,45,120,-51,58,0,0,0,0,0,
19,HS,K893,P.S. 213 MINISCHOOL - BROOKLYN,151,149,2,101,154,-3,98,Q950,GED PLUS - CITYWIDE,151,149,2,101,154,-3,98,0,0,0,0,4,
20,PS,K048,P.S. 48 - BROOKLYN ,622,619,3,100,563,59,110,K048,P.S. 48 - BROOKLYN                ,622,619,3,100,563,59,110,2,3,3,18,0,
20,PS,K069,P.S. 69 - BROOKLYN,881,708,173,124,605,276,146,K069,P.S. 69 - BROOKLYN                ,881,708,173,124,605,276,146,2,4,4,0,0,
20,PS,K102,P.S. 102 - BROOKLYN,1296,1228,68,106,1083,213,120,K102,P.S. 102 - BROOKLYN               ,1296,1228,68,106,1083,213,120,5,5,5,0,0,
20,PS,K104,P.S. 104 - BROOKLYN,1101,987,114,112,941,160,117,K053,K053 SPED - BROOKLYN              ,31,48,-17,65,48,-17,65,0,0,0,0,0,Some
20,PS,K104,P.S. 104 - BROOKLYN,0,0,0,0,0,0,0,K104,P.S. 104 - BROOKLYN               ,1070,939,131,114,893,177,120,2,5,4,0,0,
20,PS,K105,P.S. 105 - BROOKLYN,1778,1315,463,135,1112,666,160,K105,P.S. 105 - BROOKLYN               ,1778,1315,463,135,1112,666,160,0,5,5,0,0,
20,PS,K112,P.S. 112 - BROOKLYN,473,392,81,121,340,133,139,K112,P.S. 112 - BROOKLYN               ,473,392,81,121,340,133,139,0,3,3,0,0,
20,PS,K127,P.S. 127 - BROOKLYN,523,335,188,156,296,227,177,K127,P.S. 127 - BROOKLYN               ,523,335,188,156,296,227,177,0,3,3,0,0,
20,PS,K160,P.S. 160 - BROOKLYN,886,645,241,137,563,323,157,K160,P.S. 160 - BROOKLYN,886,645,241,137,563,323,157,2,4,4,0,0,
20,PS,K163,P.S. 163 - BROOKLYN,246,707,-461,35,628,-382,39,K748,P.S. 748 - BROOKLYN,246,707,-461,35,628,-382,39,1,1,2,36,0,
20,PS,K164,P.S. 164 - BROOKLYN,0,0,0,0,0,0,0,K077,K077 SPED - BROOKLYN              ,72,79,-7,91,79,-7,91,0,0,0,0,0,
20,PS,K164,P.S. 164 - BROOKLYN,575,745,-170,77,664,-89,87,K164,P.S. 164 - BROOKLYN               ,503,666,-163,76,585,-82,86,4,3,3,51,0,
20,PS,K170,P.S. 170 - BROOKLYN,788,650,138,121,557,231,141,K170,P.S. 170 - BROOKLYN               ,788,650,138,121,557,231,141,1,4,4,0,0,
20,PS,K176,P.S. 176 - BROOKLYN,1287,1017,270,127,924,363,139,K176,P.S. 176 - BROOKLYN               ,1287,1017,270,127,924,363,139,1,5,5,0,0,
20,PS,K179,P.S. 179 - BROOKLYN,834,1042,-208,80,896,-62,93,K179,P.S. 179 - BROOKLYN               ,834,1042,-208,80,896,-62,93,3,4,4,0,0,
20,PS,K180,P.S. 180 - BROOKLYN,0,0,0,0,0,0,0,K180,P.S. 180 - BROOKLYN               ,1185,898,287,132,772,413,153,6,4,4,72,0,
20,PS,K180,P.S. 180 - BROOKLYN,1291,989,302,131,863,428,150,K231,K231 SPED - BROOKLYN              ,106,91,15,116,91,15,116,0,0,0,0,0,Some
20,PS,K185,P.S. 185 - BROOKLYN,787,646,141,122,551,236,143,K185,P.S. 185 - BROOKLYN               ,787,646,141,122,551,236,143,1,4,4,0,0,
20,PS,K186,P.S. 186 - BROOKLYN,955,888,67,108,784,171,122,K186,P.S. 186 - BROOKLYN               ,955,888,67,108,784,171,122,2,4,4,31,0,
20,PS,K192,P.S. 192 - BROOKLYN,0,0,0,0,0,0,0,K036,K036 SPED - BROOKLYN              ,59,81,-22,73,81,-22,73,0,0,0,0,0,
20,PS,K192,P.S. 192 - BROOKLYN,704,729,-25,97,773,-69,91,K192,P.S. 192 - BROOKLYN               ,645,648,-3,100,692,-47,93,3,3,3,51,0,
20,PS,K200,P.S. 200 - BROOKLYN,1344,1198,146,112,1053,291,128,K200,P.S. 200 - BROOKLYN               ,1344,1198,146,112,1053,291,128,4,5,5,64,0,
20,PS,K204,P.S. 204 - BROOKLYN,1123,1064,59,106,942,181,119,K204,P.S. 204 - BROOKLYN               ,1123,1064,59,106,942,181,119,3,4,4,72,0,
20,PS,K205,P.S. 205 - BROOKLYN,936,1128,-192,83,996,-60,94,K205,P.S. 205 - BROOKLYN               ,936,1128,-192,83,996,-60,94,8,4,4,71,0,
20,PS,K229,P.S. 229 - BROOKLYN,1054,1109,-55,95,1090,-36,97,K229,P.S. 229 - BROOKLYN               ,1054,1109,-55,95,1090,-36,97,6,4,4,36,0,
20,PS,K247,P.S. 247 - BROOKLYN,761,733,28,104,615,146,124,K247,P.S. 247 - BROOKLYN               ,761,733,28,104,615,146,124,1,3,4,72,0,
20,PS,K314,P.S. 314 - BROOKLYN,0,0,0,0,0,0,0,K503,P.S. 503 - BROOKLYN,944,835,109,113,724,220,130,4,4,4,18,0,
