DBN,Grade,Year,Category,Number Tested,Mean Scale Score,Level 1 #,Level 1 %,Level 2 #,Level 2 %,Level 3 #,Level 3 %,Level 4 #,Level 4 %,Level 3+4 #,Level 3+4 %
22K203,4,2010,Male,65,680,1,1.5%,27,41.5%,24,36.9%,13,20%,37,56.9%
22K203,4,2011,Female,70,691,0,0%,19,27.1%,32,45.7%,19,27.1%,51,72.9%
22K203,4,2011,Male,84,681,5,6%,29,34.5%,35,41.7%,15,17.9%,50,59.5%
22K203,5,2006,Female,94,653,12,12.8%,31,33%,46,48.9%,5,5.3%,51,54.3%
22K203,5,2006,Male,87,651,12,13.8%,30,34.5%,38,43.7%,7,8%,45,51.7%
22K203,5,2007,Female,91,676,3,3.3%,15,16.5%,52,57.1%,21,23.1%,73,80.2%
22K203,5,2007,Male,82,674,1,1.2%,21,25.6%,41,50%,19,23.2%,60,73.2%
22K203,5,2008,Female,77,690,0,0%,2,2.6%,49,63.6%,26,33.8%,75,97.4%
22K203,5,2008,Male,78,679,1,1.3%,8,10.3%,54,69.2%,15,19.2%,69,88.5%
22K203,5,2009,Female,69,682,1,1.4%,6,8.7%,46,66.7%,16,23.2%,62,89.9%
22K203,5,2009,Male,84,685,0,0%,5,6%,54,64.3%,25,29.8%,79,94%
22K203,5,2010,Female,77,677,5,6.5%,34,44.2%,25,32.5%,13,16.9%,38,49.4%
22K203,5,2010,Male,1,s,s,s,s,s,s,s,s,s,s,s
22K203,5,2010,Male,80,676,4,5%,41,51.3%,26,32.5%,9,11.3%,35,43.8%
22K203,5,2011,Female,78,684,3,3.8%,31,39.7%,30,38.5%,14,17.9%,44,56.4%
22K203,5,2011,Male,69,681,3,4.3%,27,39.1%,31,44.9%,8,11.6%,39,56.5%
22K203,All Grades,2006,Female,264,,22,8.3%,60,22.7%,140,53%,42,15.9%,182,68.9%
22K203,All Grades,2006,Male,262,,29,11.1%,67,25.6%,128,48.9%,38,14.5%,166,63.4%
22K203,All Grades,2007,Female,236,,8,3.4%,29,12.3%,134,56.8%,65,27.5%,199,84.3%
22K203,All Grades,2007,Male,234,,7,3%,41,17.5%,142,60.7%,44,18.8%,186,79.5%
22K203,All Grades,2008,Female,225,,1,0.4%,19,8.4%,149,66.2%,56,24.9%,205,91.1%
22K203,All Grades,2008,Male,227,,8,3.5%,27,11.9%,157,69.2%,35,15.4%,192,84.6%
22K203,All Grades,2009,Female,224,,3,1.3%,18,8%,152,67.9%,51,22.8%,203,90.6%
22K203,All Grades,2009,Male,211,,4,1.9%,18,8.5%,141,66.8%,48,22.7%,189,89.6%
22K203,All Grades,2010,Female,222,,13,5.9%,97,43.7%,65,29.3%,47,21.2%,112,50.5%
22K203,All Grades,2010,Male,1,,s,s,s,s,s,s,s,s,s,s
22K203,All Grades,2010,Male,229,,20,8.7%,107,46.7%,69,30.1%,33,14.4%,102,44.5%
22K203,All Grades,2010,Male,229,,20,8.7%,107,46.7%,69,30.1%,33,14.4%,102,44.5%
22K203,All Grades,2011,Female,243,684,11,4.5%,100,41.2%,95,39.1%,37,15.2%,132,54.3%
22K203,All Grades,2011,Male,239,680,23,9.6%,94,39.3%,96,40.2%,26,10.9%,122,51%
22K206,3,2006,Female,59,700,1,1.7%,0,0%,27,45.8%,31,52.5%,58,98.3%
22K206,3,2006,Male,74,697,1,1.4%,3,4.1%,37,50%,33,44.6%,70,94.6%
22K206,3,2007,Female,72,712,0,0%,5,6.9%,21,29.2%,46,63.9%,67,93.1%
22K206,3,2007,Male,68,711,1,1.5%,2,2.9%,25,36.8%,40,58.8%,65,95.6%
22K206,3,2008,Female,72,714,0,0%,1,1.4%,28,38.9%,43,59.7%,71,98.6%
22K206,3,2008,Male,69,705,2,2.9%,5,7.2%,31,44.9%,31,44.9%,62,89.9%
22K206,3,2009,Female,76,705,0,0%,1,1.3%,48,63.2%,27,35.5%,75,98.7%
22K206,3,2009,Male,91,704,0,0%,2,2.2%,51,56%,38,41.8%,89,97.8%
22K206,3,2010,Female,85,719,2,2.4%,5,5.9%,35,41.2%,43,50.6%,78,91.8%
22K206,3,2010,Male,84,718,4,4.8%,6,7.1%,22,26.2%,52,61.9%,74,88.1%
22K206,3,2011,Female,73,697,2,2.7%,10,13.7%,42,57.5%,19,26%,61,83.6%
22K206,3,2011,Male,60,704,0,0%,6,10%,28,46.7%,26,43.3%,54,90%
22K206,4,2006,Female,65,700,1,1.5%,1,1.5%,31,47.7%,32,49.2%,63,96.9%
22K206,4,2006,Male,92,700,1,1.1%,7,7.6%,41,44.6%,43,46.7%,84,91.3%
22K206,4,2007,Female,62,707,1,1.6%,3,4.8%,22,35.5%,36,58.1%,58,93.5%
22K206,4,2007,Male,74,697,1,1.4%,5,6.8%,35,47.3%,33,44.6%,68,91.9%
22K206,4,2008,Female,83,698,2,2.4%,2,2.4%,40,48.2%,39,47%,79,95.2%
22K206,4,2008,Male,67,698,1,1.5%,4,6%,30,44.8%,32,47.8%,62,92.5%
22K206,4,2009,Female,77,699,0,0%,8,10.4%,33,42.9%,36,46.8%,69,89.6%
22K206,4,2009,Male,72,698,1,1.4%,6,8.3%,31,43.1%,34,47.2%,65,90.3%
22K206,4,2010,Female,80,707,1,1.3%,12,15%,25,31.3%,42,52.5%,67,83.8%
22K206,4,2010,Male,97,703,0,0%,15,15.5%,38,39.2%,44,45.4%,82,84.5%
22K206,4,2011,Female,83,713,2,2.4%,4,4.8%,25,30.1%,52,62.7%,77,92.8%
22K206,4,2011,Male,97,710,3,3.1%,11,11.3%,33,34%,50,51.5%,83,85.6%
22K206,5,2006,Female,58,684,4,6.9%,5,8.6%,30,51.7%,19,32.8%,49,84.5%
22K206,5,2006,Male,74,695,3,4.1%,9,12.2%,26,35.1%,36,48.6%,62,83.8%
22K206,5,2007,Female,71,703,1,1.4%,6,8.5%,26,36.6%,38,53.5%,64,90.1%
22K206,5,2007,Male,88,699,0,0%,5,5.7%,45,51.1%,38,43.2%,83,94.3%
22K206,5,2008,Female,69,702,1,1.4%,6,8.7%,26,37.7%,36,52.2%,62,89.9%
22K206,5,2008,Male,75,700,1,1.3%,4,5.3%,32,42.7%,38,50.7%,70,93.3%
22K206,5,2009,Female,90,702,0,0%,3,3.3%,32,35.6%,55,61.1%,87,96.7%
22K206,5,2009,Male,72,706,0,0%,2,2.8%,27,37.5%,43,59.7%,70,97.2%
22K206,5,2010,Female,78,702,0,0%,16,20.5%,29,37.2%,33,42.3%,62,79.5%
22K206,5,2010,Male,76,696,1,1.3%,15,19.7%,39,51.3%,21,27.6%,60,78.9%
22K206,5,2011,Female,84,702,1,1.2%,14,16.7%,27,32.1%,42,50%,69,82.1%
22K206,5,2011,Male,95,703,1,1.1%,12,12.6%,39,41.1%,43,45.3%,82,86.3%
22K206,6,2006,Female,46,684,0,0%,6,13%,24,52.2%,16,34.8%,40,87%
22K206,6,2006,Male,58,686,0,0%,5,8.6%,34,58.6%,19,32.8%,53,91.4%
22K206,6,2007,Female,55,689,0,0%,5,9.1%,33,60%,17,30.9%,50,90.9%
22K206,6,2007,Male,44,697,0,0%,1,2.3%,22,50%,21,47.7%,43,97.7%
22K206,6,2008,Female,61,702,0,0%,0,0%,28,45.9%,33,54.1%,61,100%
22K206,6,2008,Male,46,715,0,0%,0,0%,14,30.4%,32,69.6%,46,100%
22K206,6,2009,Female,53,698,1,1.9%,0,0%,28,52.8%,24,45.3%,52,98.1%
22K206,6,2009,Male,52,700,0,0%,1,1.9%,23,44.2%,28,53.8%,51,98.1%
22K206,6,2010,Female,69,703,1,1.4%,13,18.8%,17,24.6%,38,55.1%,55,79.7%
22K206,6,2010,Male,1,s,s,s,s,s,s,s,s,s,s,s
22K206,6,2010,Male,54,702,1,1.9%,7,13%,16,29.6%,30,55.6%,46,85.2%
22K206,6,2011,Female,58,692,0,0%,15,25.9%,21,36.2%,22,37.9%,43,74.1%
22K206,6,2011,Male,59,687,2,3.4%,16,27.1%,25,42.4%,16,27.1%,41,69.5%
22K206,7,2006,Female,37,681,1,2.7%,4,10.8%,20,54.1%,12,32.4%,32,86.5%
22K206,7,2006,Male,45,682,0,0%,6,13.3%,26,57.8%,13,28.9%,39,86.7%
22K206,7,2007,Female,47,694,0,0%,6,12.8%,21,44.7%,20,42.6%,41,87.2%
22K206,7,2007,Male,57,690,0,0%,8,14%,25,43.9%,24,42.1%,49,86%
22K206,7,2008,Female,52,689,1,1.9%,2,3.8%,30,57.7%,19,36.5%,49,94.2%
22K206,7,2008,Male,44,693,0,0%,2,4.5%,19,43.2%,23,52.3%,42,95.5%
22K206,7,2009,Female,61,700,0,0%,2,3.3%,23,37.7%,36,59%,59,96.7%
22K206,7,2009,Male,48,704,0,0%,0,0%,22,45.8%,26,54.2%,48,100%
22K206,7,2010,Female,52,693,1,1.9%,4,7.7%,17,32.7%,30,57.7%,47,90.4%
22K206,7,2010,Male,1,s,s,s,s,s,s,s,s,s,s,s
22K206,7,2010,Male,52,692,0,0%,6,11.5%,21,40.4%,25,48.1%,46,88.5%
22K206,7,2011,Female,65,694,1,1.5%,11,16.9%,18,27.7%,35,53.8%,53,81.5%
22K206,7,2011,Male,50,691,1,2%,9,18%,17,34%,23,46%,40,80%
22K206,8,2006,Female,53,659,5,9.4%,14,26.4%,28,52.8%,6,11.3%,34,64.2%
22K206,8,2006,Male,48,663,1,2.1%,16,33.3%,26,54.2%,5,10.4%,31,64.6%
22K206,8,2007,Female,37,696,1,2.7%,2,5.4%,16,43.2%,18,48.6%,34,91.9%
22K206,8,2007,Male,45,687,0,0%,4,8.9%,27,60%,14,31.1%,41,91.1%
22K206,8,2008,Female,44,696,0,0%,3,6.8%,22,50%,19,43.2%,41,93.2%
22K206,8,2008,Male,54,691,0,0%,2,3.7%,32,59.3%,20,37%,52,96.3%
22K206,8,2009,Female,53,690,0,0%,3,5.7%,35,66%,15,28.3%,50,94.3%
22K206,8,2009,Male,46,692,0,0%,4,8.7%,31,67.4%,11,23.9%,42,91.3%
22K206,8,2010,Female,61,700,0,0%,8,13.1%,30,49.2%,23,37.7%,53,86.9%
22K206,8,2010,Male,47,702,0,0%,4,8.5%,26,55.3%,17,36.2%,43,91.5%
22K206,8,2011,Female,52,699,1,1.9%,5,9.6%,21,40.4%,25,48.1%,46,88.5%
22K206,8,2011,Male,55,694,0,0%,9,16.4%,31,56.4%,15,27.3%,46,83.6%
22K206,All Grades,2006,Female,318,,12,3.8%,30,9.4%,160,50.3%,116,36.5%,276,86.8%
22K206,All Grades,2006,Male,391,,6,1.5%,46,11.8%,190,48.6%,149,38.1%,339,86.7%
22K206,All Grades,2007,Female,344,,3,0.9%,27,7.8%,139,40.4%,175,50.9%,314,91.3%
22K206,All Grades,2007,Male,376,,2,0.5%,25,6.6%,179,47.6%,170,45.2%,349,92.8%
22K206,All Grades,2008,Female,381,,4,1%,14,3.7%,174,45.7%,189,49.6%,363,95.3%
22K206,All Grades,2008,Male,355,,4,1.1%,17,4.8%,158,44.5%,176,49.6%,334,94.1%
22K206,All Grades,2009,Female,410,,1,0.2%,17,4.1%,199,48.5%,193,47.1%,392,95.6%
22K206,All Grades,2009,Male,381,,1,0.3%,15,3.9%,185,48.6%,180,47.2%,365,95.8%
22K206,All Grades,2010,Female,425,,5,1.2%,58,13.6%,153,36%,209,49.2%,362,85.2%
22K206,All Grades,2010,Male,2,,s,s,s,s,s,s,s,s,s,s
22K206,All Grades,2010,Male,410,,6,1.5%,53,12.9%,162,39.5%,189,46.1%,351,85.6%
22K206,All Grades,2010,Male,410,,6,1.5%,53,12.9%,162,39.5%,189,46.1%,351,85.6%
22K206,All Grades,2011,Female,415,700,7,1.7%,59,14.2%,154,37.1%,195,47%,349,84.1%
22K206,All Grades,2011,Male,416,700,7,1.7%,63,15.1%,173,41.6%,173,41.6%,346,83.2%
22K207,3,2006,Female,54,710,0,0%,2,3.7%,20,37%,32,59.3%,52,96.3%
22K207,3,2006,Male,67,700,1,1.5%,2,3%,28,41.8%,36,53.7%,64,95.5%
22K207,3,2007,Female,69,720,0,0%,1,1.4%,22,31.9%,46,66.7%,68,98.6%
22K207,3,2007,Male,52,706,1,1.9%,4,7.7%,18,34.6%,29,55.8%,47,90.4%
22K207,3,2008,Female,48,703,0,0%,2,4.2%,26,54.2%,20,41.7%,46,95.8%
22K207,3,2008,Male,54,709,0,0%,2,3.7%,23,42.6%,29,53.7%,52,96.3%
22K207,3,2009,Female,53,710,0,0%,0,0%,33,62.3%,20,37.7%,53,100%
22K207,3,2009,Male,79,720,0,0%,3,3.8%,35,44.3%,41,51.9%,76,96.2%
22K207,3,2010,Female,63,709,0,0%,12,19%,25,39.7%,26,41.3%,51,81%
22K207,3,2010,Male,1,s,s,s,s,s,s,s,s,s,s,s
22K207,3,2010,Male,71,702,3,4.2%,19,26.8%,24,33.8%,25,35.2%,49,69%
22K207,3,2011,Female,63,696,0,0%,9,14.3%,44,69.8%,10,15.9%,54,85.7%
22K207,3,2011,Male,62,694,0,0%,18,29%,31,50%,13,21%,44,71%
22K207,4,2006,Female,64,698,0,0%,5,7.8%,33,51.6%,26,40.6%,59,92.2%
22K207,4,2006,Male,59,696,1,1.7%,3,5.1%,31,52.5%,24,40.7%,55,93.2%
22K207,4,2007,Female,55,698,0,0%,3,5.5%,28,50.9%,24,43.6%,52,94.5%
22K207,4,2007,Male,68,695,0,0%,4,5.9%,35,51.5%,29,42.6%,64,94.1%
22K207,4,2008,Female,66,702,0,0%,3,4.5%,28,42.4%,35,53%,63,95.5%
22K207,4,2008,Male,56,701,2,3.6%,2,3.6%,23,41.1%,29,51.8%,52,92.9%
22K207,4,2009,Female,50,699,1,2%,2,4%,24,48%,23,46%,47,94%
22K207,4,2009,Male,53,703,1,1.9%,1,1.9%,25,47.2%,26,49.1%,51,96.2%
22K207,4,2010,Female,63,691,2,3.2%,14,22.2%,29,46%,18,28.6%,47,74.6%
22K207,4,2010,Male,1,s,s,s,s,s,s,s,s,s,s,s
22K207,4,2010,Male,76,700,2,2.6%,16,21.1%,30,39.5%,28,36.8%,58,76.3%
22K207,4,2011,Female,66,706,0,0%,9,13.6%,29,43.9%,28,42.4%,57,86.4%
22K207,4,2011,Male,72,699,0,0%,13,18.1%,29,40.3%,30,41.7%,59,81.9%
22K207,5,2006,Female,49,688,0,0%,6,12.2%,20,40.8%,23,46.9%,43,87.8%
22K207,5,2006,Male,67,689,0,0%,8,11.9%,32,47.8%,27,40.3%,59,88.1%
22K207,5,2007,Female,63,690,0,0%,4,6.3%,38,60.3%,21,33.3%,59,93.7%
22K207,5,2007,Male,59,695,0,0%,6,10.2%,29,49.2%,24,40.7%,53,89.8%
22K207,5,2008,Female,65,693,0,0%,4,6.2%,39,60%,22,33.8%,61,93.8%
22K207,5,2008,Male,68,691,0,0%,5,7.4%,41,60.3%,22,32.4%,63,92.6%
22K207,5,2009,Female,70,706,1,1.4%,2,2.9%,20,28.6%,47,67.1%,67,95.7%
22K207,5,2009,Male,58,700,1,1.7%,4,6.9%,19,32.8%,34,58.6%,53,91.4%
22K207,5,2010,Female,55,688,1,1.8%,15,27.3%,24,43.6%,15,27.3%,39,70.9%
22K207,5,2010,Male,1,s,s,s,s,s,s,s,s,s,s,s
22K207,5,2010,Male,51,697,1,2%,11,21.6%,20,39.2%,19,37.3%,39,76.5%
22K207,5,2011,Female,62,697,0,0%,8,12.9%,35,56.5%,19,30.6%,54,87.1%
22K207,5,2011,Male,76,699,0,0%,18,23.7%,32,42.1%,26,34.2%,58,76.3%
22K207,6,2007,Female,39,691,0,0%,2,5.1%,23,59%,14,35.9%,37,94.9%
22K207,6,2007,Male,58,691,0,0%,5,8.6%,27,46.6%,26,44.8%,53,91.4%
22K207,6,2008,Female,60,698,0,0%,3,5%,32,53.3%,25,41.7%,57,95%
22K207,6,2008,Male,58,692,0,0%,3,5.2%,32,55.2%,23,39.7%,55,94.8%
22K207,6,2009,Female,57,704,0,0%,1,1.8%,27,47.4%,29,50.9%,56,98.2%
22K207,6,2009,Male,59,694,0,0%,1,1.7%,35,59.3%,23,39%,58,98.3%
22K207,6,2010,Female,67,702,0,0%,8,11.9%,23,34.3%,36,53.7%,59,88.1%
22K207,6,2010,Male,53,691,1,1.9%,9,17%,22,41.5%,21,39.6%,43,81.1%
22K207,6,2011,Female,55,704,0,0%,9,16.4%,15,27.3%,31,56.4%,46,83.6%
22K207,6,2011,Male,58,706,0,0%,10,17.2%,21,36.2%,27,46.6%,48,82.8%
22K207,7,2008,Female,38,695,0,0%,0,0%,18,47.4%,20,52.6%,38,100%
22K207,7,2008,Male,55,693,0,0%,3,5.5%,29,52.7%,23,41.8%,52,94.5%
22K207,7,2009,Female,57,690,0,0%,1,1.8%,29,50.9%,27,47.4%,56,98.2%
22K207,7,2009,Male,60,687,0,0%,1,1.7%,37,61.7%,22,36.7%,59,98.3%
22K207,7,2010,Female,52,687,0,0%,11,21.2%,20,38.5%,21,40.4%,41,78.8%
22K207,7,2010,Male,1,s,s,s,s,s,s,s,s,s,s,s
22K207,7,2010,Male,53,684,1,1.9%,9,17%,25,47.2%,18,34%,43,81.1%
22K207,7,2011,Female,58,694,1,1.7%,7,12.1%,15,25.9%,35,60.3%,50,86.2%
22K207,7,2011,Male,51,689,1,2%,10,19.6%,18,35.3%,22,43.1%,40,78.4%
22K207,8,2009,Female,36,685,0,0%,1,2.8%,24,66.7%,11,30.6%,35,97.2%
22K207,8,2009,Male,57,679,0,0%,5,8.8%,42,73.7%,10,17.5%,52,91.2%
22K207,8,2010,Female,56,696,0,0%,9,16.1%,26,46.4%,21,37.5%,47,83.9%
22K207,8,2010,Male,1,s,s,s,s,s,s,s,s,s,s,s
22K207,8,2010,Male,55,686,0,0%,20,36.4%,23,41.8%,12,21.8%,35,63.6%
22K207,8,2011,Female,49,688,0,0%,15,30.6%,19,38.8%,15,30.6%,34,69.4%
22K207,8,2011,Male,53,684,0,0%,15,28.3%,28,52.8%,10,18.9%,38,71.7%
22K207,All Grades,2006,Female,167,,0,0%,13,7.8%,73,43.7%,81,48.5%,154,92.2%
22K207,All Grades,2006,Male,193,,2,1%,13,6.7%,91,47.2%,87,45.1%,178,92.2%
22K207,All Grades,2007,Female,226,,0,0%,10,4.4%,111,49.1%,105,46.5%,216,95.6%
22K207,All Grades,2007,Male,237,,1,0.4%,19,8%,109,46%,108,45.6%,217,91.6%
22K207,All Grades,2008,Female,277,,0,0%,12,4.3%,143,51.6%,122,44%,265,95.7%
22K207,All Grades,2008,Male,291,,2,0.7%,15,5.2%,148,50.9%,126,43.3%,274,94.2%
22K207,All Grades,2009,Female,323,,2,0.6%,7,2.2%,157,48.6%,157,48.6%,314,97.2%
22K207,All Grades,2009,Male,366,,2,0.5%,15,4.1%,193,52.7%,156,42.6%,349,95.4%
22K207,All Grades,2010,Female,356,,3,0.8%,69,19.4%,147,41.3%,137,38.5%,284,79.8%
22K207,All Grades,2010,Male,5,,s,s,s,s,s,s,s,s,s,s
22K207,All Grades,2010,Male,359,,8,2.2%,84,23.4%,144,40.1%,123,34.3%,267,74.4%
22K207,All Grades,2010,Male,359,,8,2.2%,84,23.4%,144,40.1%,123,34.3%,267,74.4%
22K207,All Grades,2011,Female,353,698,1,0.3%,57,16.1%,157,44.5%,138,39.1%,295,83.6%
22K207,All Grades,2011,Male,372,696,1,0.3%,84,22.6%,159,42.7%,128,34.4%,287,77.2%
22K217,3,2006,Female,94,683,3,3.2%,12,12.8%,51,54.3%,28,29.8%,79,84%
22K217,3,2006,Male,86,678,5,5.8%,10,11.6%,48,55.8%,23,26.7%,71,82.6%
22K217,3,2007,Female,93,698,1,1.1%,13,14%,34,36.6%,45,48.4%,79,84.9%
22K217,3,2007,Male,101,692,4,4%,10,9.9%,46,45.5%,41,40.6%,87,86.1%
22K217,3,2008,Female,83,699,1,1.2%,3,3.6%,46,55.4%,33,39.8%,79,95.2%
22K217,3,2008,Male,99,694,2,2%,5,5.1%,65,65.7%,27,27.3%,92,92.9%
22K217,3,2009,Female,95,700,1,1.1%,1,1.1%,60,63.2%,33,34.7%,93,97.9%
22K217,3,2009,Male,91,703,1,1.1%,1,1.1%,55,60.4%,34,37.4%,89,97.8%
22K217,3,2010,Female,101,700,13,12.9%,21,20.8%,34,33.7%,33,32.7%,67,66.3%
22K217,3,2010,Male,2,s,s,s,s,s,s,s,s,s,s,s
22K217,3,2010,Male,95,700,9,9.5%,15,15.8%,41,43.2%,30,31.6%,71,74.7%
22K217,3,2011,Female,114,691,3,2.6%,32,28.1%,59,51.8%,20,17.5%,79,69.3%
22K217,3,2011,Male,115,687,6,5.2%,39,33.9%,57,49.6%,13,11.3%,70,60.9%
22K217,4,2006,Female,80,688,3,3.8%,8,10%,42,52.5%,27,33.8%,69,86.3%
22K217,4,2006,Male,120,676,10,8.3%,17,14.2%,64,53.3%,29,24.2%,93,77.5%
22K217,4,2007,Female,82,678,4,4.9%,15,18.3%,46,56.1%,17,20.7%,63,76.8%
22K217,4,2007,Male,79,681,4,5.1%,9,11.4%,45,57%,21,26.6%,66,83.5%
22K217,4,2008,Female,94,695,2,2.1%,7,7.4%,41,43.6%,44,46.8%,85,90.4%
22K217,4,2008,Male,104,689,4,3.8%,12,11.5%,47,45.2%,41,39.4%,88,84.6%
22K217,4,2009,Female,84,704,2,2.4%,2,2.4%,37,44%,43,51.2%,80,95.2%
22K217,4,2009,Male,94,698,1,1.1%,4,4.3%,48,51.1%,41,43.6%,89,94.7%
22K217,4,2010,Female,101,686,5,5%,25,24.8%,49,48.5%,22,21.8%,71,70.3%
22K217,4,2010,Male,1,s,s,s,s,s,s,s,s,s,s,s
22K217,4,2010,Male,102,690,5,4.9%,25,24.5%,46,45.1%,26,25.5%,72,70.6%
22K217,4,2011,Female,109,688,13,11.9%,23,21.1%,37,33.9%,36,33%,73,67%
22K217,4,2011,Male,100,692,7,7%,22,22%,39,39%,32,32%,71,71%
22K217,5,2006,Female,87,685,2,2.3%,13,14.9%,40,46%,32,36.8%,72,82.8%
22K217,5,2006,Male,98,682,4,4.1%,11,11.2%,50,51%,33,33.7%,83,84.7%
22K217,5,2007,Female,75,689,2,2.7%,5,6.7%,45,60%,23,30.7%,68,90.7%
22K217,5,2007,Male,118,680,6,5.1%,16,13.6%,65,55.1%,31,26.3%,96,81.4%
22K217,5,2008,Female,82,688,0,0%,6,7.3%,50,61%,26,31.7%,76,92.7%
22K217,5,2008,Male,81,694,2,2.5%,7,8.6%,36,44.4%,36,44.4%,72,88.9%
22K217,5,2009,Female,103,690,1,1%,7,6.8%,55,53.4%,40,38.8%,95,92.2%
22K217,5,2009,Male,107,692,0,0%,10,9.3%,47,43.9%,50,46.7%,97,90.7%
22K217,5,2010,Female,92,695,5,5.4%,16,17.4%,38,41.3%,33,35.9%,71,77.2%
22K217,5,2010,Male,99,694,4,4%,25,25.3%,36,36.4%,34,34.3%,70,70.7%
22K217,5,2011,Female,105,690,6,5.7%,22,21%,49,46.7%,28,26.7%,77,73.3%
22K217,5,2011,Male,107,693,3,2.8%,22,20.6%,51,47.7%,31,29%,82,76.6%
22K217,All Grades,2006,Female,261,,8,3.1%,33,12.6%,133,51%,87,33.3%,220,84.3%
22K217,All Grades,2006,Male,304,,19,6.3%,38,12.5%,162,53.3%,85,28%,247,81.3%
22K217,All Grades,2007,Female,250,,7,2.8%,33,13.2%,125,50%,85,34%,210,84%
22K217,All Grades,2007,Male,298,,14,4.7%,35,11.7%,156,52.3%,93,31.2%,249,83.6%
22K217,All Grades,2008,Female,259,,3,1.2%,16,6.2%,137,52.9%,103,39.8%,240,92.7%
22K217,All Grades,2008,Male,284,,8,2.8%,24,8.5%,148,52.1%,104,36.6%,252,88.7%
22K217,All Grades,2009,Female,282,,4,1.4%,10,3.5%,152,53.9%,116,41.1%,268,95%
22K217,All Grades,2009,Male,292,,2,0.7%,15,5.1%,150,51.4%,125,42.8%,275,94.2%
22K217,All Grades,2010,Female,294,,23,7.8%,62,21.1%,121,41.2%,88,29.9%,209,71.1%
22K217,All Grades,2010,Male,3,,s,s,s,s,s,s,s,s,s,s
22K217,All Grades,2010,Male,296,,18,6.1%,65,22%,123,41.6%,90,30.4%,213,72%
22K217,All Grades,2010,Male,296,,18,6.1%,65,22%,123,41.6%,90,30.4%,213,72%
22K217,All Grades,2011,Female,328,690,22,6.7%,77,23.5%,145,44.2%,84,25.6%,229,69.8%
22K217,All Grades,2011,Male,322,691,16,5%,83,25.8%,147,45.7%,76,23.6%,223,69.3%
22K222,3,2006,Female,68,702,1,1.5%,1,1.5%,35,51.5%,31,45.6%,66,97.1%
22K222,3,2006,Male,63,699,2,3.2%,0,0%,29,46%,32,50.8%,61,96.8%
22K222,3,2007,Female,59,711,2,3.4%,2,3.4%,18,30.5%,37,62.7%,55,93.2%
22K222,3,2007,Male,65,704,2,3.1%,2,3.1%,26,40%,35,53.8%,61,93.8%
22K222,3,2008,Female,63,708,0,0%,2,3.2%,32,50.8%,29,46%,61,96.8%
22K222,3,2008,Male,69,699,0,0%,2,2.9%,44,63.8%,23,33.3%,67,97.1%
22K222,3,2009,Female,75,704,0,0%,1,1.3%,47,62.7%,27,36%,74,98.7%
22K222,3,2009,Male,64,707,1,1.6%,2,3.1%,31,48.4%,30,46.9%,61,95.3%
22K222,3,2010,Female,61,721,0,0%,4,6.6%,24,39.3%,33,54.1%,57,93.4%
22K222,3,2010,Male,3,s,s,s,s,s,s,s,s,s,s,s
22K222,3,2010,Male,76,715,2,2.6%,9,11.8%,26,34.2%,39,51.3%,65,85.5%
22K222,3,2011,Female,63,694,1,1.6%,10,15.9%,42,66.7%,10,15.9%,52,82.5%
22K222,3,2011,Male,59,698,0,0%,8,13.6%,36,61%,15,25.4%,51,86.4%
22K222,4,2006,Female,63,708,1,1.6%,4,6.3%,22,34.9%,36,57.1%,58,92.1%
22K222,4,2006,Male,74,700,4,5.4%,2,2.7%,37,50%,31,41.9%,68,91.9%
22K222,4,2007,Female,57,700,1,1.8%,1,1.8%,29,50.9%,26,45.6%,55,96.5%
22K222,4,2007,Male,58,705,0,0%,3,5.2%,24,41.4%,31,53.4%,55,94.8%
22K222,4,2008,Female,63,706,3,4.8%,1,1.6%,21,33.3%,38,60.3%,59,93.7%
22K222,4,2008,Male,62,716,1,1.6%,1,1.6%,19,30.6%,41,66.1%,60,96.8%
22K222,4,2009,Female,62,723,0,0%,3,4.8%,14,22.6%,45,72.6%,59,95.2%
22K222,4,2009,Male,64,709,0,0%,2,3.1%,24,37.5%,38,59.4%,62,96.9%
22K222,4,2010,Female,74,707,0,0%,5,6.8%,36,48.6%,33,44.6%,69,93.2%
22K222,4,2010,Male,3,s,s,s,s,s,s,s,s,s,s,s
22K222,4,2010,Male,67,715,2,3%,4,6%,25,37.3%,36,53.7%,61,91%
22K222,4,2011,Female,67,709,0,0%,4,6%,28,41.8%,35,52.2%,63,94%
22K222,4,2011,Male,75,702,0,0%,11,14.7%,34,45.3%,30,40%,64,85.3%
22K222,5,2006,Female,53,684,3,5.7%,4,7.5%,29,54.7%,17,32.1%,46,86.8%
22K222,5,2006,Male,59,685,2,3.4%,1,1.7%,39,66.1%,17,28.8%,56,94.9%
22K222,5,2007,Female,61,704,1,1.6%,3,4.9%,21,34.4%,36,59%,57,93.4%
22K222,5,2007,Male,70,701,2,2.9%,3,4.3%,31,44.3%,34,48.6%,65,92.9%
22K222,5,2008,Female,61,709,1,1.6%,0,0%,27,44.3%,33,54.1%,60,98.4%
22K222,5,2008,Male,61,712,0,0%,2,3.3%,20,32.8%,39,63.9%,59,96.7%
22K222,5,2009,Female,67,700,0,0%,3,4.5%,24,35.8%,40,59.7%,64,95.5%
22K222,5,2009,Male,63,706,0,0%,2,3.2%,18,28.6%,43,68.3%,61,96.8%
