QUEENS CONDOMINIUM PROPERTY Boro-Block-Lot,QUEENS CONDOMINIUM PROPERTY Condo Section,QUEENS CONDOMINIUM PROPERTY Address,QUEENS CONDOMINIUM PROPERTY Neighborhood,QUEENS CONDOMINIUM PROPERTY Building Classification,QUEENS CONDOMINIUM PROPERTY Total Units,QUEENS CONDOMINIUM PROPERTY Year Built,QUEENS CONDOMINIUM PROPERTY Gross SqFt,QUEENS CONDOMINIUM PROPERTY Est. Gross Income,QUEENS CONDOMINIUM PROPERTY Gross Income per SqFt,QUEENS CONDOMINIUM PROPERTY Full Market Value,QUEENS CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
4-05102-7501,361-R1,"132 48 MAPLE AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R2-WALK-UP,16,1990,11250,156375,13.9,619994,55,4-04995-0024,"144 22 34 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,14,1976,10032,136440,13.6,541000,54,1,4-05025-0025,"144 40 ROOSEVELT AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,23,1976,21426,321400,15,1270000,59,0.8
4-05102-7502,516-R1,"132 37 POPLE AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,15,2005,17655,441375,25,1970033,112,4-05102-0015,"132 24 MAPLE AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,32,1926,21533,370650,17.21,1510000,70,0,4-00573-0046,"27 10 ASTORIA BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,D7-ELEVATOR,27,2004,25920,515860,19.9,2310000,89,4.9
4-05105-7501,150-R1,"132 18 AVERY AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,14,1987,12336,169620,13.75,671998,54,4-00945-0030,"19 62 77 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,C1-WALK-UP,17,1989,12896,199755,15.49,812000,63,3.55,4-01606-0052,"40 37 97 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",CORONA,C1-WALK-UP,16,1990,12304,159599,12.97,600000,48.8,1.95
4-05122-7501,165-R1,"134 46 MAPLE AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,27,1987,23951,384413,16.05,1560004,65,4-04994-0041,"140 74 34 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D7-ELEVATOR,44,1987,38640,625123,16.18,2540000,66,0.8,4-05046-0045,"142 09 BARCLAY AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,42,1970,38657,513155,13.27,1930000,49.9,0.4
4-05125-7501,119-R1,"13 40 DAHLIA AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R2-WALK-UP,48,1965,37660,433090,11.5,1530005,40.6,4-05309-0003,"36 03 191 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C9-WALK-UP,36,1952,28432,316000,11.11,1110000,39,2.1,4-06691-0011,"79 04 149 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,42,1950,30981,356641,11.51,1260000,40.7,2.35
4-05131-7501,125-R1,"55 16 MAIN STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R2-WALK-UP,16,1986,20020,278278,13.9,1099998,55,4-04995-0024,"144 22 34 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,14,1976,10032,136440,13.6,541000,54,1.25,4-05025-0025,"144 40 ROOSEVELT AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,23,1976,21426,321400,15,1270000,59,0.95
4-05134-7501,104-R1,"42 20 KISSENA BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,102,1985,170000,2380000,14,9429999,55,4-15624-0001,"2 52 BEACH 14 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D1-ELEVATOR,196,1980,163737,2293851,14.01,7040000,43,11.8,4-04994-0017,"140 16 34 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D3-ELEVATOR,151,1985,158456,2357868,14.88,9350000,59,0.7
4-05134-7502,246-R1,"136 17 MAPLE AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,68,1989,89200,1427200,16,5800000,65,4-05053-0011,"147 25 SANFORD AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,90,1963,73649,735017,9.98,2480000,33.7,0.65,4-05294-0013,"36 19 167 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,65,1938,70569,768173,10.89,2710000,38.4,1.55
4-05135-7501,114-R1,"136 24 MAPLE COURT
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,48,1986,62720,1165964,18.59,4739996,76,4-04995-0034,"145 16 34 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D6-ELEVATOR,42,1989,47516,719254,15.14,2930000,62,0.8,4-05025-0008,"144 10 ROOSEVELT AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D7-ELEVATOR,84,1973,65292,1279900,19.6,5720000,88,0.55
4-05137-7501,121-R1,"138 35 ELDER AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,227,1986,232145,3482175,15,13799999,59,4-04994-0017,"140 16 34 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D3-ELEVATOR,151,1985,158456,2357868,14.88,9350000,59,0.85,4-05145-0049,"138 52 ELDER AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D7-ELEVATOR,175,1988,121091,2597779,21.45,9770000,81,0.15
4-05137-7502,273-R1,"137 10 FRANKLIN AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,89,1961,75515,970367,12.85,3649994,48.3,4-05053-0011,"147 25 SANFORD AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,90,1963,73649,735017,9.98,2480000,33.7,0.65,4-05294-0013,"36 19 167 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,65,1938,70569,768173,10.89,2710000,38.4,1.5
4-05137-7503,390-R1,"42 31 COLDEN STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,72,1997,77117,1395817,18.1,5680012,74,4-05053-0011,"147 25 SANFORD AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,90,1963,73649,735017,9.98,2480000,33.7,0.65,4-05294-0013,"36 19 167 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,65,1938,70569,768173,10.89,2710000,38.4,1.5
4-05180-7502,323-R1,"42 22 UNION STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,32,1990,36336,485086,13.35,1819996,50,4-05046-0006,"142 12 41 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D7-ELEVATOR,45,1968,37298,497328,13.33,1870000,50,0.2,4-05046-0045,"142 09 BARCLAY AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,42,1970,38657,513155,13.27,1930000,49.9,0.2
4-05186-7501,240-R1,"43 55 KISSENA BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R9-CONDOPS,56,1938,53000,645010,12.17,2420000,45.7,4-05053-0011,"147 25 SANFORD AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,90,1963,73649,735017,9.98,2480000,33.7,0.5,4-05294-0013,"36 19 167 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,65,1938,70569,768173,10.89,2710000,38.4,1.3
4-05192-7501,510-R1,"140 14 CHERRY AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,12,2005,12712,241528,19,982003,77,4-00573-0046,"27 10 ASTORIA BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,D7-ELEVATOR,27,2004,25920,515860,19.9,2310000,89,5.4,4-05182-0009,"140 26 FRANKLIN AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,926507,17.2,3770000,70,0.2
4-05193-7501,403-R1,"43 73 UNION STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,23,1999,16383,254264,15.52,1030000,63,4-05053-0011,"147 25 SANFORD AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,90,1963,73649,735017,9.98,2480000,33.7,0.5,4-05294-0013,"36 19 167 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,65,1938,70569,768173,10.89,2710000,38.4,1.3
4-05193-7502,501-R1,"43 21 UNION STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,24,2005,62800,1012964,16.13,4120010,66,4-05102-0015,"132 24 MAPLE AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,32,1926,21533,370650,17.21,1510000,70,0.6,,,,,,,,,,,,
4-05281-7501,481-R1,"35 91 161 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,70,1929,53175,744450,14,2949998,55,4-04977-0017,"136 14 NORTHERN BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1220725,23.26,5460000,104,1.35,4-04977-0021,"137 02 NORTHERN BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,71,2000,67324,1241455,18.44,5050000,75,1.35
4-05294-7501,199-R1,"36 20 168 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,78,1937,85000,1139000,13.4,4279987,50,4-05050-0039,"144 90 41 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,101,1972,79602,1064316,13.37,4000000,50,1.1,4-05022-0018,"143 18 38 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,109,1971,80241,1325330,16.52,5390000,67,1.3
4-05301-7501,54-R1,"170 20 CROCHERON AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R2-WALK-UP,24,1981,17340,244320,14.09,968992,56,4-04995-0024,"144 22 34 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,14,1976,10032,136440,13.6,541000,54,1.45,4-05051-0007,"41 39 PARSONS BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,16,1977,11140,168370,15.11,667000,60,1.25
4-05315-7501,171-R1,"36 21 193 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,15,1986,15096,206815,13.7,820000,54,4-05306-0018,"35 09 191 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,16,1928,17213,235000,13.65,932000,54,0.1,4-05417-0029,"43 11 159 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,16,1927,15300,174953,11.43,617000,40.3,1
4-05333-7501,371-R1,"160 21 SANFORD AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R2-WALK-UP,20,1991,19460,272440,14,1080004,55,4-05005-0042,"35 14 149 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,14,1996,10500,150583,14.34,597000,57,0.75,4-05025-0025,"144 40 ROOSEVELT AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,23,1976,21426,321400,15,1270000,59,0.75
4-05387-7501,191-R1,"42 58 157 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,16,1987,13000,182000,14,721001,55,4-05104-0027,"132 54 POPLE AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D6-ELEVATOR,33,1990,43957,785128,17.86,3190000,73,1.25,,,,,,,,,,,,
4-05390-7501,146-R1,"42 49 159 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R2-WALK-UP,20,1962,18010,288160,16,1169998,65,4-01261-0058,"34 27 74 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D3-ELEVATOR,26,1962,17256,293756,17.02,1190000,69,4.5,,,,,,,,,,,,
4-05415-7501,195-R1,"43 04 158 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,17,1987,16145,226030,14,896001,55,4-05104-0027,"132 54 POPLE AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D6-ELEVATOR,33,1990,43957,785128,17.86,3190000,73,1.25,,,,,,,,,,,,
4-05598-7501,49-R1,"175 10 56 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R2-WALK-UP,26,1982,23400,415116,17.74,1690007,72,4-05055-0016,"41 45 149 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,11,1982,6931,122960,17.74,500000,72,1.7,4-05295-0019,"36 40 169 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,16,1976,12098,107060,8.85,353000,29.2,1.4
4-05598-7501,49-R2,"175 32 56 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R2-WALK-UP,52,1982,46800,814320,17.4,3310037,71,4-10823-0031,"195 24 JAMAICA AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",HOLLIS,C9-WALK-UP,65,1963,27849,484400,17.39,1970000,71,2.5,4-12311-0050,"156 01 NORTH CONDUIT AVEN
Queens, New York
(40.749436300045204, -73.79729979984586)",SPRINGFIELD GARDENS,C9-WALK-UP,46,1972,31365,497780,15.87,2020000,64,5.1
4-05598-7501,49-R3,"5603A UTOPIA PARKWAY
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R2-WALK-UP,54,1982,48600,845640,17.4,3440002,71,4-10823-0031,"195 24 JAMAICA AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",HOLLIS,C9-WALK-UP,65,1963,27849,484400,17.39,1970000,71,2.5,4-12311-0050,"156 01 NORTH CONDUIT AVEN
Queens, New York
(40.749436300045204, -73.79729979984586)",SPRINGFIELD GARDENS,C9-WALK-UP,46,1972,31365,497780,15.87,2020000,64,5.1
4-05598-7501,49-R4,"5627A 184 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R2-WALK-UP,16,1982,14400,172080,11.95,607000,42.2,4-05005-0045,"35 20 149 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,16,1975,12120,144450,11.92,509000,42,2.15,4-05293-0045,"166 15 DEPOT ROAD
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,16,1975,13549,143700,10.61,486000,35.9,1.45
4-05598-7501,49-R5,"1830A 58 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R2-WALK-UP,14,1982,12600,150570,11.95,531000,42.1,4-05005-0045,"35 20 149 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,16,1975,12120,144450,11.92,509000,42,2.2,4-05293-0045,"166 15 DEPOT ROAD
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,16,1975,13549,143700,10.61,486000,35.9,1.5
4-05598-7501,49-R6,"184 06 58 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R2-WALK-UP,16,1982,14400,172080,11.95,606992,42.2,4-05005-0045,"35 20 149 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,16,1975,12120,144450,11.92,509000,42,2.25,,,,,,,,,,,,
4-05893-7501,43-R1,"209 90 23 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",BAYSIDE,R4-ELEVATOR,543,1983,515402,9174155,17.8,37299978,72,4-05865-0118,"16 66 BELL BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",BAYSIDE,D3-ELEVATOR,152,1973,147700,2625686,17.78,10700000,72,0.35,,,,,,,,,,,,
4-05893-7501,43-R2,"209 90 23 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",BAYSIDE,R4-ELEVATOR,100,0,89015,1584467,17.8,6439995,72,4-05865-0118,"16 66 BELL BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",BAYSIDE,D3-ELEVATOR,152,1973,147700,2625686,17.78,10700000,72,0.35,,,,,,,,,,,,
4-05893-7501,43-R3,"209 90 23 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",BAYSIDE,R4-ELEVATOR,240,1983,216662,3856583,17.8,15700006,72,4-05865-0112,"16 70 BELL BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",BAYSIDE,D3-ELEVATOR,152,1973,147700,2539788,17.2,10300000,70,0.35,4-05865-0118,"16 66 BELL BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",BAYSIDE,D3-ELEVATOR,152,1973,147700,2625686,17.78,10700000,72,0.35
4-05893-7501,43-R5,"209 90 23 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",BAYSIDE,R4-ELEVATOR,138,1983,124491,2215939,17.8,9010009,72,4-05865-0112,"16 70 BELL BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",BAYSIDE,D3-ELEVATOR,152,1973,147700,2539788,17.2,10300000,70,0.35,4-05865-0118,"16 66 BELL BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",BAYSIDE,D3-ELEVATOR,152,1973,147700,2625686,17.78,10700000,72,0.35
4-05893-7501,43-R7,"209 90 23 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",BAYSIDE,R4-ELEVATOR,16,1983,17949,403359,22.47,1800000,100,4-05865-0112,"16 70 BELL BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",BAYSIDE,D3-ELEVATOR,152,1973,147700,2539788,17.2,10300000,70,0.35,4-05865-0118,"16 66 BELL BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",BAYSIDE,D3-ELEVATOR,152,1973,147700,2625686,17.78,10700000,72,0.35
4-06284-7501,343-R1,"213 02 42 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",BAYSIDE,R4-ELEVATOR,47,0,32208,515328,16,2100001,65,4-06021-0029,"198 39 JORDAN STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",BAYSIDE,C1-WALK-UP,42,1924,36000,420071,11.67,1480000,41.1,1.2,4-06024-0017,"198 40 32 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",BAYSIDE,C1-WALK-UP,46,1931,36000,454587,12.63,1710000,47.5,1.15
4-06542-7501,109-R1,"152 72 MELBOURNE AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,R4-ELEVATOR,90,1963,86652,875185,10.1,2960026,34.2,4-01251-0030,"78 01 34 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,96,1950,90950,878328,9.66,2970000,32.7,4.05,4-01275-0001,"75 08 35 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,96,1950,95000,955386,10.06,3230000,34,4.1
4-06548-7501,148-R1,"135 JEWEL AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,R2-WALK-UP,318,1950,219528,2656288,12.1,9360011,42.6,4-09719-0002,"84 10 141 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D1-ELEVATOR,291,1958,357885,3893904,10.88,13700000,38.3,1.1,4-01273-0001,"73 12 35 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,195,1940,194450,2509015,12.9,9430000,48.5,3.7
4-06797-7503,325-R1,"158 13 72 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,R4-ELEVATOR,71,1987,51125,925362,18.1,3760003,74,4-05182-0009,"140 26 FRANKLIN AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,926507,17.2,3770000,70,2,4-04954-0131,"32 08 UNION STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,27,1999,35100,730080,20.8,3260000,93,2.85
4-07353-7501,228-R1,"201 02 ROCKY HILL ROAD
Queens, New York
(40.749436300045204, -73.79729979984586)",BAYSIDE,R2-WALK-UP,27,1950,18600,303180,16.3,1229997,66,4-06266-0001,"205 02 42 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,27,1948,20400,335784,16.46,1370000,67,0.5,4-06260-0001,"202 02 42 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,27,1948,20400,349815,17.15,1420000,70,0.45
4-07353-7501,228-R2,"202 02 ROCKY HILL ROAD
Queens, New York
(40.749436300045204, -73.79729979984586)",BAYSIDE,R2-WALK-UP,38,1950,26190,416421,15.9,1690001,65,4-12311-0050,"156 01 NORTH CONDUIT AVEN
Queens, New York
(40.749436300045204, -73.79729979984586)",SPRINGFIELD GARDENS,C9-WALK-UP,46,1972,31365,497780,15.87,2020000,64,5.8,4-04291-0005,"119 59 27 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",COLLEGE POINT,C1-WALK-UP,26,1965,21060,200281,9.51,660000,31.3,3.95
4-07674-7501,60-R1,"67 27
Queens, New York
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,R2-WALK-UP,179,1960,212533,3761834,17.7,15300020,72,4-03156-0133,"98 05 67 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,181,1960,177710,2431751,13.68,9640000,54,5.9,4-09631-0241,"123 60 83 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D6-ELEVATOR,217,1960,196393,4064173,20.69,18200000,93,4.75
4-08136-7502,189-R1,"40 01 LITTLE NECK PARKWAY
Queens, New York
(40.749436300045204, -73.79729979984586)",LITTLE NECK,R9-CONDOPS,63,1987,61840,992532,16.05,4040000,65,4-03083-0079,"95 11 64 ROAD
Queens, New York
(40.749436300045204, -73.79729979984586)",REGO PARK,C1-WALK-UP,32,1993,27907,467120,16.74,1900000,68,7.1,,,,,,,,,,,,
4-09046-7501,212-R1,"97 52 75 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",OZONE PARK,R2-WALK-UP,40,1988,31315,405529,12.95,1519993,48.5,4-09086-0033,"84 23 103 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",OZONE PARK,C1-WALK-UP,18,2002,17021,181432,10.66,613000,36,0.5,4-09021-0030,"95 25 85 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",OZONE PARK,C1-WALK-UP,11,1981,5610,80672,14.38,320000,57,0.5
4-09177-7501,184-R1,"84 10 101 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",WOODHAVEN,R2-WALK-UP,15,1959,12208,39140,3.21,120000,9.83,4-09181-0026,"101 16 86 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",WOODHAVEN,C1-WALK-UP,18,1938,15231,157362,10.33,532000,34.9,0.1,4-08877-0025,"90 17 85 ROAD
Queens, New York
(40.749436300045204, -73.79729979984586)",WOODHAVEN,C1-WALK-UP,12,1942,11500,107000,9.3,353000,30.7,0.35
4-09177-7501,184-R3,"84 10 101 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",WOODHAVEN,R2-WALK-UP,63,1959,53790,554037,10.3,1870000,34.8,4-09181-0026,"101 16 86 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",WOODHAVEN,C1-WALK-UP,18,1938,15231,157362,10.33,532000,34.9,0.1,4-08877-0025,"90 17 85 ROAD
Queens, New York
(40.749436300045204, -73.79729979984586)",WOODHAVEN,C1-WALK-UP,12,1942,11500,107000,9.3,353000,30.7,0.35
4-09231-7501,132-R1,"83 09 LEFFERTS BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",KEW GARDENS,R4-ELEVATOR,36,1928,40235,519031,12.9,1950003,48.5,4-09234-0034,"84 47 118 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,41,1939,40700,433240,10.64,1460000,35.9,0.15,4-09260-0018,"85 28 118 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,41,1931,38600,350700,9.09,1160000,30.1,0.25
