PROGRAM_LST_ID,PROGRAM_CODE,PROGRAM_NAME,ACTIVE_FLAG,AGENCY_NAME,DESCRIPTION,BOROUGH,PROG_CONTACT_LAST_NAME,PROG_CONTACT_FIRST_NAME,PROG_CONTACT_PHONE_NO,PROG_CONTACT_FAX_NO,PROG_CONTACT_EXTENSION,PROG_CONTACT_EMAIL,PROGRAM_ADDRESS_1,PROGRAM_ADDRESS_2,PROGRAM_CITY,PROGRAM_ZIP,OFFICE_MON_FROM_TIME,OFFICE_MON_TO_TIME,OFFICE_TUES_FROM_TIME,OFFICE_TUES_TO_TIME,OFFICE_WED_FROM_TIME,OFFICE_WED_TO_TIME,OFFICE_THURS_FROM_TIME,OFFICE_THURS_TO_TIME,OFFICE_FRI_FROM_TIME,OFFICE_FRI_TO_TIME,OFFICE_SAT_FROM_TIME,OFFICE_SAT_TO_TIME,OFFICE_SUN_FROM_TIME,OFFICE_SUN_TO_TIME
602,00A644PR,Trude Weishaupt Clinic FT/R,Y,The Child Center of NY ,Family Treatment and Rehabilitation,Queens,Marte,Dr. Nelly,7185392500,,,,140-15B Sanford Avenue,,Flushing,11355,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,5:00 PM,,,,
622,00A630PR,General Preventive Harlem,Y,The Childrens Village,General Preventive,Manhattan,Doran,Bonnie,9146930600,,6505,BDoran@childrensvillage.org,2090 Adam Clayton Powel Blvd.,1st Floor,New York,10027,,,,,,,,,,,,,,
623,00A631PR,General Preventive-Bronx,Y,The Childrens Village,General Preventive,Bronx,Doran,Bonnie,7182204700,,6505,BDoran@childrensvillage.org,400 East Fordham Road,,Bronx,10458,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,5:00 PM,9:00 AM,1:00 PM,,
484,00A552PR,Intensive Preventive AfterCare/MST Plus,Y,The Childrens Village,Intensive Preventive,Bronx,Schiller ,Paul,7182204700,,,,400 East Fordham Road,6th floor,Bronx ,10458,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
624,00A627PR,Family Net General Preventive Program -Manhattan,Y,The Family Center,General Preventive,Manhattan,Higgins,Kandrea,2127664522,2127661696,110,khiggins@thefamilycenter.org,315 West 36th Street,,New York,10018,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
490,00A543PR,Intensive Preventive Aftercare/Youth Net,Y,The Family Center,Intensive Preventive,Brooklyn,Reyes,Marva,7182301379,7186363824,211,mreyes@thefamilycenter.org,584 Nostrand Avenue,,Brooklyn,11216,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
627,00A623PR,Unitas Therapeutic Community-General Preventive,Y,Unitas Therapeutic Community,General Preventive,Bronx,Bredhoff,Eric,7185890723,,1008,,830 Southern Blvd.,4th Floor,,10459,,,,,,,,,,,,,,
281,00A371PR,Beacon Center for Family Svs. - G.P. - S.I.,Y,United Activities Unlimited,General Preventive,Staten Island,Felton-Handley,Karen,7184485591,7184488731,,,221 Broadway,,Staten Island,10310,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
626,00A624PR,Family Treatment/Rehabilitation,Y,University Behavioral Associates,Family Treatment and Rehabilitation,Bronx,Jose,Anita,7184015072,,,ajose@montefiore.org,344 East 148th Street,2nd Floor,New York,10451,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
310,00A449PR,Family Treatment/Rehabilitation,Y,Womens Prison Association,Family Treatment and Rehabilitation,Brooklyn,Jackson,Brenda,7186874733,7183852795,,bjackson@wpaonline.org,2632 Atlantic Avenue,,Brooklyn,11207,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
