District,Bldg I.D.,Building Name,Bldg Enroll,Bldg Adjusted Capacity(Historical),Bldg Over/Under(Historical),Bldg Utilization(Historical),Bldg Capacity(Target),Bldg Over/Under(Target),Bldg Utilization(Target),Org ID,Organization Name,Org Enroll,Org Adjusted Capacity(Historical),Org Over/Under(Historical),Org Utilization(Historical),Org Adjusted Capacity(Target),Org Over Under(Target),Org Utilization(Target),No. of Spec rooms used,Inclusionary
15,K460,JOHN JAY HS - K,0,0,0,0,0,0,0,K464,SECONDARY SCHOOL FOR RESEARCH - K,394,642,-248,61,595,-201,66,5,Some
15,K460,JOHN JAY HS - K,0,0,0,0,0,0,0,K684,MILLENIUM BROOKLYN HIGH SCHOOL - K,,,0,,,0,,0,Some
15,K460,JOHN JAY HS - K,0,0,0,0,0,0,0,K987,ALTERNATIVE LEARNING CENTER - K,0,111,-111,0,111,-111,0,0,Some
15,K460,JOHN JAY HS - K,0,0,0,0,0,0,0,KG18,LUTHERAN FAMILY HEALTH - K        ,,,0,,,0,,0,Some
15,K564,SUNSET PARK HS - BROOKLYN         ,1072,1479,-407,72,1329,-257,81,K371,K371 SPED - BROOKLYN,84,86,-2,98,86,-2,98,0,Some
15,K564,SUNSET PARK HS - BROOKLYN         ,0,0,0,0,0,0,0,K667,SUNSET PARK HS - BROOKLYN         ,988,1393,-405,71,1243,-255,79,19,Some
15,K655,BKLYN HS OF THE ARTS (OL S J HL)-K,1169,2018,-849,58,1825,-656,64,K447,I.S. 447 - BROOKLYN               ,491,806,-315,61,726,-235,68,14,Some
15,K655,BKLYN HS OF THE ARTS (OL S J HL)-K,0,0,0,0,0,0,0,K656,BROOKLYN HS OF THE ARTS - BROOKLYN,678,1212,-534,56,1099,-421,62,13,Some
15,K656,BKLYN HS OF THE ARTS AX (S J HL)-K,0,0,0,0,0,0,0,K656,BROOKLYN HS OF THE ARTS - BROOKLYN,0,0,0,,0,0,,0,Some
15,K781,WEST BROOKLYN COMMUNITY HS - K,213,332,-119,64,323,-110,66,K529,WEST BROOKLYN COMMUNITY HS - K    ,213,332,-119,64,323,-110,66,2,Some
15,K804,COBBLE HILL SCL OF AMR STD (OL6)-K,671,878,-207,76,841,-170,80,K373,K373 SPED - BROOKLYN              ,8,0,8,0,0,8,0,0,Some
15,K804,COBBLE HILL SCL OF AMR STD (OL6)-K,0,0,0,0,0,0,0,K519,COBBLE  HILL SCHL OF AMER. STUD-K ,663,878,-215,76,841,-178,79,8,Some
15,K806,METROPOLITAN CORPORATE ACAD. - K  ,274,391,-117,70,387,-113,71,K530,METROPOLITAN CORP. ACADEMY,186,351,-165,53,347,-161,54,3,Some
15,K806,METROPOLITAN CORPORATE ACAD. - K  ,0,0,0,0,0,0,0,K753,K753 SPED - BROOKLYN              ,88,40,48,220,40,48,220,0,Some
15,K825,SOUTH BROOKLYN COMM. HS - K,149,277,-128,54,272,-123,55,K698,SOUTH BROOKLYN COMM. HS - K       ,149,277,-128,54,272,-123,55,3,Some
15,K917,BKLYN COLL ACAD (BRIDGES TO K)-K,382,528,-146,72,478,-96,80,K077,K077 SPED - BROOKLYN,15,0,15,0,0,15,0,0,Some
15,K917,BKLYN COLL ACAD (BRIDGES TO K)-K,0,0,0,0,0,0,0,K555,BROOKLYN COLLEGE ACADEMY - K      ,367,528,-161,70,478,-111,77,5,Some
16,K455,BOYS & GIRLS HS - K,1631,3692,-2061,44,3389,-1758,48,K455,BOYS & GIRLS HS - BROOKLYN        ,1631,3692,-2061,44,3389,-1758,48,43,Some
16,K987,ACORN SCHOOL FOR SOCIAL JUSTICE-K,405,680,-275,60,663,-258,61,K498,ACORN SCHOOL FOR SOCIAL JUSTICE-K ,405,680,-275,60,663,-258,61,7,Some
17,K440,PROSPECT HEIGHTS HS - K ,1627,2133,-506,76,2102,-475,77,K524,THE INTERNATIONAL HS - BROOKLYN,401,549,-148,73,527,-126,76,4,Some
17,K440,PROSPECT HEIGHTS HS - K ,0,0,0,0,0,0,0,K528,HS FOR GLOBAL CITIZENSHIP - K     ,343,412,-69,83,441,-98,78,5,Some
17,K440,PROSPECT HEIGHTS HS - K ,0,0,0,0,0,0,0,K547,BROOKLYN HS FOR SCI & THE ENVI-K,471,571,-100,82,561,-90,84,7,Some
17,K440,PROSPECT HEIGHTS HS - K ,0,0,0,0,0,0,0,K548,BROOKLYN HS FOR MUSIC &THEATER - K,412,601,-189,69,573,-161,72,2,Some
17,K440,PROSPECT HEIGHTS HS - K ,0,0,0,0,0,0,0,KG02,LYFE PROGRAM - BROOKLYN           ,,,0,,,0,,0,Some
17,K440,PROSPECT HEIGHTS HS - K ,0,0,0,0,0,0,0,KG18,GLOBAL KIDS - BROOKLYN            ,,,0,,,0,,0,Some
17,K465,ERASMUS HALL CAMPUS - K,2212,2775,-563,80,2695,-483,82,K382,I.S. 382 - BROOKLYN,565,721,-156,78,701,-136,81,2,Some
17,K465,ERASMUS HALL CAMPUS - K,0,0,0,0,0,0,0,K408,ACAD. OF HOSP. & TOURISM - K,319,394,-75,81,357,-38,89,5,Some
17,K465,ERASMUS HALL CAMPUS - K,0,0,0,0,0,0,0,K467,ERASMUS YOUNG ADULT BORO CENTER-K ,,,0,,,0,,0,Some
17,K465,ERASMUS HALL CAMPUS - K,0,0,0,0,0,0,0,K537,HS FOR YOUTH & COMMUNITY DEV. - K,385,520,-135,74,496,-111,78,2,Some
17,K465,ERASMUS HALL CAMPUS - K,0,0,0,0,0,0,0,K539,HS FOR SERVICE AND LEARNING - K,422,392,30,108,455,-33,93,5,Some
17,K465,ERASMUS HALL CAMPUS - K,0,0,0,0,0,0,0,K543,SCIENCE TECH & RESEARCH - K,521,748,-227,70,686,-165,76,12,Some
17,K470,GEORGE W. WINGATE HS - K,1599,2421,-822,66,2343,-744,68,K036,K036 SPED - BROOKLYN              ,,,0,,,0,,0,Some
17,K470,GEORGE W. WINGATE HS - K,0,0,0,0,0,0,0,K531,I.S. 531 - BROOKLYN               ,386,527,-141,73,539,-153,72,4,Some
17,K470,GEORGE W. WINGATE HS - K,0,0,0,0,0,0,0,K533,I.S. 533 - BROOKLYN               ,406,725,-319,56,700,-294,58,3,Some
17,K470,GEORGE W. WINGATE HS - K,0,0,0,0,0,0,0,K544,INTERNATIONAL ARTS BUSINESS HS - K,390,549,-159,71,501,-111,78,6,Some
17,K470,GEORGE W. WINGATE HS - K,0,0,0,0,0,0,0,K546,HS FOR PUBLIC SERVICE - K         ,417,620,-203,67,603,-186,69,2,Some
17,K590,MIDDLE COLLEGE HS - BROOKLYN,1104,908,196,122,727,377,152,K590,MIDDLE COLLEGE HS - BROOKLYN,1104,908,196,122,727,377,152,18,Some
17,K600,CLARA BARTON HS - K,1620,1499,121,108,1614,6,100,K600,CLARA BARTON HS - K               ,1608,1499,109,107,1614,-6,100,19,Some
17,K600,CLARA BARTON HS - K,0,0,0,0,0,0,0,K753,K753 SPED - BROOKLYN              ,12,0,12,0,0,12,0,0,Some
17,K600,CLARA BARTON HS - K,0,0,0,0,0,0,0,KG05,UFT USE - K                       ,,,0,,,0,,0,Some
17,K625,ROBESON HS COMP&BUS TC (A HML)-K,568,1171,-603,49,1132,-564,50,K122,PATHWAYS IN TECHNOLOGY EARLY COLLEGE HS - K,104,195,-91,53,185,-81,56,1,Some
17,K625,ROBESON HS COMP&BUS TC (A HML)-K,0,0,0,0,0,0,0,K625,ROBESON HS BUS & TECH - K,326,534,-208,61,529,-203,62,8,Some
17,K625,ROBESON HS COMP&BUS TC (A HML)-K,0,0,0,0,0,0,0,K751,ACADEMY OF HEALTH CAREERS - BROOKLYN,138,442,-304,31,418,-280,33,2,Some
17,K625,ROBESON HS COMP&BUS TC (A HML)-K,0,0,0,0,0,0,0,KG05,UFT USE - K                       ,,,0,,,0,,0,Some
17,K625,ROBESON HS COMP&BUS TC (A HML)-K,0,0,0,0,0,0,0,KG16,CITIGROUP PARTNERSHIP MENTORING   ,,,0,,,0,,0,Some
17,K625,ROBESON HS COMP&BUS TC (A HML)-K,0,0,0,0,0,0,0,KG18,BROOKLYN COLLEGE TUTORING - K     ,,,0,,,0,,0,Some
17,K824,W.E.B. DUBOIS HS - BROOKLYN ,199,387,-188,51,396,-197,50,K489,W.E.B.  DUBOIS HS - BROOKLYN,199,364,-165,55,372,-173,53,3,Some
17,K824,W.E.B. DUBOIS HS - BROOKLYN ,0,0,0,0,0,0,0,K981,ALTERNATIVE LEARNING CENTER - K,0,23,-23,0,24,-24,0,0,Some
17,K880,MIDDLE COLLEGE HS - BROOKLYN,0,0,0,0,0,0,0,K590,MIDDLE COLLEGE HS - BROOKLYN,0,0,0,,0,0,,0,Some
17,K907,BROWNSVILLE DIPLOMA PLUS HS - K ,223,518,-295,43,503,-280,44,K568,BROWNSVILLE DIPLOMA PLUS HS - K   ,223,518,-295,43,503,-280,44,10,Some
17,K907,BROWNSVILLE DIPLOMA PLUS HS - K ,0,0,0,0,0,0,0,KG18,LTW - K                           ,,,0,,,0,,0,Some
17,K909,ACORN COMMUNITY HS - K,731,734,-3,100,692,39,106,K499,ACORN COMMUNITY HS - K            ,731,734,-3,100,692,39,106,6,Some
17,K909,ACORN COMMUNITY HS - K,0,0,0,0,0,0,0,KG05,UFT USE - K                       ,,,0,,,0,,0,Some
18,K415,SAMUEL J. TILDEN HS - K,975,2184,-1209,45,2118,-1143,46,K563,IT TAKES A VILLAGE ACADEMY - K    ,382,722,-340,53,721,-339,53,4,Some
18,K415,SAMUEL J. TILDEN HS - K,0,0,0,0,0,0,0,K569,KURT HAHN EXPED LEARNING SCH - K  ,294,697,-403,42,686,-392,43,8,Some
18,K415,SAMUEL J. TILDEN HS - K,0,0,0,0,0,0,0,K629,CULT ACAD ARTS AND SCI - BROOKLYN ,299,765,-466,39,711,-412,42,13,Some
18,K500,CANARSIE HS - K,1075,1890,-815,57,1900,-825,57,K617,HS FOR INNOVATION IN AD - BKLYN   ,310,737,-427,42,731,-421,42,5,Some
18,K500,CANARSIE HS - K,0,0,0,0,0,0,0,K633,HS FOR MEDICAL PROFESSIONS - K     ,460,631,-171,73,647,-187,71,4,Some
18,K500,CANARSIE HS - K,0,0,0,0,0,0,0,K642,URBAN ACTION ACADEMY - BROOKLYN   ,305,522,-217,58,522,-217,58,4,Some
18,K500,CANARSIE HS - K,0,0,0,0,0,0,0,M645,SCHOOL FOR COOP TECH. ED. - M,,,0,,,0,,34,Some
18,K515,SOUTH SHORE HS - K,1604,3001,-1397,53,2769,-1165,58,K566,BROOKLYN GENERATION SCHOOL - K,331,465,-134,71,456,-125,73,4,Some
18,K515,SOUTH SHORE HS - K,0,0,0,0,0,0,0,K567,BROOKLYN THEATRE ARTS H.S. - K,382,678,-296,56,609,-227,63,2,Some
18,K515,SOUTH SHORE HS - K,0,0,0,0,0,0,0,K576,VICTORY COLLEGIATE HS - K,320,394,-74,81,369,-49,87,2,Some
18,K515,SOUTH SHORE HS - K,0,0,0,0,0,0,0,K578,BROOKLYN BRIDGE ACADEMY - K,217,633,-416,34,603,-386,36,8,Some
18,K515,SOUTH SHORE HS - K,0,0,0,0,0,0,0,K637,ACAD FOR CONSERV & THE ENVIR - K  ,274,627,-353,44,545,-271,50,5,Some
18,K515,SOUTH SHORE HS - K,0,0,0,0,0,0,0,K922,YOUNG ADULT BORO CENTER - K,,,0,,,0,,0,Some
18,K515,SOUTH SHORE HS - K,0,0,0,0,0,0,0,K924,EAST BROOKLYN ACCESS HS-K,80,204,-124,39,187,-107,43,0,Some
18,K515,SOUTH SHORE HS - K,0,0,0,0,0,0,0,KG05,UFT USE - K                       ,,,0,,,0,,0,Some
18,K515,SOUTH SHORE HS - K,0,0,0,0,0,0,0,KG13,DIVISION OF SCHOOL SAFETY - K     ,,,0,,,0,,0,Some
18,K515,SOUTH SHORE HS - K,0,0,0,0,0,0,0,KG18,COMMUN. MEDIATION SERV. - BROOKLYN,,,0,,,0,,0,Some
19,K420,FRANKLIN K. LANE HS - K,1756,3098,-1342,57,3001,-1245,59,K420,FRANKLIN K. LANE HS - BROOKLYN    ,112,776,-664,14,713,-601,16,19,Some
19,K420,FRANKLIN K. LANE HS - K,0,0,0,0,0,0,0,K583,MULTICULTURAL HS - BROOKLYN,406,607,-201,67,583,-177,70,2,Some
19,K420,FRANKLIN K. LANE HS - K,0,0,0,0,0,0,0,K618,ACADEMY OF INNOV TECH - BROOKLYN  ,404,555,-151,73,552,-148,73,4,Some
19,K420,FRANKLIN K. LANE HS - K,0,0,0,0,0,0,0,K639,BROOKLYN LAB SCHOOL - BROOKLYN    ,397,526,-129,75,532,-135,75,1,Some
19,K420,FRANKLIN K. LANE HS - K,0,0,0,0,0,0,0,K659,CYPRESS HILLS COLLEGIATE - K      ,437,634,-197,69,621,-184,70,1,Some
19,K420,FRANKLIN K. LANE HS - K,0,0,0,0,0,0,0,KG02,LYFE CENTER - BROOKLYN            ,,,0,,,0,,0,Some
19,K420,FRANKLIN K. LANE HS - K,0,0,0,0,0,0,0,KG16,LONG ISLAND JEWISH HOSPITAL - K   ,,,0,,,0,,0,Some
19,K435,THOMAS JEFFERSON HS - K,1615,1621,-6,100,1679,-64,96,K502,FDNY HS FOR FIRE AND LIFE SAFETY-K,381,418,-37,91,436,-55,87,4,Some
19,K435,THOMAS JEFFERSON HS - K,0,0,0,0,0,0,0,K504,HIGH SCHOOL FOR CIVIL RIGHTS - K  ,401,331,70,121,322,79,125,1,Some
19,K435,THOMAS JEFFERSON HS - K,0,0,0,0,0,0,0,K507,PERFORMING ARTS AND TECH. HS - K  ,453,517,-64,88,525,-72,86,6,Some
19,K435,THOMAS JEFFERSON HS - K,0,0,0,0,0,0,0,K510,WORLD ACAD FOR COMMUNITY HEALTH-K ,380,355,25,107,396,-16,96,4,Some
19,K435,THOMAS JEFFERSON HS - K,0,0,0,0,0,0,0,KG05,UFT USE - K                       ,,,0,,,0,,0,Some
19,K615,E NY VOC HS OF TRANSIT TECH.-K,1317,1381,-64,95,1282,35,103,K615,E NY VOC HS OF TRANSIT TECH.-K    ,1317,1381,-64,95,1282,35,103,17,Some
19,K615,E NY VOC HS OF TRANSIT TECH.-K,0,0,0,0,0,0,0,KG05,UFT USE - K                       ,,,0,,,0,,0,Some
19,K660,WILLIAM MAXWELL CTE HS - K,590,1127,-537,52,1041,-451,57,K660,WILLIAM MAXWELL VOC HS - K        ,590,1127,-537,52,1041,-451,57,18,Some
19,K660,WILLIAM MAXWELL CTE HS - K,0,0,0,0,0,0,0,KG02,LYFE PROGRAM - BROOKLYN           ,,,0,,,0,,0,Some
19,K660,WILLIAM MAXWELL CTE HS - K,0,0,0,0,0,0,0,KG05,UFT USE - K                       ,,,0,,,0,,0,Some
19,K819,EAST NY FAMILY ACADEMY - K ,288,611,-323,47,604,-316,48,K409,EAST NY FAMILY ACAD.  - K,288,611,-323,47,604,-316,48,4,Some
19,K947,EAST NY FAMILY ACADEMY TRANS - K ,0,0,0,0,0,0,0,K409,EAST NY FAMILY ACAD.  - K,0,0,0,,0,0,,0,Some
20,K445,NEW UTRECHT HS - BROOKLYN,3282,2252,1030,146,2225,1057,148,K370,K370 SPED - BROOKLYN              ,6,0,6,0,0,6,0,0,Some
20,K445,NEW UTRECHT HS - BROOKLYN,0,0,0,0,0,0,0,K445,NEW UTRECHT HS - BROOKLYN,3276,2252,1024,145,2225,1051,147,11,Some
20,K485,TELECOM. ARTS & TECH. - K,1299,1286,13,101,1241,58,105,K371,K371 SPED - BROOKLYN,23,30,-7,77,30,-7,77,0,Some
20,K485,TELECOM. ARTS & TECH. - K,0,0,0,0,0,0,0,K485,TELECOM. ARTS & TECH. HS - K,1276,1256,20,102,1211,65,105,15,Some
20,K485,TELECOM. ARTS & TECH. - K,0,0,0,0,0,0,0,KG02,LYFE CENTER - BROOKLYN            ,,,0,,,0,,0,Some
20,K490,FORT HAMILTON HS - K              ,4275,2907,1368,147,2752,1523,155,K490,FORT HAMILTON HS - K,4275,2907,1368,147,2752,1523,155,22,Some
20,K505,FRANKLIN D. ROOSEVELT HS - K,3108,2873,235,108,2630,478,118,K505,FRANKLIN D. ROOSEVELT HS - K      ,3108,2873,235,108,2630,478,118,30,Some
20,K934,FORT HAMILTON HS MODULAR UNIT - K,0,0,0,0,0,0,0,K490,FORT HAMILTON HS - K              ,0,0,0,,0,0,,0,Some
21,K400,LAFAYETTE HS - K,1662,2376,-714,70,2403,-741,69,K337,INTERNATIONAL HIGH SCHOOL - K,343,492,-149,70,480,-137,71,2,Some
21,K400,LAFAYETTE HS - K,0,0,0,0,0,0,0,K348,HIGH SCHOOL OF SPORTS MGMT- K,370,521,-151,71,532,-162,70,4,Some
21,K400,LAFAYETTE HS - K,0,0,0,0,0,0,0,K468,KINGSBOROUGH EARLY COLLEGE SCHOOL,472,538,-66,88,541,-69,87,2,Some
21,K400,LAFAYETTE HS - K,0,0,0,0,0,0,0,K559,LIFE ACADEMY H.S. FILM & MUSIC - K,251,370,-119,68,375,-124,67,1,Some
21,K400,LAFAYETTE HS - K,0,0,0,0,0,0,0,K572,EXPED LEARN SCHOOL FOR COMM - K,226,455,-229,50,475,-249,48,3,Some
21,K410,ABRAHAM LINCOLN HS - K,2602,2080,522,125,2015,587,129,K053,K053 SPED - BROOKLYN              ,7,0,7,0,0,7,0,0,Some
21,K410,ABRAHAM LINCOLN HS - K,0,0,0,0,0,0,0,K410,ABRAHAM LINCOLN HS - BROOKLYN,2595,2080,515,125,2015,580,129,36,Some
21,K410,ABRAHAM LINCOLN HS - K,0,0,0,0,0,0,0,K411,YABC@ALHS,,,0,,,0,,0,Some
21,K410,ABRAHAM LINCOLN HS - K,0,0,0,0,0,0,0,KG05,UFT USE - K                       ,,,0,,,0,,0,Some
21,K410,ABRAHAM LINCOLN HS - K,0,0,0,0,0,0,0,KG18,GOOD SHEPARD SERVICES - K         ,,,0,,,0,,0,Some
21,K525,EDWARD R. MURROW HS - K,4040,3564,476,113,3313,727,122,K525,EDWARD R. MURROW HS - K           ,4022,3564,458,113,3313,709,121,37,Some
21,K525,EDWARD R. MURROW HS - K,0,0,0,0,0,0,0,K811,K811 SPED - BROOKLYN              ,18,0,18,0,0,18,0,0,Some
21,K540,JOHN DEWEY HS - K,2186,2555,-369,86,2434,-248,90,K540,JOHN DEWEY HS - BROOKLYN,2168,2555,-387,85,2434,-266,89,34,Some
21,K540,JOHN DEWEY HS - K,0,0,0,0,0,0,0,K721,K721 SPED - BROOKLYN              ,18,0,18,0,0,18,0,0,Some
21,K540,JOHN DEWEY HS - K,0,0,0,0,0,0,0,KG16,COUNCIL FOR UNITY - K             ,,,0,,,0,,0,Some
21,K620,WILLIAM E. GRADY VOC HS - K,966,1631,-665,59,1507,-541,64,K370,K370 SPED - BROOKLYN              ,10,0,10,0,0,10,0,0,Some
21,K620,WILLIAM E. GRADY VOC HS - K,0,0,0,0,0,0,0,K620,WILLIAM E. GRADY VOC HS - K,956,1575,-619,61,1450,-494,66,34,Some
21,K620,WILLIAM E. GRADY VOC HS - K,0,0,0,0,0,0,0,K984,ALTERNATIVE LEARNING CENTER - K,0,56,-56,0,57,-57,0,0,Some
21,K721,BROOKLYN STUDIO  (TANDEM K128) - K,899,898,1,100,848,51,106,K690,BKLYN STUDIO SEC. SCL - BROOKLYN  ,876,898,-22,98,848,28,103,5,Some
21,K721,BROOKLYN STUDIO  (TANDEM K128) - K,0,0,0,0,0,0,0,K771,K771 SPED - BROOKLYN              ,23,0,23,0,0,23,0,0,Some
21,K728,LIBERATION DIPLOMA PLUS H.S. - K  ,191,242,-51,79,232,-41,82,K728,LIBERATION DIPLOMA PLUS H.S. - K,191,242,-51,79,232,-41,82,1,Some
21,K728,LIBERATION DIPLOMA PLUS H.S. - K  ,0,0,0,0,0,0,0,KG18,HEARTSHR - K                      ,,,0,,,0,,0,Some
22,K405,MIDWOOD HS - K,3842,2564,1278,150,2428,1414,158,K405,MIDWOOD HS - BROOKLYN             ,3842,2564,1278,150,2428,1414,158,31,Some
22,K425,JAMES MADISON HS - K,3076,2274,802,135,2288,788,134,K425,JAMES MADISON HS - BROOKLYN       ,3076,2274,802,135,2288,788,134,15,Some
22,K495,SHEEPSHEAD BAY HS - K,1936,2639,-703,73,2430,-494,80,K495,SHEEPSHEAD BAY HS - BROOKLYN      ,1928,2639,-711,73,2430,-502,79,36,Some
22,K495,SHEEPSHEAD BAY HS - K,0,0,0,0,0,0,0,K811,K811 SPED - BROOKLYN              ,8,0,8,0,0,8,0,0,Some
22,K495,SHEEPSHEAD BAY HS - K,0,0,0,0,0,0,0,KG03,DRUG PROGRAM - K                  ,,,0,,,0,,0,Some
22,K495,SHEEPSHEAD BAY HS - K,0,0,0,0,0,0,0,KG05,UFT USE - K                       ,,,0,,,0,,0,Some
22,K495,SHEEPSHEAD BAY HS - K,0,0,0,0,0,0,0,KG18,C.B.O. - BROOKLYN                 ,,,0,,,0,,0,Some
22,K535,LEON GOLDSTEIN HS - BROOKLYN,1030,991,39,104,899,131,115,K053,K053 SPED - BROOKLYN              ,8,0,8,0,0,8,0,0,Some
22,K535,LEON GOLDSTEIN HS - BROOKLYN,0,0,0,0,0,0,0,K535,LEON GOLDSTEIN HS - BROOKLYN,1022,991,31,103,899,123,114,12,Some
22,K535,LEON GOLDSTEIN HS - BROOKLYN,0,0,0,0,0,0,0,KG05,UFT USE - K                       ,,,0,,,0,,0,Some
22,K555,BKLYN COLL ACAD (AT BKLYN COLL)-K,272,127,145,214,133,139,205,K077,K077 SPED - BROOKLYN              ,9,0,9,0,0,9,0,0,Some
22,K555,BKLYN COLL ACAD (AT BKLYN COLL)-K,0,0,0,0,0,0,0,K555,BROOKLYN COLLEGE ACADEMY - K      ,263,127,136,207,133,130,198,0,Some
22,K705,MIDWOOD HS ADDITION - BROOKLYN,0,0,0,0,0,0,0,K405,MIDWOOD HS - BROOKLYN             ,0,0,0,,0,0,,0,Some
23,K175,TEACHERS PREP HS(OL REDIRECTION)-K,931,1156,-225,81,1068,-137,87,K514,FREDERICK DOUGLAS ACAD VII HS - K ,365,459,-94,80,427,-62,85,2,Some
23,K175,TEACHERS PREP HS(OL REDIRECTION)-K,0,0,0,0,0,0,0,K697,TEACHERS PREP (HS LVL) - K,566,697,-131,81,641,-75,88,4,Some
23,K894,HS FOR PUBLIC SERVICE-ENY - K,275,628,-353,44,607,-332,45,K646,ASPIRATIONS DIPLOMA HS - BROOKLYN ,275,628,-353,44,607,-332,45,2,Some
23,K894,HS FOR PUBLIC SERVICE-ENY - K,0,0,0,0,0,0,0,KG02,LYFE CENTER - BROOKLYN            ,,,0,,,0,,0,Some
23,K894,HS FOR PUBLIC SERVICE-ENY - K,0,0,0,0,0,0,0,KG18,MULT C.B.O.'S - BROOKLYN,,,0,,,0,,0,Some
23,K993,PASSAGES ACADEMY (CROSSROADS) - K,0,0,0,0,0,0,0,X695,PASSAGES ACADEMY(CROSSROADS) - K,,,0,,,0,,1,Some
24,Q744,ELMHURST EDUCATIONAL CAMPUS - Q,1126,1644,-518,68,1482,-356,76,Q293,CIVIC LEADERSHIP ACADEMY - QUEENS ,449,565,-116,79,504,-55,89,11,Some
24,Q744,ELMHURST EDUCATIONAL CAMPUS - Q,0,0,0,0,0,0,0,Q296,PAN AMERICAN INTERNATIONAL HS -QUEENS,366,579,-213,63,504,-138,73,6,Some
24,Q744,ELMHURST EDUCATIONAL CAMPUS - Q,0,0,0,0,0,0,0,Q744,VOYAGES PREPARATORY - QUEENS      ,248,404,-156,61,378,-130,66,7,Some
24,Q744,ELMHURST EDUCATIONAL CAMPUS - Q,0,0,0,0,0,0,0,Q752,Q752 SPED - QUEENS,63,96,-33,66,96,-33,66,0,Some
24,Q744,ELMHURST EDUCATIONAL CAMPUS - Q,0,0,0,0,0,0,0,QG06,FOOD SERVICES - QUEENS            ,,,0,,,0,,0,Some
24,Q744,ELMHURST EDUCATIONAL CAMPUS - Q,0,0,0,0,0,0,0,QG13,SCHOOL SAFETY - QUEENS            ,,,0,,,0,,0,Some
24,Q744,ELMHURST EDUCATIONAL CAMPUS - Q,0,0,0,0,0,0,0,QG16,CHILD CENTER OF NEW YORK - Q      ,,,0,,,0,,0,Some
24,Q455,NEWTOWN HS - QUEENS,2516,2538,-22,99,2396,120,105,Q455,NEWTOWN HS - QUEENS,2516,2538,-22,99,2396,120,105,29,Some
24,Q456,HS FOR ARTS AND BUS. (OL NUTN X)-Q,828,631,197,131,569,259,146,Q457,YOUNG ADULT BORO CENTER - QUEENS  ,,,0,,,0,,0,Some
24,Q456,HS FOR ARTS AND BUS. (OL NUTN X)-Q,0,0,0,0,0,0,0,Q550,HS FOR ARTS AND BUSINESS - QUEENS,828,631,197,131,569,259,146,7,Some
24,Q456,HS FOR ARTS AND BUS. (OL NUTN X)-Q,0,0,0,0,0,0,0,QG05,UFT USE - QUEENS,,,0,,,0,,0,Some
24,Q456,HS FOR ARTS AND BUS. (OL NUTN X)-Q,0,0,0,0,0,0,0,QG13,NORTH QUEENS SCHOOL SAFETY-Q      ,,,0,,,0,,0,Some
24,Q485,GROVER CLEVELAND HS - Q,2069,2319,-250,89,2208,-139,94,Q485,GROVER CLEVELAND HS - QUEENS,2069,2319,-250,89,2208,-139,94,30,Some
24,Q520,MIDDLE COLLEGE CAMPUS - QUEENS,497,402,95,124,454,43,109,Q520,MIDDLE COLLEGE HIGH SCHOOL - QUEENS        ,497,402,95,124,454,43,109,5,Some
24,Q530,INTERNATIONAL HS (BLDG M @LAGUA)-Q,493,232,261,213,289,204,171,Q530,INTERNATIONAL HS - QUEENS         ,493,232,261,213,289,204,171,3,Some
24,Q600,QUEENS VOC HS - Q ,1368,1300,68,105,1231,137,111,Q600,QUEENS VOC HS - Q,1368,1300,68,105,1231,137,111,24,Some
24,Q610,AVIATION HS - Q,2201,1791,410,123,1558,643,141,Q610,AVIATION HS - QUEENS              ,2201,1791,410,123,1558,643,141,40,Some
24,Q610,AVIATION HS - Q,0,0,0,0,0,0,0,QG16,ROTC- QUEENS                      ,,,0,,,0,,0,Some
24,Q735,QUEENS HIGH SCHOOL COMPLEX - Q,1439,1464,-25,98,1344,95,107,Q264,ACADEMY OF FIN. AND ENTERPRISE- Q,420,374,46,112,376,44,112,2,Some
24,Q735,QUEENS HIGH SCHOOL COMPLEX - Q,0,0,0,0,0,0,0,Q267,HS OF APPLIED COMMUNICATION-Q     ,388,328,60,118,333,55,117,2,Some
24,Q735,QUEENS HIGH SCHOOL COMPLEX - Q,0,0,0,0,0,0,0,Q299,BARD HS EARLY COLLEGE II - QUEENS ,631,762,-131,83,635,-4,99,15,Some
24,Q891,R. F. WAGNER SEC SCL ARTS & TECH-Q,601,620,-19,97,604,-3,100,Q520,MIDDLE COLLEGE HIGH SCHOOL - QUEENS        ,0,0,0,,0,0,,0,Some
24,Q891,R. F. WAGNER SEC SCL ARTS & TECH-Q,0,0,0,0,0,0,0,Q560,R. F. WAGNER SEC SCL ARTS & TECH-Q,601,620,-19,97,604,-3,100,7,Some
24,Q891,R. F. WAGNER SEC SCL ARTS & TECH-Q,0,0,0,0,0,0,0,Q988,ALTERNATIVE LEARNING CENTER - QUEENS,,,0,,,0,,0,Some
25,Q426,JOHN BOWNE FARM - QUEENS,0,0,0,0,0,0,0,Q425,JOHN BOWNE HS - QUEENS            ,0,,0,,0,0,,0,Some
25,Q425,JOHN BOWNE HS - QUEENS,3660,2891,769,127,2759,901,133,Q425,JOHN BOWNE HS - QUEENS            ,3660,2891,769,127,2759,901,133,30,Some
25,Q425,JOHN BOWNE HS - QUEENS,0,0,0,0,0,0,0,QG05,UFT USE - Q                       ,,,0,,,0,,0,Some
25,Q425,JOHN BOWNE HS - QUEENS,0,0,0,0,0,0,0,QG16,R.O.T.C - QUEENS                  ,,,0,,,0,,0,Some
