QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Address,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Total Units,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Year Built,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
4-06484-0002,"138 40 JEWEL AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,90,1950,76796,850000,11.07,2200000,28.6,4-06684-0002,"147 09 75 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,116,1951,96572,1069329,11.07,2770000,28.7,0.75,4-06691-0001,"79 05 147 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,51,1948,39558,448824,11.35,1160000,29.3,1.1
4-06485-0003,"68 09 138 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,312,1950,264380,2926700,11.07,7580000,28.7,4-06684-0002,"147 09 75 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,116,1951,96572,1069329,11.07,2770000,28.7,0.7,4-06691-0001,"79 05 147 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,51,1948,39558,448824,11.35,1160000,29.3,1
4-06493-0003,"135 01 JEWEL AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,176,1950,161378,1936540,12,5440000,33.7,4-06672-0057,"79 11 146 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C1-WALK-UP,47,1956,21583,414390,19.2,1550000,72,1.05,4-06672-0058,"79 04 147 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,45,1948,33921,417481,12.31,1170000,34.5,1.05
4-06494-0003,"69 42 JEWEL AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,280,1950,227464,2957035,13,9210000,40.5,4-06793-0126,"154 02 71 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,180,1952,147558,1923050,13.03,5990000,40.6,0.85,4-07452-0033,"201 01
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,14,1948,12785,170648,13.35,531000,41.5,3.05
4-06527-0050,"144 55 MELBOURNE AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,D4-ELEVATOR,106,1954,115212,0,0,5720000,49.6,4-06636-0001,"135 10 GRAND CENTRAL PARK
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D1-ELEVATOR,181,1952,125164,1769186,14.13,5510000,44,1.3,4-05185-0037,"140 70 ASH AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,47,1932,38911,579000,14.88,1960000,50,1.45
4-06527-0052,"144 75 MELBOURNE AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,D4-ELEVATOR,134,1954,115212,1534625,13.32,4780000,41.5,4-05146-0001,"45 15 COLDEN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,148,1963,131187,1747887,13.32,5440000,41.5,1.1,4-05145-0024,"44 15 COLDEN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,138,1963,119818,1657994,13.84,5160000,43.1,1.2
4-06537-0028,"149 24 MELBOURNE AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,172,1951,140736,1557950,11.07,4040000,28.7,4-06684-0002,"147 09 75 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,116,1951,96572,1069329,11.07,2770000,28.7,0.65,4-06691-0001,"79 05 147 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,51,1948,39558,448824,11.35,1160000,29.3,1.05
4-06540-0003,"150 10 MELBOURNE AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,266,1951,218100,2685000,12.31,7540000,34.6,4-06672-0058,"79 04 147 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,45,1948,33921,417481,12.31,1170000,34.5,1,4-06683-0017,"147 42 75 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,48,1950,38908,503268,12.93,1570000,40.4,0.55
4-06542-0003,"69 18 MELBOURNE AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,244,1951,199464,2208100,11.07,5720000,28.7,4-06684-0002,"147 09 75 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,116,1951,96572,1069329,11.07,2770000,28.7,0.6,4-06691-0001,"79 05 147 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,51,1948,39558,448824,11.35,1160000,29.3,0.95
4-06574-0002,"69 51 136 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,24,1949,20920,231590,11.07,600000,28.7,4-06684-0002,"147 09 75 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,116,1951,96572,1069329,11.07,2770000,28.7,0.65,4-06691-0001,"79 05 147 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,51,1948,39558,448824,11.35,1160000,29.3,0.95
4-06574-0005,"69 68 137 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,16,1949,14140,156530,11.07,406000,28.7,4-06684-0002,"147 09 75 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,116,1951,96572,1069329,11.07,2770000,28.7,0.65,4-06672-0057,"79 11 146 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C1-WALK-UP,47,1956,21583,414390,19.2,1550000,72,0.9
4-06574-0016,"69 98 137 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,24,1949,20920,231600,11.07,600000,28.7,4-06684-0002,"147 09 75 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,116,1951,96572,1069329,11.07,2770000,28.7,0.65,4-06691-0001,"79 05 147 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,51,1948,39558,448824,11.35,1160000,29.3,0.95
4-06574-0030,"69 81 136 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,18,1949,16940,187525,11.07,486000,28.7,4-06684-0002,"147 09 75 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,116,1951,96572,1069329,11.07,2770000,28.7,0.65,4-06691-0001,"79 05 147 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,51,1948,39558,448824,11.35,1160000,29.3,0.95
4-06587-0006,"135 12 77 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,174,1937,130440,1663110,12.75,5180000,39.7,4-06021-0029,"198 39 JORDAN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C1-WALK-UP,42,1924,36000,459036,12.75,1430000,39.7,3.85,4-06077-0007,"34 06 JORDAN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C1-WALK-UP,50,1931,40800,528028,12.94,1480000,36.3,3.7
4-06607-0001,"138 10 77 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,132,1937,107884,1195350,11.08,3100000,28.7,4-06684-0002,"147 09 75 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,116,1951,96572,1069329,11.07,2770000,28.7,0.4,4-06691-0001,"79 05 147 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,51,1948,39558,448824,11.35,1160000,29.3,0.4
4-06609-0007,"138 06 78 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,64,1937,54136,668580,12.35,1880000,34.7,4-06683-0036,"147 15 75 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,36,1951,28690,354437,12.35,996000,34.7,0.45,4-06825-0001,"158 05 76 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,20,1952,15528,200503,12.91,624000,40.2,0.75
4-06628-0001,"141 04 77 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,56,1937,44135,571106,12.94,1780000,40.3,4-06077-0007,"34 06 JORDAN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C1-WALK-UP,50,1931,40800,528028,12.94,1480000,36.3,3.5,4-05417-0029,"43 11 159 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,16,1927,15300,184997,12.09,520000,34,2.65
4-06630-0015,"141 33 78 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,60,1949,45750,633640,13.85,1970000,43.1,4-05124-0002,"134 17 CHERRY AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,75,1949,58368,832447,14.26,2590000,44.4,2.3,4-05421-0036,"43 06 164 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,19,1928,15263,204057,13.37,635000,41.6,2.75
4-06630-0030,"77 30 MAIN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,45,1949,34329,442850,12.9,1380000,40.2,4-06021-0029,"198 39 JORDAN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C1-WALK-UP,42,1924,36000,459036,12.75,1430000,39.7,3.75,4-05391-0026,"160 10 SANFORD AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,16,1926,13175,170000,12.9,529000,40.2,2.85
4-06631-0001,"141 24 78 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,181,1940,151869,1924180,12.67,5990000,39.4,4-05210-0007,"46 06 BOWNE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,20,1931,15750,235305,14.94,796000,51,2.2,4-05307-0006,"189 15 37 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,18,1932,19160,234390,12.23,659000,34.4,3.3
4-06632-0001,"141 48 78 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,180,1940,151869,1875915,12.35,5270000,34.7,4-05307-0006,"189 15 37 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,18,1932,19160,234390,12.23,659000,34.4,3.35,4-05385-0003,"42 45 155 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,16,1926,12920,160890,12.45,452000,35,2.9
4-06633-0001,"141 02 79 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,181,1940,151869,1883175,12.4,5290000,34.8,4-05422-0054,"43 24 165 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,16,1927,13281,164916,12.42,463000,34.9,2.85,4-05422-0056,"43 26 165 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,16,1927,12500,151452,12.12,426000,34.1,2.85
4-06656-0063,"70 04 KISSENA BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,248,1952,225968,2802000,12.4,7870000,34.8,4-05422-0054,"43 24 165 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,16,1927,13281,164916,12.42,463000,34.9,2,4-05391-0026,"160 10 SANFORD AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,16,1926,13175,170000,12.9,529000,40.2,2.05
4-06658-0039,"144 36 71 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,26,1949,23880,308000,12.9,959000,40.2,4-06021-0029,"198 39 JORDAN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C1-WALK-UP,42,1924,36000,459036,12.75,1430000,39.7,3.25,4-05391-0026,"160 10 SANFORD AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,16,1926,13175,170000,12.9,529000,40.2,2.35
4-06659-0021,"144 42 71 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,56,1949,51915,643745,12.4,1810000,34.9,4-06277-0002,"42 11 CORPORAL KENNEDY ST
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,219,1951,208345,2574475,12.36,7230000,34.7,3.4,4-06077-0007,"34 06 JORDAN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C1-WALK-UP,50,1931,40800,528028,12.94,1480000,36.3,3.1
4-06660-0040,"144 16 VLEIGH PLACE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,26,1949,23936,295600,12.35,831000,34.7,4-06277-0002,"42 11 CORPORAL KENNEDY ST
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,219,1951,208345,2574475,12.36,7230000,34.7,3.45,4-06021-0029,"198 39 JORDAN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C1-WALK-UP,42,1924,36000,459036,12.75,1430000,39.7,3.35
4-06668-0028,"144 11 77 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,26,1948,23712,293000,12.36,823000,34.7,4-06277-0002,"42 11 CORPORAL KENNEDY ST
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,219,1951,208345,2574475,12.36,7230000,34.7,3.6,4-06021-0029,"198 39 JORDAN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C1-WALK-UP,42,1924,36000,459036,12.75,1430000,39.7,3.6
4-06669-0007,"144 04 77 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,36,1948,40480,500330,12.36,1410000,34.8,4-06277-0002,"42 11 CORPORAL KENNEDY ST
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,219,1951,208345,2574475,12.36,7230000,34.7,3.65,4-06021-0029,"198 39 JORDAN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C1-WALK-UP,42,1924,36000,459036,12.75,1430000,39.7,3.65
4-06669-0027,"144 34 77 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,27,1948,31860,392515,12.32,1100000,34.5,4-06672-0058,"79 04 147 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,45,1948,33921,417481,12.31,1170000,34.5,0.15,4-06793-0126,"154 02 71 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,180,1952,147558,1923050,13.03,5990000,40.6,0.65
4-06670-0001,"78 11 MAIN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,150,1949,110298,1364390,12.37,3830000,34.7,4-06672-0058,"79 04 147 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,45,1948,33921,417481,12.31,1170000,34.5,0.1,4-06793-0126,"154 02 71 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,180,1952,147558,1923050,13.03,5990000,40.6,0.65
4-06671-0001,"78 37 MAIN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,150,1949,110298,1357770,12.31,3820000,34.6,4-06672-0058,"79 04 147 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,45,1948,33921,417481,12.31,1170000,34.5,0.05,4-06793-0126,"154 02 71 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,180,1952,147558,1923050,13.03,5990000,40.6,0.7
4-06676-0019,"147 37 71 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,11,1949,6000,84500,14.08,263000,43.8,4-06595-0032,"139 06 JEWEL AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,24,1949,20920,294887,14.1,918000,43.9,0.35,4-06595-0010,"137 02 JEWEL AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,24,1949,20920,294887,14.1,918000,43.9,0.35
4-06676-0020,"147 03 71 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,24,1948,21600,290550,13.45,905000,41.9,4-06793-0126,"154 02 71 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,180,1952,147558,1923050,13.03,5990000,40.6,0.35,4-06595-0032,"139 06 JEWEL AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,24,1949,20920,294887,14.1,918000,43.9,0.35
4-06677-0001,"71 01 150 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,100,1949,92296,1024485,11.1,2880000,31.2,4-06672-0057,"79 11 146 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C1-WALK-UP,47,1956,21583,414390,19.2,1550000,72,0.7,4-06691-0001,"79 05 147 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,51,1948,39558,448824,11.35,1160000,29.3,0.7
4-06678-0001,"71 27 147 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,100,1949,92296,1024500,11.1,2650000,28.7,4-06684-0002,"147 09 75 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,116,1951,96572,1069329,11.07,2770000,28.7,0.3,4-06691-0001,"79 05 147 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,51,1948,39558,448824,11.35,1160000,29.3,0.65
4-06679-0001,"147 04 72 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,69,1949,42204,595000,14.1,1850000,43.8,4-06595-0010,"137 02 JEWEL AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,24,1949,20920,294887,14.1,918000,43.9,0.45,4-06595-0032,"139 06 JEWEL AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,24,1949,20920,294887,14.1,918000,43.9,0.45
4-06690-0001,"78 31 147 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C6-WALK-UP,60,1949,43345,533580,12.31,1500000,34.6,4-06672-0058,"79 04 147 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,45,1948,33921,417481,12.31,1170000,34.5,0.1,4-06683-0036,"147 15 75 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,36,1951,28690,354437,12.35,996000,34.7,0.35
4-06690-0016,"149 05 79 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,D4-ELEVATOR,182,1955,178650,2340315,13.1,7290000,40.8,4-05182-0044,"140 37 ASH AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,126,1950,104000,1360910,13.09,4240000,40.8,2.55,4-05146-0001,"45 15 COLDEN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,148,1963,131187,1747887,13.32,5440000,41.5,2.15
4-06698-0040,"150 10 71 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,D4-ELEVATOR,536,1952,466368,5796950,12.43,16300000,35,4-05053-0011,"147 25 SANFORD AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,90,1963,76649,952948,12.43,2680000,35,2.2,4-05101-0061,"132 25 MAPLE AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,180,1957,161520,2049773,12.69,6380000,39.5,1.95
4-06711-0027,"150 15 79 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,D4-ELEVATOR,75,1965,80200,911890,11.37,2360000,29.4,4-05146-0036,"37 60 45 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,256,1955,261919,2978158,11.37,7720000,29.5,2.15,4-05013-0031,"37 04 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,42,1957,43000,480758,11.18,1140000,26.5,3
4-06715-0002,"81 26 150 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",HILLCREST,C6-WALK-UP,685,1947,704500,9158500,13,28500000,40.5,4-06793-0126,"154 02 71 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,180,1952,147558,1923050,13.03,5990000,40.6,0.8,4-05101-0022,"132 40 SANFORD AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,94,1962,83830,1117186,13.33,3480000,41.5,2.75
4-06789-0015,"161 08 JEWEL AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,D4-ELEVATOR,383,1954,363265,5514362,15.18,18600000,51,4-07117-0003,"188 02 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FRESH MEADOWS,D9-ELEVATOR,1201,1947,1228778,21217873,17.27,79300000,65,1.35,4-05137-0005,"43 23 COLDEN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D7-ELEVATOR,322,1965,317305,5330568,16.8,18000000,57,1.75
4-06790-0001,"158 09 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,D4-ELEVATOR,793,1954,749142,11993935,16.01,40600000,54,4-03155-0027,"98 01 67 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,286,1959,275197,4351703,15.81,14700000,53,2.6,4-05137-0005,"43 23 COLDEN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D7-ELEVATOR,322,1965,317305,5330568,16.8,18000000,57,1.55
4-06791-0001,"61 11 160 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,D4-ELEVATOR,362,1954,394644,6314300,16,21300000,54,4-03155-0027,"98 01 67 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,286,1959,275197,4351703,15.81,14700000,53,2.7,4-05137-0005,"43 23 COLDEN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D7-ELEVATOR,322,1965,317305,5330568,16.8,18000000,57,1.55
4-06791-0025,"61 15 160 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,D4-ELEVATOR,184,1966,236984,3791740,16,12800000,54,4-03155-0027,"98 01 67 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,286,1959,275197,4351703,15.81,14700000,53,2.7,4-05137-0005,"43 23 COLDEN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D7-ELEVATOR,322,1965,317305,5330568,16.8,18000000,57,1.55
