District,Grade,Year,Category,Number Tested,Mean Scale Score,Level 1 #,Level 1 %,Level 2 #,Level 2 %,Level 3 #,Level 3 %,Level 4 #,Level 4 %,Level 3+4 #,Level 3+4 %
12,3,2009,Asian,29,667,2,6.9%,3,10.3%,23,79.3%,1,3.4%,24,82.8%
12,3,2009,Black,513,651,52,10.1%,181,35.3%,269,52.4%,11,2.1%,280,54.6%
12,3,2009,Hispanic,1187,652,125,10.5%,401,33.8%,612,51.6%,49,4.1%,661,55.7%
12,3,2009,White,16,667,1,6.3%,3,18.8%,10,62.5%,2,12.5%,12,75%
12,4,2009,Asian,24,660,0,0%,9,37.5%,14,58.3%,1,4.2%,15,62.5%
12,4,2009,Black,509,649,47,9.2%,192,37.7%,264,51.9%,6,1.2%,270,53%
12,4,2009,Hispanic,1150,650,115,10%,389,33.8%,630,54.8%,16,1.4%,646,56.2%
12,4,2009,White,10,644,1,10%,5,50%,4,40%,0,0%,4,40%
12,5,2009,Asian,33,664,0,0%,8,24.2%,23,69.7%,2,6.1%,25,75.8%
12,5,2009,Black,542,656,14,2.6%,182,33.6%,336,62%,10,1.8%,346,63.8%
12,5,2009,Hispanic,1154,657,17,1.5%,416,36%,692,60%,29,2.5%,721,62.5%
12,5,2009,White,11,655,0,0%,5,45.5%,6,54.5%,0,0%,6,54.5%
12,6,2009,Asian,26,658,0,0%,10,38.5%,16,61.5%,0,0%,16,61.5%
12,6,2009,Black,547,654,3,0.5%,213,38.9%,329,60.1%,2,0.4%,331,60.5%
12,6,2009,Hispanic,1068,653,5,0.5%,432,40.4%,616,57.7%,15,1.4%,631,59.1%
12,6,2009,White,14,656,0,0%,4,28.6%,10,71.4%,0,0%,10,71.4%
12,7,2009,Asian,32,657,1,3.1%,8,25%,23,71.9%,0,0%,23,71.9%
12,7,2009,Black,460,651,8,1.7%,188,40.9%,259,56.3%,5,1.1%,264,57.4%
12,7,2009,Hispanic,1084,650,17,1.6%,485,44.7%,573,52.9%,9,0.8%,582,53.7%
12,7,2009,White,14,635,2,14.3%,4,28.6%,8,57.1%,0,0%,8,57.1%
12,8,2009,Asian,21,659,1,4.8%,9,42.9%,10,47.6%,1,4.8%,11,52.4%
12,8,2009,Black,526,645,14,2.7%,289,54.9%,220,41.8%,3,0.6%,223,42.4%
12,8,2009,Hispanic,1103,643,44,4%,588,53.3%,465,42.2%,6,0.5%,471,42.7%
12,8,2009,White,11,636,2,18.2%,3,27.3%,6,54.5%,0,0%,6,54.5%
12,All Grades,2009,Asian,165,661,4,2.4%,47,28.5%,109,66.1%,5,3%,114,69.1%
12,All Grades,2009,Black,3097,651,138,4.5%,1245,40.2%,1677,54.1%,37,1.2%,1714,55.3%
12,All Grades,2009,Hispanic,6746,651,323,4.8%,2711,40.2%,3588,53.2%,124,1.8%,3712,55%
12,All Grades,2009,White,76,650,6,7.9%,24,31.6%,44,57.9%,2,2.6%,46,60.5%
13,3,2009,Asian,40,672,1,2.5%,9,22.5%,24,60%,6,15%,30,75%
13,3,2009,Black,802,661,51,6.4%,215,26.8%,488,60.8%,48,6%,536,66.8%
13,3,2009,Hispanic,191,659,15,7.9%,60,31.4%,105,55%,11,5.8%,116,60.7%
13,3,2009,White,56,692,4,7.1%,7,12.5%,26,46.4%,19,33.9%,45,80.4%
13,4,2009,Asian,40,680,0,0%,8,20%,29,72.5%,3,7.5%,32,80%
13,4,2009,Black,827,664,31,3.7%,218,26.4%,544,65.8%,34,4.1%,578,69.9%
13,4,2009,Hispanic,194,653,10,5.2%,68,35.1%,112,57.7%,4,2.1%,116,59.8%
13,4,2009,White,33,690,1,3%,1,3%,26,78.8%,5,15.2%,31,93.9%
13,5,2009,Asian,23,699,0,0%,3,13%,14,60.9%,6,26.1%,20,87%
13,5,2009,Black,773,664,3,0.4%,210,27.2%,522,67.5%,38,4.9%,560,72.4%
13,5,2009,Hispanic,170,666,1,0.6%,51,30%,105,61.8%,13,7.6%,118,69.4%
13,5,2009,White,25,688,1,4%,2,8%,16,64%,6,24%,22,88%
13,6,2009,Asian,15,667,0,0%,1,6.7%,13,86.7%,1,6.7%,14,93.3%
13,6,2009,Black,760,655,2,0.3%,281,37%,464,61.1%,13,1.7%,477,62.8%
13,6,2009,Hispanic,180,656,1,0.6%,58,32.2%,115,63.9%,6,3.3%,121,67.2%
13,6,2009,White,12,662,0,0%,2,16.7%,9,75%,1,8.3%,10,83.3%
13,7,2009,Asian,14,649,0,0%,7,50%,7,50%,0,0%,7,50%
13,7,2009,Black,755,657,3,0.4%,231,30.6%,511,67.7%,10,1.3%,521,69%
13,7,2009,Hispanic,134,654,1,0.7%,48,35.8%,85,63.4%,0,0%,85,63.4%
13,7,2009,White,17,659,0,0%,4,23.5%,12,70.6%,1,5.9%,13,76.5%
13,8,2009,Asian,32,640,2,6.3%,17,53.1%,13,40.6%,0,0%,13,40.6%
13,8,2009,Black,891,649,17,1.9%,419,47%,451,50.6%,4,0.4%,455,51.1%
13,8,2009,Hispanic,183,647,7,3.8%,84,45.9%,91,49.7%,1,0.5%,92,50.3%
13,8,2009,White,13,651,0,0%,4,30.8%,9,69.2%,0,0%,9,69.2%
13,All Grades,2009,Asian,164,669,3,1.8%,45,27.4%,100,61%,16,9.8%,116,70.7%
13,All Grades,2009,Black,4808,658,107,2.2%,1574,32.7%,2980,62%,147,3.1%,3127,65%
13,All Grades,2009,Hispanic,1052,656,35,3.3%,369,35.1%,613,58.3%,35,3.3%,648,61.6%
13,All Grades,2009,White,156,681,6,3.8%,20,12.8%,98,62.8%,32,20.5%,130,83.3%
14,3,2009,Asian,37,691,0,0%,6,16.2%,20,54.1%,11,29.7%,31,83.8%
14,3,2009,Black,234,659,16,6.8%,80,34.2%,120,51.3%,18,7.7%,138,59%
14,3,2009,Hispanic,874,659,63,7.2%,243,27.8%,520,59.5%,48,5.5%,568,65%
14,3,2009,White,162,684,2,1.2%,16,9.9%,112,69.1%,32,19.8%,144,88.9%
14,4,2009,Asian,55,691,1,1.8%,3,5.5%,45,81.8%,6,10.9%,51,92.7%
14,4,2009,Black,229,655,17,7.4%,88,38.4%,116,50.7%,8,3.5%,124,54.1%
14,4,2009,Hispanic,860,658,49,5.7%,241,28%,546,63.5%,24,2.8%,570,66.3%
14,4,2009,White,114,681,2,1.8%,16,14%,81,71.1%,15,13.2%,96,84.2%
14,5,2009,Asian,42,686,1,2.4%,1,2.4%,32,76.2%,8,19%,40,95.2%
14,5,2009,Black,229,661,5,2.2%,69,30.1%,142,62%,13,5.7%,155,67.7%
14,5,2009,Hispanic,861,667,11,1.3%,220,25.6%,559,64.9%,71,8.2%,630,73.2%
14,5,2009,White,127,696,0,0%,10,7.9%,75,59.1%,42,33.1%,117,92.1%
14,6,2009,Asian,52,681,0,0%,9,17.3%,34,65.4%,9,17.3%,43,82.7%
14,6,2009,Black,278,657,0,0%,99,35.6%,172,61.9%,7,2.5%,179,64.4%
14,6,2009,Hispanic,846,657,3,0.4%,271,32%,548,64.8%,24,2.8%,572,67.6%
14,6,2009,White,123,678,0,0%,11,8.9%,92,74.8%,20,16.3%,112,91.1%
14,7,2009,Asian,39,673,1,2.6%,2,5.1%,33,84.6%,3,7.7%,36,92.3%
14,7,2009,Black,259,655,1,0.4%,95,36.7%,159,61.4%,4,1.5%,163,62.9%
14,7,2009,Hispanic,898,657,5,0.6%,277,30.8%,605,67.4%,11,1.2%,616,68.6%
14,7,2009,White,158,671,0,0%,15,9.5%,134,84.8%,9,5.7%,143,90.5%
14,8,2009,Asian,42,663,4,9.5%,9,21.4%,25,59.5%,4,9.5%,29,69%
14,8,2009,Black,287,644,9,3.1%,159,55.4%,119,41.5%,0,0%,119,41.5%
14,8,2009,Hispanic,966,649,26,2.7%,447,46.3%,482,49.9%,11,1.1%,493,51%
14,8,2009,White,114,666,0,0%,21,18.4%,90,78.9%,3,2.6%,93,81.6%
14,All Grades,2009,Asian,267,681,7,2.6%,30,11.2%,189,70.8%,41,15.4%,230,86.1%
14,All Grades,2009,Black,1516,655,48,3.2%,590,38.9%,828,54.6%,50,3.3%,878,57.9%
14,All Grades,2009,Hispanic,5305,658,157,3%,1699,32%,3260,61.5%,189,3.6%,3449,65%
14,All Grades,2009,White,798,680,4,0.5%,89,11.2%,584,73.2%,121,15.2%,705,88.3%
15,3,2009,Asian,339,677,5,1.5%,50,14.7%,246,72.6%,38,11.2%,284,83.8%
15,3,2009,Black,306,666,15,4.9%,71,23.2%,195,63.7%,25,8.2%,220,71.9%
15,3,2009,Hispanic,1017,659,62,6.1%,319,31.4%,593,58.3%,43,4.2%,636,62.5%
15,3,2009,White,554,692,3,0.5%,45,8.1%,364,65.7%,142,25.6%,506,91.3%
15,4,2009,Asian,280,675,6,2.1%,40,14.3%,210,75%,24,8.6%,234,83.6%
15,4,2009,Black,304,666,15,4.9%,63,20.7%,215,70.7%,11,3.6%,226,74.3%
15,4,2009,Hispanic,1018,658,68,6.7%,311,30.6%,611,60%,28,2.8%,639,62.8%
15,4,2009,White,493,692,6,1.2%,31,6.3%,354,71.8%,102,20.7%,456,92.5%
15,5,2009,Asian,289,678,1,0.3%,49,17%,188,65.1%,51,17.6%,239,82.7%
15,5,2009,Black,326,676,1,0.3%,61,18.7%,217,66.6%,47,14.4%,264,81%
15,5,2009,Hispanic,1024,668,11,1.1%,240,23.4%,691,67.5%,82,8%,773,75.5%
15,5,2009,White,458,700,3,0.7%,33,7.2%,260,56.8%,162,35.4%,422,92.1%
15,6,2009,Asian,169,672,0,0%,21,12.4%,126,74.6%,22,13%,148,87.6%
15,6,2009,Black,311,664,0,0%,74,23.8%,217,69.8%,20,6.4%,237,76.2%
15,6,2009,Hispanic,791,658,2,0.3%,228,28.8%,539,68.1%,22,2.8%,561,70.9%
15,6,2009,White,332,679,0,0%,31,9.3%,243,73.2%,58,17.5%,301,90.7%
15,7,2009,Asian,152,672,1,0.7%,16,10.5%,118,77.6%,17,11.2%,135,88.8%
15,7,2009,Black,341,662,1,0.3%,87,25.5%,241,70.7%,12,3.5%,253,74.2%
15,7,2009,Hispanic,822,658,4,0.5%,237,28.8%,558,67.9%,23,2.8%,581,70.7%
15,7,2009,White,281,684,0,0%,23,8.2%,205,73%,53,18.9%,258,91.8%
15,8,2009,Asian,150,669,1,0.7%,31,20.7%,107,71.3%,11,7.3%,118,78.7%
15,8,2009,Black,371,655,5,1.3%,147,39.6%,212,57.1%,7,1.9%,219,59%
15,8,2009,Hispanic,813,652,26,3.2%,315,38.7%,456,56.1%,16,2%,472,58.1%
15,8,2009,White,260,676,3,1.2%,46,17.7%,176,67.7%,35,13.5%,211,81.2%
15,All Grades,2009,Asian,1379,675,14,1%,207,15%,995,72.2%,163,11.8%,1158,84%
15,All Grades,2009,Black,1959,664,37,1.9%,503,25.7%,1297,66.2%,122,6.2%,1419,72.4%
15,All Grades,2009,Hispanic,5485,659,173,3.2%,1650,30.1%,3448,62.9%,214,3.9%,3662,66.8%
15,All Grades,2009,White,2378,689,15,0.6%,209,8.8%,1602,67.4%,552,23.2%,2154,90.6%
16,3,2009,Asian,18,665,2,11.1%,3,16.7%,12,66.7%,1,5.6%,13,72.2%
16,3,2009,Black,651,660,54,8.3%,155,23.8%,413,63.4%,29,4.5%,442,67.9%
16,3,2009,Hispanic,119,659,14,11.8%,37,31.1%,57,47.9%,11,9.2%,68,57.1%
16,3,2009,White,5,s,s,s,s,s,s,s,s,s,s,s
16,4,2009,Asian,7,672,0,0%,1,14.3%,6,85.7%,0,0%,6,85.7%
16,4,2009,Black,711,660,40,5.6%,201,28.3%,452,63.6%,18,2.5%,470,66.1%
16,4,2009,Hispanic,121,652,13,10.7%,38,31.4%,69,57%,1,0.8%,70,57.9%
16,4,2009,White,4,s,s,s,s,s,s,s,s,s,s,s
16,5,2009,Asian,5,s,s,s,s,s,s,s,s,s,s,s
16,5,2009,Black,669,667,6,0.9%,159,23.8%,456,68.2%,48,7.2%,504,75.3%
16,5,2009,Hispanic,114,658,4,3.5%,35,30.7%,72,63.2%,3,2.6%,75,65.8%
16,5,2009,White,4,s,s,s,s,s,s,s,s,s,s,s
16,6,2009,Asian,5,s,s,s,s,s,s,s,s,s,s,s
16,6,2009,Black,501,654,2,0.4%,190,37.9%,297,59.3%,12,2.4%,309,61.7%
16,6,2009,Hispanic,89,650,1,1.1%,37,41.6%,51,57.3%,0,0%,51,57.3%
16,6,2009,White,3,s,s,s,s,s,s,s,s,s,s,s
16,7,2009,Asian,6,657,0,0%,1,16.7%,5,83.3%,0,0%,5,83.3%
16,7,2009,Black,623,653,3,0.5%,239,38.4%,377,60.5%,4,0.6%,381,61.2%
16,7,2009,Hispanic,105,649,1,1%,46,43.8%,58,55.2%,0,0%,58,55.2%
16,7,2009,White,4,s,s,s,s,s,s,s,s,s,s,s
16,8,2009,Asian,10,633,1,10%,8,80%,1,10%,0,0%,1,10%
16,8,2009,Black,617,647,17,2.8%,307,49.8%,287,46.5%,6,1%,293,47.5%
16,8,2009,Hispanic,105,642,3,2.9%,62,59%,40,38.1%,0,0%,40,38.1%
16,8,2009,White,6,602,1,16.7%,4,66.7%,1,16.7%,0,0%,1,16.7%
16,All Grades,2009,Asian,51,659,4,7.8%,16,31.4%,29,56.9%,2,3.9%,31,60.8%
16,All Grades,2009,Black,3772,657,122,3.2%,1251,33.2%,2282,60.5%,117,3.1%,2399,63.6%
16,All Grades,2009,Hispanic,653,652,36,5.5%,255,39.1%,347,53.1%,15,2.3%,362,55.4%
16,All Grades,2009,White,26,643,2,7.7%,11,42.3%,11,42.3%,2,7.7%,13,50%
17,3,2009,Asian,25,662,6,24%,4,16%,12,48%,3,12%,15,60%
17,3,2009,Black,1565,660,114,7.3%,406,25.9%,946,60.4%,99,6.3%,1045,66.8%
17,3,2009,Hispanic,220,656,20,9.1%,62,28.2%,127,57.7%,11,5%,138,62.7%
17,3,2009,White,28,661,4,14.3%,5,17.9%,16,57.1%,3,10.7%,19,67.9%
17,4,2009,Asian,11,643,2,18.2%,5,45.5%,4,36.4%,0,0%,4,36.4%
17,4,2009,Black,1593,662,78,4.9%,412,25.9%,1036,65%,67,4.2%,1103,69.2%
17,4,2009,Hispanic,186,651,19,10.2%,59,31.7%,106,57%,2,1.1%,108,58.1%
17,4,2009,White,21,654,2,9.5%,5,23.8%,14,66.7%,0,0%,14,66.7%
17,5,2009,Asian,15,660,0,0%,3,20%,11,73.3%,1,6.7%,12,80%
17,5,2009,Black,1579,664,10,0.6%,461,29.2%,1026,65%,82,5.2%,1108,70.2%
17,5,2009,Hispanic,178,662,6,3.4%,53,29.8%,109,61.2%,10,5.6%,119,66.9%
17,5,2009,White,14,667,0,0%,5,35.7%,8,57.1%,1,7.1%,9,64.3%
17,6,2009,Asian,14,670,0,0%,4,28.6%,9,64.3%,1,7.1%,10,71.4%
17,6,2009,Black,1614,657,5,0.3%,487,30.2%,1085,67.2%,37,2.3%,1122,69.5%
17,6,2009,Hispanic,176,654,1,0.6%,71,40.3%,99,56.3%,5,2.8%,104,59.1%
17,6,2009,White,15,652,0,0%,4,26.7%,11,73.3%,0,0%,11,73.3%
17,7,2009,Asian,13,636,1,7.7%,6,46.2%,6,46.2%,0,0%,6,46.2%
17,7,2009,Black,1675,656,7,0.4%,574,34.3%,1069,63.8%,25,1.5%,1094,65.3%
17,7,2009,Hispanic,176,655,2,1.1%,65,36.9%,107,60.8%,2,1.1%,109,61.9%
17,7,2009,White,10,644,1,10%,5,50%,4,40%,0,0%,4,40%
17,8,2009,Asian,18,646,2,11.1%,6,33.3%,10,55.6%,0,0%,10,55.6%
17,8,2009,Black,1748,647,51,2.9%,849,48.6%,834,47.7%,14,0.8%,848,48.5%
17,8,2009,Hispanic,179,642,8,4.5%,97,54.2%,74,41.3%,0,0%,74,41.3%
17,8,2009,White,19,626,2,10.5%,9,47.4%,8,42.1%,0,0%,8,42.1%
17,All Grades,2009,Asian,96,654,11,11.5%,28,29.2%,52,54.2%,5,5.2%,57,59.4%
17,All Grades,2009,Black,9774,657,265,2.7%,3189,32.6%,5996,61.3%,324,3.3%,6320,64.7%
17,All Grades,2009,Hispanic,1115,653,56,5%,407,36.5%,622,55.8%,30,2.7%,652,58.5%
17,All Grades,2009,White,107,651,9,8.4%,33,30.8%,61,57%,4,3.7%,65,60.7%
18,3,2009,Asian,18,668,0,0%,5,27.8%,12,66.7%,1,5.6%,13,72.2%
18,3,2009,Black,1568,662,93,5.9%,395,25.2%,985,62.8%,95,6.1%,1080,68.9%
18,3,2009,Hispanic,95,656,7,7.4%,30,31.6%,54,56.8%,4,4.2%,58,61.1%
18,3,2009,White,28,649,3,10.7%,11,39.3%,12,42.9%,2,7.1%,14,50%
18,4,2009,Asian,11,650,0,0%,6,54.5%,5,45.5%,0,0%,5,45.5%
18,4,2009,Black,1571,664,69,4.4%,377,24%,1067,67.9%,58,3.7%,1125,71.6%
18,4,2009,Hispanic,86,661,3,3.5%,29,33.7%,49,57%,5,5.8%,54,62.8%
18,4,2009,White,23,651,5,21.7%,5,21.7%,12,52.2%,1,4.3%,13,56.5%
18,5,2009,Asian,19,676,0,0%,2,10.5%,14,73.7%,3,15.8%,17,89.5%
18,5,2009,Black,1546,666,6,0.4%,393,25.4%,1040,67.3%,107,6.9%,1147,74.2%
18,5,2009,Hispanic,90,663,0,0%,27,30%,58,64.4%,5,5.6%,63,70%
18,5,2009,White,16,644,1,6.3%,9,56.3%,6,37.5%,0,0%,6,37.5%
18,6,2009,Asian,16,665,0,0%,5,31.3%,10,62.5%,1,6.3%,11,68.8%
18,6,2009,Black,1161,658,0,0%,383,33%,738,63.6%,40,3.4%,778,67%
18,6,2009,Hispanic,69,660,0,0%,19,27.5%,48,69.6%,2,2.9%,50,72.5%
18,6,2009,White,15,645,0,0%,10,66.7%,5,33.3%,0,0%,5,33.3%
18,7,2009,Asian,15,655,0,0%,5,33.3%,10,66.7%,0,0%,10,66.7%
18,7,2009,Black,1301,657,7,0.5%,403,31%,866,66.6%,25,1.9%,891,68.5%
18,7,2009,Hispanic,93,657,0,0%,37,39.8%,54,58.1%,2,2.2%,56,60.2%
18,7,2009,White,13,652,0,0%,6,46.2%,7,53.8%,0,0%,7,53.8%
18,8,2009,Asian,20,663,0,0%,5,25%,14,70%,1,5%,15,75%
18,8,2009,Black,1302,650,28,2.2%,592,45.5%,662,50.8%,20,1.5%,682,52.4%
18,8,2009,Hispanic,83,646,3,3.6%,42,50.6%,37,44.6%,1,1.2%,38,45.8%
18,8,2009,White,12,638,1,8.3%,6,50%,5,41.7%,0,0%,5,41.7%
18,All Grades,2009,Asian,99,664,0,0%,28,28.3%,65,65.7%,6,6.1%,71,71.7%
18,All Grades,2009,Black,8449,660,203,2.4%,2543,30.1%,5358,63.4%,345,4.1%,5703,67.5%
18,All Grades,2009,Hispanic,516,657,13,2.5%,184,35.7%,300,58.1%,19,3.7%,319,61.8%
18,All Grades,2009,White,107,647,10,9.3%,47,43.9%,47,43.9%,3,2.8%,50,46.7%
19,3,2009,Asian,148,671,6,4.1%,21,14.2%,109,73.6%,12,8.1%,121,81.8%
19,3,2009,Black,1165,657,71,6.1%,377,32.4%,675,57.9%,42,3.6%,717,61.5%
19,3,2009,Hispanic,794,658,50,6.3%,232,29.2%,478,60.2%,34,4.3%,512,64.5%
19,3,2009,White,33,650,9,27.3%,6,18.2%,15,45.5%,3,9.1%,18,54.5%
19,4,2009,Asian,167,672,5,3%,29,17.4%,125,74.9%,8,4.8%,133,79.6%
19,4,2009,Black,1099,654,80,7.3%,368,33.5%,624,56.8%,27,2.5%,651,59.2%
19,4,2009,Hispanic,848,653,63,7.4%,283,33.4%,490,57.8%,12,1.4%,502,59.2%
19,4,2009,White,19,655,0,0%,10,52.6%,9,47.4%,0,0%,9,47.4%
19,5,2009,Asian,114,669,1,0.9%,25,21.9%,81,71.1%,7,6.1%,88,77.2%
19,5,2009,Black,1157,660,12,1%,370,32%,729,63%,46,4%,775,67%
19,5,2009,Hispanic,804,660,8,1%,274,34.1%,482,60%,40,5%,522,64.9%
19,5,2009,White,22,654,0,0%,12,54.5%,10,45.5%,0,0%,10,45.5%
19,6,2009,Asian,93,668,0,0%,14,15.1%,73,78.5%,6,6.5%,79,84.9%
19,6,2009,Black,1037,656,2,0.2%,347,33.5%,666,64.2%,22,2.1%,688,66.3%
19,6,2009,Hispanic,721,655,5,0.7%,249,34.5%,443,61.4%,24,3.3%,467,64.8%
19,6,2009,White,17,656,0,0%,7,41.2%,9,52.9%,1,5.9%,10,58.8%
19,7,2009,Asian,94,660,0,0%,33,35.1%,58,61.7%,3,3.2%,61,64.9%
19,7,2009,Black,1032,651,13,1.3%,420,40.7%,594,57.6%,5,0.5%,599,58%
19,7,2009,Hispanic,759,653,8,1.1%,304,40.1%,445,58.6%,2,0.3%,447,58.9%
19,7,2009,White,31,651,0,0%,16,51.6%,15,48.4%,0,0%,15,48.4%
19,8,2009,Asian,88,656,0,0%,33,37.5%,52,59.1%,3,3.4%,55,62.5%
19,8,2009,Black,1098,645,35,3.2%,584,53.2%,469,42.7%,10,0.9%,479,43.6%
19,8,2009,Hispanic,743,644,38,5.1%,377,50.7%,321,43.2%,7,0.9%,328,44.1%
19,8,2009,White,19,640,1,5.3%,9,47.4%,9,47.4%,0,0%,9,47.4%
19,All Grades,2009,Asian,704,667,12,1.7%,155,22%,498,70.7%,39,5.5%,537,76.3%
19,All Grades,2009,Black,6588,654,213,3.2%,2466,37.4%,3757,57%,152,2.3%,3909,59.3%
19,All Grades,2009,Hispanic,4669,654,172,3.7%,1719,36.8%,2659,57%,119,2.5%,2778,59.5%
19,All Grades,2009,White,141,651,10,7.1%,60,42.6%,67,47.5%,4,2.8%,71,50.4%
20,3,2009,Asian,1179,677,32,2.7%,159,13.5%,816,69.2%,172,14.6%,988,83.8%
20,3,2009,Black,41,664,2,4.9%,12,29.3%,21,51.2%,6,14.6%,27,65.9%
20,3,2009,Hispanic,732,659,37,5.1%,215,29.4%,446,60.9%,34,4.6%,480,65.6%
20,3,2009,White,928,676,30,3.2%,135,14.5%,632,68.1%,131,14.1%,763,82.2%
20,4,2009,Asian,1167,674,35,3%,183,15.7%,848,72.7%,101,8.7%,949,81.3%
20,4,2009,Black,44,657,5,11.4%,12,27.3%,26,59.1%,1,2.3%,27,61.4%
20,4,2009,Hispanic,694,652,69,9.9%,223,32.1%,389,56.1%,13,1.9%,402,57.9%
20,4,2009,White,923,674,33,3.6%,149,16.1%,659,71.4%,82,8.9%,741,80.3%
20,5,2009,Asian,1130,679,8,0.7%,143,12.7%,797,70.5%,182,16.1%,979,86.6%
20,5,2009,Black,49,666,1,2%,15,30.6%,30,61.2%,3,6.1%,33,67.3%
20,5,2009,Hispanic,650,664,3,0.5%,167,25.7%,443,68.2%,37,5.7%,480,73.8%
20,5,2009,White,934,680,3,0.3%,140,15%,643,68.8%,148,15.8%,791,84.7%
20,6,2009,Asian,1120,669,4,0.4%,173,15.4%,825,73.7%,118,10.5%,943,84.2%
20,6,2009,Black,153,661,0,0%,38,24.8%,110,71.9%,5,3.3%,115,75.2%
20,6,2009,Hispanic,797,657,1,0.1%,268,33.6%,504,63.2%,24,3%,528,66.2%
20,6,2009,White,734,668,2,0.3%,117,15.9%,552,75.2%,63,8.6%,615,83.8%
20,7,2009,Asian,1219,668,20,1.6%,225,18.5%,847,69.5%,127,10.4%,974,79.9%
20,7,2009,Black,224,660,2,0.9%,56,25%,159,71%,7,3.1%,166,74.1%
20,7,2009,Hispanic,777,657,3,0.4%,264,34%,490,63.1%,20,2.6%,510,65.6%
20,7,2009,White,802,670,4,0.5%,138,17.2%,588,73.3%,72,9%,660,82.3%
20,8,2009,Asian,1203,661,63,5.2%,304,25.3%,757,62.9%,79,6.6%,836,69.5%
20,8,2009,Black,193,652,4,2.1%,89,46.1%,98,50.8%,2,1%,100,51.8%
20,8,2009,Hispanic,900,650,22,2.4%,402,44.7%,466,51.8%,10,1.1%,476,52.9%
20,8,2009,White,820,662,21,2.6%,216,26.3%,545,66.5%,38,4.6%,583,71.1%
20,All Grades,2009,Asian,7018,671,162,2.3%,1187,16.9%,4890,69.7%,779,11.1%,5669,80.8%
20,All Grades,2009,Black,704,659,14,2%,222,31.5%,444,63.1%,24,3.4%,468,66.5%
20,All Grades,2009,Hispanic,4550,656,135,3%,1539,33.8%,2738,60.2%,138,3%,2876,63.2%
20,All Grades,2009,White,5141,672,93,1.8%,895,17.4%,3619,70.4%,534,10.4%,4153,80.8%
21,3,2009,Asian,526,680,19,3.6%,67,12.7%,356,67.7%,84,16%,440,83.7%
21,3,2009,Black,231,660,8,3.5%,75,32.5%,135,58.4%,13,5.6%,148,64.1%
21,3,2009,Hispanic,469,657,45,9.6%,111,23.7%,293,62.5%,20,4.3%,313,66.7%
21,3,2009,White,566,679,25,4.4%,71,12.5%,374,66.1%,96,17%,470,83%
21,4,2009,Asian,511,675,15,2.9%,76,14.9%,378,74%,42,8.2%,420,82.2%
21,4,2009,Black,238,649,27,11.3%,87,36.6%,122,51.3%,2,0.8%,124,52.1%
21,4,2009,Hispanic,499,655,43,8.6%,149,29.9%,292,58.5%,15,3%,307,61.5%
21,4,2009,White,621,676,16,2.6%,92,14.8%,458,73.8%,55,8.9%,513,82.6%
21,5,2009,Asian,490,682,5,1%,68,13.9%,317,64.7%,100,20.4%,417,85.1%
21,5,2009,Black,277,655,4,1.4%,115,41.5%,151,54.5%,7,2.5%,158,57%
21,5,2009,Hispanic,431,663,7,1.6%,121,28.1%,276,64%,27,6.3%,303,70.3%
21,5,2009,White,665,677,3,0.5%,104,15.6%,457,68.7%,101,15.2%,558,83.9%
21,6,2009,Asian,770,677,2,0.3%,92,11.9%,538,69.9%,138,17.9%,676,87.8%
21,6,2009,Black,364,664,0,0%,94,25.8%,251,69%,19,5.2%,270,74.2%
21,6,2009,Hispanic,455,659,0,0%,139,30.5%,306,67.3%,10,2.2%,316,69.5%
21,6,2009,White,981,674,0,0%,86,8.8%,749,76.4%,146,14.9%,895,91.2%
21,7,2009,Asian,739,676,4,0.5%,106,14.3%,522,70.6%,107,14.5%,629,85.1%
21,7,2009,Black,369,663,1,0.3%,87,23.6%,268,72.6%,13,3.5%,281,76.2%
21,7,2009,Hispanic,486,659,2,0.4%,147,30.2%,328,67.5%,9,1.9%,337,69.3%
21,7,2009,White,992,676,2,0.2%,109,11%,761,76.7%,120,12.1%,881,88.8%
21,8,2009,Asian,679,667,17,2.5%,136,20%,480,70.7%,46,6.8%,526,77.5%
21,8,2009,Black,418,652,12,2.9%,170,40.7%,230,55%,6,1.4%,236,56.5%
21,8,2009,Hispanic,499,649,14,2.8%,222,44.5%,261,52.3%,2,0.4%,263,52.7%
21,8,2009,White,1049,669,3,0.3%,223,21.3%,751,71.6%,72,6.9%,823,78.5%
21,All Grades,2009,Asian,3715,676,62,1.7%,545,14.7%,2591,69.7%,517,13.9%,3108,83.7%
21,All Grades,2009,Black,1897,657,52,2.7%,628,33.1%,1157,61%,60,3.2%,1217,64.2%
21,All Grades,2009,Hispanic,2839,657,111,3.9%,889,31.3%,1756,61.9%,83,2.9%,1839,64.8%
21,All Grades,2009,White,4874,674,49,1%,685,14.1%,3550,72.8%,590,12.1%,4140,84.9%
22,3,2009,Asian,403,680,8,2%,48,11.9%,284,70.5%,63,15.6%,347,86.1%
22,3,2009,Black,1260,663,63,5%,295,23.4%,829,65.8%,73,5.8%,902,71.6%
22,3,2009,Hispanic,400,667,19,4.8%,91,22.8%,260,65%,30,7.5%,290,72.5%
22,3,2009,White,702,685,18,2.6%,54,7.7%,484,68.9%,146,20.8%,630,89.7%
22,4,2009,Asian,392,674,15,3.8%,69,17.6%,263,67.1%,45,11.5%,308,78.6%
22,4,2009,Black,1298,661,64,4.9%,351,27%,856,65.9%,27,2.1%,883,68%
