Medallion Number,Garage/Agent,Telephone,Cross Streets,Borough,Zip Code,Hours of Operation,Fax #,Website,Languages,Location 1,Location 2
4L39,TUNNEL TAXI MANAGEMENT LLC,718-396-9020,,Queens,11101,24/7,N/A,N/A,"English, Russian","44-07 Vernon Boulevard
Queens, New York 11101
(40.74908717367135, -73.95213874379196)","N/A
"
4L40,TUNNEL TAXI MANAGEMENT LLC,718-396-9020,,Queens,11101,24/7,N/A,N/A,"English, Russian","44-07 Vernon Boulevard
Queens, New York 11101
(40.74908717367135, -73.95213874379196)","N/A
"
4L41,WOODSIDE MANAGEMENT INC,718-899-9369,,Queens,11377,9a-5p/ M-Sa,N/A,N/A,"English, Spanish, Urdu ","49-13 Roosevelt Avenue
Queens, New York 11377
(40.745453337107065, -73.90526052883693)","N/A
"
4L42,WOODSIDE MANAGEMENT INC,718-899-9369,,Queens,11377,9a-5p/ M-Sa,N/A,N/A,"English, Spanish, Urdu ","49-13 Roosevelt Avenue
Queens, New York 11377
(40.745453337107065, -73.90526052883693)","N/A
"
4L43,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4L44,UTICA TAXI CENTER,718-774-9767,,Brooklyn,11203,9a-6p/ M-F,N/A,N/A,English,"465 Utica Avenue
Brooklyn, New York 11203
(40.66202970279221, -73.93148084009562)","N/A
"
4L45,UTICA TAXI CENTER,718-774-9767,,Brooklyn,11203,9a-6p/ M-F,N/A,N/A,English,"465 Utica Avenue
Brooklyn, New York 11203
(40.66202970279221, -73.93148084009562)","N/A
"
4L46,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
4L47,MC GUINNESS MANAGEMENT CORP,718-389-4486,,Brooklyn,11222,9a-5p/ M-F,N/A,N/A,English,"330 McGuinness Boulevard
Brooklyn, New York 11222
(40.733634247712956, -73.95204569947585)","N/A
"
4L48,JTL MANAGEMENT INC,718-392-7000,,Queens,11101,9a-5p/ M-F,N/A,N/A,English,"36-16 Skillman Avenue
Queens, New York 11101
(40.74741133625395, -73.92766771469138)","N/A
"
4L49,STYLE MANAGEMENT CORP,212-279-3166,,Manhattan,10036,24/7,N/A,N/A,"English, Urdu","514 W 44th Street
Manhattan, New York 10036
(40.7613238480472, -73.9954496160397)","N/A
"
4L50,STYLE MANAGEMENT CORP,212-279-3166,,Manhattan,10036,24/7,N/A,N/A,"English, Urdu","514 W 44th Street
Manhattan, New York 10036
(40.7613238480472, -73.9954496160397)","N/A
"
4L51,STYLE MANAGEMENT CORP,212-279-3166,,Manhattan,10036,24/7,N/A,N/A,"English, Urdu","514 W 44th Street
Manhattan, New York 10036
(40.7613238480472, -73.9954496160397)","N/A
"
4L52,WHITE AND BLUE GROUP CORP,718-786-6594,,Queens,11101,9a-5p/ M-F,N/A,N/A,"English, Russian, Spanish","35-11 43rd Avenue
Queens, New York 11101
(40.74613429897232, -73.92899871129475)","N/A
"
4L53,WHITE AND BLUE GROUP CORP,718-786-6594,,Queens,11101,9a-5p/ M-F,N/A,N/A,"English, Russian, Spanish","35-11 43rd Avenue
Queens, New York 11101
(40.74613429897232, -73.92899871129475)","N/A
"
4L54,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4L55,MEDALLION MAINTENANCE,718-472-9000,,Queens,11101,9a-5p/ M-F,N/A,N/A,"English, Spanish","46-02 Vernon Boulevard
Queens, New York 11101
(40.74682347737684, -73.95280786094978)","N/A
"
4L56,MEDALLION MAINTENANCE,718-472-9000,,Queens,11101,9a-5p/ M-F,N/A,N/A,"English, Spanish","46-02 Vernon Boulevard
Queens, New York 11101
(40.74682347737684, -73.95280786094978)","N/A
"
4L57,MC GUINNESS MANAGEMENT CORP,718-389-4486,,Brooklyn,11222,9a-5p/ M-F,N/A,N/A,English,"330 McGuinness Boulevard
Brooklyn, New York 11222
(40.733634247712956, -73.95204569947585)","N/A
"
4L58,MC GUINNESS MANAGEMENT CORP,718-389-4486,,Brooklyn,11222,9a-5p/ M-F,N/A,N/A,English,"330 McGuinness Boulevard
Brooklyn, New York 11222
(40.733634247712956, -73.95204569947585)","N/A
"
4L59,MC GUINNESS MANAGEMENT CORP,718-389-4486,,Brooklyn,11222,9a-5p/ M-F,N/A,N/A,English,"330 McGuinness Boulevard
Brooklyn, New York 11222
(40.733634247712956, -73.95204569947585)","N/A
"
4L60,MC GUINNESS MANAGEMENT CORP,718-389-4486,,Brooklyn,11222,9a-5p/ M-F,N/A,N/A,English,"330 McGuinness Boulevard
Brooklyn, New York 11222
(40.733634247712956, -73.95204569947585)","N/A
"
4L61,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4L62,CITY BEST MANAGEMENT INC,212-586-0031,,Manhattan,10019,9a-5p/ M-F,N/A,N/A,English,"370 W 51st Street
Manhattan, New York 10019
(40.7638556690841, -73.9880244483177)","N/A
"
4L63,CITY BEST MANAGEMENT INC,212-586-0031,,Manhattan,10019,9a-5p/ M-F,N/A,N/A,English,"370 W 51st Street
Manhattan, New York 10019
(40.7638556690841, -73.9880244483177)","N/A
"
4L64,JTL MANAGEMENT INC,718-392-7000,,Queens,11101,9a-5p/ M-F,N/A,N/A,English,"36-16 Skillman Avenue
Queens, New York 11101
(40.74741133625395, -73.92766771469138)","N/A
"
4L65,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
4L66,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
4L67,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4L68,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4L69,SUSAN MAINTENANCE CORP,718-222-4040,,Brooklyn,11215,24/7,N/A,N/A,"English, Spanish","374 4th Avenue
Brooklyn, New York 11215
(40.672955422270284, -73.98670654973029)","N/A
"
4L70,SUSAN MAINTENANCE CORP,718-222-4040,,Brooklyn,11215,24/7,N/A,N/A,"English, Spanish","374 4th Avenue
Brooklyn, New York 11215
(40.672955422270284, -73.98670654973029)","N/A
"
4L71,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4L72,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4L73,RADAS MANAGEMENT CORP - BIG APPLE BROKERAGE,718-397-0504,,Queens,11377,9a-5p/ M-F,N/A,N/A,"English, Spanish, Hindi","55-10 37th Avenue
Queens, New York 11377
(40.75075681420293, -73.90662357920576)","N/A
"
4L74,RADAS MANAGEMENT CORP - BIG APPLE BROKERAGE,718-397-0504,,Queens,11377,9a-5p/ M-F,N/A,N/A,"English, Spanish, Hindi","55-10 37th Avenue
Queens, New York 11377
(40.75075681420293, -73.90662357920576)","N/A
"
4L75,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
4L76,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
4L77,MC GUINNESS MANAGEMENT CORP,718-389-4486,,Brooklyn,11222,9a-5p/ M-F,N/A,N/A,English,"330 McGuinness Boulevard
Brooklyn, New York 11222
(40.733634247712956, -73.95204569947585)","N/A
"
4L78,MC GUINNESS MANAGEMENT CORP,718-389-4486,,Brooklyn,11222,9a-5p/ M-F,N/A,N/A,English,"330 McGuinness Boulevard
Brooklyn, New York 11222
(40.733634247712956, -73.95204569947585)","N/A
"
4L79,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4L80,MC GUINNESS MANAGEMENT CORP,718-389-4486,,Brooklyn,11222,9a-5p/ M-F,N/A,N/A,English,"330 McGuinness Boulevard
Brooklyn, New York 11222
(40.733634247712956, -73.95204569947585)","N/A
"
4L81,WOODSIDE MANAGEMENT INC,718-899-9369,,Queens,11377,9a-5p/ M-Sa,N/A,N/A,"English, Spanish, Urdu ","49-13 Roosevelt Avenue
Queens, New York 11377
(40.745453337107065, -73.90526052883693)","N/A
"
4L82,WOODSIDE MANAGEMENT INC,718-899-9369,,Queens,11377,9a-5p/ M-Sa,N/A,N/A,"English, Spanish, Urdu ","49-13 Roosevelt Avenue
Queens, New York 11377
(40.745453337107065, -73.90526052883693)","N/A
"
4L83,STYLE MANAGEMENT CORP,212-279-3166,,Manhattan,10036,24/7,N/A,N/A,"English, Urdu","514 W 44th Street
Manhattan, New York 10036
(40.7613238480472, -73.9954496160397)","N/A
"
4L84,STYLE MANAGEMENT CORP,212-279-3166,,Manhattan,10036,24/7,N/A,N/A,"English, Urdu","514 W 44th Street
Manhattan, New York 10036
(40.7613238480472, -73.9954496160397)","N/A
"
4L85,GREEN APPLE MANAGEMENT CORP,718-361-5555,,Queens,11106,9a-6p/ M-F,N/A,N/A,"English, Spanish, Italian (partial)","34-20 31st Street
Queens, New York 11106
(40.7593614506997, -73.9275931621103)","N/A
"
4L86,ARGON MANAGEMENT CORP,718-482-0715,,Queens,11101,9a-6:30p/ M-F,N/A,N/A,English,"13-20 Jackson Avenue
Queens, New York 11101
(40.74437162779492, -73.94908057220897)","N/A
"
4L87,ARGON MANAGEMENT CORP,718-482-0715,,Queens,11101,9a-6:30p/ M-F,N/A,N/A,English,"13-20 Jackson Avenue
Queens, New York 11101
(40.74437162779492, -73.94908057220897)","N/A
"
4L88,GOTHAM YELLOW LLC,718-993-8100,,Queens,11354,24/7,N/A,N/A,"English, Russian, Spanish (partial)","134-02 33rd Avenue
Queens, New York 11354
(40.7665204235087, -73.83337400264591)","N/A
"
4L89,GOTHAM YELLOW LLC,718-993-8100,,Queens,11354,24/7,N/A,N/A,"English, Russian, Spanish (partial)","134-02 33rd Avenue
Queens, New York 11354
(40.7665204235087, -73.83337400264591)","N/A
"
4L90,GOTHAM YELLOW LLC,718-993-8100,,Queens,11354,24/7,N/A,N/A,"English, Russian, Spanish (partial)","134-02 33rd Avenue
Queens, New York 11354
(40.7665204235087, -73.83337400264591)","N/A
"
4L91,MC GUINNESS MANAGEMENT CORP,718-389-4486,,Brooklyn,11222,9a-5p/ M-F,N/A,N/A,English,"330 McGuinness Boulevard
Brooklyn, New York 11222
(40.733634247712956, -73.95204569947585)","N/A
"
4L92,MC GUINNESS MANAGEMENT CORP,718-389-4486,,Brooklyn,11222,9a-5p/ M-F,N/A,N/A,English,"330 McGuinness Boulevard
Brooklyn, New York 11222
(40.733634247712956, -73.95204569947585)","N/A
"
4L93,MC GUINNESS MANAGEMENT CORP,718-389-4486,,Brooklyn,11222,9a-5p/ M-F,N/A,N/A,English,"330 McGuinness Boulevard
Brooklyn, New York 11222
(40.733634247712956, -73.95204569947585)","N/A
"
4L94,RADAS MANAGEMENT CORP - BIG APPLE BROKERAGE,718-397-0504,,Queens,11377,9a-5p/ M-F,N/A,N/A,"English, Spanish, Hindi","55-10 37th Avenue
Queens, New York 11377
(40.75075681420293, -73.90662357920576)","N/A
"
4L95,WOODSIDE MANAGEMENT INC,718-899-9369,,Queens,11377,9a-5p/ M-Sa,N/A,N/A,"English, Spanish, Urdu ","49-13 Roosevelt Avenue
Queens, New York 11377
(40.745453337107065, -73.90526052883693)","N/A
"
4L96,WOODSIDE MANAGEMENT INC,718-899-9369,,Queens,11377,9a-5p/ M-Sa,N/A,N/A,"English, Spanish, Urdu ","49-13 Roosevelt Avenue
Queens, New York 11377
(40.745453337107065, -73.90526052883693)","N/A
"
4L97,WHITE AND BLUE GROUP CORP,718-786-6594,,Queens,11101,9a-5p/ M-F,N/A,N/A,"English, Russian, Spanish","35-11 43rd Avenue
Queens, New York 11101
(40.74613429897232, -73.92899871129475)","N/A
"
4L98,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4L99,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4M10,JTL MANAGEMENT INC,718-392-7000,,Queens,11101,9a-5p/ M-F,N/A,N/A,English,"36-16 Skillman Avenue
Queens, New York 11101
(40.74741133625395, -73.92766771469138)","N/A
"
4M11,JTL MANAGEMENT INC,718-392-7000,,Queens,11101,9a-5p/ M-F,N/A,N/A,English,"36-16 Skillman Avenue
Queens, New York 11101
(40.74741133625395, -73.92766771469138)","N/A
"
4M12,WAILING MANAGEMENT INC,718-472-1800,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Russian, Urdu","31-08 Northern Boulevard
Queens, New York 11101
(40.75200899932842, -73.92709880731232)","N/A
"
4M13,WAILING MANAGEMENT INC,718-472-1800,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Russian, Urdu","31-08 Northern Boulevard
Queens, New York 11101
(40.75200899932842, -73.92709880731232)","N/A
"
4M14,TEAM SYSTEMS CORP,718-786-0640,,Queens,11101,24/7,,http://www.teamtaxi.com/,"English, Spanish","30-17 40th Avenue
Queens, New York 11101
(40.751764054875764, -73.93416081974289)",
4M15,TEAM SYSTEMS CORP,718-786-0640,,Queens,11101,24/7,,http://www.teamtaxi.com/,"English, Spanish","30-17 40th Avenue
Queens, New York 11101
(40.751764054875764, -73.93416081974289)",
4M16,TEAM SYSTEMS CORP,718-786-0640,,Queens,11101,24/7,,http://www.teamtaxi.com/,"English, Spanish","30-17 40th Avenue
Queens, New York 11101
(40.751764054875764, -73.93416081974289)",
4M17,TEAM SYSTEMS CORP,718-786-0640,,Queens,11101,24/7,,http://www.teamtaxi.com/,"English, Spanish","30-17 40th Avenue
Queens, New York 11101
(40.751764054875764, -73.93416081974289)",
4M18,TEAM SYSTEMS CORP,718-786-0640,,Queens,11101,24/7,,http://www.teamtaxi.com/,"English, Spanish","30-17 40th Avenue
Queens, New York 11101
(40.751764054875764, -73.93416081974289)",
4M19,TEAM SYSTEMS CORP,718-786-0640,,Queens,11101,24/7,,http://www.teamtaxi.com/,"English, Spanish","30-17 40th Avenue
Queens, New York 11101
(40.751764054875764, -73.93416081974289)",
4M20,TEAM SYSTEMS CORP,718-786-0640,,Queens,11101,24/7,,http://www.teamtaxi.com/,"English, Spanish","30-17 40th Avenue
Queens, New York 11101
(40.751764054875764, -73.93416081974289)",
4M21,TEAM SYSTEMS CORP,718-786-0640,,Queens,11101,24/7,,http://www.teamtaxi.com/,"English, Spanish","30-17 40th Avenue
Queens, New York 11101
(40.751764054875764, -73.93416081974289)",
4M22,TEAM SYSTEMS CORP,718-786-0640,,Queens,11101,24/7,,http://www.teamtaxi.com/,"English, Spanish","30-17 40th Avenue
Queens, New York 11101
(40.751764054875764, -73.93416081974289)",
4M23,TEAM SYSTEMS CORP,718-786-0640,,Queens,11101,24/7,,http://www.teamtaxi.com/,"English, Spanish","30-17 40th Avenue
Queens, New York 11101
(40.751764054875764, -73.93416081974289)",
4M24,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4M25,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4M26,JTL MANAGEMENT INC,718-392-7000,,Queens,11101,9a-5p/ M-F,N/A,N/A,English,"36-16 Skillman Avenue
Queens, New York 11101
(40.74741133625395, -73.92766771469138)","N/A
"
4M27,JTL MANAGEMENT INC,718-392-7000,,Queens,11101,9a-5p/ M-F,N/A,N/A,English,"36-16 Skillman Avenue
Queens, New York 11101
(40.74741133625395, -73.92766771469138)","N/A
"
4M28,GREEN APPLE MANAGEMENT CORP,718-361-5555,,Queens,11106,9a-6p/ M-F,N/A,N/A,"English, Spanish, Italian (partial)","34-20 31st Street
Queens, New York 11106
(40.7593614506997, -73.9275931621103)","N/A
"
4M29,AVENUE M MANAGEMENT CORP,718-627-7097,,Brooklyn,11230,24/7,N/A,N/A,"English, Urdu","1500 McDonald Avenue
Brooklyn, New York 11230
(40.61632023963897, -73.97452820750327)","N/A
"
4M30,AVENUE M MANAGEMENT CORP,718-627-7097,,Brooklyn,11230,24/7,N/A,N/A,"English, Urdu","1500 McDonald Avenue
Brooklyn, New York 11230
(40.61632023963897, -73.97452820750327)","N/A
"
4M31,GREEN APPLE MANAGEMENT CORP,718-361-5555,,Queens,11106,9a-6p/ M-F,N/A,N/A,"English, Spanish, Italian (partial)","34-20 31st Street
Queens, New York 11106
(40.7593614506997, -73.9275931621103)","N/A
"
4M32,WAILING MANAGEMENT INC,718-472-1800,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Russian, Urdu","31-08 Northern Boulevard
Queens, New York 11101
(40.75200899932842, -73.92709880731232)","N/A
"
4M33,WAILING MANAGEMENT INC,718-472-1800,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Russian, Urdu","31-08 Northern Boulevard
Queens, New York 11101
(40.75200899932842, -73.92709880731232)","N/A
"
4M34,WAILING MANAGEMENT INC,718-472-1800,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Russian, Urdu","31-08 Northern Boulevard
Queens, New York 11101
(40.75200899932842, -73.92709880731232)","N/A
"
4M35,WAILING MANAGEMENT INC,718-472-1800,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Russian, Urdu","31-08 Northern Boulevard
Queens, New York 11101
(40.75200899932842, -73.92709880731232)","N/A
"
4M36,WAILING MANAGEMENT INC,718-472-1800,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Russian, Urdu","31-08 Northern Boulevard
Queens, New York 11101
(40.75200899932842, -73.92709880731232)","N/A
"
4M37,WAILING MANAGEMENT INC,718-472-1800,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Russian, Urdu","31-08 Northern Boulevard
Queens, New York 11101
(40.75200899932842, -73.92709880731232)","N/A
"
4M38,WAILING MANAGEMENT INC,718-472-1800,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Russian, Urdu","31-08 Northern Boulevard
Queens, New York 11101
(40.75200899932842, -73.92709880731232)","N/A
"
4M39,WAILING MANAGEMENT INC,718-472-1800,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Russian, Urdu","31-08 Northern Boulevard
Queens, New York 11101
(40.75200899932842, -73.92709880731232)","N/A
"
4M40,28TH STREET MANAGEMENT,212-244-6553,,Manhattan,10001,9a-5p/ M-F,N/A,N/A,English,"313 10th Avenue
Manhattan, New York 10001
(40.750900705727645, -74.00182580922746)","N/A
"
4M41,28TH STREET MANAGEMENT,212-244-6553,,Manhattan,10001,9a-5p/ M-F,N/A,N/A,English,"313 10th Avenue
Manhattan, New York 10001
(40.750900705727645, -74.00182580922746)","N/A
"
4M42,AG MEDALLION MANAGEMENT CORP,718-253-3501,,Brooklyn,11230,9a-6p/ M-F,N/A,N/A,"English, Russian, Arabic, Urdu, Gaelic (partial) ","1263 MacDonald Avenue
Brooklyn, New York 11230
(40.622224272530055, -73.97547158375336)","N/A
"
4M43,28TH STREET MANAGEMENT,212-244-6553,,Manhattan,10001,9a-5p/ M-F,N/A,N/A,English,"313 10th Avenue
Manhattan, New York 10001
(40.750900705727645, -74.00182580922746)","N/A
"
4M44,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4M45,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4M46,UNITED MANAGEMENT GROUP INC,718-392-4600,,Queens,11232,9a-6p/ M-F,N/A,N/A,"English, Spanish","43-10 39th Street
Queens, New York 11232
(40.654640000000086, -74.00049999999999)","N/A
"
4M47,UNITED MANAGEMENT GROUP INC,718-392-4600,,Queens,11232,9a-6p/ M-F,N/A,N/A,"English, Spanish","43-10 39th Street
Queens, New York 11232
(40.654640000000086, -74.00049999999999)","N/A
"
4M48,MEDALLION MAINTENANCE,718-472-9000,,Queens,11101,9a-5p/ M-F,N/A,N/A,"English, Spanish","46-02 Vernon Boulevard
Queens, New York 11101
(40.74682347737684, -73.95280786094978)","N/A
"
4M49,MEDALLION MAINTENANCE,718-472-9000,,Queens,11101,9a-5p/ M-F,N/A,N/A,"English, Spanish","46-02 Vernon Boulevard
Queens, New York 11101
(40.74682347737684, -73.95280786094978)","N/A
"
4M50,MEDALLION MAINTENANCE,718-472-9000,,Queens,11101,9a-5p/ M-F,N/A,N/A,"English, Spanish","46-02 Vernon Boulevard
Queens, New York 11101
(40.74682347737684, -73.95280786094978)","N/A
"
4M51,WHITE AND BLUE GROUP CORP,718-786-6594,,Queens,11101,9a-5p/ M-F,N/A,N/A,"English, Russian, Spanish","35-11 43rd Avenue
Queens, New York 11101
(40.74613429897232, -73.92899871129475)","N/A
"
4M52,WHITE AND BLUE GROUP CORP,718-786-6594,,Queens,11101,9a-5p/ M-F,N/A,N/A,"English, Russian, Spanish","35-11 43rd Avenue
Queens, New York 11101
(40.74613429897232, -73.92899871129475)","N/A
"
4M53,MC GUINNESS MANAGEMENT CORP,718-389-4486,,Brooklyn,11222,9a-5p/ M-F,N/A,N/A,English,"330 McGuinness Boulevard
Brooklyn, New York 11222
(40.733634247712956, -73.95204569947585)","N/A
"
4M54,MC GUINNESS MANAGEMENT CORP,718-389-4486,,Brooklyn,11222,9a-5p/ M-F,N/A,N/A,English,"330 McGuinness Boulevard
Brooklyn, New York 11222
(40.733634247712956, -73.95204569947585)","N/A
"
4M55,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
4M56,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
4M57,JTL MANAGEMENT INC,718-392-7000,,Queens,11101,9a-5p/ M-F,N/A,N/A,English,"36-16 Skillman Avenue
Queens, New York 11101
(40.74741133625395, -73.92766771469138)","N/A
"
4M58,JTL MANAGEMENT INC,718-392-7000,,Queens,11101,9a-5p/ M-F,N/A,N/A,English,"36-16 Skillman Avenue
Queens, New York 11101
(40.74741133625395, -73.92766771469138)","N/A
"
4M59,JTL MANAGEMENT INC,718-392-7000,,Queens,11101,9a-5p/ M-F,N/A,N/A,English,"36-16 Skillman Avenue
Queens, New York 11101
(40.74741133625395, -73.92766771469138)","N/A
"
4M60,JTL MANAGEMENT INC,718-392-7000,,Queens,11101,9a-5p/ M-F,N/A,N/A,English,"36-16 Skillman Avenue
Queens, New York 11101
(40.74741133625395, -73.92766771469138)","N/A
"
4M61,28TH STREET MANAGEMENT,212-244-6553,,Manhattan,10001,9a-5p/ M-F,N/A,N/A,English,"313 10th Avenue
Manhattan, New York 10001
(40.750900705727645, -74.00182580922746)","N/A
"
4M62,28TH STREET MANAGEMENT,212-244-6553,,Manhattan,10001,9a-5p/ M-F,N/A,N/A,English,"313 10th Avenue
Manhattan, New York 10001
(40.750900705727645, -74.00182580922746)","N/A
"
4M63,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
4M64,S&R MEDALLION CORP,212-957-9200,,Manhattan,10019,9a-5p/ M-F,N/A,N/A,"English, Urdu, Hindi","625 W 51st Street
Manhattan, New York 10019
(40.76706152259413, -73.99548558892087)","N/A
"
4M65,S&R MEDALLION CORP,212-957-9200,,Manhattan,10019,9a-5p/ M-F,N/A,N/A,"English, Urdu, Hindi","625 W 51st Street
Manhattan, New York 10019
(40.76706152259413, -73.99548558892087)","N/A
"
4M66,TEAM SYSTEMS CORP,718-786-0640,,Queens,11101,24/7,,http://www.teamtaxi.com/,"English, Spanish","30-17 40th Avenue
Queens, New York 11101
(40.751764054875764, -73.93416081974289)",
4M67,TEAM SYSTEMS CORP,718-786-0640,,Queens,11101,24/7,,http://www.teamtaxi.com/,"English, Spanish","30-17 40th Avenue
Queens, New York 11101
(40.751764054875764, -73.93416081974289)",
4M68,JTL MANAGEMENT INC,718-392-7000,,Queens,11101,9a-5p/ M-F,N/A,N/A,English,"36-16 Skillman Avenue
Queens, New York 11101
(40.74741133625395, -73.92766771469138)","N/A
"
4M69,JTL MANAGEMENT INC,718-392-7000,,Queens,11101,9a-5p/ M-F,N/A,N/A,English,"36-16 Skillman Avenue
Queens, New York 11101
(40.74741133625395, -73.92766771469138)","N/A
"
4M70,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4M71,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4M72,BOULEVARD TAXI LEASING INC,718-932-3312,,Queens,11103,9a-5:30a/ M-F,N/A,N/A,"English, Russian","32-56 49th Street
Queens, New York 11103
(40.7541472582534, -73.91299077917319)","N/A
"
4M73,CHECKER MANAGEMENT,718-361-6300,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish","22-10 Jackson Avenue
Queens, New York 11101
(40.746581531043894, -73.94360639079504)","N/A
"
4M74,ARTHUR CAB LEASING CORP,718-392-3013,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Urdu","25-11B 41st Avenue
Queens, New York 11101
(40.745679999999936, -73.93815999999998)","N/A
"
4M75,ARTHUR CAB LEASING CORP,718-392-3013,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Urdu","25-11B 41st Avenue
Queens, New York 11101
(40.745679999999936, -73.93815999999998)","N/A
"
4M76,CHECKER MANAGEMENT,718-361-6300,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish","22-10 Jackson Avenue
Queens, New York 11101
(40.746581531043894, -73.94360639079504)","N/A
"
4M77,GREEN APPLE MANAGEMENT CORP,718-361-5555,,Queens,11106,9a-6p/ M-F,N/A,N/A,"English, Spanish, Italian (partial)","34-20 31st Street
Queens, New York 11106
(40.7593614506997, -73.9275931621103)","N/A
"
4M78,TEAM SYSTEMS CORP,718-786-0640,,Queens,11101,24/7,,http://www.teamtaxi.com/,"English, Spanish","30-17 40th Avenue
Queens, New York 11101
(40.751764054875764, -73.93416081974289)",
4M79,TEAM SYSTEMS CORP,718-786-0640,,Queens,11101,24/7,,http://www.teamtaxi.com/,"English, Spanish","30-17 40th Avenue
Queens, New York 11101
(40.751764054875764, -73.93416081974289)",
4M80,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
4M81,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
4M82,DOWNTOWN TAXI MANAGEMENT LLC,718-435-0660,,Brooklyn,11217,9a-5:30p/ M-F,N/A,N/A,English,"330 Butler Street
Brooklyn, New York 11217
(40.68017090087743, -73.98210853477237)","N/A
"
4M83,DOWNTOWN TAXI MANAGEMENT LLC,718-435-0660,,Brooklyn,11217,9a-5:30p/ M-F,N/A,N/A,English,"330 Butler Street
Brooklyn, New York 11217
(40.68017090087743, -73.98210853477237)","N/A
"
