BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Address,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
3-06462-0040,"8847 BAY 16 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BATH BEACH,C6-WALK-UP,192,1949,159454,1384061,8.68,4560000,28.6,3-06463-0012,"225 BAY 17 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BATH BEACH,C9-WALK-UP,84,1951,78063,660943,8.47,2180000,27.9,0.05,3-05939-0020,"238 BAY RIDGE PARKWAY
Brooklyn, NY
(40.63182221588715, -74.02942822263572)",BAY RIDGE,C1-WALK-UP,80,1917,118800,765716,6.45,2350000,19.78,2.25
3-06463-0143,"244 BAY 19 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BATH BEACH,C6-WALK-UP,62,1949,45414,534069,11.76,1880000,41.4,3-05881-0003,"7005 SHORE ROAD
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BAY RIDGE,C9-WALK-UP,46,1950,51840,540326,10.42,1830000,35.3,2.85,3-08716-0080,"3047 BRIGHTON 13 STREET
Brooklyn, NY
(40.57935948503649, -73.95590283296058)",BRIGHTON BEACH,C1-WALK-UP,41,1926,30800,388004,12.6,1460000,47.4,3.15
3-06464-0001,"247 BAY 19 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BATH BEACH,C6-WALK-UP,68,1946,56948,593398,10.42,2010000,35.3,3-06019-0041,"8302 6 AVENUE
Brooklyn, NY
(40.62215999871357, -74.02273515055856)",BAY RIDGE,C1-WALK-UP,39,1925,31080,326100,10.49,1100000,35.4,1.7,3-05881-0003,"7005 SHORE ROAD
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BAY RIDGE,C9-WALK-UP,46,1950,51840,540326,10.42,1830000,35.3,2.9
3-06480-0006,"8988 15 AVENUE
Brooklyn, NY
(40.60383956501885, -74.01742414038465)",BATH BEACH,C6-WALK-UP,54,1950,46730,486926,10.42,1650000,35.3,3-06019-0041,"8302 6 AVENUE
Brooklyn, NY
(40.62215999871357, -74.02273515055856)",BAY RIDGE,C1-WALK-UP,39,1925,31080,326100,10.49,1100000,35.4,1.3,3-05881-0003,"7005 SHORE ROAD
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BAY RIDGE,C9-WALK-UP,46,1950,51840,540326,10.42,1830000,35.3,2.45
3-06485-0003,"1511 INDEPENDENCE AVENUE
Brooklyn, NY
(40.60404471525183, -74.01665874063883)",BATH BEACH,C6-WALK-UP,134,1950,113700,1398510,12.3,4810000,42.3,3-03616-0001,"465 THATFORD AVENUE
Brooklyn, NY
(40.65990183788912, -73.9072312061945)",BROWNSVILLE,C1-WALK-UP,24,1986,157708,1984204,12.58,5600000,35.5,6.9,3-03615-0001,"165 LOTT AVENUE
Brooklyn, NY
(40.65800134671435, -73.90759640493656)",BROWNSVILLE,C1-WALK-UP,104,1986,101127,1623440,16.05,4580000,45.3,6.9
3-06494-0051,"763 OCEAN PARKWAY
Brooklyn, NY
(40.62992320214026, -73.97124816037079)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,124,1937,138600,1358904,9.8,4590000,33.1,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,1.8,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,3.1
3-06495-0001,"855 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,131,1963,123271,1568735,12.73,5900000,47.9,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,1.85,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,3.05
3-06497-0044,"901 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,84,1938,93600,894904,9.56,3020000,32.3,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,1.85,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,3
3-06498-0068,"759 10 STREET
Brooklyn, NY
(40.66432347591286, -73.97792939840764)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,63,1958,67142,759615,11.31,2680000,39.9,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,1.85,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,2.95
3-06503-0008,"770 OCEAN PARKWAY
Brooklyn, NY
(40.62960679563852, -73.97181250880521)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,100,1963,93096,943062,10.13,3190000,34.3,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,1.75,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,3.15
3-06503-0020,"800 OCEAN PARKWAY
Brooklyn, NY
(40.62894107250633, -73.97168570439906)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,100,1958,103980,1073317,10.32,3630000,34.9,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,1.75,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,3.15
3-06503-0030,"820 OCEAN PARKWAY
Brooklyn, NY
(40.62847072202831, -73.97159994115235)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,132,1961,144060,1459328,10.13,4930000,34.2,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,1.75,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,3.15
3-06507-0001,"414 ELMWOOD AVENUE
Brooklyn, NY
(40.62731552011949, -73.97324485368664)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,77,1958,72240,753350,10.43,2550000,35.3,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,1.65,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,3.15
3-06508-0022,"515 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,47,1936,55800,604872,10.84,2130000,38.2,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,1.65,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,3.1
3-06509-0013,"825 OCEAN PARKWAY
Brooklyn, NY
(40.62841428102466, -73.97097416294376)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,121,1956,108378,1115210,10.29,3770000,34.8,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,1.7,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,3.05
3-06510-0001,"840 8 STREET
Brooklyn, NY
(40.62891590242369, -73.96892705920907)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,168,1953,180000,2174400,12.08,7660000,42.6,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,1.7,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,3
3-06511-0012,"814 9 STREET
Brooklyn, NY
(40.62900766751412, -73.96798704455728)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,84,1951,75000,689250,9.19,2270000,30.3,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,1.7,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,2.95
3-06518-0005,"902 OCEAN PARKWAY
Brooklyn, NY
(40.62648317571489, -73.97121922523903)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,48,1949,64200,548910,8.55,1810000,28.2,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,1.55,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,3.05
3-06527-0051,"1075 OCEAN PARKWAY
Brooklyn, NY
(40.62243835264795, -73.96981925024139)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,42,1953,52800,534864,10.13,1810000,34.3,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,1.35,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,2.85
3-06532-0057,"1185 OCEAN PARKWAY
Brooklyn, NY
(40.61982430668152, -73.96931896119813)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,65,1940,70800,631536,8.92,2080000,29.4,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,1.2,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,2.8
3-06532-0076,"1119 OCEAN PARKWAY
Brooklyn, NY
(40.62133302033695, -73.96960931741106)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,84,1951,95600,878564,9.19,2900000,30.3,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,1.2,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,2.8
3-06540-0027,"1350 5 STREET
Brooklyn, NY
(40.61215183954967, -73.979511795618)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,96,1956,87860,1061349,12.08,3740000,42.6,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,1.05,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,2.9
3-06541-0027,"1250 OCEAN PARKWAY
Brooklyn, NY
(40.61816597147951, -73.96964336164498)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,106,1956,102924,1059088,10.29,3580000,34.8,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,1.05,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,2.85
3-06568-0027,"1350 OCEAN PARKWAY
Brooklyn, NY
(40.6157772193076, -73.96920301969877)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,65,1949,80850,1002540,12.4,3770000,46.6,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,0.85,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,2.8
3-06568-0033,"1360 OCEAN PARKWAY
Brooklyn, NY
(40.61552840662446, -73.9691562109708)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,176,1964,174082,2158617,12.4,8110000,46.6,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,0.85,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,2.8
3-06576-0043,"57 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",GRAVESEND,C6-WALK-UP,38,1926,30000,274800,9.16,906000,30.2,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,3.45,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,1.1
3-06576-0048,"69 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",GRAVESEND,C6-WALK-UP,38,1926,30000,274800,9.16,906000,30.2,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,1.1,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,3.45
3-06580-0008,"1402 4 STREET
Brooklyn, NY
(40.611398158735476, -73.97841183471269)",GRAVESEND,D4-ELEVATOR,92,1928,79427,547252,6.89,1680000,21.15,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,0.9,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,3.25
3-06587-0051,"1500 OCEAN PARKWAY
Brooklyn, NY
(40.612176910587664, -73.96850847065512)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,72,1940,72000,743760,10.33,2510000,34.9,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,0.7,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,2.75
3-06600-0086,"1513 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",GRAVESEND,C6-WALK-UP,16,1927,14240,114347,8.03,323000,22.68,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,0.9,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,3.35
3-06604-0049,"303 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",GRAVESEND,D4-ELEVATOR,53,1931,49800,492216,9.88,1660000,33.3,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,0.75,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,3.15
3-06606-0026,"1543 1 STREET
Brooklyn, NY
(40.60904009290481, -73.9750247244513)",GRAVESEND,D4-ELEVATOR,60,1932,56200,541304,9.63,1830000,32.6,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,0.65,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,3.05
3-06612-0052,"1608 OCEAN PARKWAY
Brooklyn, NY
(40.60944696217198, -73.96797218744862)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,40,1957,35160,423120,12.03,1490000,42.4,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,0.5,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,2.7
3-06614-0017,"1530 8 STREET
Brooklyn, NY
(40.60961327254108, -73.98200923096232)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,91,1963,98417,1064452,10.82,3750000,38.1,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,0.5,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,2.55
3-06619-0001,"80 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",GRAVESEND,D4-ELEVATOR,83,1936,90000,872800,9.7,2950000,32.8,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,1.1,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,3.6
3-06620-0001,"100 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",GRAVESEND,D4-ELEVATOR,65,1938,87324,867155,9.93,2930000,33.6,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,1.05,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,3.55
3-06681-0035,"367 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D4-ELEVATOR,156,1950,117884,1213026,10.29,4100000,34.8,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,0.4,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,2.9
3-06681-0307,"1890 5 STREET
Brooklyn, NY
(40.60440188840597, -73.96816667819243)",OCEAN PARKWAY-SOUTH,D4-ELEVATOR,95,1940,104000,1172695,11.28,4130000,39.7,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,0.2,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,2.75
3-06681-0399,"1800 OCEAN PARKWAY
Brooklyn, NY
(40.604781356629104, -73.9670985805753)",OCEAN PARKWAY-SOUTH,D4-ELEVATOR,83,1931,76000,820160,10.79,2770000,36.4,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,0.2,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,2.7
3-06681-0415,"1802 OCEAN PARKWAY
Brooklyn, NY
(40.604687768398115, -73.96708110024777)",OCEAN PARKWAY-SOUTH,D4-ELEVATOR,113,1926,138600,1508904,10.89,5320000,38.4,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,0.15,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,2.7
3-06682-0013,"1811 OCEAN PARKWAY
Brooklyn, NY
(40.60454227740446, -73.96643619121743)",OCEAN PARKWAY-SOUTH,D4-ELEVATOR,82,1953,119000,1437520,12.08,5070000,42.6,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,0.05,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,2.6
3-06690-0045,"800 17 STREET
Brooklyn, NY
(40.63105619070908, -73.96065933724795)",FLATBUSH-CENTRAL,D4-ELEVATOR,27,1938,25560,249529,9.76,843000,33,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,1.9,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,2.75
3-06694-0046,"1212 OCEAN AVENUE
Brooklyn, NY
(40.63267063376966, -73.95780543705793)",FLATBUSH-CENTRAL,D4-ELEVATOR,48,1925,48700,474404,9.74,1340000,27.5,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,1.95,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,2.6
