Affiliated Base License Number,License Number,Name of Licensee,License Type,DMV License Plate,VIN,Model Year,License Expiration Date
B90568,5298433,AMG TRANSPORTATION INC,Paratransit Vehicle,64877LA,1FTNE24W86DB03850,2006,05/14/2012 07:00:00 AM +0000
B90568,5300458,AMG TRANSPORTATION INC,Paratransit Vehicle,76268LA,1FTSS3EL9BDA06589,2011,06/06/2012 07:00:00 AM +0000
B90568,5310271,AMG TRANSPORTATION INC,Paratransit Vehicle,69107LA,1FTNS24W59DA65720,2009,09/25/2012 07:00:00 AM +0000
B90568,5345968,AMG TRANSPORTATION INC,Paratransit Vehicle,76626LA,1FTSS3EL7BDA01942,2011,10/08/2011 07:00:00 AM +0000
B90568,5346263,AMG TRANSPORATION INC,Paratransit Vehicle,69128LA,1FTNS24W99DA65719,2009,10/14/2011 07:00:00 AM +0000
B90568,5351892,AMG TRANSPORTATION INC,Paratransit Vehicle,69155LA,1FTNS24W99DA65722,2009,12/18/2011 08:00:00 AM +0000
B90568,5362302,AMG TRANSPORTATION INC,Paratransit Vehicle,11219LV,1FTNE24WX9DA29870,2009,04/15/2012 07:00:00 AM +0000
B90568,5362850,AMG TRANSPORTATION INC,Paratransit Vehicle,76625LA,1FTSS3EL7BDA06588,2011,04/21/2012 07:00:00 AM +0000
B90568,5369254,AMG TRANSPORTATION INC,Paratransit Vehicle,N103413C,1FBSS3BL8ADA66161,2010,07/02/2012 07:00:00 AM +0000
B90568,5369258,AMG TRANSPORTATION INC,Paratransit Vehicle,N103640C,1FTSS3EL5ADA67033,2010,07/02/2012 07:00:00 AM +0000
B90568,5369261,AMG TRANSPORTATION INC,Paratransit Vehicle,N103630C,1FTSS3EL3ADA67032,2010,07/02/2012 07:00:00 AM +0000
B90568,5369267,AMG TRANSPORTATION INC,Paratransit Vehicle,N103447C,1FBSS3BL7ADA63073,2010,07/02/2012 07:00:00 AM +0000
B90570,5179687,BANNER INTERNATIONAL CORP,Paratransit Vehicle,T468031C,1FTNE24W94HA82366,2004,09/13/2012 07:00:00 AM +0000
B90570,5301216,BANNER INTERNATIONAL CORP,Paratransit Vehicle,T508738C,1FTNE24W98DA50983,2008,07/16/2012 07:00:00 AM +0000
B90570,5347887,BANNER INTERNATIONAL CORP,Paratransit Vehicle,T525301C,1FTNS24L59DA30746,2009,11/09/2011 08:00:00 AM +0000
B90570,5366617,BANNER INTERNATIONAL CORP,Paratransit Vehicle,T529461C,1FTNS2EW3ADA43914,2010,06/04/2012 07:00:00 AM +0000
B90570,5393297,BANNER INTERNATIONAL CORP,Paratransit Vehicle,T609278C,1FTNS2EW2ADA10418,2010,04/04/2013 07:00:00 AM +0000
B90570,5393300,BANNER INTERNATIONAL CORP,Paratransit Vehicle,T609297C,1FTNS2EW9BDA01930,2011,04/04/2013 07:00:00 AM +0000
B90570,5402459,BANNER INTERNATIONAL CORP,Paratransit Vehicle,T612703C,1FTNE2EW5BDA24256,2011,06/13/2013 07:00:00 AM +0000
B90571,5154462,MAJESTIC TRANSPORTATION INC,Paratransit Vehicle,T458478C,1FBSS31L21HB37400,2001,10/01/2011 07:00:00 AM +0000
B90571,5154653,MAJESTIC TRANSPORTATION INC,Paratransit Vehicle,T461105C,1FBSS31L43HA48821,2003,10/02/2011 07:00:00 AM +0000
B90571,5174163,MAJESTIC TRANSPORTATION INC,Paratransit Vehicle,T464836C,1FTNE1EW6ADA33931,2010,06/22/2012 07:00:00 AM +0000
B90571,5189520,MAJESTIC TRANSPORTATION INC,Paratransit Vehicle,T469707C,1FTNE1EW3ADA85307,2010,02/03/2013 08:00:00 AM +0000
B90571,5246249,MAJESTIC TRANSPORTATION INC,Paratransit Vehicle,T504113C,1FTNS24W14HA49628,2004,12/06/2012 08:00:00 AM +0000
B90571,5282806,MAJESTIC TRANSPORTATION INC,Paratransit Vehicle,T504112C,1B4GP45382B503946,2002,12/19/2011 08:00:00 AM +0000
B90571,5299385,MAJESTIC TRANSPORTATION INC,Paratransit Vehicle,T508699C,1FTNE24W98DA76354,2008,06/09/2012 07:00:00 AM +0000
B90571,5299387,MAJESTIC TRANSPORTATION INC,Paratransit Vehicle,T508698C,1FTNE24W08DA76355,2008,06/09/2012 07:00:00 AM +0000
B90571,5311724,MAJESTIC TRANSPORTATION INC,Paratransit Vehicle,T512346C,1D4GP24R47B108752,2007,10/22/2012 07:00:00 AM +0000
B90571,5312003,MAJESTIC TRANSPORTATION INC,Paratransit Vehicle,T512345C,1D4GP24R97B164606,2007,10/23/2012 07:00:00 AM +0000
B90571,5322926,MAJESTIC TRANSPORTATION INC,Paratransit Vehicle,T515174C,1FBNE31L46HA25029,2006,02/19/2013 08:00:00 AM +0000
B90571,5365034,MAJESTIC TRANSPORTATION INC,Paratransit Vehicle,T530371C,1FBNE31LX9DA46690,2009,05/26/2012 07:00:00 AM +0000
B90574,,JP AMBULETTE CORP,Paratransit Vehicle,T490209C,1FTNE24W89DA32024,2009,09/09/2012 07:00:00 AM +0000
B90574,5251062,JP AMBULETTE CORP,Paratransit Vehicle,T492730C,1FBNE31LX6DA19632,2006,02/05/2013 08:00:00 AM +0000
B90577,5317504,VITAL TRANSIT INC,Paratransit Vehicle,T515071C,1FBNE31L93HA61844,2003,12/19/2012 08:00:00 AM +0000
B90577,5390166,VITAL TRANSIT INC,Paratransit Vehicle,T609175C,1FTNE2EW5BDA25830,2011,02/28/2013 08:00:00 AM +0000
B90579,5140729,BLACK SEA TRANSPORTATION INC,Paratransit Vehicle,T457680C,1FBSS31L16DA34550,2006,04/22/2013 07:00:00 AM +0000
B90579,5254556,BLACK SEA TRANSPORTATION INC,Paratransit Vehicle,T491444C,1FBNE31L67DB15355,2007,03/07/2013 08:00:00 AM +0000
B90579,5262681,BLACK SEA TRANSPORTATION INC,Paratransit Vehicle,T495853C,1FTSS34LX7DA57141,2007,05/15/2013 07:00:00 AM +0000
B90579,5273239,BLACK SEA TRANSPORTATION INC,Paratransit Vehicle,T499392C,1FTSS34L07DA61845,2007,09/11/2011 07:00:00 AM +0000
B90579,5281881,BLACK SEA TRANSPORTATION INC,Paratransit Vehicle,T498211C,1FTSS34L28DA14463,2008,12/10/2011 08:00:00 AM +0000
B90579,5301007,BLACK SEA TRANSPORTATION INC,Paratransit Vehicle,T507017C,1FTSS34L58DB06909,2008,06/23/2012 07:00:00 AM +0000
B90579,5309712,BLACK SEA TRANSPORTATION INC,Paratransit Vehicle,T511272C,1FBNE31L07DB42423,2007,10/03/2012 07:00:00 AM +0000
B90579,5310431,BLACK SEA TRANSPORTATION INC,Paratransit Vehicle,T513947C,1FTSS34L38DB41089,2008,10/09/2012 07:00:00 AM +0000
B90579,5312457,BLACK SEA TRANSPORTATION INC,Paratransit Vehicle,T504695C,1FBNE31L54HB06893,2004,10/31/2012 07:00:00 AM +0000
B90579,5321995,"BLACK SEA TRANSPORTATION,INC",Paratransit Vehicle,T516478C,1D8HN44H88B171267,2008,02/10/2013 08:00:00 AM +0000
B90579,5326516,BLACK SEA TRANSPORTATION INC,Paratransit Vehicle,T516572C,1FTNE24W09DA28694,2009,03/23/2013 07:00:00 AM +0000
B90579,5331131,BLACK SEA TRANSPORTATION INC,Paratransit Vehicle,T519233C,1FTNE24W69DA25511,2009,05/22/2013 07:00:00 AM +0000
B90579,5331615,BLACK SEA TRANSPORTATION INC,Paratransit Vehicle,T605098C,1FTNE24W29DA28695,2009,05/15/2013 07:00:00 AM +0000
B90579,5331894,BLACK SEA TRANSPORTATION INC,Paratransit Vehicle,T519250C,1FTSS34L09DA34812,2009,05/15/2013 07:00:00 AM +0000
B90579,5331897,BLACK SEA TRANSPORTATION INC,Paratransit Vehicle,T519251C,1FBNE31L58DB04624,2008,05/15/2013 07:00:00 AM +0000
B90579,5334493,BLACK SEA TRANSPORTATION INC,Paratransit Vehicle,T519313C,1FBNE31L78DB31811,2008,06/17/2013 07:00:00 AM +0000
B90581,5144936,ACT AMBULETTE INC,Paratransit Vehicle,T457769C,1FTNE2EW2BDA29110,2011,06/02/2013 07:00:00 AM +0000
B90581,5147300,ACT AMBULETTE INC,Paratransit Vehicle,T457801C,1FTNE2EW6BDA29112,2011,06/26/2013 07:00:00 AM +0000
B90581,5151951,ACT AMBULETTE INC,Paratransit Vehicle,T457877C,1FTNE1EW4BDB00138,2011,08/28/2013 07:00:00 AM +0000
B90581,5154180,ACT AMBULETTE INC,Paratransit Vehicle,T459624C,1FTNE24W58DB53849,2008,09/29/2013 07:00:00 AM +0000
B90581,5154183,ACT AMBULETTE INC,Paratransit Vehicle,T459623C,1FTNE2EW5BDA71335,2011,09/29/2013 07:00:00 AM +0000
B90581,5155934,ACT AMBULETTE INC,Paratransit Vehicle,T459608C,1FTNE24W87DB13635,2007,10/20/2013 07:00:00 AM +0000
B90581,5210004,ACT AMBULETTE INC,Paratransit Vehicle,T456556C,1FTNE1EW2BDB00140,2011,09/28/2011 07:00:00 AM +0000
B90581,5243260,ACT AMBULETTE INC,Paratransit Vehicle,T487464C,1FTNE24W86DB07395,2006,11/01/2012 07:00:00 AM +0000
B90581,5243263,ACT AMBULETTE INC,Paratransit Vehicle,T498369C,2A8HR44H08R671260,2008,11/01/2012 07:00:00 AM +0000
B90581,5243266,ACT AMBULETTE INC,Paratransit Vehicle,T487450C,1FTNE24W46DB07393,2006,11/01/2012 07:00:00 AM +0000
B90581,5253913,ACT AMBULETTE INC,Paratransit Vehicle,T492393C,1D4GP45R85B400010,2005,03/05/2013 08:00:00 AM +0000
B90581,5263954,ACT AMBULETTE INC,Paratransit Vehicle,T494896C,1D4GP45R75B305633,2005,05/30/2013 07:00:00 AM +0000
B90581,5273244,ACT AMBULETTE INC,Paratransit Vehicle,T495093C,1FTNE24W58DB53852,2008,09/11/2013 07:00:00 AM +0000
B90581,5277673,ACT AMBULETTE INC,Paratransit Vehicle,T498162C,2C4GP44322R576591,2002,10/25/2011 07:00:00 AM +0000
B90581,5283067,ACT AMBULETTE INC,Paratransit Vehicle,T498260C,1B4GP25311B176034,2001,12/21/2011 08:00:00 AM +0000
B90581,5285005,ACT AMBULETTE INC,Paratransit Vehicle,T498300C,1FTNE2EW6BDA62062,2011,01/16/2012 08:00:00 AM +0000
B90581,5285718,ACT AMBULETTE INC,Paratransit Vehicle,T498319C,1FMRE11W24HB01254,2004,01/24/2012 08:00:00 AM +0000
B90581,5287201,ACT AMBULETTE INC,Paratransit Vehicle,T498335C,1FBNE31L44HA17350,2004,02/07/2012 08:00:00 AM +0000
B90581,5287205,ACT AMBULETTE INC,Paratransit Vehicle,T498334C,2D4GP44RX3R389379,2003,02/07/2012 08:00:00 AM +0000
B90581,5287842,ACT AMBULETTE INC,Paratransit Vehicle,T498366C,1D4GP25R56B604673,2006,02/21/2012 08:00:00 AM +0000
B90581,5287844,ACT AMBULETTE INC,Paratransit Vehicle,T498365C,1D4GP45R95B420878,2005,02/21/2012 08:00:00 AM +0000
B90581,5337705,ACT AMBULETTE INC,Paratransit Vehicle,T519406C,1FTNE2EW6ADA75697,2010,07/14/2013 07:00:00 AM +0000
B90581,5348603,ACT AMBULETTE INC,Paratransit Vehicle,T523833C,1D8HN44H48B136130,2008,11/17/2011 08:00:00 AM +0000
B90581,5349448,ACT AMBULETTE INC,Paratransit Vehicle,T523788C,2A8HR44H08R671050,2008,11/23/2011 08:00:00 AM +0000
B90581,5352124,ACT AMBULETTE INC,Paratransit Vehicle,T523906C,2A8HR44HX8R620641,2008,12/24/2011 08:00:00 AM +0000
B90581,5352125,ACT AMBULETTE INC,Paratransit Vehicle,T523907C,2A8HR44H88R620668,2008,12/24/2011 08:00:00 AM +0000
B90581,5369243,ACT AMBULETTE INC,Paratransit Vehicle,T529819C,1FBNE31L14HB10911,2004,07/30/2012 07:00:00 AM +0000
B90581,5371066,ACT AMBULETTE INC,Paratransit Vehicle,T529896C,1FBNE31L19DA74474,2009,07/30/2012 07:00:00 AM +0000
B90581,5371295,ACT AMBULETTE INC,Paratransit Vehicle,T529868C,1FBNE31L88DA45049,2008,08/06/2012 07:00:00 AM +0000
B90581,5383871,ACT AMBULETTE INC,Paratransit Vehicle,T605039C,1FMRE11W85HA69959,2005,12/21/2012 08:00:00 AM +0000
B90581,5383872,ACT AMBULETTE INC,Paratransit Vehicle,T605032C,1FBNE3BL0ADA08694,2010,12/20/2012 08:00:00 AM +0000
B90581,5383874,ACT AMBULETTE INC,Paratransit Vehicle,T605033C,1FBNE3BL9ADA50104,2010,12/20/2012 08:00:00 AM +0000
B90582,5273819,ALL PURPOSE TRANS CORP,Paratransit Vehicle,T496527C,1FTNE24W09DA53370,2009,09/17/2011 07:00:00 AM +0000
B90582,5273854,ALL PURPOSE TRANS CORP,Paratransit Vehicle,T496517C,1FTNE24252HA89793,2002,09/18/2011 07:00:00 AM +0000
B90582,5273861,ALL PURPOSE TRANS CORP,Paratransit Vehicle,T496515C,1FTNE24W29DA53371,2009,09/18/2011 07:00:00 AM +0000
B90582,5273876,ALL PURPOSE TRANS CORP,Paratransit Vehicle,T496516C,1FTNE24222HA56444,2002,09/18/2011 07:00:00 AM +0000
B90582,5273899,ALL PURPOSE TRANS CORP,Paratransit Vehicle,T496518C,1FTNE242X2HB66464,2002,09/18/2011 07:00:00 AM +0000
B90582,5273906,ALL PURPOSE TRANS CORP,Paratransit Vehicle,T496512C,1FTNE24W14HA46283,2004,09/18/2011 07:00:00 AM +0000
B90582,5273910,ALL PURPOSE TRANS CORP,Paratransit Vehicle,T496524C,1FTNE24W86HA46722,2006,09/18/2011 07:00:00 AM +0000
B90582,5273915,ALL PURPOSE TRANS CORP,Paratransit Vehicle,T496523C,1FTNE24W65HA55269,2005,09/18/2011 07:00:00 AM +0000
B90582,5325478,ALL PURPOSE TRANS CORP,Paratransit Vehicle,T517303C,1FTNE24W19DA38389,2009,03/19/2013 07:00:00 AM +0000
B90582,5325481,ALL PURPOSE TRANS CORP,Paratransit Vehicle,T517301C,1FTNE24W89DA25316,2009,03/19/2013 07:00:00 AM +0000
B90582,5325485,ALL PURPOSE TRANS CORP,Paratransit Vehicle,T517302C,1FTNE24W69DA38386,2009,03/19/2013 07:00:00 AM +0000
B90582,5325488,ALL PURPOSE TRANS CORP,Paratransit Vehicle,T517304C,1FTNE24W39DA25322,2009,03/19/2013 07:00:00 AM +0000
B90582,5351978,ALL PURPOSE TRANS CORP,Paratransit Vehicle,T525396C,1FTNE24W89DA72880,2009,12/28/2011 08:00:00 AM +0000
B90582,5351980,ALL PURPOSE TRANS CORP,Paratransit Vehicle,T525370C,1FTNE24W89DA75780,2009,12/28/2011 08:00:00 AM +0000
B90582,5351981,ALL PURPOSE TRANS CORP,Paratransit Vehicle,T525395C,1FTNE24W59DA67491,2009,12/28/2011 08:00:00 AM +0000
B90582,5371994,ALL PURPOSE TRANS CORP,Paratransit Vehicle,T603737C,1FTNE24W39DA64881,2009,08/13/2012 07:00:00 AM +0000
B90583,5163456,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,71363LA,1FTNE24WX9DA17864,2009,02/26/2012 08:00:00 AM +0000
B90583,5163476,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,71364LA,1FTNE24W49DA10196,2009,02/26/2012 08:00:00 AM +0000
B90583,5163477,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,71374LA,1FTNE24W99DA10193,2009,02/26/2012 08:00:00 AM +0000
B90583,5163484,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,71375LA,1FTNE24W89DA10198,2009,02/26/2012 08:00:00 AM +0000
B90583,5163498,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,12411LA,1FTNE24W29DA10195,2009,02/26/2012 08:00:00 AM +0000
B90583,5163501,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,71365LA,1FTNE24W49DA17861,2009,02/26/2012 08:00:00 AM +0000
B90583,5169226,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,42757LA,1FTNE24253HC05950,2003,04/26/2012 07:00:00 AM +0000
B90583,5169230,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,42754LA,1FTNE24263HC05942,2003,04/26/2012 07:00:00 AM +0000
B90583,5197934,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,15476LA,1FTNE24W59DA38380,2009,04/26/2013 07:00:00 AM +0000
B90583,5293001,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,71260LA,1FTNS24L05HB44883,2005,03/24/2012 07:00:00 AM +0000
B90583,5293474,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,71267LA,1FTNS24L03HA94399,2003,03/28/2012 07:00:00 AM +0000
B90583,5293475,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,71263LA,1FTNS24L15HB49493,2005,03/28/2012 07:00:00 AM +0000
B90583,5293637,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,71262LA,1FTNS24L85HB49491,2005,03/31/2012 07:00:00 AM +0000
B90583,5294706,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,47167LA,1FTNS24L34HB55570,2004,04/09/2012 07:00:00 AM +0000
B90583,5320185,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,71366LA,1FTNE24W69DA10197,2009,01/16/2013 08:00:00 AM +0000
B90583,5320187,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,71367LA,1FTNE24W69DA10202,2009,01/16/2013 08:00:00 AM +0000
B90583,5320190,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,71371LA,1FTNE24W29DA10200,2009,01/16/2013 08:00:00 AM +0000
B90583,5320241,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,71368LA,1FTNE24WX9DA10199,2009,01/16/2013 08:00:00 AM +0000
B90583,5320246,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,71370LA,1FTNE24W49DA19299,2009,01/16/2013 08:00:00 AM +0000
B90583,5320259,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,71369LA,1FTNE24W99DA19296,2009,01/16/2013 08:00:00 AM +0000
B90583,5321830,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,71362LA,1FTNE24W29DA16076,2009,02/03/2013 08:00:00 AM +0000
B90583,5321833,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,71376LA,1FTNE24WX9DA16083,2009,02/03/2013 08:00:00 AM +0000
B90583,5326059,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,14238LV,1FTNE24W69DA16078,2009,03/10/2013 08:00:00 AM +0000
B90583,5326060,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,67314LA,1FTNE24W69DA16081,2009,03/10/2013 08:00:00 AM +0000
B90583,5331593,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,71026LA,1FTNE24W79DA38378,2009,04/29/2013 07:00:00 AM +0000
B90583,5331598,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,71028LA,1FTNE24W09DA38383,2009,04/29/2013 07:00:00 AM +0000
B90583,5331601,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,71027LA,1FTNE24W59DA38377,2009,04/29/2013 07:00:00 AM +0000
B90583,5397706,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,14230LV,1FTNE2EL2BDA42879,2011,04/21/2013 07:00:00 AM +0000
B90583,5397708,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,14237LA,1FTNE2EL9BDA42880,2011,04/21/2013 07:00:00 AM +0000
B90583,5397710,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,14232LV,1FTNE2EL4BDA42883,2011,04/21/2013 07:00:00 AM +0000
B90583,5397727,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,14235LV,1FTNE2EL0BDA42878,2011,04/21/2013 07:00:00 AM +0000
B90583,5397728,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,14236LV,1FTNE2EL2BDA42882,2011,04/21/2013 07:00:00 AM +0000
B90583,5397730,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,14233LV,1FTNE2EL0BDA42881,2011,04/21/2013 07:00:00 AM +0000
B90583,5402970,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,14862LV,1FTNE2EL4BDA64706,2011,06/10/2013 07:00:00 AM +0000
B90583,5402974,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,148863LV,1FTNE2EL2BDA68205,2011,06/10/2013 07:00:00 AM +0000
B90583,5402980,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,14866LV,1FTNE2EL5BDA68201,2011,06/13/2013 07:00:00 AM +0000
B90583,5402985,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,14867LV,1FTNE2EL0BDA68204,2011,06/13/2013 07:00:00 AM +0000
B90583,5402986,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,14865LV,1FTNE2EL3BDA68200,2011,06/10/2013 07:00:00 AM +0000
B90583,5402987,WESTCHESTER AMBULETTE SERVICE INC,Paratransit Vehicle,14861LV,1FTNE2EL9BDA68203,2011,06/10/2013 07:00:00 AM +0000
B90584,5156255,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,23827LA,1FTNE24203HA49753,2003,10/23/2011 07:00:00 AM +0000
B90584,5159491,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,33103LA,1FBSS31L16HB17940,2006,12/18/2011 08:00:00 AM +0000
B90584,5161740,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,39104LA,1GAHG39UX31161887,2003,01/30/2012 08:00:00 AM +0000
B90584,5161743,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,39092LA,1FBSS31S03HA02930,2003,01/30/2012 08:00:00 AM +0000
B90584,5161746,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,39093LA,1FBSS31S43HA02848,2003,01/30/2012 08:00:00 AM +0000
B90584,5246704,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,60365LA,1FMNE11L58DB09463,2008,12/11/2012 08:00:00 AM +0000
B90584,5256072,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,63682LA,1FBSS31L75HA98132,2005,03/16/2013 07:00:00 AM +0000
B90584,5262119,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,63978LA,1FBNE31L26HA02803,2006,05/09/2013 07:00:00 AM +0000
B90584,5269363,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,64374LA,1FBNE31L45HA67098,2005,07/27/2013 07:00:00 AM +0000
B90584,5272250,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,64106LA,1FBNE31L97DA34205,2007,08/29/2011 07:00:00 AM +0000
B90584,5274880,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,64146LA,1FBNE31L63HB64106,2003,09/27/2011 07:00:00 AM +0000
B90584,5274883,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,64147LA,1FDSS34L74HB21636,2004,09/27/2011 07:00:00 AM +0000
B90584,5278366,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,64429LA,1FBNE31L66HA27025,2006,11/01/2011 07:00:00 AM +0000
B90584,5282470,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,69609LA,1FBNE31L06DB41710,2006,12/14/2011 08:00:00 AM +0000
B90584,5285211,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,64768LA,1FBSS31L63HB31327,2003,01/17/2012 08:00:00 AM +0000
B90584,5288265,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,64809LA,1FMRE11L06DA99570,2006,02/20/2012 08:00:00 AM +0000
B90584,5290978,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,64823LA,5TDZA23C44S126399,2004,03/10/2012 08:00:00 AM +0000
B90584,5290984,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,64822LA,1FBNE31L06DA77748,2006,03/10/2012 08:00:00 AM +0000
B90584,5293477,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,64866LA,1FTNS24LX3HA42780,2003,03/28/2012 07:00:00 AM +0000
B90584,5305542,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,65207LA,1GNEL19X54B103953,2004,08/04/2012 07:00:00 AM +0000
B90584,5307702,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,65241LA,1GNDM19X04B112021,2004,08/28/2012 07:00:00 AM +0000
B90584,5308621,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,68079LA,1GNDM19X55B100612,2005,09/09/2012 07:00:00 AM +0000
B90584,5313439,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,68239LA,1FTNS24WX6DA20512,2006,10/30/2012 07:00:00 AM +0000
B90584,5314212,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,68185LA,1FMRE11W75HB43629,2005,11/07/2012 08:00:00 AM +0000
B90584,5314420,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,68306LA,WD5WD642835558734,2003,11/12/2012 08:00:00 AM +0000
B90584,5315059,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,68218LA,1FBSS31L36DA81014,2006,11/18/2012 08:00:00 AM +0000
B90584,5319326,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,68529LA,1FMNE11L28DA865529,2008,01/07/2013 08:00:00 AM +0000
B90584,5321089,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,68650LA,1FMNE11L18DA59208,2008,01/27/2013 08:00:00 AM +0000
B90584,5323147,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,68701LA,1FBNE31L58DA77392,2008,02/13/2013 08:00:00 AM +0000
B90584,5325243,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,68722LA,5TDZA23C46S405080,2006,03/04/2013 08:00:00 AM +0000
B90584,5329843,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,68920LA,1FBNE31L38DB39727,2008,04/13/2013 07:00:00 AM +0000
B90584,5334254,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,68886LA,1FBNE31LX6HA36892,2006,05/27/2013 07:00:00 AM +0000
B90584,5346208,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,69136LA,1FBNE31L36HA35633,2006,10/13/2011 07:00:00 AM +0000
B90584,5348974,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,73608LA,1FBNE31L36HA80281,2006,11/12/2011 08:00:00 AM +0000
B90584,5350651,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,73628LA,5TDZK23C78S212440,2008,12/03/2011 08:00:00 AM +0000
B90584,5350656,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,73616LA,1FBNE31L96DA79353,2006,12/03/2011 08:00:00 AM +0000
B90584,5351487,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,73633LA,1GNDV23198D202513,2008,12/14/2011 08:00:00 AM +0000
B90584,5351567,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,73632LA,1FBNE31L49DA43963,2009,12/15/2011 08:00:00 AM +0000
B90584,5353699,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,69157LA,1FBNE31L36DB33570,2006,01/14/2012 08:00:00 AM +0000
B90584,5355087,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,69166LA,1FBNE31L69DA60361,2009,02/01/2012 08:00:00 AM +0000
B90584,5356902,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,69165LA,1FBNE31L49DA68832,2009,02/23/2012 08:00:00 AM +0000
B90584,5357053,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,69199LA,1FBNE31L29DA18110,2009,02/24/2012 08:00:00 AM +0000
