BRONX – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Address,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
2-02691-0117,"883 165 STREET
Bronx, NY
(40.82387499335147, -73.89822327862164)",MORRISANIA/LONGWOOD,C6-WALK-UP,38,1907,29664,385322,12.99,902000,30.4,2-03249-0108,"2769 UNIVERSITY AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",KINGSBRIDGE/JEROME PARK,C1-WALK-UP,37,1923,31875,385322,12.09,1330000,41.7,3.15,2-04655-0011,"630 221 STREET
Bronx, NY
(40.88559924509169, -73.86399116859955)",WILLIAMSBRIDGE,C1-WALK-UP,38,1931,32780,356934,10.89,836000,25.5,4.5
2-02698-0063,"941 ROGERS PLACE
Bronx, NY
(40.82195378327424, -73.89791233464382)",MORRISANIA/LONGWOOD,C6-WALK-UP,20,1925,16950,193060,11.39,452000,26.7,2-05042-0025,"676 NEREID AVENUE
Bronx, NY
(40.898755050968795, -73.8551512406037)",WAKEFIELD,C1-WALK-UP,22,1924,17952,208063,11.59,718000,40,5.7,2-02785-0048,"1369 COLLEGE AVENUE
Bronx, NY
(40.83678222415456, -73.91105976552018)",MELROSE/CONCOURSE,C1-WALK-UP,21,1924,16000,131782,8.24,340000,21.25,1.2
2-02700-0053,"1061 INTERVALE AVENUE
Bronx, NY
(40.824954497084995, -73.89688610387776)",MORRISANIA/LONGWOOD,C6-WALK-UP,31,1925,20825,246961,11.86,578000,27.8,2-02716-0034,"900 167 STREET
Bronx, NY
(40.82606139642748, -73.89537299839637)",MORRISANIA/LONGWOOD,C7-WALK-UP,31,1924,22770,246961,10.85,767000,33.7,0.1,2-02948-0018,"1795 CLINTON AVENUE
Bronx, NY
(40.84222759896924, -73.89260503711543)",CROTONA PARK,C1-WALK-UP,30,1924,20785,216787,10.43,674000,32.4,1.2
2-02711-0021,"921 TIFFANY STREET
Bronx, NY
(40.820144051175625, -73.89494965318585)",MORRISANIA/LONGWOOD,C6-WALK-UP,18,1989,14000,143220,10.23,445000,31.8,2-02700-0001,"911 165 STREET
Bronx, NY
(40.8238811201347, -73.89687133112004)",MORRISANIA/LONGWOOD,C9-WALK-UP,18,1989,12730,139853,10.99,435000,34.2,0.35,2-04305-0004,"1110 LYDIG AVENUE
Bronx, NY
(40.85485360990503, -73.85658728786413)",PELHAM PARKWAY SOUTH,C1-WALK-UP,15,1952,14400,173232,12.03,598000,41.5,3.1
2-02717-0048,"1049 FOX STREET
Bronx, NY
(40.82502897040945, -73.89392720984351)",MORRISANIA/LONGWOOD,D4-ELEVATOR,42,1915,42000,475648,11.32,1110000,26.4,2-03172-0011,"2324 MORRIS AVENUE
Bronx, NY
(40.858867944165475, -73.90138611632005)",FORDHAM,D1-ELEVATOR,43,1937,41910,414086,9.88,1180000,28.2,2.35,2-03324-0055,"3450 GATES PLACE
Bronx, NY
(40.88261229638404, -73.88390524265346)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,43,1937,41610,452061,10.86,1400000,33.6,3.95
2-02717-0070,"1020 TIFFANY STREET
Bronx, NY
(40.82397579103741, -73.89483294669691)",MORRISANIA/LONGWOOD,C6-WALK-UP,13,1931,10055,131803,13.11,309000,30.7,2-02690-0105,"954 PROSPECT AVENUE
Bronx, NY
(40.822659392537716, -73.9003299074023)",MORRISANIA/LONGWOOD,C4-WALK-UP,12,1904,12495,105114,8.41,271000,21.69,0.35,2-03334-0022,"3070 BAINBRIDGE AVENUE
Bronx, NY
(40.87341748130874, -73.8796601551116)",BEDFORD PARK/NORWOOD, ,11,1920,9000,131803,14.64,481000,53,3.35
2-02720-0041,"1025 LEGGETT AVENUE
Bronx, NY
(40.813635277583515, -73.89934547520724)",MORRISANIA/LONGWOOD,C6-WALK-UP,57,1924,41010,628138,15.32,1470000,35.8,2-02855-0020,"8 169 STREET
Bronx, NY
(40.837701864034806, -73.91934350137474)",HIGHBRIDGE/MORRIS HEIGHTS,C7-WALK-UP,54,1928,38288,462364,12.08,1600000,41.8,1.95,2-03305-0001,"2851 VALENTINE AVENUE
Bronx, NY
(40.86958795286466, -73.88987797626623)",BEDFORD PARK/NORWOOD,C7-WALK-UP,59,1922,53000,628138,11.85,2170000,40.9,3.9
2-02721-0020,"829 SOUTHERN BOULEVARD
Bronx, NY
(40.81728936848532, -73.8952736104896)",MORRISANIA/LONGWOOD,C6-WALK-UP,49,1925,31335,406668,12.98,952000,30.4,2-03196-0058,"2265 DAVIDSON AVENUE
Bronx, NY
(40.858550044674125, -73.90500430430119)",KINGSBRIDGE HTS/UNIV HTS,C7-WALK-UP,56,1926,38920,523531,13.45,1910000,49.1,2.85,2-03923-0009,"1565 WHITE PLAINS ROAD
Bronx, NY
(40.8397468445477, -73.8639148344914)",PARKCHESTER,C1-WALK-UP,49,1927,31282,381928,12.21,1320000,42.2,2.25
2-02721-0042,"1019 LONGWOOD AVENUE
Bronx, NY
(40.816607228366905, -73.89665312146003)",MORRISANIA/LONGWOOD,C6-WALK-UP,16,1931,18300,184647,10.09,527000,28.8,2-02426-0002,"1100 CLAY AVENUE
Bronx, NY
(40.82976158999511, -73.91201608211026)",MELROSE/CONCOURSE,C1-WALK-UP,16,1929,14355,139049,9.69,397000,27.7,1.2,2-03071-0039,"2220 ADAMS PLACE
Bronx, NY
(40.85207470465805, -73.88931571490217)",BELMONT,C1-WALK-UP,16,1931,14652,211574,14.44,772000,53,2.45
2-02721-0043,"1015 LONGWOOD AVENUE
Bronx, NY
(40.81670867188794, -73.89682595116254)",MORRISANIA/LONGWOOD,C6-WALK-UP,23,1931,20580,210898,10.25,494000,24,2-04839-0017,"765 225 STREET
Bronx, NY
(40.88758993969684, -73.85967333727753)",WILLIAMSBRIDGE,C1-WALK-UP,23,1927,19080,210898,11.05,655000,34.3,5.2,2-02522-0124,"1345 PLIMPTON AVENUE
Bronx, NY
(40.84125909419022, -73.92394266359884)",HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,23,1917,20800,284336,13.67,666000,32,2.25
2-02722-0001,"854 INTERVALE AVENUE
Bronx, NY
(40.8179554688546, -73.89555179464249)",MORRISANIA/LONGWOOD,C6-WALK-UP,18,1931,10220,170722,16.7,400000,39.1,2-02410-0001,"271 150 STREET
Bronx, NY
(40.81805396470726, -73.92234340859706)",MELROSE/CONCOURSE,C7-WALK-UP,20,1910,10587,170722,16.13,676000,64,1.35,2-03080-0038,"2037 BELMONT AVENUE
Bronx, NY
(40.84787590368671, -73.89042106701291)",EAST TREMONT,C1-WALK-UP,17,1909,11629,125843,10.82,295000,25.4,2.1
2-02723-0028,"906 SIMPSON STREET
Bronx, NY
(40.82003469796446, -73.89365241335457)",MORRISANIA/LONGWOOD,C6-WALK-UP,31,1925,34875,357102,10.24,836000,23.97,2-04833-0058,"636 231 STREET
Bronx, NY
(40.88322407498513, -73.91453554898627)",WILLIAMSBRIDGE,C1-WALK-UP,31,1929,32710,277981,8.5,717000,21.92,5.2,2-03301-0066,"2821 BRIGGS AVENUE
Bronx, NY
(40.868564581595635, -73.88967303562967)",BEDFORD PARK/NORWOOD,C1-WALK-UP,31,1916,30780,357102,11.6,1230000,40,3.35
2-02723-0029,"914 SIMPSON STREET
Bronx, NY
(40.82024702173242, -73.89342078742588)",MORRISANIA/LONGWOOD,C6-WALK-UP,31,1925,34875,357102,10.24,836000,23.97,2-04833-0058,"636 231 STREET
Bronx, NY
(40.88322407498513, -73.91453554898627)",WILLIAMSBRIDGE,C1-WALK-UP,31,1929,32710,277981,8.5,717000,21.92,5.2,2-03301-0066,"2821 BRIGGS AVENUE
Bronx, NY
(40.868564581595635, -73.88967303562967)",BEDFORD PARK/NORWOOD,C1-WALK-UP,31,1916,30780,357102,11.6,1230000,40,3.35
2-02727-0039,"1111 SOUTHERN BOULEVARD
Bronx, NY
(40.82592956390337, -73.89199186179843)",MORRISANIA/LONGWOOD,C6-WALK-UP,26,1925,21917,180315,8.23,422000,19.25,2-02699-0048,"993 INTERVALE AVENUE
Bronx, NY
(40.822960584513964, -73.8969085571462)",MORRISANIA/LONGWOOD,C7-WALK-UP,25,1925,21995,339822,15.45,796000,36.2,0.3,2-02740-0007,"887 HUNT'S POINT AVENUE
Bronx, NY
(40.81903014357878, -73.8895316271308)",HUNTS POINT,C7-WALK-UP,25,1925,22120,154921,7,363000,16.41,0.55
2-02732-0021,"850 SOUTHERN BOULEVARD
Bronx, NY
(40.817723033952014, -73.89473420662962)",MORRISANIA/LONGWOOD,C6-WALK-UP,58,1923,41874,364304,8.7,853000,20.37,2-02603-0020,"582 SOUTHERN BOULEVARD
Bronx, NY
(40.81247641675874, -73.90284584284457)",MORRISANIA/LONGWOOD,C1-WALK-UP,35,1923,29230,273592,9.36,641000,21.93,0.55,2-02674-0012,"565 PROSPECT AVENUE
Bronx, NY
(40.8128483053983, -73.90430595493974)",MORRISANIA/LONGWOOD,C7-WALK-UP,40,1923,31420,327119,10.41,1020000,32.5,0.6
2-02740-0071,"874 MANIDA STREET
Bronx, NY
(40.818208731316, -73.88999056603153)",HUNTS POINT,C6-WALK-UP,19,1910,14880,168144,11.3,394000,26.5,2-02762-0049,"1216 SENECA AVENUE
Bronx, NY
(40.81869736329105, -73.8884727869651)",HUNTS POINT,C1-WALK-UP,26,1910,18470,159634,8.64,374000,20.25,0.05,2-02740-0073,"1002 GARRISON AVENUE
Bronx, NY
(40.818778317534985, -73.89030588192107)",HUNTS POINT,C1-WALK-UP,21,1910,15915,180151,11.32,560000,35.2,0
2-02744-0060,"1116 HOE AVENUE
Bronx, NY
(40.826113736018925, -73.89087593093079)",MORRISANIA/LONGWOOD,C6-WALK-UP,24,1914,21025,182707,8.69,428000,20.36,2-02762-0047,"1212 SENECA AVENUE
Bronx, NY
(40.8186922911148, -73.8885167458259)",HUNTS POINT,C1-WALK-UP,20,1914,18000,156487,8.69,404000,22.44,0.55,2-02740-0001,"893 HUNT'S POINT AVENUE
Bronx, NY
(40.819196944721575, -73.8896421159668)",HUNTS POINT,D7-ELEVATOR,26,1914,24640,317155,12.87,743000,30.2,0.6
2-02746-0021,"946 HOE AVENUE
Bronx, NY
(40.82202729050957, -73.89028510579791)",MORRISANIA/LONGWOOD,C6-WALK-UP,20,1913,17550,168831,9.62,395000,22.51,2-02743-0030,"1057 HOE AVENUE
Bronx, NY
(40.824372874340284, -73.89055853226613)",MORRISANIA/LONGWOOD,D7-ELEVATOR,55,1913,53744,516905,9.62,1470000,27.4,0.15,2-02663-0029,"1272 BOSTON ROAD
Bronx, NY
(40.83090880687115, -73.90052051011277)",MORRISANIA/LONGWOOD,C7-WALK-UP,14,1913,11000,96238,8.75,225000,20.45,0.8
2-02746-0023,"950 HOE AVENUE
Bronx, NY
(40.82210834748791, -73.89029262101445)",MORRISANIA/LONGWOOD,C6-WALK-UP,20,1913,17550,168831,9.62,395000,22.51,2-02743-0030,"1057 HOE AVENUE
Bronx, NY
(40.824372874340284, -73.89055853226613)",MORRISANIA/LONGWOOD,D7-ELEVATOR,55,1913,53744,516905,9.62,1470000,27.4,0.15,2-02663-0029,"1272 BOSTON ROAD
Bronx, NY
(40.83090880687115, -73.90052051011277)",MORRISANIA/LONGWOOD,C7-WALK-UP,14,1913,11000,96238,8.75,225000,20.45,0.8
2-02751-0008,"1096 FARMS ROAD
Bronx, NY
(40.82637954008869, -73.89028008260792)",MORRISANIA/LONGWOOD,C6-WALK-UP,15,1910,14575,128988,8.85,302000,20.72,2-02622-0004,"992 BOSTON ROAD
Bronx, NY
(40.825359869393004, -73.9075790113815)",MORRISANIA/LONGWOOD,C1-WALK-UP,16,1910,11455,101416,8.85,262000,22.87,0.9,2-02622-0002,"988 BOSTON ROAD
Bronx, NY
(40.82528648670853, -73.90765641931614)",MORRISANIA/LONGWOOD,C1-WALK-UP,15,1910,15894,103181,6.49,242000,15.23,0.9
2-02763-0227,"750 FAILE STREET
Bronx, NY
(40.81564596217016, -73.8868975936805)",HUNTS POINT,D4-ELEVATOR,111,1965,108306,1393898,12.87,3260000,30.1,2-02740-0001,"893 HUNT'S POINT AVENUE
Bronx, NY
(40.819196944721575, -73.8896421159668)",HUNTS POINT,D7-ELEVATOR,26,1914,24640,317155,12.87,743000,30.2,0.2,2-02762-0181,"1325 LAFAYETTE AVENUE
Bronx, NY
(40.81706610778938, -73.88583994986557)",HUNTS POINT,D7-ELEVATOR,60,1931,67800,606492,8.95,1560000,23.01,0.15
2-02765-0140,"1230 SPOFFORD AVENUE
Bronx, NY
(40.81393876463469, -73.88968686782661)",HUNTS POINT,C6-WALK-UP,68,1928,56400,475452,8.43,1110000,19.68,2-02761-0103,"887 BRYANT AVENUE
Bronx, NY
(40.8195017612322, -73.88685771661343)",HUNTS POINT,D1-ELEVATOR,35,1928,50052,407845,8.15,955000,19.08,0.5,2-02762-0097,"1314 SENECA AVENUE
Bronx, NY
(40.81893613375457, -73.88690182554937)",HUNTS POINT,D7-ELEVATOR,61,1928,64200,541127,8.43,1400000,21.81,0.35
2-02765-0146,"645 BARRETTO STREET
Bronx, NY
(40.81280074773447, -73.88895490075504)",HUNTS POINT,C6-WALK-UP,48,1927,38720,379843,9.81,889000,22.96,2-02762-0086,"836 FAILE STREET
Bronx, NY
(40.817995199491754, -73.88736761758695)",HUNTS POINT,C1-WALK-UP,35,1927,33880,332260,9.81,948000,28,0.35,2-02763-0149,"745 HUNT'S POINT AVENUE
Bronx, NY
(40.81556617667827, -73.88704047258442)",HUNTS POINT,C7-WALK-UP,29,1927,25000,436312,17.45,1730000,69,0.2
2-02791-0052,"1695 TOPPING AVENUE
Bronx, NY
(40.84394803638615, -73.90587932110851)",MOUNT HOPE/MOUNT EDEN,C6-WALK-UP,27,1926,17000,175270,10.31,410000,24.12,2-02792-0014,"1665 MONROE AVENUE
Bronx, NY
(40.84345965805986, -73.90683447034547)",MOUNT HOPE/MOUNT EDEN,C1-WALK-UP,48,1926,28000,483607,17.27,1910000,68,0.1,2-02795-0026,"1796 GRAND
Bronx, NY
(40.82557699997852, -73.91844899972153)",MOUNT HOPE/MOUNT EDEN,C1-WALK-UP,24,1911,24500,278203,11.36,718000,29.3,0.2
2-02791-0054,"1685 TOPPING AVENUE
Bronx, NY
(40.843712542500725, -73.90590146155928)",MOUNT HOPE/MOUNT EDEN,D4-ELEVATOR,43,1931,33000,408210,12.37,956000,29,2-02845-0062,"1535 WALTON AVENUE
Bronx, NY
(40.84184087299044, -73.91435225391947)",MOUNT HOPE/MOUNT EDEN,D1-ELEVATOR,48,1928,45630,564286,12.37,1320000,28.9,0.4,2-02847-0022,"1605 TOWNSEND AVENUE
Bronx, NY
(40.84435244827281, -73.91363399672957)",MOUNT HOPE/MOUNT EDEN,D1-ELEVATOR,36,1927,33000,340563,10.32,1060000,32.1,0.4
2-02794-0062,"221 173 STREET
Bronx, NY
(40.84376950406947, -73.90882595240157)",MOUNT HOPE/MOUNT EDEN,D4-ELEVATOR,26,1939,32150,244340,7.6,572000,17.79,2-02791-0005,"1654 MONROE AVENUE
Bronx, NY
(40.84332106455025, -73.90677224793878)",MOUNT HOPE/MOUNT EDEN,D1-ELEVATOR,50,1940,44000,334206,7.6,782000,17.77,0.15,2-02794-0054,"1691 EASTBURN AVENUE
Bronx, NY
(40.844036234794814, -73.90857787821714)",MOUNT HOPE/MOUNT EDEN,D1-ELEVATOR,36,1937,26000,266780,10.26,829000,31.9,0
2-02799-0022,"1776 TOPPING AVENUE
Bronx, NY
(40.846179276639454, -73.90560393202543)",MOUNT HOPE/MOUNT EDEN,D4-ELEVATOR,25,1931,21080,239047,11.34,743000,35.2,2-02810-0050,"219 ECHO PLACE
Bronx, NY
(40.84981715406876, -73.90493871556718)",MOUNT HOPE/MOUNT EDEN,D1-ELEVATOR,31,1939,21600,244878,11.34,761000,35.2,0.3,2-02877-0458,"1759 MONTGOMERY AVENUE
Bronx, NY
(40.850763453976974, -73.91812980381792)",HIGHBRIDGE/MORRIS HEIGHTS,D9-ELEVATOR,21,1921,21250,252327,11.87,871000,41,0.8
2-02802-0005,"1854 MONROE AVENUE
Bronx, NY
(40.8479757483753, -73.90614330052148)",MOUNT HOPE/MOUNT EDEN,C6-WALK-UP,26,1915,22500,255600,11.36,598000,26.6,2-02792-0014,"1665 MONROE AVENUE
Bronx, NY
(40.84345965805986, -73.90683447034547)",MOUNT HOPE/MOUNT EDEN,C1-WALK-UP,48,1926,28000,483607,17.27,1910000,68,0.35,2-02795-0026,"1796 GRAND
Bronx, NY
(40.82557699997852, -73.91844899972153)",MOUNT HOPE/MOUNT EDEN,C1-WALK-UP,24,1911,24500,278203,11.36,718000,29.3,0.25
2-02809-0022,"240 ECHO PLACE
Bronx, NY
(40.849661699860654, -73.90444877292784)",MOUNT HOPE/MOUNT EDEN,D4-ELEVATOR,42,1931,45700,487619,10.67,1140000,24.95,2-02797-0025,"1790 WEEKS AVENUE
Bronx, NY
(40.84660760986333, -73.90738466486383)",MOUNT HOPE/MOUNT EDEN,D1-ELEVATOR,45,1936,40000,426914,10.67,1330000,33.3,0.25,2-02814-0065,"2000 ANTHONY AVENUE
Bronx, NY
(40.85141184199903, -73.90283825381383)",MOUNT HOPE/MOUNT EDEN,D7-ELEVATOR,55,1939,48600,563630,11.6,1940000,39.9,0.15
2-02810-0026,"250 178 STREET
Bronx, NY
(40.850245148691805, -73.90386021420521)",MOUNT HOPE/MOUNT EDEN,D4-ELEVATOR,60,1936,70000,739900,10.57,1730000,24.71,2-02804-0052,"215 MT HOPE PLACE
Bronx, NY
(40.84837239342266, -73.90577410523213)",MOUNT HOPE/MOUNT EDEN,D1-ELEVATOR,73,1937,78000,824592,10.57,2350000,30.1,0.1,2-02807-0070,"2015 CRESTON AVENUE
Bronx, NY
(40.85198305177832, -73.90558334902948)",MOUNT HOPE/MOUNT EDEN,D1-ELEVATOR,67,1939,68000,462247,6.8,1080000,15.88,0.2
2-02821-0052,"1561 SHERIDAN AVENUE
Bronx, NY
(40.84192944397796, -73.9111201535249)",MOUNT HOPE/MOUNT EDEN,D4-ELEVATOR,68,1928,74462,690262,9.27,1970000,26.5,2-02827-0053,"1881 MORRIS AVENUE
Bronx, NY
(40.84907189294219, -73.90825755387331)",MOUNT HOPE/MOUNT EDEN,D1-ELEVATOR,55,1941,57600,495680,8.61,1280000,22.22,0.55,2-02827-0046,"1895 MORRIS AVENUE
Bronx, NY
(40.84952557094835, -73.90810468411034)",MOUNT HOPE/MOUNT EDEN,D1-ELEVATOR,55,1936,52800,492904,9.34,1270000,24.05,0.55
2-02826-0011,"1770 WALTON AVENUE
Bronx, NY
(40.84756953806167, -73.91018555947747)",MOUNT HOPE/MOUNT EDEN,C6-WALK-UP,37,1925,29600,311984,10.54,730000,24.66,2-02829-0030,"55 179 STREET
Bronx, NY
(40.85219711055318, -73.90749862341059)",MOUNT HOPE/MOUNT EDEN,C1-WALK-UP,33,1923,29655,302777,10.21,941000,31.7,0.35,2-02829-0042,"2030 WALTON AVENUE
Bronx, NY
(40.853239671903914, -73.9066141488062)",MOUNT HOPE/MOUNT EDEN,C1-WALK-UP,36,1924,26835,282840,10.54,879000,32.8,0.35
