Company Name,Address,Address2,City,Category Name,URL,Hiring,Jobs URL,Why NYC
SapientNitro,40 Fulton St.,2nd Floor,New York,HQ'd in NY,http://www.sapientnitro.com,false,http://www.sapient.com/en-us/careers.html,"We are a global organization located in all of the major cities around the world! As Idea Engineers, SapientNitro seamlessly and consistently combines communications, brand and transactional expertise to conceive, build and execute integrated, multi-channel brand experiences that lead to tangible business results."
Cosi Consulting,112 West 34th St,"Suite 17097, 18th Floor",New York,HQ'd in NY,http://www.cosiconsulting.com,true,http://www.cosiconsulting.com,The greatest and most happening city in the world!
IfWeRanTheWorld,213 West 23rd Street,6S,New York,HQ'd in NY,http://ifwerantheworld.com,false,,"If I ran the world, I would run it from New York."
Akamai Technologies,352 Park Avenue South,8th Floor,New York,HQ'd in NY,http://www.akamai.com/index.html,true,http://www.akamai.com/html/careers/index.html,"Because NYC moves fast, and we help the internet move Faster Forward."
Couptivate,96 Fifth Avenue,Suite 9L,New York,HQ'd in NY,http://www.couptivate.com,false,,
MarketShare,1270 Avenue of the Americas,2702,New York,Coworking / Incubators,http://www.marketshare.com,true,http://marketshare.com/careers,concrete jungle where dreams are made
Microtrip.it,68 Jay Street,,Brooklyn,HQ'd in NY,http://www.microtrip.it,false,,"We're excited to be creating microtrip.it (http://microtrip.it/) in NYC. From the early immigrants that settled the island to the giants of industry that made this city iconic, New York has always been entrepreneurial at heart. As an early-stage startup, we're exited for the renewed focus on tech innovation and we feel it's the perfect location for microtrip.it (http://microtrip.it/) to grow in. NYC is building a sustainable community for startups to thrive in, and has created an impressive ecosystem of Startups, Angels, VCs and Incubators to foster this growth in the tech space. We want to contribute to the growth by taking an active role in a growing community of leaders."
Kohort,900 Broadway,2nd Floor,New York,HQ'd in NY,http://kohort.com,true,http://blog.kohort.com/work-at-kohort,"NYC is hands-down the best place in the world to launch a digital startup company. It's got all the ingredients: talent, capital, a great test market, passionate people, a culture of risk-taking and mentorship, energy, and serendipitous moments."
Gear Patrol,349 5th Ave.,5th Floor,New York,HQ'd in NY,http://www.gearpatrol.com,false,,"New York is a center for media and advertising industries. As a strictly digital media company looking to disrupt traditional men's media publications, there's no better place to be headquartered than New York."
inSparq,"37 E. 18th St, NY",8th Floor,New York,HQ'd in NY,http://www.insparq.com,true,http://insparq.com/jobs/,
Boomset,130 West 42nd Street,Suite 2204,New York,HQ'd in NY,http://www.boomset.com,false,,"We are an Events & Ticketing company, what better city to be for events? Plus we LOVE NYC!"
Hot Studio,520 Broadway,11th floor,New York,HQ'd in NY,http://www.hotstudio.com,true,http://hotstudio.com/jobs,"Hot Studio is an experience design company with offices in San Francisco and New York City. We envision, design and build digital products and services for innovative organizations that have global reach and local impact."
Springbase Media,276 5th Avenue,906,New York,HQ'd in NY,http://www.springbasemedia.com,false,,
Fortune Cookie,275 Madison Ave,14th floor,New York,HQ'd in NY,http://www.fortune-cookie.com,false,,"Expanding globally from the UK, Australia and beyond"
AKQA,175 Varick Street,10th Floor,New York,HQ'd in NY,http://www.akqa.com,true,http://www.akqa.com/#/career,
SimpleReach,27 W 24th St,703,New York,HQ'd in NY,http://www.simplereach.com,false,,
"Hush Studios, inc.",68 Jay St,413,Brooklyn,HQ'd in NY,http://heyhush.com,true,http://heyhush.com/careers/,"HUSH IS A DESIGN AGENCY. WE DESIGN AND PRODUCE DIGITAL CONTENT & EXPERIENCES THAT ARE UNIQUE IN CREATING BRAND RECOGNITION FOR OUR CLIENTS.
THINKERS. MAKERS."
Tapad,307 7th Ave,2001,New York,HQ'd in NY,http://www.tapad.com,true,http://www.tapad.com/careers.html,
iQ4,137 Varick Street,Floor 2,New York,HQ'd in NY,http://www.iq4.com,false,,"iQ4 is a Varick incubator company. We are thrilled to be part of this vibrant and innovative environment where the exchange of ideas among companies is invaluable in helping us grow our business.

iQ4 has developed a cyber technology that will transform how employers on-board the next generation workforce ... its all about skills ... the ones they don't teach in school.

NYC is the HUB of where innovation and entrepreneurship connect with commercialization. No where in the world can a young business find greater opportunity to succeed."
Noom Inc.,530 W. 25th st,suite 502,New York,HQ'd in NY,http://www.noom.com/jobs/,true,http://www.noom.com/jobs,finding the best talent
City Island Software,185 Beach Street,,Bronx,HQ'd in NY,http://cityislandsoftware.com/,false,,
KAYWEB Angels,1330 Avenue of the Americas,23rd Floor,New York,Investors,http://www.kaywebangels.com,false,,"We provide development services to web/mobile startups in exchange for equity.

New York is the city of ideas, but does not have enough developers. We want to be New York's angel developers!"
The Levo League,833 Broadway,5th Floor,New York,HQ'd in NY,http://www.levoleague.com,false,,NYC is the only central location that allows us to connect to our young professional users and company headquarters customers on the same day!
VEVO,4 Times Square,25th Floor,New York,HQ'd in NY,http://vevo.com,false,,"NYC is the hottest tech center in the world, diverging with music, entertainment and media."
CheapInTheCity.com,634 Saint Nicholas Avenue,Suite 5G,New York,HQ'd in NY,http://cheapinthecity.com/,false,,"Because CheapInTheCity.com focuses on cheap or free things to do in NYC. We all attended NYU or Columbia, so where else would we want to start our venture?"
UberTags,175 Varick St,4,New York,HQ'd in NY,http://ubertags.com,false,,Yes.
"The Sukhi Life, Lifestyle Services",271 Avenue C,5C,New York,HQ'd in NY,http://www.theSukhiLife.com,true,http://thesukhilife.com/sukhilife/profile,
Digital Pocket LLC,110 East 59th Street,22nd Floor,New York,HQ'd in NY,http://www.digitalPocket.com,true,,
Blue 2.0,55 Water Street,4,Brooklyn,HQ'd in NY,http://www.blue20solutions.com,true,http://www.blue20solutions.com/careers/positions-open/,
Chimpanzee,275 Madison Avenue,14th Floor,New York,HQ'd in NY,http://www.chimpmybrand.com,true,,
LogicShark Consulting,274 Madison Avenue,18th Floor,New York,HQ'd in NY,http://www.logicsharkconsulting.com,true,http://www.logicsharkconsulting.com/company_careers.html,"Born and bred in NYC. It has so much to offer, why would you want to go anywhere else?"
Unruly,41 West 25th Street,8th floor,New York,HQ'd in NY,http://www.unrulymedia.com,true,http://www.unrulymedia.com/talent,"Unruly is the global platform for social video advertising, with 20+ staff in NYC and offices in Chicago and San Francisco. In New York's Silicon Alley, our clients and media partners are within shoutiung distance, the digital ad scene is buzzing and there's an appetite for technological and product innovation."
RealDirect,19 West 21st St,502,New York,HQ'd in NY,http://www.realdirect.com,false,,
SpaFinder,257 Park Avenue South,10th Floor,New York,HQ'd in NY,http://www.spafinder.com,true,http://www.spafinder.com/about/careers/index.jsp,
Hugo & Marie,20 Jay Street,311A,Brooklyn,HQ'd in NY,http://www.hugoandmarie.com,true,,New York City is everything.
ExchangeMyPhone,165 Court St,#300,Brooklyn,HQ'd in NY,http://www.ExchangeMyPhone.com,false,,
Blast Radius,284 Madison Avenue,9th floor,New York,HQ'd in NY,http://www.blastradius.com/,true,http://www.blastradius.com/careers/,"Because NYC is where great digital minds live, breathe, collaborate and grow!"
Bazaarvoice,126 5th Ave,804,New York,HQ'd in NY,http://www.bazaarvoice.com/,true,http://www.bazaarvoice.com/about/current-jobs,"Expanding our reach outside of Austin, we're looking for amazing new developers, QA engineers, and DevOps gurus to join our amazing team. This brand new team (we just opened the office in January) is already working on some amazing new tools for 1000s of the top brands worldwide and we're looking to grow."
Superpowered,175 Varick St.,4,New York,HQ'd in NY,http://superpoweredhq.com,false,,Because it's the best place in the world to create and grow a tech startup.
ExpandTheRoom LLC,27 Cliff Street,2nd Floor,New York,HQ'd in NY,http://www.expandtheroom.com,true,http://expandtheroom.com/jobs/,"We've been here for a decade now. We love the energy, the people and the diversity."
Targeted Social,"305 2nd Ave. New York, N.Y. 10003",#340,New York,HQ'd in NY,http://www.targetedsocial.com,false,,"New York is our home and the hub of Marketing, Social Media and Advertising!"
Patron Technology,850 Seventh Avenue,Suite 1201,New York,HQ'd in NY,http://patrontechnology.com/,true,http://patrontechnology.com/about-crm/jobs/,"Patron Technology strives to revolutionize the arts industry by offering world-class customer relationship management (CRM) technology, including ticketing, subscriptions, fundraising, e-mail marketing and staff collaboration technology. Patron TechnologyÛªs products are PatronMail and PatronManager CRM.
Founded in 2001 by Eugene Carr, we are the leader in e-marketing technology for arts and non-profit organizations. The companyÛªs PatronMail e-mail service is used by over 1,800 arts and cultural clients in all 50 states and eight countries overseas."
Socialitical,305 2nd Avenue,340,New York,HQ'd in NY,http://www.getsocialitical.com,false,,"We are in NYC as it is the eastern epicenter of emerging technology, with so many smart minds creating evolving technology...and it is a quick train ride to DC where a majority of our political clients dwell."
Zelkova Ventuers,667 Madison Avenue,20th Fl,New York,Investors,http://www.zelkovavc.com,false,,In 2007 when we launched NYC was a much harder place to launch a company... we saw an opportunity to help fix that... so far we have accomplished our goals!
Social Amp,1120 Avenue of Americas,14,New York,HQ'd in NY,http://www.socialamp.com,false,,
CLEARGOALS,105 W 86TH ST,227,New York,HQ'd in NY,http://www.cleargoals.com,false,,best place to be!
CRT/tanaka,320 W. 13th Street,7th Floor,New York,HQ'd in NY,http://www.crt-tanaka.com,false,,
FarmersWeb,10 West 15th Street,,New York,HQ'd in NY,http://www.farmersweb.com,false,,
iCrossing,300 w 57th st,20th floor,New York,HQ'd in NY,http://www.icrossing.com/,true,http://www.icrossing.com/icrossing-careers,
Torsh Inc.,380 Rector Place,Suite 5A,New York,HQ'd in NY,http://www.torsh.co/,true,http://www.torsh.co/job/viewjob.php?id=34,"Because I'm a New Yorker, I love New York, and there is no other place I'd rather be (well, except for SoBe, but just a few weekends every now and then :))"
CabCorner LLC,46 President Street,,Brooklyn,HQ'd in NY,http://www.CabEasy.com,false,,Because that is where the founder and principal operators live and work.
Mirrorball,134 w25th st,7,New York,HQ'd in NY,http://mirrorball.com,false,,
Sarkissian Mason,135 W. 26th Street,5th Floor,New York,HQ'd in NY,http://www.sarkissianmason.com,false,,
StructuredWeb,902 Broadway,7th,New York,HQ'd in NY,http://structuredweb.com,true,http://Www.structuredweb.com/jobs,The amazing people that work and live here. The energy and the culture.
Burringo.com,56 West 39th Street,5th Floor,New York,HQ'd in NY,http://www.burringo.com,false,,We are trying to simplify the process of finding apartments for college students and young adults in New York City.
Zignage LLC,325 Gold Street,Suite 603,Brooklyn,HQ'd in NY,http://zignage.com/,false,,
Iconify Creative,121 W 27th St.,701,New York,HQ'd in NY,http://www.iconify.net,true,http://www.iconify.net/careers,
KNO Clothing,223 W. 105th St.,,New York,HQ'd in NY,http://www.knoclothing.com,false,,"We want to take advantage of all that NYC has to offer. We've also got a space in Philadelphia, PA."
GANDER.tv,33 Nassau Ave,Suite 90,Brooklyn,HQ'd in NY,http://www.beta.gander.tv,false,,"GANDER.tv provides NYC bars, clubs, restaurants, comedy clubs, and other entertainment venues the ability to stream live video. In addition to handling the installation, software, QA of cameras and microphones we also provide venues with the opportunity to record, stream live, schedule, and monetize video via pay per view."
ideas42,242 W30th Street,1000,New York,HQ'd in NY,http://www.ideas42.org,false,,
Canaan Partners,95 Ffith Avenue,5th Floor,New York,Investors,http://www.canaan.com,false,,
RTP Ventures,900 Third Avenue,25th floor,New York,Investors,http://www.rtp.vc,false,,
Magnani Caruso Dutton,138 West 25th Street,5th Floor,New York,Coworking / Incubators,http://www.mcdpartners.com,true,http://mcdpartners.com/careers,
Knack,902 Broadway,4th Floor,New York,HQ'd in NY,http://www.knackhq.com,false,,
Hoefler & Frere-Jones,611 Broadway,725,New York,HQ'd in NY,http://www.typography.com,true,http://www.typography.com/about/careers.php,
RUN,243 West 30th Street,6th Floor,New York,HQ'd in NY,http://rundsp.com,true,http://www.rundsp.com/careers,how could we ever be anywhere else?
"Cut On Your Bias, Inc.",131 Varick St.,939,New York,HQ'd in NY,http://www.cutonyourbias.com,false,,
outgrow.me,Montgomery and Troy,,Brooklyn,HQ'd in NY,http://outgrow.me,false,,
DYKOS Systems,8 Bay 25th Street,,Brooklyn,HQ'd in NY,http://www.dykos.com,false,,
10 Speed Labs,300 Graham Avenue,Ground Floor,Brooklyn,HQ'd in NY,http://www.10speedlabs.com,false,,
Conspired Minds,87-25 167th Street,,Queens,HQ'd in NY,http://www.conspiredminds.com,false,,Because everything you'll ever need is just down the street.
nrelate,137 Varick St,2nd Floor,New York,HQ'd in NY,http://nrelate.com,true,http://nrelate.com/jobs/,We are a digital media startup so there is no better place to be. Plus every single employee went to a NYC University for at least one degree (some several).
PeoplePerHour,175 Varick Street,4th Floor,New York,HQ'd in NY,http://www.peopleperhour.com,true,http://www.peopleperhour.com/permanent_positions.php,Part of our mission to concur the world - what better place to start? ;-)
Chalkable,500 7th Ave,17h Floor,New York,HQ'd in NY,http://www.chalkable.com,true,,NYC is our home town. Nowhere else we'd rather be.
Irishecho.com,11 Hanover Square,5th floor,New York,HQ'd in NY,http://www.irishecho.com,false,,This is the capital of Irish America
Essence Digital,120 5th Ave,Floor 8,New York,HQ'd in NY,http://www.EssenceDigital.com,true,http://essencedigital.com/careers/current-vacancies,Our presence in the US is on the back of significant existing work and as a result we are already recruiting like minded and equally gifted home grown talent.
FairCareMD.com,1133 Broadway,Suite 706,New York,HQ'd in NY,http://www.FairCareMD.com,false,,NYC is the center of healthcare innovation.
INTRO Labs,"36 East 12th Street, New York, NY 10003",2nd floor,New York,Coworking / Incubators,http://www.getintro.net,false,,We are a business networking facilitator and there's nowhere in the world where people know the true value of networking more than in NYC!
"Persistent Systems, LLC",303 Fifth Avenue,Suite 207,New York,HQ'd in NY,http://www.PersistentSystems.com,true,http://www.persistentsystems.com/company5.php,NYC is the leader of the world in Public Safety and we design radio systems for Public Safety applications. NYC also has the most complex urban environment in the world which is excellent for testing radio systems.
Networked Insights,1 West Street - Suite 9,,New York,HQ'd in NY,http://networkedinsights.com,true,http://networkedinsights.com/careers,
Tribal DDB,437 Madison AVe.,8th floor,New York,HQ'd in NY,http://www.TribalDDB.com,false,,
Weissman Sound Design,303 West 29th Street,,New York,HQ'd in NY,http://www.kweissman.com,false,,NYC is the best!
Silicon Badia Ventures,86 Chambers Street,704,New York,Investors,http://www.siliconbadia.com/,false,,We love Silicon Alley!
RAPP,437 Madison Avenue,,New York,HQ'd in NY,,false,,
Pariveda Solutions,630 3rd Ave,Fl 6,New York,HQ'd in NY,http://parivedasolutions.com,true,http://www.linkedin.com/company/pariveda-solutions/careers,"Pariveda Solutions (pronounced par Ò vay da) is a technology solutions consulting firm that delivers strategic services and technology solutions, especially those ÛÏat the edgeÛ for businesses where systems interface with people and with other systems. Striving to build long-term relationships with clients where partnership is a centerpiece, our mission is to foster, develop and deploy world-class talent in service to our clients."
PureWow,1140 Broadway,10th Floor,New York,HQ'd in NY,http://www.purewow.com,true,http://www.purewow.com/jobs.htm,
"Aksel Group, Inc",52 Walker Street,3rd Floor,New York,HQ'd in NY,http://www.sharpmen.com,false,,"Aksel Group runs two companies: AkselParis.com, a men's fashion retailer, and Sharpmen.com, an online shopping channel for men."
Nirvana Solutions,55 Broad St,13th Floor,New York,Coworking / Incubators,http://www.nirvanasolutions.com,false,,
Unified Field,3 East 28th Street,9th Floor,New York,HQ'd in NY,http://www.unifiedfield.com,true,,
OpTier,130 w. 42nd street,17th floor,New York,HQ'd in NY,http://www.optier.com,true,http://www.optier.com/company/careers.php,
Flybridge Capital Partners,578 Broadway,7th Floor,New York,Investors,http://www.flybridge.com,true,http://www.flybridge.com/news_events/news_details.cfm?newsID=97&newsType=flybridge,"Flybridge Capital Partners is an early-stage venture capital firm that invests in exceptional entrepreneurs to build market-leading technology companies. With $560 million under management, the firm is focused on investing in consumer infrastructure and enterprise 2.0 companies. With an office in New York City Flybridge has already invested in several NYC early stage technology companies including 10gen, 33 Across, Brontes Technologies and, Tracx and is actively looking to invest in NYC-based start-ups."
NY Tech Meetup,175 Varick Street,4th Floor,New York,HQ'd in NY,http://www.nytm.org,false,,Because our mission to support the growing NY tech community.
FactSet Research Systems,90 Park Ave,,New York,HQ'd in NY,http://www.factset.com,true,http://www.factset.com/careers,
"Mac Concierge, Inc.",234 5th Ave,5th Floor,New York,HQ'd in NY,http://www.MacConcierge.com,false,,
Lean Startup Machine,36 E 12th St,2,New York,HQ'd in NY,http://www.leanstartupmachine.com,true,http://www.leanstartupmachine.com/jobs,Best place to start a company in the world!
Fractured atlas,248 W 35th St,Floor 10,New York,HQ'd in NY,http://www.fracturedatlas.org,true,http://www.fracturedatlas.org/site/blog/tag/workwithus/,
AienTech,29 West 38th Street,Suite 600,New York,HQ'd in NY,http://www.AienTech.com,false,,"New York city has the optimal environment for a start-up technology hedge fund. There is no other place in the world where you have not only the access to capital but a hiring pool of exceptional talent to choose from. New York City has the energy, culture and diversity that technology entrepreneurs need to build their business and ultimately make contributions to both the technology community and world economy."
Acquaintable,902 Broadway,4th Floor,New York,HQ'd in NY,http://www.acquaintable.com/,true,http://acquaintable.com/jobs,"We love the energy and startup scene in nyc. And given the size, density, and social nature of nyc, there is no better place to start Acquaintable!"
Modus Associates | Digital Strategy &  Design,37 West 20th Street,Suite 304,New York,HQ'd in NY,http://www.modusassociates.com,false,,
Resolute Digital,137-139 w 25th Street,11th Floor,New York,HQ'd in NY,http://resolute.com,true,http://resolute.com/employment,"To the core, we are made in New York. We believe that the opportunity is here - to work with great clients on great accounts and projects, to hire the best people, and to do things with a quality, pace, and finesse that only New Yorkers can offer."
BrightWire,100 Broadway,6th Floor,New York,HQ'd in NY,http://www.brightwire.com,false,,"Originally headquartered in Newark, BrightWire moved its headquarters to NYC in December of 2011. We enjoy being in the heart of the Financial District, where many of our clients are located, and NYC provides us with the ability to attract and retain highly talented employees. As a media/tech startup, NYC was a natural choice for the firm, since it's where so many media organizations and technology startups are clustered."
Pradux,175 Varick St,4,New York,HQ'd in NY,http://www.pradux.com,true,http://www.pradux.com/careers,"We are a fashion focused e-commerce company, and NYC is where all the fashion is!"
Operative Media,40 West 25th Street,10th Floor,New York,HQ'd in NY,http://www.operative.com,true,http://tbe.taleo.net/NA9/ats/careers/jobSearch.jsp?org=OPERATIVE&cws=1,"Since 2000, we have been headquartered in NYC for the love of the culture and vast opportunity for growth in media and tech. We continue to be excited to be a part of this community--within Chelsea/Flatiron alone we have dozens of partnerships with other tech companies.
With Center for an Urban Future's recent report showing NYC as the fastest growing hub for the tech sector, we continue to be enthusiastic of our ability to contribute to this growth through aggressive hiring goals, strong partner relationships, and commitment to enabling innovation throughout the industry."
ThinkEco,148 Madison Avenue,8th Floor,New York,HQ'd in NY,http://www.thinkecoinc.com,true,http://www.thinkecoinc.com/careers/index,Most of our customers are located in NYC.
Merchantry,355 Lexington Ave.,4th floor,New York,HQ'd in NY,http://merchantry.com,true,http://merchantry.com/company/careers/,Being in New York City gives us walking-distance access to many of our customers and prospects.
Digital Trends,330 7th Ave,22nd Floor,New York,HQ'd in NY,http://www.digitaltrends.com,false,,
MusÌ©e Magazine,310 Greenwich St,22k,New York,HQ'd in NY,http://www.museemagazine.com/,false,,"MusÌ©e Magazine bases itself in New York City because of all the possibility available around us. With millions of people living here as well as such a developed arts community, there is a great deal of opportunity for stories, coverage, and features. Every week there are new events in the arts world including openings, galas, exhibits, talks, and benefits, that are rich in content for us to feature. Because of this luckiness to be enriched with a prevalent arts culture, many people respond to it, take part, and produce their own work. There is no other place for MusÌ©e to be based when there is such great artistic work to feature and discuss, giving a platform for emerging photographers to present themselves and give great events the coverage they deserve."
Kitchenall,250 East 40th Street,Suite 36B,New York,HQ'd in NY,http://www.kitchenall.com,true,http://www.kitchenall.com/,NYC Rocks
EVERGLADES TECHNOLOGIES LLC,1 Union Square West,STE 302,New York,HQ'd in NY,http://www.etny.net,true,http://www.etny.net/employment,The technology industry in NYC had a need for a B2B that managed all office technology with a strong emphasis on customer service. We take away the stress of dealing with multiple vendors. One number for all your technology needs.
Digital Edge,7 Teleport Drive,,Staten Island,HQ'd in NY,http://www.DigitalEdge.net,true,http://www.digitaledge.net/WhoIs_Careers.aspx,Because this is the best place to be!
Magnetic,311 West 43rd Street,1406,New York,HQ'd in NY,http://www.magnetic.com,true,http://www.magnetic.com/search-retargeting-technology/careers/,
ScoreBig,440 Park Avenue South,12,New York,HQ'd in NY,http://www.scorebig.com,true,http://careers.scorebig.com/,
The Barbarian Group,11 Beach Street,10th,New York,HQ'd in NY,https://barbariangroup.com/,true,http://barbariangroup.com/jobs,
OnCom Digital Media,55 Broad Street,9th Floor,New York,HQ'd in NY,http://www.oncom.com/,false,,"Why is my company in NYC? Because when you're in NYC you're a player in the world - not just a local American city. It's a fulcrum of energy that touches everyone everywhere. It's local, national and international. The opportunities here for technology businesses are boundless. Plus I love the people here. They're the best part of NYC!"
Digital Media Training LLC,112 West 34th Street,17th Floor,New York,HQ'd in NY,http://dmtraining.net,false,,
The Orchard,23 e 4th st,3rd floor,New York,HQ'd in NY,http://www.theorchard.com,true,http://www.theorchard.com/about/job-opportunities,
Type/Code,20 Jay Street,924,Brooklyn,HQ'd in NY,http://typecode.com,true,http://typecode.com,NYC Rocks! Great opportunities across a variety of domains.
"Musichype, INC",116 Garfield Place,,Brooklyn,HQ'd in NY,http://www.musichype.com,false,,
"SumZero, Inc.",233 west 14th steet,2r,New York,HQ'd in NY,http://www.sumzero.com,true,,Our target users and customers are largely based in NYC.
Felix,229 West 43rd Street,6th Floor,New York,HQ'd in NY,http://www.getfelix.com/,true,http://www.getfelix.com/company.html,New York has a unique energy of scrappiness that you can't find anywhere else. We wanted to build a company of hungry salespeople and engineers to help us build a great company. We found it here.
Red Baron Technologies,447 Broadway,2nd Floor,New York,HQ'd in NY,http://www.redbarontechnologies.com,true,http://www.redbarontech.com/jobs/home,
SumAll,247 Centre Street,6th Floor,New York,HQ'd in NY,http://www.sumall.com,false,,It is the best city in the world!
Dating for a Cause,350 Canal Street,,New York,HQ'd in NY,http://www.datingforacause.com,false,,
NewsCred,27 West 24th Street,Suite 505,New York,HQ'd in NY,http://www.newscred.com,true,http://platform.newscred.com/jobs,"We are based in New York City because this is where our clients and investors are. NYC is the heart of the U.S. publishing industry and also has a rapidly growing start-up community. This synthesis of media (old and new) and technology makes it a perfect fit for our business: licensing, publishing and syndicating the world's best journalism."
Mixify,155 Water St,2nd Floor,Brooklyn,HQ'd in NY,http://mixify.com,false,,
Spinlister,175 Varick St,4th Floor,New York,HQ'd in NY,http://spinlister.com,true,http://blog.spinlister.com/post/11624000913/hustlers-please-apply,
Digitalent,8-10 West 37th Street,8th Floor West,New York,HQ'd in NY,http://www.digitalentinc.com,false,,We love recruiting and placing top digital talent and NYC is the best place to do it!
Joonbug,19 West 21st Street,Suite 205,New York,HQ'd in NY,http://joonbug.com,true,http://joonbug.com/jobs,
Glttr,114 Bond Street,,Brooklyn,HQ'd in NY,http://glttr.com,false,,"Because Glttr's founders were born and raised NYers, who created our company to serve NYC, and in doing so fell in love with the idea of serving the world!"
Two Sigma Investments,379 West Broadway,5th Floor,New York,HQ'd in NY,http://www.twosigma.com,true,http://www.twosigma.com/careers.html,
marshad technology group,12 desbrosses street,,New York,HQ'd in NY,http://marshad.com,true,http://marshad.com,"NYC is the center of the universe, need we say more?"
Obscura Digital,3 Crosby Street,2nd Floor,New York,HQ'd in NY,http://www.obscuradigital.com,false,,for fun
VaynerMedia,373 Park Avenue South,9th Floor,New York,HQ'd in NY,http://www.vaynermedia.com/,true,http://careers.vaynermedia.com/,
Pronto,555 West 18th Street,5th Floor,New York,HQ'd in NY,http://www.pronto.com,true,http://www.iac.com/careers,
HeBS Digital,1601 Broadway, 11th floor,New York,HQ'd in NY,http://www.hebsdigital.com/,true,http://www.hebsdigital.com/contact/careers.php,
Acceleron Digital,131 Varick,933,New York,HQ'd in NY,http://accelerondigital.com,false,,
Division Of,154 Grand Street,,New York,HQ'd in NY,http://www.divisionof.com,false,,
Keystone Strategy,250 Lafayette Street,3rd Floor,New York,HQ'd in NY,http://keystonestrategy.com,true,http://keystonestrategy.com/careers/,To be in the midst of the vibrant and growing community of technology firms and professionals in NYC.
Blenderbox,26 Dobbin Street,3rd Floor,Brooklyn,HQ'd in NY,http://www.blenderbox.com,true,http://www.blenderbox.com/company/jobs,Good Talent. Good Clients. Good Beer. Good Food. Good Times. It's all here!
ifridge & Company,349 5th Avenue,,New York,Investors,http://www.ifridge.com,false,,"We are a team of entrepreneurs helping other entrepreneurs turn great ideas into great businesses. NYC has provided us the opportunity to meet countless innovators who work to change not only the markets in which they operate, but also the world at large."
Suddenlee,88 Crosby Street,Floor 3,New York,HQ'd in NY,http://www.suddenlee.com,false,,There's no better place for retail + fashion + logistic to collide.
Icreon Tech,433 5th Avenue,4th Floot,New York,HQ'd in NY,http://www.icreontech.com,true,http://www.icreon.us/career.html,
"Weeels, Inc.",137 Varick Street,1st Floor,New York,HQ'd in NY,http://weeels.org/,false,,
Webvet,333 east 79th Street,Suite #1W,New York,HQ'd in NY,http://www.webvet.com/,false,,
Pixelittle,7 West 18th Street,7th Floor,New York,HQ'd in NY,http://www.pixelittle.com,false,,Advertising and Design Mecca
St. James Partners,57 Mercer Street,3rd Floor,New York,Investors,http://stjamespartners.com/,false,,
Luminant Digital,78 5th Avenue,5,New York,HQ'd in NY,http://www.luminantdigital.com,false,,"NYC is the epicenter of everything the world has to offer, wouldn't want to be anywhere else!"
AlphaBoost,122 West 26th Street,5th Floor,New York,HQ'd in NY,http://www.alphaboost.com,true,http://alphaboost.jobscore.com,"As NYC is the media/advertising mecca of the world, it makes perfect sense to build our business here."
dotbox,853 Broadway,4th Floor,New York,HQ'd in NY,http://www.dotbox.com,false,,"We love being in New York, our business is at the intersection of e-commerce and social media. As such, being at the crossroads in Union Square, NYC is the perfect home for our team and ideas!"
"Perceptive Pixel, Inc.",102 Madison Avenue,12thFloor,New York,HQ'd in NY,http://www.perceptivepixel.com,false,,
Findr Interactive,114 West 26th Street,6th Floor,New York,HQ'd in NY,http://FindrGroup.com,false,,NYC is our inspiration! The people and the energy make this city the only one of its kind.
Pixafy,475 Park Ave South,30,New York,Coworking / Incubators,http://www.pixafy.com,true,http://www.pixafy.com/careers,
EMC Digital,5 Penn Plaza,24th floor,New York,HQ'd in NY,http://www.emc.com,false,,Digital epicenter!
MI Ventures LLC,373 Park Avenue South,630,New York,Investors,http://www.miventuresllc.com,false,,I have lived in NYC for over 15 years as well as traveled extensively. I don't think any other city in the world can match the energy and hunger that it embodies. This wave of tech is about content and business models which makes NYC a great place for startups to hire as well as monetize.
City.do,150 East 44th Street,Suite 17G,New York,HQ'd in NY,http://city.do/,false,,"City.do is all about empowering people to report, rate and review city service requests, so we can't imagine a better city than New York to launch our service."
Contour Venture Partners,317 Madison avenue,Suite 1124,New York,Investors,http://www.contourventures.com/,false,,We invest in local technology companies
Gin Lane Media,263 Bowery,,New York,HQ'd in NY,http://www.ginlanemedia.com/,true,http://www.behance.net/joblist/company/Gin-Lane-Media/12691,
Zazoom LLC,277 Broadway,1501,New York,HQ'd in NY,http://zazoomvideo.com,false,,"Our savvy, edgy, topical reports are a perfect fit to be Made in NYC: They're high quality, short and produced very quickly for distribution across a 5000-site+ web network."
Fuzz Productions,143 Roebling St.,4th Floor,Brooklyn,HQ'd in NY,http://fuzzproductions.com,true,http://fuzzproductions.com/home/jobs-new/,
The Digital Brand Architects,133 West 19th St,Suite 5A,New York,HQ'd in NY,http://thedigitalbrandarchitects.com,false,,
Pricetag,801 Amsterdam Ave,Suite 9A,New York,HQ'd in NY,http://pricetaghq.com/,false,,"Our pricing tool is made for developers and designers, so being in NYC allows us to be in the heart of where our market is. 
Plus, we love food."
Giant Interactive,88 10th Avenue,#6W,New York,HQ'd in NY,http://www.giant-interactive.com,false,,Location near media companies that use our services
comiXology,159 West 25th St,9th Floor,New York,HQ'd in NY,http://www.comixology.com,true,http://www.comixology.com/careers,
Shopcade,41 East 11th Street,11th Floor,New York,HQ'd in NY,http://shopcade.com,true,http://www.shopcade.com/jobs,
Peek Inc.,33 W 17th Street,4th Floor,New York,HQ'd in NY,http://www.peek.ly/index.html,true,http://peek.ly/blog,Talent
