CSD,BOROUGH,GRADE LEVEL,PROGRAM TYPE,CORE SUBJECT,SERVICE CATEGORY,CLASS SIZE,NUMBER OF CLASSES,NUMBER OF STUDENTS,PERCENT OF STUDENTS IN DISTRICT / BOROUGH / GRADE / PROGRAM / SUBJECT
15,K,MS Core,SPEC ED,SOCIAL STUDIES,-,12,4,48,23%
15,K,MS Core,SPEC ED,SOCIAL STUDIES,-,13,2,26,12%
15,K,09-12,GEN ED / CTT,ENGLISH,-,<15,26,315,5%
15,K,09-12,GEN ED / CTT,ENGLISH,-,15,6,90,1%
15,K,09-12,GEN ED / CTT,ENGLISH,-,16,5,80,1%
15,K,09-12,GEN ED / CTT,ENGLISH,-,17,7,119,2%
15,K,09-12,GEN ED / CTT,ENGLISH,-,18,9,162,2%
15,K,09-12,GEN ED / CTT,ENGLISH,-,19,6,114,2%
15,K,09-12,GEN ED / CTT,ENGLISH,-,20,18,360,5%
15,K,09-12,GEN ED / CTT,ENGLISH,-,21,17,357,5%
15,K,09-12,GEN ED / CTT,ENGLISH,-,22,10,220,3%
15,K,09-12,GEN ED / CTT,ENGLISH,-,23,12,276,4%
15,K,09-12,GEN ED / CTT,ENGLISH,-,24,19,456,7%
15,K,09-12,GEN ED / CTT,ENGLISH,-,25,9,225,3%
15,K,09-12,GEN ED / CTT,ENGLISH,-,26,19,494,8%
15,K,09-12,GEN ED / CTT,ENGLISH,-,27,19,513,8%
15,K,09-12,GEN ED / CTT,ENGLISH,-,28,8,224,3%
15,K,09-12,GEN ED / CTT,ENGLISH,-,29,21,609,9%
15,K,09-12,GEN ED / CTT,ENGLISH,-,30,11,330,5%
15,K,09-12,GEN ED / CTT,ENGLISH,-,31,13,403,6%
15,K,09-12,GEN ED / CTT,ENGLISH,-,32,18,576,9%
15,K,09-12,GEN ED / CTT,ENGLISH,-,33,10,330,5%
15,K,09-12,GEN ED / CTT,ENGLISH,-,34,7,238,4%
15,K,09-12,GEN ED / CTT,ENGLISH,-,>34,2,78,1%
15,K,09-12,GEN ED / CTT,MATH,-,<15,27,334,8%
15,K,09-12,GEN ED / CTT,MATH,-,15,3,45,1%
15,K,09-12,GEN ED / CTT,MATH,-,16,8,128,3%
15,K,09-12,GEN ED / CTT,MATH,-,17,6,102,2%
15,K,09-12,GEN ED / CTT,MATH,-,18,7,126,3%
15,K,09-12,GEN ED / CTT,MATH,-,19,11,209,5%
15,K,09-12,GEN ED / CTT,MATH,-,20,4,80,2%
15,K,09-12,GEN ED / CTT,MATH,-,21,7,147,3%
15,K,09-12,GEN ED / CTT,MATH,-,22,7,154,3%
15,K,09-12,GEN ED / CTT,MATH,-,23,6,138,3%
15,K,09-12,GEN ED / CTT,MATH,-,24,6,144,3%
15,K,09-12,GEN ED / CTT,MATH,-,25,10,250,6%
15,K,09-12,GEN ED / CTT,MATH,-,26,9,234,5%
15,K,09-12,GEN ED / CTT,MATH,-,27,9,243,6%
15,K,09-12,GEN ED / CTT,MATH,-,28,18,504,11%
15,K,09-12,GEN ED / CTT,MATH,-,29,17,493,11%
15,K,09-12,GEN ED / CTT,MATH,-,30,7,210,5%
15,K,09-12,GEN ED / CTT,MATH,-,31,7,217,5%
15,K,09-12,GEN ED / CTT,MATH,-,32,9,288,7%
15,K,09-12,GEN ED / CTT,MATH,-,33,7,231,5%
15,K,09-12,GEN ED / CTT,MATH,-,34,4,136,3%
15,K,09-12,GEN ED / CTT,SCIENCE,-,<15,16,188,3%
15,K,09-12,GEN ED / CTT,SCIENCE,-,15,5,75,1%
15,K,09-12,GEN ED / CTT,SCIENCE,-,16,7,112,2%
15,K,09-12,GEN ED / CTT,SCIENCE,-,17,5,85,1%
15,K,09-12,GEN ED / CTT,SCIENCE,-,18,7,126,2%
15,K,09-12,GEN ED / CTT,SCIENCE,-,19,10,190,3%
15,K,09-12,GEN ED / CTT,SCIENCE,-,20,3,60,1%
15,K,09-12,GEN ED / CTT,SCIENCE,-,21,1,21,0%
15,K,09-12,GEN ED / CTT,SCIENCE,-,22,6,132,2%
15,K,09-12,GEN ED / CTT,SCIENCE,-,23,9,207,3%
15,K,09-12,GEN ED / CTT,SCIENCE,-,24,6,144,2%
15,K,09-12,GEN ED / CTT,SCIENCE,-,25,13,325,5%
15,K,09-12,GEN ED / CTT,SCIENCE,-,26,19,494,7%
15,K,09-12,GEN ED / CTT,SCIENCE,-,27,12,324,5%
15,K,09-12,GEN ED / CTT,SCIENCE,-,28,16,448,7%
15,K,09-12,GEN ED / CTT,SCIENCE,-,29,27,783,12%
15,K,09-12,GEN ED / CTT,SCIENCE,-,30,16,480,7%
15,K,09-12,GEN ED / CTT,SCIENCE,-,31,19,589,9%
15,K,09-12,GEN ED / CTT,SCIENCE,-,32,23,736,11%
15,K,09-12,GEN ED / CTT,SCIENCE,-,33,18,594,9%
15,K,09-12,GEN ED / CTT,SCIENCE,-,34,12,408,6%
15,K,09-12,GEN ED / CTT,SCIENCE,-,>34,4,140,2%
15,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,<15,19,230,4%
15,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,15,2,30,1%
15,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,16,3,48,1%
15,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,17,7,119,2%
15,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,18,10,180,3%
15,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,19,8,152,3%
15,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,20,7,140,2%
15,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,21,7,147,3%
15,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,22,6,132,2%
15,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,23,13,299,5%
15,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,24,7,168,3%
15,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,25,18,450,8%
15,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,26,13,338,6%
15,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,27,16,432,7%
15,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,28,11,308,5%
15,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,29,15,435,7%
15,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,30,15,450,8%
15,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,31,8,248,4%
15,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,32,16,512,9%
15,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,33,12,396,7%
15,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,34,14,476,8%
15,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,>34,3,134,2%
15,K,09-12,SPEC ED,ENGLISH,-,<6,1,5,3%
15,K,09-12,SPEC ED,ENGLISH,-,6,5,30,16%
15,K,09-12,SPEC ED,ENGLISH,-,7,4,28,15%
15,K,09-12,SPEC ED,ENGLISH,-,8,1,8,4%
15,K,09-12,SPEC ED,ENGLISH,-,9,2,18,10%
15,K,09-12,SPEC ED,ENGLISH,-,10,2,20,11%
15,K,09-12,SPEC ED,ENGLISH,-,11,1,11,6%
15,K,09-12,SPEC ED,ENGLISH,-,13,3,39,21%
15,K,09-12,SPEC ED,ENGLISH,-,14,1,14,7%
15,K,09-12,SPEC ED,ENGLISH,-,15,1,15,8%
15,K,09-12,SPEC ED,MATH,-,6,1,6,6%
15,K,09-12,SPEC ED,MATH,-,9,1,9,9%
15,K,09-12,SPEC ED,MATH,-,11,2,22,21%
15,K,09-12,SPEC ED,MATH,-,12,1,12,12%
15,K,09-12,SPEC ED,MATH,-,13,2,26,25%
15,K,09-12,SPEC ED,MATH,-,14,1,14,13%
15,K,09-12,SPEC ED,MATH,-,15,1,15,14%
15,K,09-12,SPEC ED,SCIENCE,-,6,1,6,4%
15,K,09-12,SPEC ED,SCIENCE,-,9,3,27,20%
15,K,09-12,SPEC ED,SCIENCE,-,10,3,30,22%
15,K,09-12,SPEC ED,SCIENCE,-,11,1,11,8%
15,K,09-12,SPEC ED,SCIENCE,-,13,1,13,10%
15,K,09-12,SPEC ED,SCIENCE,-,15,1,15,11%
15,K,09-12,SPEC ED,SCIENCE,-,>15,2,33,24%
15,K,09-12,SPEC ED,SOCIAL STUDIES,-,<6,2,10,8%
15,K,09-12,SPEC ED,SOCIAL STUDIES,-,6,4,24,19%
15,K,09-12,SPEC ED,SOCIAL STUDIES,-,7,2,14,11%
15,K,09-12,SPEC ED,SOCIAL STUDIES,-,10,1,10,8%
15,K,09-12,SPEC ED,SOCIAL STUDIES,-,11,1,11,9%
15,K,09-12,SPEC ED,SOCIAL STUDIES,-,13,1,13,10%
15,K,09-12,SPEC ED,SOCIAL STUDIES,-,14,1,14,11%
15,K,09-12,SPEC ED,SOCIAL STUDIES,-,15,2,30,24%
16,K,0K,GEN ED / CTT / G&T,-,-,<15,2,26,3%
16,K,0K,GEN ED / CTT / G&T,-,-,15,2,30,4%
16,K,0K,GEN ED / CTT / G&T,-,-,16,1,16,2%
16,K,0K,GEN ED / CTT / G&T,-,-,17,3,51,7%
16,K,0K,GEN ED / CTT / G&T,-,-,18,5,90,12%
16,K,0K,GEN ED / CTT / G&T,-,-,19,3,57,8%
16,K,0K,GEN ED / CTT / G&T,-,-,20,2,40,5%
16,K,0K,GEN ED / CTT / G&T,-,-,21,2,42,6%
16,K,0K,GEN ED / CTT / G&T,-,-,22,3,66,9%
16,K,0K,GEN ED / CTT / G&T,-,-,24,5,120,16%
16,K,0K,GEN ED / CTT / G&T,-,-,25,6,150,20%
16,K,0K,GEN ED / CTT / G&T,-,-,28,1,28,4%
16,K,0K,GEN ED / CTT / G&T,-,-,29,1,29,4%
16,K,01,GEN ED / CTT / G&T,-,-,<15,2,27,4%
16,K,01,GEN ED / CTT / G&T,-,-,15,2,30,4%
16,K,01,GEN ED / CTT / G&T,-,-,16,2,32,4%
16,K,01,GEN ED / CTT / G&T,-,-,17,1,17,2%
16,K,01,GEN ED / CTT / G&T,-,-,18,4,72,9%
16,K,01,GEN ED / CTT / G&T,-,-,19,3,57,8%
16,K,01,GEN ED / CTT / G&T,-,-,20,1,20,3%
16,K,01,GEN ED / CTT / G&T,-,-,21,3,63,8%
16,K,01,GEN ED / CTT / G&T,-,-,22,6,132,17%
16,K,01,GEN ED / CTT / G&T,-,-,23,6,138,18%
16,K,01,GEN ED / CTT / G&T,-,-,24,5,120,16%
16,K,01,GEN ED / CTT / G&T,-,-,25,2,50,7%
16,K,02,GEN ED / CTT / G&T,-,-,<15,3,42,6%
16,K,02,GEN ED / CTT / G&T,-,-,15,1,15,2%
16,K,02,GEN ED / CTT / G&T,-,-,16,1,16,2%
16,K,02,GEN ED / CTT / G&T,-,-,17,4,68,9%
16,K,02,GEN ED / CTT / G&T,-,-,18,5,90,12%
16,K,02,GEN ED / CTT / G&T,-,-,19,3,57,8%
16,K,02,GEN ED / CTT / G&T,-,-,20,6,120,17%
16,K,02,GEN ED / CTT / G&T,-,-,21,5,105,15%
16,K,02,GEN ED / CTT / G&T,-,-,22,3,66,9%
16,K,02,GEN ED / CTT / G&T,-,-,23,2,46,6%
16,K,02,GEN ED / CTT / G&T,-,-,24,2,48,7%
16,K,02,GEN ED / CTT / G&T,-,-,25,1,25,3%
16,K,02,GEN ED / CTT / G&T,-,-,26,1,26,4%
16,K,03,GEN ED / CTT / G&T,-,-,<15,3,30,4%
16,K,03,GEN ED / CTT / G&T,-,-,15,1,15,2%
16,K,03,GEN ED / CTT / G&T,-,-,16,5,80,11%
16,K,03,GEN ED / CTT / G&T,-,-,17,5,85,12%
16,K,03,GEN ED / CTT / G&T,-,-,18,8,144,20%
16,K,03,GEN ED / CTT / G&T,-,-,19,3,57,8%
16,K,03,GEN ED / CTT / G&T,-,-,20,3,60,8%
16,K,03,GEN ED / CTT / G&T,-,-,21,2,42,6%
16,K,03,GEN ED / CTT / G&T,-,-,22,5,110,15%
16,K,03,GEN ED / CTT / G&T,-,-,23,3,69,10%
16,K,03,GEN ED / CTT / G&T,-,-,24,1,24,3%
16,K,04,GEN ED / CTT / G&T,-,-,<15,1,13,2%
16,K,04,GEN ED / CTT / G&T,-,-,16,1,16,2%
16,K,04,GEN ED / CTT / G&T,-,-,17,2,34,4%
16,K,04,GEN ED / CTT / G&T,-,-,18,3,54,7%
16,K,04,GEN ED / CTT / G&T,-,-,19,4,76,9%
16,K,04,GEN ED / CTT / G&T,-,-,20,5,100,12%
16,K,04,GEN ED / CTT / G&T,-,-,21,2,42,5%
16,K,04,GEN ED / CTT / G&T,-,-,22,4,88,11%
16,K,04,GEN ED / CTT / G&T,-,-,23,7,161,20%
16,K,04,GEN ED / CTT / G&T,-,-,24,4,96,12%
16,K,04,GEN ED / CTT / G&T,-,-,25,3,75,9%
16,K,04,GEN ED / CTT / G&T,-,-,26,2,52,6%
16,K,05,GEN ED / CTT / G&T,-,-,<15,1,14,2%
16,K,05,GEN ED / CTT / G&T,-,-,16,2,32,4%
16,K,05,GEN ED / CTT / G&T,-,-,17,3,51,7%
16,K,05,GEN ED / CTT / G&T,-,-,19,2,38,5%
16,K,05,GEN ED / CTT / G&T,-,-,20,5,100,13%
16,K,05,GEN ED / CTT / G&T,-,-,21,2,42,6%
16,K,05,GEN ED / CTT / G&T,-,-,22,2,44,6%
16,K,05,GEN ED / CTT / G&T,-,-,24,4,96,13%
16,K,05,GEN ED / CTT / G&T,-,-,25,1,25,3%
16,K,05,GEN ED / CTT / G&T,-,-,26,2,52,7%
16,K,05,GEN ED / CTT / G&T,-,-,27,1,27,4%
16,K,05,GEN ED / CTT / G&T,-,-,28,2,56,7%
16,K,05,GEN ED / CTT / G&T,-,-,29,3,87,11%
16,K,05,GEN ED / CTT / G&T,-,-,31,2,62,8%
16,K,05,GEN ED / CTT / G&T,-,-,32,1,32,4%
16,K,06,GEN ED / CTT / G&T,-,-,<15,1,14,3%
16,K,06,GEN ED / CTT / G&T,-,-,17,1,17,3%
16,K,06,GEN ED / CTT / G&T,-,-,18,1,18,3%
16,K,06,GEN ED / CTT / G&T,-,-,19,2,38,7%
16,K,06,GEN ED / CTT / G&T,-,-,20,1,20,4%
16,K,06,GEN ED / CTT / G&T,-,-,21,3,63,12%
16,K,06,GEN ED / CTT / G&T,-,-,22,4,88,17%
16,K,06,GEN ED / CTT / G&T,-,-,23,2,46,9%
16,K,06,GEN ED / CTT / G&T,-,-,24,3,72,14%
16,K,06,GEN ED / CTT / G&T,-,-,25,1,25,5%
16,K,06,GEN ED / CTT / G&T,-,-,27,2,54,10%
16,K,06,GEN ED / CTT / G&T,-,-,30,1,30,6%
16,K,06,GEN ED / CTT / G&T,-,-,31,1,31,6%
16,K,07,GEN ED / CTT / G&T,-,-,<15,1,13,3%
16,K,07,GEN ED / CTT / G&T,-,-,15,1,15,3%
16,K,07,GEN ED / CTT / G&T,-,-,18,2,36,7%
16,K,07,GEN ED / CTT / G&T,-,-,19,1,19,4%
16,K,07,GEN ED / CTT / G&T,-,-,20,2,40,8%
16,K,07,GEN ED / CTT / G&T,-,-,21,2,42,9%
16,K,07,GEN ED / CTT / G&T,-,-,22,2,44,9%
16,K,07,GEN ED / CTT / G&T,-,-,23,3,69,14%
16,K,07,GEN ED / CTT / G&T,-,-,24,3,72,15%
16,K,07,GEN ED / CTT / G&T,-,-,25,2,50,10%
16,K,07,GEN ED / CTT / G&T,-,-,26,1,26,5%
16,K,07,GEN ED / CTT / G&T,-,-,27,1,27,6%
16,K,07,GEN ED / CTT / G&T,-,-,29,1,29,6%
16,K,08,GEN ED / CTT / G&T,-,-,17,2,34,7%
16,K,08,GEN ED / CTT / G&T,-,-,19,2,38,8%
16,K,08,GEN ED / CTT / G&T,-,-,20,1,20,4%
16,K,08,GEN ED / CTT / G&T,-,-,21,2,42,8%
16,K,08,GEN ED / CTT / G&T,-,-,22,3,66,13%
16,K,08,GEN ED / CTT / G&T,-,-,23,2,46,9%
16,K,08,GEN ED / CTT / G&T,-,-,24,2,48,9%
16,K,08,GEN ED / CTT / G&T,-,-,25,5,125,25%
16,K,08,GEN ED / CTT / G&T,-,-,27,1,27,5%
16,K,08,GEN ED / CTT / G&T,-,-,29,1,29,6%
16,K,08,GEN ED / CTT / G&T,-,-,31,1,31,6%
16,K,0K-09,SPEC ED,-,12:1,<6,1,5,6%
16,K,0K-09,SPEC ED,-,12:1,6,1,6,7%
16,K,0K-09,SPEC ED,-,12:1,9,1,9,10%
16,K,0K-09,SPEC ED,-,12:1,11,2,22,24%
16,K,0K-09,SPEC ED,-,12:1,12,4,48,53%
16,K,0K-09,SPEC ED,-,12:1:1,<6,2,7,1%
16,K,0K-09,SPEC ED,-,12:1:1,6,1,6,1%
16,K,0K-09,SPEC ED,-,12:1:1,7,5,35,7%
16,K,0K-09,SPEC ED,-,12:1:1,8,3,24,5%
16,K,0K-09,SPEC ED,-,12:1:1,9,7,63,13%
16,K,0K-09,SPEC ED,-,12:1:1,10,15,150,31%
16,K,0K-09,SPEC ED,-,12:1:1,11,10,110,23%
16,K,0K-09,SPEC ED,-,12:1:1,12,7,84,18%
16,K,MS Core,GEN ED / CTT,ENGLISH,-,18,1,18,2%
16,K,MS Core,GEN ED / CTT,ENGLISH,-,19,5,95,10%
16,K,MS Core,GEN ED / CTT,ENGLISH,-,20,5,100,11%
16,K,MS Core,GEN ED / CTT,ENGLISH,-,21,3,63,7%
16,K,MS Core,GEN ED / CTT,ENGLISH,-,22,4,88,10%
16,K,MS Core,GEN ED / CTT,ENGLISH,-,23,8,184,20%
16,K,MS Core,GEN ED / CTT,ENGLISH,-,24,2,48,5%
16,K,MS Core,GEN ED / CTT,ENGLISH,-,25,5,125,14%
16,K,MS Core,GEN ED / CTT,ENGLISH,-,26,3,78,9%
16,K,MS Core,GEN ED / CTT,ENGLISH,-,27,3,81,9%
16,K,MS Core,GEN ED / CTT,ENGLISH,-,29,1,29,3%
16,K,MS Core,GEN ED / CTT,MATH,-,17,1,17,3%
16,K,MS Core,GEN ED / CTT,MATH,-,18,1,18,3%
16,K,MS Core,GEN ED / CTT,MATH,-,19,3,57,9%
16,K,MS Core,GEN ED / CTT,MATH,-,20,4,80,12%
16,K,MS Core,GEN ED / CTT,MATH,-,21,2,42,7%
16,K,MS Core,GEN ED / CTT,MATH,-,22,1,22,3%
16,K,MS Core,GEN ED / CTT,MATH,-,23,5,115,18%
16,K,MS Core,GEN ED / CTT,MATH,-,25,3,75,12%
16,K,MS Core,GEN ED / CTT,MATH,-,26,4,104,16%
16,K,MS Core,GEN ED / CTT,MATH,-,27,2,54,8%
16,K,MS Core,GEN ED / CTT,MATH,-,29,1,29,5%
16,K,MS Core,GEN ED / CTT,MATH,-,31,1,31,5%
16,K,MS Core,GEN ED / CTT,SCIENCE,-,17,1,17,2%
16,K,MS Core,GEN ED / CTT,SCIENCE,-,18,1,18,2%
16,K,MS Core,GEN ED / CTT,SCIENCE,-,19,5,95,12%
16,K,MS Core,GEN ED / CTT,SCIENCE,-,20,4,80,10%
16,K,MS Core,GEN ED / CTT,SCIENCE,-,21,2,42,5%
16,K,MS Core,GEN ED / CTT,SCIENCE,-,22,3,66,8%
16,K,MS Core,GEN ED / CTT,SCIENCE,-,23,7,161,20%
16,K,MS Core,GEN ED / CTT,SCIENCE,-,24,2,48,6%
16,K,MS Core,GEN ED / CTT,SCIENCE,-,25,4,100,13%
16,K,MS Core,GEN ED / CTT,SCIENCE,-,26,3,78,10%
16,K,MS Core,GEN ED / CTT,SCIENCE,-,27,2,54,7%
16,K,MS Core,GEN ED / CTT,SCIENCE,-,29,1,29,4%
16,K,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,17,1,17,2%
16,K,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,18,1,18,2%
16,K,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,19,6,114,14%
16,K,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,20,4,80,10%
16,K,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,21,2,42,5%
16,K,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,22,3,66,8%
16,K,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,23,7,161,20%
16,K,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,24,2,48,6%
16,K,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,25,4,100,12%
16,K,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,26,3,78,10%
16,K,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,27,2,54,7%
16,K,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,29,1,29,4%
16,K,MS Core,SPEC ED,ENGLISH,-,10,2,20,38%
16,K,MS Core,SPEC ED,ENGLISH,-,11,3,33,62%
16,K,MS Core,SPEC ED,MATH,-,10,2,20,48%
16,K,MS Core,SPEC ED,MATH,-,11,2,22,52%
16,K,MS Core,SPEC ED,SCIENCE,-,10,2,20,48%
16,K,MS Core,SPEC ED,SCIENCE,-,11,2,22,52%
16,K,MS Core,SPEC ED,SOCIAL STUDIES,-,10,2,20,38%
16,K,MS Core,SPEC ED,SOCIAL STUDIES,-,11,3,33,62%
16,K,09-12,GEN ED / CTT,ENGLISH,-,<15,17,214,5%
16,K,09-12,GEN ED / CTT,ENGLISH,-,15,2,30,1%
16,K,09-12,GEN ED / CTT,ENGLISH,-,16,1,16,0%
16,K,09-12,GEN ED / CTT,ENGLISH,-,17,2,34,1%
16,K,09-12,GEN ED / CTT,ENGLISH,-,18,10,180,4%
16,K,09-12,GEN ED / CTT,ENGLISH,-,19,3,57,1%
16,K,09-12,GEN ED / CTT,ENGLISH,-,20,6,120,3%
16,K,09-12,GEN ED / CTT,ENGLISH,-,21,4,84,2%
16,K,09-12,GEN ED / CTT,ENGLISH,-,22,6,132,3%
16,K,09-12,GEN ED / CTT,ENGLISH,-,23,5,115,3%
16,K,09-12,GEN ED / CTT,ENGLISH,-,24,6,144,4%
16,K,09-12,GEN ED / CTT,ENGLISH,-,25,8,200,5%
16,K,09-12,GEN ED / CTT,ENGLISH,-,26,11,286,7%
16,K,09-12,GEN ED / CTT,ENGLISH,-,27,7,189,5%
16,K,09-12,GEN ED / CTT,ENGLISH,-,28,8,224,6%
16,K,09-12,GEN ED / CTT,ENGLISH,-,29,7,203,5%
16,K,09-12,GEN ED / CTT,ENGLISH,-,30,10,300,7%
16,K,09-12,GEN ED / CTT,ENGLISH,-,31,6,186,5%
16,K,09-12,GEN ED / CTT,ENGLISH,-,32,6,192,5%
16,K,09-12,GEN ED / CTT,ENGLISH,-,33,9,297,7%
16,K,09-12,GEN ED / CTT,ENGLISH,-,34,10,340,8%
16,K,09-12,GEN ED / CTT,ENGLISH,-,>34,14,507,13%
16,K,09-12,GEN ED / CTT,MATH,-,<15,19,221,7%
16,K,09-12,GEN ED / CTT,MATH,-,15,1,15,0%
16,K,09-12,GEN ED / CTT,MATH,-,16,1,16,1%
16,K,09-12,GEN ED / CTT,MATH,-,17,9,153,5%
16,K,09-12,GEN ED / CTT,MATH,-,18,3,54,2%
16,K,09-12,GEN ED / CTT,MATH,-,19,7,133,4%
16,K,09-12,GEN ED / CTT,MATH,-,20,4,80,3%
16,K,09-12,GEN ED / CTT,MATH,-,21,2,42,1%
16,K,09-12,GEN ED / CTT,MATH,-,22,7,154,5%
16,K,09-12,GEN ED / CTT,MATH,-,23,6,138,4%
16,K,09-12,GEN ED / CTT,MATH,-,24,4,96,3%
16,K,09-12,GEN ED / CTT,MATH,-,25,5,125,4%
16,K,09-12,GEN ED / CTT,MATH,-,26,6,156,5%
16,K,09-12,GEN ED / CTT,MATH,-,27,3,81,3%
16,K,09-12,GEN ED / CTT,MATH,-,28,2,56,2%
16,K,09-12,GEN ED / CTT,MATH,-,29,8,232,7%
16,K,09-12,GEN ED / CTT,MATH,-,30,9,270,9%
16,K,09-12,GEN ED / CTT,MATH,-,31,6,186,6%
16,K,09-12,GEN ED / CTT,MATH,-,32,12,384,12%
16,K,09-12,GEN ED / CTT,MATH,-,33,2,66,2%
16,K,09-12,GEN ED / CTT,MATH,-,34,4,136,4%
16,K,09-12,GEN ED / CTT,MATH,-,>34,9,321,10%
16,K,09-12,GEN ED / CTT,SCIENCE,-,<15,3,36,1%
16,K,09-12,GEN ED / CTT,SCIENCE,-,15,1,15,1%
16,K,09-12,GEN ED / CTT,SCIENCE,-,16,3,48,2%
16,K,09-12,GEN ED / CTT,SCIENCE,-,17,3,51,2%
16,K,09-12,GEN ED / CTT,SCIENCE,-,18,7,126,4%
16,K,09-12,GEN ED / CTT,SCIENCE,-,19,4,76,3%
16,K,09-12,GEN ED / CTT,SCIENCE,-,20,3,60,2%
16,K,09-12,GEN ED / CTT,SCIENCE,-,21,5,105,4%
16,K,09-12,GEN ED / CTT,SCIENCE,-,22,4,88,3%
16,K,09-12,GEN ED / CTT,SCIENCE,-,23,4,92,3%
16,K,09-12,GEN ED / CTT,SCIENCE,-,24,6,144,5%
16,K,09-12,GEN ED / CTT,SCIENCE,-,25,3,75,3%
16,K,09-12,GEN ED / CTT,SCIENCE,-,26,10,260,9%
16,K,09-12,GEN ED / CTT,SCIENCE,-,27,4,108,4%
16,K,09-12,GEN ED / CTT,SCIENCE,-,28,4,112,4%
16,K,09-12,GEN ED / CTT,SCIENCE,-,29,6,174,6%
16,K,09-12,GEN ED / CTT,SCIENCE,-,30,9,270,10%
16,K,09-12,GEN ED / CTT,SCIENCE,-,31,6,186,7%
16,K,09-12,GEN ED / CTT,SCIENCE,-,32,3,96,3%
16,K,09-12,GEN ED / CTT,SCIENCE,-,33,5,165,6%
16,K,09-12,GEN ED / CTT,SCIENCE,-,34,7,238,8%
16,K,09-12,GEN ED / CTT,SCIENCE,-,>34,8,294,10%
16,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,<15,7,85,3%
16,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,15,2,30,1%
16,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,16,1,16,1%
16,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,17,5,85,3%
16,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,18,2,36,1%
16,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,19,5,95,3%
16,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,20,4,80,3%
16,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,21,4,84,3%
16,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,22,3,66,2%
16,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,23,3,69,2%
16,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,24,2,48,2%
16,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,25,2,50,2%
16,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,26,5,130,5%
16,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,27,8,216,8%
16,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,28,6,168,6%
16,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,29,3,87,3%
16,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,30,3,90,3%
16,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,31,6,186,7%
16,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,32,4,128,5%
16,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,33,6,198,7%
16,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,34,10,340,12%
16,K,09-12,GEN ED / CTT,SOCIAL STUDIES,-,>34,15,531,19%
16,K,09-12,SPEC ED,ENGLISH,-,6,1,6,2%
16,K,09-12,SPEC ED,ENGLISH,-,7,2,14,5%
