PROGRAM TYPE,PROGRAM,SITE NAME,BOROUGH / COMMUNITY,AGENCY,Contact Number,Grade Level / Age Group ,Location 1
After-School Programs,Out of School Time,Green School,Brooklyn,St. Nicholas Neighborhood Preservation Corporation,(718) 599-9224,High School,"223 Graham Avenue
11206
(40.70998826488192, -73.94367132736704)"
After-School Programs,Out of School Time,I.S. 227 EDWARD SHALLOW SCHOOL,Brooklyn,St. Rosalia-Regina Pacis Neighborhood Improvement,(718) 621-3483,Middle School,"6500 16th avenue
11204
(40.62199170444391, -73.99495737704281)"
After-School Programs,Out of School Time,I.S. 281 JOSEPH B. CAVALLARO S,Brooklyn,St. Rosalia-Regina Pacis Neighborhood Improvement,(917) 757-8950,Middle School,"8787 24th Avenue
11214
(40.59549272946864, -73.99326546764759)"
After-School Programs,Out of School Time,P.S. 186 DR. IRVING A. GLADSTO,Brooklyn,St. Rosalia-Regina Pacis Neighborhood Improvement,(718) 236-0971,Elementary,"7601 19th Avenue
11214
(40.61154410201088, -73.99457511249169)"
After-School Programs,Out of School Time,P.S. 229 DYKER SCHOOL,Brooklyn,St. Rosalia-Regina Pacis Neighborhood Improvement,(718) 236-5447,Elementary,"1400 Benson Avenue
11228
(40.610669431614035, -74.01292046572618)"
After-School Programs,Out of School Time,Warren Street Center,Brooklyn,"Sunset Bay Community Services, Inc",(718) 237-9578,Elementary,"343 Warren Street
11201
(40.685080259044774, -73.9902799453407)"
After-School Programs,Out of School Time,Lafayette HS,Brooklyn,"The Alliance of Guardian Angels, Inc.",(718) 372-3480,High School,"2630 Benson Avenue
11214
(40.59448014682783, -73.98615807328032)"
After-School Programs,Out of School Time,Fort Hamiltion HS,Brooklyn,The National Chorale,(212) 333-5333,High School,"8301 Shore Road
11209
(40.627991412441524, -74.03991574863338)"
After-School Programs,Out of School Time,Bedford Center 1,Brooklyn,The Salvation Army ,(718) 638-1607,Elementary,"601 Lafayette Avenue
11216
(40.69002061868981, -73.95038487498607)"
After-School Programs,Out of School Time,Brownsville Community Center,Brooklyn,The Salvation Army ,(718) 345-7050,Elementary,"280 Riverdale Avenue
11212
(40.66134938236471, -73.90607615640697)"
After-School Programs,Out of School Time,Bushwick Center 2,Brooklyn,The Salvation Army ,(718) 455-4103,Elementary,"1151 Bushwick Avenue
11221
(40.689188164633954, -73.9175411648093)"
After-School Programs,Out of School Time,Sunset Park Center,Brooklyn,The Salvation Army ,(718) 438-1771,Elementary,"520 50 Street
11220
(40.644799207070356, -74.00985425564718)"
After-School Programs,Out of School Time,United Community Day Care,Brooklyn,"United Community Day Care Center, Inc",(718) 385-1201,Elementary,"613 New Lots Avenue
11207
(40.66472649825768, -73.88659110359023)"
After-School Programs,Out of School Time,P.S. 130 PARKSIDE SCHOOL,Brooklyn,"University Settlement Society of New York, Inc",(917) 828-6377,Elementary,"70 OCEAN PARKWAY
11218
(40.649225679206324, -73.97574831089513)"
After-School Programs,Out of School Time,P.S. 133 WILLIAM BUTLER SCHOOL,Brooklyn,"University Settlement Society of New York, Inc",(917) 337-3211,Elementary,"375 BUTLER STREET
11217
(40.679891448742424, -73.9811029248435)"
After-School Programs,Out of School Time,P.S. 219 KENNEDY-KING SCHOOL,Brooklyn,"University Settlement Society of New York, Inc",(917) 828-6376,Elementary,"1060 CLARKSON AVENUE
11212
(40.65925656671725, -73.92291949545782)"
After-School Programs,Out of School Time,Yeshiva Kehilath Yakov - Boys,Brooklyn,Yeshiva Kehilath Yakov,(718) 972-2900,Elementary,"4706 10th Avenue
11219
(40.64011331328498, -73.99762758931334)"
After-School Programs,Out of School Time,Yeshiva Kehilath Yakov - Girls,Brooklyn,Yeshiva Kehilath Yakov,(718) 963-1212,Elementary,"1402 40th Street
11218
(40.63865899443252, -73.98458146564015)"
After-School Programs,Out of School Time,Bed-Stuy YMCA,Brooklyn,YMCA of Greater New York/Bedford Stuyvesant,(718) 789-1497,High School,"139 Monroe Street
11216
(40.685192574071536, -73.953201366632)"
After-School Programs,Out of School Time,P.S. 54 SAMUEL C. BARNES SCHOOL,Brooklyn,YMCA of Greater New York/Bedford Stuyvesant,(718) 789-1497,Elementary,"195 SANFORD STREET
11205
(40.693882095282504, -73.96433450773128)"
After-School Programs,Out of School Time,P.S. 11 PURVIS J. BEHAN SCHOOL,Brooklyn,YMCA of Greater New York/Dodge YMCA,(718) 398-3134,Elementary,"419 Waverly Avenue
11238
(40.68549920031913, -73.96626817460768)"
After-School Programs,Out of School Time,P.S. 38 PACIFIC SCHOOL,Brooklyn,YMCA of Greater New York/Dodge YMCA,(718) 624-3468,Elementary,"450 PACIFIC STREET
11217
(40.685320709029845, -73.98284364738618)"
After-School Programs,Out of School Time,P.S. 8 ROBERT FULTON SCHOOL,Brooklyn,YMCA of Greater New York/Dodge YMCA,(718) 834-6722,Elementary,"37 HICKS STREET
11201
(40.700668802148385, -73.9932378538064)"
After-School Programs,Out of School Time,I.S. 14 SHELL BANK (Middle),Brooklyn,YMCA of Greater New York/Flatbush Branch,(718) 469-8100,Middle School,"2424 Batchelder Street
11235
(40.59354826690363, -73.93770257099533)"
After-School Programs,Out of School Time,I.S. 14 SHELL BANK (Elem),Brooklyn,YMCA of Greater New York/Flatbush Branch,(718) 469-8100,Elementary,"2424 Batchelder Street
11235
(40.59354826690363, -73.93770257099533)"
After-School Programs,Out of School Time,YMCA/Flatbush,Brooklyn,YMCA of Greater New York/Flatbush Branch,(718) 469-8100,High School,"1401 Flatbush Avenue
11210
(40.636590672567, -73.95160259310835)"
After-School Programs,Out of School Time,P.S. 16 LEONARD DUNKLY SCHOOL,Brooklyn,YMCA of Greater New York/Greenpoint,(718) 389-3700,Elementary,"157 WILSON STREET
11211
(40.706051659903764, -73.96144993294666)"
After-School Programs,Out of School Time,HS for Civil Rights,Brooklyn,YMCA of Greater New York/North Brooklyn YMCA,(718) 277-1600,High School,"400 Pennsylvania Avenue
11207
(40.66758249616387, -73.89480852584767)"
After-School Programs,Out of School Time,YMCA/Eastern District 2,Brooklyn,YMCA of Greater New York/North Brooklyn YMCA,(718) 782-8300,Elementary,"125 Humboldt Street
11206
(40.70586365914007, -73.94130149694928)"
After-School Programs,Out of School Time,P.S. 124 SILAS DUTCHER SCHOOL,Brooklyn,YMCA of Greater New York/Prospect Park,(718) 788-0246,Elementary,"515 4th AVENUE
11215
(40.667471421344445, -73.99098484035754)"
After-School Programs,Out of School Time,P.S. 200 BENSON SCHOOL,Brooklyn,YMCA of Greater New York/Prospect Park,(917) 842-7569,Elementary,"1940 BENSON AVENUE
11214
(40.60315883179541, -74.00139556643121)"
After-School Programs,Out of School Time,P.S. 295 P.S. 295,Brooklyn,YMCA of Greater New York/Prospect Park,(718) 965-0390,Elementary,"330 18th Street
11215
(40.66120298692663, -73.98869323712952)"
After-School Programs,Out of School Time,P.S. 127 MCKINLEY PARK SCHOOL,Brooklyn,"Young Dancers In Repertory, Inc.",(347) 702-7155,Elementary,"7805 7th Avenue
11228
(40.62406545959219, -74.01885662493696)"
After-School Programs,Out of School Time,P.S. 188 MICHAEL E. BERDY SCHOOL,Brooklyn,YWCA of the City of New York (Main Branch),(347) 835-0952,Elementary,"3314 Neptune Avenue
11224
(40.57720405091032, -74.00012292790208)"
After-School Programs,Out of School Time,P.S. 327 DR. ROSE B. ENGLISH S,Brooklyn,YWCA of the City of New York (Main Branch),(718) 495-7801,Elementary,"111 Bristol Street
11212
(40.66864207111807, -73.91237768352424)"
After-School Programs,Out of School Time,P.S. 329 SURFSIDE SCHOOL,Brooklyn,YWCA of the City of New York (Main Branch),(718) 996-3800,Elementary,"2929 30th Street
11224
(40.5746069203897, -73.99625853857127)"
After-School Programs,Out of School Time,P.S. 90 EDNA COHEN SCHOOL,Brooklyn,YWCA of the City of New York (Main Branch),(917) 817-2527,Elementary,"2840 12 STREET
11224
(40.57701151685143, -73.97964320690681)"
After-School Programs,Out of School Time,P.S./I.S. 209 MARGARET MEAD SC,Brooklyn,YWCA of the City of New York (Main Branch),(917) 442-6990,Elementary,"2609 7 STREET
11235
(40.58688386615447, -73.96196743606461)"
After-School Programs,Out of School Time,Arthur Ashe Institute,Brooklyn,"Arthur Ashe Institute for Urban Health, Inc",(718) 270-2600,High School,"450 Clarkson Avenue
11203
(40.65570286175602, -73.94474906982377)"
After-School Programs,Out of School Time,P.S./I.S. 225 EILEEN E. ZAGLIN,Brooklyn,"Brighton Neighborhood Association, Inc.",(718) 891-0800,Middle School,"1075 Ocean View Avenue
11235
(40.5797910944251, -73.95643350547934)"
After-School Programs,Out of School Time,Metropolitan Pool,Brooklyn,Brooklyn Center For Urban Environment,(718) 788-8500,Elem/MS,"261 Bedford Avenue
11211
(40.715016880184514, -73.96071209714864)"
After-School Programs,Out of School Time,St. John's Rec,Brooklyn,Brooklyn Center For Urban Environment,(718) 788-8500,Elem/MS,"1251 Prospect Place
11213
(40.673496329544484, -73.93477128944518)"
After-School Programs,Out of School Time,Brooklyn Children's Museum,Brooklyn,Brooklyn Childrens Museum,(718) 735-4400,Elem/MS/HS,"145 Brooklyn Avenue
11213
(40.67487894159613, -73.94442471592419)"
After-School Programs,Out of School Time,P.S. 269 NOSTRAND SCHOOL,Brooklyn,"Church Avenue Merchants Block Association, Inc.",(718) 282-5575,Elementary,"1957 Nostrand Avenue
11210
(40.637924792990376, -73.94816819471524)"
After-School Programs,Out of School Time,I.S. 291 ROLAND HAYES SCHOOL,Brooklyn,Coalition for Hispanic Family Services,(718) 497-6090,Elementary,"231 Palmetto Street
11221
(40.695256718115104, -73.91527095847802)"
After-School Programs,Out of School Time,P.S. 116 ELIZABETH L FARRELL S,Brooklyn,Coalition for Hispanic Family Services,(718) 497-6090,Elem/MS,"515 Knickerbocker Avenue
11237
(40.69774977550555, -73.91643018838859)"
After-School Programs,Out of School Time,Sunset Park Rec,Brooklyn,"Council of Neighborhood Organizations, Inc.",(347) 451-7809,MS/HS,"41Street
11220
(40.641184928741495, -74.01676472671073)"
After-School Programs,Out of School Time,El Puente Williamsburg,Brooklyn,El Puente De Williamsburg,(718) 387-0404,High School,"211 4th Street
11211
(40.714638461899185, -73.95699753434813)"
After-School Programs,Out of School Time,Bensonhurst Youth Center,Brooklyn,Heartshare Human Services,(718) 234-1717,Elementary,"138 Bay 20th Street
11214
(40.603729360660516, -74.00400341659432)"
After-School Programs,Out of School Time,Legal Outreach Bklyn 1,Brooklyn,"Legal Outreach, Inc",(718) 797-3396,High School,"157 Montague Street
11201
(40.69450911526796, -73.99315441100096)"
After-School Programs,Out of School Time,Bnos Ahavas Israel,Brooklyn,National Society For Hebrew Day Schools,(718) 252-4446,High School,"12 Franklin Avenue
11211
(40.69909552614082, -73.95897492504926)"
After-School Programs,Out of School Time,I.S. 302 RAFAEL CORDERO Y. MOL,Brooklyn,New York Junior Tennis League,(347) 417-8182,Elem/MS/HS,"350 Linwood Street
11208
(40.67705035241505, -73.88343568072109)"
After-School Programs,Out of School Time,P.S. 219 KENNEDY-KING SCHOOL,Brooklyn,New York Junior Tennis League,(347) 886-3117,Elementary,"1060 Clarkson Avenue
11212
(40.65925656671725, -73.92291949545782)"
After-School Programs,Out of School Time,PS 9,Brooklyn,New York Junior Tennis League,(347) 417-8189,Elementary,"80 Underhill Avenue
11238
(40.67826457903998, -73.96556393710492)"
After-School Programs,Out of School Time,M.S. 136 M.S. 136 - CHARLES O.,Brooklyn,SCO Family of Services,(718) 788-3500,MS/HS,"4004 Fourth Avenue
11232
(40.65208990853318, -74.00688510833078)"
After-School Programs,Out of School Time,P.S. 1 P.S. 1 - BERGEN SCHOOL,Brooklyn,SCO Family of Services,(718) 788-3500,Elem/MS,"309 47th Street
11220
(40.64919427766737, -74.01249722815565)"
After-School Programs,Out of School Time,P.S. 139 ALEXINE A. FENTY SCHOOL,Brooklyn,"Sports and Arts In Schools Foundation, Inc.",(718) 469-4395,Elementary,"330 Rugby Road
11226
(40.64170137604277, -73.96550752931893)"
After-School Programs,Out of School Time,P.S. 24 P.S. 24,Brooklyn,"Sports and Arts In Schools Foundation, Inc.",(718) 469-4395,Elementary,"427 38th Street
11232
(40.65280571732812, -74.00489576331948)"
After-School Programs,Out of School Time,Bedford Center 2,Brooklyn,The Salvation Army,(212) 337-7254,High School,"601 Lafayette Avenue
11216
(40.69002061868981, -73.95038487498607)"
After-School Programs,Out of School Time,Brownsville Center,Brooklyn,The Salvation Army,(212) 337-7254,High School,"280 Riverdale Avenue
11212
(40.66134938236471, -73.90607615640697)"
After-School Programs,Out of School Time,Salvation Army/Bushwick,Brooklyn,The Salvation Army,(212) 337-7254,High School,"1151 Bushwick Avenue
11221
(40.689188164633954, -73.9175411648093)"
After-School Programs,Out of School Time,Eastern District Opt 2,Brooklyn,YMCA of Greater New York/North Brooklyn YMCA,(718) 783-8300,MS/HS,"125 Humboldt Street
11206
(40.70586365914007, -73.94130149694928)"
After-School Programs,Out of School Time,P.S. 205 CLARION SCHOOL,Brooklyn,YMCA of Greater New York/Prospect Park,(718) 234-2655,Elementary,"6701 20th Avenue
11204
(40.6153292990233, -73.9870580027141)"
After-School Programs,Out of School Time,Gregorio Luperon HS,Manhattan,"Alianza Dominicana, Inc.",(917) 258-3740,High School,"501 165th Street
10032
(40.83799042549337, -73.9383566414764)"
After-School Programs,Out of School Time,P.S. 132 JUAN PABLO DUARTE SCHOOL,Manhattan,"Alianza Dominicana, Inc.",(917) 470-8957,Elementary,"185 Wadsworth Avenue
10033
(40.85071645775963, -73.93432269770818)"
After-School Programs,Out of School Time,Polo Grounds,Manhattan,"Alianza Dominicana, Inc.",(917) 258-3932,Elementary,"2965 Frederick Douglass Boulevard
10039
(40.831163006540464, -73.9359188161873)"
After-School Programs,Out of School Time,P.S. 325 PS 192 #2,Manhattan,"Aspira of New York, Inc.",(212) 283-8377,Elementary,"500 138 STREET
10031
(40.82141851264258, -73.95231593872579)"
After-School Programs,Out of School Time,Boys & Girls Harbor,Manhattan,"Boys & Girls Harbor, Inc",(212) 427-2244,Elementary,"1 104th Street
10029
(40.79298338723134, -73.95200031741886)"
After-School Programs,Out of School Time,Grant Day Care,Manhattan,"Boys & Girls Harbor, Inc",(646) 270-1210,Elementary,"1299 Amsterdam Avenue
10027
(40.81256720229876, -73.95682169647877)"
After-School Programs,Out of School Time,Harbor Morningside,Manhattan,"Boys & Girls Harbor, Inc",(212) 864-0400,Elementary,"311 120 Street
10027
(40.8071553925949, -73.95384262746536)"
After-School Programs,Out of School Time,Baptist Church,Manhattan,Chambers Memorial Social Change,(212) 241-9536,High School,"219 123rd Street
10035
(40.802066094721766, -73.93592654963733)"
After-School Programs,Out of School Time,M.S. 44 WILLIAM O'SHEA MIDDLE,Manhattan,"Childrens Arts & Science Workshops, Inc.",(917) 441-1163,Middle School,"100 77th Street
10024
(40.78063395240712, -73.97649576243354)"
After-School Programs,Out of School Time,P.S. 115 ALEXANDER HUMBOLDT SC,Manhattan,"Childrens Arts & Science Workshops, Inc.",(212) 927-9233,Elementary,"586 177 STREET
10033
(40.846558135828076, -73.93528344069207)"
After-School Programs,Out of School Time,Chrystie Street Center,Manhattan,Chinese American Planning Council,(212) 431-9124,Elementary,"115 Chrystie Street
10002
(40.71874740568479, -73.99359376807361)"
After-School Programs,Out of School Time,HS for Dual Languages,Manhattan,Chinese American Planning Council,(212) 941-0920,High School,"350 Grand Street
10002
(40.716852373698316, -73.98959502962896)"
After-School Programs,Out of School Time,Lower East Side Prep,Manhattan,Chinese American Planning Council,(212) 505-6366,High School,"145 Stanton Street
10002
(40.720595191279564, -73.98575072490124)"
After-School Programs,Out of School Time,P.S. 124 YUNG WING SCHOOL,Manhattan,Chinese American Planning Council,(212) 925-4325,Elementary,"40 Division Street
10002
(40.71420254465372, -73.99579682364542)"
After-School Programs,Out of School Time,P.S. 130 HERNANDO DESOTO SCHOOL,Manhattan,Chinese American Planning Council,(212) 431-8574,Elementary,"143 Baxter Street
10013
(40.7186139475248, -73.99859121725036)"
After-School Programs,Out of School Time,P.S. 19 ASHER LEVY SCHOOL,Manhattan,Chinese American Planning Council,(212) 533-2670,Elementary,"185 1st Avenue
10003
(40.72964016707, -73.98387383336257)"
After-School Programs,Out of School Time,P.S. 2 MEYER LONDON SCHOOL,Manhattan,Chinese American Planning Council,(212) 587-0912,Elementary,"122 Henry Street
10002
(40.713259440892664, -73.99128127056017)"
After-School Programs,Out of School Time,P.S. 28 WRIGHT BROTHERS SCHOOL,Manhattan,Community Association of Progressive Dominicans,(646) 808-5890,Elementary,"475 155th Street
10032
(40.831229611891935, -73.94212800971296)"
After-School Programs,Out of School Time,P.S. 48 POLICE OFFICER MICHAEL,Manhattan,Community Association of Progressive Dominicans,(646) 652-9918,Elementary,"4360 Broadway
10033
(40.85370053415112, -73.93389808038695)"
After-School Programs,Out of School Time,P.S./I.S. 210 TWENTY-FIRST CEN,Manhattan,Community Association of Progressive Dominicans,(212) 283-0012,Elementary,"501 503 West 152 Street
10031
(40.82495420507257, -73.9501244360938)"
After-School Programs,Out of School Time,M.S./H.S. 413 SCHOOL OF THE FU,Manhattan,"Educational Alliance, Inc.",(212) 475-8086,Middle School,"127 22nd Street
10010
(40.73900208799275, -73.98552809234425)"
After-School Programs,Out of School Time,P.S. 142 AMALIA CASTRO SCHOOL,Manhattan,"Educational Alliance, Inc.",(212) 598-3826,Elementary,"100 Attorney Street
10002
(40.71945606619147, -73.98376386528082)"
After-School Programs,Out of School Time,P.S. 64 ROBERT E. SIMON,Manhattan,"Educational Alliance, Inc.",(347) 262-1264,Elementary,"600 6th Street
10009
(40.72444152208924, -73.98162129932635)"
After-School Programs,Out of School Time,P.S./I.S. 140 THE NATHAN STRAU,Manhattan,"Educational Alliance, Inc.",(646) 214-1069,Elementary,"123 RIDGE STREET
10002
(40.71926005698924, -73.98306554314955)"
After-School Programs,Out of School Time,P.S. 197 JOHN RUSSWURM SCHOOL,Manhattan,Episcopal Social Services,(212) 920-9899,Elementary,"2230 5 AVENUE
10037
(40.813124796934915, -73.93735341294695)"
After-School Programs,Out of School Time,OST-PAP,Manhattan,Fundacion Dominicana Culturarte de New York,(646) 410-0904,High School,"260 Audubon Avenue
10033
(40.84706532252415, -73.93361077375673)"
After-School Programs,Out of School Time,I.S. 195 ROBERTO CLEMENTE SCHOOL,Manhattan,Graham-Windham Services To Families & Children,(212) 368-1622,Middle School,"625 133rd Street
10027
(40.81949110114673, -73.95759341485696)"
After-School Programs,Out of School Time,Marta Vallel SS,Manhattan,"Grand Street Settlement, Inc.",(212) 505-6338,Middle School,"145 Stanton Street
10002
(40.720595191279564, -73.98575072490124)"
After-School Programs,Out of School Time,Excel Program,Manhattan,"Growth and Development Services, Inc.",(212) 740-7040,High School,"216 Ft Washington Avenue
10032
(40.842343769666854, -73.94220075868486)"
After-School Programs,Out of School Time,HARLEM CHILDREN'S ZONE/PROMIS,Manhattan,"Harlem Children's Zone, Inc",(212) 534-0700,Middle School,"35 125th Street
10035
(40.80596750958526, -73.9411236532852)"
After-School Programs,Out of School Time,P.S. 242 GWEN P. BROWN COMPUTE,Manhattan,"Harlem Children's Zone, Inc",(646) 208-3676,Elementary,"134 122nd Street
10027
(40.806238940182034, -73.94790639547968)"
After-School Programs,Out of School Time,PS 154,Manhattan,"Harlem Children's Zone, Inc",(646) 619-1004,Elementary,"250 127th Street
10027
(40.81087808542747, -73.94886724244355)"
After-School Programs,Out of School Time,College Quest,Manhattan,"Harlem Educational Activities Fund, Inc.",(212) 663-9732,High School,"2090 7th Avenue
10027
(40.8086819592997, -73.94868505900372)"
After-School Programs,Out of School Time,JHS 99 04m099,Manhattan,Harlem RBI (Reviving Baseball in Inner Cities),(212) 722-1608,Middle School,"410 100 Street
10029
(40.78568168708408, -73.94263982259875)"
After-School Programs,Out of School Time,Boys & Girls Republic,Manhattan,Henry Street Settlement,(212) 686-8888,Elementary,"888 6th Street
10009
(40.722066384394324, -73.97596139461416)"
After-School Programs,Out of School Time,P.S. 20 ANNA SILVER SCHOOL,Manhattan,Henry Street Settlement,(212) 254-3100,Elementary,"166 Essex Street
10002
(40.72118046969152, -73.98681734395458)"
After-School Programs,Out of School Time,Hudson Guild Education Center,Manhattan,Hudson Guild,(212) 243-7574,Elementary,"447 25 Street
10001
(40.749085086080356, -74.00340281344165)"
After-School Programs,Out of School Time,I.S. 52,Manhattan,"Inwood Community Services, Inc.",(212) 942-0043,High School,"650 Academy Street
10034
(40.8659943773106, -73.92483806023611)"
After-School Programs,Out of School Time,P.S./I.S. 278,Manhattan,"Inwood Community Services, Inc.",(212) 942-3440,Elementary,"421 219TH ST
10034
(40.87119877075514, -73.91203455020035)"
After-School Programs,Out of School Time,St. Jude's,Manhattan,"Inwood Community Services, Inc.",(212) 942-0043,Elementary,"403 204th Street
10034
(40.861823582448, -73.91851084056532)"
After-School Programs,Out of School Time,M353 NEW HEIGHTS ACADEMY,Manhattan,Inwood House,(212) 234-2754,Middle School,"1818 AMSTERDAM AVENUE
10031
(40.82842740451912, -73.94532138501607)"
After-School Programs,Out of School Time,Caring Partners,Manhattan,"Isabella Geriatric Center, Inc.",(212) 342-9352,High School,"515 Audubon Avenue
10040
(40.85474542045091, -73.92794650452043)"
After-School Programs,Out of School Time,Manhattan School Year,Manhattan,"Legal Outreach, Inc",(212) 690-9989,High School,"402 145th Street
10031
(40.82406207755695, -73.94489305673513)"
After-School Programs,Out of School Time,Amsterdam Addition,Manhattan,"Lincoln Square Neighborhood Center, Inc.",(212) 874-0860,Elementary,"250 65th St
10023
(40.774760858662376, -73.9863663734344)"
After-School Programs,Out of School Time,Youth Connections,Manhattan,"Lincoln Square Neighborhood Center, Inc.",(212) 874-0860,High School,"250 65th Street
10023
(40.774760858662376, -73.9863663734344)"
After-School Programs,Out of School Time,P.S. 89 P.S. 89,Manhattan,Manhattan Youth Recreation & Resources Center,(212) 766-1104,Middle School,"201 Warren Street
10282
(40.716492485593946, -74.01327097840891)"
After-School Programs,Out of School Time,P.S. 175 HENRY HIGHLAND GARNET,Manhattan,New York City Mission Society,(212) 283-0426,Elementary,"175 134 STREET
10030
(40.81432769777187, -73.94339188856422)"
After-School Programs,Out of School Time,Northside Center for Child(EX),Manhattan,Northside Center for Child Develop.,(212) 426-3400,Elementary,"35 110th St
10029
(40.79635516021555, -73.94798861584336)"
After-School Programs,Out of School Time,Duncan Center - Opt. 1,Manhattan,"Police Athletic League, Inc.",(212) 397-8477,Elementary,"552 52nd Street
10019
(40.76670034517425, -73.99274681637365)"
After-School Programs,Out of School Time,P.S./I.S. 111 ADOLPH S. OCHS S,Manhattan,"Sports and Arts In Schools Foundation, Inc.",(212) 582-7420,Elementary,"440 53 STREET
10019
(40.76616371249781, -73.98953901918651)"
After-School Programs,Out of School Time,P.S. 112 JOSE CELSO BARBOSA SC,Manhattan,"Stanley M. Isaacs Neighborhood Center, Inc.",(212) 427-2520,Elementary,"535 119 STREET
10035
(40.79672025491707, -73.93103482010524)"
After-School Programs,Out of School Time,LaGuardia Memorial House,Manhattan,Supportive Childrens Advocacy Network (SCAN),(212) 534-7800,Middle School,"307 116th Street
10029
(40.79694537628096, -73.93755161623598)"
After-School Programs,Out of School Time,Education Apprenticeship,Manhattan,The After School Corporation,(646) 943-8735,High School,"1440 Broadway
10018
(40.754628748772895, -73.9867452130141)"
After-School Programs,Out of School Time,M.S. 324 - PATRIA,Manhattan,The Childrens Aid Society,(646) 867-6066,Middle School,"21 Jumel Place
10032
(40.83932420490237, -73.93612610353428)"
After-School Programs,Out of School Time,04M435 MANHATTAN CENTER FOR SC,Manhattan,The Childrens Aid Society,(212) 876-6268,High School,"280 Pleasant Avenue
10029
(40.79480422455373, -73.93330103742075)"
After-School Programs,Out of School Time,Drew Hamilton High School,Manhattan,The Childrens Aid Society,(212) 281-9555,High School,"2672 Frederick Douglass Boulevard
10030
(40.82092754666029, -73.9432794260344)"
After-School Programs,Out of School Time,Fred Doug High School,Manhattan,The Childrens Aid Society,(212) 865-6337,High School,"885 Columbus Avenue
10025
(40.79771334863237, -73.963944750805)"
After-School Programs,Out of School Time,Fred Douglas Elementary,Manhattan,The Childrens Aid Society,(212) 865-6337,Elementary,"885 Columbus Avenue
10025
(40.79771334863237, -73.963944750805)"
After-School Programs,Out of School Time,Drew Hamilton Elementary,Manhattan,The Childrens Aid Society,(212) 281-9555,Elementary,"2672 Frederick Douglass Boulevard
10030
(40.82092754666029, -73.9432794260344)"
After-School Programs,Out of School Time,Drew Hamilton Middle,Manhattan,The Childrens Aid Society,(212) 281-9555,Middle School,"2672 Frederick Douglass Boulevard
10030
(40.82092754666029, -73.9432794260344)"
After-School Programs,Out of School Time,Dunlevy Milbank Elementary,Manhattan,The Childrens Aid Society,(212) 996-1716,Elementary,"14 32 West 118th Street
10026
(40.80305812163505, -73.95334277604826)"
After-School Programs,Out of School Time,Dunlevy Milbank High,Manhattan,The Childrens Aid Society,(212) 996-1716,High School,"14 32 West 118th Street
10026
(40.80305812163505, -73.95334277604826)"
After-School Programs,Out of School Time,East Harlem Elementary,Manhattan,The Childrens Aid Society,(212) 348-2343,Elementary,"130 101st Street
10029
(40.78940194744057, -73.94952700394838)"
After-School Programs,Out of School Time,East Harlem High School,Manhattan,The Childrens Aid Society,(917) 286-1551,High School,"130 101 Street
10029
(40.78940194744057, -73.94952700394838)"
After-School Programs,Out of School Time,East Harlem Middle School,Manhattan,The Childrens Aid Society,(212) 348-2343,Middle School,"130 101st Street
10029
(40.78940194744057, -73.94952700394838)"
After-School Programs,Out of School Time,I.S. 218 I S 218 SALOME UKENA,Manhattan,The Childrens Aid Society,(212) 569-2880,Middle School,"4600 Broadway
10040
(40.861067654316855, -73.93051856552427)"
After-School Programs,Out of School Time,P.S. 152 DYCKMAN VALLEY SCHOOL,Manhattan,The Childrens Aid Society,(212) 544-0221,Elementary,"93 Nagle Avenue
10040
(40.86052876061864, -73.92758505458895)"
After-School Programs,Out of School Time,P.S. 5 ELLEN LURIE SCHOOL,Manhattan,The Childrens Aid Society,(212) 567-5787,Elementary,"3703 10th Avenue
10034
(40.85899299980833, -73.92287094387305)"
After-School Programs,Out of School Time,P.S. 50 VITO MARCANTONIO SCHOOL,Manhattan,The Childrens Aid Society,(212) 860-0299,Elementary,"433 100th Street
10029
(40.78556522081211, -73.94222449721103)"
After-School Programs,Out of School Time,P.S. 8 LUIS BELLIARD SCHOOL,Manhattan,The Childrens Aid Society,(212) 740-8655,Elementary,"465 167th Street
10032
(40.8389205164512, -73.93676691090876)"
After-School Programs,Out of School Time,Harlem Temple Community Center,Manhattan,The Salvation Army ,(212) 862-3900,Elementary,"540 Lenox Ave
10037
(40.81569685793869, -73.93961071124045)"
After-School Programs,Out of School Time,Washington Irving HS,Manhattan,The Union Square Partnership,(212) 358-0165,High School,"40 Irving Place
10003
(40.735537114027146, -73.98760494227764)"
After-School Programs,Out of School Time,I.S. 117 TITO PUENTE EDUCATION,Manhattan,Union Settlement Association,(212) 828-6116,Middle School,"230 109th Street
10029
(40.79316766758161, -73.9425656988837)"
After-School Programs,Out of School Time,Washington House (High School),Manhattan,Union Settlement Association,(212) 828-6120,High School,"1775 Third Avenue
10029
(40.7870466388226, -73.94792934815561)"
After-School Programs,Out of School Time,Washington Houses,Manhattan,Union Settlement Association,(212) 828-6120,Elementary,"1775 Third Avenue
10029
(40.7870466388226, -73.94792934815561)"
After-School Programs,Out of School Time,P.S. 137 JOHN BERNSTEIN SCHOOL,Manhattan,"University Settlement Society of New York, Inc",(646) 602-2140,Elementary,"293 Broadway
10002
(40.71452102612853, -73.98427775788642)"
After-School Programs,Out of School Time,P.S. 63 WILLIAM MCKINLEY SCHOOL,Manhattan,"University Settlement Society of New York, Inc",(646) 602-8113,Elementary,"121 3rd Street
10009
(40.7242257975696, -73.98656604802626)"
