BRONX – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Address,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
2-05723-0042,"60 KNOLLS CRESCENT
Bronx, NY
(40.878673153127714, -73.91819345508162)",RIVERDALE,D4-ELEVATOR,244,1953,237800,3091400,13,9630000,40.5,2-03230-0016,"1981 SEDGWICK AVENUE
Bronx, NY
(40.85725737076833, -73.916078888922)",KINGSBRIDGE HTS/UNIV HTS,D1-ELEVATOR,225,1952,202600,2777516,13.71,8650000,42.7,1.5,2-05909-0163,"3950 BLACKSTONE AVENUE
Bronx, NY
(40.89026164254843, -73.9113627190534)",RIVERDALE,D1-ELEVATOR,176,1959,237000,3082644,13.01,9600000,40.5,1
2-05723-0084,"25 KNOLLS CRESCENT
Bronx, NY
(40.8789696841341, -73.91711878656808)",RIVERDALE,D4-ELEVATOR,252,1954,247247,3214211,13,10000000,40.4,2-03230-0016,"1981 SEDGWICK AVENUE
Bronx, NY
(40.85725737076833, -73.916078888922)",KINGSBRIDGE HTS/UNIV HTS,D1-ELEVATOR,225,1952,202600,2777516,13.71,8650000,42.7,1.5,2-05909-0163,"3950 BLACKSTONE AVENUE
Bronx, NY
(40.89026164254843, -73.9113627190534)",RIVERDALE,D1-ELEVATOR,176,1959,237000,3082644,13.01,9600000,40.5,1
2-05723-0094,"510 KAPPOCK STREET
Bronx, NY
(40.87753633096379, -73.91792310986001)",RIVERDALE,C6-WALK-UP,34,1948,43000,552550,12.85,1720000,40,2-03236-0175,"2455 SEDGWICK AVENUE
Bronx, NY
(40.864844891562306, -73.90882330763134)",KINGSBRIDGE HTS/UNIV HTS,D5-ELEVATOR,29,1964,24761,367493,14.84,1240000,50,1.05,2-05371-0060,"3080 TREMONT AVENUE
Bronx, NY
(40.838890343940704, -73.83598154844488)",SCHUYLERVILLE/PELHAM BAY,C9-WALK-UP,27,1962,16507,215923,13.08,672000,40.7,5
2-05724-0685,"601 KAPPOCK STREET
Bronx, NY
(40.87887822832911, -73.91673046598235)",RIVERDALE,D4-ELEVATOR,100,1960,129600,1555200,12,4370000,33.7,2-05904-0267,"600 239 STREET
Bronx, NY
(40.88957945719757, -73.91117478584692)",RIVERDALE,D1-ELEVATOR,90,1956,98681,1338816,13.57,4170000,42.3,0.7,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1228776,12.23,3450000,34.3,0.45
2-05725-0767,"609 KAPPOCK STREET
Bronx, NY
(40.87904762361084, -73.91669349892328)",RIVERDALE,D4-ELEVATOR,66,1962,82500,948750,11.5,2670000,32.4,2-05793-0467,"3555 OXFORD AVENUE
Bronx, NY
(40.88632086694023, -73.90879379766534)",RIVERDALE,D1-ELEVATOR,57,1960,72553,895116,12.34,2520000,34.7,0.55,2-03715-0017,"1030 BOYNTON AVENUE
Bronx, NY
(40.824657751124185, -73.87726165711642)",SOUNDVIEW,D1-ELEVATOR,67,1930,66456,845869,12.73,1790000,26.9,4.35
2-05725-0776,"629 KAPPOCK STREET
Bronx, NY
(40.87956024853345, -73.91676098719627)",RIVERDALE,D4-ELEVATOR,100,1961,130570,1566840,12,4400000,33.7,2-05904-0267,"600 239 STREET
Bronx, NY
(40.88957945719757, -73.91117478584692)",RIVERDALE,D1-ELEVATOR,90,1956,98681,1338816,13.57,4170000,42.3,0.65,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1228776,12.23,3450000,34.3,0.4
2-05726-0673,"2750 JOHNSON AVENUE
Bronx, NY
(40.87960321809112, -73.9124115607985)",RIVERDALE,D4-ELEVATOR,78,1964,93060,1139985,12.25,3200000,34.4,2-05904-0267,"600 239 STREET
Bronx, NY
(40.88957945719757, -73.91117478584692)",RIVERDALE,D1-ELEVATOR,90,1956,98681,1338816,13.57,4170000,42.3,0.6,2-05746-0567,"2675 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1951,92782,1170220,12.61,3290000,35.5,0.35
2-05736-0006,"3050 FAIRFIELD AVENUE
Bronx, NY
(40.882630194345474, -73.9145567923864)",RIVERDALE,D4-ELEVATOR,73,1958,111000,1443000,13,4490000,40.5,2-05723-0100,"500 KAPPOCK STREET
Bronx, NY
(40.87725409240398, -73.91794516866473)",RIVERDALE,D1-ELEVATOR,82,1950,59142,1204598,20.37,4500000,76,0.35,2-05784-0340,"500 235 STREET
Bronx, NY
(40.885146854323175, -73.9074100072352)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,87,1954,92600,1246526,13.46,3880000,41.9,0.35
2-05737-0061,"640 231 STREET
Bronx, NY
(40.88325976808199, -73.91465765694923)",RIVERDALE,D4-ELEVATOR,61,1953,72800,880880,12.1,2480000,34.1,2-05784-0340,"500 235 STREET
Bronx, NY
(40.885146854323175, -73.9074100072352)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,87,1954,92600,1246526,13.46,3880000,41.9,0.4,2-05851-2091,"6477 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,64,1996,54000,533536,9.88,1130000,20.93,1.75
2-05738-0353,"3015 RIVERDALE AVENUE
Bronx, NY
(40.88132962403102, -73.90960405226154)",RIVERDALE,D4-ELEVATOR,121,1941,125148,1376628,11,3570000,28.5,2-05780-0940,"3900 GREYSTONE AVENUE
Bronx, NY
(40.88950389842045, -73.9044515066065)",RIVERDALE,D1-ELEVATOR,127,1928,134703,1542298,11.45,4330000,32.1,0.55,2-05789-0024,"3240 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,108,1938,163197,2119976,12.99,6600000,40.4,0.25
2-05738-0366,"3030 JOHNSON AVENUE
Bronx, NY
(40.88233806314699, -73.91086943690951)",RIVERDALE,D4-ELEVATOR,60,1966,64310,771720,12,2170000,33.7,2-05793-0467,"3555 OXFORD AVENUE
Bronx, NY
(40.88632086694023, -73.90879379766534)",RIVERDALE,D1-ELEVATOR,57,1960,72553,895116,12.34,2520000,34.7,0.3,2-03715-0017,"1030 BOYNTON AVENUE
Bronx, NY
(40.824657751124185, -73.87726165711642)",SOUNDVIEW,D1-ELEVATOR,67,1930,66456,845869,12.73,1790000,26.9,4.3
2-05739-0257,"3135 JOHNSON AVENUE
Bronx, NY
(40.883055378382835, -73.91064609835382)",RIVERDALE,D4-ELEVATOR,122,1953,141721,1700652,12,4780000,33.7,2-05903-0283,"3611 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D3-ELEVATOR,123,1951,134000,1961368,14.64,6630000,49.5,0.35,2-05796-0129,"3660 OXFORD AVENUE
Bronx, NY
(40.88760025417794, -73.90868609313)",RIVERDALE,D3-ELEVATOR,77,1967,106934,1346616,12.59,3780000,35.3,0.35
2-05742-0120,"3103 FAIRFIELD AVENUE
Bronx, NY
(40.88325653534675, -73.91432731399054)",RIVERDALE,D4-ELEVATOR,108,1949,108700,1304400,12,3670000,33.8,2-05796-0129,"3660 OXFORD AVENUE
Bronx, NY
(40.88760025417794, -73.90868609313)",RIVERDALE,D3-ELEVATOR,77,1967,106934,1346616,12.59,3780000,35.3,0.4,2-05903-0283,"3611 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D3-ELEVATOR,123,1951,134000,1961368,14.64,6630000,49.5,0.3
2-05743-0002,"2530 INDEPENDENCE AVENUE
Bronx, NY
(40.88020401891918, -73.92148723035251)",RIVERDALE,D4-ELEVATOR,69,1961,79296,951552,12,2670000,33.7,2-05793-0467,"3555 OXFORD AVENUE
Bronx, NY
(40.88632086694023, -73.90879379766534)",RIVERDALE,D1-ELEVATOR,57,1960,72553,895116,12.34,2520000,34.7,0.75,2-05874-1028,"6629 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,84,1962,76009,1028922,13.54,3200000,42.1,2.35
2-05743-0198,"2390 PALISADE AVENUE
Bronx, NY
(40.87998283235916, -73.92193811591589)",RIVERDALE,D4-ELEVATOR,60,1964,80214,962568,12,2700000,33.7,2-05793-0467,"3555 OXFORD AVENUE
Bronx, NY
(40.88632086694023, -73.90879379766534)",RIVERDALE,D1-ELEVATOR,57,1960,72553,895116,12.34,2520000,34.7,0.7,2-05874-1028,"6629 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,84,1962,76009,1028922,13.54,3200000,42.1,2.3
2-05743-0203,"2550 INDEPENDENCE AVENUE
Bronx, NY
(40.88035295620323, -73.92083363513495)",RIVERDALE,D4-ELEVATOR,142,1959,200314,2503925,12.5,7040000,35.1,2-05920-0670,"3801 HUDSON MANOR TERRACE
Bronx, NY
(40.888545076653735, -73.91567337807614)",RIVERDALE,D1-ELEVATOR,135,1960,152400,2071191,13.59,6450000,42.3,0.8,2-05909-0163,"3950 BLACKSTONE AVENUE
Bronx, NY
(40.89026164254843, -73.9113627190534)",RIVERDALE,D1-ELEVATOR,176,1959,237000,3082644,13.01,9600000,40.5,0.9
2-05744-0048,"750 KAPPOCK STREET
Bronx, NY
(40.881759500511656, -73.9197719501109)",RIVERDALE,D4-ELEVATOR,160,1953,209920,2624000,12.5,7370000,35.1,2-05903-0283,"3611 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D3-ELEVATOR,123,1951,134000,1961368,14.64,6630000,49.5,0.6,2-05760-0112,"3424 KINGSBRIDGE AVENUE
Bronx, NY
(40.88299528302095, -73.90344028354679)",KINGSBRIDGE/JEROME PARK,D3-ELEVATOR,138,1962,128500,1609377,12.52,4520000,35.2,0.95
2-05745-0001,"2621 PALISADE AVENUE
Bronx, NY
(40.88178886634991, -73.92140725944232)",RIVERDALE,D4-ELEVATOR,180,1962,231154,2889425,12.5,8120000,35.1,2-05909-0163,"3950 BLACKSTONE AVENUE
Bronx, NY
(40.89026164254843, -73.9113627190534)",RIVERDALE,D1-ELEVATOR,176,1959,237000,3082644,13.01,9600000,40.5,0.85,2-05760-0112,"3424 KINGSBRIDGE AVENUE
Bronx, NY
(40.88299528302095, -73.90344028354679)",KINGSBRIDGE/JEROME PARK,D3-ELEVATOR,138,1962,128500,1609377,12.52,4520000,35.2,1
2-05745-0012,"2727 PALISADE AVENUE
Bronx, NY
(40.88280475956938, -73.92029137660238)",RIVERDALE,D4-ELEVATOR,125,1955,194730,2434125,12.5,6840000,35.1,2-05903-0283,"3611 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D3-ELEVATOR,123,1951,134000,1961368,14.64,6630000,49.5,0.6,2-05796-0129,"3660 OXFORD AVENUE
Bronx, NY
(40.88760025417794, -73.90868609313)",RIVERDALE,D3-ELEVATOR,77,1967,106934,1346616,12.59,3780000,35.3,0.75
2-05745-0290,"2501 PALISADE AVENUE
Bronx, NY
(40.880534961738114, -73.9223807474589)",RIVERDALE,C6-WALK-UP,17,1927,28536,435174,15.25,1470000,52,2-05844-1935,"5431 SYLVAN AVENUE
Bronx, NY
(40.90234024583237, -73.89860942690258)",RIVERDALE,C1-WALK-UP,24,1972,18756,297022,15.84,1000000,53,1.8,2-05798-0101,"3615 OXFORD AVENUE
Bronx, NY
(40.88687780488597, -73.90863158513936)",RIVERDALE,C1-WALK-UP,15,1980,7550,156480,20.73,585000,77,0.7
2-05745-0305,"2575 PALISADE AVENUE
Bronx, NY
(40.88137737251539, -73.92186414973085)",RIVERDALE,D4-ELEVATOR,143,1958,168962,2112025,12.5,5930000,35.1,2-05903-0283,"3611 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D3-ELEVATOR,123,1951,134000,1961368,14.64,6630000,49.5,0.6,2-05796-0129,"3660 OXFORD AVENUE
Bronx, NY
(40.88760025417794, -73.90868609313)",RIVERDALE,D3-ELEVATOR,77,1967,106934,1346616,12.59,3780000,35.3,0.75
2-05746-0584,"2601 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D4-ELEVATOR,69,1954,92171,1083009,11.75,3040000,33,2-05851-2091,"6477 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,64,1996,54000,533536,9.88,1130000,20.93,1.9,2-05796-0129,"3660 OXFORD AVENUE
Bronx, NY
(40.88760025417794, -73.90868609313)",RIVERDALE,D3-ELEVATOR,77,1967,106934,1346616,12.59,3780000,35.3,0.65
2-05747-0590,"2711 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D4-ELEVATOR,52,1953,82559,990708,12,2780000,33.7,2-05792-0430,"530 236 STREET
Bronx, NY
(40.88639581976764, -73.90827463171819)",RIVERDALE,D7-ELEVATOR,86,1954,103392,1549644,14.99,5240000,51,0.5,2-05793-0467,"3555 OXFORD AVENUE
Bronx, NY
(40.88632086694023, -73.90879379766534)",RIVERDALE,D1-ELEVATOR,57,1960,72553,895116,12.34,2520000,34.7,0.5
2-05747-0605,"2734 INDEPENDENCE AVENUE
Bronx, NY
(40.88223717354416, -73.91766314113023)",RIVERDALE,D4-ELEVATOR,67,1970,83880,1048500,12.5,2950000,35.2,2-05907-0352,"3800 INDEPENDENCE AVENUE
Bronx, NY
(40.88902869894345, -73.91297848149154)",RIVERDALE,D1-ELEVATOR,72,1970,84925,1083912,12.76,3380000,39.8,0.55,2-05864-0516,"6555 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,73,1961,62570,840222,13.43,2620000,41.9,2
2-05748-0500,"3001 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D4-ELEVATOR,85,1934,140000,1680000,12,4720000,33.7,2-05773-0290,"275 238 STREET
Bronx, NY
(40.88556828581021, -73.90169458643383)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,72,1937,71091,997401,14.03,3110000,43.7,0.85,2-05769-0132,"3660 WALDO AVENUE
Bronx, NY
(40.88705423343436, -73.9041393720671)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,86,1940,72000,1044871,14.51,3530000,49,0.65
2-05750-0357,"735 KAPPOCK STREET
Bronx, NY
(40.88138078936013, -73.91969540753021)",RIVERDALE,D4-ELEVATOR,69,1953,61538,723071,11.75,2030000,33,2-05851-2091,"6477 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,64,1996,54000,533536,9.88,1130000,20.93,1.85,2-05796-0129,"3660 OXFORD AVENUE
Bronx, NY
(40.88760025417794, -73.90868609313)",RIVERDALE,D3-ELEVATOR,77,1967,106934,1346616,12.59,3780000,35.3,0.6
2-05758-0442,"315 232 STREET
Bronx, NY
(40.88206705438151, -73.90737392987303)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,72,1974,75747,908964,12,2550000,33.7,2-05827-1620,"244 FIELDSTON TERRACE
Bronx, NY
(40.89625286223357, -73.89906520725022)",FIELDSTON,D1-ELEVATOR,72,1961,63237,702836,11.11,1820000,28.8,1,2-05864-0516,"6555 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,73,1961,62570,840222,13.43,2620000,41.9,1.7
2-05759-0364,"3240 RIVERDALE AVENUE
Bronx, NY
(40.88344483666345, -73.90777560949599)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,66,1970,67987,815844,12,2290000,33.7,2-05827-1620,"244 FIELDSTON TERRACE
Bronx, NY
(40.89625286223357, -73.89906520725022)",FIELDSTON,D1-ELEVATOR,72,1961,63237,702836,11.11,1820000,28.8,0.9,2-05864-0516,"6555 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,73,1961,62570,840222,13.43,2620000,41.9,1.65
2-05764-0642,"3475 GREYSTONE AVENUE
Bronx, NY
(40.88479951580435, -73.90695662584997)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,57,1957,61187,734244,12,2060000,33.7,2-05793-0467,"3555 OXFORD AVENUE
Bronx, NY
(40.88632086694023, -73.90879379766534)",RIVERDALE,D1-ELEVATOR,57,1960,72553,895116,12.34,2520000,34.7,0.15,2-05792-0430,"530 236 STREET
Bronx, NY
(40.88639581976764, -73.90827463171819)",RIVERDALE,D7-ELEVATOR,86,1954,103392,1549644,14.99,5240000,51,0.1
2-05767-0798,"288 238 STREET
Bronx, NY
(40.88579899505827, -73.90215029023548)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,74,1962,69848,838176,12,2360000,33.8,2-05732-0924,"2700 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1955,108955,1203875,11.05,3120000,28.6,0.7,2-05864-0516,"6555 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,73,1961,62570,840222,13.43,2620000,41.9,1.5
2-05770-0069,"3636 GREYSTONE AVENUE
Bronx, NY
(40.88612895419929, -73.90581209427079)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,92,1940,118214,1477675,12.5,4150000,35.1,2-05754-0090,"225 232 STREET
Bronx, NY
(40.88038240122977, -73.90433315088163)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,96,1929,87510,926140,10.58,1960000,22.4,0.4,2-05769-0132,"3660 WALDO AVENUE
Bronx, NY
(40.88705423343436, -73.9041393720671)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,86,1940,72000,1044871,14.51,3530000,49,0.04
2-05771-0020,"3600 FIELDSTON ROAD
Bronx, NY
(40.88593784897645, -73.90695506697786)",RIVERDALE,D4-ELEVATOR,73,1941,86000,1075000,12.5,3020000,35.1,2-05754-0072,"222 233 STREET
Bronx, NY
(40.881010920801245, -73.90383558339528)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,72,1928,66270,761476,11.49,2140000,32.3,0.4,2-05773-0290,"275 238 STREET
Bronx, NY
(40.88556828581021, -73.90169458643383)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,72,1937,71091,997401,14.03,3110000,43.7,0.3
2-05771-0041,"474 238 STREET
Bronx, NY
(40.88749291801432, -73.90605324691526)",RIVERDALE,D4-ELEVATOR,54,1939,76500,956250,12.5,2690000,35.2,2-05773-0290,"275 238 STREET
Bronx, NY
(40.88556828581021, -73.90169458643383)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,72,1937,71091,997401,14.03,3110000,43.7,0.3,2-05795-0537,"3555 NETHERLAND AVENUE
Bronx, NY
(40.88637237452552, -73.91072640935313)",RIVERDALE,D1-ELEVATOR,55,1939,60792,690719,11.36,1790000,29.4,0.25
2-05777-0772,"3800 WALDO AVENUE
Bronx, NY
(40.887419086923295, -73.9038373443986)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,173,1966,154640,1933000,12.5,5430000,35.1,2-05903-0283,"3611 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D3-ELEVATOR,123,1951,134000,1961368,14.64,6630000,49.5,0.5,2-05760-0112,"3424 KINGSBRIDGE AVENUE
Bronx, NY
(40.88299528302095, -73.90344028354679)",KINGSBRIDGE/JEROME PARK,D3-ELEVATOR,138,1962,128500,1609377,12.52,4520000,35.2,0.35
2-05778-0879,"3875 WALDO AVENUE
Bronx, NY
(40.8886346893857, -73.90314679771674)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,105,1931,150000,1687500,11.25,4370000,29.1,2-05789-0024,"3240 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,108,1938,163197,2119976,12.99,6600000,40.4,0.55,2-05754-0090,"225 232 STREET
Bronx, NY
(40.88038240122977, -73.90433315088163)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,96,1929,87510,926140,10.58,1960000,22.4,0.55
2-05779-0815,"3810 GREYSTONE AVENUE
Bronx, NY
(40.88827806749091, -73.90494041483724)",RIVERDALE,D4-ELEVATOR,44,1939,41068,447641,10.9,1160000,28.2,2-05700-0087,"226 KIMBERLY PLACE
Bronx, NY
(40.877731372449574, -73.90576548722044)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,41,1927,46053,457149,9.93,1090000,23.67,0.7,2-05781-1100,"3900 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,37,1928,37962,413477,10.89,1070000,28.2,0.15
2-05779-0820,"3840 GREYSTONE AVENUE
Bronx, NY
(40.88852064983552, -73.90484668984045)",RIVERDALE,D4-ELEVATOR,127,1951,186480,2424240,13,7550000,40.5,2-05909-0163,"3950 BLACKSTONE AVENUE
Bronx, NY
(40.89026164254843, -73.9113627190534)",RIVERDALE,D1-ELEVATOR,176,1959,237000,3082644,13.01,9600000,40.5,0.4,2-05920-0670,"3801 HUDSON MANOR TERRACE
Bronx, NY
(40.888545076653735, -73.91567337807614)",RIVERDALE,D1-ELEVATOR,135,1960,152400,2071191,13.59,6450000,42.3,0.55
2-05783-0300,"511 232 STREET
Bronx, NY
(40.88327437274115, -73.90929755115144)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,66,1937,69441,798571,11.5,2240000,32.3,2-05754-0072,"222 233 STREET
Bronx, NY
(40.881010920801245, -73.90383558339528)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,72,1928,66270,761476,11.49,2140000,32.3,0.25,2-05773-0290,"275 238 STREET
Bronx, NY
(40.88556828581021, -73.90169458643383)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,72,1937,71091,997401,14.03,3110000,43.7,0.45
2-05785-0268,"3299 CAMBRIDGE AVENUE
Bronx, NY
(40.88383170983165, -73.90868506272068)",RIVERDALE,D4-ELEVATOR,84,1954,111675,1340100,12,3770000,33.8,2-05746-0567,"2675 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1951,92782,1170220,12.61,3290000,35.5,0.55,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1228776,12.23,3450000,34.3,0.1
2-05785-0284,"5620 SYLVAN AVENUE
Bronx, NY
(40.903854199732386, -73.89830886243739)",RIVERDALE,D4-ELEVATOR,77,1960,80120,961440,12,2700000,33.7,2-05746-0567,"2675 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1951,92782,1170220,12.61,3290000,35.5,0.55,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1228776,12.23,3450000,34.3,0.1
2-05787-0130,"3200 NETHERLAND AVENUE
Bronx, NY
(40.883820162050846, -73.91156192702633)",RIVERDALE,D4-ELEVATOR,80,1957,88470,1061640,12,2980000,33.7,2-05746-0567,"2675 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1951,92782,1170220,12.61,3290000,35.5,0.45,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1228776,12.23,3450000,34.3,0
2-05787-0148,"3260 NETHERLAND AVENUE
Bronx, NY
(40.88424438043854, -73.91140976173509)",RIVERDALE,D4-ELEVATOR,54,1950,51000,612000,12,1720000,33.7,2-05793-0467,"3555 OXFORD AVENUE
Bronx, NY
(40.88632086694023, -73.90879379766534)",RIVERDALE,D1-ELEVATOR,57,1960,72553,895116,12.34,2520000,34.7,0.1,2-05864-0516,"6555 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,73,1961,62570,840222,13.43,2620000,41.9,1.7
2-05787-0177,"3225 JOHNSON AVENUE
Bronx, NY
(40.88372465514634, -73.91041974590637)",RIVERDALE,D4-ELEVATOR,60,1970,60928,721996,11.85,2030000,33.3,2-05793-0467,"3555 OXFORD AVENUE
Bronx, NY
(40.88632086694023, -73.90879379766534)",RIVERDALE,D1-ELEVATOR,57,1960,72553,895116,12.34,2520000,34.7,0.1,2-05864-0516,"6555 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,73,1961,62570,840222,13.43,2620000,41.9,1.7
2-05788-0074,"3210 ARLINGTON AVENUE
Bronx, NY
(40.88426062407272, -73.9123825082219)",RIVERDALE,D4-ELEVATOR,67,1955,80735,956709,11.85,2690000,33.3,2-05793-0467,"3555 OXFORD AVENUE
Bronx, NY
(40.88632086694023, -73.90879379766534)",RIVERDALE,D1-ELEVATOR,57,1960,72553,895116,12.34,2520000,34.7,0.15,2-05864-0516,"6555 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,73,1961,62570,840222,13.43,2620000,41.9,1.7
