TITLE,DESCR,SFX,SFFX DESCR,STD HRS,ASG LVL,JOBCD,UNION CD,UNION DESCR,BARG UNIT,BARG UNIT DESCR,APRL BANK,APRL LVL,MIN RATE,MAX RATE
21205,ARCH INTERN,0,ARCH INTERN,35,0,11522,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,00,$25.23,$26.57
21210,ASST ARCHITECT,0,ASST ARCHITECT,35,0,10184,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,00,$55345.00,$72212.00
21210,ASST ARCHITECT,0,ASST ARCHITECT,35,0,10185,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,00,$30.30,$39.52
21215,ARCHITECT,0,ARCHITECT,35,1,10187,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,L1,$65698.00,$82737.00
21215,ARCHITECT,0,ARCHITECT,35,0,10186,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,00,$58405.00,$73553.00
21215,ARCHITECT,0,ARCHITECT,35,1,11523,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,L1,$33.25,$41.87
21215,ARCHITECT,0,ARCHITECT,35,2,10188,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,L2,$78109.00,$94363.00
21215,ARCHITECT,0,ARCHITECT,35,2,11524,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,L2,$39.53,$47.75
21215,ARCHITECT,0,ARCHITECT,35,3,10189,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,L3,$87377.00,$103007.00
21215,ARCHITECT,0,ARCHITECT,35,3,11525,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,L3,$44.22,$52.13
21225,SR ARCHITECT,0,SR ARCHITECT,35,0,10190,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,00,$72381.00,$92248.00
21225,SR ARCHITECT,0,SR ARCHITECT,35,0,11526,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,00,$36.63,$46.68
21310,ASST LANDSCAPE ARCHITECT,0,ASST LANDSCAPE ARCHITECT,35,0,10191,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,00,$55345.00,$72212.00
21310,ASST LANDSCAPE ARCHITECT,0,ASST LANDSCAPE ARCHITECT,35,0,11527,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,00,$28.01,$36.54
21315,LANDSCAPE ARCHITECT,0,LANDSCAPE ARCHITECT,35,1,10192,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,L1,$65698.00,$82737.00
21315,LANDSCAPE ARCHITECT,0,LANDSCAPE ARCHITECT,35,1,11528,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,L1,$33.25,$41.87
21315,LANDSCAPE ARCHITECT,0,LANDSCAPE ARCHITECT,35,2,10193,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,L2,$78109.00,$94363.00
21315,LANDSCAPE ARCHITECT,0,LANDSCAPE ARCHITECT,35,2,11529,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,L2,$39.53,$47.75
21315,LANDSCAPE ARCHITECT,0,LANDSCAPE ARCHITECT,35,3,10194,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,L3,$87377.00,$103007.00
21315,LANDSCAPE ARCHITECT,0,LANDSCAPE ARCHITECT,35,3,11530,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,L3,$44.22,$52.13
21744,CITY RESEARCH SCIENTIST,0,CITY RESEARCH SCIENTIST,35,1,10195,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,L1,$59488.00,$64896.00
21744,CITY RESEARCH SCIENTIST,0,CITY RESEARCH SCIENTIST,35,1,11531,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,L1,$37.05,$40.43
21744,CITY RESEARCH SCIENTIST,0,CITY RESEARCH SCIENTIST,35,2,10196,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,L2,$73212.00,$79899.00
21744,CITY RESEARCH SCIENTIST,0,CITY RESEARCH SCIENTIST,35,2,11532,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,L2,$41.45,$47.36
21744,CITY RESEARCH SCIENTIST,0,CITY RESEARCH SCIENTIST,35,3,10197,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,L3,$81903.00,$93593.00
21744,CITY RESEARCH SCIENTIST,0,CITY RESEARCH SCIENTIST,35,3,11533,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,L3,$46.26,$52.18
21744,CITY RESEARCH SCIENTIST,0,CITY RESEARCH SCIENTIST,35,,12973,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,L4A,$91420.00,$103109.00
21755,RESEARCH SCIENTIST,0,RESEARCH SCIENTIST,35,1,10198,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,L1,$73212.00,$79899.00
21755,RESEARCH SCIENTIST,0,RESEARCH SCIENTIST,35,1,11534,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,L1,$37.05,$40.43
21755,RESEARCH SCIENTIST,0,RESEARCH SCIENTIST,35,2,10199,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,L2,$81903.00,$93592.00
21755,RESEARCH SCIENTIST,0,RESEARCH SCIENTIST,35,2,11535,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,L2,$41.45,$47.36
21755,RESEARCH SCIENTIST,0,RESEARCH SCIENTIST,35,3,10200,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,L3,$91420.00,$103109.00
21755,RESEARCH SCIENTIST,0,RESEARCH SCIENTIST,35,3,11536,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,L3,$46.26,$52.18
21805,JR CHEMIST,0,JR CHEMIST,35,0,10201,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,00,$43820.00,$52140.00
21805,JR CHEMIST,0,JR CHEMIST,35,0,11537,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,00,$22.18,$26.39
21810,ASST CHEMIST,0,ASST CHEMIST,35,0,10202,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,00,$50334.00,$64364.00
21810,ASST CHEMIST,0,ASST CHEMIST,35,0,11538,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,00,$25.47,$32.57
21815,CHEMIST,0,CHEMIST,35,0,10203,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,00,$56508.00,$73376.00
21815,CHEMIST,0,CHEMIST,35,0,11539,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,00,$28.60,$37.13
21822,ASSOCIATE CHEMIST,0,ASSOCIATE CHEMIST,35,1,10204,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,L1,$58216.00,$75083.00
21822,ASSOCIATE CHEMIST,0,ASSOCIATE CHEMIST,35,1,11540,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,L1,$29.46,$38.00
21822,ASSOCIATE CHEMIST,0,ASSOCIATE CHEMIST,35,2,10205,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,L2,$69060.00,$84922.00
21822,ASSOCIATE CHEMIST,0,ASSOCIATE CHEMIST,35,2,11541,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,L2,$34.95,$42.97
22107,PLANNER TRAINEE,0,PLANNER TRAINEE,35,0,10206,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,00,$47831.00,$47831.00
22107,PLANNER TRAINEE,0,PLANNER TRAINEE,35,0,11542,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,00,$24.20,$24.20
22110,ASST PLANNER,0,ASST PLANNER,35,0,10207,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,00,$53532.00,$67227.00
22110,ASST PLANNER,0,ASST PLANNER,35,0,11543,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,00,$27.09,$34.02
22121,CITY PLANNER TECHNICIAN,0,CITY PLANNER TECHNICIAN,35,0,10209,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,00,$36728.00,$49333.00
22121,CITY PLANNER TECHNICIAN,0,CITY PLANNER TECHNICIAN,35,0,11544,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,00,$18.59,$24.97
22122,CITY PLANNER,0,CITY PLANNER,35,1,10211,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,L1,$53532.00,$67227.00
22122,CITY PLANNER,0,CITY PLANNER,35,0,10210,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,00,$46528.00,$58705.00
22122,CITY PLANNER,0,CITY PLANNER,35,1,11545,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,L1,$27.09,$34.02
22122,CITY PLANNER,0,CITY PLANNER,35,2,10212,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,L2,$63228.00,$80937.00
22122,CITY PLANNER,0,CITY PLANNER,35,2,11546,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,L2,$32.00,$40.96
22122,CITY PLANNER,0,CITY PLANNER,35,4,11893,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,L4,$38.33,$50.63
22122,CITY PLANNER,0,CITY PLANNER,35,3,11890,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,L3,$65707.00,$83467.00
22122,CITY PLANNER,0,CITY PLANNER,35,3,11892,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,L3,$35.96,$45.69
22122,CITY PLANNER,0,CITY PLANNER,35,4,11891,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,L4,$70038.00,$92499.00
22125,SR PLANNER,0,SR PLANNER,35,0,10216,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,00,$69874.00,$89081.00
22125,SR PLANNER,0,SR PLANNER,35,0,11550,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,00,$35.36,$45.08
22420,ASST PROJECT COORD,0,ASST PROJECT COORD,35,0,10218,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,00,$55345.00,$72212.00
22420,ASST PROJECT COORD,0,ASST PROJECT COORD,35,0,10219,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,00,$30.30,$39.52
22421,PROJECT COORD SCH BLD,0,PROJECT COORD SCH BLD,35,0,10220,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,00,$65698.00,$82737.00
22421,PROJECT COORD SCH BLD,0,PROJECT COORD SCH BLD,35,0,11551,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,00,$33.25,$41.87
22422,SR PROJECT COORD,0,SR PROJECT COORD,35,0,10221,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,00,$72381.00,$92248.00
22422,SR PROJECT COORD,0,SR PROJECT COORD,35,0,11552,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,00,$36.63,$46.68
22425,PROJECT MANAGER INTERN,0,PROJECT MANAGER INTERN,35,0,10222,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,00,$52496.00,$52496.00
22425,PROJECT MANAGER INTERN,0,PROJECT MANAGER INTERN,35,0,11553,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,00,$26.57,$26.57
22426,PROJECT MANAGER,0,PROJECT MANAGER,35,0,10223,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,00,$55345.00,$72212.00
22426,PROJECT MANAGER,0,PROJECT MANAGER,35,0,11554,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,00,$28.01,$36.54
22427,ASSOC PROJECT MANAGER,0,ASSOC PROJECT MANAGER,35,1,10224,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,L1,$65698.00,$82737.00
22427,ASSOC PROJECT MANAGER,0,ASSOC PROJECT MANAGER,35,1,11555,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,L1,$33.25,$41.87
22427,ASSOC PROJECT MANAGER,0,ASSOC PROJECT MANAGER,35,2,10225,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,L2,$72381.00,$92248.00
22427,ASSOC PROJECT MANAGER,0,ASSOC PROJECT MANAGER,35,2,11556,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,L2,$36.63,$46.68
22427,ASSOC PROJECT MANAGER,0,ASSOC PROJECT MANAGER,35,3,10226,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,H,L3,$87377.00,$103007.00
22427,ASSOC PROJECT MANAGER,0,ASSOC PROJECT MANAGER,35,3,11557,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,Z,L3,$44.22,$52.13
30080,PARA LEGAL AIDE,0,PARA LEGAL AIDE,35,1,10227,128,CLERICAL TITLES DC37,DC37,District Council 37,H,L1,$36469.00,$43092.00
30080,PARA LEGAL AIDE,0,PARA LEGAL AIDE,35,1,11558,128,CLERICAL TITLES DC37,DC37,District Council 37,Z,L1,$18.45,$21.81
30080,PARA LEGAL AIDE,0,PARA LEGAL AIDE,35,2,10228,128,CLERICAL TITLES DC37,DC37,District Council 37,H,L2,$41886.00,$50967.00
30080,PARA LEGAL AIDE,0,PARA LEGAL AIDE,35,2,11559,128,CLERICAL TITLES DC37,DC37,District Council 37,Z,L2,$21.20,$25.79
30087,AGENCY ATTORNEY,0,AGENCY ATTORNEY,35,2,10239,19,ATTORNEYSCSBA 237 IBT,IBT,Intl Brotherhood of Teamsters,Z,L2,$33.41,$43.95
30087,AGENCY ATTORNEY,0,AGENCY ATTORNEY,35,1,10237,19,ATTORNEYSCSBA 237 IBT,IBT,Intl Brotherhood of Teamsters,H,L1,$47401.00,$63660.00
30087,AGENCY ATTORNEY,0,AGENCY ATTORNEY,35,2,10238,19,ATTORNEYSCSBA 237 IBT,IBT,Intl Brotherhood of Teamsters,H,L2,$46583.00,$61291.00
30087,AGENCY ATTORNEY,0,AGENCY ATTORNEY,35,3,10240,19,ATTORNEYSCSBA 237 IBT,IBT,Intl Brotherhood of Teamsters,H,L3,$60272.00,$78007.00
30087,AGENCY ATTORNEY,0,AGENCY ATTORNEY,35,4,10241,19,ATTORNEYSCSBA 237 IBT,IBT,Intl Brotherhood of Teamsters,H,L4,$63050.00,$83564.00
30115,ATTORNEY,0,ATTORNEY,35,0,10246,19,ATTORNEYSCSBA 237 IBT,IBT,Intl Brotherhood of Teamsters,H,00,$53731.00,$72161.00
30115,ATTORNEY,0,ATTORNEY,35,0,10247,19,ATTORNEYSCSBA 237 IBT,IBT,Intl Brotherhood of Teamsters,Z,00,$29.42,$39.49
30126,ASSOC ATTORNEY,0,ASSOC ATTORNEY,35,0,10248,19,ATTORNEYSCSBA 237 IBT,IBT,Intl Brotherhood of Teamsters,H,00,$68321.00,$88424.00
30126,ASSOC ATTORNEY,0,ASSOC ATTORNEY,35,0,10249,19,ATTORNEYSCSBA 237 IBT,IBT,Intl Brotherhood of Teamsters,Z,00,$37.39,$48.41
30127,COUNSEL TO BD OF ED,0,COUNSEL TO BD OF ED,35,0,12531,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G1,$51000.00,$77000.00
30127,COUNSEL TO BD OF ED,0,COUNSEL TO BD OF ED,35,0,12532,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G2,$59000.00,$91000.00
30127,COUNSEL TO BD OF ED,0,COUNSEL TO BD OF ED,35,0,12533,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G3,$70000.00,$105000.00
30127,COUNSEL TO BD OF ED,0,COUNSEL TO BD OF ED,35,0,12534,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G4,$81000.00,$124000.00
30127,COUNSEL TO BD OF ED,0,COUNSEL TO BD OF ED,35,0,12535,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G5,$95000.00,$145000.00
30127,COUNSEL TO BD OF ED,0,COUNSEL TO BD OF ED,35,0,12536,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G6,$111000.00,$170000.00
30127,COUNSEL TO BD OF ED,0,COUNSEL TO BD OF ED,35,0,12537,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G7,$138000.00,$188000.00
30127,COUNSEL TO BD OF ED,0,COUNSEL TO BD OF ED,35,0,12538,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G8,$162000.00,$196575.00
30138,COUNSEL TO THE CHANCELLOR,0,COUNSEL TO THE CHANCELLOR,35,0,12541,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G3,$70000.00,$105000.00
30138,COUNSEL TO THE CHANCELLOR,0,COUNSEL TO THE CHANCELLOR,35,0,12539,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G1,$51000.00,$77000.00
30138,COUNSEL TO THE CHANCELLOR,0,COUNSEL TO THE CHANCELLOR,35,0,12540,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G2,$59000.00,$91000.00
30138,COUNSEL TO THE CHANCELLOR,0,COUNSEL TO THE CHANCELLOR,35,0,12542,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G4,$81000.00,$124000.00
30138,COUNSEL TO THE CHANCELLOR,0,COUNSEL TO THE CHANCELLOR,35,0,12543,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G5,$95000.00,$145000.00
30138,COUNSEL TO THE CHANCELLOR,0,COUNSEL TO THE CHANCELLOR,35,0,12544,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G6,$111000.00,$170000.00
30138,COUNSEL TO THE CHANCELLOR,0,COUNSEL TO THE CHANCELLOR,35,0,12545,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G7,$138000.00,$188000.00
30138,COUNSEL TO THE CHANCELLOR,0,COUNSEL TO THE CHANCELLOR,35,0,12546,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G8,$162000.00,$196575.00
30174,LEGISLATIVE REPRESENTATIV,0,LEGISLATIVE REPRESENTATIV,35,0,12547,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G1,$51000.00,$77000.00
30174,LEGISLATIVE REPRESENTATIV,0,LEGISLATIVE REPRESENTATIV,35,0,12548,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G2,$59000.00,$91000.00
30174,LEGISLATIVE REPRESENTATIV,0,LEGISLATIVE REPRESENTATIV,35,0,12549,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G3,$70000.00,$105000.00
30174,LEGISLATIVE REPRESENTATIV,0,LEGISLATIVE REPRESENTATIV,35,0,12550,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G4,$81000.00,$124000.00
30174,LEGISLATIVE REPRESENTATIV,0,LEGISLATIVE REPRESENTATIV,35,0,12551,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G5,$95000.00,$145000.00
30174,LEGISLATIVE REPRESENTATIV,0,LEGISLATIVE REPRESENTATIV,35,0,12552,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G6,$111000.00,$170000.00
30174,LEGISLATIVE REPRESENTATIV,0,LEGISLATIVE REPRESENTATIV,35,0,12553,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G7,$138000.00,$188000.00
30174,LEGISLATIVE REPRESENTATIV,0,LEGISLATIVE REPRESENTATIV,35,0,12554,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G8,$162000.00,$196575.00
30715,SUPERVISING CLAIM EXAMINE,0,SUPERVISING CLAIM EXAMINE,35,0,10297,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,H,00,$57520.00,$71388.00
30715,SUPERVISING CLAIM EXAMINE,0,SUPERVISING CLAIM EXAMINE,35,0,11560,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,Z,00,$29.11,$36.13
30726,CLAIM SPECIALIST,0,CLAIM SPECIALIST,35,1,10300,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,H,L1,$39682.00,$55093.00
30726,CLAIM SPECIALIST,0,CLAIM SPECIALIST,35,1,11561,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,Z,L1,$20.08,$27.88
30726,CLAIM SPECIALIST,0,CLAIM SPECIALIST,35,2,10301,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,H,L2,$48858.00,$64105.00
30726,CLAIM SPECIALIST,0,CLAIM SPECIALIST,35,2,11562,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,Z,L2,$24.72,$32.44
30726,CLAIM SPECIALIST,0,CLAIM SPECIALIST,35,3,10302,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,H,L3,$57520.00,$71388.00
30726,CLAIM SPECIALIST,0,CLAIM SPECIALIST,35,3,11563,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,Z,L3,$29.11,$36.13
31105,INVESTIGATOR,0,INVESTIGATOR,35,0,10303,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,H,00,$40224.00,$55848.00
31105,INVESTIGATOR,0,INVESTIGATOR,35,0,11564,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,Z,00,$20.36,$28.26
31110,SR INVESTIGATOR,0,SR INVESTIGATOR,35,0,10304,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,H,00,$48858.00,$63489.00
31110,SR INVESTIGATOR,0,SR INVESTIGATOR,35,0,11565,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,Z,00,$24.72,$32.13
31115,SUPV INVESTIGATOR,0,SUPV INVESTIGATOR,35,0,10305,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,H,00,$57520.00,$70378.00
31115,SUPV INVESTIGATOR,0,SUPV INVESTIGATOR,35,0,11566,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,Z,00,$29.11,$35.61
31118,ASSOC FRAUD INVESTIGATOR,0,ASSOC FRAUD INVESTIGATOR,35,1,10308,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,H,L1,$40435.00,$53344.00
31118,ASSOC FRAUD INVESTIGATOR,0,ASSOC FRAUD INVESTIGATOR,35,2,10309,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,H,L2,$40068.00,$55888.00
31118,ASSOC FRAUD INVESTIGATOR,2,ASSOC FRAUD INVESTIGATOR,35,1,10306,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,H,L1,$58307.00,$76924.00
31118,ASSOC FRAUD INVESTIGATOR,2,ASSOC FRAUD INVESTIGATOR,35,1,11567,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,Z,L1,$29.11,$38.40
31118,ASSOC FRAUD INVESTIGATOR,2,ASSOC FRAUD INVESTIGATOR,35,2,10307,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,H,L2,$64424.00,$80594.00
31118,ASSOC FRAUD INVESTIGATOR,2,ASSOC FRAUD INVESTIGATOR,35,2,11568,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,Z,L2,$28.84,$40.23
31121,ASSOCIATE INVESTIGATOR,0,ASSOCIATE INVESTIGATOR,35,1,10311,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,H,L1,$48858.00,$64105.00
31121,ASSOCIATE INVESTIGATOR,0,ASSOCIATE INVESTIGATOR,35,1,11569,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,Z,L1,$24.72,$32.44
31121,ASSOCIATE INVESTIGATOR,0,ASSOCIATE INVESTIGATOR,35,2,10312,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,H,L2,$57520.00,$71388.00
31121,ASSOCIATE INVESTIGATOR,0,ASSOCIATE INVESTIGATOR,35,2,11570,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,Z,L2,$29.11,$36.13
31143,CONF INVESTIGATOR (OJ),0,CONF INVESTIGATOR (OJ),35,2,11571,661,COMPETITIVE OJ,N/U,Non-Union,Z,L2,$24.95,$30.89
31143,CONF INVESTIGATOR (OJ),0,CONF INVESTIGATOR (OJ),35,3,11572,661,COMPETITIVE OJ,N/U,Non-Union,Z,L3,$29.70,$38.53
31143,CONF INVESTIGATOR (OJ),0,CONF INVESTIGATOR (OJ),35,3,10316,661,COMPETITIVE OJ,N/U,Non-Union,H,L3,$54267.00,$70395.00
31143,CONF INVESTIGATOR (OJ),0,CONF INVESTIGATOR (OJ),35,1,10314,661,COMPETITIVE OJ,N/U,Non-Union,Z,L1,$21.07,$27.60
31143,CONF INVESTIGATOR (OJ),0,CONF INVESTIGATOR (OJ),35,2,10315,661,COMPETITIVE OJ,N/U,Non-Union,H,L2,$45588.00,$56441.00
31143,CONF INVESTIGATOR (OJ),0,CONF INVESTIGATOR (OJ),35,1,10313,661,COMPETITIVE OJ,N/U,Non-Union,H,L1,$38118.00,$49927.00
31144,DEPUTY INSPECTOR GENERAL,0,DEPUTY INSPECTOR GENERAL,35,0,12555,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G1,$51000.00,$77000.00
31144,DEPUTY INSPECTOR GENERAL,0,DEPUTY INSPECTOR GENERAL,35,0,12556,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G2,$59000.00,$91000.00
31144,DEPUTY INSPECTOR GENERAL,0,DEPUTY INSPECTOR GENERAL,35,0,12557,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G3,$70000.00,$105000.00
31144,DEPUTY INSPECTOR GENERAL,0,DEPUTY INSPECTOR GENERAL,35,0,12558,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G4,$81000.00,$124000.00
31144,DEPUTY INSPECTOR GENERAL,0,DEPUTY INSPECTOR GENERAL,35,0,12559,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G5,$95000.00,$145000.00
31144,DEPUTY INSPECTOR GENERAL,0,DEPUTY INSPECTOR GENERAL,35,0,12560,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G6,$111000.00,$170000.00
31144,DEPUTY INSPECTOR GENERAL,0,DEPUTY INSPECTOR GENERAL,35,0,12561,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G7,$138000.00,$188000.00
31144,DEPUTY INSPECTOR GENERAL,0,DEPUTY INSPECTOR GENERAL,35,0,12562,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G8,$162000.00,$196575.00
31145,INSPECTOR GENERAL,0,INSPECTOR GENERAL,35,0,12563,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G1,$51000.00,$77000.00
31145,INSPECTOR GENERAL,0,INSPECTOR GENERAL,35,0,12564,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G2,$59000.00,$91000.00
31145,INSPECTOR GENERAL,0,INSPECTOR GENERAL,35,0,12565,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G3,$70000.00,$105000.00
31145,INSPECTOR GENERAL,0,INSPECTOR GENERAL,35,0,12566,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G4,$81000.00,$124000.00
31145,INSPECTOR GENERAL,0,INSPECTOR GENERAL,35,0,12567,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G5,$95000.00,$145000.00
31145,INSPECTOR GENERAL,0,INSPECTOR GENERAL,35,0,12568,772,NON COMPETITIVE MANAGER,N/U,Non-Union,H,G6,$111000.00,$170000.00
