VENDOR_NAME,ZIP CODE,PHONE,FAX,CONTACT PERSON,MBE,WBE,LBE,> 1M,PREQUALIFIED DATE,TRADE CODE (MASTER FORMAT),TRADE DESCRIPTION,Location 1
"HERBERT KUNSTADT ASSOCIATES, P.C.",383 Fifth Avenue,New York,NY,212-221-6803,212-221-6918,HERBERT KUNSTADT,N,N,N,Y,7/17/2012,"32025
(30.144822635456308, -82.51089275010031)"
"Heritage Architecture, LLC",352 Evelyn Street,Paramus,NJ,201-262-3800,201-262-3802,Summer Alhamash,N,Y,N,Y,9/9/2013,"31000
"
"HHA Architect, P.C.",408  Jay Street,Brooklyn,NY,718-237-5887,718-237-6892,Laura Harris,N,N,N,Y,5/28/2012,"31015
(31.943178611803546, -83.77858975071638)"
"HHA Architect, P.C.",408  Jay Street,Brooklyn,NY,718-237-5887,718-237-6892,Laura Harris,N,N,N,Y,5/28/2012,"31000
"
HHJR CONSTRUCTION LTD.,280 NORTH MAIN STREET,FREEPORT,NY,516-623-9555,516-623-9596,HENRY HINTON JR.,Y,N,N,N,8/24/2013,
HHJR CONSTRUCTION LTD.,280 NORTH MAIN STREET,FREEPORT,NY,516-623-9555,516-623-9596,HENRY HINTON JR.,Y,N,N,N,8/24/2013,
HHJR CONSTRUCTION LTD.,280 NORTH MAIN STREET,FREEPORT,NY,516-623-9555,516-623-9596,HENRY HINTON JR.,Y,N,N,N,8/24/2013,
HHJR CONSTRUCTION LTD.,280 NORTH MAIN STREET,FREEPORT,NY,516-623-9555,516-623-9596,HENRY HINTON JR.,Y,N,N,N,8/24/2013,
HHJR CONSTRUCTION LTD.,280 NORTH MAIN STREET,FREEPORT,NY,516-623-9555,516-623-9596,HENRY HINTON JR.,Y,N,N,N,8/24/2013,
HHJR CONSTRUCTION LTD.,280 NORTH MAIN STREET,FREEPORT,NY,516-623-9555,516-623-9596,HENRY HINTON JR.,Y,N,N,N,8/24/2013,
"HI-TECH RESTORATION, INC.",1371 Coney Island Ave,BROOKLYN,NY,718-677-3141,718-677-3142,MOHAMMAD HUSSAIN,N,N,N,N,1/25/2014,
"HI-TECH RESTORATION, INC.",1371 Coney Island Ave,BROOKLYN,NY,718-677-3141,718-677-3142,MOHAMMAD HUSSAIN,N,N,N,N,1/25/2014,
"HI-TECH RESTORATION, INC.",1371 Coney Island Ave,BROOKLYN,NY,718-677-3141,718-677-3142,MOHAMMAD HUSSAIN,N,N,N,N,1/25/2014,
"HI-TECH RESTORATION, INC.",1371 Coney Island Ave,BROOKLYN,NY,718-677-3141,718-677-3142,MOHAMMAD HUSSAIN,N,N,N,N,1/25/2014,
"HI-TECH RESTORATION, INC.",1371 Coney Island Ave,BROOKLYN,NY,718-677-3141,718-677-3142,MOHAMMAD HUSSAIN,N,N,N,N,1/25/2014,
"HI-TECH RESTORATION, INC.",1371 Coney Island Ave,BROOKLYN,NY,718-677-3141,718-677-3142,MOHAMMAD HUSSAIN,N,N,N,N,1/25/2014,
"HI-TECH RESTORATION, INC.",1371 Coney Island Ave,BROOKLYN,NY,718-677-3141,718-677-3142,MOHAMMAD HUSSAIN,N,N,N,N,1/25/2014,
"HIGH PERFORMANCE FLOORS, INC.",40 Park Place,Lodi,NJ,973-772-5001,973-772-1710,Guy Balzano,N,N,N,N,8/23/2013,
HIGH RISE FIRE PROTECTION CORP,144 21 Street,BROOKLYN,NY,718-369-3434,718-369-0375,MICHAEL VITARELLI,N,N,N,N,4/14/2012,"80000
"
HIGH RISE FIRE PROTECTION CORP,144 21 Street,BROOKLYN,NY,718-369-3434,718-369-0375,MICHAEL VITARELLI,N,N,N,N,4/14/2012,"13700
"
high volts corp,24-44 82 street,jackson heights,NY,347-242-0345,718-806-7999,Romulo Astudillo,Y,N,N,N,5/21/2013,"16700
"
"HIGH-TECH MASONS OF LONG ISLAND, INC.",46  LAMAR STREET,WEST BABYLON,NY,631-813-5340,631-920-5473,John Arnone,N,N,Y,N,5/24/2014,
HILDRETH'S GLASS  INC.,34 Jamaica Avenue,Port Jefferson Sta,NY,631-928-1245,631-928-0896,Peter Hildreth,N,N,N,N,4/22/2012,
"HILL INTERNATIONAL, INC.",303 Lippincott Centre,Marlton,NJ,856-810-6290,856-810-0404,Stuart S. Richter,N,N,N,Y,9/21/2013,"37023
(36.59404294092906, -87.72424601014524)"
"HILL INTERNATIONAL, INC.",303 Lippincott Centre,Marlton,NJ,856-810-6290,856-810-0404,Stuart S. Richter,N,N,N,Y,9/21/2013,"80040
(39.74110999992661, -104.87581100037733)"
"HILL INTERNATIONAL, INC.",303 Lippincott Centre,Marlton,NJ,856-810-6290,856-810-0404,Stuart S. Richter,N,N,N,Y,9/21/2013,"35000
"
"HILL INTERNATIONAL, INC.",303 Lippincott Centre,Marlton,NJ,856-810-6290,856-810-0404,Stuart S. Richter,N,N,N,Y,9/21/2013,"37112
"
"HILLMANN ENVIRONMENTAL GROUP, LLC",1600 ROUTE 22 EAST,UNION,NJ,908-688-7800,908-686-2636,Michele Spinowitz,N,N,N,Y,1/7/2014,"86031
(35.40791000004651, -110.08488400009651)"
"HILLMANN ENVIRONMENTAL GROUP, LLC",1600 ROUTE 22 EAST,UNION,NJ,908-688-7800,908-686-2636,Michele Spinowitz,N,N,N,Y,1/7/2014,"86030
(36.24375867762092, -110.58843608195957)"
"HILLMANN ENVIRONMENTAL GROUP, LLC",1600 ROUTE 22 EAST,UNION,NJ,908-688-7800,908-686-2636,Michele Spinowitz,N,N,N,Y,1/7/2014,"86034
(35.79571216158706, -110.20258943505434)"
"HILT CONSTRUCTION, INC.",120  Old Camplain Road,Hillsborough,NJ,908-255-4215,908-255-4213,M. ILYAS CHAUDRY,N,N,N,Y,5/30/2012,"99945
"
"HILT CONSTRUCTION, INC.",120  Old Camplain Road,Hillsborough,NJ,908-255-4215,908-255-4213,M. ILYAS CHAUDRY,N,N,N,Y,5/30/2012,"99960
"
HOFFMAN FLOOR COVERING CORP.,2 COMMERCE DRIVE,FARMINGDALE,NY,631-454-8011,631-454-8013,Andrew Hoffman,N,N,N,N,1/26/2013,
HOFFMANN ARCHITECTS INC.,1040  Avenue of the Americas,NEW YORK,NY,212-789-9915,212-789-9916,John J. Hoffmann,N,N,N,Y,3/22/2013,"31015
(31.943178611803546, -83.77858975071638)"
"Holbrook Plastic Pipe Supply, Inc.",790 Grundy Avenue,Holbrook,NY,631-588-6880,631-588-6968,KERI CRIANZA,N,Y,N,Y,5/31/2014,"80255
"
HOLDEN FLYNN UNIVERSAL CONTRACTOR,451 Park Avenue South,New York,NY,917-256-0329,917-256-0331,Thomas J. Flynn,N,N,N,Y,7/28/2012,
HOLT CONSTRUCTION CORP.,50 E. Washington Avenue,Pearl River,NY,845-735-4054,845-735-4570,W. Smyth,N,N,N,Y,8/18/2014,"99999
"
HOLT CONSTRUCTION CORP.,50 E. Washington Avenue,Pearl River,NY,845-735-4054,845-735-4570,W. Smyth,N,N,N,Y,8/18/2014,"35000
"
"HOLZMACHER, McLENDON & MURRELL, P.C.",575 BROAD HOLLOW ROAD,MELVILLE,NY,631-756-8000,631-694-4122,Robert M. Schiener,N,N,N,Y,2/18/2014,"33000
"
"HOLZMACHER, McLENDON & MURRELL, P.C.",575 BROAD HOLLOW ROAD,MELVILLE,NY,631-756-8000,631-694-4122,Robert M. Schiener,N,N,N,Y,2/18/2014,"86030
(36.24375867762092, -110.58843608195957)"
"HOLZMACHER, McLENDON & MURRELL, P.C.",575 BROAD HOLLOW ROAD,MELVILLE,NY,631-756-8000,631-694-4122,Robert M. Schiener,N,N,N,Y,2/18/2014,"86034
(35.79571216158706, -110.20258943505434)"
Honest & Quality Corp.,70-60 Kisseana Blvd,Flushing,NY,917-273-7705,800-540-9927,Kinam Han,Y,N,N,N,8/5/2013,"99960
"
"Horizon Engineering Associates, LLP (HEA)",30  Broad Street,New York,NY,212-400-3700,212-400-3715,Lucy Weng,N,N,N,Y,1/7/2014,"32025
(30.144822635456308, -82.51089275010031)"
HORTON LEES BROGDEN LIGHTING DESIGN,200 Park Avenue South,New York,NY,212-674-5580,212-254-2712,Barbara Horton,N,N,N,Y,5/20/2012,"37061
(36.2780590102152, -87.65151089800952)"
HORTON LEES BROGDEN LIGHTING DESIGN,200 Park Avenue South,New York,NY,212-674-5580,212-254-2712,Barbara Horton,N,N,N,Y,5/20/2012,"37062
(35.98550781563324, -87.13578702734941)"
"Howard Judd Fiedler Architect, P.C.",142 Joralemon Street,Brooklyn,NY,718-797-2003,718-797-2002,Howard Judd Fiedle,N,N,N,Y,8/13/2013,"31000
"
"Howell Belanger Castelli Architects, P.C.",122 West 27th Street,New York,NY,212-647-0011,212-647-0022,"Raffaele Castelli,",N,N,N,Y,10/7/2013,"31000
"
"HRP Associates, Inc.",One  Fairchild Square,Clifton Park,NY,518-877-7101,518-877-8561,Thomas,N,N,N,Y,12/22/2012,"37005
"
"HRP Associates, Inc.",One  Fairchild Square,Clifton Park,NY,518-877-7101,518-877-8561,Thomas,N,N,N,Y,12/22/2012,"86031
(35.40791000004651, -110.08488400009651)"
"HRP Associates, Inc.",One  Fairchild Square,Clifton Park,NY,518-877-7101,518-877-8561,Thomas,N,N,N,Y,12/22/2012,"37006
"
"HRP Associates, Inc.",One  Fairchild Square,Clifton Park,NY,518-877-7101,518-877-8561,Thomas,N,N,N,Y,12/22/2012,"86030
(36.24375867762092, -110.58843608195957)"
HUDSON MERIDIAN CONSTRUCTION GROUP  LLC,40 Rector Street,New York,NY,212-608-6600,212-608-7611,Heather Moreau,N,N,N,Y,4/25/2014,"99999
"
HUDSON MERIDIAN CONSTRUCTION GROUP  LLC,40 Rector Street,New York,NY,212-608-6600,212-608-7611,Heather Moreau,N,N,N,Y,4/25/2014,"35000
"
"Hudson Valley Environmental, Inc.",396 Whitehead Ave,South River,NJ,732-967-0060,732-967-0062,Catherine Moynihan,N,N,N,Y,6/29/2014,
"Hudson Valley Roofing & Sheet Metal, Inc.",214 MacArthur Avenue,New Windsor,NY,845-565-6700,845-565-9146,James J. Dobush,N,N,N,Y,7/16/2012,
"Hudson Valley Roofing & Sheet Metal, Inc.",214 MacArthur Avenue,New Windsor,NY,845-565-6700,845-565-9146,James J. Dobush,N,N,N,Y,7/16/2012,
Hummel Construction Company,127 East Main Street,Ravenna,OH,330-296-7316,330-296-7780,Ronald Ayers,N,N,N,Y,1/26/2014,"99999
"
HUNTER ROBERTS CONSTRUCTION GROUP,2 World Financial Center,NEW YORK,NY,212-321-6800,212-321-6990,D. Andrew D'Amico,N,N,N,Y,4/20/2012,"99999
"
"I. WEISS & SONS, INC.",2-07 BORDEN AVENUE,LONG ISLAND CITY,NY,718-706-8139,718-482-9410,DAVID ROSENBERG,N,N,N,N,6/9/2012,"11060
"
"I.K. CONSTRUCTION, INC.",5 Cottage Street,SOUTH ORANGE,NJ,973-275-5105,973-275-5470,IAN KATWAROO,Y,N,N,N,9/9/2012,
"I.K. CONSTRUCTION, INC.",5 Cottage Street,SOUTH ORANGE,NJ,973-275-5105,973-275-5470,IAN KATWAROO,Y,N,N,N,9/9/2012,
"I.M. ROBBINS, P.C.",15 West 44th Street,NEW YORK,NY,212-944-5566,212-944-5597,IRVING M. ROBBINS,N,N,N,Y,8/26/2012,"32025
(30.144822635456308, -82.51089275010031)"
I.P.  PROFESSIONAL ENGINEERING P.C.,648 Broadway,New York,NY,212-982-3877,212-614-0752,Leslie Kahn,N,N,N,Y,4/22/2013,"32025
(30.144822635456308, -82.51089275010031)"
"I.S.M. ELECTRIC, INC.",512 73rd Street,Brooklyn,NY,718-833-2235,718-833-2239,Ralph Ismaeil,N,N,N,Y,4/26/2013,
"I.S.M. ELECTRIC, INC.",512 73rd Street,Brooklyn,NY,718-833-2235,718-833-2239,Ralph Ismaeil,N,N,N,Y,4/26/2013,
"I.S.M. ELECTRIC, INC.",512 73rd Street,Brooklyn,NY,718-833-2235,718-833-2239,Ralph Ismaeil,N,N,N,Y,4/26/2013,
"I.S.M. ELECTRIC, INC.",512 73rd Street,Brooklyn,NY,718-833-2235,718-833-2239,Ralph Ismaeil,N,N,N,Y,4/26/2013,
"I.S.M. ELECTRIC, INC.",512 73rd Street,Brooklyn,NY,718-833-2235,718-833-2239,Ralph Ismaeil,N,N,N,Y,4/26/2013,"13850
(42.05322342981748, -76.03346068865983)"
"I.S.M. ELECTRIC, INC.",512 73rd Street,Brooklyn,NY,718-833-2235,718-833-2239,Ralph Ismaeil,N,N,N,Y,4/26/2013,
"I.S.M. ELECTRIC, INC.",512 73rd Street,Brooklyn,NY,718-833-2235,718-833-2239,Ralph Ismaeil,N,N,N,Y,4/26/2013,
"I.S.M. ELECTRIC, INC.",512 73rd Street,Brooklyn,NY,718-833-2235,718-833-2239,Ralph Ismaeil,N,N,N,Y,4/26/2013,"16000
"
"I.S.M. ELECTRIC, INC.",512 73rd Street,Brooklyn,NY,718-833-2235,718-833-2239,Ralph Ismaeil,N,N,N,Y,4/26/2013,"16810
"
I.S.V. ELECTRICAL CORPORATION,51-20 59th Street,Woodside,NY,718-779-7655,718-779-8884,Verica Rancic,N,N,N,N,3/31/2012,"16500
"
I.S.V. ELECTRICAL CORPORATION,51-20 59th Street,Woodside,NY,718-779-7655,718-779-8884,Verica Rancic,N,N,N,N,3/31/2012,"16100
"
I.S.V. ELECTRICAL CORPORATION,51-20 59th Street,Woodside,NY,718-779-7655,718-779-8884,Verica Rancic,N,N,N,N,3/31/2012,"16700
"
I.S.V. ELECTRICAL CORPORATION,51-20 59th Street,Woodside,NY,718-779-7655,718-779-8884,Verica Rancic,N,N,N,N,3/31/2012,"16550
(42.13320700030289, -80.0877600002238)"
I.S.V. ELECTRICAL CORPORATION,51-20 59th Street,Woodside,NY,718-779-7655,718-779-8884,Verica Rancic,N,N,N,N,3/31/2012,"16200
"
I.S.V. ELECTRICAL CORPORATION,51-20 59th Street,Woodside,NY,718-779-7655,718-779-8884,Verica Rancic,N,N,N,N,3/31/2012,"16080
"
I.S.V. ELECTRICAL CORPORATION,51-20 59th Street,Woodside,NY,718-779-7655,718-779-8884,Verica Rancic,N,N,N,N,3/31/2012,"16710
"
I.S.V. ELECTRICAL CORPORATION,51-20 59th Street,Woodside,NY,718-779-7655,718-779-8884,Verica Rancic,N,N,N,N,3/31/2012,"16800
"
I.S.V. ELECTRICAL CORPORATION,51-20 59th Street,Woodside,NY,718-779-7655,718-779-8884,Verica Rancic,N,N,N,N,3/31/2012,"16810
"
I.S.V. ELECTRICAL CORPORATION,51-20 59th Street,Woodside,NY,718-779-7655,718-779-8884,Verica Rancic,N,N,N,N,3/31/2012,"16300
"
I.S.V. ELECTRICAL CORPORATION,51-20 59th Street,Woodside,NY,718-779-7655,718-779-8884,Verica Rancic,N,N,N,N,3/31/2012,"16050
(41.043973583514116, -79.7705795610978)"
I.S.V. ELECTRICAL CORPORATION,51-20 59th Street,Woodside,NY,718-779-7655,718-779-8884,Verica Rancic,N,N,N,N,3/31/2012,"16400
"
"IANNELLI CONSTRUCTION CO., INC.",9723 THIRD AVENUE,BROOKLYN,NY,718-836-2000,718-833-5416,VINCENT IANNELLI,N,N,N,Y,1/4/2014,"99999
"
"ICON CONTRACTING OF NY, INC.",1429 68TH STREET,BROOKLYN,NY,917-642-9717,718-983-0195,JOHN PAVIADAKIS,N,N,N,N,12/29/2013,
"ICS BUILDERS, INC.",8 West 36th Street,NEW YORK,NY,212-633-1300,212-633-9427,John O''Rourke,N,N,N,Y,2/2/2014,"99999
"
IDEA SECURITY SERVICES LLC,"1168 Forest Avenue, Base Fl",Bronx,NY,718-893-3641,718-503-6522,EFOSA IMADE,Y,N,Y,Y,6/24/2013,"86080
"
"IDL COMMUNICATIONS AND ELECTRIC, INC.",2045 Schenectady Ave.,Brooklyn,NY,718-442-9099,718-442-9098,Paul A. Vieira,Y,N,Y,N,6/24/2013,"16500
"
"IDL COMMUNICATIONS AND ELECTRIC, INC.",2045 Schenectady Ave.,Brooklyn,NY,718-442-9099,718-442-9098,Paul A. Vieira,Y,N,Y,N,6/24/2013,"16100
"
"IDL COMMUNICATIONS AND ELECTRIC, INC.",2045 Schenectady Ave.,Brooklyn,NY,718-442-9099,718-442-9098,Paul A. Vieira,Y,N,Y,N,6/24/2013,"16700
"
"IDL COMMUNICATIONS AND ELECTRIC, INC.",2045 Schenectady Ave.,Brooklyn,NY,718-442-9099,718-442-9098,Paul A. Vieira,Y,N,Y,N,6/24/2013,"16550
(42.13320700030289, -80.0877600002238)"
"IDL COMMUNICATIONS AND ELECTRIC, INC.",2045 Schenectady Ave.,Brooklyn,NY,718-442-9099,718-442-9098,Paul A. Vieira,Y,N,Y,N,6/24/2013,"16200
"
"IDL COMMUNICATIONS AND ELECTRIC, INC.",2045 Schenectady Ave.,Brooklyn,NY,718-442-9099,718-442-9098,Paul A. Vieira,Y,N,Y,N,6/24/2013,"13850
(42.05322342981748, -76.03346068865983)"
"IDL COMMUNICATIONS AND ELECTRIC, INC.",2045 Schenectady Ave.,Brooklyn,NY,718-442-9099,718-442-9098,Paul A. Vieira,Y,N,Y,N,6/24/2013,"16080
"
"IDL COMMUNICATIONS AND ELECTRIC, INC.",2045 Schenectady Ave.,Brooklyn,NY,718-442-9099,718-442-9098,Paul A. Vieira,Y,N,Y,N,6/24/2013,"16710
"
"IDL COMMUNICATIONS AND ELECTRIC, INC.",2045 Schenectady Ave.,Brooklyn,NY,718-442-9099,718-442-9098,Paul A. Vieira,Y,N,Y,N,6/24/2013,"16050
(41.043973583514116, -79.7705795610978)"
"IDL COMMUNICATIONS AND ELECTRIC, INC.",2045 Schenectady Ave.,Brooklyn,NY,718-442-9099,718-442-9098,Paul A. Vieira,Y,N,Y,N,6/24/2013,"16400
"
IGH Restoration LLC,355 Old Tarrytown Road,White Plains,NY,914-907-8430,914-683-1815,Jose Adorno,Y,N,N,N,12/30/2013,
IGH Restoration LLC,355 Old Tarrytown Road,White Plains,NY,914-907-8430,914-683-1815,Jose Adorno,Y,N,N,N,12/30/2013,
IGH Restoration LLC,355 Old Tarrytown Road,White Plains,NY,914-907-8430,914-683-1815,Jose Adorno,Y,N,N,N,12/30/2013,
IGH Restoration LLC,355 Old Tarrytown Road,White Plains,NY,914-907-8430,914-683-1815,Jose Adorno,Y,N,N,N,12/30/2013,
IGH Restoration LLC,355 Old Tarrytown Road,White Plains,NY,914-907-8430,914-683-1815,Jose Adorno,Y,N,N,N,12/30/2013,
"IGNELZI INTERIORS, INC.",98-05 217th Street,Queens Village,NY,718-464-0279,718-464-1986,Hugo Pomies,Y,N,N,N,6/1/2012,
"IH ENGINEERS, P.C.","103 College Road East, 1st Flo",Princeton,NJ,609-734-8400,609-734-8405,Iftekhar Hossain,Y,N,N,Y,5/3/2013,"37023
(36.59404294092906, -87.72424601014524)"
"IH ENGINEERS, P.C.","103 College Road East, 1st Flo",Princeton,NJ,609-734-8400,609-734-8405,Iftekhar Hossain,Y,N,N,Y,5/3/2013,"37106
"
"IH ENGINEERS, P.C.","103 College Road East, 1st Flo",Princeton,NJ,609-734-8400,609-734-8405,Iftekhar Hossain,Y,N,N,Y,5/3/2013,"32030
(30.07093199971206, -81.86194799970036)"
"IH ENGINEERS, P.C.","103 College Road East, 1st Flo",Princeton,NJ,609-734-8400,609-734-8405,Iftekhar Hossain,Y,N,N,Y,5/3/2013,"86060
"
"IH ENGINEERS, P.C.","103 College Road East, 1st Flo",Princeton,NJ,609-734-8400,609-734-8405,Iftekhar Hossain,Y,N,N,Y,5/3/2013,"37107
"
"Ikon 5 Architects New York, LLC",864 Mapleton Road,Princeton,NJ,609-919-0099,609-919-0088,Joseph G. Tattoni,N,N,N,Y,12/9/2013,"31015
(31.943178611803546, -83.77858975071638)"
ILLUMINATION ARTS LLC,650 Bloomfield Avenue,Bloomfield,NJ,973-771-1556,973-954-4683,Faith E. Baum,N,Y,N,Y,4/6/2013,"37061
(36.2780590102152, -87.65151089800952)"
ILLUMINATION ARTS LLC,650 Bloomfield Avenue,Bloomfield,NJ,973-771-1556,973-954-4683,Faith E. Baum,N,Y,N,Y,4/6/2013,"37062
(35.98550781563324, -87.13578702734941)"
IMAGE MARKETING INC,1922 MCGRAW AVENUE,BRONX,NY,718-395-1932,347-851-5203,YASMIN CRUZ,Y,Y,N,Y,8/25/2013,"80205
(39.75856602789992, -104.96322371110534)"
IMAGE MARKETING INC,1922 MCGRAW AVENUE,BRONX,NY,718-395-1932,347-851-5203,YASMIN CRUZ,Y,Y,N,Y,8/25/2013,"86005
"
IMPACT CONCRETE & CONTROL INSPECT.,15-46 129th St,College Point,NY,718-939-7774,718-939-6444,Debabrata Banerjee,N,N,N,Y,10/27/2012,
IMPACT ENVIRONMENTAL CONSULTING INC.,170 KEYLAND COURT,Bohemia,NY,631-269-8800,631-269-1599,Michelle Colombo,N,N,N,Y,5/9/2012,
IMPACT ENVIRONMENTAL CONSULTING INC.,170 KEYLAND COURT,Bohemia,NY,631-269-8800,631-269-1599,Michelle Colombo,N,N,N,Y,5/9/2012,
IMPACT ENVIRONMENTAL CONSULTING INC.,170 KEYLAND COURT,Bohemia,NY,631-269-8800,631-269-1599,Michelle Colombo,N,N,N,Y,5/9/2012,"86030
(36.24375867762092, -110.58843608195957)"
IMPACT ENVIRONMENTAL CONSULTING INC.,170 KEYLAND COURT,Bohemia,NY,631-269-8800,631-269-1599,Michelle Colombo,N,N,N,Y,5/9/2012,"37033
(35.73638057040705, -87.55466043193337)"
"Imperial Painting & Fireproofing, Inc.",1019 38th Street,Brooklyn,NY,718-437-9588,718-437-9683,Esther Schwartz,N,Y,N,N,5/12/2014,
"IMPERIUM CONSTRUCTION, INC.",338  Scholes Street,Brooklyn,NY,718-384-6992,718-384-2756,Piotr Zendzian,N,N,N,Y,6/30/2014,
"IMPERIUM CONSTRUCTION, INC.",338  Scholes Street,Brooklyn,NY,718-384-6992,718-384-2756,Piotr Zendzian,N,N,N,Y,6/30/2014,
"IMPERIUM CONSTRUCTION, INC.",338  Scholes Street,Brooklyn,NY,718-384-6992,718-384-2756,Piotr Zendzian,N,N,N,Y,6/30/2014,
"IMPERIUM CONSTRUCTION, INC.",338  Scholes Street,Brooklyn,NY,718-384-6992,718-384-2756,Piotr Zendzian,N,N,N,Y,6/30/2014,
INDEPENDENT TEMPERATURE CONTROL SER,117-19 14TH ROAD,COLLEGE POINT,NY,718-939-8801,718-939-8147,BERNARD FLYNN,N,N,N,Y,2/25/2014,"15900
"
INDEPENDENT TEMPERATURE CONTROL SER,117-19 14TH ROAD,COLLEGE POINT,NY,718-939-8801,718-939-8147,BERNARD FLYNN,N,N,N,Y,2/25/2014,"15935
(40.20390659181584, -78.96395219953433)"
INDEPENDENT TEMPERATURE CONTROL SER,117-19 14TH ROAD,COLLEGE POINT,NY,718-939-8801,718-939-8147,BERNARD FLYNN,N,N,N,Y,2/25/2014,"15700
"
INDEPENDENT TESTING & BALANCING COR,254 N MAIN STREET,NEW CITY,NY,845-634-8554,845-634-8541,David A. Marrero,Y,N,N,Y,5/19/2014,"15950
"
INDOOR AIR TECHNOLOGIES INC.,33 West Main Street,Victor,NY,585-924-2010,585-924-2135,Rebecca Melton,N,Y,N,N,1/29/2013,"15810
"
INDUSTRIAL MECHANICAL & CONTROLS,325 D Wyandanch Ave.,West Babylon,NY,631-392-1244,631-392-1247,LUIS CAMACHO,Y,N,N,N,5/26/2014,"15700
"
"INDUSTRIAL STAFFING SERVICES, INC.",557 Cranbury Road,East Brunswick,NJ,732-390-7100,732-390-7118,Linda Block,N,Y,N,Y,12/30/2013,"86060
"
INDUSTRIAL WINDOW CORPORATION,515 NORTH STATE ROAD,BRIARCLIFF MANOR,NY,914-923-1800,914-923-6028,Ray Beninato,N,N,N,Y,6/26/2012,
INDY ELECTRIC CORP.,125-05 LIBERTY AVENUE,RICHMOND HILL,NY,718-641-3720,718-468-9880,Rabindra Ramgarib,N,N,N,N,7/19/2013,"16000
"
INNOV REMODELING & CONTRACTING INC.,149 WESTCHESTER AVE.,PORT CHESTER,NY,914-939-8100,914-939-8101,Roger S. Freitas,Y,Y,N,N,8/25/2012,
INNOV REMODELING & CONTRACTING INC.,149 WESTCHESTER AVE.,PORT CHESTER,NY,914-939-8100,914-939-8101,Roger S. Freitas,Y,Y,N,N,8/25/2012,
INNOV REMODELING & CONTRACTING INC.,149 WESTCHESTER AVE.,PORT CHESTER,NY,914-939-8100,914-939-8101,Roger S. Freitas,Y,Y,N,N,8/25/2012,
INNOV REMODELING & CONTRACTING INC.,149 WESTCHESTER AVE.,PORT CHESTER,NY,914-939-8100,914-939-8101,Roger S. Freitas,Y,Y,N,N,8/25/2012,
INNOV REMODELING & CONTRACTING INC.,149 WESTCHESTER AVE.,PORT CHESTER,NY,914-939-8100,914-939-8101,Roger S. Freitas,Y,Y,N,N,8/25/2012,
INNOV REMODELING & CONTRACTING INC.,149 WESTCHESTER AVE.,PORT CHESTER,NY,914-939-8100,914-939-8101,Roger S. Freitas,Y,Y,N,N,8/25/2012,
"INNOVATIVE ELECTRIC OF NEW YORK, IN",661 Columbus Avenue,Mount Vernon,NY,914-664-5800,914-664-5804,Guenola Dragomir,N,Y,N,Y,6/18/2012,"16000
"
Innovative Engineering Inc,1971 Route 34,Wall Township,NJ,732-449-0099,732-449-3131,Bill Chaney,N,N,N,Y,3/7/2014,"32030
(30.07093199971206, -81.86194799970036)"
Innovative Engineering Inc,1971 Route 34,Wall Township,NJ,732-449-0099,732-449-3131,Bill Chaney,N,N,N,Y,3/7/2014,"32025
(30.144822635456308, -82.51089275010031)"
"INNOVATIVE MANAGEMENT SOLUTIONS, INC.",7160 N. Dallas Parkway,Plano,TX,469-467-9221,469-467-0162,Carol Gallegos,N,N,N,Y,10/31/2011,"86090
"
"INNOVATIVE MANAGEMENT SOLUTIONS, INC.",7160 N. Dallas Parkway,Plano,TX,469-467-9221,469-467-0162,Carol Gallegos,N,N,N,Y,10/31/2011,"86020
(35.878186999830234, -111.41115500030298)"
"INNOVAX PILLAR, INC.",67 Lafayette Ave,WHITE PLAINS,NY,914-681-0265,914-681-0235,HAROLD SMITH,N,N,N,Y,5/14/2012,"99945
"
"INNOVAX PILLAR, INC.",67 Lafayette Ave,WHITE PLAINS,NY,914-681-0265,914-681-0235,HAROLD SMITH,N,N,N,Y,5/14/2012,"99960
"
"INSAREN, INC.",185 Devoe Avenue,Yonkers,NY,718-672-4200,718-672-5508,Marek Maj,N,N,Y,N,1/26/2012,"13285
"
"INSIGNIA RENOVATIONS, INC.",7-19 151st  Place,Whitestone,NY,718-746-2365,718-746-2368,Margaret Ventimigl,N,N,N,N,6/29/2013,
"INSIGNIA RENOVATIONS, INC.",7-19 151st  Place,Whitestone,NY,718-746-2365,718-746-2368,Margaret Ventimigl,N,N,N,N,6/29/2013,
"INSIGNIA RENOVATIONS, INC.",7-19 151st  Place,Whitestone,NY,718-746-2365,718-746-2368,Margaret Ventimigl,N,N,N,N,6/29/2013,
"INSIGNIA RENOVATIONS, INC.",7-19 151st  Place,Whitestone,NY,718-746-2365,718-746-2368,Margaret Ventimigl,N,N,N,N,6/29/2013,
"Inspire Enterprise, Inc.",116-48 218th Street,Cambria Heights,NY,718-977-1775,718-949-3070,Danielle Douglas,N,N,N,Y,12/30/2013,"86090
"
"Integrate Comfort Systems, Inc.",267 Cortlandt St,Belleville,NJ,973-844-9999,973-844-1951,Barry Walsky,N,N,N,N,1/13/2014,"15700
"
"INTEGRATED CONSTRUCTION ENT., INC.",259 STEPHENS STREET,BELLEVILLE,NJ,973-450-5161,943-450-5164,Lori Harmon,N,N,N,Y,2/28/2014,"99960
"
"Intelligent Piping Systems, Inc.",32 Lake Road,Congers,NY,201-767-5460,201-767-5463,Robert M. McMorrow,N,N,N,N,11/30/2012,"15180
"
