CBO Name,Program ID,Name,Fiscal Year,Amount
JTPA Sheet Metal Program ETER Fund,2853,Youth Workforce Development,2012,$308992.00
JTPA Sheet Metal Program ETER Fund,2853,Youth Workforce Development,2013,$308992.00
Ali Forney Center,520,Runaway and Homeless Youth Services Group,2010,$230689.00
Ali Forney Center,520,Runaway and Homeless Youth Services Group,2011,$223710.00
Ali Forney Center,520,Runaway and Homeless Youth Services Group,2012,$206262.00
Ali Forney Center,520,Runaway and Homeless Youth Services Group,2013,$206262.00
Ali Forney Center,2379,Tax Levy/Initiatives,2010,$483607.00
Ali Forney Center,2379,Tax Levy/Initiatives,2011,$493638.00
Ali Forney Center,2379,Tax Levy/Initiatives,2012,$1114258.00
Ali Forney Center,2379,Tax Levy/Initiatives,2013,$578669.00
Be Proud Foundation,518,Tax Levy/Discretionary Group,2010,$12500.00
Be Proud Foundation,518,Tax Levy/Discretionary Group,2011,$15000.00
Be Proud Foundation,518,Tax Levy/Discretionary Group,2012,$24500.00
Be Proud Foundation,518,Tax Levy/Discretionary Group,2013,$0.00
Corpus Christi Church,518,Tax Levy/Discretionary Group,2010,$25500.00
Corpus Christi Church,518,Tax Levy/Discretionary Group,2011,$28000.00
Corpus Christi Church,518,Tax Levy/Discretionary Group,2012,$25500.00
Corpus Christi Church,518,Tax Levy/Discretionary Group,2013,$20000.00
"Pancyprian Association, Inc.",518,Tax Levy/Discretionary Group,2010,$11500.00
"Pancyprian Association, Inc.",518,Tax Levy/Discretionary Group,2011,$8500.00
"Pancyprian Association, Inc.",518,Tax Levy/Discretionary Group,2012,$3500.00
"Pancyprian Association, Inc.",518,Tax Levy/Discretionary Group,2013,$12000.00
Flatbush Park Jewish Center,518,Tax Levy/Discretionary Group,2010,$0.00
Flatbush Park Jewish Center,518,Tax Levy/Discretionary Group,2011,$0.00
Flatbush Park Jewish Center,518,Tax Levy/Discretionary Group,2012,$0.00
Flatbush Park Jewish Center,518,Tax Levy/Discretionary Group,2013,$0.00
Reach Out and Read of Greater New York,518,Tax Levy/Discretionary Group,2010,$22000.00
Reach Out and Read of Greater New York,518,Tax Levy/Discretionary Group,2011,$32000.00
Reach Out and Read of Greater New York,518,Tax Levy/Discretionary Group,2012,$36000.00
Reach Out and Read of Greater New York,518,Tax Levy/Discretionary Group,2013,$47000.00
"The Guild for Exceptional Children, Inc.",518,Tax Levy/Discretionary Group,2010,$8000.00
"The Guild for Exceptional Children, Inc.",518,Tax Levy/Discretionary Group,2011,$0.00
"The Guild for Exceptional Children, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"The Guild for Exceptional Children, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"Kids Creative 404, Inc.",518,Tax Levy/Discretionary Group,2010,$8000.00
"Kids Creative 404, Inc.",518,Tax Levy/Discretionary Group,2011,$10000.00
"Kids Creative 404, Inc.",518,Tax Levy/Discretionary Group,2012,$10000.00
"Kids Creative 404, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
Pratt Area Community Council,518,Tax Levy/Discretionary Group,2010,$0.00
Pratt Area Community Council,518,Tax Levy/Discretionary Group,2011,$0.00
Pratt Area Community Council,518,Tax Levy/Discretionary Group,2012,$3500.00
Pratt Area Community Council,518,Tax Levy/Discretionary Group,2013,$0.00
"The International Center in New York, Inc.",518,Tax Levy/Discretionary Group,2010,$7500.00
"The International Center in New York, Inc.",518,Tax Levy/Discretionary Group,2011,$0.00
"The International Center in New York, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"The International Center in New York, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"The International Center in New York, Inc.",3135,Tax Levy/Immigration Initiative (IOI),2010,$25000.00
"The International Center in New York, Inc.",3135,Tax Levy/Immigration Initiative (IOI),2011,$25000.00
"The International Center in New York, Inc.",3135,Tax Levy/Immigration Initiative (IOI),2012,$25000.00
"The International Center in New York, Inc.",3135,Tax Levy/Immigration Initiative (IOI),2013,$0.00
Brooklyn Ballers Sports Youth and Educational Corporation,518,Tax Levy/Discretionary Group,2010,$44714.00
Brooklyn Ballers Sports Youth and Educational Corporation,518,Tax Levy/Discretionary Group,2011,$79714.00
Brooklyn Ballers Sports Youth and Educational Corporation,518,Tax Levy/Discretionary Group,2012,$85000.00
Brooklyn Ballers Sports Youth and Educational Corporation,518,Tax Levy/Discretionary Group,2013,$105000.00
St. Peters Lutheran Church,518,Tax Levy/Discretionary Group,2010,$16500.00
St. Peters Lutheran Church,518,Tax Levy/Discretionary Group,2011,$20000.00
St. Peters Lutheran Church,518,Tax Levy/Discretionary Group,2012,$0.00
St. Peters Lutheran Church,518,Tax Levy/Discretionary Group,2013,$0.00
Antioch Baptist Church Community Services Corp.,518,Tax Levy/Discretionary Group,2010,$10000.00
Antioch Baptist Church Community Services Corp.,518,Tax Levy/Discretionary Group,2011,$0.00
Antioch Baptist Church Community Services Corp.,518,Tax Levy/Discretionary Group,2012,$10000.00
Antioch Baptist Church Community Services Corp.,518,Tax Levy/Discretionary Group,2013,$0.00
"Project Club Clemente, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Project Club Clemente, Inc.",518,Tax Levy/Discretionary Group,2011,$0.00
"Project Club Clemente, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"Project Club Clemente, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
First Book,518,Tax Levy/Discretionary Group,2010,$3500.00
First Book,518,Tax Levy/Discretionary Group,2011,$0.00
First Book,518,Tax Levy/Discretionary Group,2012,$0.00
First Book,518,Tax Levy/Discretionary Group,2013,$0.00
"CUNY School of Law Foundation, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"CUNY School of Law Foundation, Inc.",518,Tax Levy/Discretionary Group,2011,$0.00
"CUNY School of Law Foundation, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"CUNY School of Law Foundation, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"CUNY School of Law Foundation, Inc.",3135,Tax Levy/Immigration Initiative (IOI),2010,$0.00
"CUNY School of Law Foundation, Inc.",3135,Tax Levy/Immigration Initiative (IOI),2011,$0.00
"CUNY School of Law Foundation, Inc.",3135,Tax Levy/Immigration Initiative (IOI),2012,$0.00
"CUNY School of Law Foundation, Inc.",3135,Tax Levy/Immigration Initiative (IOI),2013,$0.00
Bridge Street Development Corp.,518,Tax Levy/Discretionary Group,2010,$20000.00
Bridge Street Development Corp.,518,Tax Levy/Discretionary Group,2011,$80000.00
Bridge Street Development Corp.,518,Tax Levy/Discretionary Group,2012,$40000.00
Bridge Street Development Corp.,518,Tax Levy/Discretionary Group,2013,$30000.00
Taiwan Center,518,Tax Levy/Discretionary Group,2010,$5000.00
Taiwan Center,518,Tax Levy/Discretionary Group,2011,$5000.00
Taiwan Center,518,Tax Levy/Discretionary Group,2012,$6000.00
Taiwan Center,518,Tax Levy/Discretionary Group,2013,$6000.00
"Triple Candie, Inc.",518,Tax Levy/Discretionary Group,2010,$3500.00
"Triple Candie, Inc.",518,Tax Levy/Discretionary Group,2011,$0.00
"Triple Candie, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"Triple Candie, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"FINS Up Foundation for Female Athletes, Inc.",518,Tax Levy/Discretionary Group,2010,$3500.00
"FINS Up Foundation for Female Athletes, Inc.",518,Tax Levy/Discretionary Group,2011,$0.00
"FINS Up Foundation for Female Athletes, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"FINS Up Foundation for Female Athletes, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"Harlem Textile Works, LTD",518,Tax Levy/Discretionary Group,2010,$8500.00
"Harlem Textile Works, LTD",518,Tax Levy/Discretionary Group,2011,$3500.00
"Harlem Textile Works, LTD",518,Tax Levy/Discretionary Group,2012,$0.00
"Harlem Textile Works, LTD",518,Tax Levy/Discretionary Group,2013,$0.00
New York Kids Theatrical Alliance,518,Tax Levy/Discretionary Group,2010,$6000.00
New York Kids Theatrical Alliance,518,Tax Levy/Discretionary Group,2011,$6000.00
New York Kids Theatrical Alliance,518,Tax Levy/Discretionary Group,2012,$0.00
New York Kids Theatrical Alliance,518,Tax Levy/Discretionary Group,2013,$0.00
Resource Center for Community Development,518,Tax Levy/Discretionary Group,2010,$20000.00
Resource Center for Community Development,518,Tax Levy/Discretionary Group,2011,$25000.00
Resource Center for Community Development,518,Tax Levy/Discretionary Group,2012,$25000.00
Resource Center for Community Development,518,Tax Levy/Discretionary Group,2013,$0.00
Afikem Foundation,518,Tax Levy/Discretionary Group,2010,$0.00
Afikem Foundation,518,Tax Levy/Discretionary Group,2011,$0.00
Afikem Foundation,518,Tax Levy/Discretionary Group,2012,$0.00
Afikem Foundation,518,Tax Levy/Discretionary Group,2013,$0.00
"Bushwick Community Action Association, Inc.",2802,Out of School Time Programs,2010,$171293.00
"Bushwick Community Action Association, Inc.",2802,Out of School Time Programs,2011,$159719.00
"Bushwick Community Action Association, Inc.",2802,Out of School Time Programs,2012,$150557.00
"Bushwick Community Action Association, Inc.",2802,Out of School Time Programs,2013,$42940.00
"Fort Greene Council, Inc.",2802,Out of School Time Programs,2010,$228623.00
"Fort Greene Council, Inc.",2802,Out of School Time Programs,2011,$213176.00
"Fort Greene Council, Inc.",2802,Out of School Time Programs,2012,$200956.00
"Fort Greene Council, Inc.",2802,Out of School Time Programs,2013,$57320.00
"Fort Greene Council, Inc.",5295,Tax Levy/OST,2010,$0.00
"Fort Greene Council, Inc.",5295,Tax Levy/OST,2011,$0.00
"Fort Greene Council, Inc.",5295,Tax Levy/OST,2012,$0.00
"Fort Greene Council, Inc.",5295,Tax Levy/OST,2013,$0.00
"The Bonnie Boys Club, Inc.",518,Tax Levy/Discretionary Group,2010,$19000.00
"The Bonnie Boys Club, Inc.",518,Tax Levy/Discretionary Group,2011,$19000.00
"The Bonnie Boys Club, Inc.",518,Tax Levy/Discretionary Group,2012,$24000.00
"The Bonnie Boys Club, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
Real World Foundation/Asthmas Free School Zone,518,Tax Levy/Discretionary Group,2010,$12500.00
Real World Foundation/Asthmas Free School Zone,518,Tax Levy/Discretionary Group,2011,$8500.00
Real World Foundation/Asthmas Free School Zone,518,Tax Levy/Discretionary Group,2012,$8500.00
Real World Foundation/Asthmas Free School Zone,518,Tax Levy/Discretionary Group,2013,$0.00
Parkchester Little League,518,Tax Levy/Discretionary Group,2010,$5000.00
Parkchester Little League,518,Tax Levy/Discretionary Group,2011,$5000.00
Parkchester Little League,518,Tax Levy/Discretionary Group,2012,$5000.00
Parkchester Little League,518,Tax Levy/Discretionary Group,2013,$5000.00
"Crown Heights North Association, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Crown Heights North Association, Inc.",518,Tax Levy/Discretionary Group,2011,$14000.00
"Crown Heights North Association, Inc.",518,Tax Levy/Discretionary Group,2012,$9000.00
"Crown Heights North Association, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"Urban Bush Women, Inc. (UBW)",518,Tax Levy/Discretionary Group,2010,$0.00
"Urban Bush Women, Inc. (UBW)",518,Tax Levy/Discretionary Group,2011,$0.00
"Urban Bush Women, Inc. (UBW)",518,Tax Levy/Discretionary Group,2012,$0.00
"Urban Bush Women, Inc. (UBW)",518,Tax Levy/Discretionary Group,2013,$0.00
West 87th Street Park and Garden,518,Tax Levy/Discretionary Group,2010,$3500.00
West 87th Street Park and Garden,518,Tax Levy/Discretionary Group,2011,$3500.00
West 87th Street Park and Garden,518,Tax Levy/Discretionary Group,2012,$3500.00
West 87th Street Park and Garden,518,Tax Levy/Discretionary Group,2013,$3500.00
Adaptive Design Association,518,Tax Levy/Discretionary Group,2010,$3500.00
Adaptive Design Association,518,Tax Levy/Discretionary Group,2011,$0.00
Adaptive Design Association,518,Tax Levy/Discretionary Group,2012,$0.00
Adaptive Design Association,518,Tax Levy/Discretionary Group,2013,$0.00
The Computer School Parent's Association,518,Tax Levy/Discretionary Group,2010,$7000.00
The Computer School Parent's Association,518,Tax Levy/Discretionary Group,2011,$7000.00
The Computer School Parent's Association,518,Tax Levy/Discretionary Group,2012,$4000.00
The Computer School Parent's Association,518,Tax Levy/Discretionary Group,2013,$0.00
"Fraternidad de los Angeles, Inc.",518,Tax Levy/Discretionary Group,2010,$10000.00
"Fraternidad de los Angeles, Inc.",518,Tax Levy/Discretionary Group,2011,$0.00
"Fraternidad de los Angeles, Inc.",518,Tax Levy/Discretionary Group,2012,$4000.00
"Fraternidad de los Angeles, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"DreamYard Project, Inc.",2802,Out of School Time Programs,2010,$59882.00
"DreamYard Project, Inc.",2802,Out of School Time Programs,2011,$57038.00
"DreamYard Project, Inc.",2802,Out of School Time Programs,2012,$48482.00
"DreamYard Project, Inc.",2802,Out of School Time Programs,2013,$0.00
"DreamYard Project, Inc.",518,Tax Levy/Discretionary Group,2010,$5000.00
"DreamYard Project, Inc.",518,Tax Levy/Discretionary Group,2011,$10000.00
"DreamYard Project, Inc.",518,Tax Levy/Discretionary Group,2012,$15000.00
"DreamYard Project, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
African Center for Community Empowerment,518,Tax Levy/Discretionary Group,2010,$15000.00
African Center for Community Empowerment,518,Tax Levy/Discretionary Group,2011,$20000.00
African Center for Community Empowerment,518,Tax Levy/Discretionary Group,2012,$20000.00
African Center for Community Empowerment,518,Tax Levy/Discretionary Group,2013,$0.00
NAACP New York City ACT-SO,518,Tax Levy/Discretionary Group,2010,$25500.00
NAACP New York City ACT-SO,518,Tax Levy/Discretionary Group,2011,$34000.00
NAACP New York City ACT-SO,518,Tax Levy/Discretionary Group,2012,$39361.00
NAACP New York City ACT-SO,518,Tax Levy/Discretionary Group,2013,$23500.00
SHARE:Self Help for Women with Breast or Ovarian Cancer,518,Tax Levy/Discretionary Group,2010,$50000.00
SHARE:Self Help for Women with Breast or Ovarian Cancer,518,Tax Levy/Discretionary Group,2011,$0.00
SHARE:Self Help for Women with Breast or Ovarian Cancer,518,Tax Levy/Discretionary Group,2012,$0.00
SHARE:Self Help for Women with Breast or Ovarian Cancer,518,Tax Levy/Discretionary Group,2013,$0.00
"Freedom Community Resource Center, Inc",518,Tax Levy/Discretionary Group,2010,$15000.00
"Freedom Community Resource Center, Inc",518,Tax Levy/Discretionary Group,2011,$0.00
"Freedom Community Resource Center, Inc",518,Tax Levy/Discretionary Group,2012,$0.00
"Freedom Community Resource Center, Inc",518,Tax Levy/Discretionary Group,2013,$0.00
"Rockaway Ravens Sports, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Rockaway Ravens Sports, Inc.",518,Tax Levy/Discretionary Group,2011,$3500.00
"Rockaway Ravens Sports, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"Rockaway Ravens Sports, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
Council of Jewish Emigre Community Organizations,3135,Tax Levy/Immigration Initiative (IOI),2010,$25000.00
Council of Jewish Emigre Community Organizations,3135,Tax Levy/Immigration Initiative (IOI),2011,$0.00
Council of Jewish Emigre Community Organizations,3135,Tax Levy/Immigration Initiative (IOI),2012,$0.00
Council of Jewish Emigre Community Organizations,3135,Tax Levy/Immigration Initiative (IOI),2013,$0.00
Margert Community Corporation,518,Tax Levy/Discretionary Group,2010,$0.00
Margert Community Corporation,518,Tax Levy/Discretionary Group,2011,$57500.00
Margert Community Corporation,518,Tax Levy/Discretionary Group,2012,$116000.00
Margert Community Corporation,518,Tax Levy/Discretionary Group,2013,$0.00
"Olympia Activity Center, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Olympia Activity Center, Inc.",518,Tax Levy/Discretionary Group,2011,$0.00
"Olympia Activity Center, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"Olympia Activity Center, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"City Year, Inc.",2802,Out of School Time Programs,2010,$0.00
"City Year, Inc.",2802,Out of School Time Programs,2011,$0.00
"City Year, Inc.",2802,Out of School Time Programs,2012,$0.00
"City Year, Inc.",2802,Out of School Time Programs,2013,$0.00
"City Year, Inc.",3177,Service Learning Programs,2010,$90000.00
"City Year, Inc.",3177,Service Learning Programs,2011,$90000.00
"City Year, Inc.",3177,Service Learning Programs,2012,$0.00
"City Year, Inc.",3177,Service Learning Programs,2013,$0.00
"City Year, Inc.",518,Tax Levy/Discretionary Group,2010,$188500.00
"City Year, Inc.",518,Tax Levy/Discretionary Group,2011,$210500.00
"City Year, Inc.",518,Tax Levy/Discretionary Group,2012,$168000.00
"City Year, Inc.",518,Tax Levy/Discretionary Group,2013,$170000.00
Midori & Friends,518,Tax Levy/Discretionary Group,2010,$52714.00
Midori & Friends,518,Tax Levy/Discretionary Group,2011,$47714.00
Midori & Friends,518,Tax Levy/Discretionary Group,2012,$50714.00
Midori & Friends,518,Tax Levy/Discretionary Group,2013,$0.00
"Fordham Bedford Community Services, Inc.",5051,Tax Levy/Adult Literacy,2010,$30952.00
"Fordham Bedford Community Services, Inc.",5051,Tax Levy/Adult Literacy,2011,$30952.00
"Fordham Bedford Community Services, Inc.",5051,Tax Levy/Adult Literacy,2012,$30000.00
"Fordham Bedford Community Services, Inc.",5051,Tax Levy/Adult Literacy,2013,$30000.00
"Fordham Bedford Community Services, Inc.",518,Tax Levy/Discretionary Group,2010,$30000.00
"Fordham Bedford Community Services, Inc.",518,Tax Levy/Discretionary Group,2011,$30000.00
"Fordham Bedford Community Services, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"Fordham Bedford Community Services, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"Empire State Pride Agenda Foundation, Inc.",518,Tax Levy/Discretionary Group,2010,$195000.00
"Empire State Pride Agenda Foundation, Inc.",518,Tax Levy/Discretionary Group,2011,$190000.00
"Empire State Pride Agenda Foundation, Inc.",518,Tax Levy/Discretionary Group,2012,$180000.00
"Empire State Pride Agenda Foundation, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
Friends of the Upper East Side Historic District,518,Tax Levy/Discretionary Group,2010,$0.00
Friends of the Upper East Side Historic District,518,Tax Levy/Discretionary Group,2011,$0.00
Friends of the Upper East Side Historic District,518,Tax Levy/Discretionary Group,2012,$0.00
Friends of the Upper East Side Historic District,518,Tax Levy/Discretionary Group,2013,$0.00
"Ecuadorian International Center, Inc.",5051,Tax Levy/Adult Literacy,2010,$30952.00
"Ecuadorian International Center, Inc.",5051,Tax Levy/Adult Literacy,2011,$30952.00
"Ecuadorian International Center, Inc.",5051,Tax Levy/Adult Literacy,2012,$30000.00
"Ecuadorian International Center, Inc.",5051,Tax Levy/Adult Literacy,2013,$0.00
"Ecuadorian International Center, Inc.",518,Tax Levy/Discretionary Group,2010,$9000.00
"Ecuadorian International Center, Inc.",518,Tax Levy/Discretionary Group,2011,$30000.00
"Ecuadorian International Center, Inc.",518,Tax Levy/Discretionary Group,2012,$11000.00
"Ecuadorian International Center, Inc.",518,Tax Levy/Discretionary Group,2013,$5000.00
"Ecuadorian International Center, Inc.",3135,Tax Levy/Immigration Initiative (IOI),2010,$0.00
"Ecuadorian International Center, Inc.",3135,Tax Levy/Immigration Initiative (IOI),2011,$25000.00
"Ecuadorian International Center, Inc.",3135,Tax Levy/Immigration Initiative (IOI),2012,$25000.00
"Ecuadorian International Center, Inc.",3135,Tax Levy/Immigration Initiative (IOI),2013,$0.00
Friends of Kaiser Park,518,Tax Levy/Discretionary Group,2010,$5000.00
Friends of Kaiser Park,518,Tax Levy/Discretionary Group,2011,$8000.00
Friends of Kaiser Park,518,Tax Levy/Discretionary Group,2012,$6000.00
Friends of Kaiser Park,518,Tax Levy/Discretionary Group,2013,$0.00
Per Scholas,518,Tax Levy/Discretionary Group,2010,$91500.00
Per Scholas,518,Tax Levy/Discretionary Group,2011,$126250.00
Per Scholas,518,Tax Levy/Discretionary Group,2012,$165000.00
Per Scholas,518,Tax Levy/Discretionary Group,2013,$0.00
"Staten Island Liberian Community Association, Inc",518,Tax Levy/Discretionary Group,2010,$10000.00
"Staten Island Liberian Community Association, Inc",518,Tax Levy/Discretionary Group,2011,$0.00
"Staten Island Liberian Community Association, Inc",518,Tax Levy/Discretionary Group,2012,$0.00
"Staten Island Liberian Community Association, Inc",518,Tax Levy/Discretionary Group,2013,$0.00
"Prospect Heights Neighborhood Development, Council",518,Tax Levy/Discretionary Group,2010,$0.00
"Prospect Heights Neighborhood Development, Council",518,Tax Levy/Discretionary Group,2011,$5000.00
"Prospect Heights Neighborhood Development, Council",518,Tax Levy/Discretionary Group,2012,$4000.00
"Prospect Heights Neighborhood Development, Council",518,Tax Levy/Discretionary Group,2013,$3500.00
MinKwon Center for Community Action,2387,Literacy Group,2010,$79200.00
MinKwon Center for Community Action,2387,Literacy Group,2011,$120800.00
MinKwon Center for Community Action,2387,Literacy Group,2012,$0.00
MinKwon Center for Community Action,2387,Literacy Group,2013,$0.00
MinKwon Center for Community Action,518,Tax Levy/Discretionary Group,2010,$0.00
MinKwon Center for Community Action,518,Tax Levy/Discretionary Group,2011,$0.00
MinKwon Center for Community Action,518,Tax Levy/Discretionary Group,2012,$3500.00
MinKwon Center for Community Action,518,Tax Levy/Discretionary Group,2013,$0.00
MinKwon Center for Community Action,3135,Tax Levy/Immigration Initiative (IOI),2010,$42200.00
MinKwon Center for Community Action,3135,Tax Levy/Immigration Initiative (IOI),2011,$35500.00
MinKwon Center for Community Action,3135,Tax Levy/Immigration Initiative (IOI),2012,$34000.00
MinKwon Center for Community Action,3135,Tax Levy/Immigration Initiative (IOI),2013,$30000.00
King Manor Association of Long Island,518,Tax Levy/Discretionary Group,2010,$5500.00
King Manor Association of Long Island,518,Tax Levy/Discretionary Group,2011,$6000.00
King Manor Association of Long Island,518,Tax Levy/Discretionary Group,2012,$0.00
King Manor Association of Long Island,518,Tax Levy/Discretionary Group,2013,$0.00
Garibaldi-Meucci Museum,518,Tax Levy/Discretionary Group,2010,$13500.00
Garibaldi-Meucci Museum,518,Tax Levy/Discretionary Group,2011,$3500.00
Garibaldi-Meucci Museum,518,Tax Levy/Discretionary Group,2012,$0.00
Garibaldi-Meucci Museum,518,Tax Levy/Discretionary Group,2013,$0.00
"Statue of Liberty Cultural Arts at Gateway, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Statue of Liberty Cultural Arts at Gateway, Inc.",518,Tax Levy/Discretionary Group,2011,$3500.00
"Statue of Liberty Cultural Arts at Gateway, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"Statue of Liberty Cultural Arts at Gateway, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"Italian Club of Staten Island Foundation, Inc.",518,Tax Levy/Discretionary Group,2010,$3500.00
"Italian Club of Staten Island Foundation, Inc.",518,Tax Levy/Discretionary Group,2011,$3500.00
"Italian Club of Staten Island Foundation, Inc.",518,Tax Levy/Discretionary Group,2012,$3500.00
"Italian Club of Staten Island Foundation, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"Staten Island Project Homefront, Inc",518,Tax Levy/Discretionary Group,2010,$9500.00
"Staten Island Project Homefront, Inc",518,Tax Levy/Discretionary Group,2011,$11000.00
"Staten Island Project Homefront, Inc",518,Tax Levy/Discretionary Group,2012,$12500.00
"Staten Island Project Homefront, Inc",518,Tax Levy/Discretionary Group,2013,$0.00
Trinity Lutheran School,518,Tax Levy/Discretionary Group,2010,$3500.00
Trinity Lutheran School,518,Tax Levy/Discretionary Group,2011,$0.00
Trinity Lutheran School,518,Tax Levy/Discretionary Group,2012,$0.00
Trinity Lutheran School,518,Tax Levy/Discretionary Group,2013,$0.00
Bank Street College of Education,518,Tax Levy/Discretionary Group,2010,$0.00
Bank Street College of Education,518,Tax Levy/Discretionary Group,2011,$5000.00
Bank Street College of Education,518,Tax Levy/Discretionary Group,2012,$5000.00
Bank Street College of Education,518,Tax Levy/Discretionary Group,2013,$0.00
Hebrew Educational Society,521,Neighborhood Development Group,2010,$90250.00
Hebrew Educational Society,521,Neighborhood Development Group,2011,$90250.00
Hebrew Educational Society,521,Neighborhood Development Group,2012,$90250.00
Hebrew Educational Society,521,Neighborhood Development Group,2013,$90250.00
Hebrew Educational Society,518,Tax Levy/Discretionary Group,2010,$52500.00
Hebrew Educational Society,518,Tax Levy/Discretionary Group,2011,$12500.00
Hebrew Educational Society,518,Tax Levy/Discretionary Group,2012,$12500.00
Hebrew Educational Society,518,Tax Levy/Discretionary Group,2013,$0.00
Sunnyside Chamber of Commerce c/o LaGuardia Community Colleg,518,Tax Levy/Discretionary Group,2010,$0.00
Sunnyside Chamber of Commerce c/o LaGuardia Community Colleg,518,Tax Levy/Discretionary Group,2011,$0.00
Sunnyside Chamber of Commerce c/o LaGuardia Community Colleg,518,Tax Levy/Discretionary Group,2012,$0.00
Sunnyside Chamber of Commerce c/o LaGuardia Community Colleg,518,Tax Levy/Discretionary Group,2013,$0.00
Igud L'Hachzokas Torah,518,Tax Levy/Discretionary Group,2010,$5000.00
Igud L'Hachzokas Torah,518,Tax Levy/Discretionary Group,2011,$3500.00
Igud L'Hachzokas Torah,518,Tax Levy/Discretionary Group,2012,$5000.00
Igud L'Hachzokas Torah,518,Tax Levy/Discretionary Group,2013,$8000.00
Reading Excellence and Discovery (READ) Foundation,521,Neighborhood Development Group,2010,$0.00
Reading Excellence and Discovery (READ) Foundation,521,Neighborhood Development Group,2011,$0.00
Reading Excellence and Discovery (READ) Foundation,521,Neighborhood Development Group,2012,$0.00
Reading Excellence and Discovery (READ) Foundation,521,Neighborhood Development Group,2013,$0.00
Reading Excellence and Discovery (READ) Foundation,518,Tax Levy/Discretionary Group,2010,$43500.00
Reading Excellence and Discovery (READ) Foundation,518,Tax Levy/Discretionary Group,2011,$74500.00
Reading Excellence and Discovery (READ) Foundation,518,Tax Levy/Discretionary Group,2012,$69000.00
Reading Excellence and Discovery (READ) Foundation,518,Tax Levy/Discretionary Group,2013,$0.00
PDM Performing Arts Corporation,518,Tax Levy/Discretionary Group,2010,$15000.00
PDM Performing Arts Corporation,518,Tax Levy/Discretionary Group,2011,$13500.00
PDM Performing Arts Corporation,518,Tax Levy/Discretionary Group,2012,$0.00
PDM Performing Arts Corporation,518,Tax Levy/Discretionary Group,2013,$0.00
Oasis Communtiy Corporation DBA Roads to Success,518,Tax Levy/Discretionary Group,2010,$23500.00
Oasis Communtiy Corporation DBA Roads to Success,518,Tax Levy/Discretionary Group,2011,$18500.00
Oasis Communtiy Corporation DBA Roads to Success,518,Tax Levy/Discretionary Group,2012,$5000.00
Oasis Communtiy Corporation DBA Roads to Success,518,Tax Levy/Discretionary Group,2013,$0.00
Oasis Communtiy Corporation DBA Roads to Success,5295,Tax Levy/OST,2010,$0.00
Oasis Communtiy Corporation DBA Roads to Success,5295,Tax Levy/OST,2011,$0.00
Oasis Communtiy Corporation DBA Roads to Success,5295,Tax Levy/OST,2012,$0.00
Oasis Communtiy Corporation DBA Roads to Success,5295,Tax Levy/OST,2013,$0.00
"Ifetayo Cultural Arts Facility, Inc",518,Tax Levy/Discretionary Group,2010,$16000.00
"Ifetayo Cultural Arts Facility, Inc",518,Tax Levy/Discretionary Group,2011,$6000.00
"Ifetayo Cultural Arts Facility, Inc",518,Tax Levy/Discretionary Group,2012,$9500.00
"Ifetayo Cultural Arts Facility, Inc",518,Tax Levy/Discretionary Group,2013,$0.00
"Bronx Community Pride Center, Inc.",518,Tax Levy/Discretionary Group,2010,$25000.00
"Bronx Community Pride Center, Inc.",518,Tax Levy/Discretionary Group,2011,$7500.00
"Bronx Community Pride Center, Inc.",518,Tax Levy/Discretionary Group,2012,$35000.00
"Bronx Community Pride Center, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
